,QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
81,1,1:28.0,J. Crowder makes free throw 3 of 3,,24,31
82,1,1:08.0,,D. House misses 3-pt jump shot from 26 ft,24,31
83,1,1:04.0,,Offensive rebound by C. Paul,24,31
84,1,1:01.0,,G. Green misses 3-pt jump shot from 24 ft,24,31
85,1,0:59.0,Defensive rebound by R. Neto,,24,31
86,1,0:44.0,J. Ingles misses 3-pt jump shot from 23 ft,,24,31
87,1,0:41.0,,Defensive rebound by D. House,24,31
88,1,0:26.0,,G. Green misses 2-pt layup from 1 ft,24,31
89,1,0:25.0,Defensive rebound by J. Crowder,,24,31
90,1,0:08.0,Offensive foul by D. Favors (drawn by D. House),,24,31
91,1,0:08.0,Turnover by D. Favors (offensive foul),,24,31
92,1,0:00.0,,C. Paul misses 3-pt jump shot from 26 ft,24,31
93,1,0:00.0,,Offensive rebound by Team,24,31
94,2,11:43.0,,Turnover by C. Paul (bad pass),24,31
95,2,11:21.0,R. Neto misses 2-pt jump shot from 16 ft,,24,31
96,2,11:17.0,,Defensive rebound by K. Faried,24,31
97,2,11:08.0,,G. Green makes 2-pt jump shot from 11 ft (assist by C. Paul),24,33
98,2,10:54.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,26,33
99,2,10:30.0,,E. Gordon misses 2-pt layup from 3 ft (block by D. Favors),26,33
100,2,10:27.0,,Offensive rebound by E. Gordon,26,33
101,2,10:26.0,,E. Gordon misses 2-pt jump shot from 15 ft,26,33
102,2,10:25.0,Defensive rebound by D. Favors,,26,33
103,2,10:10.0,D. Favors makes 2-pt layup at rim (assist by R. Neto),,28,33
104,2,9:55.0,,C. Paul misses 2-pt jump shot from 15 ft,28,33
105,2,9:54.0,Defensive rebound by D. Favors,,28,33
106,2,9:45.0,Personal foul by K. Faried (drawn by D. Favors),,28,33
107,2,9:45.0,R. O'Neale enters the game for R. Neto,,28,33
108,2,9:45.0,,P. Tucker enters the game for D. House,28,33
109,2,9:37.0,J. Crowder misses 3-pt jump shot from 26 ft,,28,33
110,2,9:33.0,,Defensive rebound by G. Green,28,33
111,2,9:22.0,,Shooting foul by D. Favors (drawn by E. Gordon),28,33
112,2,9:22.0,,E. Gordon makes free throw 1 of 2,28,34
113,2,9:22.0,T. Sefolosha enters the game for J. Crowder,,28,34
114,2,9:22.0,,E. Gordon makes free throw 2 of 2,28,35
115,2,8:57.0,R. O'Neale makes 2-pt jump shot from 5 ft,,30,35
116,2,8:43.0,,P. Tucker misses 3-pt jump shot from 23 ft,30,35
117,2,8:40.0,Defensive rebound by R. O'Neale,,30,35
118,2,8:33.0,Shooting foul by G. Green (drawn by D. Favors),,30,35
119,2,8:33.0,D. Favors makes free throw 1 of 2,,31,35
120,2,8:33.0,D. Mitchell enters the game for J. Ingles,,31,35
121,2,8:33.0,R. Rubio enters the game for K. Korver,,31,35
122,2,8:33.0,,C. Capela enters the game for K. Faried,31,35
123,2,8:33.0,,J. Harden enters the game for G. Green,31,35
124,2,8:33.0,D. Favors misses free throw 2 of 2,,31,35
125,2,8:33.0,,Defensive rebound by J. Harden,31,35
126,2,8:21.0,,J. Harden misses 3-pt jump shot from 25 ft,31,35
127,2,8:18.0,Defensive rebound by D. Mitchell,,31,35
128,2,8:07.0,R. O'Neale misses 2-pt layup from 2 ft,,31,35
129,2,8:05.0,,Defensive rebound by J. Harden,31,35
130,2,8:00.0,,J. Harden misses 2-pt jump shot from 8 ft,31,35
131,2,7:59.0,,Offensive rebound by Team,31,35
132,2,7:59.0,R. Gobert enters the game for D. Favors,,31,35
133,2,7:50.0,,C. Paul makes 2-pt jump shot from 9 ft,31,37
134,2,7:41.0,Offensive foul by R. Gobert (drawn by C. Paul),,31,37
135,2,7:41.0,Turnover by R. Gobert (offensive foul),,31,37
136,2,7:17.0,,J. Harden misses 2-pt jump shot from 9 ft,31,37
137,2,7:17.0,,Offensive rebound by Team,31,37
138,2,7:17.0,,Turnover by Team (shot clock),31,37
139,2,6:54.0,T. Sefolosha misses 2-pt jump shot from 21 ft,,31,37
140,2,6:51.0,,Defensive rebound by J. Harden,31,37
141,2,6:41.0,,C. Paul makes 2-pt jump shot from 8 ft,31,39
142,2,6:41.0,Utah full timeout,,31,39
143,2,6:41.0,,D. House enters the game for C. Paul,31,39
144,2,6:28.0,Turnover by R. Gobert (lost ball; steal by P. Tucker),,31,39
145,2,6:22.0,,J. Harden makes 2-pt layup from 1 ft,31,41
146,2,6:02.0,D. Mitchell misses 2-pt jump shot from 13 ft,,31,41
147,2,6:00.0,,Defensive rebound by C. Capela,31,41
148,2,5:49.0,,D. House misses 3-pt jump shot from 23 ft,31,41
149,2,5:48.0,Defensive rebound by Team,,31,41
150,2,5:28.0,R. Rubio misses 2-pt layup from 1 ft,,31,41
151,2,5:27.0,,Defensive rebound by E. Gordon,31,41
152,2,5:21.0,,C. Capela misses 2-pt dunk from 1 ft,31,41
153,2,5:20.0,,Offensive rebound by J. Harden,31,41
154,2,5:20.0,,Personal foul by R. Rubio (drawn by J. Harden),31,41
155,2,5:12.0,,J. Harden misses 2-pt jump shot from 9 ft,31,41
156,2,5:10.0,Defensive rebound by R. O'Neale,,31,41
157,2,5:05.0,R. Rubio makes 3-pt jump shot from 23 ft (assist by T. Sefolosha),,34,41
158,2,4:46.0,,E. Gordon misses 2-pt jump shot from 7 ft,34,41
159,2,4:44.0,Defensive rebound by R. Gobert,,34,41
160,2,4:40.0,Personal foul by E. Gordon (drawn by R. O'Neale),,34,41
161,2,4:40.0,J. Ingles enters the game for R. O'Neale,,34,41
162,2,4:31.0,J. Ingles misses 3-pt jump shot from 26 ft,,34,41
163,2,4:28.0,,Defensive rebound by C. Capela,34,41
164,2,4:18.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by J. Harden),34,44
165,2,4:02.0,R. Gobert makes 2-pt layup at rim (assist by R. Rubio),,36,44
166,2,3:48.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),36,46
167,2,3:48.0,Utah full timeout,,36,46
168,2,3:48.0,J. Crowder enters the game for T. Sefolosha,,36,46
169,2,3:48.0,,C. Paul enters the game for D. House,36,46
170,2,3:33.0,J. Crowder misses 2-pt jump shot from 18 ft,,36,46
171,2,3:31.0,,Defensive rebound by P. Tucker,36,46
172,2,3:23.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by J. Harden),36,49
173,2,3:07.0,Turnover by R. Gobert (bad pass; steal by P. Tucker),,36,49
174,2,2:59.0,,J. Harden makes 3-pt jump shot from 26 ft,36,52
175,2,2:43.0,D. Mitchell makes 2-pt layup from 1 ft,,38,52
176,2,2:32.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),38,55
177,2,2:13.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by R. Gobert),,41,55
178,2,2:03.0,,Personal foul by R. Rubio (drawn by J. Harden),41,55
179,2,1:53.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),41,57
180,2,1:37.0,D. Mitchell misses 2-pt layup from 3 ft (block by E. Gordon),,41,57
181,2,1:35.0,Offensive rebound by Team,,41,57
182,2,1:27.0,J. Crowder misses 3-pt jump shot from 24 ft (block by E. Gordon),,41,57
183,2,1:25.0,,Defensive rebound by E. Gordon,41,57
184,2,1:21.0,,Turnover by C. Paul (lost ball; steal by J. Ingles),41,57
185,2,1:19.0,Shooting foul by C. Paul (drawn by J. Crowder),,41,57
186,2,1:19.0,J. Crowder misses free throw 1 of 2,,41,57
187,2,1:19.0,Offensive rebound by Team,,41,57
188,2,1:19.0,J. Crowder makes free throw 2 of 2,,42,57
189,2,1:10.0,,J. Harden misses 2-pt jump shot from 8 ft,42,57
190,2,1:08.0,,Offensive rebound by C. Capela,42,57
191,2,1:07.0,,C. Capela misses 2-pt hook shot from 6 ft,42,57
192,2,1:02.0,Defensive rebound by R. Rubio,,42,57
193,2,1:02.0,Personal foul by P. Tucker (drawn by R. Rubio),,42,57
194,2,1:02.0,R. Rubio makes free throw 1 of 2,,43,57
195,2,1:02.0,R. Rubio makes free throw 2 of 2,,44,57
196,2,0:49.0,,E. Gordon misses 3-pt jump shot from 26 ft,44,57
197,2,0:44.0,,Offensive rebound by P. Tucker,44,57
198,2,0:42.0,,C. Capela makes 2-pt layup from 1 ft (assist by P. Tucker),44,59
199,2,0:33.0,D. Mitchell misses 2-pt layup from 2 ft (block by J. Harden),,44,59
200,2,0:32.0,Offensive rebound by Team,,44,59
201,2,0:22.0,J. Crowder misses 3-pt jump shot from 27 ft,,44,59
202,2,0:19.0,,Defensive rebound by C. Paul,44,59
203,2,0:01.0,,J. Harden misses 3-pt jump shot from 28 ft,44,59
204,2,0:01.0,Defensive rebound by J. Crowder,,44,59
205,3,11:47.0,,E. Gordon misses 3-pt jump shot from 24 ft,44,59
206,3,11:44.0,Defensive rebound by D. Favors,,44,59
207,3,11:32.0,Turnover by D. Mitchell (bad pass),,44,59
208,3,11:22.0,,Turnover by C. Paul (bad pass; steal by D. Mitchell),44,59
209,3,11:17.0,D. Mitchell misses 3-pt jump shot from 25 ft,,44,59
210,3,11:15.0,Offensive rebound by R. Gobert,,44,59
211,3,11:15.0,R. Gobert misses 2-pt layup from 1 ft,,44,59
212,3,11:14.0,Offensive rebound by R. Gobert,,44,59
213,3,11:10.0,R. Gobert makes 2-pt layup at rim,,46,59
214,3,11:02.0,,Turnover by J. Harden (bad pass; steal by R. Rubio),46,59
215,3,10:49.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,48,59
216,3,10:32.0,,E. Gordon makes 2-pt layup at rim,48,61
217,3,10:32.0,,Shooting foul by R. Gobert (drawn by E. Gordon),48,61
218,3,10:32.0,,E. Gordon makes free throw 1 of 1,48,62
219,3,10:20.0,D. Favors misses 3-pt jump shot from 23 ft,,48,62
220,3,10:18.0,,Defensive rebound by C. Capela,48,62
221,3,10:10.0,,J. Harden misses 2-pt layup at rim,48,62
222,3,10:08.0,Defensive rebound by J. Ingles,,48,62
223,3,10:01.0,D. Favors misses 2-pt layup from 2 ft (block by C. Paul),,48,62
224,3,9:57.0,Offensive rebound by D. Favors,,48,62
225,3,9:56.0,D. Favors makes 2-pt layup from 1 ft,,50,62
226,3,9:49.0,,Turnover by E. Gordon (lost ball; steal by J. Ingles),50,62
227,3,9:45.0,Shooting foul by J. Harden (drawn by R. Gobert),,50,62
228,3,9:45.0,R. Gobert makes free throw 1 of 2,,51,62
229,3,9:45.0,R. Gobert makes free throw 2 of 2,,52,62
230,3,9:28.0,,C. Capela misses 2-pt layup from 3 ft,52,62
231,3,9:25.0,Defensive rebound by R. Gobert,,52,62
232,3,9:20.0,R. Rubio makes 2-pt layup from 1 ft,,54,62
233,3,9:19.0,,Houston full timeout,54,62
234,3,9:01.0,,C. Capela makes 2-pt dunk from 2 ft (assist by C. Paul),54,64
235,3,8:45.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Favors),,57,64
236,3,8:32.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),57,66
237,3,8:19.0,R. Gobert makes 2-pt dunk at rim (assist by R. Rubio),,59,66
238,3,8:08.0,,J. Harden misses 2-pt jump shot from 7 ft,59,66
239,3,8:04.0,Defensive rebound by D. Mitchell,,59,66
240,3,7:57.0,D. Mitchell makes 2-pt jump shot from 11 ft,,61,66
241,3,7:45.0,,P. Tucker misses 3-pt jump shot from 26 ft,61,66
242,3,7:42.0,,Offensive rebound by J. Harden,61,66
243,3,7:40.0,,J. Harden misses 2-pt layup from 5 ft,61,66
244,3,7:39.0,,Offensive rebound by Team,61,66
245,3,7:39.0,Loose ball foul by R. Rubio (drawn by J. Harden),,61,66
246,3,7:34.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),61,68
247,3,7:19.0,Personal foul by J. Harden (drawn by R. Gobert),,61,68
248,3,7:08.0,Turnover by D. Mitchell (bad pass),,61,68
249,3,6:57.0,,J. Harden misses 3-pt jump shot from 25 ft,61,68
250,3,6:54.0,Defensive rebound by J. Ingles,,61,68
251,3,6:50.0,Personal foul by J. Harden (drawn by J. Ingles),,61,68
252,3,6:40.0,D. Mitchell misses 2-pt jump shot from 8 ft,,61,68
253,3,6:37.0,,Defensive rebound by C. Capela,61,68
254,3,6:34.0,,Personal foul by D. Mitchell (drawn by C. Paul),61,68
255,3,6:29.0,,Turnover by J. Harden (lost ball; steal by R. Rubio),61,68
256,3,6:27.0,Turnover by R. Gobert (bad pass),,61,68
257,3,6:18.0,,C. Paul misses 3-pt jump shot from 25 ft,61,68
258,3,6:15.0,Defensive rebound by R. Gobert,,61,68
259,3,6:01.0,R. Rubio misses 3-pt jump shot from 25 ft,,61,68
260,3,5:58.0,,Defensive rebound by C. Capela,61,68
261,3,5:49.0,,C. Paul misses 3-pt jump shot from 23 ft,61,68
262,3,5:45.0,,Offensive rebound by C. Capela,61,68
263,3,5:43.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Capela),61,71
264,3,5:26.0,Turnover by D. Favors (out of bounds lost ball),,61,71
265,3,5:26.0,J. Crowder enters the game for D. Favors,,61,71
266,3,5:26.0,R. O'Neale enters the game for J. Ingles,,61,71
267,3,5:26.0,,D. House enters the game for E. Gordon,61,71
268,3,5:26.0,,A. Rivers enters the game for C. Paul,61,71
269,3,5:15.0,,J. Harden misses 3-pt jump shot from 26 ft,61,71
270,3,5:12.0,Defensive rebound by D. Mitchell,,61,71
271,3,5:03.0,R. Rubio misses 3-pt jump shot from 24 ft,,61,71
272,3,5:01.0,,Defensive rebound by J. Harden,61,71
273,3,4:54.0,,J. Harden makes 2-pt layup at rim,61,73
274,3,4:54.0,,Shooting foul by R. Gobert (drawn by J. Harden),61,73
275,3,4:54.0,,K. Faried enters the game for C. Capela,61,73
276,3,4:54.0,,J. Harden makes free throw 1 of 1,61,74
277,3,4:47.0,Personal foul by A. Rivers (drawn by D. Mitchell),,61,74
278,3,4:47.0,J. Crowder misses 3-pt jump shot from 26 ft,,61,74
279,3,4:30.0,,Defensive rebound by J. Harden,61,74
280,3,4:26.0,,J. Harden misses 2-pt layup from 2 ft (block by R. Gobert),61,74
281,3,4:23.0,Defensive rebound by R. Rubio,,61,74
282,3,4:20.0,Offensive foul by R. O'Neale (drawn by K. Faried),,61,74
283,3,4:20.0,Turnover by R. O'Neale (offensive foul),,61,74
284,3,4:08.0,,J. Harden misses 3-pt jump shot from 26 ft,61,74
285,3,4:04.0,Defensive rebound by D. Mitchell,,61,74
286,3,3:55.0,J. Crowder misses 3-pt jump shot from 25 ft,,61,74
287,3,3:52.0,,Defensive rebound by Team,61,74
288,3,3:44.0,,A. Rivers makes 2-pt layup from 1 ft,61,76
289,3,3:44.0,,Shooting foul by R. O'Neale (drawn by A. Rivers),61,76
290,3,3:44.0,,A. Rivers misses free throw 1 of 1,61,76
291,3,3:44.0,Defensive rebound by R. Gobert,,61,76
292,3,3:32.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by R. Rubio),,64,76
293,3,3:09.0,,J. Harden makes 3-pt jump shot from 25 ft,64,79
294,3,2:59.0,Personal foul by K. Faried (drawn by R. Gobert),,64,79
295,3,2:59.0,Utah full timeout,,64,79
296,3,2:59.0,J. Ingles enters the game for R. Rubio,,64,79
297,3,2:59.0,,G. Green enters the game for P. Tucker,64,79
298,3,2:59.0,R. Gobert makes free throw 1 of 2,,65,79
299,3,2:59.0,R. Gobert makes free throw 2 of 2,,66,79
300,3,2:43.0,,K. Faried makes 2-pt dunk from 1 ft (assist by D. House),66,81
301,3,2:27.0,Def 3 sec tech foul by Team,,66,81
302,3,2:27.0,D. Mitchell misses technical free throw,,66,81
303,3,2:27.0,Offensive rebound by Team,,66,81
304,3,2:27.0,D. Favors enters the game for R. Gobert,,66,81
305,3,2:19.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by J. Ingles),,69,81
306,3,2:03.0,,D. House misses 3-pt jump shot from 26 ft,69,81
307,3,1:59.0,Defensive rebound by D. Favors,,69,81
308,3,1:59.0,,C. Paul enters the game for J. Harden,69,81
309,3,1:55.0,Turnover by D. Mitchell (lost ball; steal by A. Rivers),,69,81
310,3,1:43.0,,K. Faried makes 2-pt dunk from 1 ft (assist by C. Paul),69,83
311,3,1:26.0,Shooting foul by K. Faried (drawn by J. Crowder),,69,83
312,3,1:26.0,J. Crowder makes free throw 1 of 2,,70,83
313,3,1:26.0,R. Neto enters the game for D. Mitchell,,70,83
314,3,1:26.0,J. Crowder makes free throw 2 of 2,,71,83
315,3,1:14.0,,G. Green misses 3-pt jump shot from 25 ft,71,83
316,3,1:12.0,Defensive rebound by J. Crowder,,71,83
317,3,0:57.0,J. Crowder misses 3-pt jump shot from 26 ft,,71,83
318,3,0:55.0,,Defensive rebound by K. Faried,71,83
319,3,0:43.0,,C. Paul misses 2-pt jump shot from 11 ft,71,83
320,3,0:41.0,Defensive rebound by J. Ingles,,71,83
321,3,0:26.0,R. O'Neale misses 2-pt layup from 1 ft,,71,83
322,3,0:25.0,,Defensive rebound by K. Faried,71,83
323,3,0:03.0,,K. Faried misses 2-pt hook shot from 7 ft,71,83
324,3,0:02.0,Defensive rebound by D. Favors,,71,83
325,3,0:00.0,R. O'Neale misses 3-pt jump shot from 40 ft,,71,83
326,3,0:00.0,Offensive rebound by Team,,71,83
327,4,11:49.0,Shooting foul by G. Green (drawn by K. Korver),,71,83
328,4,11:49.0,K. Korver makes free throw 1 of 3,,72,83
329,4,11:49.0,K. Korver makes free throw 2 of 3,,73,83
330,4,11:49.0,K. Korver misses free throw 3 of 3,,73,83
331,4,11:49.0,,Defensive rebound by G. Green,73,83
332,4,11:35.0,,Personal foul by K. Korver (drawn by G. Green),73,83
333,4,11:35.0,,E. Gordon enters the game for G. Green,73,83
334,4,11:25.0,,C. Paul makes 2-pt layup from 1 ft,73,85
335,4,11:08.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,75,85
336,4,10:49.0,,Shooting foul by D. Favors (drawn by K. Faried),75,85
337,4,10:49.0,,K. Faried makes free throw 1 of 2,75,86
338,4,10:49.0,,K. Faried makes free throw 2 of 2,75,87
339,4,10:39.0,Personal foul by C. Paul (drawn by J. Crowder),,75,87
340,4,10:39.0,,C. Capela enters the game for K. Faried,75,87
341,4,10:26.0,D. Favors misses 2-pt layup from 1 ft (block by C. Capela),,75,87
342,4,10:22.0,,Defensive rebound by C. Paul,75,87
343,4,10:20.0,,D. House makes 3-pt jump shot from 22 ft (assist by C. Paul),75,90
344,4,10:06.0,J. Crowder misses 2-pt layup from 1 ft,,75,90
345,4,10:05.0,,Defensive rebound by Team,75,90
346,4,10:05.0,R. Gobert enters the game for J. Crowder,,75,90
347,4,10:05.0,D. Mitchell enters the game for R. Neto,,75,90
348,4,9:52.0,,C. Paul makes 2-pt layup from 1 ft,75,92
349,4,9:27.0,D. Mitchell misses 3-pt jump shot from 36 ft,,75,92
350,4,9:27.0,Offensive rebound by Team,,75,92
351,4,9:27.0,Turnover by Team (shot clock),,75,92
352,4,9:15.0,,Personal foul by K. Korver (drawn by C. Paul),75,92
353,4,9:15.0,R. Rubio enters the game for D. Favors,,75,92
354,4,9:15.0,T. Sefolosha enters the game for J. Ingles,,75,92
355,4,9:08.0,,D. House makes 3-pt jump shot from 26 ft (assist by C. Paul),75,95
356,4,8:53.0,Shooting foul by A. Rivers (drawn by D. Mitchell),,75,95
357,4,8:53.0,D. Mitchell makes free throw 1 of 2,,76,95
358,4,8:53.0,D. Mitchell makes free throw 2 of 2,,77,95
359,4,8:42.0,,Personal foul by K. Korver (drawn by A. Rivers),77,95
360,4,8:36.0,,C. Paul makes 2-pt jump shot from 16 ft,77,97
361,4,8:22.0,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by R. Rubio),,80,97
362,4,8:03.0,,D. House misses 3-pt jump shot from 25 ft,80,97
363,4,8:00.0,Defensive rebound by K. Korver,,80,97
364,4,7:58.0,Turnover by D. Mitchell (traveling),,80,97
365,4,7:58.0,R. O'Neale enters the game for K. Korver,,80,97
366,4,7:58.0,,J. Harden enters the game for C. Paul,80,97
367,4,7:45.0,,D. House makes 2-pt dunk at rim (assist by J. Harden),80,99
368,4,7:45.0,,P. Tucker enters the game for A. Rivers,80,99
369,4,7:21.0,R. O'Neale misses 3-pt jump shot from 25 ft,,80,99
370,4,7:18.0,,Defensive rebound by P. Tucker,80,99
371,4,7:09.0,,D. House misses 3-pt jump shot from 23 ft,80,99
372,4,7:06.0,Defensive rebound by T. Sefolosha,,80,99
373,4,6:54.0,R. Gobert makes 2-pt layup from 1 ft,,82,99
374,4,6:39.0,,Houston full timeout,82,99
375,4,6:39.0,,I. Shumpert enters the game for D. House,82,99
376,4,6:32.0,,Offensive foul by J. Harden (drawn by T. Sefolosha),82,99
377,4,6:32.0,,Turnover by J. Harden (offensive foul),82,99
378,4,6:24.0,Shooting foul by C. Capela (drawn by R. Gobert),,82,99
379,4,6:24.0,R. Gobert makes free throw 1 of 2,,83,99
380,4,6:24.0,J. Ingles enters the game for R. O'Neale,,83,99
381,4,6:24.0,R. Gobert makes free throw 2 of 2,,84,99
382,4,6:09.0,,E. Gordon makes 3-pt jump shot from 26 ft,84,102
383,4,5:49.0,R. Rubio misses 2-pt layup from 1 ft,,84,102
384,4,5:43.0,Offensive rebound by R. Gobert,,84,102
385,4,5:43.0,R. Gobert makes 2-pt dunk at rim,,86,102
386,4,5:36.0,,Turnover by C. Capela (off goaltending),86,102
387,4,5:18.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,86,102
388,4,5:14.0,,Defensive rebound by I. Shumpert,86,102
389,4,5:07.0,,J. Harden makes 2-pt layup from 1 ft,86,104
390,4,4:40.0,T. Sefolosha misses 2-pt jump shot from 17 ft,,86,104
