,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
159,2,8:10.0,B. Simmons enters the game for J. Redick,,35,43
160,2,7:53.0,,D. Wright makes 3-pt jump shot from 25 ft,35,46
161,2,7:38.0,Turnover by A. Johnson (bad pass),,35,46
162,2,7:23.0,,D. Green misses 2-pt jump shot from 8 ft,35,46
163,2,7:20.0,Defensive rebound by R. Covington,,35,46
164,2,7:13.0,M. Muscala misses 3-pt jump shot from 25 ft,,35,46
165,2,7:10.0,,Defensive rebound by S. Ibaka,35,46
166,2,7:05.0,,N. Powell misses 2-pt layup from 4 ft (block by R. Covington),35,46
167,2,7:01.0,Defensive rebound by M. Muscala,,35,46
168,2,6:59.0,B. Simmons misses 2-pt layup from 1 ft (block by S. Ibaka),,35,46
169,2,6:58.0,Offensive rebound by Team,,35,46
170,2,6:58.0,,Toronto full timeout,35,46
171,2,6:58.0,D. Šarić enters the game for M. Muscala,,35,46
172,2,6:58.0,,K. Lowry enters the game for C. Miles,35,46
173,2,6:58.0,,P. Siakam enters the game for N. Powell,35,46
174,2,6:42.0,D. Šarić makes 2-pt jump shot from 8 ft (assist by B. Simmons),,37,46
175,2,6:23.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),37,48
176,2,6:13.0,Turnover by B. Simmons (lost ball; steal by S. Ibaka),,37,48
177,2,6:01.0,,K. Lowry misses 3-pt jump shot from 25 ft,37,48
178,2,5:58.0,Defensive rebound by A. Johnson,,37,48
179,2,5:44.0,A. Johnson misses 3-pt jump shot from 25 ft,,37,48
180,2,5:41.0,,Defensive rebound by S. Ibaka,37,48
181,2,5:36.0,,D. Wright misses 2-pt layup from 2 ft (block by R. Covington),37,48
182,2,5:36.0,Defensive rebound by Team,,37,48
183,2,5:25.0,Turnover by B. Simmons (bad pass; steal by S. Ibaka),,37,48
184,2,5:23.0,,D. Wright makes 2-pt dunk from 1 ft (assist by S. Ibaka),37,50
185,2,5:22.0,Philadelphia full timeout,,37,50
186,2,5:10.0,Personal foul by D. Green (drawn by D. Šarić),,37,50
187,2,5:02.0,Shooting foul by K. Lowry (drawn by R. Covington),,37,50
188,2,5:02.0,R. Covington makes free throw 1 of 3,,38,50
189,2,5:02.0,R. Covington makes free throw 2 of 3,,39,50
190,2,5:02.0,,K. Leonard enters the game for D. Wright,39,50
191,2,5:02.0,R. Covington makes free throw 3 of 3,,40,50
192,2,4:49.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Lowry),40,53
193,2,4:40.0,Personal foul by P. Siakam (drawn by D. Šarić),,40,53
194,2,4:40.0,D. Šarić misses free throw 1 of 2,,40,53
195,2,4:40.0,Offensive rebound by Team,,40,53
196,2,4:40.0,D. Šarić makes free throw 2 of 2,,41,53
197,2,4:30.0,,K. Lowry makes 2-pt layup from 3 ft,41,55
198,2,4:30.0,Violation by Team (def goaltending),,41,55
199,2,4:12.0,Offensive foul by B. Simmons (drawn by K. Lowry),,41,55
200,2,4:12.0,Turnover by B. Simmons (offensive foul),,41,55
201,2,4:12.0,J. Embiid enters the game for A. Johnson,,41,55
202,2,4:12.0,J. Redick enters the game for L. Shamet,,41,55
203,2,4:00.0,,K. Leonard makes 2-pt jump shot from 21 ft,41,57
204,2,3:32.0,B. Simmons misses 2-pt jump shot from 17 ft,,41,57
205,2,3:29.0,Offensive rebound by R. Covington,,41,57
206,2,3:28.0,R. Covington misses 2-pt hook shot from 7 ft,,41,57
207,2,3:27.0,Offensive rebound by Team,,41,57
208,2,3:22.0,J. Redick misses 3-pt jump shot from 23 ft,,41,57
209,2,3:21.0,Offensive rebound by B. Simmons,,41,57
210,2,3:21.0,Shooting foul by K. Leonard (drawn by B. Simmons),,41,57
211,2,3:21.0,B. Simmons makes free throw 1 of 2,,42,57
212,2,3:21.0,B. Simmons misses free throw 2 of 2,,42,57
213,2,3:21.0,,Defensive rebound by P. Siakam,42,57
214,2,3:15.0,,K. Lowry misses 3-pt jump shot from 26 ft,42,57
215,2,3:13.0,Defensive rebound by B. Simmons,,42,57
216,2,3:11.0,Shooting foul by S. Ibaka (drawn by B. Simmons),,42,57
217,2,3:11.0,B. Simmons makes free throw 1 of 2,,43,57
218,2,3:11.0,B. Simmons misses free throw 2 of 2,,43,57
219,2,3:08.0,Offensive rebound by D. Šarić,,43,57
220,2,3:00.0,J. Embiid misses 3-pt jump shot from 25 ft,,43,57
221,2,2:58.0,,Defensive rebound by S. Ibaka,43,57
222,2,2:45.0,,K. Leonard misses 3-pt jump shot from 26 ft,43,57
223,2,2:43.0,Defensive rebound by J. Embiid,,43,57
224,2,2:34.0,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),,46,57
225,2,2:16.0,,Shooting foul by J. Embiid (drawn by K. Leonard),46,57
226,2,2:16.0,,K. Leonard makes free throw 1 of 2,46,58
227,2,2:16.0,,J. Valančiūnas enters the game for S. Ibaka,46,58
228,2,2:16.0,,K. Leonard makes free throw 2 of 2,46,59
229,2,2:05.0,Turnover by B. Simmons (lost ball; steal by K. Leonard),,46,59
230,2,2:01.0,,Shooting foul by R. Covington (drawn by K. Leonard),46,59
231,2,2:01.0,,K. Leonard makes free throw 1 of 2,46,60
232,2,2:01.0,,K. Leonard makes free throw 2 of 2,46,61
233,2,1:52.0,B. Simmons makes 2-pt layup from 2 ft,,48,61
234,2,1:40.0,,J. Valančiūnas makes 2-pt jump shot from 10 ft (assist by K. Lowry),48,63
235,2,1:25.0,D. Šarić misses 2-pt jump shot from 7 ft (block by J. Valančiūnas),,48,63
236,2,1:25.0,Offensive rebound by Team,,48,63
237,2,1:23.0,J. Redick misses 3-pt jump shot from 23 ft,,48,63
238,2,1:20.0,,Defensive rebound by P. Siakam,48,63
239,2,1:16.0,,Personal foul by R. Covington (drawn by K. Lowry),48,63
240,2,1:16.0,,K. Lowry makes free throw 1 of 2,48,64
241,2,1:16.0,L. Shamet enters the game for R. Covington,,48,64
242,2,1:16.0,,K. Lowry makes free throw 2 of 2,48,65
243,2,1:01.0,J. Redick misses 3-pt jump shot from 27 ft,,48,65
244,2,0:58.0,Offensive rebound by J. Redick,,48,65
245,2,0:47.0,L. Shamet misses 2-pt jump shot from 21 ft,,48,65
246,2,0:44.0,Offensive rebound by Team,,48,65
247,2,0:42.0,J. Embiid makes 2-pt jump shot from 20 ft (assist by B. Simmons),,50,65
248,2,0:30.0,,K. Lowry makes 2-pt layup from 3 ft (assist by J. Valančiūnas),50,67
249,2,0:30.0,,Shooting foul by L. Shamet (drawn by K. Lowry),50,67
250,2,0:30.0,,D. Wright enters the game for D. Green,50,67
251,2,0:30.0,,K. Lowry misses free throw 1 of 1,50,67
252,2,0:28.0,Defensive rebound by B. Simmons,,50,67
253,2,0:10.0,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Redick),,52,67
254,2,0:10.0,Shooting foul by J. Valančiūnas (drawn by J. Embiid),,52,67
255,2,0:10.0,T. McConnell enters the game for D. Šarić,,52,67
256,2,0:10.0,M. Muscala enters the game for L. Shamet,,52,67
257,2,0:10.0,,D. Green enters the game for P. Siakam,52,67
258,2,0:10.0,,C. Miles enters the game for D. Wright,52,67
259,2,0:10.0,J. Embiid makes free throw 1 of 1,,53,67
260,2,0:00.0,,K. Lowry misses 2-pt jump shot from 2 ft,53,67
261,2,0:00.0,,Offensive rebound by Team,53,67
262,3,11:48.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by D. Šarić),,56,67
263,3,11:24.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Lowry),56,69
264,3,11:04.0,J. Redick misses 2-pt layup from 5 ft,,56,69
265,3,11:02.0,Offensive rebound by D. Šarić,,56,69
266,3,11:00.0,Turnover by D. Šarić (bad pass; steal by P. Siakam),,56,69
267,3,10:55.0,,K. Leonard makes 2-pt dunk from 1 ft (assist by D. Green),56,71
268,3,10:44.0,R. Covington makes 3-pt jump shot from 26 ft (assist by B. Simmons),,59,71
269,3,10:20.0,,S. Ibaka misses 2-pt jump shot from 19 ft,59,71
270,3,10:18.0,Defensive rebound by R. Covington,,59,71
271,3,10:12.0,D. Šarić misses 3-pt jump shot from 26 ft,,59,71
272,3,10:08.0,,Defensive rebound by K. Leonard,59,71
273,3,9:56.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by D. Green),59,73
274,3,9:33.0,B. Simmons misses 2-pt jump shot from 15 ft,,59,73
275,3,9:31.0,,Defensive rebound by P. Siakam,59,73
276,3,9:25.0,,S. Ibaka makes 2-pt dunk at rim (assist by P. Siakam),59,75
277,3,9:25.0,Philadelphia full timeout,,59,75
278,3,9:08.0,Shooting foul by K. Leonard (drawn by J. Embiid),,59,75
279,3,9:08.0,J. Embiid makes free throw 1 of 2,,60,75
280,3,9:08.0,J. Embiid makes free throw 2 of 2,,61,75
281,3,8:57.0,,D. Green misses 2-pt jump shot from 13 ft,61,75
282,3,8:55.0,,Offensive rebound by Team,61,75
283,3,8:53.0,,S. Ibaka misses 2-pt layup from 2 ft (block by J. Embiid),61,75
284,3,8:50.0,,Offensive rebound by S. Ibaka,61,75
285,3,8:50.0,,S. Ibaka makes 2-pt hook shot from 2 ft,61,77
286,3,8:41.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),,63,77
287,3,8:32.0,,Personal foul by J. Redick (drawn by D. Green),63,77
288,3,8:23.0,,Turnover by D. Green (bad pass; steal by R. Covington),63,77
289,3,8:12.0,D. Šarić misses 2-pt hook shot from 3 ft (block by D. Green),,63,77
290,3,8:10.0,,Defensive rebound by P. Siakam,63,77
291,3,8:03.0,,Shooting foul by J. Embiid (drawn by S. Ibaka),63,77
292,3,8:03.0,,S. Ibaka makes free throw 1 of 2,63,78
293,3,8:03.0,,S. Ibaka makes free throw 2 of 2,63,79
294,3,7:49.0,B. Simmons makes 2-pt layup from 2 ft (assist by J. Embiid),,65,79
295,3,7:35.0,,P. Siakam makes 2-pt hook shot from 6 ft,65,81
296,3,7:18.0,Turnover by D. Šarić (bad pass; steal by P. Siakam),,65,81
297,3,7:15.0,,Shooting foul by J. Embiid (drawn by K. Leonard),65,81
298,3,7:15.0,,K. Leonard makes free throw 1 of 2,65,82
299,3,7:15.0,M. Muscala enters the game for J. Embiid,,65,82
300,3,7:15.0,L. Shamet enters the game for J. Redick,,65,82
301,3,7:15.0,,K. Leonard makes free throw 2 of 2,65,83
302,3,7:03.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by B. Simmons),,68,83
303,3,6:53.0,,P. Siakam makes 2-pt hook shot from 3 ft,68,85
304,3,6:53.0,,Shooting foul by D. Šarić (drawn by P. Siakam),68,85
305,3,6:53.0,,P. Siakam makes free throw 1 of 1,68,86
306,3,6:38.0,D. Šarić misses 3-pt jump shot from 26 ft,,68,86
307,3,6:35.0,,Defensive rebound by K. Leonard,68,86
308,3,6:26.0,,K. Leonard misses 2-pt jump shot from 7 ft,68,86
309,3,6:24.0,Defensive rebound by R. Covington,,68,86
310,3,6:15.0,R. Covington misses 3-pt jump shot from 25 ft,,68,86
311,3,6:13.0,,Defensive rebound by P. Siakam,68,86
312,3,6:09.0,,Turnover by P. Siakam (bad pass; steal by R. Covington),68,86
313,3,6:03.0,M. Muscala misses 3-pt jump shot from 27 ft,,68,86
314,3,5:59.0,,Defensive rebound by P. Siakam,68,86
315,3,5:44.0,,K. Leonard makes 2-pt layup from 2 ft,68,88
316,3,5:42.0,Philadelphia full timeout,,68,88
317,3,5:42.0,J. Embiid enters the game for D. Šarić,,68,88
318,3,5:42.0,T. McConnell enters the game for L. Shamet,,68,88
319,3,5:22.0,R. Covington misses 3-pt jump shot from 27 ft,,68,88
320,3,5:19.0,,Defensive rebound by P. Siakam,68,88
321,3,5:16.0,,K. Leonard makes 2-pt layup from 1 ft (assist by P. Siakam),68,90
322,3,5:16.0,,Shooting foul by B. Simmons (drawn by K. Leonard),68,90
323,3,5:16.0,,K. Leonard makes free throw 1 of 1,68,91
324,3,5:10.0,Offensive foul by B. Simmons (drawn by K. Lowry),,68,91
325,3,5:10.0,Turnover by B. Simmons (offensive foul),,68,91
326,3,4:51.0,,K. Lowry makes 3-pt jump shot from 27 ft,68,94
327,3,4:32.0,Shooting foul by K. Leonard (drawn by J. Embiid),,68,94
328,3,4:32.0,J. Embiid makes free throw 1 of 2,,69,94
329,3,4:32.0,M. Fultz enters the game for B. Simmons,,69,94
330,3,4:32.0,J. Embiid makes free throw 2 of 2,,70,94
331,3,4:32.0,Away from play foul by P. Siakam (drawn by M. Muscala),,70,94
332,3,4:32.0,M. Muscala makes free throw 1 of 1,,71,94
333,3,4:32.0,A. Johnson enters the game for J. Embiid,,71,94
334,3,4:17.0,,P. Siakam misses 2-pt jump shot from 3 ft,71,94
335,3,4:15.0,Defensive rebound by M. Muscala,,71,94
336,3,4:04.0,M. Fultz makes 2-pt jump shot from 15 ft,,73,94
337,3,3:54.0,,S. Ibaka misses 2-pt hook shot from 4 ft (block by A. Johnson),73,94
338,3,3:53.0,Defensive rebound by A. Johnson,,73,94
339,3,3:53.0,Personal foul by K. Lowry (drawn by M. Fultz),,73,94
340,3,3:53.0,L. Shamet enters the game for R. Covington,,73,94
341,3,3:53.0,,C. Miles enters the game for D. Green,73,94
342,3,3:53.0,,J. Valančiūnas enters the game for S. Ibaka,73,94
343,3,3:43.0,M. Fultz makes 2-pt jump shot from 17 ft,,75,94
344,3,3:38.0,,Turnover by J. Valančiūnas (bad pass; steal by T. McConnell),75,94
345,3,3:33.0,M. Fultz misses 2-pt jump shot from 5 ft,,75,94
346,3,3:32.0,,Defensive rebound by P. Siakam,75,94
347,3,3:24.0,,K. Leonard makes 2-pt layup from 1 ft,75,96
348,3,3:15.0,Personal foul by C. Miles (drawn by M. Muscala),,75,96
349,3,3:15.0,M. Muscala makes free throw 1 of 2,,76,96
350,3,3:15.0,,N. Powell enters the game for K. Leonard,76,96
351,3,3:15.0,M. Muscala makes free throw 2 of 2,,77,96
352,3,2:59.0,,K. Lowry misses 3-pt jump shot from 25 ft,77,96
353,3,2:58.0,Defensive rebound by Team,,77,96
354,3,2:58.0,,Loose ball foul by J. Valančiūnas (drawn by A. Johnson),77,96
355,3,2:58.0,A. Johnson makes free throw 1 of 2,,78,96
356,3,2:58.0,A. Johnson misses free throw 2 of 2,,78,96
357,3,2:56.0,,Defensive rebound by P. Siakam,78,96
358,3,2:35.0,,J. Valančiūnas misses 2-pt layup from 2 ft,78,96
359,3,2:33.0,,Offensive rebound by J. Valančiūnas,78,96
360,3,2:31.0,,J. Valančiūnas makes 2-pt layup from 1 ft,78,98
361,3,2:14.0,L. Shamet misses 3-pt jump shot from 26 ft,,78,98
362,3,2:11.0,,Defensive rebound by K. Lowry,78,98
363,3,2:04.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by C. Miles),78,101
364,3,1:53.0,Turnover by M. Muscala (traveling),,78,101
365,3,1:53.0,J. Bolden enters the game for M. Muscala,,78,101
366,3,1:53.0,,M. Richardson enters the game for K. Lowry,78,101
367,3,1:53.0,,D. Wright enters the game for P. Siakam,78,101
368,3,1:36.0,,J. Valančiūnas misses 2-pt hook shot from 13 ft,78,101
369,3,1:33.0,Defensive rebound by J. Bolden,,78,101
370,3,1:27.0,M. Fultz misses 2-pt jump shot from 17 ft,,78,101
371,3,1:25.0,,Defensive rebound by D. Wright,78,101
372,3,1:18.0,,Personal foul by M. Fultz (drawn by J. Valančiūnas),78,101
373,3,1:18.0,,J. Valančiūnas makes free throw 1 of 2,78,102
374,3,1:18.0,,J. Valančiūnas makes free throw 2 of 2,78,103
375,3,1:08.0,L. Shamet makes 3-pt jump shot from 26 ft (assist by T. McConnell),,81,103
376,3,0:53.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,81,103
377,3,0:52.0,Defensive rebound by M. Fultz,,81,103
378,3,0:45.0,Shooting foul by J. Valančiūnas (drawn by J. Bolden),,81,103
379,3,0:45.0,J. Bolden makes free throw 1 of 2,,82,103
