,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CLEVELAND_ACTION,MINNESOTA_SCORE,CLEVELAND_SCORE
75,1,1:52.0,,Personal foul by D. Šarić (drawn by C. Osman),25,20
76,1,1:52.0,T. Jones enters the game for J. Teague,,25,20
77,1,1:52.0,,A. Harrison enters the game for C. Sexton,25,20
78,1,1:36.0,,C. Osman misses 2-pt jump shot from 13 ft,25,20
79,1,1:33.0,Defensive rebound by A. Wiggins,,25,20
80,1,1:29.0,D. Rose misses 3-pt jump shot from 23 ft,,25,20
81,1,1:26.0,,Defensive rebound by R. Hood,25,20
82,1,1:20.0,,R. Hood makes 2-pt jump shot from 17 ft,25,22
83,1,1:07.0,K. Towns makes 2-pt layup from 1 ft (assist by T. Jones),,27,22
84,1,1:02.0,,Shooting foul by T. Jones (drawn by A. Harrison),27,22
85,1,1:02.0,,A. Harrison makes free throw 1 of 2,27,23
86,1,1:02.0,,A. Harrison makes free throw 2 of 2,27,24
87,1,0:41.0,K. Towns misses 2-pt jump shot from 12 ft,,27,24
88,1,0:38.0,,Defensive rebound by C. Osman,27,24
89,1,0:30.0,,J. Clarkson misses 3-pt jump shot from 26 ft,27,24
90,1,0:27.0,Defensive rebound by K. Towns,,27,24
91,1,0:24.0,D. Rose makes 2-pt layup from 1 ft,,29,24
92,1,0:00.0,,T. Thompson makes 2-pt layup from 1 ft (assist by J. Clarkson),29,26
93,2,11:43.0,,C. Osman misses 3-pt jump shot from 23 ft,29,26
94,2,11:39.0,Defensive rebound by D. Šarić,,29,26
95,2,11:27.0,D. Šarić makes 2-pt jump shot from 15 ft,,31,26
96,2,11:07.0,,K. Korver makes 2-pt jump shot from 12 ft (assist by A. Harrison),31,28
97,2,10:49.0,G. Dieng makes 2-pt jump shot from 15 ft,,33,28
98,2,10:32.0,,A. Harrison misses 2-pt jump shot from 19 ft,33,28
99,2,10:30.0,Defensive rebound by D. Šarić,,33,28
100,2,10:20.0,T. Jones makes 3-pt jump shot from 24 ft (assist by D. Rose),,36,28
101,2,10:13.0,,Cleveland full timeout,36,28
102,2,9:56.0,,C. Osman misses 2-pt jump shot from 18 ft,36,28
103,2,9:53.0,,Offensive rebound by A. Žižić,36,28
104,2,9:39.0,,A. Žižić misses 2-pt layup from 1 ft,36,28
105,2,9:38.0,Defensive rebound by G. Dieng,,36,28
106,2,9:38.0,R. Covington misses 2-pt jump shot from 10 ft,,36,28
107,2,9:38.0,Offensive rebound by Team,,36,28
108,2,9:27.0,D. Rose misses 2-pt jump shot from 18 ft,,36,28
109,2,9:23.0,Offensive rebound by D. Šarić,,36,28
110,2,9:23.0,D. Šarić makes 2-pt layup from 1 ft,,38,28
111,2,9:23.0,Shooting foul by C. Osman (drawn by D. Šarić),,38,28
112,2,9:23.0,D. Šarić makes free throw 1 of 1,,39,28
113,2,9:07.0,,Turnover by J. Clarkson (bad pass; steal by T. Jones),39,28
114,2,9:03.0,D. Šarić misses 2-pt layup from 1 ft,,39,28
115,2,9:01.0,,Defensive rebound by A. Žižić,39,28
116,2,8:56.0,,J. Clarkson misses 3-pt jump shot from 27 ft,39,28
117,2,8:54.0,Defensive rebound by R. Covington,,39,28
118,2,8:45.0,Shooting foul by A. Harrison (drawn by R. Covington),,39,28
119,2,8:45.0,R. Covington misses free throw 1 of 2,,39,28
120,2,8:45.0,Offensive rebound by Team,,39,28
121,2,8:45.0,,L. Nance enters the game for C. Osman,39,28
122,2,8:45.0,R. Covington makes free throw 2 of 2,,40,28
123,2,8:35.0,,Personal foul by R. Covington (drawn by K. Korver),40,28
124,2,8:35.0,,R. Hood enters the game for J. Clarkson,40,28
125,2,8:35.0,,C. Sexton enters the game for A. Harrison,40,28
126,2,8:21.0,,C. Sexton misses 2-pt layup from 1 ft (block by R. Covington),40,28
127,2,8:21.0,,Offensive rebound by Team,40,28
128,2,8:21.0,,Turnover by Team (shot clock),40,28
129,2,8:09.0,R. Covington makes 2-pt jump shot from 12 ft (assist by D. Rose),,42,28
130,2,7:55.0,,K. Korver makes 3-pt jump shot from 28 ft (assist by C. Sexton),42,31
131,2,7:33.0,D. Šarić misses 3-pt jump shot from 24 ft,,42,31
132,2,7:30.0,,Defensive rebound by C. Sexton,42,31
133,2,7:24.0,,K. Korver misses 3-pt jump shot from 27 ft,42,31
134,2,7:24.0,Defensive rebound by Team,,42,31
135,2,7:24.0,,T. Thompson enters the game for A. Žižić,42,31
136,2,7:02.0,D. Šarić misses 2-pt jump shot from 3 ft,,42,31
137,2,7:00.0,,Defensive rebound by L. Nance,42,31
138,2,6:47.0,,C. Sexton makes 2-pt jump shot from 19 ft (assist by R. Hood),42,33
139,2,6:42.0,Minnesota full timeout,,42,33
140,2,6:42.0,T. Gibson enters the game for G. Dieng,,42,33
141,2,6:42.0,J. Teague enters the game for T. Jones,,42,33
142,2,6:42.0,K. Towns enters the game for D. Šarić,,42,33
143,2,6:28.0,J. Teague misses 2-pt jump shot from 7 ft,,42,33
144,2,6:26.0,,Defensive rebound by C. Sexton,42,33
145,2,6:22.0,,C. Sexton misses 2-pt jump shot from 13 ft,42,33
146,2,6:19.0,Defensive rebound by K. Towns,,42,33
147,2,5:57.0,K. Towns misses 3-pt jump shot from 27 ft,,42,33
148,2,5:54.0,Offensive rebound by T. Gibson,,42,33
149,2,5:51.0,Shooting foul by T. Thompson (drawn by T. Gibson),,42,33
150,2,5:51.0,T. Gibson makes free throw 1 of 2,,43,33
151,2,5:51.0,T. Gibson makes free throw 2 of 2,,44,33
152,2,5:28.0,,L. Nance misses 2-pt dunk from 2 ft,44,33
153,2,5:25.0,Defensive rebound by D. Rose,,44,33
154,2,5:22.0,D. Rose misses 2-pt layup from 3 ft,,44,33
155,2,5:19.0,,Defensive rebound by T. Thompson,44,33
156,2,5:14.0,,R. Hood misses 2-pt jump shot from 7 ft,44,33
157,2,5:09.0,,Offensive rebound by T. Thompson,44,33
158,2,5:09.0,,T. Thompson misses 2-pt layup from 1 ft,44,33
159,2,5:08.0,,Offensive rebound by R. Hood,44,33
160,2,4:58.0,,R. Hood misses 2-pt jump shot from 12 ft,44,33
161,2,4:58.0,,Offensive rebound by Team,44,33
162,2,4:55.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by R. Hood),44,36
163,2,4:30.0,K. Towns misses 2-pt hook shot from 8 ft,,44,36
164,2,4:28.0,,Defensive rebound by T. Thompson,44,36
165,2,4:20.0,,R. Hood makes 2-pt jump shot from 10 ft,44,38
166,2,4:08.0,K. Towns misses 3-pt jump shot from 26 ft,,44,38
167,2,4:06.0,Offensive rebound by Team,,44,38
168,2,4:06.0,A. Wiggins enters the game for D. Rose,,44,38
169,2,3:57.0,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Teague),,46,38
170,2,3:36.0,,L. Nance makes 2-pt dunk from 1 ft (assist by K. Korver),46,40
171,2,3:24.0,R. Covington makes 3-pt jump shot from 30 ft (assist by J. Teague),,49,40
172,2,3:06.0,,K. Korver misses 3-pt jump shot from 25 ft,49,40
173,2,3:02.0,Defensive rebound by R. Covington,,49,40
174,2,2:49.0,Shooting foul by K. Korver (drawn by K. Towns),,49,40
175,2,2:49.0,K. Towns misses free throw 1 of 2,,49,40
176,2,2:49.0,Offensive rebound by Team,,49,40
177,2,2:49.0,,C. Osman enters the game for K. Korver,49,40
178,2,2:49.0,K. Towns makes free throw 2 of 2,,50,40
179,2,2:30.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by L. Nance),50,43
180,2,2:20.0,Turnover by J. Teague (bad pass; steal by L. Nance),,50,43
181,2,2:19.0,,Personal foul by J. Teague (drawn by L. Nance),50,43
182,2,2:10.0,,Offensive foul by C. Sexton (drawn by J. Teague),50,43
183,2,2:10.0,,Turnover by C. Sexton (offensive foul),50,43
184,2,2:00.0,K. Towns misses 3-pt jump shot from 24 ft,,50,43
185,2,2:00.0,,Defensive rebound by Team,50,43
186,2,1:54.0,,Personal foul by T. Gibson (drawn by L. Nance),50,43
187,2,1:45.0,,R. Hood makes 2-pt jump shot from 12 ft,50,45
188,2,1:31.0,A. Wiggins misses 3-pt jump shot from 28 ft,,50,45
189,2,1:28.0,Offensive rebound by T. Gibson,,50,45
190,2,1:26.0,R. Covington misses 3-pt jump shot from 28 ft,,50,45
191,2,1:22.0,Offensive rebound by T. Gibson,,50,45
192,2,1:20.0,K. Towns makes 2-pt layup from 2 ft (assist by T. Gibson),,52,45
193,2,0:59.0,,Turnover by L. Nance (bad pass; steal by K. Towns),52,45
194,2,0:57.0,K. Towns makes 2-pt dunk from 2 ft,,54,45
195,2,0:40.0,,R. Hood makes 2-pt jump shot from 9 ft (assist by T. Thompson),54,47
196,2,0:28.0,J. Teague misses 2-pt jump shot from 6 ft,,54,47
197,2,0:26.0,,Defensive rebound by L. Nance,54,47
198,2,0:10.0,,R. Hood misses 3-pt jump shot from 25 ft,54,47
199,2,0:08.0,Defensive rebound by A. Wiggins,,54,47
200,2,0:01.0,A. Wiggins misses 2-pt jump shot from 16 ft,,54,47
201,2,0:01.0,Offensive rebound by Team,,54,47
202,3,11:37.0,,C. Sexton misses 2-pt jump shot from 15 ft,54,47
203,3,11:35.0,Defensive rebound by T. Gibson,,54,47
204,3,11:18.0,K. Towns makes 2-pt jump shot from 20 ft (assist by J. Teague),,56,47
205,3,10:57.0,,Shooting foul by R. Covington (drawn by R. Hood),56,47
206,3,10:57.0,,R. Hood misses free throw 1 of 3,56,47
207,3,10:57.0,,Offensive rebound by Team,56,47
208,3,10:57.0,,R. Hood makes free throw 2 of 3,56,48
209,3,10:57.0,,R. Hood makes free throw 3 of 3,56,49
210,3,10:35.0,T. Gibson misses 2-pt layup from 9 ft (block by T. Thompson),,56,49
211,3,10:31.0,Offensive rebound by K. Towns,,56,49
212,3,10:29.0,Turnover by K. Towns (lost ball; steal by R. Hood),,56,49
213,3,10:25.0,,C. Sexton misses 2-pt layup from 2 ft,56,49
214,3,10:20.0,,Offensive rebound by C. Sexton,56,49
215,3,10:10.0,,L. Nance misses 2-pt layup from 5 ft,56,49
216,3,10:08.0,Defensive rebound by R. Covington,,56,49
217,3,10:02.0,J. Teague misses 2-pt jump shot from 7 ft,,56,49
218,3,10:02.0,Offensive rebound by T. Gibson,,56,49
219,3,9:56.0,K. Towns misses 3-pt jump shot from 26 ft,,56,49
220,3,9:53.0,,Defensive rebound by L. Nance,56,49
221,3,9:33.0,,Turnover by T. Thompson (lost ball; steal by A. Wiggins),56,49
222,3,9:27.0,R. Covington makes 3-pt jump shot from 33 ft,,59,49
223,3,9:24.0,,Cleveland full timeout,59,49
224,3,9:15.0,,Offensive foul by R. Hood (drawn by T. Gibson),59,49
225,3,9:15.0,,Turnover by R. Hood (offensive foul),59,49
226,3,9:03.0,Turnover by K. Towns (traveling),,59,49
227,3,8:48.0,,R. Hood misses 2-pt jump shot from 9 ft,59,49
228,3,8:42.0,,Offensive rebound by L. Nance,59,49
229,3,8:42.0,,L. Nance makes 2-pt dunk at rim,59,51
230,3,8:30.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by T. Gibson),,62,51
231,3,8:08.0,,R. Hood makes 3-pt jump shot from 23 ft,62,54
232,3,7:51.0,A. Wiggins makes 2-pt jump shot from 22 ft,,64,54
233,3,7:42.0,,Personal foul by J. Teague (drawn by C. Sexton),64,54
234,3,7:34.0,,C. Osman makes 3-pt jump shot from 30 ft (assist by L. Nance),64,57
235,3,7:15.0,T. Gibson misses 2-pt jump shot from 6 ft (block by L. Nance),,64,57
236,3,7:09.0,,Defensive rebound by C. Osman,64,57
237,3,7:03.0,,C. Osman misses 3-pt jump shot from 25 ft,64,57
238,3,7:01.0,Defensive rebound by K. Towns,,64,57
239,3,6:50.0,Shooting foul by C. Osman (drawn by J. Teague),,64,57
240,3,6:50.0,J. Teague misses free throw 1 of 2,,64,57
241,3,6:50.0,Offensive rebound by Team,,64,57
242,3,6:50.0,J. Teague makes free throw 2 of 2,,65,57
243,3,6:32.0,,C. Sexton misses 3-pt jump shot from 27 ft,65,57
244,3,6:32.0,Defensive rebound by Team,,65,57
245,3,6:16.0,R. Covington makes 2-pt jump shot from 19 ft (assist by J. Teague),,67,57
246,3,6:08.0,,Turnover by C. Sexton (bad pass),67,57
247,3,5:58.0,Turnover by J. Teague (lost ball; steal by C. Osman),,67,57
248,3,5:53.0,,C. Osman misses 2-pt layup from 3 ft,67,57
249,3,5:50.0,Defensive rebound by R. Covington,,67,57
250,3,5:46.0,T. Gibson makes 2-pt layup from 1 ft (assist by J. Teague),,69,57
251,3,5:22.0,,C. Sexton misses 3-pt jump shot from 27 ft,69,57
252,3,5:19.0,Defensive rebound by K. Towns,,69,57
253,3,5:19.0,,J. Clarkson enters the game for C. Osman,69,57
254,3,5:06.0,Turnover by J. Teague (bad pass),,69,57
255,3,4:46.0,,Shooting foul by R. Covington (drawn by J. Clarkson),69,57
256,3,4:46.0,,J. Clarkson makes free throw 1 of 2,69,58
257,3,4:46.0,D. Rose enters the game for R. Covington,,69,58
258,3,4:46.0,,J. Clarkson makes free throw 2 of 2,69,59
259,3,4:29.0,K. Towns misses 2-pt hook shot from 12 ft,,69,59
260,3,4:25.0,,Defensive rebound by C. Sexton,69,59
261,3,4:13.0,,T. Thompson makes 2-pt layup from 2 ft (assist by R. Hood),69,61
262,3,4:07.0,Minnesota full timeout,,69,61
263,3,3:56.0,A. Wiggins misses 3-pt jump shot from 27 ft,,69,61
264,3,3:53.0,,Defensive rebound by C. Sexton,69,61
265,3,3:44.0,,L. Nance makes 2-pt layup at rim (assist by C. Sexton),69,63
266,3,3:24.0,D. Rose misses 2-pt layup at rim,,69,63
267,3,3:22.0,,Defensive rebound by T. Thompson,69,63
268,3,3:09.0,,L. Nance makes 2-pt layup at rim (assist by T. Thompson),69,65
269,3,2:43.0,K. Towns makes 2-pt jump shot from 5 ft,,71,65
270,3,2:27.0,,Turnover by T. Thompson (lost ball; steal by A. Wiggins),71,65
271,3,2:17.0,J. Teague misses 3-pt jump shot from 27 ft,,71,65
272,3,2:17.0,,Defensive rebound by Team,71,65
273,3,2:17.0,Loose ball foul by T. Gibson (drawn by C. Sexton),,71,65
274,3,2:17.0,D. Šarić enters the game for T. Gibson,,71,65
275,3,2:17.0,,C. Osman enters the game for L. Nance,71,65
276,3,1:59.0,,C. Osman makes 3-pt jump shot from 23 ft (assist by J. Clarkson),71,68
277,3,1:29.0,D. Šarić makes 2-pt layup at rim,,73,68
278,3,1:08.0,,T. Thompson misses 2-pt layup from 2 ft (block by J. Teague),73,68
279,3,1:05.0,Defensive rebound by J. Teague,,73,68
280,3,0:50.0,A. Wiggins makes 2-pt layup at rim,,75,68
281,3,0:33.0,,C. Sexton misses 2-pt layup from 2 ft (block by A. Wiggins),75,68
282,3,0:33.0,,Offensive rebound by Team,75,68
283,3,0:33.0,,K. Korver enters the game for R. Hood,75,68
284,3,0:31.0,,C. Osman misses 3-pt jump shot from 22 ft,75,68
285,3,0:28.0,Defensive rebound by J. Teague,,75,68
286,3,0:23.0,A. Wiggins misses 2-pt layup from 1 ft,,75,68
287,3,0:21.0,,Defensive rebound by K. Korver,75,68
288,3,0:01.0,,C. Sexton misses 2-pt layup at rim (block by J. Teague),75,68
289,3,0:01.0,,Offensive rebound by Team,75,68
290,3,0:00.0,,C. Sexton makes 2-pt layup from 1 ft (assist by K. Korver),75,70
291,3,0:00.0,,Shooting foul by J. Teague (drawn by C. Sexton),75,70
292,3,0:00.0,,C. Sexton makes free throw 1 of 1,75,71
293,4,11:45.0,D. Šarić misses 2-pt hook shot from 8 ft,,75,71
294,4,11:42.0,,Defensive rebound by C. Osman,75,71
295,4,11:28.0,,J. Clarkson misses 3-pt jump shot from 27 ft,75,71
296,4,11:25.0,Defensive rebound by D. Šarić,,75,71
297,4,11:16.0,D. Rose makes 2-pt jump shot from 11 ft,,77,71
298,4,11:01.0,,L. Nance misses 3-pt jump shot from 28 ft,77,71
299,4,11:00.0,Defensive rebound by Team,,77,71
300,4,10:49.0,D. Rose misses 2-pt jump shot from 14 ft,,77,71
301,4,10:46.0,Offensive rebound by G. Dieng,,77,71
302,4,10:36.0,D. Rose makes 2-pt jump shot from 19 ft,,79,71
303,4,10:14.0,,K. Korver misses 2-pt jump shot from 24 ft,79,71
304,4,10:10.0,Defensive rebound by D. Šarić,,79,71
305,4,10:07.0,D. Šarić misses 3-pt jump shot from 26 ft,,79,71
306,4,10:04.0,,Defensive rebound by C. Osman,79,71
307,4,9:52.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by L. Nance),79,74
308,4,9:29.0,D. Šarić makes 2-pt layup from 1 ft (assist by R. Covington),,81,74
309,4,9:15.0,,Offensive foul by C. Osman (drawn by G. Dieng),81,74
310,4,9:15.0,,Turnover by C. Osman (offensive foul),81,74
311,4,8:59.0,R. Covington makes 3-pt jump shot from 25 ft (assist by D. Rose),,84,74
312,4,8:42.0,,C. Osman misses 3-pt jump shot from 25 ft,84,74
313,4,8:37.0,Defensive rebound by R. Covington,,84,74
314,4,8:27.0,D. Rose makes 2-pt jump shot from 18 ft,,86,74
315,4,8:26.0,,Cleveland full timeout,86,74
316,4,8:26.0,,C. Sexton enters the game for A. Harrison,86,74
317,4,8:26.0,,T. Thompson enters the game for C. Osman,86,74
318,4,8:14.0,,Personal foul by T. Jones (drawn by C. Sexton),86,74
319,4,8:05.0,,K. Korver misses 3-pt jump shot from 34 ft,86,74
320,4,8:05.0,,Offensive rebound by Team,86,74
321,4,8:05.0,Loose ball foul by G. Dieng (drawn by T. Thompson),,86,74
322,4,7:54.0,,J. Clarkson misses 3-pt jump shot from 25 ft,86,74
323,4,7:47.0,,Offensive rebound by L. Nance,86,74
324,4,7:47.0,,L. Nance misses 2-pt dunk at rim,86,74
325,4,7:47.0,Defensive rebound by D. Šarić,,86,74
326,4,7:44.0,R. Covington misses 3-pt jump shot from 26 ft,,86,74
327,4,7:41.0,,Defensive rebound by J. Clarkson,86,74
328,4,7:31.0,,Turnover by J. Clarkson (lost ball; steal by R. Covington),86,74
329,4,7:22.0,G. Dieng misses 2-pt jump shot from 22 ft,,86,74
330,4,7:22.0,,Defensive rebound by Team,86,74
331,4,7:22.0,Loose ball foul by D. Šarić (drawn by L. Nance),,86,74
332,4,7:22.0,J. Teague enters the game for G. Dieng,,86,74
333,4,7:22.0,K. Towns enters the game for T. Jones,,86,74
334,4,7:13.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by C. Sexton),86,77
335,4,6:59.0,Personal foul by L. Nance (drawn by K. Towns),,86,77
336,4,6:47.0,D. Rose makes 2-pt jump shot from 17 ft,,88,77
337,4,6:30.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by L. Nance),88,80
338,4,6:06.0,R. Covington misses 3-pt jump shot from 25 ft,,88,80
339,4,6:03.0,Offensive rebound by K. Towns,,88,80
340,4,6:00.0,D. Šarić misses 3-pt jump shot from 24 ft,,88,80
341,4,6:00.0,,Defensive rebound by J. Clarkson,88,80
342,4,5:49.0,,L. Nance makes 2-pt dunk from 2 ft (assist by T. Thompson),88,82
343,4,5:49.0,Minnesota full timeout,,88,82
344,4,5:49.0,T. Gibson enters the game for D. Šarić,,88,82
345,4,5:25.0,D. Rose misses 3-pt jump shot from 26 ft,,88,82
346,4,5:20.0,,Defensive rebound by K. Korver,88,82
347,4,5:03.0,,J. Clarkson makes 2-pt jump shot from 11 ft,88,84
348,4,4:36.0,J. Teague misses 2-pt jump shot from 15 ft,,88,84
349,4,4:33.0,,Defensive rebound by L. Nance,88,84
350,4,4:26.0,,C. Sexton misses 2-pt layup from 2 ft,88,84
351,4,4:25.0,Defensive rebound by T. Gibson,,88,84
352,4,4:14.0,D. Rose makes 2-pt hook shot from 9 ft,,90,84
353,4,3:50.0,,Turnover by T. Thompson (lost ball; steal by R. Covington),90,84
354,4,3:46.0,Shooting foul by L. Nance (drawn by T. Gibson),,90,84
355,4,3:46.0,T. Gibson misses free throw 1 of 2,,90,84
356,4,3:46.0,Offensive rebound by Team,,90,84
357,4,3:46.0,T. Gibson makes free throw 2 of 2,,91,84
358,4,3:46.0,,Cleveland full timeout,91,84
359,4,3:32.0,,Offensive foul by L. Nance (drawn by D. Rose),91,84
360,4,3:32.0,,Turnover by L. Nance (offensive foul),91,84
361,4,3:32.0,Minnesota full timeout,,91,84
362,4,3:32.0,,R. Hood enters the game for J. Clarkson,91,84
363,4,3:22.0,K. Towns misses 3-pt jump shot from 30 ft,,91,84
364,4,3:18.0,,Defensive rebound by C. Sexton,91,84
365,4,3:02.0,,K. Korver misses 2-pt jump shot from 20 ft,91,84
366,4,2:58.0,Defensive rebound by R. Covington,,91,84
367,4,2:48.0,D. Rose misses 2-pt jump shot from 17 ft,,91,84
368,4,2:47.0,Offensive rebound by Team,,91,84
369,4,2:47.0,,Loose ball foul by R. Hood (drawn by T. Gibson),91,84
370,4,2:47.0,,Technical foul by T. Thompson,91,84
371,4,2:47.0,J. Teague misses technical free throw,,91,84
372,4,2:47.0,Offensive rebound by Team,,91,84
373,4,2:32.0,Turnover by Team (shot clock),,91,84
374,4,2:15.0,,C. Sexton misses 2-pt jump shot from 17 ft,91,84
375,4,2:12.0,,Offensive rebound by T. Thompson,91,84
376,4,2:03.0,,T. Thompson makes 2-pt layup from 6 ft,91,86
377,4,1:39.0,K. Towns makes 2-pt jump shot from 15 ft,,93,86
378,4,1:33.0,,Offensive foul by C. Sexton (drawn by R. Covington),93,86
379,4,1:33.0,,Turnover by C. Sexton (offensive foul),93,86
380,4,1:21.0,K. Towns makes 2-pt jump shot from 7 ft (assist by J. Teague),,95,86
381,4,1:21.0,,Cleveland full timeout,95,86
382,4,1:21.0,,Away from play foul by T. Gibson (drawn by L. Nance),95,86
383,4,1:21.0,,K. Korver makes free throw 1 of 1,95,87
384,4,1:13.0,,R. Hood misses 3-pt jump shot from 29 ft,95,87
385,4,1:10.0,Defensive rebound by T. Gibson,,95,87
386,4,1:01.0,T. Gibson makes 2-pt dunk at rim (assist by D. Rose),,97,87
387,4,1:01.0,,Cleveland full timeout,97,87
388,4,1:01.0,,C. Osman enters the game for L. Nance,97,87
389,4,0:57.0,,R. Hood makes 2-pt layup from 1 ft (assist by C. Osman),97,89
