,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
0,1,11:41.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by J. Collins),0,3
1,1,11:24.0,J. Wall misses 3-pt jump shot from 25 ft,,0,3
2,1,11:21.0,,Defensive rebound by K. Huerter,0,3
3,1,11:13.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by J. Collins),0,5
4,1,11:02.0,T. Ariza misses 3-pt jump shot from 23 ft,,0,5
5,1,11:00.0,,Defensive rebound by D. Dedmon,0,5
6,1,10:50.0,,K. Bazemore misses 3-pt jump shot from 25 ft,0,5
7,1,10:46.0,Defensive rebound by B. Beal,,0,5
8,1,10:34.0,T. Bryant misses 2-pt layup from 5 ft,,0,5
9,1,10:33.0,,Defensive rebound by J. Collins,0,5
10,1,10:24.0,,K. Huerter misses 3-pt jump shot from 26 ft,0,5
11,1,10:23.0,,Offensive rebound by J. Collins,0,5
12,1,10:11.0,,D. Dedmon makes 2-pt layup from 2 ft,0,7
13,1,10:03.0,Shooting foul by J. Collins (drawn by T. Bryant),,0,7
14,1,10:03.0,T. Bryant misses free throw 1 of 2,,0,7
15,1,10:03.0,Offensive rebound by Team,,0,7
16,1,10:03.0,T. Bryant misses free throw 2 of 2,,0,7
17,1,9:59.0,,Defensive rebound by J. Collins,0,7
18,1,9:43.0,,J. Collins makes 3-pt jump shot from 25 ft (assist by T. Young),0,10
19,1,9:41.0,Washington full timeout,,0,10
20,1,9:23.0,Turnover by B. Beal (out of bounds lost ball),,0,10
21,1,9:14.0,,K. Huerter misses 3-pt jump shot from 26 ft,0,10
22,1,9:10.0,Defensive rebound by J. Green,,0,10
23,1,9:05.0,T. Ariza misses 3-pt jump shot from 25 ft,,0,10
24,1,9:03.0,,Defensive rebound by J. Collins,0,10
25,1,8:52.0,,K. Bazemore misses 3-pt jump shot from 25 ft,0,10
26,1,8:48.0,Defensive rebound by B. Beal,,0,10
27,1,8:37.0,J. Green misses 3-pt jump shot from 26 ft,,0,10
28,1,8:33.0,Offensive rebound by B. Beal,,0,10
29,1,8:31.0,B. Beal misses 2-pt layup from 1 ft,,0,10
30,1,8:31.0,,Defensive rebound by Team,0,10
31,1,8:22.0,,Offensive foul by D. Dedmon (drawn by J. Wall),0,10
32,1,8:22.0,,Turnover by D. Dedmon (offensive foul),0,10
33,1,8:03.0,J. Wall misses 3-pt jump shot from 26 ft,,0,10
34,1,8:00.0,,Defensive rebound by D. Dedmon,0,10
35,1,7:58.0,,Turnover by D. Dedmon (bad pass; steal by T. Ariza),0,10
36,1,7:54.0,T. Ariza misses 2-pt layup from 3 ft,,0,10
37,1,7:51.0,,Defensive rebound by K. Huerter,0,10
38,1,7:45.0,,J. Collins makes 2-pt layup from 1 ft (assist by K. Huerter),0,12
39,1,7:26.0,J. Green makes 3-pt jump shot from 24 ft (assist by J. Wall),,3,12
40,1,7:14.0,,T. Young makes 3-pt jump shot from 26 ft,3,15
41,1,6:50.0,B. Beal makes 2-pt layup from 2 ft,,5,15
42,1,6:50.0,Shooting foul by J. Collins (drawn by B. Beal),,5,15
43,1,6:50.0,M. Morris enters the game for T. Bryant,,5,15
44,1,6:50.0,,V. Carter enters the game for J. Collins,5,15
45,1,6:50.0,B. Beal misses free throw 1 of 1,,5,15
46,1,6:47.0,,Defensive rebound by D. Dedmon,5,15
47,1,6:37.0,,Personal foul by M. Morris (drawn by T. Young),5,15
48,1,6:34.0,,Shooting foul by J. Wall (drawn by T. Young),5,15
49,1,6:34.0,,T. Young misses free throw 1 of 3,5,15
50,1,6:34.0,,Offensive rebound by Team,5,15
51,1,6:34.0,,T. Young makes free throw 2 of 3,5,16
52,1,6:34.0,,T. Young misses free throw 3 of 3,5,16
53,1,6:32.0,Defensive rebound by T. Ariza,,5,16
54,1,6:25.0,Turnover by B. Beal (out of bounds lost ball),,5,16
55,1,6:25.0,,J. Lin enters the game for T. Young,5,16
56,1,6:08.0,,D. Dedmon makes 2-pt hook shot from 9 ft (assist by J. Lin),5,18
57,1,5:56.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by M. Morris),,8,18
58,1,5:36.0,,Turnover by K. Huerter (bad pass; steal by J. Green),8,18
59,1,5:31.0,T. Ariza makes 2-pt dunk from 2 ft (assist by J. Wall),,10,18
60,1,5:31.0,,Atlanta full timeout,10,18
