,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
0,1,11:54.0,,Turnover by J. Redick (bad pass; steal by D. Russell),0,0
1,1,11:51.0,D. Russell makes 2-pt layup from 1 ft,,2,0
2,1,11:38.0,,J. Butler makes 3-pt jump shot from 27 ft (assist by B. Simmons),2,3
3,1,11:22.0,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),,4,3
4,1,11:11.0,,J. Embiid misses 2-pt dunk from 7 ft,4,3
5,1,11:11.0,,Offensive rebound by J. Embiid,4,3
6,1,11:11.0,,J. Embiid makes 2-pt layup from 1 ft,4,5
7,1,11:11.0,,Violation by Team (delay of game),4,5
8,1,10:57.0,D. Russell misses 2-pt jump shot from 12 ft,,4,5
9,1,10:54.0,,Defensive rebound by J. Embiid,4,5
10,1,10:50.0,,Shooting foul by D. Carroll (drawn by B. Simmons),4,5
11,1,10:50.0,,B. Simmons misses free throw 1 of 2,4,5
12,1,10:50.0,,Offensive rebound by Team,4,5
13,1,10:50.0,,B. Simmons misses free throw 2 of 2,4,5
14,1,10:48.0,Defensive rebound by J. Allen,,4,5
15,1,10:33.0,J. Allen makes 2-pt dunk from 1 ft (assist by R. Kurucs),,6,5
16,1,10:23.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Embiid),6,7
17,1,10:12.0,D. Carroll misses 3-pt jump shot from 26 ft,,6,7
18,1,10:10.0,Offensive rebound by J. Allen,,6,7
19,1,10:09.0,J. Allen misses 2-pt layup from 1 ft,,6,7
20,1,10:07.0,,Defensive rebound by J. Butler,6,7
21,1,10:01.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by T. Harris),6,10
22,1,9:43.0,J. Harris makes 3-pt jump shot from 27 ft (assist by D. Russell),,9,10
23,1,9:25.0,,J. Butler misses 2-pt jump shot from 12 ft,9,10
24,1,9:23.0,,Offensive rebound by J. Embiid,9,10
25,1,9:22.0,,J. Embiid misses 2-pt hook shot from 2 ft,9,10
26,1,9:20.0,Defensive rebound by J. Harris,,9,10
27,1,9:10.0,D. Russell misses 2-pt jump shot from 16 ft,,9,10
28,1,9:07.0,,Defensive rebound by J. Butler,9,10
29,1,9:00.0,,J. Embiid makes 3-pt jump shot from 26 ft,9,13
30,1,8:49.0,R. Kurucs misses 2-pt layup from 1 ft,,9,13
31,1,8:47.0,,Defensive rebound by T. Harris,9,13
32,1,8:39.0,,J. Embiid makes 2-pt layup from 2 ft,9,15
33,1,8:26.0,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),,11,15
34,1,8:17.0,,T. Harris misses 3-pt jump shot from 26 ft,11,15
35,1,8:15.0,Defensive rebound by J. Allen,,11,15
36,1,8:09.0,D. Carroll misses 3-pt jump shot from 25 ft,,11,15
37,1,8:08.0,,Defensive rebound by J. Embiid,11,15
38,1,8:01.0,,B. Simmons misses 2-pt layup at rim,11,15
39,1,8:00.0,Defensive rebound by R. Kurucs,,11,15
40,1,7:46.0,D. Russell misses 2-pt jump shot from 21 ft,,11,15
41,1,7:44.0,Offensive rebound by D. Russell,,11,15
42,1,7:41.0,Turnover by D. Russell (bad pass; steal by J. Butler),,11,15
43,1,7:33.0,,Shooting foul by R. Kurucs (drawn by J. Embiid),11,15
44,1,7:33.0,,J. Embiid makes free throw 1 of 2,11,16
45,1,7:33.0,,J. Embiid misses free throw 2 of 2,11,16
46,1,7:31.0,Defensive rebound by R. Kurucs,,11,16
47,1,7:20.0,Turnover by J. Allen (lost ball; steal by J. Embiid),,11,16
48,1,7:10.0,,J. Embiid makes 3-pt jump shot from 23 ft,11,19
49,1,7:09.0,Brooklyn full timeout,,11,19
50,1,7:09.0,,B. Marjanović enters the game for J. Embiid,11,19
51,1,7:09.0,,T. McConnell enters the game for J. Redick,11,19
52,1,7:09.0,,M. Scott enters the game for B. Simmons,11,19
53,1,6:55.0,D. Russell misses 2-pt layup from 1 ft,,11,19
54,1,6:52.0,Offensive rebound by J. Allen,,11,19
55,1,6:47.0,Turnover by D. Carroll (lost ball; steal by J. Butler),,11,19
56,1,6:25.0,,T. Harris misses 2-pt jump shot from 12 ft,11,19
57,1,6:23.0,Defensive rebound by R. Kurucs,,11,19
58,1,6:19.0,D. Carroll misses 2-pt layup from 1 ft (block by J. Butler),,11,19
59,1,6:18.0,Offensive rebound by Team,,11,19
60,1,6:18.0,S. Dinwiddie enters the game for D. Carroll,,11,19
61,1,6:05.0,J. Harris misses 2-pt jump shot from 10 ft,,11,19
62,1,6:02.0,,Defensive rebound by T. Harris,11,19
63,1,5:44.0,,M. Scott makes 2-pt jump shot from 7 ft,11,21
64,1,5:23.0,D. Russell misses 2-pt layup from 2 ft,,11,21
65,1,5:20.0,Offensive rebound by D. Russell,,11,21
66,1,5:19.0,D. Russell misses 2-pt jump shot from 8 ft,,11,21
67,1,5:17.0,,Defensive rebound by J. Butler,11,21
68,1,5:13.0,,M. Scott makes 3-pt jump shot from 27 ft (assist by J. Butler),11,24
69,1,4:51.0,J. Allen makes 2-pt layup from 3 ft (assist by S. Dinwiddie),,13,24
70,1,4:25.0,,J. Butler misses 2-pt jump shot from 11 ft,13,24
71,1,4:23.0,Defensive rebound by S. Dinwiddie,,13,24
72,1,4:19.0,R. Kurucs misses 3-pt jump shot from 25 ft,,13,24
73,1,4:15.0,,Defensive rebound by B. Marjanović,13,24
74,1,4:08.0,,B. Marjanović makes 3-pt jump shot from 27 ft (assist by T. McConnell),13,27
75,1,3:47.0,D. Russell makes 2-pt jump shot from 7 ft (assist by J. Allen),,15,27
76,1,3:24.0,,T. McConnell misses 3-pt jump shot from 23 ft,15,27
77,1,3:21.0,,Offensive rebound by T. Harris,15,27
78,1,3:16.0,,Shooting foul by J. Allen (drawn by B. Marjanović),15,27
79,1,3:16.0,,B. Marjanović makes free throw 1 of 2,15,28
80,1,3:16.0,E. Davis enters the game for J. Allen,,15,28
81,1,3:16.0,J. Dudley enters the game for R. Kurucs,,15,28
82,1,3:16.0,C. LeVert enters the game for D. Russell,,15,28
83,1,3:16.0,,S. Milton enters the game for J. Butler,15,28
84,1,3:16.0,,J. Redick enters the game for T. Harris,15,28
85,1,3:16.0,,B. Simmons enters the game for T. McConnell,15,28
86,1,3:16.0,,B. Marjanović misses free throw 2 of 2,15,28
87,1,3:16.0,Defensive rebound by Team,,15,28
88,1,3:16.0,,J. Embiid enters the game for B. Marjanović,15,28
89,1,2:58.0,S. Dinwiddie makes 3-pt jump shot from 27 ft,,18,28
90,1,2:57.0,,Philadelphia full timeout,18,28
91,1,2:57.0,D. Carroll enters the game for J. Harris,,18,28
92,1,2:47.0,,J. Embiid misses 2-pt jump shot from 21 ft,18,28
93,1,2:41.0,Defensive rebound by E. Davis,,18,28
94,1,2:26.0,E. Davis makes 2-pt jump shot from 8 ft (assist by C. LeVert),,20,28
95,1,2:15.0,,J. Redick makes 2-pt jump shot from 23 ft,20,30
96,1,1:54.0,S. Dinwiddie makes 2-pt layup from 2 ft,,22,30
97,1,1:54.0,Shooting foul by J. Redick (drawn by S. Dinwiddie),,22,30
98,1,1:54.0,S. Dinwiddie makes free throw 1 of 1,,23,30
99,1,1:41.0,,M. Scott makes 3-pt jump shot from 26 ft (assist by J. Embiid),23,33
100,1,1:13.0,C. LeVert misses 2-pt jump shot from 8 ft,,23,33
101,1,1:09.0,,Defensive rebound by M. Scott,23,33
102,1,1:05.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by B. Simmons),23,36
103,1,0:50.0,D. Carroll misses 3-pt jump shot from 24 ft,,23,36
104,1,0:48.0,,Defensive rebound by S. Milton,23,36
105,1,0:38.0,,Turnover by S. Milton (step out of bounds),23,36
106,1,0:28.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,23,36
107,1,0:27.0,,Defensive rebound by Team,23,36
108,1,0:19.0,,J. Embiid makes 2-pt dunk at rim (assist by B. Simmons),23,38
109,1,0:03.0,C. LeVert misses 2-pt layup from 4 ft (block by S. Milton),,23,38
110,1,0:03.0,Offensive rebound by Team,,23,38
111,1,0:00.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,23,38
112,1,0:00.0,Offensive rebound by Team,,23,38
113,2,11:45.0,D. Russell misses 3-pt jump shot from 27 ft,,23,38
114,2,11:42.0,,Defensive rebound by J. Embiid,23,38
115,2,11:25.0,,S. Milton makes 2-pt layup from 1 ft (assist by T. Harris),23,40
116,2,11:16.0,Personal foul by S. Milton (drawn by D. Russell),,23,40
117,2,11:03.0,Turnover by D. Russell (bad pass),,23,40
118,2,10:51.0,,Personal foul by J. Dudley (drawn by T. Harris),23,40
119,2,10:39.0,,B. Simmons misses 2-pt jump shot from 13 ft,23,40
120,2,10:34.0,,Offensive rebound by J. Embiid,23,40
121,2,10:34.0,,J. Embiid makes 2-pt layup at rim,23,42
122,2,10:24.0,C. LeVert makes 3-pt jump shot from 27 ft,,26,42
123,2,10:06.0,,J. Embiid misses 2-pt jump shot from 10 ft,26,42
124,2,10:04.0,Defensive rebound by E. Davis,,26,42
125,2,9:54.0,Turnover by D. Russell (lost ball; steal by B. Simmons),,26,42
126,2,9:48.0,,S. Milton misses 3-pt jump shot from 26 ft,26,42
127,2,9:44.0,Defensive rebound by E. Davis,,26,42
128,2,9:30.0,C. LeVert misses 2-pt layup from 2 ft,,26,42
129,2,9:27.0,,Defensive rebound by T. Harris,26,42
130,2,9:21.0,,Personal foul by E. Davis (drawn by J. Embiid),26,42
131,2,9:12.0,,B. Simmons makes 2-pt layup from 1 ft (assist by J. Embiid),26,44
132,2,8:53.0,D. Russell misses 3-pt jump shot from 25 ft,,26,44
133,2,8:50.0,,Defensive rebound by B. Simmons,26,44
134,2,8:43.0,,J. Redick makes 2-pt jump shot from 22 ft (assist by B. Simmons),26,46
135,2,8:43.0,Brooklyn full timeout,,26,46
136,2,8:43.0,S. Dinwiddie enters the game for J. Dudley,,26,46
137,2,8:32.0,C. LeVert misses 2-pt layup from 4 ft (block by J. Embiid),,26,46
138,2,8:26.0,Offensive rebound by E. Davis,,26,46
139,2,8:26.0,E. Davis makes 2-pt dunk from 1 ft,,28,46
140,2,8:13.0,,B. Simmons makes 2-pt jump shot from 2 ft (assist by J. Embiid),28,48
141,2,7:56.0,Personal foul by T. Harris (drawn by E. Davis),,28,48
142,2,7:56.0,,J. Butler enters the game for J. Embiid,28,48
143,2,7:56.0,,B. Marjanović enters the game for S. Milton,28,48
144,2,7:56.0,,T. McConnell enters the game for J. Redick,28,48
145,2,7:56.0,,M. Scott enters the game for B. Simmons,28,48
146,2,7:49.0,D. Russell misses 2-pt jump shot from 19 ft,,28,48
147,2,7:46.0,,Defensive rebound by B. Marjanović,28,48
148,2,7:32.0,,T. McConnell misses 2-pt jump shot from 6 ft,28,48
149,2,7:29.0,,Offensive rebound by T. Harris,28,48
150,2,7:17.0,,T. Harris misses 2-pt jump shot from 9 ft,28,48
151,2,7:14.0,Defensive rebound by D. Russell,,28,48
152,2,7:04.0,D. Carroll makes 3-pt jump shot from 27 ft (assist by E. Davis),,31,48
153,2,6:36.0,,Turnover by Team (shot clock),31,48
154,2,6:36.0,J. Harris enters the game for E. Davis,,31,48
155,2,6:36.0,R. Hollis-Jefferson enters the game for D. Russell,,31,48
156,2,6:17.0,Personal foul by J. Butler (drawn by D. Carroll),,31,48
157,2,6:11.0,Shooting foul by B. Marjanović (drawn by R. Hollis-Jefferson),,31,48
158,2,6:11.0,R. Hollis-Jefferson misses free throw 1 of 2,,31,48
159,2,6:11.0,Offensive rebound by Team,,31,48
160,2,6:11.0,R. Hollis-Jefferson makes free throw 2 of 2,,32,48
161,2,5:59.0,,B. Marjanović misses 3-pt jump shot from 24 ft,32,48
162,2,5:56.0,Defensive rebound by R. Hollis-Jefferson,,32,48
163,2,5:52.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft,,34,48
164,2,5:52.0,Shooting foul by M. Scott (drawn by R. Hollis-Jefferson),,34,48
165,2,5:52.0,R. Hollis-Jefferson makes free throw 1 of 1,,35,48
166,2,5:36.0,,T. Harris makes 2-pt layup from 2 ft,35,50
167,2,5:27.0,R. Hollis-Jefferson makes 2-pt jump shot from 20 ft (assist by S. Dinwiddie),,37,50
168,2,5:14.0,,M. Scott misses 2-pt layup from 3 ft,37,50
169,2,5:12.0,Defensive rebound by R. Hollis-Jefferson,,37,50
170,2,5:06.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,37,50
171,2,5:03.0,Offensive rebound by C. LeVert,,37,50
172,2,5:03.0,C. LeVert makes 2-pt layup from 1 ft,,39,50
173,2,5:03.0,,Philadelphia full timeout,39,50
174,2,5:03.0,S. Napier enters the game for D. Carroll,,39,50
175,2,4:43.0,,J. Butler misses 2-pt jump shot from 2 ft,39,50
176,2,4:42.0,Defensive rebound by C. LeVert,,39,50
177,2,4:42.0,Personal foul by B. Marjanović (drawn by C. LeVert),,39,50
178,2,4:42.0,C. LeVert makes free throw 1 of 2,,40,50
179,2,4:42.0,,J. Redick enters the game for T. Harris,40,50
180,2,4:42.0,,B. Simmons enters the game for T. McConnell,40,50
181,2,4:42.0,C. LeVert makes free throw 2 of 2,,41,50
182,2,4:23.0,,Personal foul by S. Dinwiddie (drawn by J. Butler),41,50
183,2,4:15.0,,B. Marjanović makes 2-pt jump shot from 9 ft (assist by B. Simmons),41,52
184,2,4:03.0,C. LeVert misses 3-pt jump shot from 26 ft,,41,52
185,2,3:59.0,,Defensive rebound by J. Butler,41,52
186,2,3:53.0,,J. Butler misses 2-pt jump shot from 7 ft,41,52
187,2,3:49.0,Defensive rebound by R. Hollis-Jefferson,,41,52
188,2,3:45.0,S. Napier misses 3-pt jump shot from 23 ft,,41,52
189,2,3:42.0,,Defensive rebound by B. Marjanović,41,52
190,2,3:32.0,,Turnover by B. Simmons (bad pass; steal by S. Dinwiddie),41,52
191,2,3:27.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,41,52
192,2,3:27.0,Offensive rebound by Team,,41,52
193,2,3:27.0,,Loose ball foul by J. Butler (drawn by C. LeVert),41,52
194,2,3:27.0,C. LeVert misses free throw 1 of 2,,41,52
195,2,3:27.0,Offensive rebound by Team,,41,52
196,2,3:27.0,,J. Embiid enters the game for B. Marjanović,41,52
197,2,3:27.0,C. LeVert makes free throw 2 of 2,,42,52
198,2,3:18.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Embiid),42,55
199,2,3:03.0,Turnover by S. Dinwiddie (bad pass; steal by J. Embiid),,42,55
200,2,2:57.0,,B. Simmons makes 2-pt layup from 2 ft,42,57
201,2,2:33.0,Shooting foul by J. Embiid (drawn by S. Dinwiddie),,42,57
202,2,2:33.0,,Technical foul by J. Butler,42,57
203,2,2:33.0,S. Dinwiddie makes technical free throw,,43,57
204,2,2:33.0,S. Dinwiddie makes free throw 1 of 2,,44,57
205,2,2:33.0,R. Kurucs enters the game for C. LeVert,,44,57
206,2,2:33.0,S. Dinwiddie makes free throw 2 of 2,,45,57
207,2,2:21.0,,J. Embiid misses 2-pt jump shot from 18 ft,45,57
208,2,2:19.0,Defensive rebound by J. Harris,,45,57
209,2,2:08.0,S. Dinwiddie makes 2-pt layup at rim,,47,57
210,2,2:01.0,,Offensive foul by J. Embiid (drawn by R. Hollis-Jefferson),47,57
211,2,2:01.0,,Turnover by J. Embiid (offensive foul),47,57
212,2,1:52.0,Shooting foul by J. Embiid (drawn by R. Hollis-Jefferson),,47,57
