,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BOSTON_ACTION,CHICAGO_SCORE,BOSTON_SCORE
66,1,2:52.0,R. Lopez enters the game for W. Carter,,19,17
67,1,2:52.0,,A. Baynes enters the game for A. Horford,19,17
68,1,2:37.0,,T. Rozier misses 2-pt jump shot from 9 ft,19,17
69,1,2:36.0,,Offensive rebound by A. Baynes,19,17
70,1,2:36.0,,A. Baynes misses 2-pt layup at rim,19,17
71,1,2:35.0,Defensive rebound by J. Parker,,19,17
72,1,2:19.0,Turnover by J. Parker (bad pass; steal by M. Smart),,19,17
73,1,2:12.0,,J. Tatum misses 2-pt layup from 2 ft,19,17
74,1,2:11.0,Defensive rebound by R. Arcidiacono,,19,17
75,1,1:51.0,J. Parker makes 2-pt hook shot from 6 ft,,21,17
76,1,1:30.0,,M. Smart makes 2-pt layup from 1 ft,21,19
77,1,1:09.0,J. Holiday misses 2-pt jump shot from 16 ft,,21,19
78,1,1:08.0,,Defensive rebound by A. Baynes,21,19
79,1,0:52.0,,T. Rozier misses 3-pt jump shot from 22 ft,21,19
80,1,0:50.0,Defensive rebound by A. Blakeney,,21,19
81,1,0:42.0,A. Blakeney misses 2-pt jump shot from 11 ft,,21,19
82,1,0:39.0,,Defensive rebound by J. Tatum,21,19
83,1,0:29.0,,A. Baynes misses 3-pt jump shot from 27 ft,21,19
84,1,0:28.0,Defensive rebound by R. Arcidiacono,,21,19
85,1,0:06.0,R. Lopez misses 2-pt jump shot from 19 ft,,21,19
86,1,0:05.0,Offensive rebound by J. Holiday,,21,19
87,1,0:01.0,J. Parker makes 3-pt jump shot from 26 ft (assist by J. Holiday),,24,19
88,2,11:46.0,,G. Hayward misses 2-pt jump shot from 19 ft,24,19
89,2,11:45.0,Defensive rebound by S. Harrison,,24,19
90,2,11:34.0,R. Lopez misses 2-pt hook shot from 7 ft,,24,19
91,2,11:33.0,,Defensive rebound by A. Baynes,24,19
92,2,11:24.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by A. Baynes),24,22
93,2,11:08.0,Z. LaVine misses 2-pt jump shot from 14 ft,,24,22
94,2,11:07.0,,Defensive rebound by T. Rozier,24,22
95,2,11:01.0,,T. Rozier makes 2-pt jump shot from 10 ft,24,24
96,2,10:36.0,Z. LaVine makes 2-pt layup from 3 ft,,26,24
97,2,10:18.0,,T. Rozier misses 3-pt jump shot from 26 ft,26,24
98,2,10:16.0,Defensive rebound by C. Hutchison,,26,24
99,2,10:05.0,Z. LaVine misses 2-pt jump shot from 12 ft,,26,24
100,2,10:04.0,,Defensive rebound by A. Baynes,26,24
101,2,9:58.0,,J. Brown misses 3-pt jump shot from 27 ft,26,24
102,2,9:56.0,Defensive rebound by Z. LaVine,,26,24
103,2,9:47.0,A. Blakeney misses 2-pt jump shot from 14 ft,,26,24
104,2,9:45.0,,Defensive rebound by A. Baynes,26,24
105,2,9:31.0,,A. Baynes makes 3-pt jump shot from 27 ft (assist by J. Brown),26,27
106,2,9:12.0,Turnover by R. Lopez (lost ball; steal by A. Baynes),,26,27
107,2,9:06.0,,A. Baynes misses 2-pt hook shot from 8 ft,26,27
108,2,9:04.0,Defensive rebound by Z. LaVine,,26,27
109,2,9:01.0,Turnover by Z. LaVine (bad pass),,26,27
110,2,8:52.0,,Shooting foul by A. Blakeney (drawn by G. Hayward),26,27
111,2,8:52.0,,G. Hayward misses free throw 1 of 2,26,27
112,2,8:52.0,,Offensive rebound by Team,26,27
113,2,8:52.0,,G. Hayward makes free throw 2 of 2,26,28
114,2,8:36.0,A. Blakeney makes 2-pt jump shot from 7 ft,,28,28
115,2,8:23.0,,Personal foul by A. Blakeney (drawn by G. Hayward),28,28
116,2,8:15.0,,A. Baynes misses 3-pt jump shot from 28 ft,28,28
117,2,8:13.0,Defensive rebound by Z. LaVine,,28,28
118,2,8:05.0,Z. LaVine misses 2-pt layup from 5 ft,,28,28
119,2,8:03.0,,Defensive rebound by J. Brown,28,28
120,2,8:03.0,Technical foul by Z. LaVine,,28,28
121,2,8:03.0,,T. Rozier makes technical free throw,28,29
122,2,7:51.0,,J. Brown misses 2-pt jump shot from 9 ft,28,29
123,2,7:49.0,,Offensive rebound by A. Baynes,28,29
124,2,7:38.0,,G. Hayward misses 3-pt jump shot from 23 ft,28,29
125,2,7:35.0,Defensive rebound by C. Hutchison,,28,29
126,2,7:23.0,Z. LaVine misses 2-pt layup from 2 ft (block by A. Baynes),,28,29
127,2,7:20.0,,Defensive rebound by J. Brown,28,29
128,2,7:20.0,,Turnover by J. Brown (bad pass; steal by S. Harrison),28,29
129,2,7:14.0,C. Hutchison misses 2-pt layup from 2 ft,,28,29
130,2,7:12.0,,Defensive rebound by J. Brown,28,29
131,2,7:06.0,,G. Hayward misses 2-pt layup from 3 ft,28,29
132,2,7:05.0,,Offensive rebound by S. Ojeleye,28,29
133,2,7:05.0,,S. Ojeleye makes 2-pt layup at rim,28,31
134,2,7:05.0,,Boston full timeout,28,31
135,2,7:05.0,W. Carter enters the game for A. Blakeney,,28,31
136,2,7:05.0,J. Holiday enters the game for C. Hutchison,,28,31
137,2,7:05.0,J. Parker enters the game for R. Lopez,,28,31
138,2,7:05.0,,M. Smart enters the game for T. Rozier,28,31
139,2,6:53.0,W. Carter misses 2-pt jump shot from 18 ft,,28,31
140,2,6:51.0,,Defensive rebound by J. Brown,28,31
141,2,6:35.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by A. Baynes),28,34
142,2,6:21.0,J. Holiday misses 3-pt jump shot from 23 ft,,28,34
143,2,6:19.0,,Defensive rebound by A. Baynes,28,34
144,2,6:10.0,,A. Baynes misses 2-pt jump shot from 14 ft,28,34
145,2,6:08.0,Defensive rebound by J. Parker,,28,34
146,2,5:55.0,J. Parker misses 3-pt jump shot from 26 ft,,28,34
147,2,5:52.0,,Defensive rebound by G. Hayward,28,34
148,2,5:45.0,,Turnover by J. Brown (lost ball; steal by S. Harrison),28,34
149,2,5:41.0,S. Harrison makes 2-pt layup from 1 ft,,30,34
150,2,5:23.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by M. Smart),30,37
151,2,5:07.0,Offensive foul by J. Parker (drawn by A. Baynes),,30,37
152,2,5:07.0,Turnover by J. Parker (offensive foul),,30,37
153,2,5:07.0,R. Arcidiacono enters the game for S. Harrison,,30,37
154,2,5:07.0,,A. Horford enters the game for A. Baynes,30,37
155,2,5:07.0,,K. Irving enters the game for G. Hayward,30,37
156,2,5:07.0,,J. Tatum enters the game for S. Ojeleye,30,37
157,2,4:52.0,,J. Tatum makes 3-pt jump shot from 27 ft (assist by K. Irving),30,40
158,2,4:36.0,W. Carter misses 2-pt jump shot from 20 ft,,30,40
159,2,4:34.0,,Defensive rebound by M. Smart,30,40
160,2,4:20.0,,A. Horford makes 2-pt jump shot from 10 ft,30,42
161,2,4:19.0,Chicago full timeout,,30,42
162,2,4:11.0,Z. LaVine misses 3-pt jump shot from 29 ft,,30,42
163,2,4:09.0,,Defensive rebound by J. Tatum,30,42
164,2,3:50.0,,J. Brown misses 3-pt jump shot from 23 ft,30,42
165,2,3:48.0,Defensive rebound by J. Parker,,30,42
166,2,3:42.0,Turnover by J. Parker (bad pass),,30,42
167,2,3:33.0,,J. Tatum misses 3-pt jump shot from 27 ft,30,42
168,2,3:31.0,Defensive rebound by Z. LaVine,,30,42
169,2,3:22.0,W. Carter makes 2-pt jump shot from 8 ft (assist by Z. LaVine),,32,42
170,2,3:22.0,Shooting foul by J. Tatum (drawn by W. Carter),,32,42
171,2,3:22.0,,T. Rozier enters the game for J. Brown,32,42
172,2,3:22.0,W. Carter makes free throw 1 of 1,,33,42
173,2,3:11.0,,Shooting foul by R. Arcidiacono (drawn by K. Irving),33,42
174,2,3:11.0,,K. Irving makes free throw 1 of 2,33,43
175,2,3:11.0,,K. Irving makes free throw 2 of 2,33,44
176,2,3:03.0,Turnover by R. Arcidiacono (bad pass; steal by K. Irving),,33,44
177,2,3:02.0,,Turnover by K. Irving (bad pass; steal by J. Holiday),33,44
178,2,2:47.0,Turnover by Z. LaVine (bad pass),,33,44
179,2,2:31.0,,A. Horford makes 2-pt jump shot from 14 ft (assist by K. Irving),33,46
180,2,2:15.0,J. Holiday misses 3-pt jump shot from 27 ft,,33,46
181,2,2:13.0,,Defensive rebound by A. Horford,33,46
182,2,1:59.0,,A. Horford misses 2-pt jump shot from 6 ft,33,46
183,2,1:58.0,Defensive rebound by W. Carter,,33,46
184,2,1:39.0,Turnover by Z. LaVine (traveling),,33,46
185,2,1:23.0,,Personal foul by W. Carter (drawn by K. Irving),33,46
186,2,1:12.0,,J. Tatum makes 3-pt jump shot from 27 ft,33,49
187,2,0:52.0,W. Carter misses 2-pt jump shot from 6 ft,,33,49
188,2,0:50.0,Offensive rebound by W. Carter,,33,49
189,2,0:50.0,W. Carter misses 2-pt layup from 1 ft,,33,49
190,2,0:49.0,,Defensive rebound by A. Horford,33,49
191,2,0:39.0,,J. Tatum misses 2-pt jump shot from 15 ft,33,49
192,2,0:36.0,Defensive rebound by W. Carter,,33,49
193,2,0:33.0,R. Arcidiacono makes 2-pt layup from 1 ft (assist by J. Parker),,35,49
194,2,0:33.0,,Violation by Team (def goaltending),35,49
195,2,0:20.0,,M. Smart misses 3-pt jump shot from 25 ft,35,49
196,2,0:18.0,,Offensive rebound by K. Irving,35,49
197,2,0:06.0,,T. Rozier makes 2-pt jump shot from 12 ft,35,51
198,2,0:01.0,Z. LaVine misses 2-pt layup from 3 ft,,35,51
199,2,0:01.0,Offensive rebound by Team,,35,51
200,3,11:49.0,,J. Tatum misses 2-pt layup from 3 ft,35,51
201,3,11:46.0,,Offensive rebound by J. Tatum,35,51
202,3,11:33.0,,Turnover by J. Tatum (lost ball; steal by R. Arcidiacono),35,51
203,3,11:29.0,Z. LaVine makes 2-pt dunk from 1 ft,,37,51
204,3,11:14.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Brown),37,54
205,3,10:46.0,J. Parker misses 2-pt layup from 2 ft,,37,54
206,3,10:44.0,,Defensive rebound by A. Horford,37,54
207,3,10:39.0,,J. Brown makes 2-pt dunk from 1 ft (assist by A. Horford),37,56
208,3,10:20.0,J. Parker misses 3-pt jump shot from 23 ft,,37,56
209,3,10:18.0,,Defensive rebound by K. Irving,37,56
210,3,10:14.0,,Personal foul by R. Arcidiacono (drawn by K. Irving),37,56
211,3,10:07.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by G. Hayward),37,59
212,3,10:06.0,Chicago full timeout,,37,59
213,3,9:54.0,Personal foul by J. Tatum (drawn by W. Carter),,37,59
214,3,9:46.0,R. Arcidiacono misses 3-pt jump shot from 27 ft,,37,59
215,3,9:44.0,,Defensive rebound by J. Brown,37,59
216,3,9:27.0,,J. Tatum makes 3-pt jump shot from 24 ft (assist by K. Irving),37,62
217,3,9:09.0,Personal foul by G. Hayward (drawn by Z. LaVine),,37,62
218,3,8:55.0,Turnover by W. Carter (lost ball; steal by J. Tatum),,37,62
219,3,8:50.0,,G. Hayward misses 3-pt jump shot from 26 ft,37,62
220,3,8:47.0,Defensive rebound by W. Carter,,37,62
221,3,8:40.0,W. Carter makes 2-pt layup from 3 ft (assist by R. Arcidiacono),,39,62
222,3,8:22.0,,G. Hayward misses 3-pt jump shot from 23 ft,39,62
223,3,8:19.0,Defensive rebound by R. Arcidiacono,,39,62
224,3,8:08.0,J. Parker misses 2-pt layup from 3 ft (block by A. Horford),,39,62
225,3,8:07.0,,Defensive rebound by A. Horford,39,62
226,3,8:02.0,,J. Tatum misses 3-pt jump shot from 25 ft,39,62
227,3,8:01.0,,Offensive rebound by G. Hayward,39,62
228,3,8:01.0,,G. Hayward misses 2-pt layup from 1 ft,39,62
229,3,7:59.0,Defensive rebound by R. Arcidiacono,,39,62
230,3,7:52.0,W. Carter makes 2-pt layup from 1 ft (assist by J. Holiday),,41,62
231,3,7:32.0,,J. Brown misses 2-pt layup from 3 ft (block by J. Parker),41,62
232,3,7:30.0,Defensive rebound by J. Holiday,,41,62
233,3,7:18.0,J. Holiday misses 3-pt jump shot from 26 ft,,41,62
234,3,7:16.0,,Defensive rebound by A. Horford,41,62
235,3,7:08.0,,J. Brown makes 2-pt layup from 1 ft (assist by K. Irving),41,64
236,3,6:46.0,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by J. Holiday),,44,64
237,3,6:25.0,,G. Hayward makes 2-pt jump shot from 14 ft (assist by K. Irving),44,66
238,3,6:12.0,Turnover by W. Carter (bad pass),,44,66
239,3,6:12.0,,M. Smart enters the game for G. Hayward,44,66
240,3,6:12.0,,D. Theis enters the game for A. Horford,44,66
241,3,6:00.0,,Turnover by D. Theis (bad pass),44,66
242,3,5:49.0,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by J. Parker),,47,66
243,3,5:48.0,,Boston full timeout,47,66
244,3,5:34.0,,M. Smart misses 2-pt jump shot from 11 ft,47,66
245,3,5:28.0,Defensive rebound by R. Arcidiacono,,47,66
246,3,5:15.0,Turnover by J. Parker (bad pass),,47,66
247,3,5:07.0,,J. Brown makes 2-pt layup from 1 ft (assist by M. Smart),47,68
248,3,4:52.0,W. Carter misses 3-pt jump shot from 23 ft,,47,68
249,3,4:50.0,,Defensive rebound by J. Tatum,47,68
250,3,4:35.0,,J. Tatum makes 3-pt jump shot from 24 ft (assist by J. Brown),47,71
251,3,4:33.0,Chicago full timeout,,47,71
252,3,4:33.0,C. Hutchison enters the game for J. Parker,,47,71
253,3,4:33.0,,T. Rozier enters the game for K. Irving,47,71
254,3,4:14.0,Shooting foul by M. Smart (drawn by Z. LaVine),,47,71
255,3,4:14.0,Z. LaVine makes free throw 1 of 2,,48,71
256,3,4:14.0,Z. LaVine makes free throw 2 of 2,,49,71
257,3,4:01.0,,Personal foul by R. Arcidiacono (drawn by J. Tatum),49,71
258,3,4:01.0,S. Harrison enters the game for R. Arcidiacono,,49,71
259,3,3:54.0,,J. Tatum misses 3-pt jump shot from 24 ft,49,71
260,3,3:52.0,Defensive rebound by Z. LaVine,,49,71
261,3,3:38.0,Personal foul by J. Brown (drawn by W. Carter),,49,71
262,3,3:25.0,W. Carter makes 2-pt dunk from 1 ft (assist by J. Holiday),,51,71
263,3,3:04.0,,Turnover by J. Tatum (bad pass; steal by Z. LaVine),51,71
264,3,2:59.0,Turnover by Z. LaVine (bad pass; steal by D. Theis),,51,71
265,3,2:43.0,,Personal foul by J. Holiday (drawn by J. Brown),51,71
266,3,2:43.0,A. Blakeney enters the game for W. Carter,,51,71
267,3,2:43.0,R. Lopez enters the game for J. Holiday,,51,71
268,3,2:37.0,,T. Rozier misses 3-pt jump shot from 26 ft,51,71
269,3,2:35.0,Defensive rebound by Z. LaVine,,51,71
270,3,2:28.0,Shooting foul by D. Theis (drawn by Z. LaVine),,51,71
271,3,2:28.0,Z. LaVine makes free throw 1 of 2,,52,71
272,3,2:28.0,,A. Baynes enters the game for J. Brown,52,71
273,3,2:28.0,,G. Hayward enters the game for J. Tatum,52,71
274,3,2:28.0,,S. Ojeleye enters the game for D. Theis,52,71
275,3,2:28.0,Z. LaVine makes free throw 2 of 2,,53,71
276,3,2:04.0,,M. Smart misses 3-pt jump shot from 23 ft,53,71
277,3,2:02.0,Defensive rebound by Z. LaVine,,53,71
278,3,1:53.0,Shooting foul by M. Smart (drawn by S. Harrison),,53,71
279,3,1:53.0,S. Harrison makes free throw 1 of 2,,54,71
280,3,1:53.0,S. Harrison makes free throw 2 of 2,,55,71
281,3,1:30.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by T. Rozier),55,74
282,3,1:10.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by Z. LaVine),,57,74
283,3,1:02.0,,Turnover by M. Smart (lost ball; steal by S. Harrison),57,74
284,3,1:00.0,S. Harrison makes 2-pt layup at rim,,59,74
285,3,0:50.0,,Personal foul by R. Lopez (drawn by M. Smart),59,74
286,3,0:45.0,,G. Hayward makes 3-pt jump shot from 26 ft,59,77
287,3,0:30.0,A. Blakeney misses 3-pt jump shot from 27 ft,,59,77
288,3,0:28.0,,Defensive rebound by T. Rozier,59,77
289,3,0:10.0,,Turnover by M. Smart (out of bounds lost ball),59,77
290,3,0:03.0,Z. LaVine misses 2-pt layup from 2 ft,,59,77
291,3,0:02.0,,Defensive rebound by A. Baynes,59,77
292,4,11:41.0,A. Blakeney misses 2-pt jump shot from 6 ft,,59,77
293,4,11:41.0,Offensive rebound by R. Lopez,,59,77
294,4,11:40.0,R. Lopez misses 2-pt layup at rim,,59,77
295,4,11:38.0,Offensive rebound by R. Lopez,,59,77
296,4,11:29.0,A. Blakeney makes 3-pt jump shot from 24 ft (assist by S. Harrison),,62,77
297,4,11:06.0,,A. Baynes makes 3-pt jump shot from 24 ft (assist by K. Irving),62,80
298,4,10:54.0,S. Harrison makes 2-pt layup from 1 ft,,64,80
299,4,10:44.0,,Shooting foul by A. Blakeney (drawn by K. Irving),64,80
300,4,10:44.0,,K. Irving makes free throw 1 of 2,64,81
301,4,10:44.0,,K. Irving makes free throw 2 of 2,64,82
302,4,10:35.0,Turnover by C. Hutchison (bad pass; steal by K. Irving),,64,82
303,4,10:31.0,,K. Irving makes 2-pt layup from 2 ft,64,84
304,4,10:19.0,Turnover by A. Blakeney (out of bounds lost ball),,64,84
305,4,10:06.0,,K. Irving makes 2-pt jump shot from 2 ft (assist by G. Hayward),64,86
306,4,9:55.0,J. Holiday misses 3-pt jump shot from 23 ft,,64,86
307,4,9:52.0,,Defensive rebound by G. Hayward,64,86
308,4,9:46.0,,A. Baynes makes 2-pt layup from 1 ft (assist by G. Hayward),64,88
309,4,9:46.0,,Shooting foul by J. Holiday (drawn by A. Baynes),64,88
310,4,9:46.0,,A. Baynes makes free throw 1 of 1,64,89
311,4,9:35.0,Turnover by R. Lopez (lost ball; steal by G. Hayward),,64,89
312,4,9:32.0,,G. Hayward makes 2-pt layup from 2 ft,64,91
313,4,9:32.0,,Shooting foul by S. Harrison (drawn by G. Hayward),64,91
314,4,9:32.0,,G. Hayward makes free throw 1 of 1,64,92
315,4,9:29.0,Chicago full timeout,,64,92
316,4,9:29.0,C. Felício enters the game for R. Lopez,,64,92
317,4,9:23.0,A. Blakeney makes 2-pt jump shot from 9 ft,,66,92
318,4,9:12.0,,T. Rozier makes 2-pt layup from 3 ft,66,94
319,4,9:12.0,Violation by Team (def goaltending),,66,94
320,4,9:02.0,A. Blakeney misses 3-pt jump shot from 28 ft,,66,94
321,4,9:00.0,Offensive rebound by C. Felício,,66,94
322,4,8:59.0,C. Felício makes 2-pt layup from 1 ft,,68,94
323,4,8:59.0,,B. Wanamaker enters the game for K. Irving,68,94
324,4,8:44.0,,G. Hayward makes 2-pt jump shot from 8 ft (assist by A. Baynes),68,96
325,4,8:29.0,Turnover by A. Blakeney (lost ball; steal by G. Hayward),,68,96
326,4,8:27.0,Loose ball foul by A. Blakeney (drawn by G. Hayward),,68,96
327,4,8:27.0,C. Payne enters the game for J. Holiday,,68,96
328,4,8:16.0,,G. Hayward misses 2-pt jump shot from 5 ft,68,96
329,4,8:14.0,,Offensive rebound by G. Hayward,68,96
330,4,8:11.0,,A. Baynes misses 3-pt jump shot from 27 ft,68,96
331,4,8:09.0,Defensive rebound by S. Harrison,,68,96
332,4,8:01.0,C. Felício misses 2-pt layup from 5 ft,,68,96
333,4,7:59.0,,Defensive rebound by A. Baynes,68,96
334,4,7:55.0,,T. Rozier misses 2-pt layup from 2 ft (block by A. Blakeney),68,96
335,4,7:54.0,Defensive rebound by S. Harrison,,68,96
336,4,7:48.0,S. Harrison makes 2-pt layup from 1 ft,,70,96
337,4,7:33.0,,T. Rozier misses 2-pt layup from 4 ft,70,96
338,4,7:32.0,Defensive rebound by C. Felício,,70,96
339,4,7:20.0,A. Blakeney misses 3-pt jump shot from 27 ft,,70,96
340,4,7:18.0,,Defensive rebound by A. Baynes,70,96
341,4,7:00.0,,T. Rozier misses 2-pt jump shot from 19 ft,70,96
342,4,6:58.0,Defensive rebound by S. Harrison,,70,96
343,4,6:48.0,S. Harrison misses 2-pt layup from 3 ft,,70,96
344,4,6:46.0,,Defensive rebound by A. Baynes,70,96
345,4,6:40.0,,B. Wanamaker misses 2-pt layup from 2 ft,70,96
346,4,6:38.0,Defensive rebound by C. Payne,,70,96
347,4,6:28.0,Turnover by A. Blakeney (traveling),,70,96
348,4,6:08.0,,T. Rozier misses 2-pt jump shot from 20 ft,70,96
349,4,6:06.0,Defensive rebound by S. Harrison,,70,96
350,4,6:01.0,Turnover by A. Blakeney (lost ball; steal by G. Hayward),,70,96
351,4,5:57.0,,S. Ojeleye makes 2-pt dunk from 1 ft (assist by G. Hayward),70,98
352,4,5:48.0,A. Blakeney misses 2-pt layup from 5 ft (block by A. Baynes),,70,98
353,4,5:45.0,,Defensive rebound by S. Ojeleye,70,98
354,4,5:40.0,,Turnover by S. Ojeleye (bad pass; steal by S. Harrison),70,98
355,4,5:38.0,Personal foul by A. Baynes (drawn by C. Felício),,70,98
356,4,5:38.0,R. Arcidiacono enters the game for A. Blakeney,,70,98
357,4,5:38.0,,D. Theis enters the game for A. Baynes,70,98
358,4,5:38.0,,G. Yabusele enters the game for G. Hayward,70,98
359,4,5:19.0,C. Hutchison misses 3-pt jump shot from 26 ft,,70,98
360,4,5:17.0,,Defensive rebound by T. Rozier,70,98
361,4,5:09.0,,B. Wanamaker makes 3-pt jump shot from 26 ft (assist by T. Rozier),70,101
362,4,4:55.0,S. Harrison makes 2-pt layup from 1 ft,,72,101
363,4,4:47.0,,Personal foul by C. Hutchison (drawn by G. Yabusele),72,101
364,4,4:47.0,Technical foul by C. Hutchison,,72,101
365,4,4:47.0,,T. Rozier makes technical free throw,72,102
366,4,4:47.0,,G. Yabusele misses free throw 1 of 2,72,102
367,4,4:47.0,,Offensive rebound by Team,72,102
368,4,4:47.0,,G. Yabusele makes free throw 2 of 2,72,103
369,4,4:29.0,C. Payne misses 2-pt jump shot from 7 ft,,72,103
370,4,4:26.0,,Defensive rebound by T. Rozier,72,103
371,4,4:23.0,,Turnover by S. Ojeleye (traveling),72,103
372,4,4:15.0,S. Harrison misses 2-pt layup from 6 ft,,72,103
373,4,4:14.0,,Defensive rebound by G. Yabusele,72,103
374,4,4:11.0,,T. Rozier makes 2-pt dunk from 3 ft (assist by G. Yabusele),72,105
375,4,4:00.0,Personal foul by T. Rozier (drawn by S. Harrison),,72,105
376,4,3:48.0,Shooting foul by D. Theis (drawn by C. Felício),,72,105
377,4,3:48.0,C. Felício makes free throw 1 of 2,,73,105
378,4,3:48.0,C. Felício makes free throw 2 of 2,,74,105
379,4,3:39.0,,Personal foul by S. Harrison (drawn by G. Yabusele),74,105
380,4,3:39.0,,G. Yabusele makes free throw 1 of 2,74,106
381,4,3:39.0,,G. Yabusele makes free throw 2 of 2,74,107
