,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SACRAMENTO_ACTION,NEW ORLEANS_SCORE,SACRAMENTO_SCORE
347,4,10:56.0,I. Clark makes 3-pt jump shot from 23 ft (assist by E. Payton),,105,102
348,4,10:44.0,,Personal foul by C. Diallo (drawn by M. Bagley),105,102
349,4,10:36.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,105,102
350,4,10:32.0,Defensive rebound by J. Okafor,,105,102
351,4,10:24.0,I. Clark misses 3-pt jump shot from 26 ft,,105,102
352,4,10:20.0,,Defensive rebound by C. Brewer,105,102
353,4,10:16.0,,Shooting foul by S. Hill (drawn by M. Bagley),105,102
354,4,10:16.0,,M. Bagley misses free throw 1 of 2,105,102
355,4,10:16.0,,Offensive rebound by Team,105,102
356,4,10:16.0,,M. Bagley misses free throw 2 of 2,105,102
357,4,10:13.0,Defensive rebound by J. Okafor,,105,102
358,4,9:59.0,S. Hill makes 3-pt jump shot from 24 ft (assist by C. Diallo),,108,102
359,4,9:34.0,,T. Williams misses 3-pt jump shot from 25 ft,108,102
360,4,9:30.0,Defensive rebound by C. Diallo,,108,102
361,4,9:22.0,Turnover by E. Payton (lost ball; steal by Y. Ferrell),,108,102
362,4,9:16.0,,T. Williams misses 2-pt layup from 7 ft (block by S. Hill),108,102
363,4,9:14.0,,Offensive rebound by C. Brewer,108,102
364,4,9:13.0,,C. Brewer misses 2-pt layup from 3 ft,108,102
365,4,9:11.0,Defensive rebound by E. Payton,,108,102
366,4,9:05.0,S. Hill makes 3-pt jump shot from 25 ft (assist by I. Clark),,111,102
367,4,9:04.0,,Sacramento full timeout,111,102
368,4,9:04.0,Technical foul by,,111,102
369,4,9:04.0,,H. Barnes enters the game for C. Brewer,111,102
370,4,9:04.0,,B. Hield enters the game for T. Williams,111,102
371,4,9:04.0,I. Clark misses technical free throw,,111,102
372,4,9:04.0,,Defensive rebound by Team,111,102
373,4,8:54.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,111,102
374,4,8:49.0,,M. Bagley makes 2-pt layup from 1 ft,111,104
375,4,8:49.0,,Offensive rebound by M. Bagley,111,104
376,4,8:29.0,I. Clark misses 3-pt jump shot from 26 ft,,111,104
377,4,8:28.0,,Defensive rebound by Team,111,104
