,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHILADELPHIA_ACTION,BOSTON_SCORE,PHILADELPHIA_SCORE
0,1,11:38.0,A. Horford makes 2-pt layup from 2 ft (assist by T. Rozier),,2,0
1,1,11:14.0,,J. Embiid misses 2-pt jump shot from 7 ft (block by J. Tatum),2,0
2,1,11:10.0,Defensive rebound by M. Smart,,2,0
3,1,11:09.0,M. Morris misses 2-pt layup from 3 ft (block by J. Embiid),,2,0
4,1,11:04.0,,Defensive rebound by J. Butler,2,0
5,1,10:48.0,,Turnover by B. Simmons (bad pass; steal by M. Smart),2,0
6,1,10:47.0,Turnover by M. Smart (bad pass; steal by B. Simmons),,2,0
7,1,10:41.0,,T. Harris misses 2-pt jump shot from 21 ft,2,0
8,1,10:37.0,Defensive rebound by M. Morris,,2,0
9,1,10:29.0,A. Horford misses 2-pt jump shot from 20 ft,,2,0
10,1,10:27.0,,Defensive rebound by T. Harris,2,0
11,1,10:20.0,,B. Simmons misses 2-pt jump shot from 10 ft,2,0
12,1,10:18.0,,Offensive rebound by J. Embiid,2,0
13,1,10:16.0,,J. Embiid makes 2-pt layup from 2 ft,2,2
14,1,10:00.0,M. Smart makes 2-pt layup from 2 ft,,4,2
15,1,9:52.0,,J. Redick misses 3-pt jump shot from 26 ft,4,2
16,1,9:48.0,,Offensive rebound by J. Redick,4,2
17,1,9:46.0,,J. Redick misses 2-pt jump shot from 14 ft,4,2
18,1,9:44.0,Defensive rebound by M. Morris,,4,2
19,1,9:33.0,M. Morris makes 2-pt jump shot from 14 ft,,6,2
20,1,9:17.0,,J. Butler makes 2-pt jump shot from 10 ft,6,4
21,1,8:47.0,J. Tatum misses 2-pt jump shot from 16 ft,,6,4
22,1,8:44.0,Offensive rebound by A. Horford,,6,4
23,1,8:34.0,J. Tatum misses 2-pt jump shot from 22 ft,,6,4
24,1,8:30.0,Offensive rebound by M. Morris,,6,4
25,1,8:18.0,M. Morris makes 2-pt jump shot from 10 ft,,8,4
26,1,7:57.0,,Shooting foul by A. Horford (drawn by J. Embiid),8,4
27,1,7:57.0,Technical foul by A. Horford,,8,4
28,1,7:57.0,,J. Redick makes technical free throw,8,5
29,1,7:57.0,,J. Embiid makes free throw 1 of 2,8,6
30,1,7:57.0,,J. Embiid misses free throw 2 of 2,8,6
31,1,7:53.0,Defensive rebound by J. Tatum,,8,6
32,1,7:45.0,T. Rozier misses 2-pt jump shot from 20 ft,,8,6
33,1,7:42.0,,Defensive rebound by T. Harris,8,6
34,1,7:39.0,,T. Harris misses 2-pt layup from 3 ft (block by J. Tatum),8,6
35,1,7:34.0,Defensive rebound by M. Morris,,8,6
36,1,7:32.0,M. Morris makes 2-pt jump shot from 13 ft,,10,6
37,1,7:07.0,,Turnover by J. Embiid (bad pass; steal by T. Rozier),10,6
38,1,7:01.0,M. Smart misses 3-pt jump shot from 26 ft,,10,6
39,1,6:57.0,,Defensive rebound by J. Butler,10,6
40,1,6:57.0,,Shooting foul by J. Tatum (drawn by B. Simmons),10,6
41,1,6:57.0,,Philadelphia full timeout,10,6
42,1,6:57.0,,F. Korkmaz enters the game for J. Butler,10,6
43,1,6:57.0,,B. Marjanović enters the game for J. Embiid,10,6
44,1,6:57.0,,J. Simmons enters the game for J. Redick,10,6
45,1,6:57.0,,B. Simmons misses free throw 1 of 2,10,6
46,1,6:57.0,,Offensive rebound by Team,10,6
47,1,6:57.0,,B. Simmons makes free throw 2 of 2,10,7
48,1,6:42.0,A. Horford misses 3-pt jump shot from 23 ft,,10,7
49,1,6:38.0,,Defensive rebound by T. Harris,10,7
50,1,6:18.0,,T. Harris makes 2-pt layup from 1 ft (assist by B. Marjanović),10,9
51,1,5:59.0,A. Horford makes 2-pt layup from 4 ft,,12,9
52,1,5:46.0,,Turnover by B. Simmons (bad pass; steal by A. Horford),12,9
53,1,5:42.0,M. Morris misses 2-pt jump shot from 16 ft,,12,9
54,1,5:39.0,,Defensive rebound by T. Harris,12,9
55,1,5:32.0,,F. Korkmaz misses 2-pt jump shot from 8 ft,12,9
56,1,5:29.0,Defensive rebound by T. Rozier,,12,9
57,1,5:23.0,Shooting foul by J. Simmons (drawn by J. Tatum),,12,9
58,1,5:23.0,J. Tatum makes free throw 1 of 2,,13,9
59,1,5:23.0,G. Hayward enters the game for A. Horford,,13,9
60,1,5:23.0,D. Theis enters the game for M. Smart,,13,9
61,1,5:23.0,J. Tatum makes free throw 2 of 2,,14,9
62,1,5:09.0,,F. Korkmaz makes 2-pt jump shot from 9 ft (assist by B. Simmons),14,11
63,1,4:50.0,J. Tatum misses 2-pt jump shot from 16 ft,,14,11
64,1,4:47.0,,Defensive rebound by B. Marjanović,14,11
65,1,4:41.0,,T. Harris misses 3-pt jump shot from 26 ft,14,11
66,1,4:40.0,,Offensive rebound by B. Marjanović,14,11
67,1,4:40.0,,Shooting foul by D. Theis (drawn by B. Marjanović),14,11
68,1,4:40.0,,B. Marjanović makes free throw 1 of 2,14,12
69,1,4:40.0,,B. Marjanović makes free throw 2 of 2,14,13
70,1,4:24.0,M. Morris makes 2-pt jump shot from 10 ft (assist by D. Theis),,16,13
71,1,4:00.0,,B. Simmons misses 2-pt jump shot from 13 ft,16,13
72,1,3:58.0,Defensive rebound by Team,,16,13
73,1,3:43.0,Shooting foul by B. Marjanović (drawn by D. Theis),,16,13
74,1,3:43.0,D. Theis misses free throw 1 of 2,,16,13
75,1,3:43.0,Offensive rebound by Team,,16,13
76,1,3:43.0,D. Theis makes free throw 2 of 2,,17,13
77,1,3:28.0,,Offensive foul by T. Harris (drawn by G. Hayward),17,13
78,1,3:28.0,,Turnover by T. Harris (offensive foul),17,13
79,1,3:28.0,J. Brown enters the game for J. Tatum,,17,13
80,1,3:16.0,G. Hayward makes 3-pt jump shot from 25 ft,,20,13
81,1,3:00.0,,J. Simmons makes 2-pt jump shot from 7 ft (assist by F. Korkmaz),20,15
82,1,2:48.0,Personal foul by J. Simmons (drawn by J. Brown),,20,15
83,1,2:48.0,Boston full timeout,,20,15
84,1,2:48.0,,J. Butler enters the game for F. Korkmaz,20,15
85,1,2:48.0,,J. Embiid enters the game for B. Marjanović,20,15
86,1,2:48.0,,T. McConnell enters the game for B. Simmons,20,15
87,1,2:48.0,,J. Redick enters the game for J. Simmons,20,15
88,1,2:33.0,T. Rozier misses 2-pt jump shot from 14 ft,,20,15
89,1,2:30.0,,Defensive rebound by J. Embiid,20,15
90,1,2:19.0,,T. Harris makes 2-pt dunk from 1 ft (assist by T. McConnell),20,17
91,1,2:10.0,D. Theis makes 3-pt jump shot from 26 ft (assist by T. Rozier),,23,17
92,1,1:58.0,,J. Butler misses 2-pt jump shot from 11 ft,23,17
93,1,1:55.0,Defensive rebound by M. Morris,,23,17
94,1,1:50.0,G. Hayward makes 3-pt jump shot from 26 ft (assist by M. Morris),,26,17
95,1,1:33.0,,Def 3 sec tech foul by Team,26,17
96,1,1:33.0,,J. Redick makes technical free throw,26,18
97,1,1:33.0,M. Smart enters the game for M. Morris,,26,18
98,1,1:33.0,B. Wanamaker enters the game for T. Rozier,,26,18
99,1,1:33.0,,M. Scott enters the game for T. Harris,26,18
100,1,1:20.0,,J. Embiid misses 3-pt jump shot from 25 ft,26,18
101,1,1:19.0,Defensive rebound by B. Wanamaker,,26,18
102,1,1:12.0,J. Brown makes 2-pt jump shot from 15 ft (assist by B. Wanamaker),,28,18
103,1,0:47.0,,J. Embiid makes 2-pt hook shot from 11 ft (assist by T. McConnell),28,20
104,1,0:47.0,,Shooting foul by G. Hayward (drawn by J. Embiid),28,20
105,1,0:47.0,,J. Embiid makes free throw 1 of 1,28,21
106,1,0:28.0,J. Brown misses 2-pt jump shot from 9 ft,,28,21
107,1,0:25.0,,Defensive rebound by J. Embiid,28,21
108,1,0:03.0,,T. McConnell makes 2-pt layup at rim (assist by J. Embiid),28,23
109,1,0:00.0,M. Smart misses 3-pt jump shot from 34 ft,,28,23
110,1,0:00.0,Offensive rebound by Team,,28,23
111,2,11:46.0,,J. Butler makes 2-pt layup from 2 ft,28,25
112,2,11:46.0,,Shooting foul by A. Horford (drawn by J. Butler),28,25
113,2,11:46.0,,F. Korkmaz enters the game for J. Redick,28,25
114,2,11:46.0,,J. Butler makes free throw 1 of 1,28,26
115,2,11:25.0,G. Hayward misses 3-pt jump shot from 26 ft,,28,26
116,2,11:24.0,Offensive rebound by A. Horford,,28,26
117,2,11:22.0,A. Horford makes 2-pt jump shot from 10 ft,,30,26
118,2,11:07.0,,T. McConnell makes 3-pt jump shot from 23 ft (assist by F. Korkmaz),30,29
119,2,10:52.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by M. Smart),,33,29
