,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SACRAMENTO_ACTION,PHOENIX_SCORE,SACRAMENTO_SCORE
32,1,7:57.0,D. Booker makes 3-pt jump shot from 25 ft (assist by D. Bender),,16,5
33,1,7:43.0,,B. Hield misses 3-pt jump shot from 25 ft,16,5
34,1,7:40.0,Defensive rebound by D. Ayton,,16,5
35,1,7:36.0,D. Booker makes 3-pt jump shot from 28 ft (assist by D. Melton),,19,5
36,1,7:24.0,,N. Bjelica makes 3-pt jump shot from 27 ft (assist by D. Fox),19,8
37,1,7:04.0,D. Ayton makes 2-pt dunk from 2 ft (assist by D. Booker),,21,8
38,1,6:47.0,,Turnover by N. Bjelica (lost ball; steal by D. Bender),21,8
39,1,6:41.0,Turnover by D. Ayton (step out of bounds),,21,8
40,1,6:41.0,,M. Bagley enters the game for W. Cauley-Stein,21,8
41,1,6:30.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by D. Fox),21,10
42,1,6:15.0,D. Bender misses 3-pt jump shot from 26 ft,,21,10
43,1,6:13.0,Offensive rebound by D. Ayton,,21,10
44,1,6:01.0,D. Booker makes 2-pt jump shot from 16 ft,,23,10
45,1,5:48.0,,M. Bagley makes 2-pt dunk from 1 ft (assist by D. Fox),23,12
46,1,5:31.0,Turnover by D. Ayton (out of bounds lost ball),,23,12
47,1,5:31.0,R. Holmes enters the game for M. Bridges,,23,12
48,1,5:31.0,E. Okobo enters the game for D. Melton,,23,12
49,1,5:17.0,,M. Bagley misses 2-pt hook shot from 8 ft,23,12
50,1,5:14.0,Defensive rebound by D. Bender,,23,12
51,1,5:04.0,R. Holmes makes 2-pt dunk from 2 ft (assist by D. Bender),,25,12
52,1,4:49.0,,Turnover by B. Hield (lost ball; steal by D. Booker),25,12
53,1,4:45.0,D. Booker misses 3-pt jump shot from 25 ft,,25,12
54,1,4:42.0,,Defensive rebound by B. Hield,25,12
55,1,4:33.0,,D. Fox makes 2-pt jump shot from 19 ft,25,14
56,1,4:32.0,Phoenix full timeout,,25,14
57,1,4:32.0,M. Bridges enters the game for D. Ayton,,25,14
58,1,4:32.0,,B. Bogdanović enters the game for B. Hield,25,14
59,1,4:19.0,D. Booker makes 2-pt jump shot from 18 ft (assist by E. Okobo),,27,14
60,1,3:57.0,,M. Bagley misses 2-pt jump shot from 12 ft,27,14
61,1,3:57.0,,Offensive rebound by N. Bjelica,27,14
62,1,3:57.0,,Shooting foul by D. Bender (drawn by N. Bjelica),27,14
63,1,3:57.0,,N. Bjelica makes free throw 1 of 2,27,15
64,1,3:57.0,R. Spalding enters the game for D. Bender,,27,15
65,1,3:57.0,,N. Bjelica misses free throw 2 of 2,27,15
66,1,3:54.0,Defensive rebound by R. Spalding,,27,15
67,1,3:41.0,R. Holmes misses 2-pt hook shot from 6 ft,,27,15
68,1,3:39.0,,Defensive rebound by N. Bjelica,27,15
69,1,3:27.0,,M. Bagley makes 2-pt jump shot from 8 ft,27,17
70,1,3:08.0,Turnover by R. Spalding (bad pass; steal by M. Bagley),,27,17
71,1,2:54.0,,H. Barnes makes 2-pt layup from 2 ft,27,19
72,1,2:38.0,Turnover by R. Holmes (traveling),,27,19
73,1,2:22.0,,B. Bogdanović misses 2-pt jump shot from 10 ft,27,19
74,1,2:19.0,Defensive rebound by R. Holmes,,27,19
75,1,2:15.0,R. Spalding misses 2-pt dunk from 1 ft,,27,19
76,1,2:13.0,,Defensive rebound by D. Fox,27,19
77,1,2:10.0,,Personal foul by E. Okobo (drawn by D. Fox),27,19
78,1,2:10.0,,Violation by Team (delay of game),27,19
79,1,2:10.0,,Y. Ferrell enters the game for D. Fox,27,19
80,1,1:53.0,,N. Bjelica misses 2-pt jump shot from 7 ft,27,19
81,1,1:48.0,,Offensive rebound by N. Bjelica,27,19
82,1,1:48.0,,N. Bjelica misses 2-pt layup from 1 ft,27,19
83,1,1:48.0,Defensive rebound by E. Okobo,,27,19
84,1,1:43.0,D. Booker misses 3-pt jump shot from 28 ft,,27,19
85,1,1:40.0,,Defensive rebound by H. Barnes,27,19
86,1,1:36.0,,M. Bagley misses 2-pt jump shot from 15 ft,27,19
87,1,1:31.0,Defensive rebound by R. Spalding,,27,19
88,1,1:23.0,E. Okobo misses 3-pt jump shot from 25 ft,,27,19
89,1,1:19.0,,Defensive rebound by M. Bagley,27,19
90,1,1:11.0,,Turnover by B. Bogdanović (bad pass; steal by M. Bridges),27,19
91,1,1:08.0,M. Bridges makes 2-pt dunk from 1 ft,,29,19
92,1,0:53.0,,H. Barnes misses 3-pt jump shot from 25 ft,29,19
93,1,0:51.0,,Offensive rebound by M. Bagley,29,19
94,1,0:48.0,,M. Bagley misses 2-pt layup from 3 ft,29,19
95,1,0:48.0,,Offensive rebound by H. Barnes,29,19
96,1,0:47.0,,H. Barnes misses 2-pt layup from 1 ft,29,19
97,1,0:47.0,Defensive rebound by Team,,29,19
98,1,0:47.0,T. Daniels enters the game for M. Bridges,,29,19
99,1,0:29.0,D. Booker misses 3-pt jump shot from 25 ft,,29,19
100,1,0:26.0,Offensive rebound by R. Holmes,,29,19
101,1,0:24.0,R. Holmes misses 2-pt layup from 2 ft,,29,19
102,1,0:24.0,Offensive rebound by R. Spalding,,29,19
103,1,0:23.0,Shooting foul by H. Barnes (drawn by R. Spalding),,29,19
104,1,0:23.0,R. Spalding misses free throw 1 of 2,,29,19
105,1,0:23.0,Offensive rebound by Team,,29,19
106,1,0:23.0,D. Melton enters the game for D. Booker,,29,19
107,1,0:23.0,R. Spalding makes free throw 2 of 2,,30,19
108,1,0:01.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,30,19
109,1,0:01.0,Defensive rebound by Team,,30,19
110,1,0:01.0,,Loose ball foul by N. Bjelica (drawn by R. Holmes),30,19
111,1,0:01.0,R. Holmes makes free throw 1 of 2,,31,19
112,1,0:01.0,R. Holmes makes free throw 2 of 2,,32,19
113,1,0:00.0,,H. Barnes misses 3-pt jump shot from 41 ft,32,19
114,1,0:00.0,,Offensive rebound by Team,32,19
115,2,11:48.0,Offensive foul by J. Fredette (drawn by Y. Ferrell),,32,19
116,2,11:48.0,Turnover by J. Fredette (offensive foul),,32,19
117,2,11:32.0,,M. Bagley misses 2-pt hook shot from 6 ft,32,19
118,2,11:27.0,,Offensive rebound by K. Koufos,32,19
119,2,11:27.0,,K. Koufos makes 2-pt layup from 1 ft,32,21
120,2,11:12.0,D. Ayton misses 2-pt jump shot from 16 ft,,32,21
121,2,11:10.0,,Defensive rebound by Team,32,21
122,2,10:51.0,,M. Bagley misses 3-pt jump shot from 26 ft,32,21
123,2,10:49.0,Defensive rebound by T. Daniels,,32,21
124,2,10:38.0,E. Okobo misses 2-pt jump shot from 8 ft,,32,21
125,2,10:36.0,Offensive rebound by D. Ayton,,32,21
126,2,10:36.0,Shooting foul by M. Bagley (drawn by D. Ayton),,32,21
127,2,10:36.0,D. Ayton makes free throw 1 of 2,,33,21
128,2,10:36.0,D. Ayton misses free throw 2 of 2,,33,21
129,2,10:34.0,,Defensive rebound by K. Koufos,33,21
130,2,10:19.0,,Turnover by M. Bagley (out of bounds lost ball),33,21
131,2,10:08.0,Turnover by D. Ayton (traveling),,33,21
132,2,9:52.0,,Sacramento full timeout,33,21
133,2,9:52.0,,B. Hield enters the game for Y. Ferrell,33,21
134,2,9:42.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,33,21
135,2,9:40.0,Defensive rebound by R. Spalding,,33,21
136,2,9:26.0,D. Ayton misses 2-pt jump shot from 20 ft,,33,21
137,2,9:22.0,,Defensive rebound by B. Hield,33,21
138,2,9:13.0,,B. Hield misses 2-pt jump shot from 18 ft,33,21
139,2,9:09.0,Defensive rebound by J. Fredette,,33,21
140,2,9:03.0,R. Spalding misses 2-pt hook shot from 8 ft,,33,21
141,2,9:00.0,,Defensive rebound by B. Hield,33,21
142,2,8:45.0,,B. Bogdanović misses 2-pt jump shot from 10 ft,33,21
143,2,8:41.0,Defensive rebound by J. Fredette,,33,21
144,2,8:35.0,J. Fredette misses 3-pt jump shot from 25 ft,,33,21
145,2,8:32.0,,Defensive rebound by M. Bagley,33,21
146,2,8:20.0,,K. Koufos misses 2-pt jump shot from 10 ft,33,21
147,2,8:17.0,Defensive rebound by E. Okobo,,33,21
148,2,8:11.0,T. Daniels misses 3-pt jump shot from 28 ft,,33,21
149,2,8:07.0,,Defensive rebound by C. Brewer,33,21
150,2,8:04.0,,C. Brewer makes 2-pt layup from 1 ft,33,23
151,2,8:04.0,,Shooting foul by R. Spalding (drawn by C. Brewer),33,23
152,2,8:04.0,,C. Brewer makes free throw 1 of 1,33,24
153,2,7:47.0,D. Ayton misses 2-pt hook shot from 9 ft,,33,24
154,2,7:44.0,,Defensive rebound by C. Brewer,33,24
155,2,7:41.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by C. Brewer),33,27
156,2,7:39.0,Phoenix full timeout,,33,27
157,2,7:39.0,D. Bender enters the game for J. Fredette,,33,27
158,2,7:39.0,D. Booker enters the game for E. Okobo,,33,27
159,2,7:39.0,D. Melton enters the game for R. Spalding,,33,27
160,2,7:25.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by D. Booker),,36,27
161,2,7:04.0,,Turnover by M. Bagley (lost ball; steal by D. Bender),36,27
162,2,6:58.0,Turnover by D. Melton (bad pass; steal by B. Bogdanović),,36,27
163,2,6:52.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),36,30
164,2,6:32.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by D. Booker),,39,30
165,2,6:22.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),39,33
166,2,6:09.0,Shooting foul by B. Bogdanović (drawn by D. Booker),,39,33
167,2,6:09.0,D. Booker makes free throw 1 of 2,,40,33
168,2,6:09.0,R. Holmes enters the game for D. Ayton,,40,33
169,2,6:09.0,,N. Bjelica enters the game for M. Bagley,40,33
170,2,6:09.0,D. Booker makes free throw 2 of 2,,41,33
171,2,5:58.0,,K. Koufos misses 2-pt jump shot from 11 ft,41,33
172,2,5:56.0,Defensive rebound by R. Holmes,,41,33
173,2,5:46.0,D. Melton makes 3-pt jump shot from 23 ft (assist by D. Booker),,44,33
174,2,5:30.0,,B. Hield misses 3-pt jump shot from 25 ft,44,33
175,2,5:28.0,Defensive rebound by R. Holmes,,44,33
176,2,5:23.0,T. Daniels misses 3-pt jump shot from 27 ft,,44,33
177,2,5:20.0,,Defensive rebound by K. Koufos,44,33
178,2,5:12.0,,Shooting foul by D. Melton (drawn by C. Brewer),44,33
179,2,5:12.0,,C. Brewer misses free throw 1 of 2,44,33
180,2,5:12.0,,Offensive rebound by Team,44,33
181,2,5:12.0,M. Bridges enters the game for T. Daniels,,44,33
182,2,5:12.0,,W. Cauley-Stein enters the game for B. Bogdanović,44,33
183,2,5:12.0,,D. Fox enters the game for K. Koufos,44,33
184,2,5:12.0,,C. Brewer makes free throw 2 of 2,44,34
185,2,4:53.0,Shooting foul by W. Cauley-Stein (drawn by R. Holmes),,44,34
186,2,4:53.0,R. Holmes makes free throw 1 of 2,,45,34
187,2,4:53.0,,H. Barnes enters the game for C. Brewer,45,34
188,2,4:53.0,R. Holmes makes free throw 2 of 2,,46,34
189,2,4:35.0,,N. Bjelica misses 3-pt jump shot from 23 ft,46,34
190,2,4:32.0,Defensive rebound by D. Melton,,46,34
191,2,4:20.0,D. Bender misses 3-pt jump shot from 25 ft,,46,34
192,2,4:17.0,Offensive rebound by M. Bridges,,46,34
193,2,4:12.0,D. Booker misses 3-pt jump shot from 27 ft,,46,34
194,2,4:11.0,,Defensive rebound by N. Bjelica,46,34
195,2,4:04.0,,Offensive foul by B. Hield (drawn by D. Booker),46,34
196,2,4:04.0,,Turnover by B. Hield (offensive foul),46,34
197,2,3:55.0,D. Bender makes 2-pt layup from 2 ft (assist by R. Holmes),,48,34
198,2,3:48.0,,Personal foul by D. Melton (drawn by D. Fox),48,34
199,2,3:46.0,,Shooting foul by D. Melton (drawn by D. Fox),48,34
200,2,3:46.0,,D. Fox makes free throw 1 of 2,48,35
201,2,3:46.0,,D. Fox makes free throw 2 of 2,48,36
202,2,3:33.0,D. Melton misses 3-pt jump shot from 23 ft,,48,36
203,2,3:29.0,,Defensive rebound by H. Barnes,48,36
204,2,3:23.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Fox),48,39
205,2,3:02.0,R. Holmes misses 2-pt layup from 4 ft (block by N. Bjelica),,48,39
206,2,3:02.0,Offensive rebound by Team,,48,39
207,2,2:57.0,R. Holmes misses 2-pt jump shot from 14 ft,,48,39
208,2,2:54.0,,Defensive rebound by N. Bjelica,48,39
209,2,2:46.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Fox),48,42
210,2,2:45.0,Phoenix full timeout,,48,42
211,2,2:45.0,D. Ayton enters the game for R. Holmes,,48,42
212,2,2:45.0,T. Daniels enters the game for D. Melton,,48,42
213,2,2:45.0,Violation by Team (delay of game),,48,42
214,2,2:24.0,D. Booker misses 2-pt jump shot from 15 ft,,48,42
215,2,2:21.0,,Defensive rebound by H. Barnes,48,42
216,2,2:06.0,,Turnover by W. Cauley-Stein (lost ball; steal by M. Bridges),48,42
217,2,1:54.0,Turnover by M. Bridges (bad pass; steal by W. Cauley-Stein),,48,42
218,2,1:49.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by N. Bjelica),48,45
219,2,1:33.0,Shooting foul by W. Cauley-Stein (drawn by D. Ayton),,48,45
220,2,1:33.0,D. Ayton misses free throw 1 of 2,,48,45
221,2,1:33.0,Offensive rebound by Team,,48,45
222,2,1:33.0,D. Ayton misses free throw 2 of 2,,48,45
223,2,1:33.0,,Defensive rebound by N. Bjelica,48,45
224,2,1:17.0,,B. Hield misses 3-pt jump shot from 25 ft,48,45
225,2,1:13.0,Defensive rebound by T. Daniels,,48,45
226,2,1:04.0,D. Booker misses 2-pt jump shot from 10 ft,,48,45
227,2,1:02.0,,Defensive rebound by N. Bjelica,48,45
228,2,0:56.0,,H. Barnes makes 2-pt dunk from 1 ft (assist by D. Fox),48,47
229,2,0:38.0,D. Booker misses 2-pt jump shot from 10 ft,,48,47
230,2,0:35.0,Offensive rebound by Team,,48,47
231,2,0:33.0,D. Booker makes 2-pt jump shot from 17 ft (assist by M. Bridges),,50,47
232,2,0:14.0,,B. Hield misses 3-pt jump shot from 23 ft,50,47
233,2,0:11.0,Defensive rebound by D. Booker,,50,47
234,2,0:02.0,D. Booker makes 2-pt layup from 2 ft,,52,47
235,2,0:02.0,Shooting foul by W. Cauley-Stein (drawn by D. Booker),,52,47
236,2,0:02.0,D. Booker makes free throw 1 of 1,,53,47
237,2,0:00.0,,H. Barnes misses 3-pt jump shot from 47 ft,53,47
238,2,0:00.0,,Offensive rebound by Team,53,47
239,3,11:37.0,M. Bridges misses 2-pt layup from 3 ft (block by B. Hield),,53,47
240,3,11:33.0,,Defensive rebound by D. Fox,53,47
241,3,11:17.0,,D. Fox misses 2-pt jump shot from 19 ft,53,47
242,3,11:13.0,Defensive rebound by D. Ayton,,53,47
243,3,10:55.0,Turnover by D. Booker (bad pass),,53,47
244,3,10:49.0,,Offensive foul by D. Fox (drawn by D. Melton),53,47
245,3,10:49.0,,Turnover by D. Fox (offensive foul),53,47
246,3,10:49.0,,Violation by Team (delay of game),53,47
247,3,10:49.0,,Violation by Team (delay of game),53,47
248,3,10:49.0,D. Booker makes technical free throw,,54,47
249,3,10:37.0,M. Bridges misses 3-pt jump shot from 25 ft,,54,47
250,3,10:31.0,,Defensive rebound by H. Barnes,54,47
251,3,10:28.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),54,49
252,3,10:15.0,D. Booker misses 3-pt jump shot from 26 ft,,54,49
253,3,10:13.0,Offensive rebound by D. Ayton,,54,49
254,3,10:12.0,D. Ayton makes 2-pt layup from 1 ft,,56,49
255,3,10:06.0,,Shooting foul by D. Ayton (drawn by D. Fox),56,49
256,3,10:06.0,,D. Fox makes free throw 1 of 2,56,50
257,3,10:06.0,,D. Fox makes free throw 2 of 2,56,51
258,3,9:43.0,D. Booker misses 2-pt layup from 2 ft,,56,51
259,3,9:41.0,,Defensive rebound by N. Bjelica,56,51
260,3,9:34.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by N. Bjelica),56,54
261,3,9:12.0,Turnover by D. Melton (bad pass; steal by N. Bjelica),,56,54
262,3,9:07.0,,D. Fox misses 2-pt layup from 2 ft,56,54
263,3,9:06.0,,Offensive rebound by N. Bjelica,56,54
264,3,9:06.0,,N. Bjelica makes 2-pt layup from 2 ft,56,56
265,3,9:06.0,Phoenix full timeout,,56,56
266,3,8:51.0,D. Ayton makes 2-pt layup from 2 ft (assist by M. Bridges),,58,56
267,3,8:35.0,,H. Barnes misses 2-pt layup from 6 ft,58,56
268,3,8:33.0,Defensive rebound by D. Ayton,,58,56
269,3,8:18.0,M. Bridges makes 2-pt dunk from 1 ft (assist by D. Melton),,60,56
270,3,8:07.0,,D. Fox misses 2-pt jump shot from 11 ft,60,56
271,3,8:04.0,Defensive rebound by D. Booker,,60,56
272,3,7:53.0,M. Bridges misses 2-pt layup from 2 ft (block by W. Cauley-Stein),,60,56
273,3,7:53.0,Offensive rebound by Team,,60,56
274,3,7:53.0,,M. Bagley enters the game for W. Cauley-Stein,60,56
275,3,7:47.0,D. Booker misses 2-pt jump shot from 15 ft,,60,56
276,3,7:43.0,,Defensive rebound by N. Bjelica,60,56
277,3,7:37.0,,B. Hield makes 2-pt layup from 3 ft,60,58
278,3,7:27.0,D. Bender misses 3-pt jump shot from 26 ft,,60,58
279,3,7:20.0,Offensive rebound by D. Ayton,,60,58
280,3,7:20.0,D. Ayton misses 2-pt layup from 1 ft,,60,58
281,3,7:19.0,,Defensive rebound by M. Bagley,60,58
282,3,7:16.0,,D. Fox misses 2-pt layup from 2 ft (block by D. Melton),60,58
283,3,7:13.0,,Offensive rebound by B. Hield,60,58
284,3,7:13.0,,B. Hield misses 2-pt layup from 3 ft,60,58
285,3,7:11.0,Defensive rebound by M. Bridges,,60,58
286,3,7:06.0,M. Bridges misses 3-pt jump shot from 24 ft,,60,58
287,3,7:04.0,,Defensive rebound by M. Bagley,60,58
288,3,6:46.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),60,61
289,3,6:31.0,Personal foul by B. Hield (drawn by D. Melton),,60,61
290,3,6:31.0,R. Holmes enters the game for D. Ayton,,60,61
291,3,6:24.0,D. Booker makes 2-pt layup from 1 ft,,62,61
292,3,6:10.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by M. Bagley),62,64
293,3,5:53.0,D. Booker misses 2-pt layup from 3 ft,,62,64
294,3,5:51.0,,Defensive rebound by N. Bjelica,62,64
295,3,5:46.0,,N. Bjelica misses 3-pt jump shot from 26 ft,62,64
296,3,5:46.0,,Offensive rebound by B. Hield,62,64
297,3,5:41.0,,B. Hield misses 2-pt layup at rim,62,64
298,3,5:40.0,Defensive rebound by D. Melton,,62,64
299,3,5:38.0,D. Booker misses 3-pt jump shot from 28 ft,,62,64
300,3,5:35.0,,Defensive rebound by M. Bagley,62,64
301,3,5:31.0,,Shooting foul by D. Melton (drawn by D. Fox),62,64
302,3,5:31.0,,D. Fox makes free throw 1 of 2,62,65
303,3,5:31.0,T. Daniels enters the game for D. Booker,,62,65
304,3,5:31.0,E. Okobo enters the game for D. Melton,,62,65
305,3,5:31.0,,B. Bogdanović enters the game for B. Hield,62,65
306,3,5:31.0,,D. Fox makes free throw 2 of 2,62,66
307,3,5:10.0,M. Bridges makes 2-pt jump shot from 7 ft,,64,66
308,3,4:49.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,64,66
309,3,4:45.0,Defensive rebound by D. Bender,,64,66
310,3,4:41.0,E. Okobo misses 3-pt jump shot from 26 ft,,64,66
311,3,4:38.0,,Defensive rebound by H. Barnes,64,66
312,3,4:34.0,,D. Fox misses 3-pt jump shot from 26 ft,64,66
313,3,4:30.0,,Offensive rebound by M. Bagley,64,66
314,3,4:29.0,,M. Bagley makes 2-pt dunk from 2 ft,64,68
315,3,4:11.0,D. Bender misses 2-pt layup from 4 ft,,64,68
316,3,4:09.0,,Defensive rebound by N. Bjelica,64,68
317,3,4:06.0,,Turnover by B. Bogdanović (bad pass; steal by M. Bridges),64,68
318,3,4:01.0,Shooting foul by H. Barnes (drawn by R. Holmes),,64,68
319,3,4:01.0,R. Holmes makes free throw 1 of 2,,65,68
320,3,4:01.0,R. Spalding enters the game for D. Bender,,65,68
321,3,4:01.0,,K. Koufos enters the game for N. Bjelica,65,68
322,3,4:01.0,,Sacramento full timeout,65,68
323,3,4:01.0,R. Holmes makes free throw 2 of 2,,66,68
324,3,3:47.0,,M. Bagley makes 2-pt layup from 2 ft,66,70
325,3,3:29.0,T. Daniels misses 3-pt jump shot from 23 ft,,66,70
326,3,3:28.0,Offensive rebound by R. Holmes,,66,70
327,3,3:28.0,Shooting foul by B. Bogdanović (drawn by R. Holmes),,66,70
328,3,3:28.0,R. Holmes makes free throw 1 of 2,,67,70
329,3,3:28.0,,C. Brewer enters the game for H. Barnes,67,70
330,3,3:28.0,R. Holmes makes free throw 2 of 2,,68,70
331,3,3:15.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,68,70
332,3,3:13.0,,Offensive rebound by Team,68,70
333,3,3:13.0,Loose ball foul by R. Spalding (drawn by M. Bagley),,68,70
334,3,2:59.0,,K. Koufos misses 2-pt jump shot from 7 ft,68,70
335,3,2:56.0,Defensive rebound by R. Spalding,,68,70
336,3,2:51.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by R. Spalding),,71,70
337,3,2:30.0,,Shooting foul by R. Spalding (drawn by M. Bagley),71,70
338,3,2:30.0,,M. Bagley makes free throw 1 of 2,71,71
339,3,2:30.0,,M. Bagley makes free throw 2 of 2,71,72
340,3,2:17.0,T. Daniels makes 2-pt jump shot from 18 ft (assist by M. Bridges),,73,72
341,3,2:04.0,,K. Koufos makes 2-pt hook shot from 10 ft (assist by D. Fox),73,74
342,3,1:51.0,Personal foul by C. Brewer (drawn by M. Bridges),,73,74
343,3,1:36.0,R. Holmes misses 2-pt hook shot from 8 ft,,73,74
344,3,1:33.0,,Defensive rebound by M. Bagley,73,74
345,3,1:17.0,,Shooting foul by R. Spalding (drawn by M. Bagley),73,74
346,3,1:17.0,,M. Bagley makes free throw 1 of 2,73,75
347,3,1:17.0,D. Booker enters the game for M. Bridges,,73,75
348,3,1:17.0,,M. Bagley makes free throw 2 of 2,73,76
349,3,1:05.0,Offensive foul by R. Holmes (drawn by C. Brewer),,73,76
350,3,1:05.0,Turnover by R. Holmes (offensive foul),,73,76
351,3,0:51.0,,D. Fox misses 2-pt jump shot from 23 ft,73,76
352,3,0:48.0,Defensive rebound by E. Okobo,,73,76
353,3,0:46.0,R. Holmes makes 2-pt dunk from 2 ft (assist by E. Okobo),,75,76
354,3,0:36.0,,C. Brewer makes 3-pt jump shot from 24 ft (assist by K. Koufos),75,79
355,3,0:31.0,E. Okobo misses 3-pt jump shot from 25 ft,,75,79
356,3,0:30.0,,Defensive rebound by Team,75,79
357,3,0:30.0,,B. Hield enters the game for K. Koufos,75,79
358,3,0:06.0,,Turnover by B. Bogdanović (lost ball; steal by R. Spalding),75,79
359,3,0:06.0,M. Bridges enters the game for R. Spalding,,75,79
360,3,0:00.0,Turnover by E. Okobo (lost ball; steal by B. Hield),,75,79
361,4,11:34.0,,B. Bogdanović misses 3-pt jump shot from 33 ft,75,79
362,4,11:31.0,,Offensive rebound by B. Hield,75,79
363,4,11:29.0,,B. Hield misses 3-pt jump shot from 25 ft,75,79
364,4,11:24.0,Defensive rebound by D. Bender,,75,79
365,4,11:08.0,D. Booker misses 3-pt jump shot from 25 ft,,75,79
366,4,11:06.0,,Defensive rebound by M. Bagley,75,79
367,4,10:48.0,,C. Brewer misses 2-pt jump shot from 8 ft,75,79
368,4,10:44.0,Defensive rebound by D. Bender,,75,79
369,4,10:36.0,Turnover by D. Booker (lost ball; steal by M. Bagley),,75,79
370,4,10:33.0,,Shooting foul by D. Bender (drawn by M. Bagley),75,79
371,4,10:33.0,,M. Bagley misses free throw 1 of 2,75,79
372,4,10:33.0,,Offensive rebound by Team,75,79
373,4,10:33.0,,M. Bagley makes free throw 2 of 2,75,80
374,4,10:11.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by R. Holmes),,78,80
375,4,9:52.0,,B. Bogdanović misses 2-pt jump shot from 19 ft,78,80
376,4,9:49.0,,Offensive rebound by K. Koufos,78,80
377,4,9:46.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,78,80
378,4,9:44.0,Defensive rebound by E. Okobo,,78,80
379,4,9:29.0,E. Okobo makes 3-pt jump shot from 25 ft (assist by D. Booker),,81,80
380,4,9:28.0,,Sacramento full timeout,81,80
381,4,9:28.0,,H. Barnes enters the game for C. Brewer,81,80
382,4,9:28.0,,N. Bjelica enters the game for K. Koufos,81,80
383,4,9:02.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by B. Hield),81,83
384,4,8:43.0,R. Holmes makes 2-pt layup from 2 ft (assist by D. Booker),,83,83
385,4,8:33.0,,N. Bjelica makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),83,86
