,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ORLANDO_ACTION,LA LAKERS_SCORE,ORLANDO_SCORE
380,4,6:43.0,B. Ingram misses 2-pt jump shot from 16 ft,,94,114
381,4,6:40.0,Offensive rebound by L. Stephenson,,94,114
382,4,6:39.0,L. Stephenson makes 2-pt layup from 1 ft,,96,114
383,4,6:24.0,,Turnover by M. Bamba (bad pass; steal by L. Stephenson),96,114
384,4,6:19.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,96,114
385,4,6:15.0,,Defensive rebound by J. Grant,96,114
386,4,6:15.0,,Turnover by J. Grant (out of bounds lost ball),96,114
387,4,6:05.0,S. Mykhailiuk makes 3-pt jump shot from 27 ft (assist by L. Stephenson),,99,114
388,4,6:04.0,,Orlando full timeout,99,114
389,4,6:04.0,,D. Augustin enters the game for M. Bamba,99,114
390,4,6:04.0,,A. Gordon enters the game for J. Grant,99,114
391,4,6:04.0,,N. Vučević enters the game for J. Isaac,99,114
392,4,5:49.0,,J. Simmons misses 3-pt jump shot from 22 ft,99,114
393,4,5:45.0,Defensive rebound by B. Ingram,,99,114
394,4,5:35.0,B. Ingram makes 2-pt jump shot from 4 ft,,101,114
395,4,5:18.0,,E. Fournier misses 3-pt jump shot from 26 ft,101,114
396,4,5:15.0,Defensive rebound by L. Stephenson,,101,114
397,4,5:11.0,L. Stephenson makes 2-pt layup from 2 ft,,103,114
398,4,5:11.0,,Orlando full timeout,103,114
399,4,4:54.0,,Shooting foul by L. Stephenson (drawn by A. Gordon),103,114
400,4,4:54.0,,A. Gordon makes free throw 1 of 2,103,115
401,4,4:54.0,,A. Gordon misses free throw 2 of 2,103,115
402,4,4:52.0,Defensive rebound by B. Ingram,,103,115
403,4,4:41.0,M. Beasley misses 2-pt jump shot from 10 ft,,103,115
404,4,4:34.0,Offensive rebound by M. Beasley,,103,115
405,4,4:34.0,M. Beasley makes 2-pt layup at rim,,105,115
406,4,4:21.0,,N. Vučević makes 2-pt hook shot from 6 ft,105,117
407,4,4:21.0,,Shooting foul by M. Beasley (drawn by N. Vučević),105,117
408,4,4:21.0,,N. Vučević makes free throw 1 of 1,105,118
409,4,4:11.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by B. Ingram),,108,118
410,4,3:52.0,,Personal foul by M. Beasley (drawn by N. Vučević),108,118
411,4,3:52.0,,N. Vučević makes free throw 1 of 2,108,119
412,4,3:52.0,,N. Vučević makes free throw 2 of 2,108,120
413,4,3:43.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,108,120
414,4,3:42.0,,Defensive rebound by Team,108,120
415,4,3:28.0,,N. Vučević misses 2-pt hook shot from 6 ft,108,120
416,4,3:26.0,Defensive rebound by L. Stephenson,,108,120
417,4,3:22.0,Personal foul by E. Fournier (drawn by L. Stephenson),,108,120
418,4,3:22.0,L. Stephenson makes free throw 1 of 2,,109,120
419,4,3:22.0,L. Stephenson makes free throw 2 of 2,,110,120
420,4,3:09.0,,Shooting foul by M. Beasley (drawn by N. Vučević),110,120
421,4,3:09.0,,N. Vučević misses free throw 1 of 2,110,120
422,4,3:09.0,,Offensive rebound by Team,110,120
423,4,3:09.0,,N. Vučević makes free throw 2 of 2,110,121
424,4,2:59.0,M. Beasley misses 3-pt jump shot from 26 ft,,110,121
425,4,2:56.0,,Defensive rebound by J. Simmons,110,121
426,4,2:37.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by D. Augustin),110,123
427,4,2:18.0,B. Ingram misses 3-pt jump shot from 25 ft,,110,123
428,4,2:16.0,,Defensive rebound by E. Fournier,110,123
429,4,2:06.0,,Shooting foul by S. Mykhailiuk (drawn by D. Augustin),110,123
430,4,2:06.0,,D. Augustin makes free throw 1 of 2,110,124
431,4,2:06.0,M. Wagner enters the game for B. Ingram,,110,124
432,4,2:06.0,,D. Augustin makes free throw 2 of 2,110,125
433,4,1:49.0,L. Stephenson misses 2-pt layup from 1 ft,,110,125
434,4,1:47.0,,Defensive rebound by N. Vučević,110,125
435,4,1:44.0,,Orlando full timeout,110,125
436,4,1:44.0,,K. Birch enters the game for D. Augustin,110,125
437,4,1:44.0,,I. Briscoe enters the game for E. Fournier,110,125
438,4,1:44.0,,J. Grant enters the game for A. Gordon,110,125
439,4,1:44.0,,W. Iwundu enters the game for J. Simmons,110,125
440,4,1:44.0,,J. Martin enters the game for N. Vučević,110,125
441,4,1:36.0,,J. Martin makes 2-pt jump shot from 23 ft (assist by I. Briscoe),110,127
442,4,1:22.0,M. Beasley makes 2-pt layup from 2 ft,,112,127
443,4,1:22.0,Shooting foul by K. Birch (drawn by M. Beasley),,112,127
444,4,1:22.0,M. Beasley makes free throw 1 of 1,,113,127
445,4,1:10.0,,J. Grant misses 3-pt jump shot from 25 ft,113,127
446,4,1:07.0,Defensive rebound by L. Stephenson,,113,127
447,4,0:59.0,M. Wagner misses 3-pt jump shot from 26 ft,,113,127
448,4,0:56.0,,Defensive rebound by J. Martin,113,127
449,4,0:42.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by I. Briscoe),113,130
450,4,0:32.0,M. Beasley makes 2-pt jump shot from 21 ft (assist by L. Stephenson),,115,130
451,4,0:21.0,,Turnover by W. Iwundu (bad pass; steal by M. Beasley),115,130
452,4,0:02.0,L. Stephenson makes 2-pt layup from 2 ft,,117,130
