,QUARTER,TIME_REMAINING,HOUSTON_ACTION,NEW ORLEANS_ACTION,HOUSTON_SCORE,NEW ORLEANS_SCORE
132,2,8:55.0,,I. Clark misses 2-pt jump shot from 20 ft (block by G. Green),34,24
133,2,8:55.0,,Offensive rebound by Team,34,24
134,2,8:55.0,,Turnover by Team (shot clock),34,24
135,2,8:45.0,G. Green misses 3-pt jump shot from 27 ft,,34,24
136,2,8:40.0,,Defensive rebound by T. Frazier,34,24
137,2,8:36.0,,J. Randle misses 2-pt layup from 5 ft (block by C. Capela),34,24
138,2,8:36.0,Defensive rebound by A. Rivers,,34,24
139,2,8:27.0,G. Green makes 3-pt jump shot from 23 ft (assist by E. Gordon),,37,24
140,2,8:06.0,,T. Frazier makes 3-pt jump shot from 27 ft (assist by J. Okafor),37,27
141,2,8:05.0,Houston full timeout,,37,27
142,2,8:05.0,P. Tucker enters the game for D. House,,37,27
143,2,8:05.0,,J. Holiday enters the game for E. Moore,37,27
144,2,7:51.0,P. Tucker misses 3-pt jump shot from 25 ft,,37,27
145,2,7:47.0,,Defensive rebound by J. Okafor,37,27
146,2,7:32.0,,T. Frazier makes 2-pt jump shot from 17 ft (assist by J. Randle),37,29
147,2,7:18.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by A. Rivers),,40,29
148,2,6:54.0,,J. Holiday makes 2-pt jump shot from 8 ft,40,31
149,2,6:41.0,E. Gordon misses 3-pt jump shot from 30 ft,,40,31
150,2,6:38.0,,Defensive rebound by T. Frazier,40,31
151,2,6:27.0,,J. Randle makes 2-pt jump shot from 9 ft (assist by I. Clark),40,33
152,2,6:13.0,A. Rivers makes 2-pt layup from 2 ft,,42,33
153,2,6:05.0,,Turnover by I. Clark (bad pass; steal by P. Tucker),42,33
154,2,5:57.0,A. Rivers misses 3-pt jump shot from 27 ft,,42,33
155,2,5:54.0,,Defensive rebound by J. Holiday,42,33
156,2,5:43.0,,J. Holiday makes 2-pt layup from 3 ft (assist by T. Frazier),42,35
157,2,5:28.0,Turnover by E. Gordon (traveling),,42,35
158,2,5:28.0,J. Harden enters the game for G. Green,,42,35
159,2,5:28.0,,A. Davis enters the game for I. Clark,42,35
160,2,5:28.0,,E. Moore enters the game for J. Okafor,42,35
161,2,5:17.0,,J. Holiday misses 2-pt layup from 2 ft,42,35
162,2,5:17.0,,Offensive rebound by Team,42,35
163,2,5:14.0,,E. Moore misses 2-pt layup from 8 ft,42,35
164,2,5:10.0,,Offensive rebound by J. Randle,42,35
165,2,5:08.0,,J. Randle makes 2-pt hook shot from 4 ft,42,37
166,2,4:59.0,J. Harden misses 3-pt jump shot from 27 ft,,42,37
167,2,4:55.0,,Defensive rebound by J. Randle,42,37
168,2,4:47.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by T. Frazier),42,40
169,2,4:45.0,Houston full timeout,,42,40
170,2,4:45.0,N. Hilário enters the game for C. Capela,,42,40
171,2,4:45.0,D. House enters the game for E. Gordon,,42,40
172,2,4:30.0,J. Harden makes 3-pt jump shot from 26 ft (assist by N. Hilário),,45,40
173,2,4:02.0,,A. Davis misses 2-pt jump shot from 15 ft,45,40
174,2,3:58.0,Defensive rebound by A. Rivers,,45,40
175,2,3:48.0,J. Harden misses 3-pt jump shot from 28 ft,,45,40
176,2,3:44.0,,Defensive rebound by A. Davis,45,40
177,2,3:38.0,,E. Moore misses 2-pt layup from 5 ft,45,40
178,2,3:37.0,,Offensive rebound by Team,45,40
179,2,3:28.0,,J. Holiday misses 2-pt jump shot from 20 ft,45,40
180,2,3:25.0,,Offensive rebound by J. Randle,45,40
181,2,3:16.0,,J. Holiday misses 2-pt jump shot from 10 ft,45,40
182,2,3:13.0,Defensive rebound by P. Tucker,,45,40
183,2,2:53.0,A. Rivers misses 3-pt jump shot from 25 ft,,45,40
184,2,2:47.0,,Defensive rebound by A. Davis,45,40
185,2,2:42.0,,E. Moore makes 2-pt layup from 2 ft (assist by T. Frazier),45,42
186,2,2:27.0,P. Tucker misses 2-pt layup from 2 ft (block by A. Davis),,45,42
187,2,2:27.0,,Defensive rebound by J. Randle,45,42
188,2,2:20.0,,E. Moore misses 3-pt jump shot from 25 ft,45,42
189,2,2:20.0,,Offensive rebound by Team,45,42
190,2,2:11.0,,T. Frazier misses 3-pt jump shot from 28 ft,45,42
191,2,2:08.0,Defensive rebound by P. Tucker,,45,42
192,2,1:50.0,Turnover by J. Harden (bad pass; steal by J. Randle),,45,42
193,2,1:47.0,,Shooting foul by D. House (drawn by A. Davis),45,42
194,2,1:47.0,,A. Davis misses free throw 1 of 2,45,42
195,2,1:47.0,,Offensive rebound by Team,45,42
196,2,1:47.0,,A. Davis makes free throw 2 of 2,45,43
197,2,1:29.0,N. Hilário makes 2-pt layup from 2 ft (assist by D. House),,47,43
198,2,1:12.0,,Turnover by A. Davis (lost ball; steal by J. Harden),47,43
199,2,1:03.0,Personal foul by E. Moore (drawn by J. Harden),,47,43
200,2,1:03.0,C. Capela enters the game for N. Hilário,,47,43
201,2,0:56.0,Turnover by J. Harden (bad pass; steal by A. Davis),,47,43
202,2,0:52.0,,E. Moore makes 2-pt layup from 2 ft (assist by J. Randle),47,45
203,2,0:35.0,Shooting foul by E. Moore (drawn by J. Harden),,47,45
204,2,0:35.0,J. Harden makes free throw 1 of 3,,48,45
205,2,0:35.0,J. Harden makes free throw 2 of 3,,49,45
206,2,0:35.0,J. Harden makes free throw 3 of 3,,50,45
207,2,0:30.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by J. Holiday),50,48
208,2,0:08.0,J. Harden makes 3-pt jump shot from 27 ft,,53,48
209,2,0:00.0,,T. Frazier makes 2-pt layup from 3 ft (assist by J. Holiday),53,50
210,3,11:41.0,,J. Randle misses 2-pt layup from 4 ft,53,50
211,3,11:36.0,Defensive rebound by C. Capela,,53,50
212,3,11:33.0,E. Gordon makes 2-pt layup from 2 ft (assist by J. Harden),,55,50
213,3,11:23.0,,J. Holiday misses 2-pt jump shot from 13 ft,55,50
214,3,11:23.0,Defensive rebound by E. Gordon,,55,50
215,3,11:13.0,J. Harden misses 2-pt layup from 2 ft,,55,50
216,3,11:08.0,,Defensive rebound by A. Davis,55,50
217,3,11:00.0,,E. Moore makes 2-pt layup from 2 ft,55,52
218,3,10:39.0,Shooting foul by S. Hill (drawn by E. Gordon),,55,52
219,3,10:39.0,E. Gordon makes free throw 1 of 2,,56,52
220,3,10:39.0,E. Gordon misses free throw 2 of 2,,56,52
221,3,10:36.0,,Defensive rebound by J. Holiday,56,52
222,3,10:25.0,,Turnover by E. Moore (bad pass; steal by J. Harden),56,52
223,3,10:11.0,D. House misses 3-pt jump shot from 25 ft,,56,52
224,3,10:07.0,Offensive rebound by D. House,,56,52
225,3,10:01.0,J. Harden misses 2-pt jump shot from 15 ft,,56,52
226,3,9:59.0,,Defensive rebound by Team,56,52
227,3,9:59.0,Loose ball foul by C. Capela (drawn by A. Davis),,56,52
228,3,9:46.0,,A. Davis misses 2-pt hook shot from 6 ft,56,52
229,3,9:46.0,Defensive rebound by J. Harden,,56,52
230,3,9:29.0,E. Gordon misses 3-pt jump shot from 26 ft,,56,52
231,3,9:26.0,Offensive rebound by C. Capela,,56,52
232,3,9:19.0,Shooting foul by S. Hill (drawn by J. Harden),,56,52
233,3,9:19.0,J. Harden makes free throw 1 of 3,,57,52
234,3,9:19.0,J. Harden makes free throw 2 of 3,,58,52
235,3,9:19.0,J. Harden makes free throw 3 of 3,,59,52
236,3,9:04.0,,S. Hill misses 2-pt layup from 6 ft (block by P. Tucker),59,52
237,3,9:04.0,,Offensive rebound by Team,59,52
238,3,8:54.0,,J. Holiday misses 3-pt jump shot from 24 ft,59,52
239,3,8:52.0,Defensive rebound by J. Harden,,59,52
240,3,8:43.0,P. Tucker misses 3-pt jump shot from 23 ft,,59,52
241,3,8:39.0,,Defensive rebound by S. Hill,59,52
242,3,8:30.0,,J. Randle misses 2-pt layup from 9 ft (block by J. Harden),59,52
243,3,8:30.0,,Offensive rebound by Team,59,52
244,3,8:30.0,,J. Randle misses 2-pt layup from 9 ft (block by J. Harden),59,52
245,3,8:30.0,,Offensive rebound by Team,59,52
246,3,8:30.0,,Turnover by J. Holiday (bad pass),59,52
247,3,8:20.0,E. Gordon misses 3-pt jump shot from 27 ft,,59,52
248,3,8:16.0,,Defensive rebound by A. Davis,59,52
249,3,8:10.0,,Personal foul by P. Tucker (drawn by A. Davis),59,52
250,3,8:10.0,,T. Frazier enters the game for S. Hill,59,52
251,3,8:03.0,,Turnover by J. Randle (offensive foul),59,52
252,3,8:03.0,,Offensive foul by J. Randle (drawn by P. Tucker),59,52
253,3,8:03.0,,New Orleans full timeout,59,52
254,3,7:48.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,61,52
255,3,7:32.0,,Personal foul by P. Tucker (drawn by J. Holiday),61,52
256,3,7:25.0,,E. Moore misses 2-pt layup from 5 ft,61,52
257,3,7:19.0,Defensive rebound by C. Capela,,61,52
258,3,7:13.0,J. Harden misses 3-pt jump shot from 27 ft,,61,52
259,3,7:07.0,,Defensive rebound by J. Randle,61,52
260,3,7:02.0,,E. Moore makes 2-pt layup from 3 ft (assist by T. Frazier),61,54
261,3,6:51.0,E. Gordon makes 2-pt layup from 3 ft,,63,54
262,3,6:33.0,,A. Davis misses 2-pt jump shot from 10 ft,63,54
263,3,6:33.0,Defensive rebound by C. Capela,,63,54
264,3,6:27.0,Turnover by J. Harden (bad pass; steal by A. Davis),,63,54
265,3,6:27.0,,Shooting foul by J. Harden (drawn by A. Davis),63,54
266,3,6:27.0,,A. Davis makes free throw 1 of 2,63,55
267,3,6:27.0,G. Green enters the game for E. Gordon,,63,55
268,3,6:27.0,A. Rivers enters the game for D. House,,63,55
269,3,6:27.0,,A. Davis makes free throw 2 of 2,63,56
270,3,6:11.0,J. Harden makes 2-pt layup from 3 ft,,65,56
271,3,5:58.0,,J. Holiday makes 2-pt jump shot from 12 ft,65,58
272,3,5:36.0,J. Harden misses 3-pt jump shot from 27 ft,,65,58
273,3,5:31.0,,Defensive rebound by J. Randle,65,58
274,3,5:25.0,,J. Randle makes 2-pt layup from 2 ft,65,60
275,3,5:08.0,A. Rivers makes 2-pt layup from 3 ft,,67,60
276,3,4:59.0,,J. Randle makes 2-pt layup from 3 ft,67,62
277,3,4:47.0,A. Rivers misses 3-pt jump shot from 27 ft,,67,62
278,3,4:44.0,,Defensive rebound by E. Moore,67,62
279,3,4:44.0,N. Hilário enters the game for C. Capela,,67,62
280,3,4:44.0,,I. Clark enters the game for E. Moore,67,62
281,3,4:22.0,,Turnover by T. Frazier (back court),67,62
282,3,4:22.0,,S. Hill enters the game for J. Randle,67,62
283,3,4:12.0,Shooting foul by T. Frazier (drawn by N. Hilário),,67,62
284,3,4:12.0,N. Hilário misses free throw 1 of 2,,67,62
285,3,4:12.0,Offensive rebound by Team,,67,62
286,3,4:12.0,D. House enters the game for P. Tucker,,67,62
287,3,4:12.0,N. Hilário makes free throw 2 of 2,,68,62
288,3,4:06.0,,I. Clark misses 3-pt jump shot from 23 ft,68,62
289,3,4:02.0,Defensive rebound by A. Rivers,,68,62
290,3,3:44.0,Turnover by A. Rivers (bad pass; steal by T. Frazier),,68,62
291,3,3:34.0,,J. Holiday misses 3-pt jump shot from 26 ft,68,62
292,3,3:30.0,Defensive rebound by A. Rivers,,68,62
293,3,3:15.0,N. Hilário makes 2-pt jump shot from 14 ft (assist by A. Rivers),,70,62
294,3,2:55.0,,J. Holiday makes 2-pt layup from 3 ft,70,64
295,3,2:55.0,,Shooting foul by J. Harden (drawn by J. Holiday),70,64
296,3,2:55.0,Houston full timeout,,70,64
297,3,2:55.0,,J. Holiday makes free throw 1 of 1,70,65
298,3,2:43.0,G. Green misses 3-pt jump shot from 26 ft,,70,65
299,3,2:39.0,,Defensive rebound by T. Frazier,70,65
300,3,2:33.0,,J. Holiday misses 3-pt jump shot from 26 ft,70,65
301,3,2:28.0,Defensive rebound by G. Green,,70,65
302,3,2:23.0,J. Harden misses 3-pt jump shot from 27 ft,,70,65
303,3,2:20.0,,Defensive rebound by T. Frazier,70,65
304,3,2:02.0,,J. Holiday makes 2-pt layup from 2 ft (assist by A. Davis),70,67
305,3,1:41.0,N. Hilário misses 2-pt jump shot from 16 ft,,70,67
306,3,1:37.0,,Defensive rebound by T. Frazier,70,67
307,3,1:20.0,,I. Clark makes 3-pt jump shot from 26 ft,70,70
308,3,1:06.0,Turnover by J. Harden (lost ball; steal by J. Holiday),,70,70
309,3,1:03.0,,J. Holiday makes 2-pt dunk from 2 ft,70,72
310,3,1:03.0,Houston full timeout,,70,72
311,3,1:03.0,,New Orleans full timeout,70,72
312,3,1:03.0,E. Gordon enters the game for J. Harden,,70,72
313,3,1:03.0,,F. Jackson enters the game for J. Holiday,70,72
314,3,0:50.0,D. House makes 3-pt jump shot from 24 ft (assist by E. Gordon),,73,72
315,3,0:41.0,,Personal foul by N. Hilário (drawn by I. Clark),73,72
316,3,0:41.0,,I. Clark makes free throw 1 of 2,73,73
317,3,0:41.0,,I. Clark makes free throw 2 of 2,73,74
318,3,0:32.0,E. Gordon makes 2-pt layup from 2 ft,,75,74
319,3,0:13.0,,Shooting foul by A. Rivers (drawn by A. Davis),75,74
320,3,0:13.0,,A. Davis makes free throw 1 of 2,75,75
321,3,0:13.0,,A. Davis makes free throw 2 of 2,75,76
322,3,0:06.0,Personal foul by S. Hill (drawn by E. Gordon),,75,76
323,3,0:04.0,E. Gordon makes 2-pt dunk from 4 ft (assist by N. Hilário),,77,76
324,3,0:00.0,,T. Frazier misses 3-pt jump shot from 25 ft,77,76
325,3,0:00.0,,Offensive rebound by Team,77,76
326,4,11:48.0,E. Gordon makes 2-pt layup from 4 ft (assist by A. Rivers),,79,76
327,4,11:30.0,,Turnover by J. Holiday (bad pass; steal by G. Green),79,76
328,4,11:24.0,D. House makes 2-pt layup from 2 ft,,81,76
329,4,11:09.0,,Away from play foul by A. Rivers (drawn by J. Randle),81,76
330,4,10:59.0,,E. Moore misses 2-pt jump shot from 10 ft,81,76
331,4,10:58.0,Defensive rebound by Team,,81,76
332,4,10:45.0,D. House makes 3-pt jump shot from 27 ft (assist by A. Rivers),,84,76
333,4,10:44.0,,New Orleans full timeout,84,76
334,4,10:44.0,,I. Clark enters the game for F. Jackson,84,76
335,4,10:33.0,,Shooting foul by N. Hilário (drawn by J. Randle),84,76
336,4,10:33.0,,J. Randle makes free throw 1 of 2,84,77
337,4,10:33.0,,J. Randle misses free throw 2 of 2,84,77
338,4,10:31.0,Defensive rebound by N. Hilário,,84,77
339,4,10:15.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by A. Rivers),,87,77
340,4,10:08.0,,E. Moore makes 3-pt jump shot from 26 ft (assist by J. Holiday),87,80
341,4,9:52.0,E. Gordon makes 2-pt layup from 4 ft,,89,80
342,4,9:42.0,,I. Clark makes 2-pt jump shot from 8 ft,89,82
343,4,9:29.0,Shooting foul by J. Holiday (drawn by D. House),,89,82
344,4,9:29.0,D. House misses free throw 1 of 2,,89,82
345,4,9:29.0,Offensive rebound by Team,,89,82
346,4,9:29.0,C. Capela enters the game for G. Green,,89,82
347,4,9:29.0,P. Tucker enters the game for N. Hilário,,89,82
348,4,9:29.0,,A. Davis enters the game for J. Okafor,89,82
349,4,9:29.0,D. House makes free throw 2 of 2,,90,82
350,4,9:21.0,,J. Randle misses 2-pt layup from 3 ft,90,82
351,4,9:17.0,Defensive rebound by D. House,,90,82
352,4,8:58.0,D. House makes 3-pt jump shot from 25 ft (assist by E. Gordon),,93,82
353,4,8:36.0,,Personal foul by D. House (drawn by A. Davis),93,82
354,4,8:36.0,J. Harden enters the game for D. House,,93,82
355,4,8:28.0,,J. Holiday makes 2-pt layup from 4 ft,93,84
356,4,8:13.0,P. Tucker misses 3-pt jump shot from 24 ft,,93,84
357,4,8:10.0,Offensive rebound by C. Capela,,93,84
358,4,8:03.0,Turnover by E. Gordon (bad pass; steal by J. Randle),,93,84
359,4,7:52.0,,I. Clark misses 2-pt jump shot from 10 ft,93,84
360,4,7:51.0,Defensive rebound by Team,,93,84
361,4,7:31.0,J. Harden makes 3-pt jump shot from 27 ft,,96,84
362,4,7:15.0,,A. Davis makes 2-pt jump shot from 13 ft (assist by J. Holiday),96,86
363,4,6:57.0,C. Capela makes 2-pt dunk from 3 ft (assist by J. Harden),,98,86
364,4,6:41.0,,E. Moore misses 2-pt jump shot from 11 ft,98,86
365,4,6:38.0,,Offensive rebound by E. Moore,98,86
366,4,6:31.0,,Turnover by I. Clark (lost ball; steal by E. Gordon),98,86
367,4,6:25.0,A. Rivers misses 3-pt jump shot from 26 ft,,98,86
368,4,6:19.0,Offensive rebound by P. Tucker,,98,86
369,4,6:14.0,Personal foul by I. Clark (drawn by A. Rivers),,98,86
370,4,6:14.0,G. Green enters the game for E. Gordon,,98,86
371,4,5:56.0,J. Harden makes 3-pt jump shot from 23 ft (assist by A. Rivers),,101,86
372,4,5:50.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by J. Holiday),101,89
373,4,5:37.0,Turnover by C. Capela (traveling),,101,89
374,4,5:26.0,,E. Moore misses 3-pt jump shot from 27 ft,101,89
375,4,5:23.0,Defensive rebound by G. Green,,101,89
376,4,5:19.0,Turnover by J. Harden (bad pass; steal by A. Davis),,101,89
377,4,5:19.0,,Personal foul by C. Capela (drawn by A. Davis),101,89
378,4,5:07.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by J. Randle),101,92
379,4,4:46.0,P. Tucker misses 2-pt layup from 5 ft,,101,92
380,4,4:42.0,,Defensive rebound by J. Randle,101,92
381,4,4:36.0,,J. Randle misses 2-pt layup from 4 ft (block by C. Capela),101,92
382,4,4:35.0,Defensive rebound by Team,,101,92
383,4,4:35.0,,Loose ball foul by J. Randle (drawn by J. Harden),101,92
384,4,4:20.0,A. Rivers misses 3-pt jump shot from 24 ft,,101,92
385,4,4:15.0,,Defensive rebound by J. Randle,101,92
386,4,4:11.0,,A. Davis misses 3-pt jump shot from 29 ft,101,92
387,4,4:07.0,Defensive rebound by P. Tucker,,101,92
388,4,3:55.0,J. Harden misses 3-pt jump shot from 27 ft,,101,92
389,4,3:51.0,,Defensive rebound by J. Holiday,101,92
390,4,3:49.0,,J. Holiday misses 3-pt jump shot from 25 ft,101,92
391,4,3:46.0,Defensive rebound by A. Rivers,,101,92
