,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SACRAMENTO_ACTION,WASHINGTON_SCORE,SACRAMENTO_SCORE
89,1,2:30.0,,Shooting foul by M. Morris (drawn by F. Mason),21,22
90,1,2:30.0,,Sacramento full timeout,21,22
91,1,2:30.0,,F. Mason makes free throw 1 of 1,21,23
92,1,2:13.0,M. Morris makes 2-pt layup from 3 ft,,23,23
93,1,1:57.0,,Personal foul by J. Wall (drawn by M. Bagley),23,23
94,1,1:57.0,T. Satoranský enters the game for J. Wall,,23,23
95,1,1:57.0,,H. Giles enters the game for W. Cauley-Stein,23,23
96,1,1:49.0,,B. Hield makes 2-pt jump shot from 20 ft (assist by F. Mason),23,25
97,1,1:35.0,T. Satoranský makes 2-pt jump shot from 7 ft,,25,25
98,1,1:25.0,,M. Bagley misses 2-pt jump shot from 17 ft,25,25
99,1,1:24.0,Defensive rebound by J. Green,,25,25
100,1,1:23.0,Turnover by J. Green (lost ball; steal by M. Bagley),,25,25
101,1,1:21.0,,Offensive foul by M. Bagley (drawn by M. Morris),25,25
102,1,1:21.0,,Turnover by M. Bagley (offensive foul),25,25
103,1,1:12.0,K. Oubre misses 2-pt layup from 6 ft (block by M. Bagley),,25,25
104,1,1:07.0,,Defensive rebound by M. Bagley,25,25
105,1,1:03.0,,B. Hield misses 2-pt layup from 2 ft (block by M. Morris),25,25
106,1,1:01.0,,Offensive rebound by B. Hield,25,25
107,1,0:48.0,,F. Mason misses 2-pt jump shot from 16 ft,25,25
108,1,0:46.0,,Offensive rebound by H. Giles,25,25
109,1,0:46.0,,H. Giles makes 2-pt layup from 2 ft,25,27
110,1,0:46.0,,Shooting foul by T. Satoranský (drawn by H. Giles),25,27
111,1,0:46.0,,H. Giles makes free throw 1 of 1,25,28
112,1,0:31.0,K. Oubre misses 3-pt jump shot from 26 ft,,25,28
113,1,0:28.0,,Defensive rebound by M. Bagley,25,28
114,1,0:11.0,,F. Mason misses 3-pt jump shot from 26 ft,25,28
115,1,0:07.0,Defensive rebound by K. Oubre,,25,28
116,1,0:04.0,M. Morris makes 2-pt layup from 2 ft (assist by K. Oubre),,27,28
117,1,0:00.0,,B. Hield misses 3-pt jump shot from 27 ft,27,28
118,1,0:00.0,,Offensive rebound by Team,27,28
119,2,11:46.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by A. Rivers),,30,28
120,2,11:29.0,,Personal foul by K. Oubre (drawn by M. Bagley),30,28
121,2,11:15.0,,F. Mason misses 3-pt jump shot from 26 ft,30,28
122,2,11:12.0,Defensive rebound by B. Beal,,30,28
123,2,11:06.0,A. Rivers misses 2-pt layup from 2 ft,,30,28
124,2,11:03.0,,Defensive rebound by H. Giles,30,28
125,2,10:59.0,,J. Jackson misses 3-pt jump shot from 25 ft,30,28
126,2,10:55.0,Defensive rebound by K. Oubre,,30,28
127,2,10:51.0,B. Beal makes 2-pt jump shot from 10 ft (assist by T. Satoranský),,32,28
128,2,10:40.0,,Sacramento full timeout,32,28
129,2,10:40.0,,Turnover by (5 sec),32,28
130,2,10:26.0,J. Green makes 2-pt jump shot from 20 ft (assist by T. Satoranský),,34,28
131,2,10:15.0,,Offensive foul by H. Giles (drawn by T. Satoranský),34,28
132,2,10:15.0,,Turnover by H. Giles (offensive foul),34,28
133,2,10:09.0,Offensive foul by J. Green (drawn by Y. Ferrell),,34,28
134,2,10:09.0,Turnover by J. Green (offensive foul),,34,28
135,2,10:09.0,,N. Bjelica enters the game for H. Giles,34,28
136,2,10:09.0,,D. Fox enters the game for F. Mason,34,28
137,2,9:58.0,,J. Jackson misses 3-pt jump shot from 25 ft,34,28
138,2,9:52.0,Defensive rebound by K. Oubre,,34,28
139,2,9:47.0,K. Oubre makes 2-pt layup from 2 ft,,36,28
140,2,9:34.0,,M. Bagley makes 2-pt hook shot from 6 ft,36,30
141,2,9:26.0,B. Beal misses 3-pt jump shot from 26 ft,,36,30
142,2,9:21.0,Offensive rebound by J. Green,,36,30
143,2,9:21.0,J. Green makes 2-pt layup from 1 ft,,38,30
144,2,9:07.0,,J. Jackson misses 3-pt jump shot from 25 ft,38,30
145,2,9:03.0,Defensive rebound by B. Beal,,38,30
146,2,8:56.0,Turnover by J. Green (bad pass),,38,30
147,2,8:42.0,,N. Bjelica makes 2-pt layup from 3 ft (assist by D. Fox),38,32
148,2,8:32.0,B. Beal misses 3-pt jump shot from 25 ft,,38,32
149,2,8:30.0,,Defensive rebound by J. Jackson,38,32
150,2,8:25.0,,N. Bjelica makes 3-pt jump shot from 27 ft (assist by J. Jackson),38,35
151,2,8:01.0,B. Beal misses 2-pt jump shot from 14 ft,,38,35
152,2,7:58.0,,Defensive rebound by Y. Ferrell,38,35
153,2,7:52.0,,N. Bjelica misses 2-pt jump shot from 16 ft,38,35
154,2,7:49.0,Defensive rebound by J. Green,,38,35
155,2,7:45.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by J. Green),,41,35
156,2,7:26.0,,N. Bjelica makes 2-pt layup from 2 ft,41,37
157,2,7:15.0,Offensive foul by B. Beal (drawn by Y. Ferrell),,41,37
158,2,7:15.0,Turnover by B. Beal (offensive foul),,41,37
159,2,7:15.0,J. Wall enters the game for T. Satoranský,,41,37
160,2,7:15.0,,I. Shumpert enters the game for J. Jackson,41,37
161,2,7:02.0,,D. Fox makes 2-pt dunk from 1 ft,41,39
162,2,6:41.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by A. Rivers),,44,39
163,2,6:28.0,,M. Bagley misses 2-pt layup from 2 ft,44,39
164,2,6:24.0,,Offensive rebound by M. Bagley,44,39
165,2,6:24.0,,M. Bagley makes 2-pt layup at rim,44,41
166,2,6:17.0,A. Rivers misses 3-pt jump shot from 25 ft,,44,41
167,2,6:15.0,,Defensive rebound by I. Shumpert,44,41
168,2,6:05.0,,M. Bagley misses 2-pt jump shot from 17 ft,44,41
169,2,6:02.0,,Offensive rebound by N. Bjelica,44,41
170,2,5:59.0,,N. Bjelica misses 3-pt jump shot from 22 ft,44,41
171,2,5:59.0,Defensive rebound by J. Green,,44,41
172,2,5:52.0,Shooting foul by I. Shumpert (drawn by B. Beal),,44,41
173,2,5:52.0,B. Beal makes free throw 1 of 2,,45,41
174,2,5:52.0,M. Morris enters the game for J. Green,,45,41
175,2,5:52.0,,W. Cauley-Stein enters the game for M. Bagley,45,41
176,2,5:52.0,B. Beal makes free throw 2 of 2,,46,41
177,2,5:42.0,,Turnover by I. Shumpert (lost ball; steal by J. Wall),46,41
178,2,5:40.0,Shooting foul by D. Fox (drawn by J. Wall),,46,41
179,2,5:40.0,,Technical foul by D. Fox,46,41
180,2,5:40.0,B. Beal makes technical free throw,,47,41
181,2,5:40.0,,T. Williams enters the game for I. Shumpert,47,41
182,2,5:40.0,J. Wall makes free throw 1 of 2,,48,41
183,2,5:40.0,J. Wall makes free throw 2 of 2,,49,41
184,2,5:25.0,,Personal foul by K. Oubre (drawn by Y. Ferrell),49,41
185,2,5:25.0,,B. Hield enters the game for D. Fox,49,41
186,2,5:15.0,,B. Hield misses 3-pt jump shot from 26 ft,49,41
187,2,5:13.0,Defensive rebound by A. Rivers,,49,41
188,2,5:12.0,Turnover by A. Rivers (lost ball; steal by T. Williams),,49,41
189,2,5:04.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by N. Bjelica),49,44
190,2,4:51.0,A. Rivers makes 3-pt jump shot from 24 ft,,52,44
191,2,4:37.0,,N. Bjelica makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),52,46
192,2,4:37.0,,Shooting foul by A. Rivers (drawn by N. Bjelica),52,46
193,2,4:37.0,,N. Bjelica misses free throw 1 of 1,52,46
194,2,4:34.0,Defensive rebound by K. Oubre,,52,46
195,2,4:21.0,K. Oubre misses 3-pt jump shot from 25 ft,,52,46
196,2,4:17.0,,Defensive rebound by T. Williams,52,46
197,2,4:14.0,,N. Bjelica misses 2-pt layup from 3 ft,52,46
198,2,4:08.0,,Offensive rebound by N. Bjelica,52,46
199,2,4:08.0,,N. Bjelica misses 2-pt layup at rim,52,46
200,2,4:07.0,Defensive rebound by B. Beal,,52,46
201,2,4:07.0,Turnover by A. Rivers (traveling),,52,46
202,2,3:53.0,,Y. Ferrell makes 2-pt jump shot from 15 ft,52,48
203,2,3:53.0,,Shooting foul by A. Rivers (drawn by Y. Ferrell),52,48
204,2,3:53.0,O. Porter enters the game for A. Rivers,,52,48
205,2,3:53.0,,Y. Ferrell makes free throw 1 of 1,52,49
206,2,3:38.0,B. Beal misses 2-pt layup from 3 ft,,52,49
207,2,3:36.0,,Defensive rebound by N. Bjelica,52,49
208,2,3:31.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by Y. Ferrell),52,51
209,2,3:30.0,Washington full timeout,,52,51
210,2,3:30.0,I. Mahinmi enters the game for K. Oubre,,52,51
211,2,3:21.0,Offensive foul by B. Beal (drawn by B. Hield),,52,51
212,2,3:21.0,Turnover by B. Beal (offensive foul),,52,51
213,2,3:00.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,52,51
214,2,2:54.0,Defensive rebound by I. Mahinmi,,52,51
215,2,2:48.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),,55,51
216,2,2:36.0,,T. Williams makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),55,54
217,2,2:13.0,M. Morris makes 2-pt jump shot from 19 ft,,57,54
218,2,2:02.0,,Turnover by W. Cauley-Stein (back court),57,54
219,2,2:01.0,,Violation by Team (delay of game),57,54
220,2,1:52.0,B. Beal misses 3-pt jump shot from 23 ft,,57,54
221,2,1:47.0,,Defensive rebound by W. Cauley-Stein,57,54
222,2,1:41.0,,Turnover by B. Hield (bad pass; steal by B. Beal),57,54
223,2,1:32.0,Shooting foul by N. Bjelica (drawn by J. Wall),,57,54
224,2,1:32.0,J. Wall makes free throw 1 of 2,,58,54
225,2,1:32.0,,M. Bagley enters the game for N. Bjelica,58,54
226,2,1:32.0,J. Wall makes free throw 2 of 2,,59,54
227,2,1:14.0,,Turnover by Y. Ferrell (lost ball; steal by I. Mahinmi),59,54
228,2,1:08.0,O. Porter misses 3-pt jump shot from 23 ft,,59,54
229,2,1:03.0,,Defensive rebound by B. Hield,59,54
230,2,0:52.0,,Turnover by B. Hield (lost ball; steal by B. Beal),59,54
231,2,0:47.0,B. Beal misses 3-pt jump shot from 25 ft,,59,54
232,2,0:44.0,,Defensive rebound by W. Cauley-Stein,59,54
233,2,0:32.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,59,54
234,2,0:29.0,,Offensive rebound by M. Bagley,59,54
235,2,0:27.0,,B. Hield misses 3-pt jump shot from 24 ft,59,54
236,2,0:24.0,Defensive rebound by O. Porter,,59,54
237,2,0:23.0,M. Morris makes 2-pt dunk from 2 ft (assist by J. Wall),,61,54
238,2,0:23.0,Technical foul by M. Morris,,61,54
239,2,0:23.0,,B. Hield makes technical free throw,61,55
240,2,0:23.0,K. Oubre enters the game for B. Beal,,61,55
241,2,0:23.0,T. Satoranský enters the game for J. Wall,,61,55
242,2,0:23.0,,J. Jackson enters the game for M. Bagley,61,55
243,2,0:23.0,,F. Mason enters the game for Y. Ferrell,61,55
244,2,0:04.0,,Shooting foul by I. Mahinmi (drawn by W. Cauley-Stein),61,55
245,2,0:04.0,,W. Cauley-Stein misses free throw 1 of 2,61,55
246,2,0:04.0,,Offensive rebound by Team,61,55
247,2,0:04.0,B. Beal enters the game for K. Oubre,,61,55
248,2,0:04.0,J. Wall enters the game for T. Satoranský,,61,55
249,2,0:04.0,,W. Cauley-Stein misses free throw 2 of 2,61,55
250,2,0:02.0,Defensive rebound by M. Morris,,61,55
251,2,0:00.0,B. Beal misses 3-pt jump shot from 24 ft,,61,55
252,2,0:00.0,Offensive rebound by Team,,61,55
253,3,11:39.0,M. Morris misses 3-pt jump shot from 25 ft,,61,55
254,3,11:34.0,,Defensive rebound by I. Shumpert,61,55
255,3,11:27.0,,Personal foul by I. Mahinmi (drawn by N. Bjelica),61,55
256,3,11:17.0,,W. Cauley-Stein misses 2-pt jump shot from 20 ft,61,55
257,3,11:13.0,Defensive rebound by I. Mahinmi,,61,55
258,3,11:07.0,Turnover by M. Morris (bad pass; steal by W. Cauley-Stein),,61,55
259,3,10:59.0,,Turnover by N. Bjelica (bad pass; steal by J. Wall),61,55
260,3,10:47.0,M. Morris makes 2-pt jump shot from 13 ft (assist by O. Porter),,63,55
261,3,10:29.0,,Turnover by D. Fox (bad pass; steal by J. Wall),63,55
262,3,10:24.0,O. Porter misses 3-pt jump shot from 23 ft,,63,55
263,3,10:20.0,,Defensive rebound by N. Bjelica,63,55
264,3,10:14.0,,Personal foul by B. Beal (drawn by I. Shumpert),63,55
265,3,10:00.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),63,58
266,3,9:42.0,J. Wall misses 2-pt jump shot from 20 ft,,63,58
267,3,9:39.0,,Defensive rebound by W. Cauley-Stein,63,58
268,3,9:32.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by D. Fox),63,61
269,3,9:17.0,,Loose ball foul by D. Fox (drawn by O. Porter),63,61
270,3,9:10.0,O. Porter misses 3-pt jump shot from 26 ft,,63,61
271,3,9:07.0,,Defensive rebound by I. Shumpert,63,61
272,3,8:54.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by B. Hield),63,64
273,3,8:31.0,M. Morris misses 3-pt jump shot from 25 ft,,63,64
274,3,8:26.0,,Defensive rebound by N. Bjelica,63,64
275,3,8:21.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by N. Bjelica),63,66
276,3,8:20.0,Washington full timeout,,63,66
277,3,8:02.0,J. Wall misses 3-pt jump shot from 25 ft,,63,66
278,3,7:59.0,,Defensive rebound by W. Cauley-Stein,63,66
279,3,7:45.0,,I. Shumpert misses 3-pt jump shot from 23 ft,63,66
280,3,7:41.0,Defensive rebound by M. Morris,,63,66
281,3,7:20.0,O. Porter makes 2-pt layup from 1 ft (assist by I. Mahinmi),,65,66
282,3,7:12.0,,Personal foul by I. Mahinmi (drawn by W. Cauley-Stein),65,66
283,3,7:04.0,,Turnover by B. Hield (traveling),65,66
284,3,6:50.0,M. Morris misses 3-pt jump shot from 25 ft,,65,66
285,3,6:48.0,,Defensive rebound by I. Shumpert,65,66
286,3,6:41.0,,I. Shumpert misses 2-pt jump shot from 21 ft,65,66
287,3,6:41.0,Defensive rebound by B. Beal,,65,66
288,3,6:29.0,J. Wall misses 3-pt jump shot from 25 ft,,65,66
289,3,6:25.0,,Defensive rebound by N. Bjelica,65,66
290,3,6:13.0,,I. Shumpert misses 3-pt jump shot from 23 ft,65,66
291,3,6:09.0,Defensive rebound by M. Morris,,65,66
292,3,6:05.0,J. Wall makes 2-pt layup from 3 ft,,67,66
293,3,5:47.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),67,68
294,3,5:23.0,B. Beal misses 2-pt jump shot from 17 ft,,67,68
295,3,5:20.0,,Defensive rebound by I. Shumpert,67,68
296,3,5:15.0,,Sacramento full timeout,67,68
297,3,5:15.0,J. Green enters the game for I. Mahinmi,,67,68
298,3,5:15.0,,M. Bagley enters the game for N. Bjelica,67,68
299,3,5:15.0,,J. Jackson enters the game for D. Fox,67,68
300,3,5:04.0,,B. Hield makes 2-pt jump shot from 22 ft (assist by W. Cauley-Stein),67,70
301,3,4:44.0,J. Green misses 3-pt jump shot from 23 ft,,67,70
302,3,4:39.0,,Defensive rebound by J. Jackson,67,70
303,3,4:30.0,,W. Cauley-Stein misses 2-pt layup from 3 ft (block by M. Morris),67,70
304,3,4:27.0,Defensive rebound by J. Green,,67,70
305,3,4:25.0,J. Green makes 2-pt layup from 2 ft,,69,70
306,3,4:25.0,K. Oubre enters the game for O. Porter,,69,70
307,3,4:04.0,,B. Hield misses 3-pt jump shot from 24 ft,69,70
308,3,4:02.0,Defensive rebound by K. Oubre,,69,70
309,3,3:54.0,J. Wall misses 2-pt layup from 3 ft,,69,70
310,3,3:52.0,Offensive rebound by J. Wall,,69,70
311,3,3:51.0,J. Wall makes 2-pt layup from 2 ft,,71,70
312,3,3:35.0,,M. Bagley makes 3-pt jump shot from 23 ft (assist by W. Cauley-Stein),71,73
313,3,3:17.0,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Wall),,74,73
314,3,3:03.0,,B. Hield misses 2-pt layup from 2 ft,74,73
315,3,3:00.0,,Offensive rebound by W. Cauley-Stein,74,73
316,3,2:59.0,,W. Cauley-Stein misses 2-pt hook shot from 2 ft,74,73
317,3,2:54.0,,Offensive rebound by M. Bagley,74,73
318,3,2:54.0,,M. Bagley makes 2-pt layup from 1 ft,74,75
319,3,2:36.0,Turnover by M. Morris (offensive foul),,74,75
320,3,2:36.0,Offensive foul by M. Morris (drawn by J. Jackson),,74,75
321,3,2:36.0,A. Rivers enters the game for B. Beal,,74,75
322,3,2:36.0,,N. Bjelica enters the game for W. Cauley-Stein,74,75
323,3,2:16.0,,M. Bagley misses 2-pt jump shot from 16 ft,74,75
324,3,2:10.0,,Offensive rebound by I. Shumpert,74,75
325,3,2:09.0,,Turnover by M. Bagley (traveling),74,75
326,3,1:55.0,K. Oubre makes 2-pt layup from 2 ft (assist by J. Wall),,76,75
327,3,1:35.0,,Shooting foul by J. Wall (drawn by M. Bagley),76,75
328,3,1:35.0,,M. Bagley misses free throw 1 of 2,76,75
329,3,1:35.0,,Offensive rebound by Team,76,75
330,3,1:35.0,T. Satoranský enters the game for J. Wall,,76,75
331,3,1:35.0,,T. Williams enters the game for I. Shumpert,76,75
332,3,1:35.0,,M. Bagley misses free throw 2 of 2,76,75
333,3,1:32.0,Defensive rebound by K. Oubre,,76,75
334,3,1:23.0,Turnover by A. Rivers (offensive foul),,76,75
335,3,1:23.0,Offensive foul by A. Rivers (drawn by M. Bagley),,76,75
336,3,1:23.0,Violation by Team (delay of game),,76,75
337,3,1:10.0,,Turnover by M. Bagley (traveling),76,75
338,3,1:02.0,K. Oubre makes 2-pt layup from 3 ft,,78,75
339,3,1:02.0,Shooting foul by J. Jackson (drawn by K. Oubre),,78,75
340,3,1:02.0,,D. Fox enters the game for B. Hield,78,75
341,3,1:02.0,K. Oubre makes free throw 1 of 1,,79,75
342,3,0:49.0,,J. Jackson misses 3-pt jump shot from 24 ft,79,75
343,3,0:46.0,,Offensive rebound by N. Bjelica,79,75
344,3,0:39.0,,D. Fox makes 2-pt layup from 2 ft,79,77
345,3,0:23.0,J. Green makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,82,77
346,3,0:02.0,,D. Fox makes 2-pt jump shot from 18 ft,82,79
347,3,0:00.0,K. Oubre makes 3-pt jump shot from 40 ft (assist by M. Morris),,85,79
348,4,11:52.0,,Personal foul by T. Satoranský (drawn by D. Fox),85,79
349,4,11:38.0,,Turnover by M. Bagley (bad pass; steal by K. Oubre),85,79
350,4,11:21.0,A. Rivers misses 3-pt jump shot from 25 ft,,85,79
351,4,11:18.0,,Defensive rebound by N. Bjelica,85,79
352,4,11:14.0,,M. Bagley misses 2-pt layup from 3 ft,85,79
353,4,11:11.0,,Offensive rebound by M. Bagley,85,79
354,4,11:10.0,,M. Bagley makes 2-pt layup from 3 ft,85,81
355,4,10:46.0,J. Green misses 2-pt jump shot from 17 ft,,85,81
356,4,10:46.0,,Defensive rebound by M. Bagley,85,81
357,4,10:38.0,,D. Fox makes 3-pt jump shot from 26 ft,85,84
358,4,10:16.0,Shooting foul by M. Bagley (drawn by M. Morris),,85,84
359,4,10:16.0,M. Morris misses free throw 1 of 2,,85,84
360,4,10:16.0,Offensive rebound by Team,,85,84
361,4,10:16.0,M. Morris misses free throw 2 of 2,,85,84
362,4,10:14.0,,Defensive rebound by N. Bjelica,85,84
363,4,9:59.0,,D. Fox misses 3-pt jump shot from 24 ft,85,84
364,4,9:55.0,Defensive rebound by A. Rivers,,85,84
365,4,9:55.0,B. Beal enters the game for M. Morris,,85,84
366,4,9:45.0,T. Satoranský misses 2-pt jump shot from 20 ft,,85,84
367,4,9:42.0,,Defensive rebound by M. Bagley,85,84
368,4,9:38.0,,J. Jackson makes 2-pt layup from 2 ft (assist by D. Fox),85,86
369,4,9:27.0,B. Beal makes 2-pt jump shot from 20 ft,,87,86
370,4,9:13.0,,Turnover by D. Fox (bad pass),87,86
371,4,9:13.0,J. Wall enters the game for T. Satoranský,,87,86
372,4,9:00.0,A. Rivers misses 3-pt jump shot from 25 ft,,87,86
373,4,8:57.0,,Defensive rebound by N. Bjelica,87,86
374,4,8:51.0,,N. Bjelica misses 3-pt jump shot from 26 ft,87,86
375,4,8:51.0,Defensive rebound by Team,,87,86
376,4,8:43.0,J. Wall makes 2-pt layup from 1 ft,,89,86
377,4,8:32.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by D. Fox),89,89
378,4,8:19.0,J. Wall misses 2-pt layup from 6 ft (block by N. Bjelica),,89,89
379,4,8:16.0,,Defensive rebound by N. Bjelica,89,89
380,4,8:09.0,,Shooting foul by A. Rivers (drawn by D. Fox),89,89
381,4,8:09.0,,D. Fox misses free throw 1 of 2,89,89
382,4,8:09.0,,Offensive rebound by Team,89,89
383,4,8:09.0,,D. Fox makes free throw 2 of 2,89,90
