,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BOSTON_ACTION,PHOENIX_SCORE,BOSTON_SCORE
84,1,2:13.0,,J. Brown misses 2-pt jump shot from 6 ft,22,30
85,1,2:10.0,Defensive rebound by R. Holmes,,22,30
86,1,1:56.0,R. Holmes misses 2-pt hook shot from 5 ft,,22,30
87,1,1:53.0,,Defensive rebound by J. Brown,22,30
88,1,1:42.0,,T. Rozier misses 2-pt jump shot from 17 ft,22,30
89,1,1:40.0,Defensive rebound by R. Holmes,,22,30
90,1,1:30.0,D. Booker makes 2-pt jump shot from 5 ft (assist by J. Crawford),,24,30
91,1,1:10.0,,D. Theis misses 2-pt jump shot from 15 ft,24,30
92,1,1:07.0,Defensive rebound by J. Crawford,,24,30
93,1,1:00.0,R. Holmes misses 2-pt layup from 1 ft,,24,30
94,1,0:59.0,,Defensive rebound by G. Hayward,24,30
95,1,0:54.0,,G. Hayward makes 2-pt jump shot from 11 ft,24,32
96,1,0:43.0,D. Booker makes 2-pt jump shot from 16 ft (assist by J. Crawford),,26,32
97,1,0:30.0,,D. Theis makes 2-pt jump shot from 7 ft (assist by T. Rozier),26,34
98,1,0:10.0,J. Crawford misses 2-pt jump shot from 9 ft,,26,34
99,1,0:08.0,,Defensive rebound by D. Theis,26,34
100,1,0:04.0,,G. Hayward makes 3-pt jump shot from 26 ft,26,37
101,1,0:00.0,J. Crawford misses 3-pt jump shot from 27 ft,,26,37
102,1,0:00.0,Offensive rebound by Team,,26,37
103,2,11:48.0,R. Holmes makes 2-pt dunk from 2 ft (assist by J. Jackson),,28,37
104,2,11:31.0,,G. Hayward misses 3-pt jump shot from 23 ft,28,37
105,2,11:28.0,Defensive rebound by M. Bridges,,28,37
106,2,11:22.0,K. Oubre misses 2-pt jump shot from 8 ft,,28,37
107,2,11:19.0,,Defensive rebound by G. Hayward,28,37
108,2,11:14.0,,T. Rozier makes 3-pt jump shot from 25 ft,28,40
109,2,10:59.0,J. Jackson makes 2-pt jump shot from 20 ft,,30,40
110,2,10:47.0,,Personal foul by K. Oubre (drawn by G. Hayward),30,40
111,2,10:38.0,,J. Brown makes 2-pt jump shot from 13 ft (assist by G. Hayward),30,42
112,2,10:21.0,M. Bridges misses 3-pt jump shot from 24 ft,,30,42
113,2,10:19.0,,Defensive rebound by T. Rozier,30,42
114,2,10:10.0,,Turnover by T. Rozier (bad pass; steal by J. Jackson),30,42
115,2,9:54.0,Shooting foul by T. Rozier (drawn by R. Holmes),,30,42
116,2,9:54.0,R. Holmes makes free throw 1 of 2,,31,42
117,2,9:54.0,R. Holmes makes free throw 2 of 2,,32,42
118,2,9:47.0,,Offensive foul by G. Hayward (drawn by K. Oubre),32,42
119,2,9:47.0,,Turnover by G. Hayward (offensive foul),32,42
120,2,9:38.0,K. Oubre misses 2-pt jump shot from 8 ft,,32,42
121,2,9:37.0,Offensive rebound by R. Holmes,,32,42
122,2,9:37.0,R. Holmes makes 2-pt layup at rim,,34,42
123,2,9:17.0,,J. Brown misses 2-pt layup from 2 ft (block by R. Holmes),34,42
124,2,9:17.0,,Offensive rebound by S. Ojeleye,34,42
125,2,9:14.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by S. Ojeleye),34,45
126,2,8:57.0,Shooting foul by T. Rozier (drawn by K. Oubre),,34,45
127,2,8:57.0,K. Oubre makes free throw 1 of 2,,35,45
128,2,8:57.0,K. Oubre makes free throw 2 of 2,,36,45
129,2,8:49.0,,D. Theis misses 3-pt jump shot from 25 ft,36,45
130,2,8:47.0,Defensive rebound by J. Jackson,,36,45
131,2,8:41.0,J. Jackson makes 2-pt hook shot from 8 ft,,38,45
132,2,8:31.0,,T. Rozier misses 2-pt jump shot from 18 ft,38,45
133,2,8:31.0,,Offensive rebound by Team,38,45
134,2,8:23.0,,G. Hayward misses 2-pt jump shot from 18 ft,38,45
135,2,8:20.0,Defensive rebound by R. Holmes,,38,45
136,2,8:16.0,,Loose ball foul by J. Brown (drawn by J. Crawford),38,45
137,2,8:11.0,K. Oubre makes 2-pt layup from 2 ft (assist by J. Crawford),,40,45
138,2,8:11.0,,Boston full timeout,40,45
139,2,8:11.0,,K. Irving enters the game for G. Hayward,40,45
140,2,8:11.0,,R. Williams enters the game for D. Theis,40,45
141,2,7:57.0,,J. Brown misses 3-pt jump shot from 26 ft,40,45
142,2,7:56.0,,Offensive rebound by R. Williams,40,45
143,2,7:54.0,,Turnover by R. Williams (traveling),40,45
144,2,7:34.0,Offensive foul by J. Jackson (drawn by T. Rozier),,40,45
145,2,7:34.0,Turnover by J. Jackson (offensive foul),,40,45
146,2,7:34.0,D. Ayton enters the game for J. Crawford,,40,45
147,2,7:34.0,D. Booker enters the game for R. Holmes,,40,45
148,2,7:17.0,,R. Williams makes 2-pt dunk from 1 ft (assist by S. Ojeleye),40,47
149,2,7:00.0,D. Booker makes 3-pt jump shot from 25 ft,,43,47
150,2,6:45.0,,Personal foul by J. Jackson (drawn by K. Irving),43,47
151,2,6:33.0,,S. Ojeleye misses 3-pt jump shot from 24 ft,43,47
152,2,6:32.0,Defensive rebound by K. Oubre,,43,47
153,2,6:28.0,K. Oubre misses 2-pt layup from 4 ft (block by T. Rozier),,43,47
154,2,6:27.0,Offensive rebound by Team,,43,47
155,2,6:20.0,M. Bridges makes 3-pt jump shot from 24 ft (assist by D. Booker),,46,47
156,2,6:11.0,,Personal foul by M. Bridges (drawn by K. Irving),46,47
157,2,6:11.0,T. Warren enters the game for K. Oubre,,46,47
158,2,6:11.0,,J. Tatum enters the game for S. Ojeleye,46,47
159,2,6:04.0,,K. Irving makes 2-pt jump shot from 7 ft,46,49
160,2,5:45.0,J. Jackson misses 2-pt layup from 6 ft (block by R. Williams),,46,49
161,2,5:43.0,Offensive rebound by T. Warren,,46,49
162,2,5:41.0,T. Warren misses 2-pt jump shot from 6 ft,,46,49
163,2,5:39.0,Offensive rebound by D. Ayton,,46,49
164,2,5:39.0,D. Ayton makes 2-pt layup from 2 ft,,48,49
165,2,5:22.0,,Turnover by J. Tatum (lost ball; steal by D. Ayton),48,49
166,2,5:17.0,T. Warren misses 2-pt layup from 1 ft,,48,49
167,2,5:16.0,Offensive rebound by D. Booker,,48,49
168,2,5:16.0,D. Booker makes 2-pt layup at rim,,50,49
169,2,5:11.0,,Personal take foul by J. Jackson (drawn by T. Rozier),50,49
170,2,5:11.0,Phoenix full timeout,,50,49
171,2,5:11.0,K. Oubre enters the game for J. Jackson,,50,49
172,2,5:11.0,,G. Hayward enters the game for J. Brown,50,49
173,2,5:11.0,,M. Smart enters the game for T. Rozier,50,49
174,2,5:05.0,,M. Smart misses 3-pt jump shot from 26 ft,50,49
175,2,5:03.0,Defensive rebound by K. Oubre,,50,49
176,2,4:45.0,D. Booker misses 3-pt jump shot from 25 ft,,50,49
177,2,4:43.0,,Defensive rebound by J. Tatum,50,49
178,2,4:29.0,,G. Hayward misses 3-pt jump shot from 23 ft,50,49
179,2,4:27.0,Defensive rebound by K. Oubre,,50,49
180,2,4:15.0,Shooting foul by R. Williams (drawn by D. Booker),,50,49
181,2,4:15.0,D. Booker makes free throw 1 of 2,,51,49
182,2,4:15.0,,D. Theis enters the game for R. Williams,51,49
183,2,4:15.0,D. Booker makes free throw 2 of 2,,52,49
184,2,4:00.0,,Turnover by D. Theis (lost ball; steal by D. Booker),52,49
185,2,3:55.0,T. Warren makes 3-pt jump shot from 26 ft (assist by D. Booker),,55,49
186,2,3:42.0,,J. Tatum misses 2-pt layup from 1 ft,55,49
187,2,3:41.0,Defensive rebound by D. Ayton,,55,49
188,2,3:37.0,K. Oubre misses 2-pt layup from 3 ft (block by G. Hayward),,55,49
189,2,3:35.0,,Defensive rebound by M. Smart,55,49
190,2,3:31.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by M. Smart),55,52
191,2,3:07.0,Turnover by D. Booker (lost ball; steal by M. Smart),,55,52
192,2,3:02.0,,J. Tatum makes 2-pt layup from 2 ft (assist by K. Irving),55,54
193,2,2:49.0,T. Warren misses 2-pt jump shot from 9 ft,,55,54
194,2,2:48.0,Offensive rebound by Team,,55,54
195,2,2:41.0,Turnover by D. Booker (bad pass),,55,54
196,2,2:29.0,,J. Tatum makes 3-pt jump shot from 23 ft (assist by K. Irving),55,57
197,2,2:26.0,Phoenix full timeout,,55,57
198,2,2:26.0,J. Crawford enters the game for M. Bridges,,55,57
199,2,2:11.0,D. Ayton makes 2-pt hook shot from 6 ft,,57,57
200,2,1:57.0,,K. Irving misses 3-pt jump shot from 25 ft,57,57
201,2,1:55.0,Defensive rebound by T. Warren,,57,57
202,2,1:41.0,D. Booker misses 2-pt layup from 4 ft (block by D. Theis),,57,57
203,2,1:39.0,,Defensive rebound by K. Irving,57,57
204,2,1:37.0,,K. Irving makes 2-pt layup from 1 ft,57,59
205,2,1:19.0,J. Crawford misses 2-pt jump shot from 8 ft,,57,59
206,2,1:18.0,Offensive rebound by D. Ayton,,57,59
207,2,1:18.0,D. Ayton misses 2-pt layup at rim,,57,59
208,2,1:17.0,,Defensive rebound by D. Theis,57,59
209,2,1:11.0,,J. Tatum misses 3-pt jump shot from 25 ft,57,59
210,2,1:09.0,Defensive rebound by D. Ayton,,57,59
211,2,0:53.0,D. Ayton makes 2-pt dunk from 2 ft,,59,59
212,2,0:44.0,,J. Tatum misses 2-pt layup from 1 ft,59,59
213,2,0:43.0,Defensive rebound by K. Oubre,,59,59
214,2,0:36.0,Offensive foul by T. Warren (drawn by M. Smart),,59,59
215,2,0:36.0,Turnover by T. Warren (offensive foul),,59,59
216,2,0:36.0,M. Bridges enters the game for J. Crawford,,59,59
217,2,0:30.0,,M. Smart misses 3-pt jump shot from 24 ft,59,59
218,2,0:28.0,,Offensive rebound by K. Irving,59,59
219,2,0:19.0,,D. Theis misses 3-pt jump shot from 25 ft,59,59
220,2,0:17.0,Defensive rebound by M. Bridges,,59,59
221,2,0:03.0,Turnover by T. Warren (bad pass; steal by G. Hayward),,59,59
222,2,0:00.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by G. Hayward),59,62
223,3,11:47.0,T. Warren makes 2-pt jump shot from 17 ft (assist by D. Booker),,61,62
224,3,11:31.0,,Turnover by D. Theis (lost ball; steal by T. Warren),61,62
225,3,11:30.0,Turnover by D. Melton (lost ball; steal by K. Irving),,61,62
226,3,11:29.0,,Turnover by K. Irving (out of bounds lost ball),61,62
227,3,11:16.0,Turnover by D. Ayton (3 sec),,61,62
228,3,10:58.0,,K. Irving misses 3-pt jump shot from 25 ft,61,62
229,3,10:57.0,Defensive rebound by D. Booker,,61,62
230,3,10:49.0,Shooting foul by D. Theis (drawn by D. Booker),,61,62
231,3,10:49.0,D. Booker misses free throw 1 of 2,,61,62
232,3,10:49.0,Offensive rebound by Team,,61,62
233,3,10:49.0,D. Booker misses free throw 2 of 2,,61,62
234,3,10:49.0,,Defensive rebound by M. Smart,61,62
235,3,10:37.0,,K. Irving misses 3-pt jump shot from 26 ft,61,62
236,3,10:35.0,Defensive rebound by M. Bridges,,61,62
237,3,10:26.0,Turnover by D. Booker (bad pass; steal by K. Irving),,61,62
238,3,10:13.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by K. Irving),61,65
239,3,9:57.0,D. Melton misses 2-pt jump shot from 19 ft,,61,65
240,3,9:56.0,,Defensive rebound by J. Tatum,61,65
241,3,9:49.0,,J. Tatum misses 2-pt jump shot from 7 ft,61,65
242,3,9:46.0,Defensive rebound by D. Ayton,,61,65
243,3,9:39.0,D. Ayton makes 2-pt layup from 1 ft (assist by D. Melton),,63,65
244,3,9:28.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by D. Theis),63,68
245,3,9:17.0,D. Booker misses 2-pt layup from 1 ft,,63,68
246,3,9:16.0,,Defensive rebound by J. Tatum,63,68
247,3,9:09.0,Violation by Team (delay of game),,63,68
248,3,9:09.0,,K. Irving makes technical free throw,63,69
249,3,9:04.0,,K. Irving misses 2-pt jump shot from 21 ft,63,69
250,3,9:03.0,,Offensive rebound by D. Theis,63,69
251,3,8:59.0,,J. Brown misses 3-pt jump shot from 26 ft,63,69
252,3,8:58.0,Defensive rebound by D. Ayton,,63,69
253,3,8:49.0,T. Warren misses 3-pt jump shot from 25 ft,,63,69
254,3,8:48.0,,Defensive rebound by M. Smart,63,69
255,3,8:43.0,,J. Tatum misses 2-pt layup from 5 ft (block by D. Booker),63,69
256,3,8:42.0,Defensive rebound by M. Bridges,,63,69
257,3,8:37.0,D. Booker makes 3-pt jump shot from 24 ft (assist by D. Melton),,66,69
258,3,8:16.0,,K. Irving misses 2-pt layup from 2 ft,66,69
259,3,8:14.0,Defensive rebound by M. Bridges,,66,69
260,3,8:10.0,D. Booker misses 3-pt jump shot from 26 ft,,66,69
261,3,8:08.0,Offensive rebound by D. Melton,,66,69
262,3,8:02.0,D. Booker misses 3-pt jump shot from 25 ft,,66,69
263,3,8:00.0,,Defensive rebound by J. Tatum,66,69
264,3,7:54.0,,J. Brown misses 3-pt jump shot from 24 ft,66,69
265,3,7:53.0,Defensive rebound by Team,,66,69
266,3,7:53.0,,Loose ball foul by D. Theis (drawn by D. Melton),66,69
267,3,7:37.0,D. Ayton makes 2-pt jump shot from 20 ft,,68,69
268,3,7:23.0,,K. Irving makes 2-pt layup from 2 ft,68,71
269,3,7:15.0,T. Warren misses 3-pt jump shot from 26 ft,,68,71
270,3,7:13.0,Offensive rebound by D. Ayton,,68,71
271,3,7:02.0,Turnover by D. Booker (bad pass; steal by D. Theis),,68,71
272,3,6:59.0,,Shooting foul by D. Melton (drawn by J. Tatum),68,71
273,3,6:59.0,,Boston full timeout,68,71
274,3,6:59.0,,G. Hayward enters the game for J. Brown,68,71
275,3,6:59.0,,J. Tatum makes free throw 1 of 2,68,72
276,3,6:59.0,,J. Tatum makes free throw 2 of 2,68,73
277,3,6:36.0,D. Booker misses 2-pt layup from 13 ft (block by J. Tatum),,68,73
278,3,6:34.0,Offensive rebound by D. Ayton,,68,73
279,3,6:33.0,D. Ayton misses 2-pt layup from 2 ft,,68,73
280,3,6:31.0,Offensive rebound by D. Booker,,68,73
281,3,6:30.0,D. Booker makes 2-pt layup from 3 ft,,70,73
282,3,6:16.0,,Turnover by M. Smart (bad pass; steal by D. Melton),70,73
283,3,6:11.0,M. Bridges misses 3-pt jump shot from 24 ft,,70,73
284,3,6:10.0,,Defensive rebound by G. Hayward,70,73
285,3,5:50.0,,J. Tatum misses 2-pt jump shot from 20 ft,70,73
286,3,5:48.0,Defensive rebound by D. Booker,,70,73
287,3,5:45.0,T. Warren makes 2-pt dunk from 1 ft (assist by D. Booker),,72,73
288,3,5:36.0,,M. Smart misses 3-pt jump shot from 27 ft,72,73
289,3,5:35.0,Defensive rebound by D. Ayton,,72,73
290,3,5:28.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Booker),,75,73
291,3,5:09.0,,G. Hayward misses 3-pt jump shot from 26 ft,75,73
292,3,5:08.0,Defensive rebound by Team,,75,73
293,3,5:08.0,J. Jackson enters the game for D. Melton,,75,73
294,3,5:08.0,,R. Williams enters the game for D. Theis,75,73
295,3,4:56.0,Personal foul by G. Hayward (drawn by T. Warren),,75,73
296,3,4:56.0,R. Holmes enters the game for D. Ayton,,75,73
297,3,4:56.0,,T. Rozier enters the game for M. Smart,75,73
298,3,4:44.0,Turnover by D. Booker (bad pass; steal by R. Williams),,75,73
299,3,4:38.0,,Shooting foul by R. Holmes (drawn by K. Irving),75,73
300,3,4:38.0,,K. Irving makes free throw 1 of 2,75,74
301,3,4:38.0,,K. Irving makes free throw 2 of 2,75,75
302,3,4:15.0,D. Booker misses 2-pt layup from 2 ft (block by R. Williams),,75,75
303,3,4:14.0,Offensive rebound by R. Holmes,,75,75
304,3,4:14.0,R. Holmes misses 2-pt layup from 2 ft,,75,75
305,3,4:14.0,Offensive rebound by Team,,75,75
306,3,4:09.0,T. Warren makes 2-pt dunk from 1 ft (assist by J. Jackson),,77,75
307,3,3:55.0,,Personal foul by T. Warren (drawn by R. Williams),77,75
308,3,3:55.0,J. Crawford enters the game for D. Booker,,77,75
309,3,3:50.0,,Turnover by J. Tatum (traveling),77,75
310,3,3:32.0,T. Warren misses 2-pt layup from 2 ft (block by R. Williams),,77,75
311,3,3:31.0,,Defensive rebound by K. Irving,77,75
312,3,3:25.0,,J. Tatum misses 3-pt jump shot from 26 ft,77,75
313,3,3:24.0,,Offensive rebound by R. Williams,77,75
314,3,3:17.0,,Turnover by K. Irving (lost ball; steal by T. Warren),77,75
315,3,3:10.0,T. Warren misses 3-pt jump shot from 25 ft,,77,75
316,3,3:09.0,,Defensive rebound by Team,77,75
317,3,3:09.0,Loose ball foul by R. Holmes (drawn by J. Tatum),,77,75
318,3,3:09.0,K. Oubre enters the game for M. Bridges,,77,75
319,3,2:45.0,,T. Rozier misses 3-pt jump shot from 26 ft,77,75
320,3,2:43.0,Defensive rebound by K. Oubre,,77,75
321,3,2:33.0,T. Warren makes 2-pt layup from 1 ft (assist by J. Crawford),,79,75
322,3,2:18.0,,K. Irving misses 2-pt layup from 3 ft (block by K. Oubre),79,75
323,3,2:16.0,Defensive rebound by J. Jackson,,79,75
324,3,2:09.0,J. Jackson makes 2-pt jump shot from 16 ft,,81,75
325,3,2:08.0,,Boston full timeout,81,75
326,3,2:08.0,,J. Brown enters the game for K. Irving,81,75
327,3,2:08.0,,S. Ojeleye enters the game for J. Tatum,81,75
328,3,2:08.0,,D. Theis enters the game for R. Williams,81,75
329,3,1:59.0,Violation by Team (kicked ball),,81,75
330,3,1:49.0,,D. Theis misses 2-pt jump shot from 17 ft,81,75
331,3,1:48.0,Defensive rebound by J. Crawford,,81,75
332,3,1:25.0,J. Jackson makes 2-pt jump shot from 16 ft,,83,75
333,3,1:09.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by D. Theis),83,78
334,3,0:50.0,K. Oubre misses 2-pt layup from 5 ft,,83,78
335,3,0:48.0,Offensive rebound by J. Crawford,,83,78
336,3,0:45.0,T. Warren makes 2-pt layup from 1 ft (assist by J. Crawford),,85,78
337,3,0:45.0,Shooting foul by S. Ojeleye (drawn by T. Warren),,85,78
338,3,0:45.0,T. Warren makes free throw 1 of 1,,86,78
339,3,0:23.0,,Personal foul by T. Warren (drawn by G. Hayward),86,78
340,3,0:23.0,,G. Hayward makes free throw 1 of 2,86,79
341,3,0:23.0,D. Booker enters the game for J. Jackson,,86,79
342,3,0:23.0,,R. Williams enters the game for D. Theis,86,79
343,3,0:23.0,,G. Hayward makes free throw 2 of 2,86,80
344,3,0:03.0,K. Oubre misses 3-pt jump shot from 26 ft,,86,80
345,3,0:02.0,Offensive rebound by J. Crawford,,86,80
346,4,11:45.0,,G. Hayward misses 2-pt layup from 2 ft (block by K. Oubre),86,80
347,4,11:44.0,Defensive rebound by Team,,86,80
348,4,11:22.0,R. Holmes misses 2-pt jump shot from 9 ft,,86,80
349,4,11:21.0,,Defensive rebound by R. Williams,86,80
350,4,11:08.0,,Turnover by J. Brown (out of bounds lost ball),86,80
351,4,10:57.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by R. Holmes),,89,80
352,4,10:44.0,,Turnover by T. Rozier (lost ball; steal by K. Oubre),89,80
353,4,10:38.0,Turnover by J. Crawford (lost ball; steal by T. Rozier),,89,80
354,4,10:37.0,,Personal foul by J. Crawford (drawn by T. Rozier),89,80
355,4,10:19.0,,Personal foul by J. Jackson (drawn by T. Rozier),89,80
356,4,10:19.0,,M. Smart enters the game for J. Brown,89,80
357,4,10:13.0,,Turnover by M. Smart (bad pass),89,80
358,4,9:54.0,J. Crawford makes 3-pt jump shot from 26 ft,,92,80
359,4,9:53.0,,Boston full timeout,92,80
360,4,9:53.0,,K. Irving enters the game for G. Hayward,92,80
361,4,9:53.0,,J. Tatum enters the game for S. Ojeleye,92,80
362,4,9:30.0,,M. Smart misses 2-pt layup from 2 ft,92,80
363,4,9:29.0,,Offensive rebound by R. Williams,92,80
364,4,9:29.0,,R. Williams makes 2-pt layup at rim,92,82
365,4,9:14.0,Turnover by K. Oubre (lost ball; steal by M. Smart),,92,82
366,4,9:12.0,,J. Tatum makes 2-pt dunk from 1 ft (assist by M. Smart),92,84
367,4,9:12.0,Phoenix full timeout,,92,84
368,4,9:12.0,D. Ayton enters the game for J. Crawford,,92,84
369,4,9:12.0,D. Booker enters the game for R. Holmes,,92,84
370,4,8:57.0,K. Oubre makes 2-pt dunk from 1 ft (assist by D. Booker),,94,84
371,4,8:33.0,,T. Rozier misses 3-pt jump shot from 27 ft,94,84
372,4,8:30.0,Defensive rebound by J. Jackson,,94,84
373,4,8:18.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Booker),,97,84
374,4,8:04.0,,Turnover by M. Smart (bad pass),97,84
375,4,7:50.0,Turnover by D. Booker (bad pass; steal by M. Smart),,97,84
376,4,7:44.0,,K. Irving misses 3-pt jump shot from 27 ft,97,84
377,4,7:43.0,Defensive rebound by D. Booker,,97,84
378,4,7:28.0,D. Booker misses 3-pt jump shot from 25 ft (block by R. Williams),,97,84
379,4,7:27.0,Offensive rebound by D. Ayton,,97,84
380,4,7:25.0,M. Bridges misses 3-pt jump shot from 23 ft,,97,84
381,4,7:24.0,,Defensive rebound by R. Williams,97,84
382,4,7:08.0,,J. Tatum misses 3-pt jump shot from 27 ft,97,84
383,4,7:06.0,Defensive rebound by J. Jackson,,97,84
384,4,6:43.0,D. Ayton misses 2-pt layup from 3 ft (block by K. Irving),,97,84
