,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA CLIPPERS_ACTION,PORTLAND_SCORE,LA CLIPPERS_SCORE
0,1,11:39.0,D. Lillard misses 2-pt jump shot from 6 ft,,0,0
1,1,11:34.0,,Defensive rebound by T. Harris,0,0
2,1,11:26.0,,D. Gallinari misses 2-pt jump shot from 17 ft,0,0
3,1,11:23.0,Defensive rebound by M. Harkless,,0,0
4,1,11:14.0,J. Nurkić makes 2-pt jump shot from 1 ft (assist by D. Lillard),,2,0
5,1,10:56.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 17 ft,2,2
6,1,10:41.0,Shooting foul by T. Harris (drawn by M. Harkless),,2,2
7,1,10:41.0,M. Harkless makes free throw 1 of 2,,3,2
8,1,10:41.0,M. Harkless makes free throw 2 of 2,,4,2
9,1,10:23.0,,T. Harris misses 3-pt jump shot from 25 ft,4,2
10,1,10:20.0,Defensive rebound by A. Aminu,,4,2
11,1,10:11.0,M. Harkless misses 3-pt jump shot from 25 ft,,4,2
12,1,10:07.0,Offensive rebound by A. Aminu,,4,2
13,1,10:06.0,M. Harkless makes 2-pt dunk from 1 ft (assist by A. Aminu),,6,2
14,1,9:56.0,,T. Harris makes 2-pt jump shot from 19 ft,6,4
15,1,9:46.0,C. McCollum makes 2-pt jump shot from 19 ft,,8,4
16,1,9:34.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 14 ft,8,6
17,1,9:19.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by J. Nurkić),,11,6
18,1,8:59.0,,M. Gortat misses 2-pt jump shot from 13 ft,11,6
19,1,8:57.0,Defensive rebound by A. Aminu,,11,6
20,1,8:49.0,Personal foul by S. Gilgeous-Alexander (drawn by D. Lillard),,11,6
21,1,8:40.0,M. Harkless misses 2-pt jump shot from 23 ft,,11,6
22,1,8:37.0,,Defensive rebound by D. Gallinari,11,6
23,1,8:30.0,,D. Gallinari makes 2-pt dunk from 1 ft,11,8
24,1,8:22.0,D. Lillard makes 3-pt jump shot from 26 ft,,14,8
25,1,8:10.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,14,10
26,1,7:56.0,A. Aminu makes 2-pt layup from 1 ft (assist by D. Lillard),,16,10
27,1,7:44.0,,T. Harris misses 2-pt jump shot from 5 ft,16,10
28,1,7:41.0,Defensive rebound by M. Harkless,,16,10
29,1,7:32.0,C. McCollum makes 2-pt layup from 2 ft (assist by A. Aminu),,18,10
30,1,7:32.0,,LA Clippers full timeout,18,10
31,1,7:17.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by J. Nurkić),18,10
32,1,7:15.0,Personal foul by S. Gilgeous-Alexander (drawn by J. Nurkić),,18,10
33,1,7:02.0,M. Harkless makes 2-pt jump shot from 6 ft,,20,10
34,1,6:46.0,,Turnover by D. Gallinari (bad pass; steal by D. Lillard),20,10
35,1,6:36.0,D. Lillard makes 2-pt jump shot from 10 ft,,22,10
36,1,6:36.0,,P. Beverley enters the game for S. Gilgeous-Alexander,22,10
37,1,6:36.0,,M. Harrell enters the game for M. Gortat,22,10
38,1,6:14.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by P. Beverley),22,13
39,1,5:55.0,J. Nurkić makes 2-pt hook shot from 9 ft (assist by D. Lillard),,24,13
40,1,5:42.0,,Shooting foul by A. Aminu (drawn by M. Harrell),24,13
41,1,5:42.0,,M. Harrell makes free throw 1 of 2,24,14
42,1,5:42.0,,M. Harrell makes free throw 2 of 2,24,15
43,1,5:27.0,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),,26,15
44,1,5:20.0,,A. Bradley misses 3-pt jump shot from 26 ft,26,15
45,1,5:17.0,Defensive rebound by A. Aminu,,26,15
46,1,5:03.0,J. Nurkić makes 2-pt hook shot from 8 ft (assist by C. McCollum),,28,15
47,1,4:47.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by P. Beverley),28,18
