,QUARTER,TIME_REMAINING,INDIANA_ACTION,CLEVELAND_ACTION,INDIANA_SCORE,CLEVELAND_SCORE
0,1,11:38.0,Turnover by M. Turner (lost ball; steal by R. Hood),,0,0
1,1,11:28.0,,R. Hood makes 2-pt jump shot from 19 ft,0,2
2,1,11:03.0,M. Turner makes 2-pt layup from 2 ft (assist by T. Young),,2,2
3,1,10:50.0,,Personal foul by V. Oladipo (drawn by T. Thompson),2,2
4,1,10:44.0,,R. Hood misses 2-pt jump shot from 14 ft,2,2
5,1,10:42.0,,Offensive rebound by Team,2,2
6,1,10:25.0,,S. Dekker misses 2-pt jump shot from 13 ft,2,2
7,1,10:22.0,,Offensive rebound by T. Thompson,2,2
8,1,10:20.0,,T. Thompson misses 2-pt layup from 4 ft,2,2
9,1,10:16.0,,Offensive rebound by T. Thompson,2,2
10,1,10:15.0,,R. Hood misses 3-pt jump shot from 24 ft,2,2
11,1,10:13.0,Defensive rebound by B. Bogdanović,,2,2
12,1,9:54.0,B. Bogdanović makes 2-pt jump shot from 7 ft,,4,2
13,1,9:38.0,,T. Thompson makes 2-pt layup from 1 ft (assist by C. Osman),4,4
14,1,9:20.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by T. Young),,7,4
15,1,9:01.0,,C. Osman makes 3-pt jump shot from 25 ft (assist by G. Hill),7,7
16,1,8:46.0,Turnover by V. Oladipo (lost ball; steal by S. Dekker),,7,7
17,1,8:33.0,,C. Osman makes 2-pt layup at rim (assist by R. Hood),7,9
18,1,8:24.0,Personal foul by R. Hood (drawn by B. Bogdanović),,7,9
19,1,8:10.0,D. Collison makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),,10,9
20,1,7:51.0,,C. Osman misses 3-pt jump shot from 25 ft,10,9
21,1,7:49.0,,Offensive rebound by S. Dekker,10,9
22,1,7:47.0,,S. Dekker makes 2-pt layup at rim,10,11
23,1,7:24.0,Turnover by B. Bogdanović (bad pass; steal by G. Hill),,10,11
24,1,7:18.0,,Turnover by C. Osman (lost ball; steal by D. Collison),10,11
25,1,7:16.0,Shooting foul by G. Hill (drawn by D. Collison),,10,11
26,1,7:16.0,D. Collison makes free throw 1 of 2,,11,11
27,1,7:16.0,D. Collison makes free throw 2 of 2,,12,11
28,1,7:01.0,,G. Hill makes 3-pt jump shot from 26 ft,12,14
29,1,6:37.0,M. Turner makes 2-pt jump shot from 7 ft (assist by V. Oladipo),,14,14
30,1,6:37.0,Shooting foul by R. Hood (drawn by M. Turner),,14,14
31,1,6:37.0,,Cleveland full timeout,14,14
32,1,6:37.0,,D. Nwaba enters the game for R. Hood,14,14
33,1,6:37.0,M. Turner makes free throw 1 of 1,,15,14
34,1,6:26.0,,G. Hill makes 2-pt jump shot from 2 ft,15,16
35,1,6:26.0,,Shooting foul by M. Turner (drawn by G. Hill),15,16
36,1,6:26.0,,G. Hill makes free throw 1 of 1,15,17
37,1,6:12.0,T. Young makes 2-pt hook shot from 2 ft,,17,17
38,1,6:01.0,,G. Hill misses 2-pt layup from 1 ft,17,17
