,QUARTER,TIME_REMAINING,DETROIT_ACTION,MIAMI_ACTION,DETROIT_SCORE,MIAMI_SCORE
0,1,11:33.0,B. Griffin makes 2-pt hook shot from 7 ft,,2,0
1,1,11:17.0,,R. McGruder misses 2-pt jump shot from 10 ft,2,0
2,1,11:14.0,Defensive rebound by A. Drummond,,2,0
3,1,11:07.0,R. Jackson misses 2-pt jump shot from 6 ft,,2,0
4,1,11:05.0,,Defensive rebound by H. Whiteside,2,0
5,1,10:56.0,,D. Waiters misses 2-pt layup from 2 ft,2,0
6,1,10:56.0,,Offensive rebound by Team,2,0
7,1,10:49.0,,R. McGruder misses 2-pt jump shot from 4 ft,2,0
8,1,10:46.0,Defensive rebound by A. Drummond,,2,0
9,1,10:31.0,A. Drummond misses 2-pt layup from 1 ft (block by H. Whiteside),,2,0
10,1,10:28.0,,Defensive rebound by K. Olynyk,2,0
11,1,10:22.0,,H. Whiteside makes 2-pt layup from 2 ft,2,2
12,1,10:06.0,B. Griffin misses 3-pt jump shot from 26 ft,,2,2
13,1,10:04.0,Offensive rebound by A. Drummond,,2,2
14,1,10:04.0,Shooting foul by H. Whiteside (drawn by B. Griffin),,2,2
15,1,10:04.0,B. Griffin makes free throw 1 of 2,,3,2
16,1,10:04.0,B. Griffin makes free throw 2 of 2,,4,2
17,1,9:48.0,,J. Richardson misses 2-pt layup from 1 ft (block by A. Drummond),4,2
18,1,9:45.0,Defensive rebound by B. Brown,,4,2
19,1,9:43.0,R. Jackson misses 3-pt jump shot from 26 ft,,4,2
20,1,9:40.0,Offensive rebound by B. Griffin,,4,2
21,1,9:36.0,B. Brown misses 2-pt layup from 2 ft,,4,2
22,1,9:34.0,,Defensive rebound by R. McGruder,4,2
23,1,9:26.0,,J. Richardson misses 3-pt jump shot from 25 ft,4,2
24,1,9:23.0,Defensive rebound by W. Ellington,,4,2
25,1,9:12.0,A. Drummond misses 2-pt layup from 1 ft,,4,2
26,1,9:10.0,,Defensive rebound by H. Whiteside,4,2
27,1,8:57.0,,J. Richardson makes 2-pt layup from 1 ft (assist by K. Olynyk),4,4
28,1,8:41.0,B. Griffin misses 2-pt hook shot from 6 ft,,4,4
29,1,8:41.0,,Defensive rebound by Team,4,4
30,1,8:41.0,Loose ball foul by A. Drummond (drawn by H. Whiteside),,4,4
31,1,8:30.0,,K. Olynyk misses 2-pt jump shot from 18 ft,4,4
32,1,8:26.0,Defensive rebound by R. Jackson,,4,4
33,1,8:16.0,B. Brown makes 2-pt layup from 1 ft,,6,4
34,1,8:01.0,,D. Waiters makes 2-pt layup from 2 ft,6,6
35,1,7:42.0,Turnover by W. Ellington (bad pass; steal by H. Whiteside),,6,6
36,1,7:32.0,,H. Whiteside makes 2-pt hook shot from 7 ft (assist by D. Waiters),6,8
37,1,7:26.0,Detroit full timeout,,6,8
38,1,7:14.0,R. Jackson misses 3-pt jump shot from 24 ft,,6,8
39,1,7:12.0,,Defensive rebound by H. Whiteside,6,8
40,1,6:57.0,,J. Richardson misses 3-pt jump shot from 24 ft,6,8
41,1,6:55.0,Defensive rebound by W. Ellington,,6,8
42,1,6:38.0,B. Griffin misses 2-pt layup from 1 ft,,6,8
43,1,6:38.0,,Defensive rebound by Team,6,8
44,1,6:33.0,,Personal foul by B. Brown (drawn by J. Richardson),6,8
45,1,6:26.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by K. Olynyk),6,11
46,1,6:15.0,W. Ellington misses 2-pt layup from 3 ft,,6,11
47,1,6:13.0,,Defensive rebound by H. Whiteside,6,11
48,1,6:03.0,,Turnover by D. Waiters (bad pass; steal by A. Drummond),6,11
49,1,5:57.0,R. Jackson misses 3-pt jump shot from 26 ft,,6,11
50,1,5:52.0,,Defensive rebound by K. Olynyk,6,11
51,1,5:46.0,,K. Olynyk misses 3-pt jump shot from 24 ft,6,11
52,1,5:44.0,,Offensive rebound by J. Richardson,6,11
53,1,5:42.0,,Turnover by D. Waiters (bad pass),6,11
54,1,5:42.0,,D. Wade enters the game for J. Richardson,6,11
55,1,5:20.0,R. Jackson makes 2-pt jump shot from 18 ft,,8,11
56,1,4:58.0,,D. Waiters misses 3-pt jump shot from 26 ft,8,11
57,1,4:56.0,,Offensive rebound by K. Olynyk,8,11
58,1,4:52.0,,D. Wade misses 3-pt jump shot from 26 ft,8,11
59,1,4:50.0,Defensive rebound by A. Drummond,,8,11
60,1,4:46.0,Shooting foul by K. Olynyk (drawn by B. Griffin),,8,11
61,1,4:46.0,Offensive rebound by Team,,8,11
62,1,4:46.0,B. Griffin misses free throw 1 of 2,,8,11
63,1,4:46.0,L. Kennard enters the game for W. Ellington,,8,11
64,1,4:46.0,,B. Adebayo enters the game for H. Whiteside,8,11
65,1,4:46.0,B. Griffin makes free throw 2 of 2,,9,11
66,1,4:33.0,,D. Wade makes 2-pt layup from 1 ft,9,13
67,1,4:33.0,,Shooting foul by B. Brown (drawn by D. Wade),9,13
68,1,4:33.0,,D. Jones enters the game for K. Olynyk,9,13
69,1,4:33.0,,D. Wade makes free throw 1 of 1,9,14
70,1,4:18.0,Def 3 sec tech foul by Team,,9,14
71,1,4:18.0,R. Jackson makes technical free throw,,10,14
72,1,4:18.0,K. Thomas enters the game for B. Brown,,10,14
73,1,4:05.0,B. Griffin makes 2-pt dunk from 2 ft,,12,14
74,1,3:47.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by B. Adebayo),12,17
75,1,3:27.0,B. Griffin misses 2-pt layup from 4 ft,,12,17
76,1,3:27.0,Offensive rebound by Team,,12,17
77,1,3:27.0,,G. Dragić enters the game for D. Waiters,12,17
78,1,3:23.0,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Griffin),,14,17
79,1,3:00.0,,D. Wade makes 2-pt jump shot from 11 ft,14,19
80,1,2:53.0,Shooting foul by G. Dragić (drawn by R. Jackson),,14,19
81,1,2:53.0,,Miami full timeout,14,19
82,1,2:53.0,T. Maker enters the game for B. Griffin,,14,19
83,1,2:53.0,R. Jackson makes free throw 1 of 2,,15,19
84,1,2:53.0,R. Jackson makes free throw 2 of 2,,16,19
85,1,2:42.0,,D. Wade makes 2-pt layup from 1 ft,16,21
86,1,2:32.0,Personal foul by R. McGruder (drawn by L. Kennard),,16,21
87,1,2:32.0,I. Smith enters the game for R. Jackson,,16,21
88,1,2:15.0,L. Kennard misses 2-pt jump shot from 8 ft,,16,21
89,1,2:14.0,Offensive rebound by T. Maker,,16,21
90,1,2:10.0,Turnover by T. Maker (out of bounds lost ball),,16,21
91,1,1:56.0,,Turnover by D. Wade (bad pass; steal by T. Maker),16,21
92,1,1:50.0,K. Thomas misses 3-pt jump shot from 26 ft,,16,21
93,1,1:46.0,,Defensive rebound by B. Adebayo,16,21
94,1,1:43.0,,G. Dragić makes 2-pt layup from 1 ft,16,23
95,1,1:28.0,K. Thomas misses 3-pt jump shot from 26 ft,,16,23
96,1,1:25.0,,Defensive rebound by R. McGruder,16,23
97,1,1:23.0,,Personal foul by K. Thomas (drawn by B. Adebayo),16,23
98,1,1:23.0,,J. Richardson enters the game for R. McGruder,16,23
99,1,1:14.0,,G. Dragić makes 2-pt jump shot from 17 ft,16,25
100,1,0:53.0,L. Kennard misses 3-pt jump shot from 25 ft (block by D. Jones),,16,25
101,1,0:49.0,,Defensive rebound by B. Adebayo,16,25
102,1,0:44.0,,J. Richardson makes 2-pt jump shot from 15 ft (assist by B. Adebayo),16,27
103,1,0:28.0,I. Smith makes 2-pt jump shot from 15 ft,,18,27
104,1,0:11.0,,J. Richardson makes 2-pt hook shot from 7 ft,18,29
105,1,0:01.0,I. Smith makes 2-pt jump shot from 13 ft,,20,29
106,2,11:44.0,,Shooting foul by T. Maker (drawn by D. Jones),20,29
107,2,11:44.0,,D. Jones makes free throw 1 of 2,20,30
108,2,11:44.0,,D. Jones makes free throw 2 of 2,20,31
109,2,11:19.0,I. Smith misses 2-pt layup from 1 ft,,20,31
110,2,11:17.0,Offensive rebound by I. Smith,,20,31
111,2,11:12.0,T. Maker makes 3-pt jump shot from 25 ft (assist by I. Smith),,23,31
112,2,11:00.0,,D. Wade misses 2-pt jump shot from 12 ft,23,31
113,2,10:57.0,Defensive rebound by Z. Pachulia,,23,31
114,2,10:49.0,Turnover by T. Maker (lost ball; steal by D. Jones),,23,31
115,2,10:44.0,,Shooting foul by Z. Pachulia (drawn by B. Adebayo),23,31
116,2,10:44.0,,B. Adebayo makes free throw 1 of 2,23,32
117,2,10:44.0,,B. Adebayo makes free throw 2 of 2,23,33
118,2,10:32.0,Shooting foul by G. Dragić (drawn by I. Smith),,23,33
119,2,10:32.0,I. Smith makes free throw 1 of 2,,24,33
120,2,10:32.0,I. Smith makes free throw 2 of 2,,25,33
121,2,10:16.0,,B. Adebayo misses 2-pt jump shot from 14 ft,25,33
122,2,10:14.0,Defensive rebound by T. Maker,,25,33
123,2,10:10.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by I. Smith),,28,33
124,2,9:57.0,,G. Dragić misses 2-pt jump shot from 16 ft,28,33
125,2,9:55.0,Defensive rebound by T. Maker,,28,33
126,2,9:43.0,Z. Pachulia makes 2-pt jump shot from 11 ft (assist by I. Smith),,30,33
127,2,9:30.0,,D. Wade misses 2-pt layup from 8 ft,30,33
128,2,9:28.0,Defensive rebound by L. Kennard,,30,33
129,2,9:26.0,Turnover by I. Smith (step out of bounds),,30,33
130,2,9:26.0,,H. Whiteside enters the game for B. Adebayo,30,33
131,2,9:16.0,,J. Richardson misses 2-pt hook shot from 7 ft,30,33
132,2,9:14.0,,Offensive rebound by H. Whiteside,30,33
133,2,9:09.0,,H. Whiteside misses 2-pt layup at rim,30,33
134,2,9:08.0,,Offensive rebound by H. Whiteside,30,33
135,2,9:00.0,,H. Whiteside makes 2-pt layup from 3 ft (assist by D. Wade),30,35
136,2,8:51.0,W. Ellington misses 3-pt jump shot from 26 ft,,30,35
137,2,8:51.0,,Defensive rebound by H. Whiteside,30,35
138,2,8:39.0,,Shooting foul by L. Kennard (drawn by D. Wade),30,35
139,2,8:39.0,,D. Wade makes free throw 1 of 2,30,36
140,2,8:39.0,,K. Olynyk enters the game for D. Jones,30,36
141,2,8:39.0,,D. Wade makes free throw 2 of 2,30,37
142,2,8:20.0,Z. Pachulia misses 2-pt layup from 2 ft (block by H. Whiteside),,30,37
143,2,8:18.0,,Defensive rebound by H. Whiteside,30,37
144,2,8:14.0,,Turnover by J. Richardson (out of bounds lost ball),30,37
145,2,7:57.0,L. Kennard makes 2-pt jump shot from 16 ft,,32,37
146,2,7:35.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Richardson),32,39
147,2,7:22.0,I. Smith makes 2-pt layup from 3 ft,,34,39
148,2,7:03.0,,G. Dragić misses 2-pt jump shot from 14 ft,34,39
149,2,7:01.0,Defensive rebound by L. Kennard,,34,39
150,2,6:49.0,L. Kennard misses 2-pt jump shot from 9 ft,,34,39
151,2,6:48.0,Offensive rebound by Z. Pachulia,,34,39
152,2,6:48.0,Personal foul by D. Wade (drawn by Z. Pachulia),,34,39
153,2,6:48.0,,Miami full timeout,34,39
154,2,6:48.0,B. Griffin enters the game for T. Maker,,34,39
155,2,6:48.0,,R. McGruder enters the game for G. Dragić,34,39
156,2,6:48.0,,D. Waiters enters the game for D. Wade,34,39
157,2,6:39.0,W. Ellington misses 3-pt jump shot from 24 ft,,34,39
158,2,6:37.0,,Defensive rebound by J. Richardson,34,39
159,2,6:27.0,,K. Olynyk misses 3-pt jump shot from 25 ft,34,39
160,2,6:25.0,Defensive rebound by I. Smith,,34,39
