,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHOENIX_ACTION,SAN ANTONIO_SCORE,PHOENIX_SCORE
135,2,7:26.0,Personal foul by R. Anderson (drawn by D. DeRozan),,26,38
136,2,7:20.0,D. White misses 2-pt jump shot from 12 ft (block by J. Crawford),,26,38
137,2,7:18.0,Offensive rebound by D. White,,26,38
138,2,7:18.0,D. White makes 2-pt layup at rim,,28,38
139,2,7:18.0,,Phoenix full timeout,28,38
140,2,7:18.0,P. Mills enters the game for B. Forbes,,28,38
141,2,7:02.0,,R. Anderson misses 3-pt jump shot from 23 ft,28,38
142,2,6:59.0,Defensive rebound by D. DeRozan,,28,38
143,2,6:51.0,D. White misses 3-pt jump shot from 23 ft,,28,38
144,2,6:48.0,,Defensive rebound by D. Ayton,28,38
145,2,6:40.0,,J. Jackson misses 2-pt jump shot from 11 ft,28,38
146,2,6:36.0,,Offensive rebound by J. Jackson,28,38
147,2,6:36.0,,J. Jackson makes 2-pt layup at rim,28,40
148,2,6:22.0,Turnover by D. DeRozan (bad pass),,28,40
149,2,6:08.0,,J. Jackson misses 2-pt layup at rim,28,40
150,2,6:06.0,Defensive rebound by L. Aldridge,,28,40
151,2,6:03.0,Shooting foul by R. Anderson (drawn by D. DeRozan),,28,40
152,2,6:03.0,D. DeRozan makes free throw 1 of 2,,29,40
153,2,6:03.0,,D. Booker enters the game for J. Crawford,29,40
154,2,6:03.0,,I. Canaan enters the game for D. Melton,29,40
155,2,6:03.0,D. DeRozan makes free throw 2 of 2,,30,40
156,2,5:46.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Ayton),30,43
157,2,5:26.0,D. DeRozan makes 2-pt jump shot from 11 ft,,32,43
158,2,5:06.0,,Personal foul by P. Mills (drawn by D. Ayton),32,43
159,2,5:06.0,M. Belinelli enters the game for D. Cunningham,,32,43
160,2,5:06.0,B. Forbes enters the game for D. White,,32,43
161,2,5:06.0,,T. Warren enters the game for R. Anderson,32,43
162,2,4:59.0,,Turnover by D. Ayton (bad pass),32,43
163,2,4:45.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,35,43
164,2,4:20.0,,Turnover by D. Booker (lost ball; steal by P. Mills),35,43
165,2,4:16.0,P. Mills makes 2-pt layup at rim,,37,43
166,2,3:51.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Ayton),37,46
167,2,3:36.0,D. DeRozan makes 2-pt layup at rim,,39,46
168,2,3:17.0,,Turnover by D. Booker (lost ball; steal by P. Mills),39,46
169,2,3:11.0,D. DeRozan makes 2-pt dunk at rim (assist by P. Mills),,41,46
170,2,3:11.0,,Phoenix full timeout,41,46
171,2,2:57.0,,T. Warren misses 3-pt jump shot from 26 ft,41,46
172,2,2:52.0,Defensive rebound by L. Aldridge,,41,46
173,2,2:42.0,P. Mills misses 3-pt jump shot from 23 ft,,41,46
174,2,2:40.0,,Defensive rebound by J. Jackson,41,46
175,2,2:28.0,,J. Jackson misses 2-pt jump shot from 19 ft,41,46
176,2,2:25.0,Defensive rebound by L. Aldridge,,41,46
177,2,2:20.0,B. Forbes makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,44,46
178,2,1:59.0,,T. Warren makes 2-pt jump shot from 9 ft,44,48
179,2,1:39.0,M. Belinelli makes 2-pt jump shot from 10 ft (assist by D. DeRozan),,46,48
180,2,1:20.0,,D. Booker misses 3-pt jump shot from 25 ft,46,48
181,2,1:17.0,Defensive rebound by M. Belinelli,,46,48
182,2,1:09.0,M. Belinelli misses 2-pt jump shot from 20 ft,,46,48
183,2,1:07.0,,Defensive rebound by J. Jackson,46,48
184,2,1:01.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by J. Jackson),46,50
185,2,0:40.0,Offensive foul by L. Aldridge (drawn by I. Canaan),,46,50
186,2,0:40.0,Turnover by L. Aldridge (offensive foul),,46,50
187,2,0:40.0,,M. Bridges enters the game for J. Jackson,46,50
188,2,0:30.0,,T. Warren makes 2-pt jump shot from 10 ft (assist by D. Booker),46,52
189,2,0:10.0,B. Forbes misses 3-pt jump shot from 25 ft,,46,52
190,2,0:09.0,Offensive rebound by L. Aldridge,,46,52
191,2,0:09.0,L. Aldridge makes 2-pt layup from 1 ft,,48,52
192,2,0:05.0,,Personal take foul by P. Mills (drawn by D. Booker),48,52
193,2,0:05.0,D. Cunningham enters the game for M. Belinelli,,48,52
194,2,0:01.0,,Turnover by D. Booker (bad pass),48,52
195,2,0:00.0,L. Aldridge misses 3-pt jump shot from 26 ft,,48,52
196,2,0:00.0,Offensive rebound by Team,,48,52
197,3,11:40.0,,T. Warren misses 3-pt jump shot from 23 ft,48,52
198,3,11:37.0,Defensive rebound by D. DeRozan,,48,52
199,3,11:30.0,Personal foul by T. Warren (drawn by D. DeRozan),,48,52
200,3,11:18.0,Turnover by D. Cunningham (bad pass; steal by T. Warren),,48,52
201,3,11:12.0,,T. Warren makes 2-pt layup from 1 ft (assist by I. Canaan),48,54
202,3,11:12.0,,Shooting foul by B. Forbes (drawn by T. Warren),48,54
203,3,11:12.0,,T. Warren makes free throw 1 of 1,48,55
204,3,10:53.0,D. DeRozan makes 2-pt jump shot from 14 ft,,50,55
205,3,10:40.0,,D. Booker misses 3-pt jump shot from 26 ft,50,55
206,3,10:38.0,Defensive rebound by L. Aldridge,,50,55
207,3,10:31.0,Shooting foul by I. Canaan (drawn by D. White),,50,55
208,3,10:31.0,D. White makes free throw 1 of 2,,51,55
209,3,10:31.0,D. White makes free throw 2 of 2,,52,55
210,3,10:11.0,,I. Canaan misses 2-pt jump shot from 14 ft,52,55
211,3,10:09.0,Defensive rebound by D. White,,52,55
212,3,9:57.0,L. Aldridge misses 2-pt jump shot from 13 ft,,52,55
213,3,9:54.0,,Defensive rebound by T. Warren,52,55
214,3,9:49.0,,M. Bridges makes 2-pt layup at rim (assist by T. Warren),52,57
215,3,9:38.0,D. White makes 2-pt jump shot from 6 ft,,54,57
216,3,9:23.0,,D. Booker misses 3-pt jump shot from 25 ft,54,57
217,3,9:21.0,Defensive rebound by D. DeRozan,,54,57
218,3,9:12.0,B. Forbes misses 3-pt jump shot from 26 ft,,54,57
219,3,9:09.0,,Defensive rebound by D. Ayton,54,57
220,3,9:09.0,,R. Holmes enters the game for D. Ayton,54,57
221,3,8:45.0,,D. Booker misses 2-pt layup from 2 ft,54,57
222,3,8:42.0,,Offensive rebound by D. Booker,54,57
223,3,8:42.0,,D. Booker misses 2-pt layup from 1 ft,54,57
224,3,8:42.0,Defensive rebound by D. Cunningham,,54,57
225,3,8:35.0,D. White makes 2-pt jump shot from 5 ft,,56,57
226,3,8:22.0,,M. Bridges misses 3-pt jump shot from 27 ft,56,57
227,3,8:21.0,Defensive rebound by Team,,56,57
228,3,8:02.0,D. Cunningham misses 2-pt layup from 1 ft,,56,57
229,3,8:00.0,,Defensive rebound by I. Canaan,56,57
230,3,7:50.0,,I. Canaan makes 3-pt jump shot from 25 ft,56,60
231,3,7:40.0,Personal foul by M. Bridges (drawn by D. DeRozan),,56,60
232,3,7:40.0,,J. Crawford enters the game for D. Booker,56,60
233,3,7:40.0,,D. Melton enters the game for I. Canaan,56,60
234,3,7:32.0,D. DeRozan makes 2-pt jump shot from 19 ft,,58,60
235,3,7:15.0,,M. Bridges makes 2-pt jump shot from 1 ft (assist by D. Melton),58,62
236,3,6:59.0,B. Forbes misses 2-pt jump shot from 21 ft,,58,62
237,3,6:56.0,Offensive rebound by L. Aldridge,,58,62
238,3,6:51.0,Personal foul by T. Warren (drawn by L. Aldridge),,58,62
239,3,6:51.0,,Phoenix full timeout,58,62
240,3,6:51.0,D. DeRozan makes 2-pt jump shot from 14 ft (assist by D. White),,60,62
241,3,6:24.0,,D. Melton makes 3-pt jump shot from 25 ft (assist by J. Crawford),60,65
242,3,6:09.0,D. DeRozan misses 2-pt jump shot from 19 ft,,60,65
243,3,6:07.0,,Defensive rebound by D. Melton,60,65
244,3,5:57.0,,R. Holmes makes 2-pt layup at rim (assist by J. Crawford),60,67
245,3,5:41.0,Turnover by L. Aldridge (3 sec),,60,67
246,3,5:25.0,,Turnover by J. Crawford (bad pass),60,67
247,3,5:25.0,San Antonio full timeout,,60,67
248,3,5:25.0,M. Belinelli enters the game for B. Forbes,,60,67
249,3,5:25.0,P. Mills enters the game for D. White,,60,67
250,3,5:13.0,Shooting foul by R. Holmes (drawn by D. DeRozan),,60,67
251,3,5:13.0,D. DeRozan makes free throw 1 of 2,,61,67
252,3,5:13.0,D. DeRozan makes free throw 2 of 2,,62,67
253,3,5:05.0,,Offensive foul by R. Holmes (drawn by D. Cunningham),62,67
254,3,5:05.0,,Turnover by R. Holmes (offensive foul),62,67
255,3,5:05.0,,D. Ayton enters the game for R. Holmes,62,67
256,3,4:53.0,D. DeRozan misses 2-pt jump shot from 21 ft,,62,67
257,3,4:49.0,,Defensive rebound by D. Ayton,62,67
258,3,4:42.0,,J. Crawford makes 2-pt jump shot from 17 ft,62,69
259,3,4:28.0,D. Cunningham misses 3-pt jump shot from 23 ft,,62,69
260,3,4:25.0,,Defensive rebound by D. Melton,62,69
261,3,4:19.0,,J. Crawford makes 2-pt jump shot from 16 ft,62,71
262,3,4:17.0,San Antonio full timeout,,62,71
263,3,4:17.0,J. Poeltl enters the game for L. Aldridge,,62,71
264,3,4:17.0,Q. Pondexter enters the game for D. Cunningham,,62,71
265,3,4:17.0,,D. Booker enters the game for M. Bridges,62,71
266,3,4:17.0,,J. Jackson enters the game for D. Melton,62,71
267,3,4:00.0,D. DeRozan makes 2-pt jump shot from 4 ft (assist by P. Mills),,64,71
268,3,3:34.0,,D. Ayton makes 2-pt layup at rim (assist by J. Jackson),64,73
269,3,3:16.0,M. Belinelli misses 3-pt jump shot from 25 ft,,64,73
270,3,3:13.0,,Defensive rebound by D. Ayton,64,73
271,3,2:57.0,,Turnover by D. Booker (bad pass; steal by J. Poeltl),64,73
272,3,2:51.0,Q. Pondexter makes 2-pt layup from 1 ft (assist by M. Belinelli),,66,73
273,3,2:31.0,,D. Ayton makes 2-pt layup at rim (assist by J. Crawford),66,75
274,3,2:16.0,D. DeRozan misses 2-pt jump shot from 13 ft,,66,75
275,3,2:14.0,Offensive rebound by Team,,66,75
276,3,2:14.0,B. Forbes enters the game for D. DeRozan,,66,75
277,3,2:11.0,J. Poeltl misses 2-pt jump shot from 5 ft,,66,75
278,3,2:08.0,,Defensive rebound by D. Ayton,66,75
279,3,2:01.0,,J. Jackson misses 2-pt jump shot from 9 ft,66,75
280,3,1:58.0,Defensive rebound by M. Belinelli,,66,75
281,3,1:53.0,Offensive foul by J. Poeltl (drawn by T. Warren),,66,75
282,3,1:53.0,Turnover by J. Poeltl (offensive foul),,66,75
283,3,1:42.0,,Def 3 sec tech foul by Team,66,75
284,3,1:42.0,,D. Booker makes technical free throw,66,76
285,3,1:35.0,,D. Booker misses 2-pt layup from 2 ft (block by J. Poeltl),66,76
286,3,1:35.0,,Offensive rebound by Team,66,76
287,3,1:27.0,,T. Warren makes 3-pt jump shot from 26 ft (assist by D. Booker),66,79
288,3,1:18.0,M. Belinelli misses 3-pt jump shot from 25 ft,,66,79
289,3,1:15.0,Offensive rebound by P. Mills,,66,79
290,3,1:13.0,P. Mills makes 2-pt layup from 1 ft,,68,79
291,3,0:58.0,,J. Crawford makes 3-pt jump shot from 23 ft (assist by D. Booker),68,82
292,3,0:52.0,Personal foul by T. Warren (drawn by J. Poeltl),,68,82
293,3,0:52.0,J. Poeltl makes free throw 1 of 2,,69,82
294,3,0:52.0,,M. Bridges enters the game for T. Warren,69,82
295,3,0:52.0,J. Poeltl makes free throw 2 of 2,,70,82
296,3,0:37.0,,D. Booker makes 2-pt layup at rim,70,84
297,3,0:32.0,P. Mills misses 3-pt jump shot from 25 ft,,70,84
298,3,0:29.0,,Defensive rebound by J. Jackson,70,84
299,3,0:08.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by D. Booker),70,87
300,3,0:01.0,Turnover by Q. Pondexter (traveling),,70,87
301,4,11:49.0,Shooting foul by M. Bridges (drawn by J. Poeltl),,70,87
302,4,11:49.0,J. Poeltl misses free throw 1 of 2,,70,87
303,4,11:49.0,Offensive rebound by Team,,70,87
304,4,11:49.0,J. Poeltl makes free throw 2 of 2,,71,87
305,4,11:38.0,,Turnover by J. Crawford (bad pass; steal by P. Mills),71,87
306,4,11:34.0,P. Mills makes 2-pt layup from 1 ft,,73,87
307,4,11:21.0,,Shooting foul by P. Mills (drawn by J. Crawford),73,87
308,4,11:21.0,,J. Crawford makes free throw 1 of 2,73,88
309,4,11:21.0,,J. Crawford misses free throw 2 of 2,73,88
310,4,11:19.0,Defensive rebound by M. Belinelli,,73,88
311,4,11:12.0,M. Belinelli makes 3-pt jump shot from 25 ft,,76,88
312,4,10:49.0,,M. Bridges makes 2-pt layup from 1 ft (assist by D. Booker),76,90
313,4,10:35.0,M. Belinelli misses 3-pt jump shot from 25 ft,,76,90
314,4,10:33.0,Offensive rebound by J. Poeltl,,76,90
315,4,10:33.0,J. Poeltl misses 2-pt layup at rim,,76,90
316,4,10:33.0,Offensive rebound by D. Bertāns,,76,90
317,4,10:33.0,D. Bertāns makes 2-pt layup from 1 ft,,78,90
318,4,10:33.0,Shooting foul by J. Jackson (drawn by D. Bertāns),,78,90
319,4,10:33.0,D. White enters the game for P. Mills,,78,90
320,4,10:33.0,,T. Warren enters the game for J. Jackson,78,90
321,4,10:33.0,D. Bertāns misses free throw 1 of 1,,78,90
322,4,10:33.0,,Defensive rebound by J. Crawford,78,90
323,4,10:20.0,,D. Ayton misses 2-pt layup from 1 ft,78,90
324,4,10:20.0,,Offensive rebound by D. Ayton,78,90
325,4,10:20.0,,D. Ayton makes 2-pt dunk from 1 ft,78,92
326,4,10:20.0,,Shooting foul by D. Bertāns (drawn by D. Ayton),78,92
327,4,10:20.0,L. Aldridge enters the game for D. Bertāns,,78,92
328,4,10:20.0,D. Cunningham enters the game for B. Forbes,,78,92
329,4,10:20.0,D. DeRozan enters the game for J. Poeltl,,78,92
330,4,10:20.0,,I. Canaan enters the game for J. Crawford,78,92
331,4,10:20.0,,D. Ayton makes free throw 1 of 1,78,93
332,4,10:09.0,D. DeRozan misses 2-pt layup from 2 ft (block by M. Bridges),,78,93
333,4,10:09.0,,Defensive rebound by Team,78,93
334,4,9:50.0,,T. Warren makes 3-pt jump shot from 26 ft (assist by D. Booker),78,96
335,4,9:38.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,81,96
336,4,9:12.0,,D. Booker makes 2-pt jump shot from 3 ft,81,98
337,4,9:01.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. White),,83,98
338,4,8:41.0,,D. Booker misses 2-pt jump shot from 18 ft,83,98
339,4,8:38.0,Defensive rebound by L. Aldridge,,83,98
340,4,8:33.0,D. Cunningham misses 2-pt dunk from 1 ft,,83,98
341,4,8:31.0,,Defensive rebound by I. Canaan,83,98
342,4,8:13.0,,D. Ayton makes 2-pt jump shot from 18 ft (assist by D. Booker),83,100
343,4,7:56.0,L. Aldridge makes 2-pt hook shot from 6 ft,,85,100
344,4,7:35.0,,D. Booker makes 3-pt jump shot from 26 ft,85,103
345,4,7:09.0,D. White misses 3-pt jump shot from 25 ft,,85,103
346,4,7:05.0,,Defensive rebound by M. Bridges,85,103
347,4,6:42.0,,T. Warren makes 2-pt jump shot from 6 ft,85,105
348,4,6:42.0,San Antonio full timeout,,85,105
349,4,6:42.0,D. Bertāns enters the game for L. Aldridge,,85,105
350,4,6:42.0,C. Metu enters the game for M. Belinelli,,85,105
351,4,6:42.0,J. Poeltl enters the game for D. Cunningham,,85,105
352,4,6:42.0,Q. Pondexter enters the game for D. DeRozan,,85,105
353,4,6:42.0,,R. Holmes enters the game for D. Ayton,85,105
354,4,6:30.0,Turnover by J. Poeltl (bad pass),,85,105
355,4,6:18.0,,M. Bridges makes 2-pt dunk from 1 ft,85,107
356,4,6:12.0,San Antonio full timeout,,85,107
357,4,6:07.0,Turnover by D. White (lost ball; steal by I. Canaan),,85,107
358,4,6:04.0,,I. Canaan makes 2-pt layup from 1 ft,85,109
359,4,5:59.0,Turnover by D. White (bad pass; steal by D. Booker),,85,109
360,4,5:42.0,,D. Booker misses 3-pt jump shot from 26 ft,85,109
361,4,5:39.0,Defensive rebound by J. Poeltl,,85,109
362,4,5:25.0,D. White makes 2-pt jump shot from 7 ft,,87,109
363,4,5:13.0,,D. Booker makes 2-pt layup at rim,87,111
364,4,5:12.0,San Antonio full timeout,,87,111
365,4,4:53.0,D. White makes 3-pt jump shot from 25 ft,,90,111
366,4,4:34.0,,T. Warren misses 3-pt jump shot from 26 ft,90,111
367,4,4:33.0,,Offensive rebound by R. Holmes,90,111
368,4,4:31.0,,R. Holmes makes 2-pt dunk at rim,90,113
369,4,4:20.0,C. Metu makes 2-pt hook shot from 6 ft,,92,113
370,4,4:20.0,,Violation by Team (def goaltending),92,113
371,4,4:20.0,Shooting foul by M. Bridges (drawn by C. Metu),,92,113
372,4,4:20.0,,D. Bender enters the game for M. Bridges,92,113
373,4,4:20.0,C. Metu makes free throw 1 of 1,,93,113
374,4,4:01.0,,R. Holmes misses 2-pt hook shot from 4 ft,93,113
375,4,3:59.0,Defensive rebound by J. Poeltl,,93,113
376,4,3:52.0,Shooting foul by I. Canaan (drawn by D. White),,93,113
377,4,3:52.0,D. White misses free throw 1 of 2,,93,113
378,4,3:52.0,Offensive rebound by Team,,93,113
379,4,3:52.0,D. White makes free throw 2 of 2,,94,113
380,4,3:27.0,,R. Holmes misses 2-pt layup from 5 ft (block by J. Poeltl),94,113
381,4,3:25.0,Defensive rebound by D. Bertāns,,94,113
