,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,TORONTO_ACTION,CLEVELAND_SCORE,TORONTO_SCORE
105,1,0:00.0,,D. Wright misses 3-pt jump shot from 58 ft,28,34
106,1,0:00.0,,Offensive rebound by Team,28,34
107,2,11:38.0,,N. Powell makes 2-pt layup from 2 ft,28,36
108,2,11:14.0,J. Clarkson makes 3-pt jump shot from 26 ft,,31,36
109,2,10:52.0,,N. Powell makes 2-pt layup from 2 ft (assist by F. VanVleet),31,38
110,2,10:29.0,A. Žižić makes 2-pt jump shot from 13 ft (assist by M. Dellavedova),,33,38
111,2,10:12.0,,P. Siakam misses 2-pt layup from 3 ft,33,38
112,2,10:09.0,Defensive rebound by A. Burks,,33,38
113,2,10:04.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,36,38
114,2,9:45.0,,F. VanVleet misses 2-pt jump shot from 23 ft,36,38
115,2,9:42.0,Defensive rebound by A. Žižić,,36,38
116,2,9:38.0,Shooting foul by G. Monroe (drawn by A. Žižić),,36,38
117,2,9:38.0,A. Žižić makes free throw 1 of 2,,37,38
118,2,9:38.0,,L. Brown enters the game for N. Powell,37,38
119,2,9:38.0,A. Žižić misses free throw 2 of 2,,37,38
120,2,9:36.0,,Defensive rebound by G. Monroe,37,38
121,2,9:20.0,,C. Miles makes 2-pt jump shot from 18 ft (assist by F. VanVleet),37,40
122,2,9:08.0,Turnover by J. Clarkson (lost ball; steal by L. Brown),,37,40
123,2,9:05.0,,L. Brown misses 2-pt layup from 2 ft,37,40
124,2,9:05.0,,Offensive rebound by Team,37,40
125,2,9:05.0,Loose ball foul by M. Dellavedova (drawn by P. Siakam),,37,40
126,2,8:54.0,,G. Monroe makes 2-pt hook shot from 4 ft (assist by F. VanVleet),37,42
127,2,8:38.0,Turnover by A. Žižić (3 sec),,37,42
128,2,8:19.0,,F. VanVleet makes 2-pt layup at rim (assist by L. Brown),37,44
129,2,8:03.0,A. Burks misses 2-pt layup from 2 ft,,37,44
130,2,8:00.0,,Defensive rebound by F. VanVleet,37,44
131,2,7:57.0,,F. VanVleet misses 2-pt layup from 2 ft (block by J. Blossomgame),37,44
132,2,7:57.0,Defensive rebound by M. Dellavedova,,37,44
133,2,7:53.0,Personal foul by C. Miles (drawn by A. Burks),,37,44
134,2,7:53.0,R. Hood enters the game for M. Dellavedova,,37,44
135,2,7:53.0,L. Nance enters the game for A. Žižić,,37,44
136,2,7:53.0,,K. Leonard enters the game for P. Siakam,37,44
137,2,7:43.0,R. Hood misses 2-pt jump shot from 12 ft,,37,44
138,2,7:39.0,,Defensive rebound by G. Monroe,37,44
139,2,7:29.0,,G. Monroe makes 2-pt hook shot from 2 ft (assist by F. VanVleet),37,46
140,2,7:29.0,C. Osman enters the game for J. Blossomgame,,37,46
141,2,7:29.0,,O. Anunoby enters the game for G. Monroe,37,46
142,2,7:12.0,C. Osman makes 2-pt layup from 1 ft (assist by A. Burks),,39,46
143,2,6:47.0,,K. Leonard makes 2-pt layup at rim,39,48
144,2,6:27.0,J. Clarkson misses 3-pt jump shot from 24 ft,,39,48
145,2,6:25.0,,Defensive rebound by O. Anunoby,39,48
146,2,6:20.0,,Personal foul by J. Clarkson (drawn by F. VanVleet),39,48
147,2,6:20.0,,Toronto full timeout,39,48
148,2,6:20.0,C. Sexton enters the game for J. Clarkson,,39,48
149,2,6:15.0,,C. Miles misses 3-pt jump shot from 23 ft,39,48
150,2,6:10.0,Defensive rebound by C. Osman,,39,48
151,2,5:58.0,Turnover by L. Nance (bad pass; steal by L. Brown),,39,48
152,2,5:52.0,,O. Anunoby misses 3-pt jump shot from 26 ft,39,48
153,2,5:48.0,,Offensive rebound by F. VanVleet,39,48
154,2,5:46.0,,C. Miles misses 3-pt jump shot from 24 ft,39,48
155,2,5:42.0,Defensive rebound by C. Sexton,,39,48
156,2,5:38.0,L. Nance makes 2-pt dunk from 1 ft (assist by A. Burks),,41,48
157,2,5:26.0,,K. Leonard misses 3-pt jump shot from 26 ft,41,48
158,2,5:23.0,,Offensive rebound by C. Miles,41,48
159,2,5:21.0,,Turnover by C. Miles (lost ball; steal by R. Hood),41,48
160,2,5:13.0,R. Hood makes 2-pt jump shot from 7 ft,,43,48
161,2,4:52.0,,O. Anunoby makes 2-pt layup from 1 ft,43,50
162,2,4:40.0,C. Sexton makes 2-pt jump shot from 20 ft,,45,50
163,2,4:22.0,,K. Leonard misses 2-pt layup from 4 ft,45,50
164,2,4:18.0,Defensive rebound by A. Burks,,45,50
165,2,4:14.0,A. Burks misses 2-pt layup from 5 ft,,45,50
166,2,4:11.0,,Defensive rebound by L. Brown,45,50
167,2,4:05.0,,L. Brown misses 2-pt layup from 1 ft (block by A. Burks),45,50
168,2,4:02.0,Defensive rebound by C. Sexton,,45,50
169,2,3:56.0,Shooting foul by O. Anunoby (drawn by C. Sexton),,45,50
170,2,3:56.0,C. Sexton makes free throw 1 of 2,,46,50
171,2,3:56.0,J. Blossomgame enters the game for A. Burks,,46,50
172,2,3:56.0,J. Clarkson enters the game for R. Hood,,46,50
173,2,3:56.0,D. Nwaba enters the game for C. Osman,,46,50
174,2,3:56.0,,N. Powell enters the game for O. Anunoby,46,50
175,2,3:56.0,,P. Siakam enters the game for L. Brown,46,50
176,2,3:56.0,,D. Wright enters the game for C. Miles,46,50
177,2,3:56.0,C. Sexton makes free throw 2 of 2,,47,50
178,2,3:39.0,,D. Wright misses 2-pt layup from 3 ft,47,50
179,2,3:37.0,Defensive rebound by L. Nance,,47,50
180,2,3:31.0,C. Sexton misses 2-pt jump shot from 21 ft,,47,50
181,2,3:27.0,,Defensive rebound by K. Leonard,47,50
182,2,3:26.0,,Shooting foul by D. Nwaba (drawn by K. Leonard),47,50
183,2,3:26.0,,K. Leonard makes free throw 1 of 2,47,51
184,2,3:26.0,,K. Leonard makes free throw 2 of 2,47,52
185,2,3:04.0,J. Clarkson misses 3-pt jump shot from 27 ft,,47,52
186,2,3:01.0,,Defensive rebound by N. Powell,47,52
187,2,2:56.0,,N. Powell makes 2-pt layup from 1 ft,47,54
188,2,2:34.0,C. Sexton misses 2-pt jump shot from 11 ft (block by F. VanVleet),,47,54
189,2,2:31.0,,Defensive rebound by K. Leonard,47,54
190,2,2:29.0,,K. Leonard makes 2-pt dunk from 2 ft,47,56
191,2,2:02.0,C. Sexton misses 2-pt jump shot from 15 ft,,47,56
192,2,2:02.0,,Defensive rebound by P. Siakam,47,56
193,2,1:40.0,Cleveland full timeout,,47,56
194,2,1:37.0,,K. Leonard makes 3-pt jump shot from 32 ft (assist by D. Wright),47,59
195,2,1:16.0,L. Nance misses 2-pt hook shot from 6 ft,,47,59
196,2,1:14.0,Offensive rebound by D. Nwaba,,47,59
197,2,1:11.0,D. Nwaba misses 2-pt layup from 2 ft,,47,59
198,2,1:09.0,Offensive rebound by L. Nance,,47,59
199,2,1:06.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by L. Nance),,50,59
200,2,0:52.0,,Personal foul by C. Sexton (drawn by N. Powell),50,59
201,2,0:52.0,C. Osman enters the game for D. Nwaba,,50,59
202,2,0:35.0,,Turnover by Team (shot clock),50,59
203,2,0:25.0,Personal foul by N. Powell (drawn by C. Sexton),,50,59
204,2,0:14.0,L. Nance makes 2-pt layup from 1 ft (assist by C. Sexton),,52,59
205,3,11:41.0,,P. Siakam makes 2-pt jump shot from 6 ft,52,61
206,3,11:41.0,,Shooting foul by L. Nance (drawn by P. Siakam),52,61
207,3,11:41.0,,P. Siakam misses free throw 1 of 1,52,61
208,3,11:38.0,Defensive rebound by C. Osman,,52,61
209,3,11:27.0,Personal foul by O. Anunoby (drawn by L. Nance),,52,61
210,3,11:20.0,D. Nwaba makes 3-pt jump shot from 25 ft (assist by R. Hood),,55,61
211,3,11:07.0,,P. Siakam misses 2-pt jump shot from 5 ft,55,61
212,3,11:05.0,,Offensive rebound by P. Siakam,55,61
213,3,11:03.0,,P. Siakam misses 2-pt layup from 2 ft,55,61
214,3,11:01.0,,Offensive rebound by P. Siakam,55,61
215,3,11:01.0,,P. Siakam misses 2-pt layup from 1 ft,55,61
216,3,10:59.0,,Offensive rebound by P. Siakam,55,61
217,3,10:58.0,,P. Siakam misses 2-pt layup from 2 ft,55,61
218,3,10:58.0,,Offensive rebound by P. Siakam,55,61
219,3,10:58.0,,P. Siakam misses 2-pt layup from 2 ft,55,61
220,3,10:58.0,Defensive rebound by L. Nance,,55,61
221,3,10:43.0,D. Nwaba misses 2-pt hook shot from 5 ft,,55,61
222,3,10:39.0,Offensive rebound by L. Nance,,55,61
223,3,10:35.0,C. Osman misses 3-pt jump shot from 25 ft,,55,61
224,3,10:32.0,,Defensive rebound by K. Leonard,55,61
225,3,10:28.0,,K. Leonard makes 2-pt jump shot from 5 ft,55,63
226,3,10:28.0,,Shooting foul by D. Nwaba (drawn by K. Leonard),55,63
227,3,10:28.0,,K. Leonard makes free throw 1 of 1,55,64
228,3,10:21.0,C. Sexton misses 2-pt layup from 2 ft (block by D. Wright),,55,64
229,3,10:21.0,Offensive rebound by Team,,55,64
230,3,10:14.0,R. Hood makes 2-pt jump shot from 10 ft,,57,64
231,3,10:02.0,,K. Leonard makes 2-pt layup from 2 ft,57,66
232,3,9:49.0,D. Nwaba makes 3-pt jump shot from 27 ft (assist by C. Sexton),,60,66
233,3,9:39.0,,Shooting foul by D. Nwaba (drawn by K. Leonard),60,66
234,3,9:39.0,,K. Leonard makes free throw 1 of 2,60,67
235,3,9:39.0,,K. Leonard makes free throw 2 of 2,60,68
236,3,9:19.0,C. Osman misses 2-pt layup from 3 ft,,60,68
237,3,9:14.0,,Defensive rebound by F. VanVleet,60,68
238,3,9:11.0,,D. Wright makes 2-pt hook shot from 4 ft,60,70
239,3,9:03.0,Cleveland full timeout,,60,70
240,3,9:03.0,,N. Powell enters the game for O. Anunoby,60,70
241,3,8:52.0,C. Sexton makes 2-pt jump shot from 20 ft,,62,70
242,3,8:37.0,,N. Powell misses 3-pt jump shot from 23 ft,62,70
243,3,8:33.0,Defensive rebound by C. Sexton,,62,70
244,3,8:16.0,D. Nwaba misses 3-pt jump shot from 23 ft,,62,70
245,3,8:15.0,,Defensive rebound by Team,62,70
246,3,8:04.0,,P. Siakam misses 2-pt layup from 2 ft,62,70
247,3,8:03.0,Defensive rebound by C. Osman,,62,70
248,3,8:00.0,C. Osman makes 2-pt layup from 1 ft,,64,70
249,3,7:49.0,,K. Leonard makes 2-pt layup from 3 ft (assist by D. Wright),64,72
250,3,7:49.0,,Shooting foul by C. Sexton (drawn by K. Leonard),64,72
251,3,7:49.0,,K. Leonard makes free throw 1 of 1,64,73
252,3,7:38.0,Personal foul by N. Powell (drawn by R. Hood),,64,73
253,3,7:27.0,C. Sexton makes 2-pt jump shot from 22 ft,,66,73
254,3,7:08.0,,K. Leonard makes 2-pt hook shot from 6 ft (assist by P. Siakam),66,75
255,3,6:58.0,Shooting foul by D. Wright (drawn by C. Osman),,66,75
256,3,6:58.0,,Technical foul by D. Wright,66,75
257,3,6:58.0,C. Sexton makes technical free throw,,67,75
258,3,6:58.0,C. Osman makes free throw 1 of 2,,68,75
259,3,6:58.0,J. Clarkson enters the game for D. Nwaba,,68,75
260,3,6:58.0,C. Osman makes free throw 2 of 2,,69,75
261,3,6:42.0,,K. Leonard makes 2-pt layup from 3 ft (assist by F. VanVleet),69,77
262,3,6:42.0,,Shooting foul by C. Sexton (drawn by K. Leonard),69,77
263,3,6:42.0,J. Blossomgame enters the game for C. Osman,,69,77
264,3,6:42.0,,K. Leonard makes free throw 1 of 1,69,78
265,3,6:23.0,C. Sexton misses 2-pt jump shot from 13 ft,,69,78
266,3,6:19.0,,Defensive rebound by P. Siakam,69,78
267,3,6:15.0,,P. Siakam makes 2-pt layup from 1 ft,69,80
268,3,6:02.0,Turnover by J. Blossomgame (bad pass; steal by P. Siakam),,69,80
269,3,5:54.0,,D. Wright misses 3-pt jump shot from 26 ft,69,80
270,3,5:50.0,Defensive rebound by L. Nance,,69,80
271,3,5:41.0,C. Sexton makes 2-pt jump shot from 16 ft (assist by L. Nance),,71,80
272,3,5:27.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by F. VanVleet),71,83
273,3,5:07.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by C. Sexton),,74,83
274,3,4:54.0,,F. VanVleet makes 2-pt layup from 1 ft (assist by P. Siakam),74,85
275,3,4:54.0,,Shooting foul by C. Sexton (drawn by F. VanVleet),74,85
276,3,4:54.0,A. Burks enters the game for R. Hood,,74,85
277,3,4:54.0,M. Dellavedova enters the game for L. Nance,,74,85
278,3,4:54.0,A. Žižić enters the game for C. Sexton,,74,85
279,3,4:54.0,,G. Monroe enters the game for P. Siakam,74,85
280,3,4:54.0,,F. VanVleet makes free throw 1 of 1,74,86
281,3,4:47.0,Turnover by M. Dellavedova (lost ball; steal by F. VanVleet),,74,86
282,3,4:43.0,,F. VanVleet makes 2-pt layup from 1 ft,74,88
283,3,4:25.0,A. Žižić makes 2-pt dunk from 1 ft (assist by J. Clarkson),,76,88
284,3,4:03.0,,N. Powell makes 2-pt layup from 2 ft,76,90
285,3,3:53.0,J. Clarkson misses 3-pt jump shot from 28 ft,,76,90
286,3,3:49.0,,Defensive rebound by D. Wright,76,90
287,3,3:44.0,,G. Monroe misses 3-pt jump shot from 27 ft,76,90
288,3,3:40.0,Defensive rebound by A. Žižić,,76,90
289,3,3:31.0,A. Žižić makes 2-pt hook shot from 2 ft,,78,90
290,3,3:10.0,,D. Wright makes 2-pt layup from 3 ft,78,92
291,3,2:58.0,M. Dellavedova makes 2-pt jump shot from 9 ft,,80,92
292,3,2:57.0,,Toronto full timeout,80,92
293,3,2:57.0,,L. Brown enters the game for K. Leonard,80,92
294,3,2:57.0,,P. Siakam enters the game for F. VanVleet,80,92
295,3,2:45.0,,Personal foul by A. Žižić (drawn by N. Powell),80,92
296,3,2:45.0,,N. Powell makes free throw 1 of 2,80,93
297,3,2:45.0,,N. Powell misses free throw 2 of 2,80,93
298,3,2:42.0,Defensive rebound by A. Burks,,80,93
299,3,2:22.0,Shooting foul by D. Wright (drawn by J. Clarkson),,80,93
300,3,2:22.0,J. Clarkson makes free throw 1 of 2,,81,93
301,3,2:22.0,J. Clarkson makes free throw 2 of 2,,82,93
302,3,2:01.0,,L. Brown makes 2-pt jump shot from 22 ft,82,95
303,3,1:36.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,85,95
304,3,1:24.0,,N. Powell misses 3-pt jump shot from 26 ft,85,95
305,3,1:20.0,Defensive rebound by A. Burks,,85,95
306,3,1:16.0,J. Blossomgame makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,88,95
307,3,0:57.0,,D. Wright makes 2-pt hook shot from 3 ft,88,97
308,3,0:42.0,A. Žižić makes 2-pt layup at rim (assist by M. Dellavedova),,90,97
309,3,0:34.0,,G. Monroe makes 2-pt layup from 2 ft (assist by L. Brown),90,99
310,3,0:28.0,A. Burks makes 3-pt jump shot from 28 ft (assist by M. Dellavedova),,93,99
311,3,0:28.0,Shooting foul by P. Siakam (drawn by A. Burks),,93,99
312,3,0:28.0,A. Burks misses free throw 1 of 1,,93,99
313,3,0:26.0,,Defensive rebound by P. Siakam,93,99
314,3,0:04.0,,L. Brown misses 3-pt jump shot from 23 ft,93,99
315,3,0:01.0,Defensive rebound by J. Clarkson,,93,99
316,3,0:00.0,J. Clarkson misses 3-pt jump shot from 32 ft,,93,99
317,3,0:00.0,Offensive rebound by Team,,93,99
318,4,11:42.0,A. Burks misses 2-pt jump shot from 5 ft,,93,99
319,4,11:39.0,,Defensive rebound by P. Siakam,93,99
320,4,11:34.0,,C. Miles misses 3-pt jump shot from 23 ft,93,99
321,4,11:29.0,,Offensive rebound by O. Anunoby,93,99
322,4,11:24.0,,Turnover by L. Brown (bad pass; steal by A. Burks),93,99
323,4,11:23.0,Personal take foul by C. Miles (drawn by A. Burks),,93,99
324,4,11:08.0,Personal foul by L. Brown (drawn by A. Žižić),,93,99
325,4,10:54.0,J. Clarkson misses 3-pt jump shot from 26 ft,,93,99
326,4,10:51.0,,Defensive rebound by O. Anunoby,93,99
327,4,10:42.0,,O. Anunoby makes 2-pt layup from 1 ft,93,101
328,4,10:27.0,Turnover by J. Blossomgame (lost ball; steal by L. Brown),,93,101
329,4,10:17.0,,Shooting foul by A. Žižić (drawn by P. Siakam),93,101
330,4,10:17.0,,P. Siakam misses free throw 1 of 2,93,101
331,4,10:17.0,,Offensive rebound by Team,93,101
332,4,10:17.0,,P. Siakam makes free throw 2 of 2,93,102
333,4,9:58.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,93,102
334,4,9:55.0,Offensive rebound by A. Žižić,,93,102
335,4,9:54.0,A. Žižić misses 2-pt hook shot from 1 ft,,93,102
336,4,9:52.0,,Defensive rebound by O. Anunoby,93,102
337,4,9:48.0,,O. Anunoby misses 3-pt jump shot from 27 ft,93,102
338,4,9:45.0,Defensive rebound by J. Clarkson,,93,102
339,4,9:29.0,A. Žižić misses 2-pt hook shot from 5 ft (block by P. Siakam),,93,102
340,4,9:27.0,,Defensive rebound by L. Brown,93,102
341,4,9:22.0,,F. VanVleet misses 2-pt layup from 2 ft,93,102
342,4,9:22.0,,Offensive rebound by Team,93,102
343,4,9:22.0,Loose ball foul by M. Dellavedova (drawn by P. Siakam),,93,102
344,4,9:22.0,L. Nance enters the game for A. Žižić,,93,102
345,4,9:10.0,,P. Siakam misses 2-pt hook shot from 5 ft,93,102
346,4,9:09.0,Defensive rebound by J. Blossomgame,,93,102
347,4,9:09.0,Personal foul by L. Brown (drawn by M. Dellavedova),,93,102
348,4,8:56.0,J. Clarkson makes 2-pt jump shot from 5 ft,,95,102
349,4,8:44.0,,Personal foul by M. Dellavedova (drawn by P. Siakam),95,102
350,4,8:32.0,,Turnover by O. Anunoby (bad pass; steal by J. Blossomgame),95,102
351,4,8:26.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,95,102
352,4,8:23.0,,Defensive rebound by O. Anunoby,95,102
353,4,8:06.0,,O. Anunoby misses 3-pt jump shot from 23 ft,95,102
354,4,8:02.0,Defensive rebound by L. Nance,,95,102
355,4,7:55.0,Shooting foul by C. Miles (drawn by L. Nance),,95,102
356,4,7:55.0,L. Nance makes free throw 1 of 2,,96,102
357,4,7:55.0,C. Sexton enters the game for M. Dellavedova,,96,102
358,4,7:55.0,L. Nance makes free throw 2 of 2,,97,102
359,4,7:36.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by L. Brown),97,104
360,4,7:18.0,Turnover by C. Sexton (lost ball; steal by F. VanVleet),,97,104
361,4,7:13.0,,P. Siakam makes 2-pt layup from 2 ft,97,106
362,4,7:13.0,Cleveland full timeout,,97,106
363,4,7:13.0,,K. Leonard enters the game for L. Brown,97,106
364,4,6:55.0,A. Burks misses 3-pt jump shot from 25 ft,,97,106
365,4,6:51.0,,Defensive rebound by F. VanVleet,97,106
366,4,6:42.0,,O. Anunoby misses 2-pt jump shot from 3 ft (block by J. Clarkson),97,106
367,4,6:38.0,Defensive rebound by J. Clarkson,,97,106
368,4,6:22.0,Personal foul by O. Anunoby (drawn by J. Clarkson),,97,106
369,4,6:22.0,J. Clarkson makes free throw 1 of 2,,98,106
370,4,6:22.0,C. Osman enters the game for A. Burks,,98,106
371,4,6:22.0,,N. Powell enters the game for O. Anunoby,98,106
372,4,6:22.0,J. Clarkson makes free throw 2 of 2,,99,106
373,4,6:07.0,,Turnover by N. Powell (step out of bounds),99,106
374,4,5:51.0,C. Sexton misses 2-pt jump shot from 15 ft,,99,106
375,4,5:45.0,,Defensive rebound by C. Miles,99,106
376,4,5:38.0,,C. Miles misses 3-pt jump shot from 29 ft,99,106
377,4,5:34.0,Defensive rebound by L. Nance,,99,106
378,4,5:26.0,J. Clarkson misses 2-pt layup from 1 ft,,99,106
379,4,5:25.0,Offensive rebound by L. Nance,,99,106
380,4,5:23.0,L. Nance makes 2-pt dunk from 1 ft,,101,106
