,QUARTER,TIME_REMAINING,ATLANTA_ACTION,LA CLIPPERS_ACTION,ATLANTA_SCORE,LA CLIPPERS_SCORE
384,4,7:56.0,O. Spellman enters the game for J. Collins,,103,93
385,4,7:46.0,Personal foul by T. Harris (drawn by J. Lin),,103,93
386,4,7:46.0,T. Prince enters the game for D. Bembry,,103,93
387,4,7:41.0,J. Lin makes 2-pt jump shot from 9 ft,,105,93
388,4,7:41.0,Shooting foul by P. Beverley (drawn by J. Lin),,105,93
389,4,7:41.0,J. Lin makes free throw 1 of 1,,106,93
390,4,7:24.0,,A. Bradley misses 2-pt layup from 7 ft (block by K. Huerter),106,93
391,4,7:21.0,Defensive rebound by A. Len,,106,93
392,4,7:17.0,T. Prince misses 3-pt jump shot from 25 ft,,106,93
393,4,7:17.0,Offensive rebound by Team,,106,93
394,4,7:17.0,,Loose ball foul by M. Harrell (drawn by A. Len),106,93
395,4,7:17.0,A. Len misses free throw 1 of 2,,106,93
396,4,7:17.0,Offensive rebound by Team,,106,93
397,4,7:17.0,A. Len makes free throw 2 of 2,,107,93
398,4,7:10.0,,Personal foul by T. Prince (drawn by L. Williams),107,93
399,4,7:04.0,,T. Harris misses 2-pt jump shot from 20 ft,107,93
400,4,7:02.0,Defensive rebound by O. Spellman,,107,93
401,4,6:53.0,A. Len makes 2-pt jump shot from 9 ft (assist by J. Lin),,109,93
402,4,6:52.0,,LA Clippers full timeout,109,93
403,4,6:43.0,,Personal foul by T. Prince (drawn by P. Beverley),109,93
404,4,6:31.0,,Personal foul by O. Spellman (drawn by M. Harrell),109,93
405,4,6:23.0,,L. Williams misses 2-pt jump shot from 18 ft,109,93
406,4,6:17.0,,Offensive rebound by M. Harrell,109,93
407,4,6:17.0,,M. Harrell makes 2-pt layup at rim,109,95
408,4,6:05.0,T. Prince makes 2-pt jump shot from 15 ft (assist by A. Len),,111,95
409,4,5:46.0,,T. Harris makes 2-pt jump shot from 6 ft (assist by L. Williams),111,97
410,4,5:46.0,,Shooting foul by O. Spellman (drawn by T. Harris),111,97
411,4,5:46.0,,T. Harris makes free throw 1 of 1,111,98
412,4,5:31.0,O. Spellman makes 3-pt jump shot from 25 ft (assist by K. Huerter),,114,98
413,4,5:22.0,,Shooting foul by O. Spellman (drawn by L. Williams),114,98
414,4,5:22.0,,L. Williams makes free throw 1 of 2,114,99
415,4,5:22.0,,L. Williams makes free throw 2 of 2,114,100
416,4,5:15.0,Personal foul by A. Bradley (drawn by T. Prince),,114,100
417,4,5:15.0,T. Prince makes free throw 1 of 2,,115,100
418,4,5:15.0,J. Collins enters the game for J. Lin,,115,100
419,4,5:15.0,T. Young enters the game for O. Spellman,,115,100
420,4,5:15.0,T. Prince makes free throw 2 of 2,,116,100
421,4,5:02.0,,A. Bradley misses 3-pt jump shot from 25 ft,116,100
422,4,4:58.0,,Offensive rebound by P. Beverley,116,100
423,4,4:55.0,,L. Williams misses 3-pt jump shot from 26 ft,116,100
424,4,4:52.0,,Offensive rebound by P. Beverley,116,100
425,4,4:50.0,,A. Bradley makes 3-pt jump shot from 26 ft (assist by T. Harris),116,103
426,4,4:35.0,Offensive foul by J. Collins (drawn by L. Williams),,116,103
427,4,4:35.0,Turnover by J. Collins (offensive foul),,116,103
428,4,4:12.0,,T. Harris makes 2-pt jump shot from 5 ft,116,105
429,4,4:00.0,Turnover by A. Len (off goaltending),,116,105
430,4,4:00.0,,LA Clippers full timeout,116,105
431,4,4:00.0,D. Dedmon enters the game for A. Len,,116,105
432,4,3:51.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by L. Williams),116,108
433,4,3:34.0,T. Young misses 3-pt jump shot from 26 ft,,116,108
434,4,3:30.0,Offensive rebound by K. Huerter,,116,108
435,4,3:26.0,K. Huerter misses 3-pt jump shot from 26 ft,,116,108
436,4,3:23.0,Offensive rebound by D. Dedmon,,116,108
437,4,3:18.0,Atlanta full timeout,,116,108
438,4,3:18.0,D. Bembry enters the game for K. Huerter,,116,108
439,4,3:10.0,T. Young makes 2-pt jump shot from 3 ft,,118,108
440,4,2:52.0,,T. Harris makes 2-pt layup from 2 ft,118,110
441,4,2:49.0,Turnover by J. Collins (inbound),,118,110
442,4,2:38.0,,A. Bradley misses 3-pt jump shot from 26 ft (block by D. Bembry),118,110
443,4,2:35.0,Defensive rebound by T. Young,,118,110
444,4,2:22.0,D. Dedmon misses 3-pt jump shot from 25 ft,,118,110
445,4,2:18.0,,Defensive rebound by P. Beverley,118,110
446,4,2:18.0,,Personal foul by D. Dedmon (drawn by P. Beverley),118,110
447,4,2:18.0,,P. Beverley makes free throw 1 of 2,118,111
448,4,2:18.0,,P. Beverley makes free throw 2 of 2,118,112
449,4,1:57.0,J. Collins misses 2-pt layup from 2 ft (block by T. Harris),,118,112
450,4,1:54.0,,Defensive rebound by L. Williams,118,112
451,4,1:52.0,,M. Harrell misses 2-pt layup from 1 ft (block by T. Prince),118,112
452,4,1:48.0,Defensive rebound by D. Dedmon,,118,112
453,4,1:30.0,T. Young misses 3-pt jump shot from 29 ft,,118,112
454,4,1:27.0,Offensive rebound by D. Dedmon,,118,112
455,4,1:18.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Young),,120,112
456,4,1:18.0,,LA Clippers full timeout,120,112
457,4,1:11.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),120,114
458,4,0:54.0,T. Young makes 3-pt jump shot from 31 ft,,123,114
459,4,0:48.0,,Shooting foul by J. Collins (drawn by L. Williams),123,114
460,4,0:48.0,,L. Williams makes free throw 1 of 2,123,115
461,4,0:48.0,,L. Williams makes free throw 2 of 2,123,116
462,4,0:41.0,Atlanta full timeout,,123,116
463,4,0:41.0,,S. Thornwell enters the game for L. Williams,123,116
464,4,0:34.0,Turnover by D. Bembry (bad pass),,123,116
465,4,0:34.0,,L. Williams enters the game for S. Thornwell,123,116
466,4,0:28.0,,Shooting foul by T. Prince (drawn by P. Beverley),123,116
467,4,0:28.0,,P. Beverley makes free throw 1 of 2,123,117
468,4,0:28.0,V. Carter enters the game for D. Bembry,,123,117
469,4,0:28.0,,S. Thornwell enters the game for L. Williams,123,117
470,4,0:28.0,,P. Beverley makes free throw 2 of 2,123,118
471,4,0:21.0,Personal take foul by M. Harrell (drawn by T. Prince),,123,118
472,4,0:21.0,T. Prince misses free throw 1 of 2,,123,118
473,4,0:21.0,Offensive rebound by Team,,123,118
474,4,0:21.0,D. Bembry enters the game for V. Carter,,123,118
475,4,0:21.0,T. Prince misses free throw 2 of 2,,123,118
476,4,0:17.0,Offensive rebound by D. Dedmon,,123,118
477,4,0:04.0,Turnover by Team (shot clock),,123,118
