,QUARTER,TIME_REMAINING,UTAH_ACTION,CLEVELAND_ACTION,UTAH_SCORE,CLEVELAND_SCORE
43,1,6:39.0,J. Crowder misses 3-pt jump shot from 27 ft,,8,8
44,1,6:38.0,,Defensive rebound by Team,8,8
45,1,6:21.0,,C. Sexton makes 3-pt jump shot from 27 ft,8,11
46,1,6:07.0,K. Korver misses 3-pt jump shot from 23 ft,,8,11
47,1,6:03.0,,Defensive rebound by L. Nance,8,11
48,1,5:59.0,,C. Sexton misses 3-pt jump shot from 26 ft,8,11
49,1,5:55.0,Defensive rebound by K. Korver,,8,11
50,1,5:48.0,Shooting foul by T. Thompson (drawn by J. Crowder),,8,11
51,1,5:48.0,J. Crowder makes free throw 1 of 2,,9,11
52,1,5:48.0,,J. Clarkson enters the game for R. Hood,9,11
53,1,5:48.0,J. Crowder misses free throw 2 of 2,,9,11
54,1,5:45.0,,Defensive rebound by L. Nance,9,11
55,1,5:28.0,,T. Thompson makes 2-pt hook shot from 10 ft,9,13
56,1,5:28.0,Violation by Team (def goaltending),,9,13
57,1,5:14.0,Shooting foul by C. Sexton (drawn by K. Korver),,9,13
58,1,5:14.0,K. Korver makes free throw 1 of 2,,10,13
59,1,5:14.0,D. Exum enters the game for R. Rubio,,10,13
60,1,5:14.0,,A. Burks enters the game for C. Sexton,10,13
61,1,5:14.0,K. Korver makes free throw 2 of 2,,11,13
62,1,5:05.0,,Personal foul by K. Korver (drawn by C. Osman),11,13
63,1,4:54.0,,Turnover by A. Burks (lost ball; steal by J. Crowder),11,13
64,1,4:45.0,D. Mitchell misses 2-pt dunk at rim,,11,13
65,1,4:42.0,Offensive rebound by R. Gobert,,11,13
66,1,4:41.0,K. Korver makes 3-pt jump shot from 26 ft (assist by R. Gobert),,14,13
67,1,4:28.0,,Personal foul by D. Mitchell (drawn by T. Thompson),14,13
68,1,4:28.0,,P. McCaw enters the game for L. Nance,14,13
69,1,4:20.0,,J. Clarkson makes 2-pt jump shot from 15 ft,14,15
70,1,4:04.0,D. Exum makes 2-pt layup from 1 ft,,16,15
71,1,3:41.0,,J. Clarkson misses 3-pt jump shot from 24 ft,16,15
72,1,3:38.0,Defensive rebound by J. Crowder,,16,15
73,1,3:31.0,D. Exum misses 2-pt layup from 2 ft (block by A. Burks),,16,15
74,1,3:28.0,,Defensive rebound by T. Thompson,16,15
75,1,3:28.0,,Turnover by J. Clarkson (out of bounds lost ball),16,15
76,1,3:13.0,D. Exum makes 3-pt jump shot from 23 ft (assist by K. Korver),,19,15
77,1,2:54.0,,T. Thompson misses 2-pt hook shot from 11 ft (block by R. Gobert),19,15
78,1,2:51.0,Defensive rebound by J. Crowder,,19,15
79,1,2:47.0,D. Mitchell misses 2-pt layup from 1 ft,,19,15
80,1,2:44.0,,Defensive rebound by T. Thompson,19,15
81,1,2:38.0,,P. McCaw misses 2-pt jump shot from 15 ft,19,15
82,1,2:36.0,Defensive rebound by J. Crowder,,19,15
83,1,2:26.0,K. Korver misses 2-pt jump shot from 18 ft,,19,15
84,1,2:23.0,,Defensive rebound by C. Osman,19,15
85,1,2:18.0,,Cleveland full timeout,19,15
86,1,2:18.0,D. Favors enters the game for R. Gobert,,19,15
87,1,2:18.0,J. Ingles enters the game for D. Mitchell,,19,15
88,1,2:18.0,,C. Frye enters the game for C. Osman,19,15
89,1,2:18.0,,J. Jones enters the game for T. Thompson,19,15
90,1,2:04.0,,A. Burks makes 3-pt jump shot from 23 ft (assist by P. McCaw),19,18
91,1,1:50.0,D. Favors makes 2-pt dunk from 1 ft (assist by D. Exum),,21,18
92,1,1:31.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by C. Frye),21,20
93,1,1:16.0,D. Exum misses 3-pt jump shot from 24 ft,,21,20
94,1,1:14.0,,Defensive rebound by P. McCaw,21,20
95,1,1:07.0,,P. McCaw misses 2-pt layup from 2 ft,21,20
96,1,1:07.0,,Offensive rebound by A. Burks,21,20
97,1,0:56.0,,J. Clarkson misses 3-pt jump shot from 27 ft,21,20
98,1,0:54.0,Defensive rebound by J. Ingles,,21,20
99,1,0:47.0,J. Ingles makes 2-pt layup from 1 ft (assist by J. Crowder),,23,20
100,1,0:33.0,,C. Frye misses 3-pt jump shot from 27 ft,23,20
101,1,0:31.0,Defensive rebound by J. Crowder,,23,20
102,1,0:28.0,J. Crowder misses 3-pt jump shot from 25 ft,,23,20
103,1,0:23.0,,Defensive rebound by A. Burks,23,20
104,1,0:02.0,,A. Burks misses 3-pt jump shot from 26 ft,23,20
105,1,0:02.0,Defensive rebound by D. Exum,,23,20
106,2,11:44.0,,C. Frye makes 3-pt jump shot from 23 ft (assist by J. Clarkson),23,23
107,2,11:22.0,Turnover by J. Ingles (bad pass; steal by C. Frye),,23,23
108,2,11:09.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by C. Frye),23,25
109,2,10:56.0,Turnover by D. Exum (lost ball; steal by J. Clarkson),,23,25
110,2,10:55.0,,Personal take foul by J. Ingles (drawn by J. Clarkson),23,25
111,2,10:50.0,,Shooting foul by D. Exum (drawn by A. Burks),23,25
112,2,10:50.0,,A. Burks misses free throw 1 of 2,23,25
113,2,10:50.0,,Offensive rebound by Team,23,25
114,2,10:50.0,,A. Burks makes free throw 2 of 2,23,26
115,2,10:43.0,Personal foul by J. Jones (drawn by K. Korver),,23,26
116,2,10:31.0,J. Crowder makes 2-pt jump shot from 21 ft (assist by D. Exum),,25,26
117,2,10:15.0,,A. Burks makes 3-pt jump shot from 26 ft,25,29
118,2,10:02.0,Personal foul by J. Jones (drawn by J. Crowder),,25,29
119,2,10:02.0,T. Sefolosha enters the game for J. Crowder,,25,29
120,2,10:02.0,,R. Hood enters the game for J. Jones,25,29
121,2,9:56.0,J. Ingles misses 3-pt jump shot from 25 ft,,25,29
122,2,9:55.0,Offensive rebound by D. Favors,,25,29
123,2,9:55.0,D. Favors misses 2-pt layup from 2 ft,,25,29
124,2,9:51.0,,Defensive rebound by C. Frye,25,29
125,2,9:44.0,,Shooting foul by D. Exum (drawn by R. Hood),25,29
126,2,9:44.0,,R. Hood makes free throw 1 of 2,25,30
127,2,9:44.0,,R. Hood makes free throw 2 of 2,25,31
128,2,9:33.0,Turnover by D. Exum (bad pass; steal by R. Hood),,25,31
129,2,9:10.0,,R. Hood makes 3-pt jump shot from 26 ft,25,34
130,2,8:58.0,Offensive foul by K. Korver (drawn by P. McCaw),,25,34
131,2,8:58.0,Turnover by K. Korver (offensive foul),,25,34
132,2,8:58.0,R. O'Neale enters the game for D. Exum,,25,34
133,2,8:58.0,R. Rubio enters the game for K. Korver,,25,34
134,2,8:35.0,,J. Clarkson misses 3-pt jump shot from 26 ft,25,34
135,2,8:33.0,Defensive rebound by T. Sefolosha,,25,34
136,2,8:19.0,R. Rubio misses 3-pt jump shot from 24 ft,,25,34
137,2,8:16.0,,Defensive rebound by C. Frye,25,34
138,2,8:12.0,,Turnover by P. McCaw (step out of bounds),25,34
139,2,8:12.0,,C. Sexton enters the game for P. McCaw,25,34
140,2,7:48.0,J. Ingles misses 3-pt jump shot from 27 ft,,25,34
141,2,7:46.0,,Defensive rebound by R. Hood,25,34
142,2,7:31.0,,C. Sexton misses 2-pt jump shot from 21 ft,25,34
143,2,7:29.0,Defensive rebound by J. Ingles,,25,34
144,2,7:28.0,Utah full timeout,,25,34
145,2,7:28.0,R. Gobert enters the game for D. Favors,,25,34
146,2,7:28.0,D. Mitchell enters the game for J. Ingles,,25,34
147,2,7:28.0,,L. Nance enters the game for J. Clarkson,25,34
148,2,7:28.0,,T. Thompson enters the game for C. Frye,25,34
149,2,7:17.0,R. O'Neale misses 3-pt jump shot from 28 ft,,25,34
150,2,7:13.0,,Defensive rebound by T. Thompson,25,34
151,2,6:59.0,,Personal foul by R. O'Neale (drawn by A. Burks),25,34
152,2,6:48.0,,A. Burks misses 2-pt jump shot from 16 ft,25,34
153,2,6:45.0,Defensive rebound by R. Gobert,,25,34
154,2,6:23.0,R. O'Neale makes 2-pt layup at rim (assist by R. Rubio),,27,34
155,2,6:03.0,,C. Sexton misses 2-pt jump shot from 10 ft,27,34
156,2,6:01.0,Defensive rebound by T. Sefolosha,,27,34
157,2,5:55.0,R. Gobert makes 2-pt layup from 1 ft (assist by R. Rubio),,29,34
158,2,5:44.0,,T. Thompson misses 2-pt hook shot from 8 ft (block by R. Gobert),29,34
159,2,5:39.0,Defensive rebound by T. Sefolosha,,29,34
160,2,5:36.0,T. Sefolosha misses 2-pt layup from 1 ft,,29,34
161,2,5:36.0,,Defensive rebound by L. Nance,29,34
162,2,5:30.0,,Personal foul by R. Gobert (drawn by T. Thompson),29,34
163,2,5:30.0,,T. Thompson makes free throw 1 of 2,29,35
164,2,5:30.0,,C. Osman enters the game for A. Burks,29,35
165,2,5:30.0,,T. Thompson makes free throw 2 of 2,29,36
166,2,5:14.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,32,36
167,2,5:03.0,,Personal foul by R. O'Neale (drawn by C. Sexton),32,36
168,2,5:03.0,,C. Sexton makes free throw 1 of 2,32,37
169,2,5:03.0,J. Crowder enters the game for T. Sefolosha,,32,37
170,2,5:03.0,,C. Sexton makes free throw 2 of 2,32,38
171,2,4:52.0,R. Rubio makes 2-pt layup from 1 ft (assist by J. Crowder),,34,38
172,2,4:39.0,,Turnover by R. Hood (step out of bounds),34,38
173,2,4:27.0,Turnover by R. Rubio (bad pass),,34,38
174,2,4:27.0,J. Ingles enters the game for R. O'Neale,,34,38
175,2,4:16.0,,L. Nance makes 2-pt layup at rim (assist by C. Osman),34,40
176,2,4:07.0,Personal foul by R. Hood (drawn by R. Rubio),,34,40
177,2,3:59.0,D. Mitchell makes 2-pt layup from 1 ft,,36,40
178,2,3:37.0,,Personal foul by R. Rubio (drawn by C. Sexton),36,40
179,2,3:37.0,,C. Sexton makes free throw 1 of 2,36,41
180,2,3:37.0,,C. Sexton makes free throw 2 of 2,36,42
181,2,3:17.0,J. Crowder misses 3-pt jump shot from 27 ft,,36,42
182,2,3:14.0,,Defensive rebound by T. Thompson,36,42
183,2,3:08.0,,R. Hood makes 2-pt jump shot from 7 ft (assist by T. Thompson),36,44
184,2,3:08.0,,Shooting foul by D. Mitchell (drawn by R. Hood),36,44
185,2,3:08.0,,R. Hood makes free throw 1 of 1,36,45
186,2,2:54.0,R. Rubio makes 3-pt jump shot from 27 ft (assist by J. Ingles),,39,45
187,2,2:36.0,,C. Sexton misses 2-pt jump shot from 20 ft,39,45
188,2,2:31.0,Defensive rebound by J. Ingles,,39,45
189,2,2:24.0,D. Mitchell makes 2-pt jump shot from 16 ft,,41,45
190,2,2:09.0,,Offensive foul by T. Thompson (drawn by R. Gobert),41,45
191,2,2:09.0,,Turnover by T. Thompson (offensive foul),41,45
192,2,2:09.0,,Cleveland full timeout,41,45
193,2,2:09.0,,J. Clarkson enters the game for C. Sexton,41,45
194,2,2:09.0,,C. Frye enters the game for T. Thompson,41,45
195,2,1:54.0,Shooting foul by L. Nance (drawn by R. Gobert),,41,45
196,2,1:54.0,R. Gobert makes free throw 1 of 2,,42,45
197,2,1:54.0,R. Gobert makes free throw 2 of 2,,43,45
198,2,1:29.0,,L. Nance misses 2-pt jump shot from 12 ft,43,45
199,2,1:27.0,Defensive rebound by R. Gobert,,43,45
200,2,1:22.0,Turnover by D. Mitchell (lost ball; steal by L. Nance),,43,45
201,2,1:16.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by L. Nance),43,47
202,2,1:02.0,Turnover by R. Rubio (bad pass; steal by L. Nance),,43,47
203,2,0:55.0,,J. Clarkson misses 2-pt layup from 5 ft (block by R. Gobert),43,47
204,2,0:51.0,Defensive rebound by J. Ingles,,43,47
205,2,0:50.0,D. Mitchell makes 3-pt jump shot from 29 ft (assist by J. Ingles),,46,47
206,2,0:32.0,,J. Clarkson makes 2-pt jump shot from 14 ft,46,49
207,2,0:12.0,D. Mitchell makes 2-pt jump shot from 11 ft,,48,49
208,3,11:44.0,,T. Thompson misses 2-pt layup from 1 ft,48,49
209,3,11:40.0,Defensive rebound by R. Gobert,,48,49
210,3,11:36.0,R. Rubio misses 2-pt jump shot from 18 ft,,48,49
211,3,11:33.0,,Defensive rebound by L. Nance,48,49
212,3,11:23.0,,L. Nance makes 2-pt layup from 2 ft (assist by C. Sexton),48,51
213,3,11:04.0,D. Favors misses 2-pt jump shot from 20 ft,,48,51
214,3,11:03.0,,Defensive rebound by T. Thompson,48,51
215,3,10:57.0,,Turnover by C. Sexton (bad pass; steal by J. Ingles),48,51
216,3,10:53.0,Personal foul by C. Osman (drawn by J. Ingles),,48,51
217,3,10:44.0,D. Favors misses 2-pt jump shot from 17 ft,,48,51
218,3,10:44.0,Offensive rebound by Team,,48,51
219,3,10:44.0,,Loose ball foul by T. Thompson (drawn by R. Gobert),48,51
220,3,10:40.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,51,51
221,3,10:26.0,,Shooting foul by J. Ingles (drawn by C. Osman),51,51
222,3,10:26.0,,C. Osman makes free throw 1 of 2,51,52
223,3,10:26.0,,C. Osman makes free throw 2 of 2,51,53
224,3,10:03.0,D. Favors misses 2-pt jump shot from 7 ft,,51,53
225,3,10:01.0,,Defensive rebound by T. Thompson,51,53
226,3,9:49.0,,C. Osman misses 3-pt jump shot from 29 ft,51,53
227,3,9:46.0,Defensive rebound by R. Gobert,,51,53
228,3,9:34.0,R. Gobert makes 2-pt layup from 1 ft (assist by D. Mitchell),,53,53
229,3,9:13.0,,C. Osman makes 2-pt layup from 1 ft,53,55
230,3,9:01.0,D. Mitchell misses 2-pt layup from 1 ft,,53,55
231,3,8:59.0,,Defensive rebound by T. Thompson,53,55
232,3,8:44.0,,C. Osman makes 2-pt jump shot from 1 ft,53,57
233,3,8:44.0,Violation by Team (def goaltending),,53,57
234,3,8:28.0,R. Rubio misses 3-pt jump shot from 25 ft,,53,57
235,3,8:26.0,,Defensive rebound by R. Hood,53,57
236,3,8:14.0,,R. Hood misses 2-pt jump shot from 13 ft,53,57
237,3,8:12.0,Defensive rebound by R. Gobert,,53,57
238,3,8:08.0,R. Rubio makes 2-pt layup from 2 ft (assist by D. Mitchell),,55,57
239,3,8:01.0,,Cleveland full timeout,55,57
240,3,7:49.0,,C. Osman makes 2-pt layup from 1 ft,55,59
241,3,7:31.0,D. Favors misses 3-pt jump shot from 23 ft,,55,59
242,3,7:28.0,Offensive rebound by R. Rubio,,55,59
243,3,7:25.0,R. Rubio makes 3-pt jump shot from 25 ft,,58,59
244,3,7:07.0,,Turnover by C. Osman (bad pass; steal by R. Gobert),58,59
245,3,6:58.0,R. Rubio makes 2-pt jump shot from 17 ft,,60,59
246,3,6:33.0,,L. Nance misses 3-pt jump shot from 26 ft,60,59
247,3,6:28.0,Defensive rebound by D. Mitchell,,60,59
248,3,6:24.0,Shooting foul by L. Nance (drawn by D. Mitchell),,60,59
249,3,6:24.0,D. Mitchell misses free throw 1 of 2,,60,59
250,3,6:24.0,Offensive rebound by Team,,60,59
251,3,6:24.0,,A. Burks enters the game for R. Hood,60,59
252,3,6:24.0,D. Mitchell makes free throw 2 of 2,,61,59
253,3,6:00.0,,C. Sexton misses 2-pt jump shot from 19 ft,61,59
254,3,6:00.0,,Offensive rebound by T. Thompson,61,59
255,3,6:00.0,,Personal foul by J. Ingles (drawn by T. Thompson),61,59
256,3,6:00.0,J. Crowder enters the game for D. Favors,,61,59
257,3,6:00.0,K. Korver enters the game for J. Ingles,,61,59
258,3,5:47.0,,A. Burks makes 2-pt jump shot from 9 ft,61,61
259,3,5:29.0,R. Rubio misses 2-pt layup from 1 ft,,61,61
260,3,5:26.0,Offensive rebound by D. Mitchell,,61,61
261,3,5:26.0,D. Mitchell misses 2-pt dunk at rim,,61,61
262,3,5:26.0,,Defensive rebound by L. Nance,61,61
263,3,5:16.0,,C. Sexton makes 3-pt jump shot from 26 ft (assist by A. Burks),61,64
264,3,5:00.0,D. Mitchell makes 3-pt jump shot from 27 ft,,64,64
265,3,4:49.0,,C. Sexton misses 2-pt jump shot from 15 ft,64,64
266,3,4:49.0,Defensive rebound by R. Rubio,,64,64
267,3,4:39.0,D. Mitchell misses 3-pt jump shot from 23 ft,,64,64
268,3,4:36.0,,Defensive rebound by C. Osman,64,64
269,3,4:27.0,,C. Osman misses 2-pt jump shot from 9 ft,64,64
270,3,4:25.0,Defensive rebound by K. Korver,,64,64
271,3,4:19.0,Personal foul by A. Burks (drawn by R. Gobert),,64,64
272,3,4:19.0,D. Exum enters the game for R. Rubio,,64,64
273,3,4:19.0,,J. Clarkson enters the game for L. Nance,64,64
274,3,4:19.0,,P. McCaw enters the game for C. Sexton,64,64
275,3,4:06.0,K. Korver misses 3-pt jump shot from 25 ft,,64,64
276,3,4:03.0,,Defensive rebound by C. Osman,64,64
277,3,3:56.0,,A. Burks misses 2-pt jump shot from 17 ft,64,64
278,3,3:55.0,Defensive rebound by Team,,64,64
279,3,3:55.0,,Loose ball foul by T. Thompson (drawn by R. Gobert),64,64
280,3,3:55.0,R. Gobert makes free throw 1 of 2,,65,64
281,3,3:55.0,,C. Frye enters the game for T. Thompson,65,64
282,3,3:55.0,R. Gobert makes free throw 2 of 2,,66,64
283,3,3:35.0,,J. Clarkson misses 2-pt jump shot from 21 ft,66,64
284,3,3:33.0,Defensive rebound by D. Exum,,66,64
285,3,3:25.0,Personal foul by C. Frye (drawn by D. Exum),,66,64
286,3,3:25.0,D. Exum makes free throw 1 of 2,,67,64
287,3,3:25.0,D. Exum makes free throw 2 of 2,,68,64
288,3,3:13.0,,Turnover by P. McCaw (bad pass),68,64
289,3,3:13.0,,J. Jones enters the game for C. Osman,68,64
290,3,3:02.0,D. Exum makes 2-pt layup from 1 ft,,70,64
291,3,2:44.0,,A. Burks makes 2-pt layup at rim,70,66
292,3,2:22.0,D. Mitchell makes 2-pt jump shot from 11 ft,,72,66
293,3,2:01.0,,J. Clarkson makes 2-pt jump shot from 5 ft,72,68
294,3,1:51.0,J. Crowder makes 3-pt jump shot from 27 ft (assist by D. Exum),,75,68
295,3,1:30.0,Utah full timeout,,75,68
296,3,1:30.0,D. Favors enters the game for R. Gobert,,75,68
297,3,1:28.0,,C. Frye misses 3-pt jump shot from 25 ft,75,68
298,3,1:24.0,Defensive rebound by J. Crowder,,75,68
299,3,1:11.0,Shooting foul by J. Jones (drawn by K. Korver),,75,68
300,3,1:11.0,K. Korver makes free throw 1 of 3,,76,68
301,3,1:11.0,K. Korver makes free throw 2 of 3,,77,68
302,3,1:11.0,K. Korver makes free throw 3 of 3,,78,68
303,3,0:51.0,,P. McCaw makes 3-pt jump shot from 23 ft (assist by A. Burks),78,71
304,3,0:37.0,D. Exum misses 2-pt layup at rim,,78,71
305,3,0:35.0,,Defensive rebound by P. McCaw,78,71
306,3,0:32.0,,Turnover by P. McCaw (step out of bounds),78,71
307,3,0:15.0,D. Mitchell makes 3-pt jump shot from 25 ft,,81,71
308,3,0:00.0,,A. Burks misses 2-pt jump shot from 14 ft,81,71
309,3,0:00.0,,Offensive rebound by Team,81,71
310,4,11:44.0,J. Crowder makes 2-pt layup from 1 ft (assist by D. Exum),,83,71
311,4,11:23.0,,J. Clarkson misses 2-pt jump shot from 9 ft,83,71
312,4,11:20.0,,Offensive rebound by C. Frye,83,71
313,4,11:18.0,,J. Jones misses 2-pt layup from 1 ft (block by D. Favors),83,71
314,4,11:13.0,Defensive rebound by D. Favors,,83,71
315,4,11:11.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Exum),,86,71
316,4,11:11.0,,Cleveland full timeout,86,71
317,4,11:11.0,,L. Nance enters the game for C. Frye,86,71
318,4,11:11.0,,C. Osman enters the game for J. Jones,86,71
319,4,11:11.0,,C. Sexton enters the game for P. McCaw,86,71
320,4,10:47.0,,C. Osman misses 2-pt jump shot from 4 ft,86,71
321,4,10:44.0,Defensive rebound by J. Ingles,,86,71
322,4,10:42.0,Offensive foul by J. Ingles (drawn by C. Osman),,86,71
323,4,10:42.0,Turnover by J. Ingles (offensive foul),,86,71
324,4,10:26.0,,A. Burks misses 2-pt jump shot from 15 ft,86,71
325,4,10:23.0,Defensive rebound by J. Ingles,,86,71
326,4,10:17.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,88,71
327,4,10:03.0,,C. Sexton misses 2-pt jump shot from 17 ft,88,71
328,4,10:00.0,,Offensive rebound by L. Nance,88,71
329,4,9:59.0,,L. Nance makes 2-pt layup at rim,88,73
330,4,9:39.0,D. Exum misses 2-pt jump shot from 2 ft,,88,73
331,4,9:39.0,Offensive rebound by D. Favors,,88,73
332,4,9:39.0,D. Favors makes 2-pt layup at rim,,90,73
333,4,9:39.0,Shooting foul by L. Nance (drawn by D. Favors),,90,73
334,4,9:39.0,,R. Hood enters the game for J. Clarkson,90,73
335,4,9:39.0,D. Favors makes free throw 1 of 1,,91,73
336,4,9:21.0,,Turnover by R. Hood (bad pass; steal by D. Favors),91,73
337,4,9:07.0,J. Crowder misses 3-pt jump shot from 25 ft,,91,73
338,4,9:05.0,,Defensive rebound by R. Hood,91,73
339,4,9:00.0,,C. Osman misses 3-pt jump shot from 23 ft,91,73
340,4,8:57.0,Defensive rebound by J. Ingles,,91,73
341,4,8:56.0,Shooting foul by R. Hood (drawn by J. Crowder),,91,73
342,4,8:56.0,J. Crowder makes free throw 1 of 2,,92,73
343,4,8:56.0,,T. Thompson enters the game for A. Burks,92,73
344,4,8:56.0,J. Crowder makes free throw 2 of 2,,93,73
345,4,8:46.0,,C. Sexton misses 2-pt jump shot from 15 ft,93,73
346,4,8:44.0,Defensive rebound by J. Ingles,,93,73
347,4,8:37.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Ingles),,96,73
348,4,8:24.0,,Personal foul by J. Crowder (drawn by L. Nance),96,73
349,4,8:24.0,,A. Burks enters the game for C. Sexton,96,73
350,4,8:12.0,,T. Thompson makes 2-pt hook shot from 6 ft (assist by C. Osman),96,75
351,4,7:57.0,J. Ingles makes 2-pt layup from 2 ft,,98,75
352,4,7:43.0,,Personal foul by K. Korver (drawn by T. Thompson),98,75
353,4,7:43.0,R. Gobert enters the game for J. Crowder,,98,75
354,4,7:43.0,R. Rubio enters the game for D. Exum,,98,75
355,4,7:29.0,,L. Nance misses 2-pt jump shot from 6 ft,98,75
356,4,7:25.0,,Offensive rebound by T. Thompson,98,75
357,4,7:25.0,,T. Thompson makes 2-pt layup from 1 ft,98,77
358,4,7:15.0,J. Ingles makes 2-pt layup from 1 ft (assist by R. Rubio),,100,77
359,4,6:54.0,,A. Burks misses 2-pt layup from 2 ft,100,77
360,4,6:54.0,,Offensive rebound by T. Thompson,100,77
361,4,6:54.0,,T. Thompson misses 2-pt layup from 1 ft,100,77
362,4,6:54.0,Defensive rebound by Team,,100,77
363,4,6:54.0,D. Mitchell enters the game for J. Ingles,,100,77
364,4,6:40.0,K. Korver misses 3-pt jump shot from 26 ft,,100,77
365,4,6:37.0,,Defensive rebound by L. Nance,100,77
366,4,6:31.0,,L. Nance misses 2-pt layup from 2 ft (block by D. Favors),100,77
367,4,6:27.0,Defensive rebound by R. Rubio,,100,77
368,4,6:21.0,K. Korver makes 2-pt jump shot from 21 ft (assist by R. Rubio),,102,77
369,4,6:21.0,,Cleveland full timeout,102,77
370,4,6:21.0,D. Exum enters the game for D. Favors,,102,77
371,4,6:21.0,R. O'Neale enters the game for K. Korver,,102,77
372,4,6:21.0,T. Sefolosha enters the game for R. Rubio,,102,77
373,4,6:21.0,,C. Sexton enters the game for R. Hood,102,77
374,4,6:04.0,,A. Burks makes 2-pt layup at rim,102,79
375,4,5:42.0,R. Gobert makes 2-pt layup from 1 ft (assist by D. Mitchell),,104,79
376,4,5:18.0,,A. Burks misses 2-pt layup from 2 ft (block by R. Gobert),104,79
377,4,5:14.0,Defensive rebound by T. Sefolosha,,104,79
378,4,5:11.0,R. O'Neale misses 3-pt jump shot from 26 ft,,104,79
379,4,5:09.0,Offensive rebound by D. Exum,,104,79
380,4,5:07.0,R. O'Neale makes 3-pt jump shot from 27 ft (assist by D. Exum),,107,79
381,4,4:44.0,,T. Thompson misses 2-pt hook shot from 8 ft,107,79
382,4,4:43.0,Defensive rebound by R. O'Neale,,107,79
383,4,4:33.0,Turnover by D. Exum (traveling),,107,79
384,4,4:33.0,R. Neto enters the game for R. Gobert,,107,79
385,4,4:33.0,E. Udoh enters the game for D. Mitchell,,107,79
386,4,4:33.0,,J. Jones enters the game for C. Osman,107,79
387,4,4:33.0,,P. McCaw enters the game for T. Thompson,107,79
