,QUARTER,TIME_REMAINING,DETROIT_ACTION,CLEVELAND_ACTION,DETROIT_SCORE,CLEVELAND_SCORE
0,1,11:44.0,Offensive foul by W. Ellington (drawn by C. Sexton),,0,0
1,1,11:44.0,Turnover by W. Ellington (offensive foul),,0,0
2,1,11:30.0,,C. Osman misses 2-pt jump shot from 10 ft,0,0
3,1,11:28.0,,Offensive rebound by B. Knight,0,0
4,1,11:26.0,,B. Knight misses 3-pt jump shot from 26 ft,0,0
5,1,11:26.0,Defensive rebound by A. Drummond,,0,0
6,1,11:13.0,Turnover by T. Maker (lost ball; steal by D. Nwaba),,0,0
7,1,11:03.0,,D. Nwaba makes 2-pt jump shot from 10 ft (assist by C. Osman),0,2
8,1,10:52.0,A. Drummond misses 2-pt hook shot from 16 ft,,0,2
9,1,10:50.0,,Defensive rebound by D. Nwaba,0,2
10,1,10:46.0,,A. Žižić makes 2-pt layup from 2 ft (assist by D. Nwaba),0,4
11,1,10:26.0,W. Ellington misses 3-pt jump shot from 23 ft,,0,4
12,1,10:26.0,,Defensive rebound by C. Osman,0,4
13,1,10:17.0,,A. Žižić misses 2-pt layup from 1 ft,0,4
14,1,10:14.0,Defensive rebound by A. Drummond,,0,4
15,1,10:11.0,R. Jackson makes 2-pt jump shot from 15 ft,,2,4
16,1,9:47.0,,A. Žižić misses 2-pt hook shot from 8 ft,2,4
17,1,9:47.0,Defensive rebound by A. Drummond,,2,4
18,1,9:34.0,T. Maker makes 3-pt jump shot from 23 ft (assist by R. Jackson),,5,4
19,1,9:23.0,,C. Sexton misses 2-pt layup from 9 ft,5,4
20,1,9:23.0,Defensive rebound by A. Drummond,,5,4
21,1,9:13.0,Turnover by R. Jackson (lost ball; steal by C. Sexton),,5,4
22,1,9:10.0,,C. Sexton makes 2-pt layup from 1 ft,5,6
23,1,8:58.0,W. Ellington makes 2-pt layup from 1 ft (assist by A. Drummond),,7,6
24,1,8:40.0,,C. Sexton misses 2-pt jump shot from 8 ft (block by B. Brown),7,6
25,1,8:37.0,Defensive rebound by B. Brown,,7,6
26,1,8:28.0,W. Ellington misses 2-pt layup from 14 ft (block by D. Nwaba),,7,6
27,1,8:24.0,,Defensive rebound by B. Knight,7,6
28,1,8:20.0,,B. Knight makes 2-pt jump shot from 13 ft,7,8
29,1,8:03.0,R. Jackson makes 3-pt jump shot from 28 ft (assist by B. Brown),,10,8
