,QUARTER,TIME_REMAINING,HOUSTON_ACTION,LA LAKERS_ACTION,HOUSTON_SCORE,LA LAKERS_SCORE
0,1,11:51.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,0,0
1,1,11:46.0,,Offensive rebound by B. Ingram,0,0
2,1,11:35.0,,Turnover by Team (shot clock),0,0
3,1,11:20.0,C. Paul makes 3-pt jump shot from 26 ft (assist by P. Tucker),,3,0
4,1,11:01.0,,J. McGee misses 2-pt hook shot from 8 ft,3,0
5,1,10:59.0,Defensive rebound by P. Tucker,,3,0
6,1,10:55.0,C. Capela makes 2-pt layup from 3 ft (assist by C. Paul),,5,0
7,1,10:41.0,,Personal foul by J. Ennis (drawn by L. James),5,0
8,1,10:34.0,,B. Ingram misses 2-pt jump shot from 17 ft,5,0
9,1,10:31.0,Defensive rebound by C. Capela,,5,0
10,1,10:17.0,C. Capela makes 2-pt hook shot from 7 ft,,7,0
11,1,10:02.0,,L. James makes 2-pt jump shot from 17 ft,7,2
12,1,9:41.0,Turnover by J. Harden (bad pass; steal by R. Rondo),,7,2
13,1,9:37.0,,R. Rondo makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),7,4
14,1,9:26.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Ennis),,9,4
15,1,9:12.0,,L. James misses 3-pt jump shot from 26 ft,9,4
16,1,9:10.0,Defensive rebound by J. Harden,,9,4
17,1,8:52.0,J. Ennis misses 3-pt jump shot from 26 ft,,9,4
18,1,8:48.0,,Defensive rebound by K. Caldwell-Pope,9,4
19,1,8:48.0,,B. Ingram makes 2-pt jump shot from 8 ft,9,6
20,1,8:40.0,J. Harden makes 2-pt layup from 2 ft,,11,6
21,1,8:26.0,,J. McGee makes 2-pt dunk from 1 ft (assist by R. Rondo),11,8
22,1,8:12.0,C. Paul misses 2-pt jump shot from 11 ft,,11,8
23,1,8:11.0,,Defensive rebound by L. James,11,8
24,1,8:07.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,11,8
25,1,7:59.0,Defensive rebound by C. Capela,,11,8
26,1,7:58.0,Turnover by C. Capela (lost ball; steal by R. Rondo),,11,8
27,1,7:55.0,,R. Rondo makes 2-pt layup from 1 ft,11,10
28,1,7:48.0,J. Harden makes 3-pt jump shot from 28 ft,,14,10
29,1,7:32.0,,B. Ingram makes 2-pt jump shot from 15 ft (assist by L. James),14,12
30,1,7:12.0,C. Paul misses 3-pt jump shot from 24 ft,,14,12
31,1,7:06.0,Offensive rebound by J. Ennis,,14,12
32,1,7:06.0,J. Ennis misses 2-pt layup at rim,,14,12
33,1,7:06.0,,Defensive rebound by R. Rondo,14,12
34,1,7:03.0,,L. James makes 2-pt dunk from 2 ft (assist by J. McGee),14,14
35,1,6:51.0,Offensive foul by J. Ennis (drawn by K. Caldwell-Pope),,14,14
36,1,6:51.0,Turnover by J. Ennis (offensive foul),,14,14
37,1,6:51.0,,LA Lakers full timeout,14,14
38,1,6:51.0,C. Anthony enters the game for C. Capela,,14,14
