,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DETROIT_ACTION,PHOENIX_SCORE,DETROIT_SCORE
81,1,1:55.0,Defensive rebound by D. Booker,,25,24
82,1,1:51.0,Shooting foul by L. Galloway (drawn by D. Booker),,25,24
83,1,1:51.0,D. Booker makes free throw 1 of 2,,26,24
84,1,1:51.0,T. Ariza enters the game for T. Warren,,26,24
85,1,1:51.0,,B. Brown enters the game for L. Galloway,26,24
86,1,1:51.0,D. Booker makes free throw 2 of 2,,27,24
87,1,1:37.0,,A. Drummond misses 2-pt layup from 4 ft (block by R. Holmes),27,24
88,1,1:36.0,Defensive rebound by R. Holmes,,27,24
89,1,1:29.0,D. Booker makes 2-pt jump shot from 9 ft,,29,24
90,1,1:29.0,Shooting foul by B. Brown (drawn by D. Booker),,29,24
91,1,1:29.0,D. Booker makes free throw 1 of 1,,30,24
92,1,1:21.0,,Def 3 sec tech foul by Team,30,24
93,1,1:21.0,,R. Bullock makes technical free throw,30,25
94,1,1:17.0,,Offensive foul by A. Drummond (drawn by J. Jackson),30,25
95,1,1:17.0,,Turnover by A. Drummond (offensive foul),30,25
96,1,1:06.0,Turnover by R. Holmes (bad pass),,30,25
97,1,0:56.0,,S. Johnson misses 3-pt jump shot from 27 ft,30,25
98,1,0:53.0,Defensive rebound by R. Holmes,,30,25
99,1,0:49.0,D. Booker misses 2-pt layup from 5 ft,,30,25
100,1,0:46.0,,Defensive rebound by A. Drummond,30,25
101,1,0:32.0,,I. Smith makes 2-pt jump shot from 19 ft,30,27
102,1,0:18.0,D. Booker makes 2-pt layup from 6 ft,,32,27
103,1,0:00.0,,I. Smith misses 2-pt layup from 4 ft,32,27
104,1,0:00.0,,Offensive rebound by Team,32,27
105,2,11:51.0,T. Ariza misses 2-pt layup from 4 ft,,32,27
106,2,11:48.0,,Defensive rebound by Z. Pachulia,32,27
107,2,11:42.0,,S. Johnson makes 2-pt layup from 5 ft,32,29
108,2,11:26.0,T. Ariza makes 3-pt jump shot from 27 ft,,35,29
109,2,11:02.0,,I. Smith makes 3-pt jump shot from 28 ft (assist by Z. Pachulia),35,32
110,2,10:54.0,R. Holmes makes 2-pt layup from 4 ft (assist by I. Canaan),,37,32
111,2,10:30.0,,R. Bullock misses 2-pt jump shot from 16 ft,37,32
112,2,10:27.0,Defensive rebound by I. Canaan,,37,32
113,2,10:20.0,I. Canaan misses 2-pt layup from 6 ft,,37,32
114,2,10:17.0,,Defensive rebound by Z. Pachulia,37,32
115,2,10:11.0,,Shooting foul by J. Jackson (drawn by I. Smith),37,32
116,2,10:11.0,,I. Smith makes free throw 1 of 2,37,33
117,2,10:11.0,,L. Galloway enters the game for R. Bullock,37,33
118,2,10:11.0,,I. Smith misses free throw 2 of 2,37,33
119,2,10:10.0,Defensive rebound by R. Holmes,,37,33
120,2,9:53.0,Offensive foul by I. Canaan (drawn by I. Smith),,37,33
121,2,9:53.0,Turnover by I. Canaan (offensive foul),,37,33
122,2,9:53.0,M. Bridges enters the game for T. Ariza,,37,33
123,2,9:38.0,,I. Smith misses 2-pt jump shot from 17 ft,37,33
124,2,9:35.0,,Offensive rebound by Z. Pachulia,37,33
125,2,9:35.0,,Shooting foul by R. Holmes (drawn by Z. Pachulia),37,33
126,2,9:35.0,,Z. Pachulia makes free throw 1 of 2,37,34
127,2,9:35.0,,Z. Pachulia makes free throw 2 of 2,37,35
128,2,9:25.0,R. Holmes misses 2-pt layup from 2 ft,,37,35
129,2,9:23.0,,Defensive rebound by S. Johnson,37,35
130,2,9:19.0,,S. Johnson makes 2-pt layup from 5 ft,37,37
131,2,9:16.0,Phoenix full timeout,,37,37
132,2,9:01.0,J. Crawford misses 2-pt jump shot from 18 ft,,37,37
133,2,8:58.0,Offensive rebound by M. Bridges,,37,37
134,2,8:56.0,M. Bridges misses 2-pt layup from 5 ft,,37,37
135,2,8:53.0,Offensive rebound by M. Bridges,,37,37
136,2,8:50.0,J. Jackson misses 3-pt jump shot from 24 ft,,37,37
137,2,8:46.0,Offensive rebound by M. Bridges,,37,37
138,2,8:44.0,Offensive foul by J. Jackson (drawn by S. Johnson),,37,37
139,2,8:44.0,Turnover by J. Jackson (offensive foul),,37,37
140,2,8:44.0,T. Warren enters the game for J. Jackson,,37,37
141,2,8:29.0,,Shooting foul by T. Warren (drawn by S. Johnson),37,37
142,2,8:29.0,,S. Johnson makes free throw 1 of 2,37,38
143,2,8:29.0,,S. Johnson makes free throw 2 of 2,37,39
144,2,8:19.0,Personal foul by Z. Pachulia (drawn by R. Holmes),,37,39
145,2,8:15.0,M. Bridges misses 2-pt jump shot from 10 ft,,37,39
146,2,8:13.0,Offensive rebound by R. Holmes,,37,39
147,2,8:11.0,R. Holmes makes 2-pt layup from 1 ft,,39,39
148,2,8:03.0,,Z. Pachulia misses 2-pt jump shot from 10 ft,39,39
149,2,7:59.0,Defensive rebound by M. Bridges,,39,39
150,2,7:52.0,T. Warren misses 2-pt layup from 5 ft,,39,39
151,2,7:50.0,,Defensive rebound by L. Galloway,39,39
152,2,7:46.0,,Z. Pachulia makes 2-pt dunk from 1 ft (assist by I. Smith),39,41
153,2,7:26.0,J. Crawford misses 2-pt jump shot from 15 ft,,39,41
154,2,7:23.0,,Defensive rebound by Z. Pachulia,39,41
155,2,7:11.0,,Turnover by S. Johnson (traveling),39,41
156,2,7:11.0,D. Booker enters the game for I. Canaan,,39,41
157,2,6:52.0,T. Warren makes 2-pt jump shot from 7 ft (assist by M. Bridges),,41,41
158,2,6:45.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by I. Smith),41,44
159,2,6:30.0,D. Booker makes 2-pt jump shot from 10 ft,,43,44
160,2,6:10.0,,L. Galloway makes 3-pt jump shot from 29 ft (assist by I. Smith),43,47
161,2,5:49.0,R. Holmes misses 2-pt hook shot from 6 ft,,43,47
162,2,5:47.0,,Defensive rebound by Z. Pachulia,43,47
163,2,5:41.0,,S. Johnson misses 2-pt layup from 3 ft,43,47
164,2,5:38.0,Defensive rebound by R. Holmes,,43,47
165,2,5:35.0,M. Bridges misses 3-pt jump shot from 24 ft,,43,47
166,2,5:31.0,,Defensive rebound by Z. Pachulia,43,47
167,2,5:25.0,,Detroit full timeout,43,47
168,2,5:25.0,T. Ariza enters the game for M. Bridges,,43,47
169,2,5:25.0,D. Ayton enters the game for R. Holmes,,43,47
170,2,5:25.0,,R. Bullock enters the game for B. Brown,43,47
171,2,5:25.0,,A. Drummond enters the game for S. Johnson,43,47
172,2,5:25.0,,B. Griffin enters the game for Z. Pachulia,43,47
173,2,5:18.0,,A. Drummond makes 2-pt dunk from 5 ft (assist by L. Galloway),43,49
174,2,5:18.0,,R. Jackson enters the game for I. Smith,43,49
175,2,4:56.0,D. Booker misses 2-pt jump shot from 13 ft,,43,49
176,2,4:54.0,,Defensive rebound by A. Drummond,43,49
177,2,4:39.0,,Def 3 sec tech foul by Team,43,49
178,2,4:39.0,,R. Jackson makes technical free throw,43,50
179,2,4:35.0,,R. Jackson misses 3-pt jump shot from 27 ft,43,50
180,2,4:30.0,,Offensive rebound by Team,43,50
181,2,4:17.0,,B. Griffin misses 3-pt jump shot from 30 ft,43,50
182,2,4:14.0,Defensive rebound by T. Warren,,43,50
183,2,4:09.0,D. Booker makes 2-pt jump shot from 9 ft,,45,50
184,2,4:01.0,,R. Jackson misses 2-pt layup from 6 ft (block by D. Ayton),45,50
185,2,3:57.0,Defensive rebound by T. Ariza,,45,50
186,2,3:56.0,Offensive foul by T. Warren (drawn by B. Griffin),,45,50
187,2,3:56.0,Turnover by T. Warren (offensive foul),,45,50
188,2,3:56.0,Technical foul by T. Warren,,45,50
189,2,3:56.0,,R. Jackson makes technical free throw,45,51
190,2,3:56.0,Technical foul by T. Warren,,45,51
191,2,3:56.0,,R. Jackson makes technical free throw,45,52
192,2,3:56.0,T. Warren ejected from game,,45,52
193,2,3:56.0,M. Bridges enters the game for T. Warren,,45,52
194,2,3:47.0,,Personal foul by T. Ariza (drawn by B. Griffin),45,52
195,2,3:41.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by R. Jackson),45,55
196,2,3:23.0,T. Ariza misses 3-pt jump shot from 26 ft,,45,55
197,2,3:20.0,,Defensive rebound by B. Griffin,45,55
198,2,3:15.0,,Turnover by B. Griffin (bad pass; steal by T. Ariza),45,55
199,2,3:09.0,M. Bridges misses 2-pt layup from 6 ft,,45,55
200,2,3:08.0,Offensive rebound by D. Ayton,,45,55
201,2,3:08.0,D. Ayton makes 2-pt layup at rim,,47,55
202,2,2:52.0,,A. Drummond makes 2-pt layup from 4 ft (assist by B. Griffin),47,57
203,2,2:35.0,Personal foul by R. Bullock (drawn by D. Ayton),,47,57
204,2,2:28.0,D. Ayton makes 2-pt jump shot from 15 ft (assist by J. Crawford),,49,57
205,2,2:11.0,,A. Drummond misses 2-pt layup from 4 ft,49,57
206,2,2:08.0,Defensive rebound by T. Ariza,,49,57
207,2,2:05.0,Offensive foul by D. Ayton (drawn by B. Griffin),,49,57
208,2,2:05.0,Turnover by D. Ayton (offensive foul),,49,57
209,2,1:50.0,,Turnover by B. Griffin (bad pass),49,57
210,2,1:40.0,J. Crawford makes 3-pt jump shot from 27 ft,,52,57
211,2,1:22.0,,R. Bullock misses 3-pt jump shot from 25 ft,52,57
212,2,1:21.0,,Offensive rebound by Team,52,57
213,2,1:19.0,,R. Bullock misses 2-pt jump shot from 16 ft,52,57
214,2,1:18.0,Defensive rebound by Team,,52,57
215,2,1:18.0,,Loose ball foul by A. Drummond (drawn by D. Booker),52,57
216,2,1:14.0,J. Crawford makes 3-pt jump shot from 27 ft (assist by T. Ariza),,55,57
217,2,1:03.0,,R. Jackson makes 3-pt jump shot from 23 ft,55,60
218,2,0:52.0,J. Crawford makes 3-pt jump shot from 26 ft,,58,60
219,2,0:38.0,,R. Jackson misses 3-pt jump shot from 27 ft,58,60
220,2,0:38.0,,Offensive rebound by A. Drummond,58,60
221,2,0:29.0,,B. Griffin makes 2-pt layup from 2 ft (assist by R. Bullock),58,62
222,2,0:25.0,Shooting foul by R. Jackson (drawn by D. Booker),,58,62
223,2,0:25.0,D. Booker makes free throw 1 of 2,,59,62
224,2,0:25.0,I. Canaan enters the game for J. Crawford,,59,62
225,2,0:25.0,D. Booker makes free throw 2 of 2,,60,62
226,2,0:03.0,,R. Jackson misses 2-pt layup from 6 ft (block by D. Ayton),60,62
227,2,0:03.0,,Offensive rebound by Team,60,62
228,2,0:02.0,,B. Griffin misses 3-pt jump shot from 23 ft,60,62
229,2,0:01.0,Defensive rebound by D. Ayton,,60,62
230,3,11:48.0,D. Booker makes 3-pt jump shot from 27 ft (assist by M. Bridges),,63,62
231,3,11:27.0,,R. Bullock makes 3-pt jump shot from 28 ft (assist by B. Griffin),63,65
232,3,11:06.0,D. Booker makes 2-pt jump shot from 9 ft,,65,65
233,3,10:38.0,,R. Jackson misses 3-pt jump shot from 26 ft,65,65
234,3,10:35.0,Defensive rebound by D. Booker,,65,65
235,3,10:28.0,D. Booker makes 2-pt jump shot from 10 ft,,67,65
236,3,10:06.0,,R. Jackson misses 3-pt jump shot from 27 ft,67,65
237,3,10:03.0,Defensive rebound by D. Ayton,,67,65
238,3,9:52.0,D. Booker misses 3-pt jump shot from 28 ft,,67,65
239,3,9:49.0,,Defensive rebound by A. Drummond,67,65
240,3,9:36.0,,Personal foul by T. Ariza (drawn by B. Griffin),67,65
241,3,9:23.0,,Turnover by A. Drummond (traveling),67,65
242,3,9:10.0,Turnover by M. Bridges (bad pass; steal by A. Drummond),,67,65
243,3,8:55.0,,G. Robinson makes 2-pt jump shot from 13 ft (assist by R. Jackson),67,67
244,3,8:40.0,D. Ayton makes 2-pt layup from 3 ft (assist by J. Jackson),,69,67
245,3,8:30.0,,R. Jackson makes 2-pt layup from 4 ft,69,69
246,3,8:19.0,Personal foul by R. Jackson (drawn by D. Ayton),,69,69
247,3,8:07.0,Shooting foul by A. Drummond (drawn by T. Ariza),,69,69
248,3,8:07.0,T. Ariza makes free throw 1 of 2,,70,69
249,3,8:07.0,T. Ariza makes free throw 2 of 2,,71,69
250,3,7:57.0,,R. Bullock misses 3-pt jump shot from 28 ft,71,69
251,3,7:55.0,Defensive rebound by Team,,71,69
252,3,7:37.0,D. Booker misses 3-pt jump shot from 23 ft,,71,69
253,3,7:35.0,,Defensive rebound by Team,71,69
254,3,7:18.0,,A. Drummond makes 2-pt jump shot from 9 ft (assist by G. Robinson),71,71
255,3,7:15.0,Phoenix full timeout,,71,71
256,3,7:05.0,Def 3 sec tech foul by Team,,71,71
257,3,7:05.0,D. Booker makes technical free throw,,72,71
258,3,6:55.0,D. Ayton makes 2-pt hook shot from 6 ft (assist by D. Booker),,74,71
259,3,6:46.0,,Personal foul by D. Ayton (drawn by B. Griffin),74,71
260,3,6:37.0,,Turnover by R. Bullock (bad pass; steal by J. Jackson),74,71
261,3,6:31.0,M. Bridges misses 2-pt layup from 4 ft,,74,71
262,3,6:28.0,Offensive rebound by J. Jackson,,74,71
263,3,6:26.0,J. Jackson misses 2-pt layup from 6 ft,,74,71
264,3,6:26.0,Offensive rebound by D. Ayton,,74,71
265,3,6:26.0,D. Ayton misses 2-pt layup at rim,,74,71
266,3,6:26.0,,Defensive rebound by R. Jackson,74,71
267,3,6:20.0,,A. Drummond makes 2-pt dunk from 3 ft (assist by B. Griffin),74,73
268,3,6:10.0,Shooting foul by B. Griffin (drawn by D. Ayton),,74,73
269,3,6:10.0,D. Ayton misses free throw 1 of 2,,74,73
270,3,6:10.0,Offensive rebound by Team,,74,73
271,3,6:10.0,,B. Brown enters the game for R. Bullock,74,73
272,3,6:10.0,,L. Galloway enters the game for G. Robinson,74,73
273,3,6:10.0,D. Ayton makes free throw 2 of 2,,75,73
274,3,6:10.0,I. Canaan enters the game for M. Bridges,,75,73
275,3,5:50.0,,R. Jackson misses 3-pt jump shot from 28 ft,75,73
276,3,5:45.0,,Offensive rebound by A. Drummond,75,73
277,3,5:42.0,,A. Drummond misses 2-pt hook shot from 5 ft,75,73
278,3,5:42.0,,Offensive rebound by B. Brown,75,73
279,3,5:33.0,,B. Brown misses 2-pt layup at rim,75,73
280,3,5:33.0,Defensive rebound by D. Booker,,75,73
281,3,5:19.0,J. Jackson misses 3-pt jump shot from 26 ft,,75,73
282,3,5:16.0,,Defensive rebound by B. Griffin,75,73
283,3,5:06.0,,B. Griffin misses 2-pt layup from 2 ft,75,73
284,3,5:02.0,,Offensive rebound by A. Drummond,75,73
285,3,5:02.0,,A. Drummond makes 2-pt layup at rim,75,75
286,3,4:59.0,D. Booker misses 3-pt jump shot from 29 ft,,75,75
287,3,4:56.0,,Defensive rebound by R. Jackson,75,75
288,3,4:46.0,,R. Jackson misses 3-pt jump shot from 28 ft,75,75
289,3,4:43.0,,Offensive rebound by A. Drummond,75,75
290,3,4:35.0,,Turnover by B. Griffin (lost ball; steal by T. Ariza),75,75
291,3,4:23.0,T. Ariza misses 3-pt jump shot from 26 ft,,75,75
292,3,4:19.0,,Defensive rebound by B. Brown,75,75
293,3,4:12.0,,B. Griffin misses 3-pt jump shot from 27 ft,75,75
294,3,4:07.0,Defensive rebound by J. Jackson,,75,75
295,3,3:53.0,Personal foul by A. Drummond (drawn by D. Booker),,75,75
296,3,3:53.0,J. Crawford enters the game for D. Ayton,,75,75
297,3,3:53.0,R. Holmes enters the game for D. Booker,,75,75
298,3,3:53.0,,S. Johnson enters the game for A. Drummond,75,75
299,3,3:53.0,,Z. Pachulia enters the game for B. Griffin,75,75
300,3,3:53.0,,I. Smith enters the game for R. Jackson,75,75
301,3,3:42.0,J. Crawford misses 3-pt jump shot from 26 ft,,75,75
302,3,3:39.0,,Defensive rebound by S. Johnson,75,75
303,3,3:35.0,,L. Galloway misses 3-pt jump shot from 27 ft,75,75
304,3,3:32.0,Defensive rebound by R. Holmes,,75,75
305,3,3:20.0,I. Canaan misses 2-pt layup from 6 ft,,75,75
306,3,3:18.0,,Defensive rebound by Z. Pachulia,75,75
307,3,3:14.0,,B. Brown makes 2-pt dunk from 1 ft (assist by I. Smith),75,77
308,3,2:52.0,Personal foul by Z. Pachulia (drawn by R. Holmes),,75,77
309,3,2:52.0,,Detroit full timeout,75,77
310,3,2:52.0,R. Holmes misses free throw 1 of 2,,75,77
311,3,2:52.0,Offensive rebound by Team,,75,77
312,3,2:52.0,R. Holmes makes free throw 2 of 2,,76,77
313,3,2:39.0,Violation by Team (kicked ball),,76,77
314,3,2:31.0,,I. Smith misses 2-pt jump shot from 20 ft,76,77
315,3,2:28.0,Defensive rebound by J. Jackson,,76,77
316,3,2:06.0,T. Ariza misses 2-pt jump shot from 18 ft,,76,77
317,3,2:03.0,,Defensive rebound by I. Smith,76,77
318,3,1:55.0,,Shooting foul by R. Holmes (drawn by Z. Pachulia),76,77
319,3,1:55.0,,Z. Pachulia misses free throw 1 of 2,76,77
320,3,1:55.0,,Offensive rebound by Team,76,77
321,3,1:55.0,,Z. Pachulia makes free throw 2 of 2,76,78
322,3,1:44.0,J. Crawford makes 2-pt jump shot from 18 ft,,78,78
323,3,1:23.0,,Shooting foul by R. Holmes (drawn by Z. Pachulia),78,78
324,3,1:23.0,,Z. Pachulia makes free throw 1 of 2,78,79
325,3,1:23.0,,Z. Pachulia makes free throw 2 of 2,78,80
326,3,1:10.0,R. Holmes makes 2-pt dunk from 4 ft (assist by J. Crawford),,80,80
327,3,0:54.0,,B. Brown misses 2-pt layup from 6 ft,80,80
328,3,0:52.0,,Offensive rebound by Z. Pachulia,80,80
329,3,0:51.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by R. Holmes),80,80
330,3,0:51.0,Defensive rebound by J. Crawford,,80,80
331,3,0:45.0,J. Jackson makes 3-pt jump shot from 30 ft (assist by J. Crawford),,83,80
332,3,0:32.0,,I. Smith makes 3-pt jump shot from 26 ft,83,83
333,3,0:12.0,Shooting foul by Z. Pachulia (drawn by R. Holmes),,83,83
334,3,0:12.0,R. Holmes misses free throw 1 of 2,,83,83
335,3,0:12.0,Offensive rebound by Team,,83,83
336,3,0:12.0,M. Bridges enters the game for J. Crawford,,83,83
337,3,0:12.0,R. Holmes makes free throw 2 of 2,,84,83
338,3,0:00.0,,I. Smith misses 3-pt jump shot from 28 ft,84,83
339,3,0:00.0,,Offensive rebound by B. Brown,84,83
340,4,11:48.0,,I. Smith misses 3-pt jump shot from 29 ft,84,83
341,4,11:42.0,Defensive rebound by J. Jackson,,84,83
342,4,11:35.0,Turnover by J. Jackson (bad pass; steal by S. Johnson),,84,83
343,4,11:28.0,,S. Johnson makes 2-pt layup from 4 ft,84,85
344,4,11:11.0,R. Holmes makes 2-pt layup from 4 ft,,86,85
345,4,11:11.0,Shooting foul by Z. Pachulia (drawn by R. Holmes),,86,85
346,4,11:11.0,R. Holmes misses free throw 1 of 1,,86,85
347,4,11:08.0,,Defensive rebound by Z. Pachulia,86,85
348,4,10:49.0,,S. Johnson makes 3-pt jump shot from 26 ft (assist by B. Griffin),86,88
349,4,10:33.0,J. Crawford misses 2-pt jump shot from 14 ft,,86,88
350,4,10:32.0,,Defensive rebound by Team,86,88
351,4,10:21.0,,S. Johnson misses 2-pt layup from 8 ft (block by R. Holmes),86,88
352,4,10:21.0,Defensive rebound by I. Canaan,,86,88
353,4,10:13.0,J. Jackson makes 2-pt layup from 3 ft (assist by I. Canaan),,88,88
354,4,10:05.0,,L. Galloway misses 3-pt jump shot from 28 ft,88,88
355,4,10:04.0,,Offensive rebound by Team,88,88
356,4,10:04.0,,Personal foul by R. Holmes (drawn by Z. Pachulia),88,88
357,4,10:04.0,D. Booker enters the game for M. Bridges,,88,88
358,4,9:52.0,,I. Smith misses 2-pt jump shot from 13 ft,88,88
359,4,9:49.0,,Offensive rebound by Z. Pachulia,88,88
360,4,9:48.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),88,91
361,4,9:32.0,D. Booker misses 2-pt jump shot from 18 ft,,88,91
362,4,9:32.0,,Defensive rebound by Team,88,91
363,4,9:32.0,Loose ball foul by R. Holmes (drawn by B. Griffin),,88,91
364,4,9:32.0,D. Ayton enters the game for R. Holmes,,88,91
365,4,9:32.0,,A. Drummond enters the game for Z. Pachulia,88,91
366,4,9:32.0,,R. Jackson enters the game for I. Smith,88,91
367,4,9:24.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Jackson),88,93
368,4,8:46.0,J. Jackson misses 3-pt jump shot from 27 ft,,88,93
369,4,8:46.0,,Defensive rebound by A. Drummond,88,93
370,4,8:41.0,,R. Jackson misses 3-pt jump shot from 28 ft,88,93
371,4,8:39.0,,Offensive rebound by A. Drummond,88,93
372,4,8:38.0,,A. Drummond misses 2-pt layup from 6 ft,88,93
373,4,8:33.0,Defensive rebound by D. Ayton,,88,93
374,4,8:31.0,Shooting foul by S. Johnson (drawn by J. Crawford),,88,93
375,4,8:31.0,J. Crawford makes free throw 1 of 2,,89,93
376,4,8:31.0,M. Bridges enters the game for J. Jackson,,89,93
377,4,8:31.0,J. Crawford misses free throw 2 of 2,,89,93
378,4,8:29.0,,Defensive rebound by A. Drummond,89,93
379,4,8:15.0,,B. Griffin makes 2-pt layup from 2 ft,89,95
380,4,7:53.0,D. Booker misses 3-pt jump shot from 28 ft,,89,95
381,4,7:52.0,,Defensive rebound by Team,89,95
382,4,7:52.0,T. Ariza enters the game for J. Crawford,,89,95
383,4,7:45.0,,R. Jackson makes 3-pt jump shot from 27 ft (assist by B. Griffin),89,98
384,4,7:44.0,Phoenix full timeout,,89,98
385,4,7:44.0,,R. Bullock enters the game for L. Galloway,89,98
386,4,7:24.0,Shooting foul by B. Griffin (drawn by D. Ayton),,89,98
387,4,7:24.0,D. Ayton makes free throw 1 of 2,,90,98
