,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW ORLEANS_ACTION,PHILADELPHIA_SCORE,NEW ORLEANS_SCORE
156,2,10:28.0,Offensive rebound by Team,,35,26
157,2,10:25.0,Turnover by J. Butler (traveling),,35,26
158,2,10:13.0,,Turnover by K. Williams (bad pass; steal by J. Redick),35,26
159,2,10:07.0,J. Redick misses 3-pt jump shot from 25 ft,,35,26
160,2,10:06.0,Offensive rebound by B. Marjanović,,35,26
161,2,10:04.0,B. Marjanović makes 2-pt dunk from 1 ft,,37,26
162,2,9:57.0,,I. Clark misses 3-pt jump shot from 25 ft,37,26
163,2,9:54.0,Defensive rebound by B. Marjanović,,37,26
164,2,9:50.0,J. Redick misses 3-pt jump shot from 24 ft,,37,26
165,2,9:48.0,,Defensive rebound by I. Clark,37,26
166,2,9:47.0,,Personal foul by B. Marjanović (drawn by I. Clark),37,26
167,2,9:37.0,,I. Clark misses 3-pt jump shot from 25 ft,37,26
168,2,9:33.0,Defensive rebound by T. McConnell,,37,26
169,2,9:25.0,T. Harris makes 2-pt dunk from 1 ft (assist by T. McConnell),,39,26
170,2,9:20.0,,New Orleans full timeout,39,26
171,2,9:20.0,,J. Holiday enters the game for I. Clark,39,26
172,2,9:20.0,,E. Payton enters the game for F. Jackson,39,26
173,2,9:20.0,,J. Randle enters the game for S. Johnson,39,26
174,2,9:08.0,,J. Randle misses 2-pt hook shot from 10 ft,39,26
175,2,9:04.0,Defensive rebound by B. Marjanović,,39,26
176,2,8:52.0,T. Harris misses 3-pt jump shot from 24 ft,,39,26
177,2,8:49.0,,Defensive rebound by J. Holiday,39,26
178,2,8:39.0,,J. Randle misses 2-pt jump shot from 5 ft,39,26
179,2,8:37.0,Defensive rebound by T. Harris,,39,26
180,2,8:25.0,T. Harris makes 2-pt jump shot from 7 ft,,41,26
181,2,8:16.0,,J. Holiday makes 2-pt layup from 2 ft,41,28
182,2,8:01.0,T. McConnell misses 2-pt layup from 2 ft,,41,28
183,2,8:01.0,,Defensive rebound by Team,41,28
184,2,8:01.0,J. Bolden enters the game for J. Butler,,41,28
185,2,8:01.0,M. Scott enters the game for B. Marjanović,,41,28
186,2,8:01.0,B. Simmons enters the game for T. McConnell,,41,28
187,2,8:01.0,J. Simmons enters the game for J. Redick,,41,28
188,2,7:44.0,,K. Williams misses 3-pt jump shot from 27 ft,41,28
189,2,7:40.0,Defensive rebound by J. Bolden,,41,28
190,2,7:31.0,Shooting foul by K. Williams (drawn by T. Harris),,41,28
191,2,7:31.0,T. Harris makes free throw 1 of 2,,42,28
192,2,7:31.0,,A. Davis enters the game for J. Okafor,42,28
193,2,7:31.0,T. Harris makes free throw 2 of 2,,43,28
194,2,7:22.0,,A. Davis makes 2-pt hook shot from 7 ft (assist by E. Payton),43,30
195,2,7:12.0,T. Harris makes 2-pt layup from 6 ft (assist by J. Bolden),,45,30
196,2,7:06.0,,J. Holiday makes 2-pt layup from 2 ft,45,32
197,2,7:06.0,,Shooting foul by J. Simmons (drawn by J. Holiday),45,32
198,2,7:06.0,,J. Holiday makes free throw 1 of 1,45,33
199,2,6:41.0,J. Simmons misses 2-pt jump shot from 9 ft (block by J. Holiday),,45,33
200,2,6:36.0,,Defensive rebound by E. Payton,45,33
201,2,6:33.0,,A. Davis misses 2-pt jump shot from 8 ft,45,33
202,2,6:33.0,,Offensive rebound by J. Randle,45,33
203,2,6:33.0,,Shooting foul by J. Bolden (drawn by J. Randle),45,33
204,2,6:33.0,,J. Randle misses free throw 1 of 2,45,33
205,2,6:33.0,,Offensive rebound by Team,45,33
206,2,6:33.0,,J. Randle makes free throw 2 of 2,45,34
207,2,6:17.0,Turnover by M. Scott (bad pass; steal by A. Davis),,45,34
208,2,6:06.0,,J. Holiday misses 3-pt jump shot from 26 ft,45,34
209,2,6:03.0,Defensive rebound by B. Simmons,,45,34
210,2,5:57.0,B. Simmons makes 2-pt layup from 2 ft,,47,34
211,2,5:46.0,,Turnover by K. Williams (traveling),47,34
212,2,5:29.0,J. Simmons makes 2-pt jump shot from 8 ft (assist by T. Harris),,49,34
213,2,5:23.0,,Turnover by E. Payton (bad pass; steal by J. Simmons),49,34
214,2,5:18.0,Turnover by J. Simmons (lost ball; steal by K. Williams),,49,34
215,2,5:15.0,,J. Randle makes 2-pt layup from 2 ft (assist by J. Holiday),49,36
216,2,5:15.0,,Shooting foul by J. Simmons (drawn by J. Randle),49,36
217,2,5:15.0,J. Butler enters the game for J. Bolden,,49,36
218,2,5:15.0,B. Marjanović enters the game for T. Harris,,49,36
219,2,5:15.0,J. Redick enters the game for J. Simmons,,49,36
220,2,5:15.0,,E. Moore enters the game for K. Williams,49,36
221,2,5:15.0,,J. Randle misses free throw 1 of 1,49,36
222,2,5:13.0,Defensive rebound by B. Simmons,,49,36
223,2,5:13.0,Philadelphia full timeout,,49,36
224,2,5:13.0,J. Bolden enters the game for B. Marjanović,,49,36
225,2,4:59.0,J. Butler makes 2-pt layup from 1 ft (assist by J. Bolden),,51,36
226,2,4:39.0,,A. Davis misses 2-pt dunk from 2 ft,51,36
227,2,4:38.0,,Offensive rebound by J. Randle,51,36
228,2,4:36.0,,J. Randle misses 2-pt layup from 2 ft,51,36
229,2,4:35.0,Defensive rebound by B. Simmons,,51,36
230,2,4:31.0,M. Scott misses 2-pt layup from 1 ft,,51,36
231,2,4:29.0,,Defensive rebound by E. Moore,51,36
232,2,4:26.0,,E. Payton makes 2-pt layup from 3 ft,51,38
233,2,4:16.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Bolden),,54,38
234,2,3:55.0,,J. Randle makes 2-pt layup from 2 ft,54,40
235,2,3:42.0,J. Bolden misses 3-pt jump shot from 26 ft,,54,40
236,2,3:39.0,,Defensive rebound by E. Payton,54,40
237,2,3:28.0,,Shooting foul by J. Bolden (drawn by A. Davis),54,40
238,2,3:28.0,,A. Davis misses free throw 1 of 2,54,40
239,2,3:28.0,,Offensive rebound by Team,54,40
240,2,3:28.0,T. Harris enters the game for J. Bolden,,54,40
241,2,3:28.0,,A. Davis makes free throw 2 of 2,54,41
242,2,3:13.0,Personal foul by J. Randle (drawn by B. Simmons),,54,41
243,2,3:02.0,M. Scott makes 3-pt jump shot from 25 ft (assist by J. Butler),,57,41
244,2,2:45.0,,J. Randle misses 2-pt layup from 2 ft,57,41
245,2,2:43.0,Defensive rebound by M. Scott,,57,41
246,2,2:39.0,T. Harris misses 3-pt jump shot from 27 ft,,57,41
247,2,2:36.0,,Defensive rebound by J. Holiday,57,41
248,2,2:28.0,,J. Randle makes 2-pt layup from 3 ft (assist by J. Holiday),57,43
249,2,2:17.0,B. Simmons misses 2-pt hook shot from 6 ft,,57,43
250,2,2:13.0,,Defensive rebound by J. Randle,57,43
251,2,2:06.0,,E. Payton misses 3-pt jump shot from 26 ft,57,43
252,2,2:06.0,Defensive rebound by B. Simmons,,57,43
253,2,1:58.0,M. Scott misses 2-pt layup from 1 ft (block by A. Davis),,57,43
254,2,1:48.0,Offensive rebound by T. Harris,,57,43
255,2,1:47.0,T. Harris makes 2-pt layup from 2 ft,,59,43
256,2,1:43.0,,E. Moore makes 2-pt layup from 1 ft (assist by J. Randle),59,45
257,2,1:28.0,J. Redick makes 2-pt jump shot from 20 ft (assist by B. Simmons),,61,45
258,2,1:14.0,,J. Holiday makes 2-pt layup from 3 ft (assist by E. Payton),61,47
259,2,1:05.0,B. Simmons makes 2-pt dunk at rim,,63,47
260,2,1:05.0,,New Orleans full timeout,63,47
261,2,0:57.0,,E. Moore makes 3-pt jump shot from 27 ft (assist by E. Payton),63,50
262,2,0:38.0,Personal foul by A. Davis (drawn by T. Harris),,63,50
263,2,0:35.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Butler),,65,50
264,2,0:22.0,,E. Moore misses 3-pt jump shot from 25 ft,65,50
265,2,0:20.0,Defensive rebound by B. Simmons,,65,50
266,2,0:14.0,Turnover by M. Scott (bad pass; steal by E. Moore),,65,50
267,2,0:09.0,,J. Holiday misses 3-pt jump shot from 25 ft,65,50
268,2,0:07.0,,Offensive rebound by A. Davis,65,50
269,2,0:07.0,,A. Davis makes 2-pt dunk from 1 ft,65,52
270,2,0:01.0,Turnover by B. Simmons (lost ball; steal by J. Holiday),,65,52
271,2,0:00.0,,E. Moore misses 3-pt jump shot from 34 ft,65,52
272,2,0:00.0,,Offensive rebound by Team,65,52
273,3,11:44.0,T. Harris makes 2-pt jump shot from 10 ft,,67,52
274,3,11:25.0,,E. Payton misses 2-pt layup from 7 ft (block by B. Simmons),67,52
275,3,11:25.0,,Offensive rebound by Team,67,52
276,3,11:18.0,,J. Randle misses 2-pt jump shot from 9 ft (block by T. Harris),67,52
277,3,11:15.0,Defensive rebound by T. Harris,,67,52
278,3,11:10.0,J. Bolden makes 2-pt layup from 3 ft (assist by B. Simmons),,69,52
279,3,11:00.0,Violation by Team (kicked ball),,69,52
280,3,10:49.0,,K. Williams misses 3-pt jump shot from 24 ft,69,52
281,3,10:46.0,Defensive rebound by B. Simmons,,69,52
282,3,10:41.0,B. Simmons misses 2-pt layup from 2 ft (block by J. Randle),,69,52
283,3,10:36.0,,Defensive rebound by A. Davis,69,52
284,3,10:29.0,,K. Williams makes 2-pt layup from 2 ft (assist by A. Davis),69,54
285,3,10:24.0,J. Butler misses 3-pt jump shot from 27 ft,,69,54
286,3,10:21.0,,Defensive rebound by A. Davis,69,54
287,3,10:11.0,,E. Payton makes 2-pt layup from 2 ft (assist by A. Davis),69,56
288,3,9:57.0,Shooting foul by K. Williams (drawn by T. Harris),,69,56
289,3,9:57.0,T. Harris makes free throw 1 of 2,,70,56
290,3,9:57.0,T. Harris makes free throw 2 of 2,,71,56
291,3,9:51.0,,A. Davis makes 2-pt dunk from 1 ft (assist by E. Payton),71,58
292,3,9:41.0,Shooting foul by A. Davis (drawn by J. Redick),,71,58
293,3,9:41.0,J. Redick makes free throw 1 of 2,,72,58
294,3,9:41.0,J. Redick makes free throw 2 of 2,,73,58
295,3,9:36.0,,Shooting foul by B. Simmons (drawn by A. Davis),73,58
296,3,9:36.0,,A. Davis misses free throw 1 of 2,73,58
297,3,9:36.0,,Offensive rebound by Team,73,58
298,3,9:36.0,,A. Davis makes free throw 2 of 2,73,59
299,3,9:11.0,J. Butler misses 2-pt jump shot from 9 ft,,73,59
300,3,9:11.0,,Defensive rebound by A. Davis,73,59
301,3,9:06.0,,Shooting foul by J. Bolden (drawn by J. Holiday),73,59
302,3,9:06.0,,J. Holiday makes free throw 1 of 2,73,60
303,3,9:06.0,M. Scott enters the game for J. Bolden,,73,60
304,3,9:06.0,,J. Holiday makes free throw 2 of 2,73,61
305,3,8:49.0,Turnover by M. Scott (traveling),,73,61
306,3,8:31.0,,A. Davis makes 2-pt layup from 3 ft (assist by E. Payton),73,63
307,3,8:22.0,B. Simmons makes 2-pt layup from 1 ft,,75,63
308,3,8:04.0,,A. Davis misses 2-pt jump shot from 10 ft,75,63
309,3,7:59.0,,Offensive rebound by J. Randle,75,63
310,3,7:59.0,,J. Randle misses 2-pt layup at rim,75,63
311,3,7:58.0,Defensive rebound by J. Redick,,75,63
312,3,7:52.0,Turnover by J. Butler (lost ball; steal by J. Randle),,75,63
313,3,7:48.0,,K. Williams makes 2-pt layup from 2 ft (assist by J. Holiday),75,65
314,3,7:48.0,Philadelphia full timeout,,75,65
315,3,7:29.0,M. Scott makes 3-pt jump shot from 25 ft (assist by T. Harris),,78,65
316,3,7:11.0,,A. Davis misses 2-pt layup from 7 ft,78,65
317,3,7:10.0,,Offensive rebound by J. Randle,78,65
318,3,7:10.0,,Shooting foul by M. Scott (drawn by J. Randle),78,65
319,3,7:10.0,,J. Randle makes free throw 1 of 2,78,66
320,3,7:10.0,,J. Randle makes free throw 2 of 2,78,67
321,3,6:56.0,B. Simmons misses 2-pt layup from 2 ft,,78,67
322,3,6:54.0,,Defensive rebound by J. Holiday,78,67
323,3,6:50.0,,A. Davis misses 2-pt layup from 2 ft,78,67
324,3,6:45.0,,Offensive rebound by A. Davis,78,67
325,3,6:43.0,,Turnover by A. Davis (bad pass; steal by J. Butler),78,67
326,3,6:38.0,M. Scott makes 3-pt jump shot from 25 ft (assist by J. Redick),,81,67
327,3,6:38.0,J. Simmons enters the game for J. Redick,,81,67
328,3,6:24.0,,A. Davis makes 2-pt dunk from 1 ft (assist by E. Payton),81,69
329,3,6:08.0,T. Harris misses 3-pt jump shot from 26 ft,,81,69
330,3,6:05.0,,Defensive rebound by A. Davis,81,69
331,3,5:58.0,,J. Randle misses 2-pt jump shot from 7 ft,81,69
332,3,5:54.0,Defensive rebound by T. Harris,,81,69
333,3,5:52.0,Turnover by T. Harris (bad pass; steal by E. Payton),,81,69
334,3,5:44.0,,J. Randle misses 2-pt layup from 3 ft (block by T. Harris),81,69
335,3,5:44.0,Defensive rebound by Team,,81,69
336,3,5:27.0,M. Scott misses 3-pt jump shot from 25 ft,,81,69
337,3,5:23.0,Offensive rebound by J. Butler,,81,69
338,3,5:18.0,T. Harris makes 3-pt jump shot from 26 ft (assist by J. Butler),,84,69
339,3,5:11.0,,New Orleans full timeout,84,69
340,3,5:11.0,,C. Diallo enters the game for A. Davis,84,69
341,3,5:11.0,,E. Moore enters the game for J. Randle,84,69
342,3,5:11.0,,J. Okafor enters the game for K. Williams,84,69
343,3,4:59.0,,E. Payton makes 2-pt layup from 1 ft (assist by J. Holiday),84,71
344,3,4:36.0,J. Simmons misses 2-pt layup from 4 ft,,84,71
345,3,4:30.0,Offensive rebound by J. Simmons,,84,71
346,3,4:30.0,J. Simmons misses 2-pt layup from 1 ft,,84,71
347,3,4:29.0,,Defensive rebound by E. Moore,84,71
348,3,4:27.0,,C. Diallo makes 2-pt layup from 2 ft (assist by E. Moore),84,73
349,3,4:11.0,Personal foul by J. Holiday (drawn by B. Simmons),,84,73
350,3,4:11.0,B. Marjanović enters the game for J. Butler,,84,73
351,3,3:57.0,T. Harris makes 3-pt jump shot from 26 ft,,87,73
352,3,3:44.0,,J. Holiday makes 2-pt layup from 1 ft,87,75
353,3,3:23.0,B. Marjanović makes 2-pt layup from 5 ft (assist by T. Harris),,89,75
354,3,3:20.0,,Turnover by C. Diallo (bad pass; steal by J. Simmons),89,75
355,3,3:16.0,J. Simmons misses 2-pt jump shot from 11 ft,,89,75
356,3,3:16.0,Offensive rebound by Team,,89,75
357,3,3:16.0,,Loose ball foul by E. Payton (drawn by B. Simmons),89,75
358,3,3:16.0,T. McConnell enters the game for B. Simmons,,89,75
359,3,3:16.0,J. Redick enters the game for J. Simmons,,89,75
360,3,3:16.0,,F. Jackson enters the game for J. Holiday,89,75
361,3,3:04.0,Turnover by M. Scott (bad pass; steal by F. Jackson),,89,75
362,3,3:00.0,,F. Jackson misses 2-pt layup from 2 ft,89,75
363,3,2:58.0,,Offensive rebound by F. Jackson,89,75
364,3,2:58.0,,Personal foul by J. Redick (drawn by F. Jackson),89,75
365,3,2:51.0,,C. Diallo makes 2-pt jump shot from 9 ft (assist by E. Payton),89,77
366,3,2:36.0,J. Redick misses 2-pt jump shot from 16 ft,,89,77
367,3,2:32.0,,Defensive rebound by J. Okafor,89,77
368,3,2:15.0,,E. Payton makes 2-pt layup from 7 ft,89,79
369,3,1:55.0,T. McConnell misses 2-pt jump shot from 8 ft,,89,79
370,3,1:52.0,,Defensive rebound by J. Okafor,89,79
371,3,1:43.0,,E. Payton misses 3-pt jump shot from 25 ft,89,79
372,3,1:39.0,Defensive rebound by T. Harris,,89,79
373,3,1:31.0,T. Harris misses 3-pt jump shot from 27 ft,,89,79
374,3,1:27.0,,Defensive rebound by C. Diallo,89,79
375,3,1:16.0,,J. Okafor makes 2-pt jump shot from 7 ft (assist by E. Payton),89,81
376,3,0:59.0,T. Harris makes 2-pt layup from 2 ft,,91,81
377,3,0:50.0,,C. Diallo makes 2-pt jump shot from 14 ft (assist by E. Payton),91,83
378,3,0:35.0,T. McConnell makes 2-pt jump shot from 11 ft,,93,83
379,3,0:27.0,,E. Payton misses 3-pt jump shot from 26 ft,93,83
380,3,0:23.0,Defensive rebound by B. Marjanović,,93,83
381,3,0:00.0,B. Marjanović misses 2-pt hook shot from 9 ft,,93,83
382,3,0:00.0,,Defensive rebound by C. Diallo,93,83
383,4,11:40.0,,J. Okafor misses 2-pt jump shot from 8 ft,93,83
384,4,11:38.0,Defensive rebound by T. McConnell,,93,83
385,4,11:27.0,M. Scott misses 2-pt jump shot from 5 ft,,93,83
386,4,11:26.0,Offensive rebound by B. Marjanović,,93,83
387,4,11:24.0,B. Marjanović makes 2-pt layup from 1 ft,,95,83
