,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DALLAS_ACTION,GOLDEN STATE_SCORE,DALLAS_SCORE
80,1,3:01.0,Defensive rebound by A. McKinnie,,19,22
81,1,2:56.0,Turnover by D. Green (out of bounds lost ball),,19,22
82,1,2:49.0,,Personal foul by D. Green (drawn by D. Jordan),19,22
83,1,2:49.0,,L. Dončić enters the game for H. Barnes,19,22
84,1,2:49.0,,D. Nowitzki enters the game for D. Jordan,19,22
85,1,2:49.0,,D. Powell enters the game for W. Matthews,19,22
86,1,2:35.0,,J. Brunson misses 3-pt jump shot from 24 ft,19,22
87,1,2:33.0,,Offensive rebound by D. Powell,19,22
88,1,2:33.0,,Personal foul by D. Green (drawn by D. Powell),19,22
89,1,2:33.0,J. Bell enters the game for D. Green,,19,22
90,1,2:20.0,,L. Dončić makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),19,25
91,1,2:07.0,S. Curry makes 3-pt jump shot from 25 ft,,22,25
92,1,1:39.0,,D. Finney-Smith misses 2-pt layup from 3 ft (block by A. McKinnie),22,25
93,1,1:37.0,Defensive rebound by K. Durant,,22,25
94,1,1:34.0,S. Curry misses 3-pt jump shot from 26 ft,,22,25
95,1,1:31.0,,Defensive rebound by D. Nowitzki,22,25
96,1,1:13.0,,J. Brunson misses 2-pt layup from 1 ft (block by J. Bell),22,25
97,1,1:10.0,,Offensive rebound by D. Powell,22,25
98,1,1:09.0,,D. Powell makes 2-pt layup from 1 ft,22,27
99,1,0:59.0,A. McKinnie misses 3-pt jump shot from 22 ft,,22,27
100,1,0:57.0,,Defensive rebound by D. Nowitzki,22,27
101,1,0:44.0,,L. Dončić makes 2-pt jump shot from 2 ft (assist by D. Finney-Smith),22,29
102,1,0:36.0,Shooting foul by D. Powell (drawn by K. Durant),,22,29
103,1,0:36.0,K. Durant misses free throw 1 of 2,,22,29
104,1,0:36.0,Offensive rebound by Team,,22,29
105,1,0:36.0,J. Jerebko enters the game for S. Curry,,22,29
106,1,0:36.0,K. Durant makes free throw 2 of 2,,23,29
107,1,0:19.0,,J. Brunson misses 2-pt layup from 1 ft (block by J. Bell),23,29
108,1,0:16.0,Defensive rebound by K. Durant,,23,29
109,1,0:01.0,K. Durant makes 2-pt jump shot from 4 ft,,25,29
110,1,0:00.0,,L. Dončić misses 3-pt jump shot from 78 ft,25,29
111,1,0:00.0,,Offensive rebound by Team,25,29
112,2,11:42.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,25,29
113,2,11:38.0,Defensive rebound by J. Jerebko,,25,29
114,2,11:19.0,Turnover by J. Jerebko (lost ball; steal by L. Dončić),,25,29
115,2,11:13.0,,D. Powell misses 2-pt layup from 1 ft,25,29
116,2,11:09.0,,Offensive rebound by D. Finney-Smith,25,29
117,2,11:09.0,,D. Finney-Smith misses 2-pt layup from 1 ft,25,29
118,2,11:08.0,Defensive rebound by J. Jerebko,,25,29
119,2,10:57.0,D. Green misses 3-pt jump shot from 25 ft,,25,29
120,2,10:55.0,,Defensive rebound by D. Powell,25,29
121,2,10:48.0,,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),25,31
122,2,10:30.0,D. Green makes 2-pt layup from 1 ft (assist by K. Thompson),,27,31
123,2,10:16.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,27,31
124,2,10:13.0,Defensive rebound by A. Iguodala,,27,31
125,2,10:10.0,K. Thompson misses 3-pt jump shot from 22 ft,,27,31
126,2,10:07.0,Offensive rebound by J. Jerebko,,27,31
127,2,10:04.0,J. Jerebko misses 2-pt jump shot from 11 ft,,27,31
128,2,10:04.0,Offensive rebound by J. Jerebko,,27,31
129,2,10:01.0,K. Thompson misses 3-pt jump shot from 24 ft,,27,31
130,2,9:59.0,,Defensive rebound by L. Dončić,27,31
131,2,9:53.0,,L. Dončić makes 3-pt jump shot from 25 ft,27,34
132,2,9:39.0,K. Thompson makes 2-pt layup from 1 ft,,29,34
133,2,9:38.0,,Dallas full timeout,29,34
134,2,9:38.0,,D. Harris enters the game for J. Brunson,29,34
135,2,9:21.0,,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by D. Powell),29,37
136,2,9:06.0,K. Thompson misses 3-pt jump shot from 25 ft,,29,37
137,2,9:04.0,Offensive rebound by J. Jerebko,,29,37
138,2,8:59.0,J. Jerebko makes 3-pt jump shot from 22 ft (assist by D. Green),,32,37
139,2,8:41.0,,D. Nowitzki misses 2-pt jump shot from 22 ft,32,37
140,2,8:40.0,Defensive rebound by Team,,32,37
141,2,8:40.0,K. Looney enters the game for D. Green,,32,37
142,2,8:40.0,,M. Kleber enters the game for D. Finney-Smith,32,37
143,2,8:25.0,A. Iguodala makes 3-pt jump shot from 24 ft (assist by S. Livingston),,35,37
144,2,8:04.0,,L. Dončić misses 2-pt jump shot from 12 ft,35,37
145,2,7:59.0,Defensive rebound by J. Jerebko,,35,37
146,2,7:55.0,K. Thompson makes 2-pt jump shot from 18 ft,,37,37
147,2,7:44.0,,Personal foul by S. Livingston (drawn by D. Harris),37,37
148,2,7:44.0,A. McKinnie enters the game for A. Iguodala,,37,37
149,2,7:44.0,,H. Barnes enters the game for L. Dončić,37,37
150,2,7:44.0,,J. Brunson enters the game for D. Nowitzki,37,37
151,2,7:34.0,,J. Brunson makes 3-pt jump shot from 25 ft,37,40
152,2,7:18.0,K. Thompson misses 3-pt jump shot from 25 ft,,37,40
153,2,7:16.0,,Defensive rebound by J. Brunson,37,40
154,2,7:09.0,,D. Powell makes 2-pt layup from 1 ft (assist by D. Harris),37,42
155,2,7:09.0,,Shooting foul by K. Looney (drawn by D. Powell),37,42
156,2,7:09.0,S. Curry enters the game for J. Jerebko,,37,42
157,2,7:09.0,,D. Powell makes free throw 1 of 1,37,43
158,2,6:56.0,A. McKinnie makes 3-pt jump shot from 23 ft (assist by S. Curry),,40,43
159,2,6:46.0,,Shooting foul by K. Looney (drawn by D. Powell),40,43
160,2,6:46.0,,D. Powell makes free throw 1 of 2,40,44
161,2,6:46.0,K. Durant enters the game for K. Looney,,40,44
162,2,6:46.0,D. Green enters the game for K. Thompson,,40,44
163,2,6:46.0,,D. Powell misses free throw 2 of 2,40,44
164,2,6:43.0,Defensive rebound by A. McKinnie,,40,44
165,2,6:34.0,S. Livingston makes 2-pt jump shot from 12 ft (assist by S. Curry),,42,44
166,2,6:18.0,,D. Powell misses 2-pt jump shot from 15 ft,42,44
167,2,6:14.0,Defensive rebound by D. Green,,42,44
168,2,6:07.0,K. Durant misses 2-pt jump shot from 9 ft (block by D. Harris),,42,44
169,2,6:06.0,Offensive rebound by Team,,42,44
170,2,6:06.0,,D. Jordan enters the game for D. Harris,42,44
171,2,6:06.0,,W. Matthews enters the game for D. Powell,42,44
172,2,6:02.0,Personal foul by J. Brunson (drawn by D. Green),,42,44
173,2,5:55.0,S. Curry misses 2-pt jump shot from 22 ft,,42,44
174,2,5:53.0,Offensive rebound by D. Green,,42,44
175,2,5:51.0,D. Green misses 2-pt layup from 1 ft,,42,44
176,2,5:48.0,Offensive rebound by S. Curry,,42,44
177,2,5:48.0,S. Curry misses 3-pt jump shot from 25 ft,,42,44
178,2,5:44.0,,Defensive rebound by M. Kleber,42,44
179,2,5:22.0,,W. Matthews misses 2-pt jump shot from 20 ft,42,44
180,2,5:20.0,,Offensive rebound by D. Jordan,42,44
181,2,5:18.0,,W. Matthews misses 3-pt jump shot from 26 ft,42,44
182,2,5:14.0,Defensive rebound by K. Durant,,42,44
183,2,5:10.0,A. McKinnie makes 2-pt layup from 2 ft (assist by K. Durant),,44,44
184,2,5:02.0,,Dallas full timeout,44,44
185,2,5:02.0,A. Iguodala enters the game for S. Livingston,,44,44
186,2,4:52.0,,M. Kleber makes 2-pt jump shot from 23 ft (assist by W. Matthews),44,46
187,2,4:34.0,Turnover by D. Green (bad pass; steal by M. Kleber),,44,46
188,2,4:21.0,,Turnover by W. Matthews (bad pass; steal by A. Iguodala),44,46
189,2,4:17.0,S. Curry makes 2-pt jump shot from 3 ft (assist by A. Iguodala),,46,46
190,2,4:05.0,,J. Brunson makes 3-pt jump shot from 25 ft,46,49
191,2,3:52.0,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Curry),,49,49
192,2,3:31.0,,H. Barnes misses 2-pt jump shot from 17 ft,49,49
193,2,3:28.0,Defensive rebound by S. Curry,,49,49
194,2,3:20.0,K. Durant makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,52,49
195,2,2:56.0,,Turnover by W. Matthews (bad pass; steal by S. Curry),52,49
196,2,2:52.0,D. Green makes 2-pt dunk from 1 ft (assist by S. Curry),,54,49
197,2,2:51.0,,Dallas full timeout,54,49
198,2,2:51.0,K. Thompson enters the game for A. McKinnie,,54,49
199,2,2:51.0,,L. Dončić enters the game for W. Matthews,54,49
200,2,2:36.0,,Shooting foul by K. Thompson (drawn by L. Dončić),54,49
201,2,2:36.0,,L. Dončić misses free throw 1 of 2,54,49
202,2,2:36.0,,Offensive rebound by Team,54,49
203,2,2:36.0,,L. Dončić makes free throw 2 of 2,54,50
204,2,2:18.0,K. Durant misses 2-pt jump shot from 14 ft,,54,50
205,2,2:16.0,,Defensive rebound by D. Jordan,54,50
206,2,2:00.0,,J. Brunson makes 2-pt jump shot from 9 ft,54,52
207,2,1:47.0,Personal foul by H. Barnes (drawn by A. Iguodala),,54,52
208,2,1:40.0,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,57,52
209,2,1:21.0,,H. Barnes misses 3-pt jump shot from 25 ft,57,52
210,2,1:18.0,,Offensive rebound by M. Kleber,57,52
211,2,1:18.0,,M. Kleber misses 2-pt layup from 1 ft (block by K. Durant),57,52
212,2,1:18.0,Defensive rebound by D. Green,,57,52
213,2,1:07.0,Shooting foul by M. Kleber (drawn by K. Durant),,57,52
214,2,1:07.0,K. Durant makes free throw 1 of 2,,58,52
215,2,1:07.0,K. Durant makes free throw 2 of 2,,59,52
216,2,0:52.0,,H. Barnes makes 2-pt jump shot from 20 ft (assist by L. Dončić),59,54
217,2,0:49.0,Golden State full timeout,,59,54
218,2,0:49.0,Technical foul by R. Carlisle,,59,54
219,2,0:49.0,J. Bell enters the game for D. Green,,59,54
220,2,0:49.0,S. Curry makes technical free throw,,60,54
221,2,0:43.0,S. Curry misses 2-pt jump shot from 12 ft,,60,54
222,2,0:41.0,Offensive rebound by S. Curry,,60,54
223,2,0:30.0,S. Curry makes 2-pt jump shot from 21 ft (assist by A. Iguodala),,62,54
224,2,0:15.0,,Turnover by L. Dončić (bad pass),62,54
225,2,0:00.0,K. Durant misses 2-pt jump shot from 23 ft,,62,54
226,2,0:00.0,Offensive rebound by Team,,62,54
227,3,11:49.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by L. Dončić),62,57
228,3,11:31.0,K. Durant makes 2-pt dunk from 1 ft,,64,57
229,3,11:14.0,,H. Barnes misses 3-pt jump shot from 24 ft,64,57
230,3,11:11.0,Defensive rebound by K. Thompson,,64,57
231,3,11:03.0,K. Durant misses 2-pt jump shot from 13 ft,,64,57
232,3,11:00.0,,Defensive rebound by M. Kleber,64,57
233,3,10:59.0,,Personal take foul by S. Curry (drawn by W. Matthews),64,57
234,3,10:51.0,,Turnover by L. Dončić (bad pass; steal by K. Durant),64,57
235,3,10:37.0,K. Looney misses 3-pt jump shot from 23 ft,,64,57
236,3,10:33.0,,Defensive rebound by L. Dončić,64,57
237,3,10:26.0,,L. Dončić makes 2-pt dunk from 1 ft (assist by D. Jordan),64,59
238,3,10:06.0,S. Curry makes 3-pt jump shot from 28 ft (assist by D. Green),,67,59
239,3,9:44.0,,H. Barnes makes 3-pt jump shot from 25 ft,67,62
240,3,9:23.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,70,62
241,3,9:04.0,,Shooting foul by K. Looney (drawn by H. Barnes),70,62
242,3,9:04.0,,H. Barnes makes free throw 1 of 2,70,63
243,3,9:04.0,,H. Barnes makes free throw 2 of 2,70,64
244,3,8:55.0,K. Looney makes 2-pt layup from 1 ft (assist by S. Curry),,72,64
245,3,8:37.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by L. Dončić),72,66
246,3,8:29.0,S. Curry misses 3-pt jump shot from 25 ft,,72,66
247,3,8:25.0,,Defensive rebound by H. Barnes,72,66
248,3,8:21.0,,Shooting foul by K. Durant (drawn by M. Kleber),72,66
249,3,8:21.0,,M. Kleber makes free throw 1 of 2,72,67
250,3,8:21.0,J. Jerebko enters the game for K. Looney,,72,67
251,3,8:21.0,,M. Kleber makes free throw 2 of 2,72,68
252,3,8:04.0,K. Durant makes 2-pt layup from 1 ft,,74,68
253,3,8:04.0,Shooting foul by W. Matthews (drawn by K. Durant),,74,68
254,3,8:04.0,K. Durant makes free throw 1 of 1,,75,68
255,3,7:41.0,,W. Matthews misses 3-pt jump shot from 31 ft,75,68
256,3,7:38.0,,Offensive rebound by M. Kleber,75,68
257,3,7:35.0,,Turnover by M. Kleber (bad pass; steal by D. Green),75,68
258,3,7:29.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),,78,68
259,3,7:28.0,,Dallas full timeout,78,68
260,3,7:08.0,,L. Dončić makes 2-pt layup at rim,78,70
261,3,6:50.0,K. Durant makes 2-pt jump shot from 9 ft,,80,70
262,3,6:38.0,,L. Dončić makes 3-pt jump shot from 25 ft,80,73
263,3,6:31.0,Technical foul by J. Jerebko,,80,73
264,3,6:31.0,,H. Barnes makes technical free throw,80,74
265,3,6:31.0,,D. Finney-Smith enters the game for M. Kleber,80,74
266,3,6:16.0,S. Curry misses 3-pt jump shot from 25 ft,,80,74
267,3,6:15.0,,Defensive rebound by Team,80,74
268,3,6:15.0,Loose ball foul by J. Jerebko (drawn by L. Dončić),,80,74
269,3,6:05.0,,Personal foul by K. Thompson (drawn by L. Dončić),80,74
270,3,6:05.0,,L. Dončić misses free throw 1 of 2,80,74
271,3,6:05.0,,Offensive rebound by Team,80,74
272,3,6:05.0,A. Iguodala enters the game for D. Green,,80,74
273,3,6:05.0,,L. Dončić makes free throw 2 of 2,80,75
274,3,5:44.0,K. Durant misses 2-pt jump shot from 10 ft,,80,75
275,3,5:42.0,,Defensive rebound by D. Jordan,80,75
276,3,5:37.0,,H. Barnes misses 3-pt jump shot from 23 ft,80,75
277,3,5:35.0,Defensive rebound by Team,,80,75
278,3,5:35.0,,Loose ball foul by D. Jordan (drawn by J. Jerebko),80,75
279,3,5:35.0,J. Bell enters the game for J. Jerebko,,80,75
280,3,5:35.0,,J. Brunson enters the game for L. Dončić,80,75
281,3,5:19.0,J. Bell misses 2-pt dunk from 6 ft (block by W. Matthews),,80,75
282,3,5:19.0,,Defensive rebound by H. Barnes,80,75
283,3,5:12.0,,W. Matthews misses 2-pt jump shot from 8 ft,80,75
284,3,5:12.0,,Offensive rebound by D. Jordan,80,75
285,3,5:12.0,,D. Jordan makes 2-pt dunk at rim,80,77
286,3,5:12.0,Golden State full timeout,,80,77
287,3,4:49.0,K. Durant misses 2-pt jump shot from 6 ft,,80,77
288,3,4:46.0,,Defensive rebound by D. Jordan,80,77
289,3,4:27.0,,H. Barnes misses 3-pt jump shot from 26 ft,80,77
290,3,4:24.0,Defensive rebound by K. Thompson,,80,77
291,3,4:19.0,K. Thompson misses 3-pt jump shot from 25 ft,,80,77
292,3,4:14.0,Offensive rebound by A. Iguodala,,80,77
293,3,4:14.0,A. Iguodala makes 2-pt dunk from 1 ft,,82,77
294,3,4:03.0,,J. Brunson misses 2-pt layup from 1 ft (block by S. Curry),82,77
295,3,4:03.0,Defensive rebound by S. Curry,,82,77
296,3,4:03.0,Personal take foul by D. Jordan (drawn by S. Curry),,82,77
297,3,4:03.0,A. McKinnie enters the game for K. Thompson,,82,77
298,3,3:41.0,S. Curry makes 2-pt jump shot from 8 ft,,84,77
299,3,3:33.0,,Personal foul by S. Curry (drawn by J. Brunson),84,77
300,3,3:33.0,,J. Brunson makes free throw 1 of 2,84,78
301,3,3:33.0,,D. Powell enters the game for D. Jordan,84,78
302,3,3:33.0,,J. Brunson makes free throw 2 of 2,84,79
303,3,3:15.0,S. Curry misses 2-pt layup from 2 ft,,84,79
304,3,3:13.0,Offensive rebound by A. McKinnie,,84,79
305,3,3:12.0,A. McKinnie makes 2-pt layup at rim,,86,79
306,3,3:04.0,,Shooting foul by A. McKinnie (drawn by J. Brunson),86,79
307,3,3:04.0,,J. Brunson makes free throw 1 of 2,86,80
308,3,3:04.0,,J. Brunson makes free throw 2 of 2,86,81
309,3,2:47.0,S. Curry makes 3-pt jump shot from 25 ft,,89,81
310,3,2:28.0,,H. Barnes makes 2-pt jump shot from 4 ft,89,83
311,3,2:14.0,A. Iguodala misses 3-pt jump shot from 23 ft,,89,83
312,3,2:12.0,Offensive rebound by A. McKinnie,,89,83
313,3,2:02.0,S. Curry misses 3-pt jump shot from 25 ft,,89,83
314,3,1:59.0,Offensive rebound by J. Bell,,89,83
315,3,1:54.0,Offensive foul by A. McKinnie (drawn by W. Matthews),,89,83
316,3,1:54.0,Turnover by A. McKinnie (offensive foul),,89,83
317,3,1:54.0,J. Jerebko enters the game for S. Curry,,89,83
318,3,1:37.0,,W. Matthews misses 2-pt jump shot from 12 ft,89,83
319,3,1:33.0,,Offensive rebound by D. Finney-Smith,89,83
320,3,1:32.0,,D. Finney-Smith makes 2-pt dunk at rim,89,85
321,3,1:27.0,Turnover by K. Durant (lost ball; steal by D. Finney-Smith),,89,85
322,3,1:07.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,89,85
323,3,1:04.0,Defensive rebound by A. Iguodala,,89,85
324,3,1:00.0,J. Bell misses 2-pt layup from 1 ft,,89,85
325,3,0:59.0,Offensive rebound by J. Jerebko,,89,85
326,3,0:57.0,Turnover by J. Jerebko (bad pass),,89,85
327,3,0:57.0,D. Green enters the game for J. Bell,,89,85
328,3,0:57.0,,L. Dončić enters the game for W. Matthews,89,85
329,3,0:44.0,,D. Powell misses 2-pt hook shot from 6 ft,89,85
330,3,0:42.0,Defensive rebound by A. Iguodala,,89,85
331,3,0:40.0,Personal take foul by J. Brunson (drawn by A. Iguodala),,89,85
332,3,0:36.0,K. Durant misses 3-pt jump shot from 27 ft,,89,85
333,3,0:33.0,Offensive rebound by A. Iguodala,,89,85
334,3,0:25.0,A. McKinnie makes 3-pt jump shot from 25 ft (assist by K. Durant),,92,85
335,3,0:02.0,,L. Dončić makes 3-pt jump shot from 26 ft,92,88
336,3,0:00.0,D. Green misses 3-pt jump shot from 64 ft,,92,88
337,3,0:00.0,Offensive rebound by Team,,92,88
338,4,11:45.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by A. Iguodala),,94,88
339,4,11:22.0,,D. Harris makes 2-pt jump shot from 17 ft,94,90
340,4,11:11.0,K. Thompson misses 3-pt jump shot from 25 ft,,94,90
341,4,11:08.0,,Defensive rebound by M. Kleber,94,90
342,4,10:52.0,,Turnover by M. Kleber (lost ball; steal by A. Iguodala),94,90
343,4,10:48.0,J. Jerebko misses 2-pt jump shot from 18 ft,,94,90
344,4,10:43.0,,Defensive rebound by L. Dončić,94,90
345,4,10:33.0,,L. Dončić misses 3-pt jump shot from 26 ft,94,90
346,4,10:30.0,Defensive rebound by A. Iguodala,,94,90
347,4,10:26.0,Shooting foul by M. Kleber (drawn by A. Iguodala),,94,90
348,4,10:26.0,A. Iguodala makes free throw 1 of 2,,95,90
349,4,10:26.0,A. Iguodala misses free throw 2 of 2,,95,90
350,4,10:24.0,,Defensive rebound by L. Dončić,95,90
351,4,10:07.0,,Personal foul by S. Livingston (drawn by M. Kleber),95,90
352,4,10:01.0,,Shooting foul by D. Green (drawn by L. Dončić),95,90
353,4,10:01.0,,L. Dončić makes free throw 1 of 2,95,91
354,4,10:01.0,,L. Dončić makes free throw 2 of 2,95,92
355,4,9:49.0,J. Jerebko misses 2-pt layup from 1 ft,,95,92
356,4,9:46.0,,Defensive rebound by L. Dončić,95,92
357,4,9:36.0,,D. Powell misses 3-pt jump shot from 25 ft,95,92
358,4,9:35.0,Defensive rebound by Team,,95,92
359,4,9:25.0,K. Thompson makes 2-pt jump shot from 17 ft,,97,92
360,4,9:12.0,,D. Harris misses 3-pt jump shot from 25 ft,97,92
361,4,9:08.0,Defensive rebound by J. Jerebko,,97,92
362,4,9:03.0,K. Thompson misses 3-pt jump shot from 24 ft,,97,92
363,4,9:02.0,Offensive rebound by Team,,97,92
364,4,9:02.0,,Loose ball foul by D. Harris (drawn by J. Jerebko),97,92
365,4,8:48.0,A. Iguodala misses 3-pt jump shot from 23 ft,,97,92
366,4,8:44.0,,Defensive rebound by D. Finney-Smith,97,92
367,4,8:38.0,,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by L. Dončić),97,95
368,4,8:28.0,Golden State full timeout,,97,95
369,4,8:28.0,S. Curry enters the game for D. Green,,97,95
370,4,8:28.0,K. Looney enters the game for A. Iguodala,,97,95
371,4,8:28.0,A. McKinnie enters the game for J. Jerebko,,97,95
372,4,8:22.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Looney),,100,95
373,4,8:09.0,,Turnover by L. Dončić (bad pass),100,95
374,4,7:58.0,K. Thompson misses 2-pt layup from 2 ft (block by M. Kleber),,100,95
375,4,7:55.0,Offensive rebound by K. Thompson,,100,95
376,4,7:54.0,K. Thompson misses 2-pt jump shot from 6 ft,,100,95
377,4,7:53.0,,Defensive rebound by D. Finney-Smith,100,95
378,4,7:52.0,,D. Harris makes 2-pt jump shot from 5 ft,100,97
379,4,7:52.0,,Shooting foul by S. Curry (drawn by D. Harris),100,97
380,4,7:52.0,,H. Barnes enters the game for L. Dončić,100,97
381,4,7:52.0,,J. Brunson enters the game for D. Finney-Smith,100,97
382,4,7:52.0,,D. Harris misses free throw 1 of 1,100,97
383,4,7:48.0,,Offensive rebound by D. Harris,100,97
