,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MILWAUKEE_ACTION,SAN ANTONIO_SCORE,MILWAUKEE_SCORE
41,1,5:22.0,,E. Bledsoe makes 2-pt dunk from 1 ft,11,26
42,1,5:22.0,San Antonio full timeout,,11,26
43,1,5:22.0,M. Belinelli enters the game for L. Aldridge,,11,26
44,1,5:22.0,D. Bertāns enters the game for D. Cunningham,,11,26
45,1,5:22.0,P. Mills enters the game for D. DeRozan,,11,26
46,1,5:22.0,J. Poeltl enters the game for B. Forbes,,11,26
47,1,5:22.0,D. White enters the game for R. Gay,,11,26
48,1,5:09.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by M. Belinelli),,14,26
49,1,4:47.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,14,26
50,1,4:45.0,Defensive rebound by Team,,14,26
51,1,4:45.0,,T. Snell enters the game for G. Antetokounmpo,14,26
52,1,4:28.0,D. Bertāns makes 3-pt jump shot from 29 ft (assist by P. Mills),,17,26
53,1,4:11.0,,K. Middleton makes 2-pt jump shot from 11 ft,17,28
54,1,3:51.0,D. White misses 2-pt jump shot from 16 ft,,17,28
55,1,3:49.0,,Defensive rebound by M. Brogdon,17,28
56,1,3:43.0,,Turnover by M. Brogdon (traveling),17,28
57,1,3:43.0,,P. Connaughton enters the game for M. Brogdon,17,28
58,1,3:32.0,M. Belinelli makes 3-pt jump shot from 27 ft (assist by P. Mills),,20,28
59,1,3:14.0,,T. Maker misses 3-pt jump shot from 27 ft,20,28
60,1,3:12.0,Defensive rebound by P. Mills,,20,28
61,1,3:05.0,J. Poeltl makes 2-pt hook shot from 5 ft (assist by D. Bertāns),,22,28
62,1,3:05.0,,Milwaukee full timeout,22,28
63,1,3:05.0,,M. Dellavedova enters the game for E. Bledsoe,22,28
64,1,3:05.0,,B. Lopez enters the game for K. Middleton,22,28
65,1,2:51.0,,P. Connaughton misses 3-pt jump shot from 23 ft,22,28
66,1,2:48.0,Defensive rebound by D. Bertāns,,22,28
67,1,2:38.0,D. Bertāns makes 2-pt jump shot from 18 ft,,24,28
68,1,2:22.0,,T. Snell misses 2-pt jump shot from 20 ft,24,28
69,1,2:20.0,Defensive rebound by D. White,,24,28
70,1,2:12.0,P. Mills misses 3-pt jump shot from 27 ft,,24,28
71,1,2:09.0,,Defensive rebound by T. Maker,24,28
72,1,2:00.0,,M. Dellavedova makes 2-pt jump shot from 14 ft,24,30
73,1,1:54.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by D. White),,27,30
74,1,1:39.0,,Turnover by B. Lopez (bad pass; steal by D. Bertāns),27,30
75,1,1:34.0,M. Belinelli misses 3-pt jump shot from 23 ft,,27,30
76,1,1:29.0,Offensive rebound by J. Poeltl,,27,30
77,1,1:25.0,D. White makes 2-pt hook shot from 5 ft (assist by J. Poeltl),,29,30
78,1,1:13.0,,P. Connaughton makes 2-pt layup from 2 ft (assist by M. Dellavedova),29,32
79,1,1:06.0,Personal foul by M. Dellavedova (drawn by P. Mills),,29,32
80,1,1:06.0,,G. Antetokounmpo enters the game for T. Maker,29,32
81,1,1:04.0,Shooting foul by M. Dellavedova (drawn by P. Mills),,29,32
82,1,1:04.0,P. Mills makes free throw 1 of 2,,30,32
83,1,1:04.0,P. Mills makes free throw 2 of 2,,31,32
84,1,0:56.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by M. Dellavedova),31,34
85,1,0:50.0,P. Mills makes 2-pt jump shot from 18 ft,,33,34
86,1,0:36.0,,Offensive foul by G. Antetokounmpo (drawn by P. Mills),33,34
87,1,0:36.0,,Turnover by G. Antetokounmpo (offensive foul),33,34
88,1,0:30.0,J. Poeltl makes 2-pt layup from 1 ft (assist by D. White),,35,34
89,1,0:30.0,Shooting foul by B. Lopez (drawn by J. Poeltl),,35,34
90,1,0:30.0,J. Poeltl makes free throw 1 of 1,,36,34
91,1,0:11.0,,P. Connaughton misses 3-pt jump shot from 23 ft,36,34
92,1,0:11.0,Defensive rebound by Team,,36,34
93,1,0:02.0,D. White misses 2-pt jump shot from 11 ft,,36,34
94,1,0:02.0,,Defensive rebound by G. Antetokounmpo,36,34
95,1,0:00.0,,Shooting foul by D. White (drawn by G. Antetokounmpo),36,34
96,1,0:00.0,,G. Antetokounmpo makes free throw 1 of 3,36,35
97,1,0:00.0,,G. Antetokounmpo makes free throw 2 of 3,36,36
98,1,0:00.0,,G. Antetokounmpo makes free throw 3 of 3,36,37
99,2,11:44.0,D. DeRozan misses 2-pt jump shot from 15 ft (block by P. Connaughton),,36,37
100,2,11:38.0,,Defensive rebound by P. Connaughton,36,37
101,2,11:34.0,,Turnover by P. Connaughton (bad pass; steal by R. Gay),36,37
102,2,11:23.0,R. Gay misses 3-pt jump shot from 27 ft,,36,37
103,2,11:20.0,Offensive rebound by D. Cunningham,,36,37
104,2,11:19.0,R. Gay makes 2-pt layup from 1 ft (assist by D. Cunningham),,38,37
105,2,11:19.0,Shooting foul by P. Connaughton (drawn by R. Gay),,38,37
106,2,11:19.0,,M. Brogdon enters the game for M. Dellavedova,38,37
107,2,11:19.0,R. Gay misses free throw 1 of 1,,38,37
108,2,11:16.0,,Defensive rebound by G. Antetokounmpo,38,37
109,2,10:56.0,,P. Connaughton makes 2-pt dunk at rim (assist by M. Brogdon),38,39
110,2,10:47.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by R. Gay),,40,39
111,2,10:34.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),40,42
112,2,10:34.0,San Antonio full timeout,,40,42
113,2,10:34.0,,S. Brown enters the game for T. Snell,40,42
114,2,10:15.0,L. Aldridge misses 2-pt jump shot from 14 ft,,40,42
115,2,10:12.0,,Defensive rebound by G. Antetokounmpo,40,42
116,2,10:07.0,,B. Lopez makes 2-pt hook shot from 5 ft (assist by G. Antetokounmpo),40,44
117,2,9:55.0,D. DeRozan makes 2-pt jump shot from 13 ft,,42,44
118,2,9:31.0,,G. Antetokounmpo misses 2-pt layup at rim,42,44
119,2,9:28.0,Defensive rebound by B. Forbes,,42,44
120,2,9:22.0,B. Forbes misses 2-pt jump shot from 21 ft,,42,44
121,2,9:20.0,,Defensive rebound by G. Antetokounmpo,42,44
122,2,9:07.0,,S. Brown misses 3-pt jump shot from 26 ft,42,44
123,2,9:04.0,Defensive rebound by D. Cunningham,,42,44
124,2,8:53.0,D. DeRozan makes 3-pt jump shot from 23 ft (assist by R. Gay),,45,44
125,2,8:33.0,,M. Brogdon misses 2-pt layup from 1 ft,45,44
126,2,8:30.0,Defensive rebound by R. Gay,,45,44
127,2,8:10.0,D. Cunningham misses 3-pt jump shot from 26 ft,,45,44
128,2,8:08.0,,Defensive rebound by G. Antetokounmpo,45,44
129,2,8:06.0,,Shooting foul by B. Forbes (drawn by G. Antetokounmpo),45,44
130,2,8:06.0,,G. Antetokounmpo makes free throw 1 of 2,45,45
131,2,8:06.0,,T. Maker enters the game for P. Connaughton,45,45
132,2,8:06.0,,K. Middleton enters the game for B. Lopez,45,45
133,2,8:06.0,,G. Antetokounmpo misses free throw 2 of 2,45,45
134,2,8:01.0,,Offensive rebound by T. Maker,45,45
135,2,7:57.0,,M. Brogdon misses 3-pt jump shot from 28 ft,45,45
136,2,7:52.0,Defensive rebound by L. Aldridge,,45,45
137,2,7:34.0,B. Forbes makes 2-pt layup from 2 ft,,47,45
138,2,7:23.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by T. Maker),47,48
139,2,7:12.0,Shooting foul by T. Maker (drawn by D. DeRozan),,47,48
140,2,7:12.0,D. DeRozan makes free throw 1 of 2,,48,48
141,2,7:12.0,,E. Bledsoe enters the game for G. Antetokounmpo,48,48
142,2,7:12.0,D. DeRozan misses free throw 2 of 2,,48,48
143,2,7:11.0,Offensive rebound by Team,,48,48
144,2,7:11.0,D. Bertāns enters the game for D. Cunningham,,48,48
145,2,7:06.0,D. DeRozan makes 2-pt jump shot from 9 ft,,50,48
146,2,7:06.0,Shooting foul by M. Brogdon (drawn by D. DeRozan),,50,48
147,2,7:06.0,D. DeRozan misses free throw 1 of 1,,50,48
148,2,7:06.0,Offensive rebound by D. DeRozan,,50,48
149,2,6:57.0,D. DeRozan makes 2-pt layup at rim,,52,48
150,2,6:35.0,,S. Brown makes 2-pt layup from 1 ft (assist by M. Brogdon),52,50
151,2,6:23.0,D. DeRozan misses 2-pt jump shot from 12 ft,,52,50
152,2,6:20.0,,Defensive rebound by T. Maker,52,50
153,2,6:16.0,,K. Middleton makes 3-pt jump shot from 27 ft,52,53
154,2,5:54.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by R. Gay),,54,53
155,2,5:44.0,,E. Bledsoe makes 2-pt layup from 2 ft,54,55
156,2,5:21.0,B. Forbes makes 2-pt jump shot from 15 ft (assist by L. Aldridge),,56,55
157,2,4:55.0,,S. Brown makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),56,58
158,2,4:42.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,59,58
159,2,4:42.0,Shooting foul by S. Brown (drawn by D. Bertāns),,59,58
160,2,4:42.0,M. Belinelli enters the game for L. Aldridge,,59,58
161,2,4:42.0,P. Mills enters the game for B. Forbes,,59,58
162,2,4:42.0,J. Poeltl enters the game for R. Gay,,59,58
163,2,4:42.0,D. Bertāns makes free throw 1 of 1,,60,58
164,2,4:29.0,,K. Middleton makes 2-pt jump shot from 11 ft,60,60
165,2,4:19.0,D. DeRozan misses 2-pt jump shot from 12 ft,,60,60
166,2,4:16.0,,Defensive rebound by S. Brown,60,60
167,2,4:11.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,60,60
168,2,4:08.0,Defensive rebound by D. DeRozan,,60,60
169,2,3:59.0,D. Bertāns misses 3-pt jump shot from 28 ft,,60,60
170,2,3:54.0,Offensive rebound by J. Poeltl,,60,60
171,2,3:47.0,Personal foul by E. Bledsoe (drawn by D. DeRozan),,60,60
172,2,3:47.0,D. DeRozan makes free throw 1 of 2,,61,60
173,2,3:47.0,,G. Antetokounmpo enters the game for M. Brogdon,61,60
174,2,3:47.0,D. DeRozan makes free throw 2 of 2,,62,60
175,2,3:33.0,,T. Maker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),62,63
176,2,3:10.0,Turnover by J. Poeltl (bad pass; steal by G. Antetokounmpo),,62,63
177,2,3:05.0,,T. Maker makes 2-pt layup from 1 ft (assist by E. Bledsoe),62,65
178,2,2:55.0,M. Belinelli misses 3-pt jump shot from 27 ft,,62,65
179,2,2:52.0,,Defensive rebound by G. Antetokounmpo,62,65
180,2,2:45.0,,T. Maker misses 3-pt jump shot from 23 ft,62,65
181,2,2:41.0,Defensive rebound by D. Bertāns,,62,65
182,2,2:35.0,Personal foul by G. Antetokounmpo (drawn by D. DeRozan),,62,65
183,2,2:35.0,,Milwaukee full timeout,62,65
184,2,2:35.0,,P. Connaughton enters the game for S. Brown,62,65
185,2,2:35.0,,B. Lopez enters the game for T. Maker,62,65
186,2,2:35.0,D. DeRozan makes free throw 1 of 2,,63,65
187,2,2:35.0,D. DeRozan makes free throw 2 of 2,,64,65
188,2,2:21.0,,Shooting foul by D. Bertāns (drawn by G. Antetokounmpo),64,65
189,2,2:21.0,,G. Antetokounmpo makes free throw 1 of 2,64,66
190,2,2:21.0,D. Cunningham enters the game for D. DeRozan,,64,66
191,2,2:21.0,,G. Antetokounmpo makes free throw 2 of 2,64,67
192,2,2:08.0,M. Belinelli misses 2-pt jump shot from 14 ft,,64,67
193,2,2:06.0,,Defensive rebound by P. Connaughton,64,67
194,2,1:59.0,,P. Connaughton misses 3-pt jump shot from 27 ft,64,67
195,2,1:56.0,Defensive rebound by D. Bertāns,,64,67
196,2,1:40.0,Shooting foul by K. Middleton (drawn by M. Belinelli),,64,67
197,2,1:40.0,M. Belinelli makes free throw 1 of 2,,65,67
198,2,1:40.0,M. Belinelli makes free throw 2 of 2,,66,67
199,2,1:31.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,66,67
200,2,1:28.0,,Offensive rebound by G. Antetokounmpo,66,67
201,2,1:22.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,66,67
202,2,1:19.0,Defensive rebound by D. Cunningham,,66,67
203,2,1:04.0,J. Poeltl misses 2-pt layup from 4 ft (block by G. Antetokounmpo),,66,67
204,2,1:03.0,Offensive rebound by Team,,66,67
205,2,0:59.0,M. Belinelli misses 2-pt jump shot from 19 ft,,66,67
206,2,0:59.0,,Defensive rebound by G. Antetokounmpo,66,67
207,2,0:48.0,,B. Lopez misses 3-pt jump shot from 28 ft,66,67
208,2,0:45.0,Defensive rebound by P. Mills,,66,67
209,2,0:39.0,M. Belinelli makes 2-pt jump shot from 13 ft,,68,67
210,2,0:31.0,,K. Middleton misses 3-pt jump shot from 26 ft,68,67
211,2,0:30.0,Defensive rebound by Team,,68,67
212,2,0:30.0,Personal foul by P. Connaughton (drawn by P. Mills),,68,67
213,2,0:30.0,P. Mills misses free throw 1 of 2,,68,67
214,2,0:30.0,Offensive rebound by Team,,68,67
215,2,0:30.0,P. Mills misses free throw 2 of 2,,68,67
216,2,0:26.0,,Defensive rebound by B. Lopez,68,67
217,2,0:07.0,,Personal foul by D. Bertāns (drawn by P. Connaughton),68,67
218,2,0:07.0,B. Forbes enters the game for D. Bertāns,,68,67
219,2,0:07.0,Q. Pondexter enters the game for J. Poeltl,,68,67
220,2,0:00.0,,G. Antetokounmpo misses 2-pt jump shot from 8 ft,68,67
221,2,0:00.0,Defensive rebound by D. Cunningham,,68,67
222,3,11:50.0,Personal foul by E. Bledsoe (drawn by B. Forbes),,68,67
223,3,11:38.0,D. DeRozan misses 2-pt jump shot from 8 ft,,68,67
224,3,11:33.0,Offensive rebound by D. Cunningham,,68,67
225,3,11:33.0,D. Cunningham makes 2-pt layup at rim,,70,67
226,3,11:25.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,70,67
227,3,11:22.0,Defensive rebound by D. Cunningham,,70,67
228,3,11:16.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. DeRozan),,72,67
229,3,11:00.0,,M. Brogdon makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),72,70
230,3,10:47.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. DeRozan),,74,70
231,3,10:33.0,,Personal foul by B. Forbes (drawn by B. Lopez),74,70
232,3,10:25.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,74,70
233,3,10:22.0,Defensive rebound by D. DeRozan,,74,70
234,3,10:15.0,L. Aldridge misses 2-pt jump shot from 17 ft,,74,70
235,3,10:12.0,,Defensive rebound by G. Antetokounmpo,74,70
236,3,10:06.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,74,72
237,3,9:44.0,Shooting foul by B. Lopez (drawn by L. Aldridge),,74,72
238,3,9:44.0,L. Aldridge misses free throw 1 of 2,,74,72
239,3,9:44.0,Offensive rebound by Team,,74,72
240,3,9:44.0,L. Aldridge makes free throw 2 of 2,,75,72
241,3,9:26.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,75,72
242,3,9:23.0,Defensive rebound by D. Cunningham,,75,72
243,3,9:17.0,D. DeRozan makes 2-pt jump shot from 11 ft,,77,72
244,3,8:56.0,,K. Middleton misses 2-pt jump shot from 17 ft,77,72
245,3,8:53.0,Defensive rebound by D. Cunningham,,77,72
246,3,8:47.0,B. Forbes misses 2-pt jump shot from 17 ft,,77,72
247,3,8:45.0,,Defensive rebound by G. Antetokounmpo,77,72
248,3,8:40.0,,Shooting foul by B. Forbes (drawn by E. Bledsoe),77,72
249,3,8:40.0,,E. Bledsoe makes free throw 1 of 2,77,73
250,3,8:40.0,,E. Bledsoe makes free throw 2 of 2,77,74
251,3,8:25.0,Shooting foul by B. Lopez (drawn by L. Aldridge),,77,74
252,3,8:25.0,L. Aldridge makes free throw 1 of 2,,78,74
253,3,8:25.0,L. Aldridge makes free throw 2 of 2,,79,74
254,3,8:16.0,,E. Bledsoe misses 2-pt layup from 3 ft,79,74
255,3,8:13.0,,Offensive rebound by G. Antetokounmpo,79,74
256,3,8:11.0,,Turnover by G. Antetokounmpo (lost ball; steal by L. Aldridge),79,74
257,3,8:04.0,R. Gay misses 2-pt layup from 2 ft,,79,74
258,3,8:02.0,,Defensive rebound by E. Bledsoe,79,74
259,3,8:00.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),79,76
260,3,7:44.0,D. DeRozan makes 2-pt jump shot from 16 ft,,81,76
261,3,7:34.0,,Personal foul by R. Gay (drawn by K. Middleton),81,76
262,3,7:34.0,,T. Maker enters the game for B. Lopez,81,76
263,3,7:34.0,,Milwaukee full timeout,81,76
264,3,7:34.0,D. Bertāns enters the game for R. Gay,,81,76
265,3,7:26.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),81,78
266,3,7:06.0,D. DeRozan misses 2-pt jump shot from 11 ft,,81,78
267,3,7:01.0,,Defensive rebound by K. Middleton,81,78
268,3,6:58.0,,T. Maker misses 3-pt jump shot from 27 ft,81,78
269,3,6:54.0,Defensive rebound by D. Bertāns,,81,78
270,3,6:50.0,L. Aldridge misses 2-pt hook shot from 3 ft,,81,78
271,3,6:46.0,,Defensive rebound by G. Antetokounmpo,81,78
272,3,6:35.0,,Turnover by G. Antetokounmpo (bad pass; steal by D. Cunningham),81,78
273,3,6:30.0,D. Bertāns misses 3-pt jump shot from 23 ft,,81,78
274,3,6:26.0,,Defensive rebound by M. Brogdon,81,78
275,3,6:24.0,,M. Brogdon makes 2-pt layup from 1 ft,81,80
276,3,6:24.0,Violation by Team (def goaltending),,81,80
277,3,6:04.0,D. Bertāns misses 2-pt jump shot from 14 ft,,81,80
278,3,6:01.0,,Defensive rebound by T. Maker,81,80
279,3,5:56.0,,M. Brogdon makes 2-pt layup from 1 ft,81,82
280,3,5:56.0,San Antonio full timeout,,81,82
281,3,5:40.0,D. Bertāns makes 2-pt layup from 1 ft (assist by D. DeRozan),,83,82
282,3,5:24.0,,Turnover by K. Middleton (bad pass; steal by B. Forbes),83,82
283,3,5:13.0,Turnover by B. Forbes (lost ball; steal by T. Maker),,83,82
284,3,5:05.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,83,84
285,3,4:49.0,D. Cunningham misses 3-pt jump shot from 23 ft,,83,84
286,3,4:45.0,,Defensive rebound by G. Antetokounmpo,83,84
287,3,4:35.0,,G. Antetokounmpo makes 2-pt hook shot from 3 ft (assist by E. Bledsoe),83,86
288,3,4:19.0,Personal foul by G. Antetokounmpo (drawn by L. Aldridge),,83,86
289,3,4:19.0,P. Mills enters the game for L. Aldridge,,83,86
290,3,4:19.0,J. Poeltl enters the game for B. Forbes,,83,86
291,3,4:19.0,,P. Connaughton enters the game for K. Middleton,83,86
292,3,4:13.0,D. DeRozan makes 2-pt jump shot from 20 ft,,85,86
293,3,3:58.0,,Turnover by E. Bledsoe (bad pass),85,86
294,3,3:47.0,Shooting foul by M. Brogdon (drawn by D. DeRozan),,85,86
295,3,3:47.0,D. DeRozan makes free throw 1 of 2,,86,86
296,3,3:47.0,D. DeRozan makes free throw 2 of 2,,87,86
297,3,3:38.0,,M. Brogdon makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),87,89
298,3,3:27.0,D. DeRozan misses 2-pt jump shot from 15 ft,,87,89
299,3,3:25.0,Offensive rebound by J. Poeltl,,87,89
300,3,3:25.0,J. Poeltl misses 2-pt layup at rim,,87,89
301,3,3:25.0,Offensive rebound by J. Poeltl,,87,89
302,3,3:25.0,Shooting foul by T. Maker (drawn by J. Poeltl),,87,89
303,3,3:25.0,,Technical foul by E. Bledsoe,87,89
304,3,3:25.0,D. DeRozan misses technical free throw,,87,89
305,3,3:25.0,Offensive rebound by Team,,87,89
306,3,3:25.0,J. Poeltl makes free throw 1 of 2,,88,89
307,3,3:25.0,,M. Dellavedova enters the game for E. Bledsoe,88,89
308,3,3:25.0,J. Poeltl makes free throw 2 of 2,,89,89
309,3,3:08.0,,Personal foul by D. Cunningham (drawn by G. Antetokounmpo),89,89
310,3,3:08.0,M. Belinelli enters the game for D. DeRozan,,89,89
311,3,2:57.0,,M. Brogdon misses 2-pt layup from 2 ft (block by J. Poeltl),89,89
312,3,2:53.0,Defensive rebound by J. Poeltl,,89,89
313,3,2:48.0,D. Bertāns misses 2-pt layup from 1 ft,,89,89
314,3,2:46.0,,Defensive rebound by G. Antetokounmpo,89,89
315,3,2:42.0,,T. Maker misses 2-pt dunk from 1 ft,89,89
316,3,2:39.0,Defensive rebound by D. Cunningham,,89,89
317,3,2:31.0,D. Cunningham makes 3-pt jump shot from 24 ft (assist by P. Mills),,92,89
318,3,2:15.0,,G. Antetokounmpo misses 3-pt jump shot from 24 ft,92,89
319,3,2:15.0,,Offensive rebound by Team,92,89
320,3,2:15.0,,B. Lopez enters the game for G. Antetokounmpo,92,89
321,3,2:15.0,,K. Middleton enters the game for M. Brogdon,92,89
322,3,2:11.0,,B. Lopez makes 2-pt layup from 2 ft (assist by M. Dellavedova),92,91
323,3,2:11.0,,Shooting foul by M. Belinelli (drawn by B. Lopez),92,91
324,3,2:11.0,R. Gay enters the game for D. Cunningham,,92,91
325,3,2:11.0,,B. Lopez misses free throw 1 of 1,92,91
326,3,2:11.0,Defensive rebound by D. Bertāns,,92,91
327,3,1:55.0,M. Belinelli makes 3-pt jump shot from 28 ft (assist by J. Poeltl),,95,91
328,3,1:42.0,,Shooting foul by J. Poeltl (drawn by B. Lopez),95,91
329,3,1:42.0,,B. Lopez makes free throw 1 of 2,95,92
330,3,1:42.0,,T. Snell enters the game for T. Maker,95,92
331,3,1:42.0,,B. Lopez makes free throw 2 of 2,95,93
332,3,1:28.0,M. Belinelli makes 2-pt jump shot from 11 ft (assist by R. Gay),,97,93
333,3,1:11.0,,Offensive foul by B. Lopez (drawn by R. Gay),97,93
334,3,1:11.0,,Turnover by B. Lopez (offensive foul),97,93
335,3,0:59.0,R. Gay misses 2-pt jump shot from 6 ft,,97,93
336,3,0:56.0,,Defensive rebound by M. Dellavedova,97,93
337,3,0:53.0,,K. Middleton misses 3-pt jump shot from 25 ft,97,93
338,3,0:51.0,Defensive rebound by M. Belinelli,,97,93
339,3,0:34.0,P. Mills makes 2-pt jump shot from 17 ft,,99,93
340,3,0:29.0,,K. Middleton makes 2-pt layup from 2 ft,99,95
341,3,0:13.0,Shooting foul by P. Connaughton (drawn by P. Mills),,99,95
342,3,0:13.0,P. Mills makes free throw 1 of 3,,100,95
343,3,0:13.0,P. Mills makes free throw 2 of 3,,101,95
344,3,0:13.0,D. Cunningham enters the game for J. Poeltl,,101,95
345,3,0:13.0,,G. Antetokounmpo enters the game for B. Lopez,101,95
346,3,0:13.0,P. Mills makes free throw 3 of 3,,102,95
347,3,0:00.0,,K. Middleton misses 3-pt jump shot from 27 ft,102,95
348,3,0:00.0,,Offensive rebound by Team,102,95
349,4,11:46.0,,P. Connaughton misses 3-pt jump shot from 23 ft (block by P. Mills),102,95
350,4,11:45.0,,Offensive rebound by P. Connaughton,102,95
351,4,11:39.0,,K. Middleton misses 3-pt jump shot from 26 ft,102,95
352,4,11:36.0,Defensive rebound by M. Belinelli,,102,95
353,4,11:33.0,R. Gay makes 2-pt layup at rim (assist by M. Belinelli),,104,95
354,4,11:22.0,,Shooting foul by R. Gay (drawn by G. Antetokounmpo),104,95
355,4,11:22.0,,G. Antetokounmpo misses free throw 1 of 2,104,95
356,4,11:22.0,,Offensive rebound by Team,104,95
357,4,11:22.0,,S. Brown enters the game for T. Snell,104,95
358,4,11:22.0,,G. Antetokounmpo misses free throw 2 of 2,104,95
359,4,11:18.0,Defensive rebound by D. Cunningham,,104,95
360,4,11:01.0,R. Gay makes 2-pt jump shot from 11 ft (assist by M. Belinelli),,106,95
361,4,10:45.0,,G. Antetokounmpo misses 2-pt layup from 3 ft (block by R. Gay),106,95
362,4,10:40.0,Defensive rebound by D. Bertāns,,106,95
363,4,10:38.0,M. Belinelli misses 3-pt jump shot from 28 ft,,106,95
364,4,10:34.0,,Defensive rebound by G. Antetokounmpo,106,95
365,4,10:25.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),106,98
366,4,10:24.0,San Antonio full timeout,,106,98
