,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHILADELPHIA_ACTION,NEW YORK_SCORE,PHILADELPHIA_SCORE
0,1,11:32.0,E. Freedom misses 2-pt hook shot from 19 ft,,0,0
1,1,11:29.0,,Defensive rebound by W. Chandler,0,0
2,1,11:27.0,,J. Redick misses 2-pt jump shot from 22 ft,0,0
3,1,11:27.0,Defensive rebound by N. Vonleh,,0,0
4,1,11:12.0,N. Vonleh makes 2-pt hook shot from 5 ft,,2,0
5,1,10:59.0,,J. Butler makes 2-pt jump shot from 19 ft (assist by B. Simmons),2,2
6,1,10:43.0,T. Hardaway misses 3-pt jump shot from 28 ft,,2,2
7,1,10:39.0,,Defensive rebound by B. Simmons,2,2
8,1,10:31.0,,Turnover by J. Redick (bad pass; steal by T. Hardaway),2,2
9,1,10:23.0,E. Mudiay makes 2-pt jump shot from 12 ft,,4,2
10,1,10:10.0,,J. Embiid makes 2-pt dunk at rim (assist by J. Redick),4,4
11,1,9:59.0,E. Mudiay makes 3-pt jump shot from 27 ft (assist by E. Freedom),,7,4
12,1,9:40.0,,J. Butler makes 2-pt jump shot from 12 ft,7,6
13,1,9:14.0,K. Knox misses 3-pt jump shot from 24 ft (block by B. Simmons),,7,6
14,1,9:14.0,Offensive rebound by Team,,7,6
15,1,9:12.0,Turnover by K. Knox (bad pass; steal by J. Butler),,7,6
16,1,9:06.0,,J. Butler makes 2-pt dunk at rim (assist by B. Simmons),7,8
17,1,8:51.0,E. Mudiay misses 2-pt jump shot from 8 ft,,7,8
18,1,8:50.0,Offensive rebound by Team,,7,8
19,1,8:37.0,Turnover by T. Hardaway (lost ball; steal by J. Butler),,7,8
20,1,8:32.0,,B. Simmons misses 2-pt jump shot from 11 ft,7,8
21,1,8:29.0,Defensive rebound by K. Knox,,7,8
22,1,8:22.0,Shooting foul by J. Embiid (drawn by E. Mudiay),,7,8
23,1,8:22.0,E. Mudiay misses free throw 1 of 2,,7,8
24,1,8:22.0,Offensive rebound by Team,,7,8
25,1,8:22.0,E. Mudiay misses free throw 2 of 2,,7,8
26,1,8:20.0,,Defensive rebound by B. Simmons,7,8
27,1,8:04.0,,J. Embiid makes 2-pt layup from 2 ft (assist by J. Redick),7,10
28,1,7:56.0,T. Hardaway makes 2-pt jump shot from 16 ft,,9,10
29,1,7:36.0,,B. Simmons makes 2-pt hook shot from 10 ft,9,12
30,1,7:23.0,T. Hardaway makes 3-pt jump shot from 28 ft (assist by N. Vonleh),,12,12
31,1,7:15.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),12,15
32,1,6:59.0,T. Hardaway misses 3-pt jump shot from 26 ft,,12,15
33,1,6:56.0,,Defensive rebound by W. Chandler,12,15
34,1,6:45.0,,Turnover by J. Embiid (traveling),12,15
35,1,6:45.0,,L. Shamet enters the game for J. Redick,12,15
36,1,6:45.0,,Philadelphia full timeout,12,15
37,1,6:45.0,,T. McConnell enters the game for W. Chandler,12,15
38,1,6:45.0,,M. Muscala enters the game for J. Embiid,12,15
39,1,6:30.0,Turnover by E. Freedom (bad pass),,12,15
40,1,6:18.0,,J. Butler makes 2-pt dunk from 1 ft,12,17
41,1,5:56.0,N. Vonleh misses 2-pt hook shot from 2 ft,,12,17
42,1,5:55.0,Offensive rebound by Team,,12,17
43,1,5:48.0,K. Knox misses 2-pt jump shot from 11 ft (block by L. Shamet),,12,17
44,1,5:44.0,,Defensive rebound by M. Muscala,12,17
45,1,5:35.0,,L. Shamet misses 3-pt jump shot from 25 ft,12,17
46,1,5:32.0,Defensive rebound by N. Vonleh,,12,17
47,1,5:22.0,K. Knox makes 3-pt jump shot from 27 ft (assist by E. Mudiay),,15,17
48,1,5:05.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by T. McConnell),15,20
49,1,4:55.0,Personal foul by M. Muscala (drawn by E. Mudiay),,15,20
50,1,4:51.0,K. Knox makes 3-pt jump shot from 27 ft (assist by E. Freedom),,18,20
51,1,4:32.0,,M. Muscala misses 2-pt layup from 2 ft,18,20
52,1,4:31.0,Defensive rebound by E. Freedom,,18,20
53,1,4:20.0,E. Freedom makes 2-pt layup from 2 ft (assist by T. Hardaway),,20,20
54,1,4:14.0,,J. Butler misses 3-pt jump shot from 27 ft,20,20
55,1,4:10.0,Defensive rebound by K. Knox,,20,20
56,1,3:59.0,E. Freedom makes 2-pt layup from 7 ft (assist by E. Mudiay),,22,20
57,1,3:50.0,,M. Muscala makes 3-pt jump shot from 27 ft (assist by B. Simmons),22,23
58,1,3:36.0,E. Mudiay misses 3-pt jump shot from 28 ft,,22,23
59,1,3:34.0,,Defensive rebound by J. Butler,22,23
60,1,3:23.0,,L. Shamet makes 2-pt layup from 2 ft (assist by B. Simmons),22,25
61,1,3:23.0,,Shooting foul by K. Knox (drawn by L. Shamet),22,25
62,1,3:23.0,D. Dotson enters the game for T. Hardaway,,22,25
63,1,3:23.0,L. Kornet enters the game for E. Freedom,,22,25
64,1,3:23.0,L. Thomas enters the game for N. Vonleh,,22,25
65,1,3:23.0,,L. Shamet makes free throw 1 of 1,22,26
