,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ORLANDO_ACTION,GOLDEN STATE_SCORE,ORLANDO_SCORE
141,2,7:44.0,K. Thompson misses 3-pt jump shot from 25 ft,,31,39
142,2,7:42.0,,Defensive rebound by I. Briscoe,31,39
143,2,7:36.0,,K. Birch makes 2-pt dunk from 1 ft (assist by I. Briscoe),31,41
144,2,7:14.0,A. McKinnie makes 2-pt layup from 2 ft,,33,41
145,2,6:59.0,,T. Ross misses 3-pt jump shot from 26 ft,33,41
146,2,6:58.0,Defensive rebound by Q. Cook,,33,41
147,2,6:54.0,A. McKinnie misses 2-pt layup from 2 ft (block by I. Briscoe),,33,41
148,2,6:54.0,Offensive rebound by Team,,33,41
149,2,6:54.0,S. Curry enters the game for Q. Cook,,33,41
150,2,6:54.0,,N. Vučević enters the game for K. Birch,33,41
151,2,6:44.0,K. Looney misses 2-pt layup from 7 ft (block by J. Isaac),,33,41
152,2,6:38.0,Offensive rebound by K. Thompson,,33,41
153,2,6:37.0,K. Thompson makes 2-pt jump shot from 14 ft,,35,41
154,2,6:24.0,,I. Briscoe misses 2-pt jump shot from 15 ft,35,41
155,2,6:24.0,,Offensive rebound by I. Briscoe,35,41
156,2,6:20.0,,T. Ross misses 3-pt jump shot from 27 ft,35,41
157,2,6:20.0,Defensive rebound by D. Green,,35,41
158,2,6:12.0,A. McKinnie misses 2-pt layup from 2 ft,,35,41
159,2,6:07.0,Offensive rebound by A. McKinnie,,35,41
160,2,6:07.0,A. McKinnie makes 2-pt layup from 1 ft,,37,41
161,2,5:56.0,,Shooting foul by K. Looney (drawn by W. Iwundu),37,41
162,2,5:56.0,,W. Iwundu makes free throw 1 of 2,37,42
163,2,5:56.0,,D. Augustin enters the game for I. Briscoe,37,42
164,2,5:56.0,,W. Iwundu makes free throw 2 of 2,37,43
165,2,5:44.0,S. Curry misses 2-pt jump shot from 22 ft (block by D. Augustin),,37,43
166,2,5:41.0,Offensive rebound by D. Green,,37,43
167,2,5:36.0,S. Curry makes 2-pt layup from 2 ft,,39,43
168,2,5:13.0,,N. Vučević misses 2-pt jump shot from 19 ft,39,43
169,2,5:10.0,Defensive rebound by D. Green,,39,43
170,2,5:05.0,K. Thompson misses 3-pt jump shot from 25 ft,,39,43
171,2,5:02.0,,Defensive rebound by J. Isaac,39,43
172,2,5:00.0,,Offensive foul by J. Isaac (drawn by D. Green),39,43
173,2,5:00.0,,Turnover by J. Isaac (offensive foul),39,43
174,2,5:00.0,J. Jerebko enters the game for K. Thompson,,39,43
175,2,4:48.0,Turnover by K. Looney (bad pass; steal by D. Augustin),,39,43
176,2,4:44.0,,D. Augustin misses 2-pt layup from 1 ft,39,43
177,2,4:43.0,,Offensive rebound by J. Isaac,39,43
178,2,4:43.0,,J. Isaac makes 2-pt layup from 1 ft,39,45
179,2,4:43.0,,Shooting foul by J. Jerebko (drawn by J. Isaac),39,45
180,2,4:43.0,Golden State full timeout,,39,45
181,2,4:43.0,,J. Isaac misses free throw 1 of 1,39,45
182,2,4:40.0,Defensive rebound by J. Jerebko,,39,45
183,2,4:34.0,S. Curry misses 3-pt jump shot from 25 ft,,39,45
184,2,4:31.0,,Defensive rebound by N. Vučević,39,45
185,2,4:18.0,,N. Vučević makes 2-pt jump shot from 4 ft,39,47
186,2,4:18.0,,E. Fournier enters the game for T. Ross,39,47
187,2,3:59.0,S. Curry misses 2-pt jump shot from 16 ft,,39,47
188,2,3:56.0,Offensive rebound by S. Curry,,39,47
189,2,3:54.0,J. Jerebko makes 2-pt jump shot from 8 ft (assist by S. Curry),,41,47
190,2,3:40.0,,D. Augustin makes 2-pt jump shot from 13 ft,41,49
191,2,3:29.0,Personal foul by J. Isaac (drawn by S. Curry),,41,49
192,2,3:29.0,D. Cousins enters the game for K. Looney,,41,49
193,2,3:29.0,K. Thompson enters the game for A. McKinnie,,41,49
194,2,3:29.0,,A. Gordon enters the game for J. Isaac,41,49
195,2,3:23.0,S. Curry makes 2-pt jump shot from 19 ft,,43,49
196,2,2:59.0,,N. Vučević misses 2-pt hook shot from 5 ft,43,49
197,2,2:57.0,Defensive rebound by D. Green,,43,49
198,2,2:50.0,D. Green misses 2-pt layup from 5 ft (block by A. Gordon),,43,49
199,2,2:50.0,,Defensive rebound by Team,43,49
200,2,2:40.0,,E. Fournier makes 2-pt jump shot from 11 ft (assist by N. Vučević),43,51
201,2,2:22.0,Shooting foul by N. Vučević (drawn by D. Cousins),,43,51
202,2,2:22.0,D. Cousins misses free throw 1 of 2,,43,51
203,2,2:22.0,Offensive rebound by Team,,43,51
204,2,2:22.0,D. Cousins makes free throw 2 of 2,,44,51
205,2,2:12.0,,N. Vučević misses 2-pt jump shot from 15 ft,44,51
206,2,2:08.0,Defensive rebound by S. Curry,,44,51
207,2,2:01.0,J. Jerebko misses 2-pt layup from 3 ft,,44,51
208,2,1:59.0,,Defensive rebound by N. Vučević,44,51
209,2,1:50.0,,N. Vučević misses 2-pt jump shot from 8 ft (block by D. Cousins),44,51
210,2,1:46.0,,Offensive rebound by N. Vučević,44,51
211,2,1:38.0,,E. Fournier misses 3-pt jump shot from 25 ft,44,51
212,2,1:37.0,Defensive rebound by S. Curry,,44,51
213,2,1:31.0,K. Thompson makes 2-pt jump shot from 18 ft,,46,51
214,2,1:15.0,,D. Augustin makes 3-pt jump shot from 25 ft,46,54
215,2,1:03.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),,48,54
216,2,0:44.0,,N. Vučević misses 2-pt jump shot from 22 ft,48,54
217,2,0:42.0,Defensive rebound by S. Curry,,48,54
218,2,0:36.0,S. Curry misses 2-pt layup from 5 ft (block by E. Fournier),,48,54
219,2,0:33.0,,Defensive rebound by N. Vučević,48,54
220,2,0:31.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),48,57
221,2,0:07.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,51,57
222,2,0:00.0,,A. Gordon makes 2-pt jump shot from 15 ft (assist by D. Augustin),51,59
223,3,11:46.0,Turnover by S. Curry (step out of bounds),,51,59
224,3,11:32.0,,E. Fournier misses 2-pt layup from 2 ft,51,59
225,3,11:31.0,Defensive rebound by Team,,51,59
226,3,11:22.0,S. Curry misses 3-pt jump shot from 25 ft (block by D. Augustin),,51,59
227,3,11:19.0,,Defensive rebound by N. Vučević,51,59
228,3,11:10.0,,Offensive foul by D. Augustin (drawn by S. Curry),51,59
229,3,11:10.0,,Turnover by D. Augustin (offensive foul),51,59
230,3,10:57.0,D. Green makes 3-pt jump shot from 26 ft (assist by D. Cousins),,54,59
231,3,10:43.0,,N. Vučević misses 3-pt jump shot from 26 ft,54,59
232,3,10:41.0,Defensive rebound by K. Thompson,,54,59
233,3,10:38.0,,Violation by Team (kicked ball),54,59
234,3,10:28.0,Turnover by A. McKinnie (off goaltending),,54,59
235,3,10:09.0,,A. Gordon misses 3-pt jump shot from 24 ft,54,59
236,3,10:05.0,Defensive rebound by D. Cousins,,54,59
237,3,9:59.0,D. Cousins makes 2-pt jump shot from 2 ft,,56,59
238,3,9:41.0,,D. Augustin misses 3-pt jump shot from 25 ft,56,59
239,3,9:39.0,,Offensive rebound by N. Vučević,56,59
240,3,9:33.0,,Turnover by A. Gordon (bad pass; steal by A. McKinnie),56,59
241,3,9:26.0,K. Thompson misses 3-pt jump shot from 23 ft,,56,59
242,3,9:22.0,,Defensive rebound by N. Vučević,56,59
243,3,9:14.0,,D. Augustin makes 2-pt jump shot from 5 ft,56,61
244,3,8:53.0,D. Cousins makes 2-pt layup from 2 ft (assist by A. McKinnie),,58,61
245,3,8:39.0,,Turnover by J. Isaac (bad pass),58,61
246,3,8:23.0,A. McKinnie misses 3-pt jump shot from 24 ft,,58,61
247,3,8:19.0,,Defensive rebound by E. Fournier,58,61
248,3,8:04.0,,J. Isaac misses 3-pt jump shot from 26 ft,58,61
249,3,8:01.0,Defensive rebound by Team,,58,61
250,3,7:48.0,Shooting foul by N. Vučević (drawn by D. Cousins),,58,61
251,3,7:48.0,D. Cousins makes free throw 1 of 2,,59,61
252,3,7:48.0,D. Cousins makes free throw 2 of 2,,60,61
253,3,7:30.0,,D. Augustin misses 2-pt layup from 1 ft,60,61
254,3,7:28.0,Defensive rebound by D. Cousins,,60,61
255,3,7:20.0,S. Curry misses 2-pt layup from 3 ft,,60,61
256,3,7:18.0,,Defensive rebound by N. Vučević,60,61
257,3,7:10.0,,N. Vučević makes 2-pt layup from 3 ft (assist by E. Fournier),60,63
258,3,6:57.0,K. Thompson misses 2-pt layup from 2 ft (block by N. Vučević),,60,63
259,3,6:51.0,,Defensive rebound by N. Vučević,60,63
260,3,6:45.0,,Turnover by N. Vučević (bad pass; steal by D. Cousins),60,63
261,3,6:39.0,D. Cousins makes 2-pt layup from 2 ft,,62,63
262,3,6:37.0,,Technical foul by N. Vučević,62,63
263,3,6:37.0,S. Curry makes technical free throw,,63,63
264,3,6:37.0,,Orlando full timeout,63,63
265,3,6:24.0,,A. Gordon misses 2-pt jump shot from 18 ft,63,63
266,3,6:22.0,,Offensive rebound by A. Gordon,63,63
267,3,6:14.0,,N. Vučević misses 2-pt jump shot from 16 ft,63,63
268,3,6:11.0,Defensive rebound by D. Cousins,,63,63
269,3,6:09.0,D. Green makes 2-pt layup from 1 ft (assist by D. Cousins),,65,63
270,3,5:43.0,,E. Fournier misses 3-pt jump shot from 24 ft,65,63
271,3,5:41.0,Defensive rebound by D. Cousins,,65,63
272,3,5:17.0,D. Cousins makes 2-pt dunk from 1 ft (assist by A. McKinnie),,67,63
273,3,4:57.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by N. Vučević),67,66
274,3,4:39.0,K. Thompson makes 2-pt layup from 1 ft,,69,66
275,3,4:20.0,,E. Fournier misses 2-pt jump shot from 15 ft,69,66
276,3,4:18.0,Defensive rebound by D. Green,,69,66
277,3,4:09.0,Turnover by S. Curry (traveling),,69,66
278,3,4:09.0,J. Bell enters the game for D. Cousins,,69,66
279,3,4:09.0,J. Jerebko enters the game for A. McKinnie,,69,66
280,3,4:09.0,,K. Birch enters the game for D. Augustin,69,66
281,3,4:09.0,,I. Briscoe enters the game for A. Gordon,69,66
282,3,4:09.0,,W. Iwundu enters the game for N. Vučević,69,66
283,3,3:48.0,,I. Briscoe misses 2-pt jump shot from 19 ft,69,66
284,3,3:44.0,Defensive rebound by K. Thompson,,69,66
285,3,3:37.0,S. Curry makes 2-pt jump shot from 15 ft,,71,66
286,3,3:26.0,,E. Fournier misses 2-pt jump shot from 13 ft (block by J. Jerebko),71,66
287,3,3:26.0,Defensive rebound by Team,,71,66
288,3,3:26.0,S. Livingston enters the game for D. Green,,71,66
289,3,3:26.0,K. Looney enters the game for K. Thompson,,71,66
290,3,3:14.0,S. Curry makes 3-pt jump shot from 26 ft,,74,66
291,3,2:58.0,,K. Birch misses 2-pt hook shot from 5 ft,74,66
292,3,2:57.0,Defensive rebound by S. Curry,,74,66
293,3,2:54.0,S. Curry misses 3-pt jump shot from 30 ft,,74,66
294,3,2:49.0,Offensive rebound by J. Bell,,74,66
295,3,2:41.0,S. Curry makes 2-pt layup from 2 ft,,76,66
296,3,2:41.0,,Orlando full timeout,76,66
297,3,2:41.0,,A. Gordon enters the game for E. Fournier,76,66
298,3,2:41.0,,T. Ross enters the game for J. Isaac,76,66
299,3,2:23.0,,A. Gordon misses 2-pt hook shot from 11 ft,76,66
300,3,2:21.0,Defensive rebound by S. Curry,,76,66
301,3,2:17.0,S. Curry misses 2-pt layup from 2 ft (block by K. Birch),,76,66
302,3,2:14.0,Offensive rebound by J. Bell,,76,66
303,3,2:04.0,J. Jerebko misses 2-pt jump shot from 14 ft,,76,66
304,3,2:02.0,,Defensive rebound by I. Briscoe,76,66
305,3,2:01.0,Violation by Team (kicked ball),,76,66
306,3,1:56.0,,T. Ross misses 2-pt jump shot from 20 ft,76,66
307,3,1:53.0,Defensive rebound by S. Curry,,76,66
308,3,1:51.0,Personal foul by T. Ross (drawn by J. Bell),,76,66
309,3,1:47.0,S. Curry misses 3-pt jump shot from 26 ft,,76,66
310,3,1:44.0,,Defensive rebound by T. Ross,76,66
311,3,1:37.0,,T. Ross makes 2-pt layup from 2 ft,76,68
312,3,1:20.0,S. Curry misses 3-pt jump shot from 27 ft,,76,68
313,3,1:20.0,,Defensive rebound by I. Briscoe,76,68
314,3,1:04.0,,I. Briscoe misses 3-pt jump shot from 23 ft,76,68
315,3,1:01.0,Defensive rebound by J. Bell,,76,68
316,3,0:52.0,S. Curry makes 3-pt jump shot from 25 ft (assist by J. Bell),,79,68
317,3,0:41.0,,T. Ross misses 3-pt jump shot from 25 ft,79,68
318,3,0:38.0,,Offensive rebound by I. Briscoe,79,68
319,3,0:35.0,,A. Gordon misses 3-pt jump shot from 26 ft,79,68
320,3,0:32.0,Defensive rebound by K. Looney,,79,68
321,3,0:25.0,K. Looney misses 2-pt layup from 2 ft,,79,68
322,3,0:25.0,Offensive rebound by J. Bell,,79,68
323,3,0:25.0,J. Bell makes 2-pt dunk at rim,,81,68
324,3,0:05.0,,I. Briscoe makes 2-pt layup from 2 ft,81,70
325,3,0:00.0,S. Curry misses 3-pt jump shot from 34 ft,,81,70
326,3,0:00.0,Offensive rebound by Team,,81,70
327,4,11:45.0,,Turnover by K. Birch (bad pass; steal by D. Green),81,70
328,4,11:29.0,Turnover by S. Livingston (bad pass),,81,70
329,4,11:14.0,,T. Ross misses 3-pt jump shot from 25 ft,81,70
330,4,11:11.0,Defensive rebound by D. Cousins,,81,70
331,4,11:01.0,K. Thompson makes 2-pt jump shot from 15 ft,,83,70
332,4,10:40.0,,A. Gordon makes 2-pt jump shot from 18 ft,83,72
333,4,10:23.0,K. Thompson makes 2-pt layup from 4 ft (assist by D. Green),,85,72
334,4,10:05.0,,W. Iwundu misses 2-pt layup from 3 ft (block by D. Green),85,72
335,4,10:04.0,,Offensive rebound by W. Iwundu,85,72
336,4,10:03.0,,Turnover by W. Iwundu (lost ball; steal by Q. Cook),85,72
337,4,9:43.0,D. Cousins misses 2-pt jump shot from 11 ft,,85,72
338,4,9:42.0,,Defensive rebound by A. Gordon,85,72
339,4,9:42.0,,Personal take foul by D. Green (drawn by A. Gordon),85,72
340,4,9:26.0,,A. Gordon misses 3-pt jump shot from 22 ft,85,72
341,4,9:24.0,,Offensive rebound by A. Gordon,85,72
342,4,9:24.0,,Turnover by A. Gordon (step out of bounds),85,72
343,4,9:10.0,K. Thompson misses 2-pt jump shot from 18 ft,,85,72
344,4,9:07.0,,Defensive rebound by K. Birch,85,72
345,4,9:01.0,,I. Briscoe makes 2-pt layup from 5 ft,85,74
346,4,8:45.0,Q. Cook misses 3-pt jump shot from 22 ft,,85,74
347,4,8:40.0,,Defensive rebound by K. Birch,85,74
348,4,8:35.0,,T. Ross makes 3-pt jump shot from 27 ft (assist by A. Gordon),85,77
349,4,8:34.0,Golden State full timeout,,85,77
350,4,8:34.0,A. McKinnie enters the game for S. Livingston,,85,77
351,4,8:15.0,D. Cousins misses 2-pt layup from 1 ft,,85,77
352,4,8:13.0,,Defensive rebound by A. Gordon,85,77
353,4,8:11.0,,Personal foul by A. McKinnie (drawn by W. Iwundu),85,77
354,4,8:07.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by A. Gordon),85,80
355,4,7:43.0,Turnover by D. Cousins (out of bounds lost ball),,85,80
356,4,7:29.0,,Turnover by I. Briscoe (bad pass; steal by A. McKinnie),85,80
357,4,7:26.0,Q. Cook makes 2-pt layup at rim (assist by A. McKinnie),,87,80
358,4,7:26.0,,Violation by Team (def goaltending),87,80
359,4,7:11.0,,I. Briscoe makes 2-pt layup from 1 ft,87,82
360,4,6:46.0,A. McKinnie misses 3-pt jump shot from 24 ft,,87,82
361,4,6:42.0,,Defensive rebound by T. Ross,87,82
362,4,6:37.0,,T. Ross misses 3-pt jump shot from 28 ft,87,82
363,4,6:35.0,Defensive rebound by Q. Cook,,87,82
364,4,6:29.0,Golden State full timeout,,87,82
365,4,6:29.0,J. Bell enters the game for Q. Cook,,87,82
366,4,6:29.0,S. Curry enters the game for D. Cousins,,87,82
367,4,6:29.0,J. Jerebko enters the game for K. Thompson,,87,82
368,4,6:29.0,,J. Isaac enters the game for K. Birch,87,82
369,4,6:29.0,,N. Vučević enters the game for A. Gordon,87,82
370,4,6:26.0,S. Curry misses 2-pt jump shot from 19 ft,,87,82
371,4,6:22.0,,Defensive rebound by N. Vučević,87,82
372,4,6:11.0,,J. Isaac makes 2-pt layup from 1 ft (assist by I. Briscoe),87,84
373,4,5:49.0,Turnover by J. Bell (bad pass),,87,84
374,4,5:36.0,,J. Isaac makes 2-pt dunk from 2 ft (assist by N. Vučević),87,86
375,4,5:24.0,S. Curry misses 3-pt jump shot from 27 ft,,87,86
376,4,5:22.0,,Defensive rebound by W. Iwundu,87,86
377,4,5:22.0,,Personal foul by A. McKinnie (drawn by W. Iwundu),87,86
378,4,5:22.0,,D. Augustin enters the game for I. Briscoe,87,86
379,4,5:09.0,,D. Augustin misses 3-pt jump shot from 24 ft,87,86
380,4,5:05.0,Defensive rebound by J. Bell,,87,86
381,4,4:55.0,J. Bell makes 2-pt dunk from 2 ft (assist by S. Curry),,89,86
382,4,4:38.0,,T. Ross misses 3-pt jump shot from 24 ft,89,86
383,4,4:36.0,Defensive rebound by J. Jerebko,,89,86
384,4,4:27.0,J. Jerebko misses 2-pt layup from 4 ft (block by N. Vučević),,89,86
385,4,4:24.0,,Defensive rebound by N. Vučević,89,86
