,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SAN ANTONIO_ACTION,MINNESOTA_SCORE,SAN ANTONIO_SCORE
0,1,11:46.0,A. Wiggins misses 3-pt jump shot from 25 ft,,0,0
1,1,11:44.0,,Defensive rebound by L. Aldridge,0,0
2,1,11:35.0,,D. DeRozan misses 2-pt jump shot from 17 ft,0,0
3,1,11:32.0,,Offensive rebound by J. Poeltl,0,0
4,1,11:30.0,,R. Gay makes 2-pt jump shot from 5 ft (assist by J. Poeltl),0,2
5,1,11:30.0,Violation by Team (def goaltending),,0,2
6,1,11:18.0,J. Butler misses 2-pt jump shot from 18 ft,,0,2
7,1,11:15.0,,Defensive rebound by L. Aldridge,0,2
8,1,10:56.0,,B. Forbes misses 3-pt jump shot from 26 ft,0,2
9,1,10:54.0,Defensive rebound by K. Towns,,0,2
10,1,10:53.0,Turnover by A. Wiggins (traveling),,0,2
11,1,10:34.0,,D. DeRozan misses 2-pt jump shot from 7 ft,0,2
12,1,10:32.0,,Offensive rebound by R. Gay,0,2
13,1,10:26.0,,L. Aldridge misses 2-pt jump shot from 16 ft,0,2
14,1,10:24.0,Defensive rebound by K. Towns,,0,2
15,1,10:17.0,Turnover by J. Butler (lost ball; steal by L. Aldridge),,0,2
16,1,10:11.0,,B. Forbes makes 2-pt jump shot from 12 ft,0,4
17,1,10:02.0,J. Teague misses 2-pt layup from 3 ft,,0,4
18,1,10:00.0,,Defensive rebound by L. Aldridge,0,4
19,1,9:58.0,,Shooting foul by T. Gibson (drawn by D. DeRozan),0,4
20,1,9:58.0,,D. DeRozan makes free throw 1 of 2,0,5
21,1,9:58.0,,D. DeRozan misses free throw 2 of 2,0,5
22,1,9:55.0,Defensive rebound by T. Gibson,,0,5
23,1,9:44.0,Shooting foul by J. Poeltl (drawn by K. Towns),,0,5
24,1,9:44.0,K. Towns makes free throw 1 of 2,,1,5
25,1,9:44.0,K. Towns makes free throw 2 of 2,,2,5
26,1,9:35.0,,Personal foul by A. Wiggins (drawn by B. Forbes),2,5
27,1,9:35.0,,Away from play foul by J. Teague (drawn by B. Forbes),2,5
28,1,9:35.0,,L. Aldridge makes free throw 1 of 1,2,6
29,1,9:27.0,,D. DeRozan makes 2-pt jump shot from 13 ft,2,8
30,1,9:10.0,J. Butler makes 2-pt jump shot from 16 ft,,4,8
31,1,8:49.0,,J. Poeltl misses 2-pt hook shot from 10 ft,4,8
32,1,8:47.0,Defensive rebound by K. Towns,,4,8
33,1,8:40.0,Turnover by T. Gibson (traveling),,4,8
34,1,8:27.0,,L. Aldridge misses 2-pt jump shot from 18 ft,4,8
35,1,8:23.0,Defensive rebound by K. Towns,,4,8
36,1,8:19.0,J. Butler makes 2-pt layup from 2 ft (assist by K. Towns),,6,8
37,1,8:18.0,,San Antonio full timeout,6,8
38,1,7:57.0,,R. Gay makes 2-pt jump shot from 14 ft,6,10
39,1,7:41.0,J. Butler misses 3-pt jump shot from 25 ft,,6,10
40,1,7:39.0,,Defensive rebound by D. DeRozan,6,10
41,1,7:30.0,,D. DeRozan misses 2-pt layup from 1 ft,6,10
42,1,7:25.0,,Offensive rebound by J. Poeltl,6,10
43,1,7:25.0,,J. Poeltl makes 2-pt dunk from 1 ft,6,12
44,1,7:20.0,Shooting foul by J. Poeltl (drawn by J. Teague),,6,12
45,1,7:20.0,J. Teague makes free throw 1 of 2,,7,12
46,1,7:20.0,,P. Gasol enters the game for J. Poeltl,7,12
47,1,7:20.0,J. Teague makes free throw 2 of 2,,8,12
48,1,7:04.0,,L. Aldridge misses 2-pt layup from 2 ft,8,12
49,1,7:02.0,Defensive rebound by A. Wiggins,,8,12
50,1,6:53.0,A. Wiggins misses 2-pt jump shot from 17 ft,,8,12
51,1,6:53.0,Offensive rebound by Team,,8,12
52,1,6:53.0,,Loose ball foul by R. Gay (drawn by J. Butler),8,12
53,1,6:43.0,Turnover by J. Teague (bad pass; steal by B. Forbes),,8,12
54,1,6:38.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by B. Forbes),8,14
55,1,6:27.0,A. Wiggins misses 2-pt layup from 3 ft (block by R. Gay),,8,14
56,1,6:27.0,,Defensive rebound by Team,8,14
57,1,6:27.0,,P. Mills enters the game for B. Forbes,8,14
58,1,6:05.0,,P. Gasol makes 3-pt jump shot from 25 ft (assist by L. Aldridge),8,17
59,1,5:59.0,Minnesota full timeout,,8,17
60,1,5:59.0,D. Rose enters the game for J. Butler,,8,17
61,1,5:59.0,,M. Belinelli enters the game for R. Gay,8,17
62,1,5:51.0,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),,10,17
63,1,5:30.0,,D. DeRozan misses 2-pt jump shot from 18 ft,10,17
64,1,5:27.0,Defensive rebound by T. Gibson,,10,17
65,1,5:21.0,K. Towns misses 2-pt jump shot from 15 ft,,10,17
66,1,5:17.0,,Defensive rebound by L. Aldridge,10,17
67,1,5:06.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by M. Belinelli),10,20
68,1,4:58.0,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Teague),,12,20
69,1,4:40.0,,L. Aldridge misses 2-pt jump shot from 18 ft,12,20
70,1,4:38.0,Defensive rebound by K. Towns,,12,20
71,1,4:28.0,J. Teague makes 2-pt layup from 2 ft,,14,20
72,1,4:08.0,,P. Gasol misses 2-pt layup from 1 ft,14,20
73,1,4:07.0,,Offensive rebound by P. Gasol,14,20
74,1,4:04.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by P. Gasol),14,22
75,1,3:50.0,A. Wiggins misses 2-pt jump shot from 13 ft,,14,22
76,1,3:48.0,,Defensive rebound by L. Aldridge,14,22
77,1,3:37.0,,Shooting foul by T. Gibson (drawn by L. Aldridge),14,22
78,1,3:37.0,,L. Aldridge misses free throw 1 of 2,14,22
79,1,3:37.0,,Offensive rebound by Team,14,22
80,1,3:37.0,G. Dieng enters the game for T. Gibson,,14,22
81,1,3:37.0,T. Jones enters the game for J. Teague,,14,22
82,1,3:37.0,,R. Gay enters the game for D. DeRozan,14,22
83,1,3:37.0,,L. Aldridge makes free throw 2 of 2,14,23
84,1,3:23.0,Def 3 sec tech foul by Team,,14,23
85,1,3:23.0,K. Towns makes technical free throw,,15,23
86,1,3:10.0,K. Towns misses 2-pt hook shot from 10 ft,,15,23
87,1,3:07.0,,Defensive rebound by R. Gay,15,23
88,1,3:00.0,,L. Aldridge makes 2-pt layup at rim (assist by P. Gasol),15,25
89,1,3:00.0,,Shooting foul by K. Towns (drawn by L. Aldridge),15,25
90,1,3:00.0,,L. Aldridge makes free throw 1 of 1,15,26
91,1,2:47.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by G. Dieng),,18,26
92,1,2:34.0,,P. Gasol misses 2-pt jump shot from 20 ft,18,26
93,1,2:32.0,Defensive rebound by G. Dieng,,18,26
94,1,2:20.0,D. Rose misses 3-pt jump shot from 25 ft,,18,26
95,1,2:16.0,,Defensive rebound by P. Gasol,18,26
96,1,2:11.0,,L. Aldridge misses 2-pt jump shot from 18 ft,18,26
97,1,2:08.0,Defensive rebound by K. Towns,,18,26
98,1,1:59.0,T. Jones misses 2-pt jump shot from 2 ft,,18,26
99,1,1:57.0,Offensive rebound by T. Jones,,18,26
100,1,1:50.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by T. Jones),,21,26
101,1,1:37.0,,Personal foul by G. Dieng (drawn by R. Gay),21,26
102,1,1:37.0,,R. Gay misses free throw 1 of 2,21,26
103,1,1:37.0,,Offensive rebound by Team,21,26
104,1,1:37.0,A. Tolliver enters the game for K. Towns,,21,26
105,1,1:37.0,,D. Cunningham enters the game for L. Aldridge,21,26
106,1,1:37.0,,R. Gay makes free throw 2 of 2,21,27
107,1,1:23.0,D. Rose misses 2-pt layup from 1 ft,,21,27
108,1,1:22.0,Offensive rebound by G. Dieng,,21,27
109,1,1:16.0,A. Wiggins misses 2-pt layup from 1 ft,,21,27
110,1,1:16.0,Offensive rebound by D. Rose,,21,27
111,1,1:11.0,D. Rose misses 2-pt layup at rim,,21,27
112,1,1:10.0,,Defensive rebound by R. Gay,21,27
113,1,1:09.0,,Turnover by R. Gay (lost ball; steal by A. Wiggins),21,27
114,1,0:59.0,Shooting foul by D. Cunningham (drawn by D. Rose),,21,27
115,1,0:59.0,D. Rose makes free throw 1 of 2,,22,27
116,1,0:59.0,D. Rose makes free throw 2 of 2,,23,27
117,1,0:42.0,,R. Gay makes 2-pt jump shot from 5 ft (assist by D. Cunningham),23,29
118,1,0:31.0,T. Jones misses 2-pt layup from 3 ft,,23,29
119,1,0:31.0,,Defensive rebound by Team,23,29
120,1,0:09.0,,Personal foul by D. Rose (drawn by M. Belinelli),23,29
121,1,0:09.0,,M. Belinelli makes free throw 1 of 2,23,30
122,1,0:09.0,,L. Aldridge enters the game for P. Gasol,23,30
123,1,0:09.0,,M. Belinelli makes free throw 2 of 2,23,31
124,1,0:01.0,T. Jones misses 2-pt jump shot from 19 ft,,23,31
125,1,0:01.0,,Defensive rebound by M. Belinelli,23,31
126,2,11:46.0,,P. Gasol misses 2-pt layup from 2 ft,23,31
127,2,11:43.0,Defensive rebound by D. Rose,,23,31
128,2,11:35.0,G. Dieng makes 2-pt jump shot from 11 ft (assist by A. Tolliver),,25,31
129,2,11:20.0,,Turnover by B. Forbes (bad pass; steal by G. Dieng),25,31
130,2,11:13.0,J. Butler misses 2-pt layup from 4 ft,,25,31
131,2,11:11.0,,Defensive rebound by D. Cunningham,25,31
132,2,11:05.0,,D. Cunningham misses 2-pt jump shot from 19 ft,25,31
133,2,11:03.0,Defensive rebound by J. Butler,,25,31
134,2,10:44.0,G. Dieng makes 2-pt jump shot from 8 ft (assist by A. Tolliver),,27,31
135,2,10:36.0,,Personal foul by D. Rose (drawn by M. Belinelli),27,31
136,2,10:36.0,,D. DeRozan enters the game for M. Belinelli,27,31
137,2,10:27.0,,Turnover by D. DeRozan (lost ball; steal by G. Dieng),27,31
138,2,10:20.0,Personal foul by D. DeRozan (drawn by G. Dieng),,27,31
139,2,10:08.0,Turnover by T. Jones (bad pass),,27,31
140,2,9:46.0,,Turnover by D. Cunningham (bad pass; steal by J. Butler),27,31
141,2,9:43.0,J. Butler makes 2-pt dunk from 1 ft,,29,31
142,2,9:42.0,,San Antonio full timeout,29,31
143,2,9:42.0,,L. Aldridge enters the game for D. Cunningham,29,31
144,2,9:42.0,,M. Belinelli enters the game for P. Gasol,29,31
145,2,9:34.0,,Personal foul by T. Jones (drawn by L. Aldridge),29,31
146,2,9:29.0,,Turnover by M. Belinelli (traveling),29,31
147,2,9:18.0,J. Butler misses 2-pt layup from 9 ft,,29,31
148,2,9:13.0,Offensive rebound by J. Butler,,29,31
149,2,9:13.0,J. Butler misses 2-pt layup at rim,,29,31
150,2,9:12.0,,Defensive rebound by B. Forbes,29,31
151,2,9:06.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. DeRozan),29,34
152,2,8:47.0,D. Rose misses 3-pt jump shot from 23 ft,,29,34
153,2,8:44.0,,Defensive rebound by D. DeRozan,29,34
154,2,8:29.0,,L. Aldridge misses 2-pt jump shot from 15 ft,29,34
155,2,8:25.0,Defensive rebound by A. Tolliver,,29,34
156,2,8:21.0,Shooting foul by B. Forbes (drawn by J. Butler),,29,34
157,2,8:21.0,J. Butler makes free throw 1 of 2,,30,34
158,2,8:21.0,J. Butler misses free throw 2 of 2,,30,34
159,2,8:18.0,,Defensive rebound by L. Aldridge,30,34
160,2,8:00.0,,L. Aldridge misses 2-pt hook shot from 6 ft,30,34
161,2,7:57.0,,Offensive rebound by L. Aldridge,30,34
162,2,7:56.0,,Turnover by L. Aldridge (lost ball; steal by J. Butler),30,34
163,2,7:42.0,J. Butler misses 2-pt layup from 5 ft,,30,34
164,2,7:40.0,Offensive rebound by D. Rose,,30,34
165,2,7:36.0,G. Dieng misses 2-pt jump shot from 20 ft,,30,34
166,2,7:36.0,,Defensive rebound by M. Belinelli,30,34
167,2,7:25.0,,M. Belinelli makes 3-pt jump shot from 25 ft,30,37
168,2,7:10.0,T. Jones makes 2-pt jump shot from 16 ft,,32,37
169,2,6:51.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by B. Forbes),32,40
170,2,6:43.0,T. Jones misses 2-pt layup from 4 ft (block by L. Aldridge),,32,40
171,2,6:43.0,Offensive rebound by Team,,32,40
172,2,6:43.0,J. Teague enters the game for T. Jones,,32,40
173,2,6:43.0,,P. Mills enters the game for B. Forbes,32,40
174,2,6:37.0,G. Dieng misses 2-pt layup from 3 ft,,32,40
175,2,6:36.0,Offensive rebound by J. Butler,,32,40
176,2,6:34.0,J. Butler misses 2-pt layup from 3 ft,,32,40
177,2,6:32.0,,Defensive rebound by L. Aldridge,32,40
178,2,6:21.0,,D. DeRozan misses 2-pt jump shot from 13 ft,32,40
179,2,6:19.0,,Offensive rebound by L. Aldridge,32,40
180,2,6:17.0,,L. Aldridge makes 2-pt jump shot from 12 ft,32,42
181,2,6:08.0,Minnesota full timeout,,32,42
182,2,6:08.0,K. Towns enters the game for G. Dieng,,32,42
183,2,6:08.0,A. Wiggins enters the game for D. Rose,,32,42
184,2,6:08.0,,R. Gay enters the game for D. Bertāns,32,42
185,2,5:54.0,K. Towns misses 3-pt jump shot from 26 ft,,32,42
186,2,5:52.0,,Defensive rebound by R. Gay,32,42
187,2,5:36.0,,R. Gay misses 2-pt jump shot from 17 ft,32,42
188,2,5:34.0,Defensive rebound by J. Butler,,32,42
189,2,5:29.0,J. Butler makes 2-pt layup from 3 ft,,34,42
190,2,5:15.0,,D. DeRozan misses 2-pt jump shot from 17 ft,34,42
191,2,5:13.0,Defensive rebound by A. Tolliver,,34,42
192,2,5:11.0,Personal foul by L. Aldridge (drawn by K. Towns),,34,42
193,2,5:07.0,J. Butler misses 3-pt jump shot from 25 ft,,34,42
194,2,5:07.0,,Defensive rebound by M. Belinelli,34,42
195,2,4:48.0,,R. Gay makes 2-pt jump shot from 17 ft,34,44
196,2,4:28.0,J. Butler makes 2-pt layup from 2 ft (assist by J. Teague),,36,44
197,2,4:28.0,Shooting foul by R. Gay (drawn by J. Butler),,36,44
198,2,4:28.0,,D. Bertāns enters the game for M. Belinelli,36,44
199,2,4:28.0,J. Butler makes free throw 1 of 1,,37,44
200,2,4:16.0,,Turnover by P. Mills (lost ball; steal by J. Teague),37,44
201,2,4:12.0,J. Teague makes 2-pt dunk from 1 ft,,39,44
202,2,3:53.0,,P. Mills misses 3-pt jump shot from 25 ft,39,44
203,2,3:51.0,,Offensive rebound by R. Gay,39,44
204,2,3:40.0,,L. Aldridge misses 2-pt jump shot from 10 ft,39,44
205,2,3:34.0,,Offensive rebound by R. Gay,39,44
206,2,3:34.0,,R. Gay makes 2-pt layup from 1 ft,39,46
207,2,3:26.0,A. Wiggins misses 3-pt jump shot from 27 ft,,39,46
208,2,3:23.0,Offensive rebound by K. Towns,,39,46
209,2,3:20.0,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),,41,46
