,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CLEVELAND_ACTION,NEW YORK_SCORE,CLEVELAND_SCORE
0,1,11:42.0,,Shooting foul by M. Hezonja (drawn by K. Love),0,0
1,1,11:42.0,,K. Love makes free throw 1 of 2,0,1
2,1,11:42.0,,K. Love makes free throw 2 of 2,0,2
3,1,11:21.0,Turnover by D. Jordan (3 sec),,0,2
4,1,11:04.0,,K. Love makes 3-pt jump shot from 26 ft (assist by B. Knight),0,5
5,1,10:48.0,M. Hezonja misses 2-pt layup from 2 ft,,0,5
6,1,10:44.0,,Defensive rebound by B. Knight,0,5
7,1,10:41.0,,B. Knight makes 3-pt jump shot from 26 ft,0,8
8,1,10:33.0,New York full timeout,,0,8
9,1,10:19.0,M. Hezonja misses 2-pt layup from 2 ft,,0,8
10,1,10:16.0,,Defensive rebound by B. Knight,0,8
11,1,10:03.0,,K. Love misses 3-pt jump shot from 26 ft,0,8
12,1,9:59.0,Defensive rebound by K. Knox,,0,8
13,1,9:54.0,M. Hezonja makes 3-pt jump shot from 26 ft (assist by K. Knox),,3,8
14,1,9:30.0,,C. Sexton misses 2-pt layup from 1 ft (block by D. Smith),3,8
15,1,9:26.0,Defensive rebound by D. Dotson,,3,8
16,1,9:23.0,Turnover by D. Smith (bad pass; steal by C. Sexton),,3,8
17,1,9:18.0,,K. Love makes 2-pt layup at rim (assist by C. Sexton),3,10
18,1,9:03.0,D. Smith misses 3-pt jump shot from 26 ft,,3,10
19,1,9:01.0,,Defensive rebound by K. Love,3,10
20,1,8:58.0,,Turnover by K. Love (bad pass; steal by D. Smith),3,10
21,1,8:53.0,M. Hezonja misses 3-pt jump shot from 25 ft,,3,10
22,1,8:53.0,Offensive rebound by D. Jordan,,3,10
23,1,8:53.0,Shooting foul by L. Nance (drawn by D. Jordan),,3,10
24,1,8:53.0,D. Jordan makes free throw 1 of 2,,4,10
25,1,8:53.0,D. Jordan makes free throw 2 of 2,,5,10
26,1,8:38.0,,C. Sexton misses 3-pt jump shot from 27 ft,5,10
27,1,8:34.0,,Offensive rebound by D. Nwaba,5,10
28,1,8:29.0,,C. Sexton misses 3-pt jump shot from 26 ft,5,10
29,1,8:27.0,Defensive rebound by M. Hezonja,,5,10
30,1,8:14.0,D. Jordan makes 2-pt hook shot from 11 ft (assist by D. Smith),,7,10
31,1,7:57.0,,B. Knight misses 3-pt jump shot from 27 ft,7,10
32,1,7:55.0,,Offensive rebound by L. Nance,7,10
33,1,7:49.0,,K. Love misses 3-pt jump shot from 25 ft,7,10
34,1,7:45.0,Defensive rebound by M. Hezonja,,7,10
35,1,7:34.0,D. Smith misses 2-pt jump shot from 21 ft,,7,10
36,1,7:28.0,,Defensive rebound by K. Love,7,10
37,1,7:23.0,,C. Sexton misses 2-pt jump shot from 7 ft,7,10
38,1,7:20.0,,Offensive rebound by D. Nwaba,7,10
39,1,7:20.0,,D. Nwaba misses 2-pt layup from 1 ft,7,10
40,1,7:20.0,,Offensive rebound by D. Nwaba,7,10
41,1,7:20.0,,D. Nwaba misses 2-pt layup from 1 ft (block by K. Knox),7,10
42,1,7:20.0,,Offensive rebound by Team,7,10
43,1,7:16.0,,L. Nance misses 3-pt jump shot from 26 ft,7,10
44,1,7:12.0,Defensive rebound by M. Hezonja,,7,10
45,1,7:00.0,K. Knox makes 2-pt layup from 1 ft,,9,10
46,1,6:56.0,,Cleveland full timeout,9,10
47,1,6:56.0,,J. Clarkson enters the game for B. Knight,9,10
48,1,6:40.0,,J. Clarkson misses 3-pt jump shot from 23 ft,9,10
49,1,6:38.0,,Offensive rebound by L. Nance,9,10
50,1,6:34.0,,C. Sexton makes 2-pt layup from 1 ft (assist by L. Nance),9,12
51,1,6:18.0,D. Jordan makes 2-pt hook shot from 1 ft (assist by M. Hezonja),,11,12
52,1,5:56.0,,K. Love makes 2-pt layup from 1 ft,11,14
53,1,5:47.0,D. Dotson misses 2-pt jump shot from 20 ft,,11,14
54,1,5:43.0,,Defensive rebound by L. Nance,11,14
