,QUARTER,TIME_REMAINING,NEW YORK_ACTION,NEW ORLEANS_ACTION,NEW YORK_SCORE,NEW ORLEANS_SCORE
83,1,3:05.0,,N. Mirotić misses 3-pt jump shot from 26 ft,24,14
84,1,3:02.0,,Offensive rebound by J. Randle,24,14
85,1,3:02.0,,Turnover by W. Johnson (bad pass),24,14
86,1,3:02.0,F. Ntilikina enters the game for T. Hardaway,,24,14
87,1,2:53.0,T. Burke makes 2-pt layup from 2 ft,,26,14
88,1,2:37.0,,N. Mirotić misses 3-pt jump shot from 26 ft,26,14
89,1,2:33.0,Defensive rebound by M. Robinson,,26,14
90,1,2:27.0,M. Robinson misses 2-pt dunk from 1 ft,,26,14
91,1,2:24.0,,Defensive rebound by J. Holiday,26,14
92,1,2:21.0,,Turnover by J. Holiday (bad pass; steal by T. Burke),26,14
93,1,2:16.0,Personal foul by E. Moore (drawn by T. Burke),,26,14
94,1,2:16.0,E. Freedom enters the game for M. Robinson,,26,14
95,1,2:16.0,,I. Clark enters the game for E. Moore,26,14
96,1,2:10.0,Offensive foul by K. Knox (drawn by N. Mirotić),,26,14
97,1,2:10.0,Turnover by K. Knox (offensive foul),,26,14
98,1,2:10.0,N. Vonleh enters the game for K. Knox,,26,14
99,1,1:51.0,,J. Randle misses 2-pt jump shot from 7 ft,26,14
100,1,1:51.0,,Offensive rebound by Team,26,14
101,1,1:49.0,,I. Clark misses 2-pt jump shot from 15 ft,26,14
102,1,1:47.0,Defensive rebound by Team,,26,14
103,1,1:32.0,Shooting foul by J. Randle (drawn by E. Freedom),,26,14
104,1,1:32.0,E. Freedom makes free throw 1 of 2,,27,14
105,1,1:32.0,E. Freedom makes free throw 2 of 2,,28,14
106,1,1:21.0,,J. Holiday misses 2-pt jump shot from 15 ft,28,14
107,1,1:16.0,Defensive rebound by F. Ntilikina,,28,14
108,1,1:11.0,F. Ntilikina makes 2-pt jump shot from 17 ft,,30,14
109,1,0:56.0,,J. Randle makes 2-pt layup from 2 ft,30,16
110,1,0:48.0,D. Dotson misses 3-pt jump shot from 24 ft,,30,16
111,1,0:46.0,Offensive rebound by E. Freedom,,30,16
112,1,0:43.0,Turnover by E. Freedom (lost ball; steal by W. Johnson),,30,16
113,1,0:36.0,,Turnover by J. Holiday (lost ball; steal by E. Freedom),30,16
114,1,0:26.0,E. Freedom makes 2-pt layup from 1 ft (assist by F. Ntilikina),,32,16
115,1,0:09.0,,Personal foul by F. Ntilikina (drawn by J. Holiday),32,16
116,1,0:00.0,,W. Johnson misses 3-pt jump shot from 26 ft,32,16
117,1,0:00.0,,Offensive rebound by Team,32,16
118,2,11:50.0,,J. Holiday misses 2-pt jump shot from 3 ft,32,16
119,2,11:44.0,Defensive rebound by D. Dotson,,32,16
120,2,11:37.0,T. Burke makes 2-pt jump shot from 4 ft,,34,16
121,2,11:26.0,,A. Davis misses 2-pt jump shot from 8 ft,34,16
122,2,11:24.0,Defensive rebound by E. Freedom,,34,16
123,2,11:12.0,F. Ntilikina misses 3-pt jump shot from 24 ft,,34,16
124,2,11:08.0,,Defensive rebound by D. Miller,34,16
125,2,10:58.0,,J. Holiday misses 2-pt layup from 2 ft,34,16
126,2,10:56.0,Defensive rebound by E. Freedom,,34,16
127,2,10:51.0,N. Vonleh misses 3-pt jump shot from 25 ft,,34,16
128,2,10:48.0,,Defensive rebound by N. Mirotić,34,16
129,2,10:36.0,,J. Holiday makes 2-pt layup from 2 ft (assist by I. Clark),34,18
130,2,10:21.0,T. Burke makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),,37,18
131,2,10:08.0,,I. Clark misses 2-pt jump shot from 13 ft,37,18
132,2,10:05.0,Defensive rebound by N. Vonleh,,37,18
133,2,10:01.0,D. Dotson misses 3-pt jump shot from 27 ft,,37,18
134,2,9:58.0,,Defensive rebound by A. Davis,37,18
135,2,9:52.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by A. Davis),37,20
136,2,9:30.0,F. Ntilikina makes 2-pt jump shot from 16 ft (assist by T. Burke),,39,20
137,2,9:26.0,,Personal foul by F. Ntilikina (drawn by J. Holiday),39,20
138,2,9:20.0,,I. Clark misses 2-pt jump shot from 21 ft,39,20
139,2,9:18.0,Defensive rebound by F. Ntilikina,,39,20
140,2,9:16.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,39,20
141,2,9:13.0,,Defensive rebound by N. Mirotić,39,20
142,2,9:10.0,,Personal foul by N. Vonleh (drawn by A. Davis),39,20
143,2,9:03.0,,J. Holiday makes 3-pt jump shot from 27 ft,39,23
144,2,8:52.0,Shooting foul by I. Clark (drawn by T. Burke),,39,23
145,2,8:52.0,T. Burke makes free throw 1 of 2,,40,23
146,2,8:52.0,T. Burke misses free throw 2 of 2,,40,23
147,2,8:50.0,,Defensive rebound by N. Mirotić,40,23
148,2,8:46.0,,J. Holiday makes 2-pt layup from 2 ft,40,25
149,2,8:46.0,,Shooting foul by T. Burke (drawn by J. Holiday),40,25
150,2,8:46.0,,J. Holiday makes free throw 1 of 1,40,26
151,2,8:38.0,Offensive foul by D. Dotson (drawn by N. Mirotić),,40,26
152,2,8:38.0,Turnover by D. Dotson (offensive foul),,40,26
153,2,8:31.0,,A. Davis makes 2-pt dunk from 1 ft (assist by D. Miller),40,28
154,2,8:31.0,,Shooting foul by E. Freedom (drawn by A. Davis),40,28
155,2,8:31.0,T. Hardaway enters the game for D. Dotson,,40,28
156,2,8:31.0,,A. Davis makes free throw 1 of 1,40,29
157,2,8:27.0,New York full timeout,,40,29
158,2,8:27.0,A. Trier enters the game for F. Ntilikina,,40,29
159,2,8:27.0,,F. Jackson enters the game for J. Holiday,40,29
160,2,8:27.0,,J. Randle enters the game for N. Mirotić,40,29
161,2,8:09.0,T. Burke makes 2-pt jump shot from 12 ft,,42,29
162,2,7:51.0,,A. Davis makes 2-pt layup from 3 ft (assist by J. Randle),42,31
163,2,7:29.0,T. Hardaway misses 3-pt jump shot from 25 ft,,42,31
164,2,7:27.0,Offensive rebound by E. Freedom,,42,31
165,2,7:21.0,Turnover by E. Freedom (lost ball; steal by A. Davis),,42,31
166,2,7:15.0,,J. Randle makes 2-pt jump shot from 3 ft,42,33
167,2,7:02.0,Personal foul by I. Clark (drawn by T. Burke),,42,33
168,2,7:02.0,K. Knox enters the game for E. Freedom,,42,33
169,2,7:02.0,M. Robinson enters the game for N. Vonleh,,42,33
170,2,6:56.0,A. Trier misses 2-pt jump shot from 18 ft,,42,33
171,2,6:53.0,,Defensive rebound by J. Randle,42,33
172,2,6:43.0,,I. Clark misses 3-pt jump shot from 25 ft,42,33
173,2,6:38.0,Defensive rebound by T. Hardaway,,42,33
174,2,6:35.0,T. Burke makes 2-pt jump shot from 19 ft,,44,33
175,2,6:27.0,,D. Miller misses 3-pt jump shot from 26 ft,44,33
176,2,6:23.0,Defensive rebound by K. Knox,,44,33
177,2,6:19.0,K. Knox misses 3-pt jump shot from 27 ft,,44,33
178,2,6:15.0,,Defensive rebound by D. Miller,44,33
179,2,6:08.0,Loose ball foul by M. Robinson (drawn by I. Clark),,44,33
180,2,6:08.0,,I. Clark makes free throw 1 of 2,44,34
181,2,6:08.0,E. Mudiay enters the game for T. Burke,,44,34
182,2,6:08.0,,I. Clark makes free throw 2 of 2,44,35
183,2,5:57.0,Offensive foul by A. Trier (drawn by A. Davis),,44,35
184,2,5:57.0,Turnover by A. Trier (offensive foul),,44,35
185,2,5:57.0,,E. Moore enters the game for I. Clark,44,35
186,2,5:46.0,,A. Davis makes 2-pt layup from 2 ft (assist by D. Miller),44,37
187,2,5:46.0,,Shooting foul by A. Trier (drawn by A. Davis),44,37
188,2,5:46.0,,A. Davis misses free throw 1 of 1,44,37
189,2,5:46.0,Defensive rebound by T. Hardaway,,44,37
190,2,5:33.0,T. Hardaway makes 2-pt layup from 2 ft,,46,37
191,2,5:15.0,,Shooting foul by K. Knox (drawn by J. Randle),46,37
192,2,5:15.0,,J. Randle makes free throw 1 of 2,46,38
193,2,5:15.0,N. Vonleh enters the game for K. Knox,,46,38
194,2,5:15.0,,J. Randle misses free throw 2 of 2,46,38
195,2,5:11.0,Defensive rebound by N. Vonleh,,46,38
196,2,5:02.0,T. Hardaway misses 2-pt jump shot from 12 ft,,46,38
197,2,4:59.0,Offensive rebound by M. Robinson,,46,38
198,2,4:58.0,M. Robinson makes 2-pt layup from 4 ft,,48,38
199,2,4:45.0,,A. Davis makes 2-pt jump shot from 4 ft (assist by D. Miller),48,40
200,2,4:45.0,,Shooting foul by N. Vonleh (drawn by A. Davis),48,40
201,2,4:45.0,,J. Holiday enters the game for F. Jackson,48,40
202,2,4:45.0,,A. Davis makes free throw 1 of 1,48,41
203,2,4:24.0,N. Vonleh makes 2-pt hook shot from 5 ft,,50,41
204,2,4:04.0,,Turnover by J. Holiday (bad pass; steal by E. Mudiay),50,41
205,2,3:58.0,T. Hardaway misses 2-pt dunk from 2 ft (block by D. Miller),,50,41
206,2,3:58.0,Offensive rebound by T. Hardaway,,50,41
207,2,3:48.0,T. Hardaway makes 2-pt layup at rim,,52,41
208,2,3:45.0,,D. Miller misses 3-pt jump shot from 26 ft,52,41
209,2,3:45.0,Defensive rebound by E. Mudiay,,52,41
210,2,3:37.0,E. Mudiay makes 2-pt layup from 2 ft,,54,41
211,2,3:28.0,,A. Davis makes 2-pt jump shot from 7 ft,54,43
212,2,3:28.0,,Shooting foul by M. Robinson (drawn by A. Davis),54,43
213,2,3:28.0,,A. Davis makes free throw 1 of 1,54,44
214,2,3:10.0,Personal foul by J. Randle (drawn by N. Vonleh),,54,44
215,2,3:10.0,,N. Mirotić enters the game for D. Miller,54,44
216,2,3:01.0,E. Mudiay makes 2-pt layup from 1 ft,,56,44
217,2,2:47.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by J. Holiday),56,46
218,2,2:38.0,Shooting foul by E. Moore (drawn by A. Trier),,56,46
219,2,2:38.0,,New Orleans full timeout,56,46
220,2,2:38.0,A. Trier makes free throw 1 of 2,,57,46
221,2,2:38.0,A. Trier makes free throw 2 of 2,,58,46
222,2,2:26.0,,E. Moore misses 2-pt layup from 4 ft (block by M. Robinson),58,46
223,2,2:26.0,Defensive rebound by Team,,58,46
224,2,2:26.0,,Loose ball foul by E. Moore (drawn by M. Robinson),58,46
225,2,2:26.0,M. Robinson misses free throw 1 of 2,,58,46
226,2,2:26.0,Offensive rebound by Team,,58,46
227,2,2:26.0,,D. Miller enters the game for E. Moore,58,46
228,2,2:26.0,M. Robinson makes free throw 2 of 2,,59,46
229,2,2:03.0,,J. Randle misses 3-pt jump shot from 26 ft,59,46
230,2,1:59.0,Defensive rebound by E. Mudiay,,59,46
231,2,1:54.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by A. Trier),,62,46
232,2,1:42.0,,N. Mirotić misses 3-pt jump shot from 26 ft,62,46
233,2,1:41.0,,Offensive rebound by A. Davis,62,46
234,2,1:41.0,,A. Davis makes 2-pt layup from 2 ft,62,48
235,2,1:41.0,,Shooting foul by M. Robinson (drawn by A. Davis),62,48
236,2,1:41.0,F. Ntilikina enters the game for M. Robinson,,62,48
237,2,1:41.0,,A. Davis makes free throw 1 of 1,62,49
238,2,1:26.0,E. Mudiay makes 2-pt jump shot from 18 ft,,64,49
239,2,1:15.0,,Personal foul by N. Vonleh (drawn by A. Davis),64,49
240,2,1:15.0,,A. Davis makes free throw 1 of 2,64,50
241,2,1:15.0,E. Freedom enters the game for N. Vonleh,,64,50
242,2,1:15.0,,I. Clark enters the game for J. Randle,64,50
243,2,1:15.0,,A. Davis makes free throw 2 of 2,64,51
244,2,1:08.0,E. Mudiay misses 3-pt jump shot from 24 ft,,64,51
245,2,1:04.0,,Defensive rebound by D. Miller,64,51
246,2,0:52.0,,Personal foul by E. Freedom (drawn by A. Davis),64,51
247,2,0:52.0,,A. Davis misses free throw 1 of 2,64,51
248,2,0:52.0,,Offensive rebound by Team,64,51
249,2,0:52.0,,A. Davis makes free throw 2 of 2,64,52
250,2,0:43.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,64,52
251,2,0:40.0,,Defensive rebound by A. Davis,64,52
252,2,0:37.0,,D. Miller misses 3-pt jump shot from 27 ft,64,52
253,2,0:35.0,,Offensive rebound by N. Mirotić,64,52
254,2,0:35.0,,Shooting foul by F. Ntilikina (drawn by N. Mirotić),64,52
255,2,0:35.0,,N. Mirotić makes free throw 1 of 2,64,53
256,2,0:35.0,D. Dotson enters the game for F. Ntilikina,,64,53
257,2,0:35.0,,N. Mirotić makes free throw 2 of 2,64,54
258,2,0:24.0,D. Dotson misses 2-pt layup from 4 ft,,64,54
259,2,0:21.0,,Defensive rebound by A. Davis,64,54
260,2,0:02.0,,D. Miller misses 3-pt jump shot from 26 ft (block by E. Mudiay),64,54
261,2,0:02.0,Defensive rebound by D. Dotson,,64,54
262,3,11:49.0,,A. Davis makes 2-pt jump shot from 16 ft (assist by E. Moore),64,56
263,3,11:26.0,K. Knox makes 2-pt hook shot from 7 ft,,66,56
264,3,11:26.0,Shooting foul by N. Mirotić (drawn by K. Knox),,66,56
265,3,11:26.0,K. Knox misses free throw 1 of 1,,66,56
266,3,11:23.0,,Defensive rebound by N. Mirotić,66,56
267,3,10:57.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),66,58
268,3,10:49.0,K. Knox makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,69,58
269,3,10:37.0,,N. Mirotić misses 3-pt jump shot from 27 ft,69,58
270,3,10:32.0,Defensive rebound by T. Hardaway,,69,58
271,3,10:24.0,M. Robinson misses 2-pt layup from 2 ft,,69,58
272,3,10:22.0,,Defensive rebound by N. Mirotić,69,58
273,3,10:22.0,,Shooting foul by M. Robinson (drawn by A. Davis),69,58
274,3,10:22.0,,A. Davis misses free throw 1 of 2,69,58
275,3,10:22.0,,Offensive rebound by Team,69,58
276,3,10:22.0,N. Vonleh enters the game for M. Robinson,,69,58
277,3,10:22.0,,A. Davis makes free throw 2 of 2,69,59
278,3,10:13.0,Shooting foul by W. Johnson (drawn by T. Hardaway),,69,59
279,3,10:13.0,T. Hardaway makes free throw 1 of 2,,70,59
280,3,10:13.0,T. Hardaway makes free throw 2 of 2,,71,59
281,3,10:06.0,,E. Moore makes 2-pt hook shot from 1 ft (assist by J. Holiday),71,61
282,3,9:55.0,E. Mudiay makes 2-pt jump shot from 12 ft,,73,61
283,3,9:37.0,,J. Holiday misses 2-pt jump shot from 17 ft,73,61
284,3,9:35.0,Defensive rebound by A. Trier,,73,61
285,3,9:27.0,T. Hardaway misses 3-pt jump shot from 26 ft,,73,61
286,3,9:23.0,,Defensive rebound by N. Mirotić,73,61
287,3,9:10.0,,A. Davis misses 2-pt jump shot from 19 ft,73,61
288,3,9:08.0,,Offensive rebound by Team,73,61
289,3,9:04.0,,E. Moore makes 2-pt layup from 1 ft (assist by J. Holiday),73,63
290,3,8:56.0,Personal foul by W. Johnson (drawn by T. Hardaway),,73,63
291,3,8:47.0,K. Knox makes 3-pt jump shot from 24 ft (assist by A. Trier),,76,63
292,3,8:38.0,,A. Davis misses 3-pt jump shot from 25 ft,76,63
293,3,8:38.0,,Offensive rebound by Team,76,63
294,3,8:37.0,Loose ball foul by K. Knox (drawn by N. Mirotić),,76,63
295,3,8:37.0,F. Ntilikina enters the game for K. Knox,,76,63
296,3,8:25.0,,E. Moore misses 2-pt layup from 3 ft (block by N. Vonleh),76,63
297,3,8:22.0,Defensive rebound by N. Vonleh,,76,63
298,3,8:14.0,T. Hardaway misses 2-pt layup from 3 ft (block by J. Holiday),,76,63
299,3,8:11.0,,Defensive rebound by A. Davis,76,63
300,3,8:09.0,,W. Johnson makes 2-pt dunk from 1 ft (assist by A. Davis),76,65
301,3,7:47.0,A. Trier makes 3-pt jump shot from 25 ft (assist by N. Vonleh),,79,65
302,3,7:39.0,,E. Moore makes 3-pt jump shot from 24 ft,79,68
303,3,7:20.0,F. Ntilikina misses 2-pt jump shot from 21 ft,,79,68
304,3,7:16.0,,Defensive rebound by W. Johnson,79,68
305,3,7:11.0,,J. Holiday makes 2-pt layup from 2 ft,79,70
306,3,7:11.0,New York full timeout,,79,70
307,3,7:11.0,T. Burke enters the game for E. Mudiay,,79,70
308,3,7:11.0,,D. Miller enters the game for W. Johnson,79,70
309,3,7:11.0,,J. Randle enters the game for N. Mirotić,79,70
310,3,6:59.0,T. Hardaway misses 2-pt jump shot from 14 ft,,79,70
311,3,6:55.0,,Defensive rebound by A. Davis,79,70
312,3,6:39.0,,E. Moore makes 2-pt layup from 1 ft,79,72
313,3,6:33.0,Shooting foul by A. Davis (drawn by T. Hardaway),,79,72
314,3,6:33.0,T. Hardaway makes free throw 1 of 2,,80,72
315,3,6:33.0,T. Hardaway misses free throw 2 of 2,,80,72
316,3,6:31.0,,Defensive rebound by J. Randle,80,72
317,3,6:14.0,,Turnover by J. Randle (traveling),80,72
318,3,6:05.0,Turnover by N. Vonleh (traveling),,80,72
319,3,5:43.0,,D. Miller misses 3-pt jump shot from 24 ft,80,72
320,3,5:43.0,,Offensive rebound by Team,80,72
321,3,5:36.0,,Offensive foul by J. Randle (drawn by F. Ntilikina),80,72
322,3,5:36.0,,Turnover by J. Randle (offensive foul),80,72
323,3,5:22.0,N. Vonleh misses 2-pt layup from 6 ft (block by A. Davis),,80,72
324,3,5:19.0,,Defensive rebound by A. Davis,80,72
325,3,5:14.0,,Offensive foul by J. Randle (drawn by T. Hardaway),80,72
326,3,5:14.0,,Turnover by J. Randle (offensive foul),80,72
327,3,5:14.0,,I. Clark enters the game for J. Holiday,80,72
328,3,5:00.0,T. Hardaway misses 2-pt jump shot from 14 ft,,80,72
329,3,4:58.0,Offensive rebound by T. Hardaway,,80,72
330,3,4:56.0,T. Burke misses 3-pt jump shot from 23 ft,,80,72
331,3,4:53.0,,Defensive rebound by D. Miller,80,72
332,3,4:32.0,,I. Clark misses 2-pt jump shot from 8 ft,80,72
333,3,4:29.0,Defensive rebound by N. Vonleh,,80,72
334,3,4:24.0,T. Burke makes 2-pt layup from 1 ft,,82,72
335,3,4:10.0,,E. Moore makes 2-pt jump shot from 5 ft,82,74
336,3,4:09.0,T. Hardaway makes 2-pt jump shot from 15 ft,,84,74
337,3,3:44.0,,A. Davis makes 2-pt jump shot from 20 ft,84,76
338,3,3:34.0,A. Trier misses 2-pt jump shot from 18 ft,,84,76
339,3,3:32.0,,Defensive rebound by J. Randle,84,76
340,3,3:17.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by I. Clark),84,79
341,3,2:53.0,A. Trier misses 3-pt jump shot from 25 ft,,84,79
342,3,2:51.0,,Defensive rebound by A. Davis,84,79
343,3,2:47.0,,A. Davis misses 3-pt jump shot from 25 ft,84,79
344,3,2:45.0,,Offensive rebound by Team,84,79
345,3,2:45.0,Loose ball foul by F. Ntilikina (drawn by J. Randle),,84,79
346,3,2:45.0,,New Orleans full timeout,84,79
347,3,2:45.0,D. Dotson enters the game for F. Ntilikina,,84,79
348,3,2:45.0,E. Freedom enters the game for A. Trier,,84,79
349,3,2:45.0,,F. Jackson enters the game for E. Moore,84,79
350,3,2:45.0,,N. Mirotić enters the game for J. Randle,84,79
351,3,2:39.0,,Personal foul by E. Freedom (drawn by A. Davis),84,79
352,3,2:32.0,,A. Davis makes 2-pt jump shot from 14 ft (assist by I. Clark),84,81
353,3,2:15.0,T. Hardaway makes 3-pt jump shot from 26 ft,,87,81
354,3,2:08.0,,Turnover by F. Jackson (bad pass; steal by D. Dotson),87,81
355,3,2:04.0,D. Dotson makes 2-pt dunk from 1 ft,,89,81
356,3,1:51.0,,F. Jackson makes 3-pt jump shot from 23 ft (assist by N. Mirotić),89,84
357,3,1:39.0,N. Vonleh misses 3-pt jump shot from 25 ft,,89,84
358,3,1:36.0,,Defensive rebound by F. Jackson,89,84
359,3,1:31.0,,I. Clark misses 2-pt jump shot from 12 ft,89,84
360,3,1:29.0,,Offensive rebound by I. Clark,89,84
361,3,1:28.0,,I. Clark misses 2-pt jump shot from 3 ft,89,84
362,3,1:26.0,Defensive rebound by N. Vonleh,,89,84
363,3,1:16.0,D. Dotson makes 2-pt jump shot from 13 ft,,91,84
364,3,0:59.0,,N. Mirotić misses 3-pt jump shot from 24 ft,91,84
365,3,0:59.0,Defensive rebound by N. Vonleh,,91,84
366,3,0:50.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by N. Vonleh),,94,84
367,3,0:33.0,,F. Jackson misses 3-pt jump shot from 23 ft,94,84
368,3,0:33.0,,Offensive rebound by Team,94,84
369,3,0:31.0,Loose ball foul by D. Dotson (drawn by A. Davis),,94,84
370,3,0:31.0,,A. Davis makes free throw 1 of 2,94,85
371,3,0:31.0,A. Trier enters the game for E. Freedom,,94,85
372,3,0:31.0,,A. Davis makes free throw 2 of 2,94,86
373,3,0:13.0,D. Dotson misses 2-pt jump shot from 21 ft,,94,86
374,3,0:10.0,,Defensive rebound by D. Miller,94,86
375,3,0:06.0,,I. Clark makes 2-pt layup from 1 ft,94,88
376,3,0:00.0,A. Trier makes 2-pt layup from 2 ft,,96,88
377,4,11:42.0,Personal foul by F. Jackson (drawn by T. Burke),,96,88
378,4,11:30.0,T. Burke makes 2-pt layup from 2 ft,,98,88
379,4,11:20.0,,J. Holiday makes 2-pt layup from 2 ft,98,90
380,4,10:58.0,E. Freedom makes 2-pt hook shot from 4 ft,,100,90
381,4,10:47.0,,J. Holiday misses 3-pt jump shot from 25 ft,100,90
382,4,10:47.0,Defensive rebound by Team,,100,90
383,4,10:37.0,T. Burke misses 2-pt jump shot from 14 ft,,100,90
