,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MINNESOTA_ACTION,HOUSTON_SCORE,MINNESOTA_SCORE
0,1,11:42.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),0,2
1,1,11:22.0,J. Ennis makes 2-pt dunk from 1 ft (assist by J. Harden),,2,2
2,1,11:17.0,,Personal foul by C. Capela (drawn by K. Towns),2,2
3,1,11:07.0,,R. Covington makes 2-pt jump shot from 11 ft,2,4
4,1,10:57.0,J. Ennis misses 3-pt jump shot from 23 ft,,2,4
5,1,10:54.0,,Defensive rebound by R. Covington,2,4
6,1,10:41.0,,T. Gibson misses 2-pt layup from 2 ft (block by J. Harden),2,4
7,1,10:39.0,,Offensive rebound by T. Gibson,2,4
8,1,10:38.0,,T. Gibson misses 2-pt layup from 1 ft,2,4
9,1,10:37.0,Defensive rebound by C. Capela,,2,4
10,1,10:33.0,Shooting foul by K. Towns (drawn by J. Harden),,2,4
11,1,10:33.0,J. Harden makes free throw 1 of 2,,3,4
12,1,10:33.0,J. Harden makes free throw 2 of 2,,4,4
13,1,10:17.0,,A. Wiggins misses 2-pt jump shot from 14 ft,4,4
14,1,10:15.0,Defensive rebound by C. Capela,,4,4
15,1,10:10.0,C. Capela makes 2-pt dunk from 1 ft (assist by C. Paul),,6,4
16,1,9:46.0,,K. Towns makes 2-pt hook shot from 12 ft (assist by J. Teague),6,6
17,1,9:33.0,Turnover by J. Harden (bad pass; steal by J. Teague),,6,6
18,1,9:32.0,,Turnover by R. Covington (traveling),6,6
19,1,9:21.0,P. Tucker misses 3-pt jump shot from 23 ft,,6,6
20,1,9:17.0,,Defensive rebound by R. Covington,6,6
21,1,9:01.0,,K. Towns misses 2-pt jump shot from 12 ft,6,6
22,1,8:59.0,Defensive rebound by P. Tucker,,6,6
23,1,8:43.0,C. Paul misses 3-pt jump shot from 25 ft,,6,6
24,1,8:41.0,,Defensive rebound by R. Covington,6,6
25,1,8:32.0,,Shooting foul by J. Ennis (drawn by T. Gibson),6,6
26,1,8:32.0,,T. Gibson makes free throw 1 of 2,6,7
27,1,8:32.0,,T. Gibson makes free throw 2 of 2,6,8
28,1,8:13.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,8,8
29,1,7:58.0,,Turnover by R. Covington (lost ball; steal by C. Paul),8,8
30,1,7:54.0,C. Capela makes 2-pt dunk from 1 ft (assist by C. Paul),,10,8
31,1,7:39.0,,R. Covington misses 3-pt jump shot from 33 ft,10,8
32,1,7:36.0,,Offensive rebound by K. Towns,10,8
33,1,7:28.0,,T. Gibson makes 2-pt jump shot from 7 ft (assist by R. Covington),10,10
34,1,7:28.0,Violation by Team (def goaltending),,10,10
35,1,7:15.0,Shooting foul by A. Wiggins (drawn by J. Harden),,10,10
36,1,7:15.0,Houston full timeout,,10,10
37,1,7:15.0,J. Harden misses free throw 1 of 2,,10,10
38,1,7:15.0,Offensive rebound by Team,,10,10
39,1,7:15.0,J. Harden makes free throw 2 of 2,,11,10
40,1,7:01.0,,K. Towns makes 2-pt layup from 3 ft (assist by T. Gibson),11,12
41,1,6:42.0,C. Capela misses 2-pt layup from 3 ft,,11,12
42,1,6:38.0,,Defensive rebound by J. Teague,11,12
43,1,6:27.0,,Shooting foul by P. Tucker (drawn by K. Towns),11,12
44,1,6:27.0,,K. Towns makes free throw 1 of 2,11,13
45,1,6:27.0,E. Gordon enters the game for C. Paul,,11,13
46,1,6:27.0,,K. Towns makes free throw 2 of 2,11,14
47,1,6:16.0,Turnover by C. Capela (traveling),,11,14
48,1,6:04.0,,K. Towns misses 2-pt jump shot from 6 ft (block by C. Capela),11,14
49,1,6:01.0,Defensive rebound by J. Harden,,11,14
50,1,5:56.0,J. Harden makes 3-pt jump shot from 26 ft,,14,14
51,1,5:38.0,,Turnover by R. Covington (bad pass; steal by J. Ennis),14,14
52,1,5:33.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,16,14
53,1,5:08.0,,J. Teague misses 2-pt layup from 2 ft,16,14
54,1,5:06.0,,Offensive rebound by K. Towns,16,14
55,1,5:05.0,,K. Towns misses 2-pt hook shot from 7 ft,16,14
56,1,5:05.0,Defensive rebound by J. Harden,,16,14
57,1,4:57.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by J. Harden),,19,14
58,1,4:50.0,,Minnesota full timeout,19,14
59,1,4:50.0,G. Green enters the game for C. Capela,,19,14
60,1,4:50.0,N. Hilário enters the game for J. Ennis,,19,14
61,1,4:50.0,,D. Rose enters the game for R. Covington,19,14
62,1,4:37.0,,K. Towns misses 2-pt jump shot from 13 ft,19,14
63,1,4:36.0,Defensive rebound by Team,,19,14
64,1,4:22.0,N. Hilário misses 2-pt hook shot from 8 ft,,19,14
65,1,4:20.0,,Defensive rebound by K. Towns,19,14
66,1,4:06.0,,A. Wiggins makes 2-pt layup from 5 ft,19,16
67,1,3:52.0,E. Gordon misses 3-pt jump shot from 26 ft,,19,16
68,1,3:50.0,Offensive rebound by P. Tucker,,19,16
69,1,3:49.0,Turnover by P. Tucker (bad pass; steal by K. Towns),,19,16
70,1,3:44.0,,T. Gibson makes 2-pt layup from 2 ft (assist by K. Towns),19,18
71,1,3:19.0,J. Harden makes 2-pt jump shot from 2 ft,,21,18
72,1,2:59.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by T. Gibson),21,20
73,1,2:52.0,Offensive foul by J. Harden (drawn by A. Wiggins),,21,20
74,1,2:52.0,Turnover by J. Harden (offensive foul),,21,20
75,1,2:52.0,D. House enters the game for P. Tucker,,21,20
76,1,2:52.0,,T. Jones enters the game for T. Gibson,21,20
77,1,2:52.0,,D. Šarić enters the game for J. Teague,21,20
78,1,2:41.0,,D. Rose misses 2-pt layup from 1 ft,21,20
