,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BOSTON_ACTION,OKLAHOMA CITY_SCORE,BOSTON_SCORE
29,1,8:25.0,,A. Horford misses 2-pt jump shot from 17 ft,4,8
30,1,8:24.0,Defensive rebound by R. Westbrook,,4,8
31,1,8:17.0,R. Westbrook misses 2-pt layup from 2 ft,,4,8
32,1,8:15.0,,Defensive rebound by M. Smart,4,8
33,1,8:08.0,,J. Tatum misses 3-pt jump shot from 23 ft,4,8
34,1,8:05.0,Defensive rebound by T. Ferguson,,4,8
35,1,7:58.0,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),,6,8
36,1,7:46.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Tatum),6,11
37,1,7:36.0,S. Adams misses 2-pt hook shot from 8 ft,,6,11
38,1,7:34.0,,Defensive rebound by J. Tatum,6,11
39,1,7:28.0,,J. Tatum misses 3-pt jump shot from 25 ft,6,11
40,1,7:26.0,Defensive rebound by S. Adams,,6,11
41,1,7:22.0,Shooting foul by J. Tatum (drawn by J. Grant),,6,11
42,1,7:22.0,J. Grant misses free throw 1 of 2,,6,11
43,1,7:22.0,Offensive rebound by Team,,6,11
44,1,7:22.0,J. Grant makes free throw 2 of 2,,7,11
45,1,7:08.0,,K. Irving makes 3-pt jump shot from 23 ft (assist by A. Horford),7,14
46,1,6:52.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,9,14
47,1,6:33.0,,J. Tatum misses 2-pt layup from 2 ft,9,14
48,1,6:30.0,Defensive rebound by J. Grant,,9,14
49,1,6:25.0,Turnover by P. George (bad pass; steal by M. Smart),,9,14
50,1,6:19.0,,K. Irving makes 2-pt layup from 1 ft,9,16
51,1,6:04.0,Shooting foul by J. Tatum (drawn by P. George),,9,16
52,1,6:04.0,,Boston full timeout,9,16
53,1,6:04.0,P. George misses free throw 1 of 2,,9,16
54,1,6:04.0,Offensive rebound by Team,,9,16
55,1,6:04.0,P. George makes free throw 2 of 2,,10,16
56,1,5:51.0,,K. Irving misses 3-pt jump shot from 25 ft,10,16
57,1,5:49.0,Defensive rebound by P. George,,10,16
58,1,5:40.0,P. George misses 3-pt jump shot from 28 ft,,10,16
59,1,5:38.0,,Defensive rebound by M. Smart,10,16
60,1,5:30.0,,A. Horford misses 3-pt jump shot from 25 ft,10,16
61,1,5:27.0,Defensive rebound by P. George,,10,16
62,1,5:17.0,P. George makes 2-pt layup from 2 ft,,12,16
63,1,5:01.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by M. Smart),12,18
64,1,4:46.0,R. Westbrook misses 2-pt jump shot from 19 ft,,12,18
65,1,4:44.0,,Defensive rebound by M. Morris,12,18
66,1,4:27.0,,M. Morris makes 2-pt layup from 2 ft,12,20
67,1,4:17.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,15,20
68,1,4:05.0,,A. Horford makes 2-pt layup from 2 ft (assist by M. Smart),15,22
69,1,3:48.0,S. Adams makes 2-pt layup from 1 ft (assist by P. George),,17,22
70,1,3:35.0,,K. Irving makes 2-pt layup from 1 ft,17,24
71,1,3:28.0,Oklahoma City full timeout,,17,24
72,1,3:28.0,D. Schröder enters the game for P. George,,17,24
73,1,3:28.0,,G. Hayward enters the game for M. Morris,17,24
74,1,3:19.0,T. Ferguson makes 3-pt jump shot from 28 ft (assist by R. Westbrook),,20,24
75,1,3:19.0,,J. Brown enters the game for M. Smart,20,24
76,1,3:19.0,,T. Rozier enters the game for J. Tatum,20,24
77,1,2:50.0,,K. Irving misses 3-pt jump shot from 26 ft,20,24
78,1,2:48.0,Defensive rebound by R. Westbrook,,20,24
79,1,2:42.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,23,24
80,1,2:31.0,,J. Brown makes 2-pt jump shot from 12 ft,23,26
81,1,2:20.0,Shooting foul by K. Irving (drawn by R. Westbrook),,23,26
82,1,2:20.0,R. Westbrook makes free throw 1 of 2,,24,26
83,1,2:20.0,N. Noel enters the game for S. Adams,,24,26
84,1,2:20.0,,D. Theis enters the game for A. Horford,24,26
85,1,2:20.0,R. Westbrook misses free throw 2 of 2,,24,26
86,1,2:19.0,,Defensive rebound by Team,24,26
87,1,2:19.0,P. George enters the game for R. Westbrook,,24,26
88,1,2:07.0,,Turnover by G. Hayward (lost ball; steal by D. Schröder),24,26
89,1,1:59.0,D. Schröder makes 2-pt layup from 1 ft,,26,26
90,1,1:47.0,,G. Hayward misses 2-pt layup from 1 ft,26,26
91,1,1:46.0,,Offensive rebound by G. Hayward,26,26
92,1,1:45.0,,G. Hayward misses 2-pt layup from 1 ft (block by N. Noel),26,26
93,1,1:44.0,,Offensive rebound by G. Hayward,26,26
94,1,1:42.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by T. Rozier),26,29
95,1,1:16.0,D. Schröder misses 3-pt jump shot from 26 ft,,26,29
96,1,1:14.0,,Defensive rebound by K. Irving,26,29
97,1,1:10.0,,Personal foul by D. Schröder (drawn by G. Hayward),26,29
98,1,1:10.0,P. Patterson enters the game for J. Grant,,26,29
99,1,1:04.0,,D. Theis misses 2-pt layup from 6 ft (block by N. Noel),26,29
100,1,1:02.0,Defensive rebound by P. Patterson,,26,29
101,1,0:47.0,P. George misses 2-pt jump shot from 15 ft,,26,29
102,1,0:44.0,,Defensive rebound by T. Rozier,26,29
103,1,0:39.0,,T. Rozier misses 3-pt jump shot from 26 ft,26,29
104,1,0:35.0,Defensive rebound by D. Schröder,,26,29
105,1,0:29.0,D. Schröder misses 2-pt layup from 2 ft,,26,29
106,1,0:27.0,,Defensive rebound by D. Theis,26,29
107,1,0:22.0,,D. Theis makes 2-pt dunk from 1 ft (assist by K. Irving),26,31
108,1,0:02.0,P. George makes 3-pt jump shot from 27 ft,,29,31
109,2,11:47.0,,Turnover by T. Rozier (lost ball; steal by H. Diallo),29,31
110,2,11:33.0,P. George misses 3-pt jump shot from 26 ft,,29,31
111,2,11:31.0,,Defensive rebound by T. Rozier,29,31
112,2,11:19.0,,Turnover by M. Morris (out of bounds lost ball),29,31
113,2,11:07.0,Turnover by D. Schröder (bad pass; steal by D. Theis),,29,31
114,2,10:58.0,,J. Brown misses 2-pt layup from 1 ft,29,31
115,2,10:56.0,,Offensive rebound by D. Theis,29,31
116,2,10:55.0,,D. Theis makes 2-pt layup at rim,29,33
117,2,10:39.0,P. George makes 2-pt dunk from 1 ft,,31,33
118,2,10:19.0,,T. Rozier makes 2-pt jump shot from 9 ft,31,35
119,2,10:05.0,P. George makes 2-pt jump shot from 15 ft,,33,35
120,2,9:50.0,,T. Rozier misses 3-pt jump shot from 25 ft,33,35
121,2,9:48.0,Defensive rebound by D. Schröder,,33,35
122,2,9:35.0,Shooting foul by D. Theis (drawn by D. Schröder),,33,35
123,2,9:35.0,D. Schröder makes free throw 1 of 2,,34,35
124,2,9:35.0,D. Schröder makes free throw 2 of 2,,35,35
125,2,9:21.0,,J. Brown makes 2-pt layup from 1 ft (assist by G. Hayward),35,37
126,2,9:08.0,D. Schröder misses 2-pt jump shot from 10 ft,,35,37
127,2,9:06.0,Offensive rebound by D. Schröder,,35,37
128,2,9:00.0,P. George misses 2-pt layup from 1 ft,,35,37
129,2,8:59.0,,Defensive rebound by Team,35,37
130,2,8:42.0,,M. Morris misses 3-pt jump shot from 25 ft,35,37
131,2,8:40.0,,Offensive rebound by Team,35,37
132,2,8:40.0,R. Westbrook enters the game for P. George,,35,37
133,2,8:29.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by J. Brown),35,39
134,2,8:16.0,D. Schröder misses 3-pt jump shot from 26 ft,,35,39
135,2,8:14.0,Offensive rebound by H. Diallo,,35,39
136,2,8:14.0,H. Diallo makes 2-pt layup at rim,,37,39
137,2,8:04.0,,Shooting foul by R. Westbrook (drawn by J. Brown),37,39
138,2,8:04.0,,J. Brown makes free throw 1 of 2,37,40
139,2,8:04.0,S. Adams enters the game for N. Noel,,37,40
140,2,8:04.0,,J. Brown makes free throw 2 of 2,37,41
141,2,7:52.0,D. Schröder misses 2-pt layup from 5 ft,,37,41
142,2,7:50.0,,Defensive rebound by T. Rozier,37,41
143,2,7:43.0,,Personal foul by P. Patterson (drawn by D. Theis),37,41
144,2,7:36.0,,Turnover by G. Hayward (bad pass; steal by R. Westbrook),37,41
145,2,7:28.0,R. Westbrook makes 2-pt layup from 1 ft,,39,41
146,2,7:10.0,,M. Morris misses 3-pt jump shot from 25 ft,39,41
147,2,7:08.0,Defensive rebound by D. Schröder,,39,41
148,2,7:04.0,S. Adams makes 2-pt dunk from 1 ft (assist by P. Patterson),,41,41
149,2,7:03.0,,Boston full timeout,41,41
150,2,7:03.0,J. Grant enters the game for P. Patterson,,41,41
151,2,7:03.0,,K. Irving enters the game for G. Hayward,41,41
152,2,6:45.0,,Turnover by T. Rozier (bad pass; steal by S. Adams),41,41
153,2,6:41.0,Shooting foul by M. Morris (drawn by R. Westbrook),,41,41
154,2,6:41.0,R. Westbrook makes free throw 1 of 2,,42,41
155,2,6:41.0,,J. Tatum enters the game for T. Rozier,42,41
156,2,6:41.0,R. Westbrook misses free throw 2 of 2,,42,41
157,2,6:39.0,Offensive rebound by S. Adams,,42,41
158,2,6:31.0,R. Westbrook misses 2-pt layup from 7 ft (block by D. Theis),,42,41
159,2,6:31.0,,Defensive rebound by Team,42,41
160,2,6:26.0,,J. Tatum makes 2-pt dunk from 1 ft (assist by K. Irving),42,43
161,2,6:09.0,Offensive foul by H. Diallo (drawn by D. Theis),,42,43
162,2,6:09.0,Turnover by H. Diallo (offensive foul),,42,43
163,2,6:09.0,,Technical foul by B. Donovan,42,43
164,2,6:09.0,,K. Irving makes technical free throw,42,44
165,2,6:09.0,T. Ferguson enters the game for H. Diallo,,42,44
166,2,6:09.0,,A. Horford enters the game for D. Theis,42,44
167,2,5:51.0,,A. Horford misses 2-pt layup from 2 ft (block by J. Grant),42,44
168,2,5:44.0,Defensive rebound by T. Ferguson,,42,44
169,2,5:41.0,D. Schröder makes 3-pt jump shot from 29 ft (assist by R. Westbrook),,45,44
170,2,5:29.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by K. Irving),45,47
171,2,5:14.0,Turnover by R. Westbrook (bad pass; steal by J. Tatum),,45,47
172,2,5:02.0,,K. Irving makes 2-pt layup from 1 ft (assist by A. Horford),45,49
173,2,4:53.0,T. Ferguson makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,48,49
174,2,4:42.0,,K. Irving makes 2-pt layup from 1 ft (assist by A. Horford),48,51
175,2,4:31.0,S. Adams makes 2-pt dunk from 2 ft (assist by D. Schröder),,50,51
176,2,4:21.0,,Offensive foul by K. Irving (drawn by D. Schröder),50,51
177,2,4:21.0,,Turnover by K. Irving (offensive foul),50,51
178,2,4:21.0,P. George enters the game for D. Schröder,,50,51
179,2,4:10.0,S. Adams misses 2-pt hook shot from 2 ft,,50,51
180,2,4:08.0,,Defensive rebound by J. Tatum,50,51
181,2,3:53.0,,A. Horford misses 2-pt hook shot from 2 ft,50,51
182,2,3:51.0,,Offensive rebound by K. Irving,50,51
183,2,3:50.0,,K. Irving makes 2-pt layup from 1 ft,50,53
184,2,3:41.0,T. Ferguson misses 3-pt jump shot from 26 ft,,50,53
185,2,3:39.0,,Defensive rebound by J. Tatum,50,53
186,2,3:39.0,,G. Hayward enters the game for J. Brown,50,53
187,2,3:39.0,,M. Smart enters the game for M. Morris,50,53
188,2,3:22.0,,A. Horford makes 2-pt jump shot from 13 ft (assist by M. Smart),50,55
189,2,3:12.0,R. Westbrook misses 2-pt jump shot from 10 ft,,50,55
190,2,3:10.0,,Defensive rebound by Team,50,55
191,2,2:57.0,,A. Horford makes 2-pt hook shot from 8 ft,50,57
192,2,2:46.0,Oklahoma City full timeout,,50,57
193,2,2:33.0,R. Westbrook misses 2-pt jump shot from 11 ft,,50,57
194,2,2:31.0,,Defensive rebound by M. Smart,50,57
195,2,2:13.0,Violation by Team (kicked ball),,50,57
196,2,2:07.0,,K. Irving makes 2-pt layup from 4 ft,50,59
197,2,1:47.0,S. Adams makes 2-pt layup from 1 ft (assist by P. George),,52,59
198,2,1:27.0,,K. Irving makes 2-pt layup from 2 ft (assist by M. Smart),52,61
199,2,1:08.0,P. George makes 2-pt jump shot from 21 ft,,54,61
200,2,0:39.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by A. Horford),54,64
201,2,0:33.0,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),,56,64
202,2,0:29.0,,J. Tatum makes 2-pt dunk from 1 ft (assist by M. Smart),56,66
203,2,0:12.0,R. Westbrook makes 2-pt layup from 1 ft,,58,66
204,2,0:05.0,,Personal foul by P. George (drawn by K. Irving),58,66
205,2,0:00.0,,M. Smart misses 3-pt jump shot from 24 ft,58,66
206,2,0:00.0,,Offensive rebound by Team,58,66
207,3,11:41.0,,A. Horford misses 2-pt hook shot from 6 ft,58,66
208,3,11:39.0,Defensive rebound by R. Westbrook,,58,66
209,3,11:28.0,R. Westbrook makes 2-pt jump shot from 17 ft,,60,66
210,3,11:12.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),60,69
211,3,11:01.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,63,69
212,3,10:47.0,,K. Irving makes 2-pt jump shot from 14 ft,63,71
213,3,10:24.0,J. Grant makes 2-pt hook shot from 5 ft,,65,71
214,3,10:11.0,,M. Morris makes 2-pt jump shot from 14 ft (assist by A. Horford),65,73
215,3,9:55.0,P. George makes 3-pt jump shot from 27 ft,,68,73
216,3,9:34.0,,Turnover by A. Horford (bad pass; steal by S. Adams),68,73
217,3,9:28.0,Shooting foul by J. Tatum (drawn by P. George),,68,73
218,3,9:28.0,P. George makes free throw 1 of 3,,69,73
219,3,9:28.0,P. George makes free throw 2 of 3,,70,73
220,3,9:28.0,P. George makes free throw 3 of 3,,71,73
221,3,9:06.0,,Turnover by M. Morris (lost ball; steal by T. Ferguson),71,73
222,3,9:02.0,J. Grant makes 3-pt jump shot from 23 ft (assist by T. Ferguson),,74,73
223,3,8:50.0,,K. Irving misses 3-pt jump shot from 27 ft,74,73
224,3,8:48.0,Defensive rebound by P. George,,74,73
225,3,8:45.0,T. Ferguson misses 3-pt jump shot from 25 ft,,74,73
226,3,8:43.0,,Defensive rebound by Team,74,73
227,3,8:20.0,,Turnover by K. Irving (lost ball; steal by J. Grant),74,73
228,3,8:14.0,J. Grant misses 2-pt layup from 7 ft (block by K. Irving),,74,73
229,3,8:12.0,,Defensive rebound by K. Irving,74,73
230,3,8:06.0,,M. Morris misses 3-pt jump shot from 26 ft,74,73
231,3,8:06.0,Defensive rebound by J. Grant,,74,73
232,3,7:53.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,76,73
233,3,7:53.0,,Boston full timeout,76,73
234,3,7:32.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by A. Horford),76,76
235,3,7:10.0,P. George misses 3-pt jump shot from 26 ft,,76,76
236,3,7:09.0,,Defensive rebound by M. Smart,76,76
237,3,7:02.0,,M. Morris misses 3-pt jump shot from 26 ft,76,76
238,3,7:00.0,Defensive rebound by S. Adams,,76,76
239,3,6:55.0,T. Ferguson makes 2-pt dunk at rim (assist by R. Westbrook),,78,76
240,3,6:31.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by A. Horford),78,79
241,3,6:20.0,R. Westbrook misses 2-pt layup from 1 ft,,78,79
242,3,6:18.0,,Defensive rebound by J. Tatum,78,79
243,3,6:11.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by J. Tatum),78,82
244,3,5:46.0,P. George misses 3-pt jump shot from 27 ft,,78,82
245,3,5:44.0,,Defensive rebound by M. Morris,78,82
246,3,5:37.0,,M. Smart misses 3-pt jump shot from 23 ft,78,82
247,3,5:35.0,Defensive rebound by R. Westbrook,,78,82
248,3,5:31.0,Turnover by T. Ferguson (out of bounds lost ball),,78,82
249,3,5:31.0,D. Schröder enters the game for P. George,,78,82
250,3,5:31.0,,G. Hayward enters the game for M. Morris,78,82
251,3,5:21.0,,Personal foul by S. Adams (drawn by K. Irving),78,82
252,3,5:14.0,,Turnover by K. Irving (lost ball; steal by D. Schröder),78,82
253,3,4:56.0,Turnover by D. Schröder (bad pass; steal by J. Tatum),,78,82
254,3,4:45.0,,G. Hayward makes 2-pt layup from 2 ft (assist by A. Horford),78,84
255,3,4:45.0,,Shooting foul by T. Ferguson (drawn by G. Hayward),78,84
256,3,4:45.0,Oklahoma City full timeout,,78,84
257,3,4:45.0,,G. Hayward makes free throw 1 of 1,78,85
258,3,4:32.0,T. Ferguson misses 3-pt jump shot from 23 ft,,78,85
259,3,4:30.0,,Defensive rebound by A. Horford,78,85
260,3,4:24.0,,Personal foul by T. Ferguson (drawn by K. Irving),78,85
261,3,4:12.0,,A. Horford makes 2-pt hook shot from 4 ft (assist by K. Irving),78,87
262,3,4:00.0,Personal foul by G. Hayward (drawn by S. Adams),,78,87
263,3,3:46.0,R. Westbrook misses 3-pt jump shot from 26 ft,,78,87
264,3,3:44.0,,Defensive rebound by G. Hayward,78,87
265,3,3:38.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by A. Horford),78,90
266,3,3:26.0,R. Westbrook makes 2-pt layup from 1 ft,,80,90
267,3,3:13.0,,J. Tatum makes 2-pt jump shot from 17 ft (assist by K. Irving),80,92
268,3,3:01.0,J. Grant misses 2-pt layup from 3 ft,,80,92
269,3,2:59.0,Offensive rebound by S. Adams,,80,92
270,3,2:51.0,Shooting foul by K. Irving (drawn by D. Schröder),,80,92
271,3,2:51.0,D. Schröder makes free throw 1 of 2,,81,92
272,3,2:51.0,P. George enters the game for J. Grant,,81,92
273,3,2:51.0,P. Patterson enters the game for R. Westbrook,,81,92
274,3,2:51.0,,J. Brown enters the game for J. Tatum,81,92
275,3,2:51.0,D. Schröder makes free throw 2 of 2,,82,92
276,3,2:39.0,,M. Smart makes 2-pt layup from 5 ft (assist by G. Hayward),82,94
277,3,2:27.0,P. George misses 3-pt jump shot from 26 ft,,82,94
278,3,2:25.0,Offensive rebound by S. Adams,,82,94
279,3,2:24.0,S. Adams makes 2-pt layup from 1 ft,,84,94
280,3,2:11.0,,M. Smart misses 3-pt jump shot from 26 ft,84,94
281,3,2:09.0,Defensive rebound by P. Patterson,,84,94
282,3,1:54.0,P. Patterson makes 2-pt hook shot from 10 ft (assist by D. Schröder),,86,94
283,3,1:40.0,,K. Irving makes 2-pt jump shot from 10 ft,86,96
284,3,1:40.0,N. Noel enters the game for S. Adams,,86,96
285,3,1:40.0,,T. Rozier enters the game for A. Horford,86,96
286,3,1:40.0,,D. Theis enters the game for M. Smart,86,96
287,3,1:20.0,D. Schröder makes 2-pt layup from 1 ft,,88,96
288,3,1:02.0,,D. Theis makes 3-pt jump shot from 24 ft (assist by K. Irving),88,99
289,3,0:55.0,P. George makes 2-pt layup from 1 ft,,90,99
290,3,0:55.0,Shooting foul by D. Theis (drawn by P. George),,90,99
291,3,0:55.0,P. George makes free throw 1 of 1,,91,99
292,3,0:48.0,,Personal foul by D. Schröder (drawn by K. Irving),91,99
293,3,0:44.0,,G. Hayward misses 2-pt jump shot from 19 ft,91,99
294,3,0:42.0,Defensive rebound by D. Schröder,,91,99
295,3,0:35.0,P. George misses 3-pt jump shot from 29 ft,,91,99
296,3,0:32.0,,Defensive rebound by T. Rozier,91,99
297,3,0:24.0,,T. Rozier misses 2-pt jump shot from 18 ft,91,99
298,3,0:21.0,Defensive rebound by P. Patterson,,91,99
299,3,0:01.0,D. Schröder makes 2-pt jump shot from 9 ft,,93,99
300,4,11:50.0,Personal foul by M. Morris (drawn by P. George),,93,99
301,4,11:42.0,P. George misses 3-pt jump shot from 24 ft,,93,99
302,4,11:40.0,,Defensive rebound by T. Rozier,93,99
303,4,11:27.0,,Shooting foul by D. Schröder (drawn by T. Rozier),93,99
304,4,11:27.0,,T. Rozier misses free throw 1 of 2,93,99
305,4,11:27.0,,Offensive rebound by Team,93,99
306,4,11:27.0,,T. Rozier makes free throw 2 of 2,93,100
307,4,11:10.0,D. Schröder misses 2-pt jump shot from 14 ft,,93,100
308,4,11:08.0,,Defensive rebound by M. Morris,93,100
309,4,10:52.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by J. Brown),93,102
310,4,10:42.0,P. George misses 2-pt layup from 2 ft,,93,102
311,4,10:40.0,,Defensive rebound by M. Morris,93,102
312,4,10:35.0,,T. Rozier misses 3-pt jump shot from 24 ft,93,102
313,4,10:33.0,Defensive rebound by P. George,,93,102
314,4,10:25.0,P. George misses 2-pt layup from 1 ft,,93,102
315,4,10:25.0,Offensive rebound by N. Noel,,93,102
316,4,10:21.0,N. Noel makes 2-pt layup from 1 ft,,95,102
317,4,10:21.0,Technical foul by P. George,,95,102
318,4,10:21.0,,M. Morris makes technical free throw,95,103
319,4,10:12.0,,Personal foul by D. Schröder (drawn by G. Hayward),95,103
320,4,10:08.0,,G. Hayward misses 2-pt layup from 2 ft (block by P. George),95,103
321,4,10:07.0,,Offensive rebound by Team,95,103
322,4,10:00.0,,D. Theis makes 2-pt layup from 1 ft (assist by M. Morris),95,105
323,4,9:44.0,D. Schröder misses 3-pt jump shot from 26 ft,,95,105
324,4,9:42.0,,Defensive rebound by J. Brown,95,105
325,4,9:38.0,,Turnover by J. Brown (lost ball; steal by N. Noel),95,105
326,4,9:36.0,Personal foul by M. Morris (drawn by P. George),,95,105
327,4,9:36.0,R. Westbrook enters the game for D. Schröder,,95,105
328,4,9:28.0,R. Westbrook misses 2-pt layup from 5 ft (block by T. Rozier),,95,105
329,4,9:26.0,,Defensive rebound by T. Rozier,95,105
330,4,9:08.0,,M. Morris misses 3-pt jump shot from 26 ft,95,105
331,4,9:06.0,Defensive rebound by R. Westbrook,,95,105
332,4,8:55.0,H. Diallo makes 2-pt dunk from 1 ft (assist by P. George),,97,105
333,4,8:55.0,Shooting foul by D. Theis (drawn by H. Diallo),,97,105
334,4,8:55.0,H. Diallo makes free throw 1 of 1,,98,105
335,4,8:37.0,,Personal foul by N. Noel (drawn by J. Brown),98,105
336,4,8:35.0,,M. Morris misses 3-pt jump shot from 26 ft,98,105
337,4,8:33.0,Defensive rebound by R. Westbrook,,98,105
338,4,8:25.0,R. Westbrook misses 3-pt jump shot from 25 ft,,98,105
339,4,8:23.0,Offensive rebound by N. Noel,,98,105
340,4,8:21.0,Turnover by H. Diallo (bad pass),,98,105
341,4,8:21.0,T. Ferguson enters the game for P. George,,98,105
342,4,8:08.0,,T. Rozier makes 2-pt jump shot from 17 ft,98,107
343,4,7:54.0,P. Patterson makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,101,107
344,4,7:46.0,,Personal foul by R. Westbrook (drawn by J. Brown),101,107
345,4,7:46.0,,Boston full timeout,101,107
346,4,7:46.0,S. Adams enters the game for H. Diallo,,101,107
347,4,7:46.0,P. George enters the game for N. Noel,,101,107
348,4,7:34.0,,J. Brown misses 2-pt jump shot from 8 ft,101,107
349,4,7:32.0,Defensive rebound by S. Adams,,101,107
350,4,7:28.0,R. Westbrook makes 2-pt layup at rim,,103,107
351,4,7:16.0,,T. Rozier makes 3-pt jump shot from 26 ft,103,110
352,4,6:48.0,Turnover by P. George (bad pass; steal by G. Hayward),,103,110
353,4,6:45.0,,G. Hayward misses 2-pt dunk from 4 ft (block by P. Patterson),103,110
354,4,6:43.0,,Offensive rebound by M. Morris,103,110
355,4,6:42.0,,M. Morris makes 2-pt dunk from 3 ft,103,112
356,4,6:30.0,T. Ferguson misses 3-pt jump shot from 26 ft,,103,112
357,4,6:27.0,,Defensive rebound by T. Rozier,103,112
358,4,6:24.0,,Turnover by T. Rozier (bad pass; steal by P. Patterson),103,112
359,4,6:20.0,R. Westbrook makes 2-pt dunk from 1 ft (assist by P. George),,105,112
360,4,5:58.0,,D. Theis makes 3-pt jump shot from 26 ft (assist by T. Rozier),105,115
361,4,5:46.0,Shooting foul by J. Brown (drawn by P. George),,105,115
362,4,5:46.0,P. George makes free throw 1 of 2,,106,115
363,4,5:46.0,J. Grant enters the game for P. Patterson,,106,115
364,4,5:46.0,,K. Irving enters the game for G. Hayward,106,115
365,4,5:46.0,,J. Tatum enters the game for M. Morris,106,115
366,4,5:46.0,P. George makes free throw 2 of 2,,107,115
367,4,5:25.0,,T. Rozier makes 2-pt jump shot from 15 ft (assist by K. Irving),107,117
368,4,5:16.0,T. Ferguson misses 3-pt jump shot from 23 ft,,107,117
369,4,5:14.0,,Defensive rebound by J. Tatum,107,117
370,4,4:56.0,,Shooting foul by R. Westbrook (drawn by D. Theis),107,117
371,4,4:56.0,,D. Theis makes free throw 1 of 2,107,118
372,4,4:56.0,D. Schröder enters the game for T. Ferguson,,107,118
373,4,4:56.0,,M. Smart enters the game for T. Rozier,107,118
374,4,4:56.0,,D. Theis makes free throw 2 of 2,107,119
375,4,4:52.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,110,119
376,4,4:31.0,,K. Irving misses 2-pt layup from 1 ft,110,119
377,4,4:29.0,Defensive rebound by D. Schröder,,110,119
378,4,4:29.0,,A. Horford enters the game for D. Theis,110,119
379,4,4:21.0,J. Grant makes 2-pt jump shot from 8 ft (assist by R. Westbrook),,112,119
380,4,4:21.0,Shooting foul by J. Brown (drawn by J. Grant),,112,119
381,4,4:21.0,J. Grant misses free throw 1 of 1,,112,119
382,4,4:21.0,,Defensive rebound by J. Brown,112,119
383,4,4:04.0,,Shooting foul by P. George (drawn by J. Brown),112,119
