,QUARTER,TIME_REMAINING,UTAH_ACTION,PORTLAND_ACTION,UTAH_SCORE,PORTLAND_SCORE
186,2,2:52.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),,49,70
187,2,2:33.0,,M. Harkless misses 3-pt jump shot from 25 ft,49,70
188,2,2:31.0,Defensive rebound by R. Gobert,,49,70
189,2,2:24.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),,51,70
190,2,2:24.0,,Portland full timeout,51,70
191,2,2:12.0,,C. McCollum misses 3-pt jump shot from 24 ft,51,70
192,2,2:10.0,,Offensive rebound by M. Harkless,51,70
193,2,2:09.0,,M. Harkless misses 2-pt layup at rim,51,70
194,2,2:09.0,Defensive rebound by R. Gobert,,51,70
195,2,2:08.0,Offensive foul by J. Crowder (drawn by D. Lillard),,51,70
196,2,2:08.0,Turnover by J. Crowder (offensive foul),,51,70
197,2,2:01.0,,Turnover by D. Lillard (bad pass),51,70
198,2,1:47.0,J. Crowder misses 3-pt jump shot from 27 ft,,51,70
199,2,1:45.0,,Defensive rebound by D. Lillard,51,70
200,2,1:39.0,,Personal foul by R. Rubio (drawn by D. Lillard),51,70
201,2,1:39.0,,D. Lillard makes free throw 1 of 2,51,71
202,2,1:39.0,R. O'Neale enters the game for R. Rubio,,51,71
203,2,1:39.0,,D. Lillard makes free throw 2 of 2,51,72
204,2,1:26.0,R. Gobert makes 2-pt hook shot from 1 ft (assist by J. Crowder),,53,72
205,2,1:11.0,,M. Harkless makes 2-pt jump shot from 4 ft (assist by M. Leonard),53,74
206,2,1:02.0,Personal foul by M. Harkless (drawn by D. Mitchell),,53,74
207,2,1:02.0,,J. Layman enters the game for M. Harkless,53,74
208,2,0:54.0,Personal foul by M. Leonard (drawn by J. Ingles),,53,74
209,2,0:54.0,J. Ingles makes free throw 1 of 2,,54,74
210,2,0:54.0,J. Ingles makes free throw 2 of 2,,55,74
211,2,0:30.0,,Turnover by Team (shot clock),55,74
212,2,0:30.0,,E. Turner enters the game for J. Layman,55,74
213,2,0:08.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by J. Crowder),,58,74
214,2,0:00.0,,D. Lillard misses 2-pt layup from 1 ft,58,74
215,2,0:00.0,,Offensive rebound by A. Aminu,58,74
216,2,0:00.0,,A. Aminu misses 2-pt layup at rim,58,74
217,2,0:00.0,,Offensive rebound by Team,58,74
218,3,11:48.0,,Personal foul by D. Mitchell (drawn by M. Leonard),58,74
219,3,11:40.0,,C. McCollum makes 2-pt jump shot from 10 ft (assist by M. Leonard),58,76
220,3,11:25.0,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),,60,76
221,3,11:09.0,,D. Lillard misses 3-pt jump shot from 25 ft,60,76
222,3,11:08.0,Defensive rebound by R. Gobert,,60,76
223,3,10:51.0,Turnover by J. Ingles (bad pass; steal by D. Lillard),,60,76
224,3,10:46.0,,C. McCollum misses 2-pt layup from 2 ft,60,76
225,3,10:44.0,Defensive rebound by D. Favors,,60,76
226,3,10:40.0,R. Gobert misses 2-pt layup from 2 ft,,60,76
227,3,10:38.0,Offensive rebound by R. Rubio,,60,76
228,3,10:36.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by R. Rubio),,63,76
229,3,10:21.0,,M. Harkless misses 3-pt jump shot from 25 ft,63,76
230,3,10:19.0,Defensive rebound by D. Mitchell,,63,76
231,3,10:04.0,D. Mitchell makes 2-pt jump shot from 5 ft,,65,76
232,3,9:48.0,,D. Lillard makes 2-pt layup from 1 ft,65,78
233,3,9:37.0,R. Rubio misses 2-pt layup from 2 ft,,65,78
234,3,9:34.0,,Defensive rebound by M. Leonard,65,78
235,3,9:26.0,,D. Lillard misses 3-pt jump shot from 25 ft,65,78
236,3,9:25.0,Defensive rebound by R. Gobert,,65,78
237,3,9:09.0,D. Mitchell makes 2-pt jump shot from 4 ft (assist by R. Gobert),,67,78
238,3,9:09.0,,Portland full timeout,67,78
239,3,8:55.0,,A. Aminu misses 3-pt jump shot from 25 ft,67,78
240,3,8:53.0,Defensive rebound by R. Gobert,,67,78
241,3,8:40.0,Turnover by R. Rubio (bad pass; steal by M. Harkless),,67,78
242,3,8:35.0,,M. Harkless makes 2-pt dunk at rim,67,80
243,3,8:20.0,Turnover by D. Mitchell (traveling),,67,80
244,3,8:07.0,,Turnover by C. McCollum (bad pass; steal by D. Mitchell),67,80
245,3,7:57.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,70,80
246,3,7:36.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by D. Lillard),70,82
247,3,7:16.0,Turnover by R. Rubio (bad pass; steal by C. McCollum),,70,82
248,3,7:13.0,,D. Lillard makes 2-pt layup from 1 ft (assist by C. McCollum),70,84
249,3,7:02.0,Personal foul by C. McCollum (drawn by R. Gobert),,70,84
250,3,7:02.0,G. Allen enters the game for D. Favors,,70,84
251,3,7:02.0,J. Crowder enters the game for R. Rubio,,70,84
252,3,6:53.0,D. Mitchell misses 2-pt jump shot from 5 ft,,70,84
253,3,6:53.0,,Defensive rebound by Team,70,84
254,3,6:36.0,,C. McCollum misses 3-pt jump shot from 28 ft,70,84
255,3,6:33.0,,Offensive rebound by M. Leonard,70,84
256,3,6:30.0,,C. McCollum makes 2-pt layup from 1 ft (assist by M. Leonard),70,86
257,3,6:11.0,D. Mitchell misses 2-pt jump shot from 19 ft,,70,86
258,3,6:08.0,,Defensive rebound by C. McCollum,70,86
259,3,5:58.0,,C. McCollum misses 2-pt layup from 1 ft,70,86
260,3,5:58.0,Defensive rebound by R. Gobert,,70,86
261,3,5:48.0,J. Ingles misses 3-pt jump shot from 24 ft,,70,86
262,3,5:46.0,,Defensive rebound by D. Lillard,70,86
263,3,5:29.0,,Personal foul by J. Crowder (drawn by D. Lillard),70,86
264,3,5:29.0,R. O'Neale enters the game for J. Ingles,,70,86
265,3,5:26.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by D. Lillard),70,88
266,3,5:11.0,D. Mitchell misses 2-pt jump shot from 8 ft,,70,88
267,3,5:09.0,,Defensive rebound by A. Aminu,70,88
268,3,5:07.0,,Flagrant foul type 1 by G. Allen (drawn by A. Aminu),70,88
269,3,5:07.0,,A. Aminu makes flagrant free throw 1 of 2,70,89
270,3,5:07.0,,A. Aminu makes flagrant free throw 2 of 2,70,90
271,3,5:01.0,,M. Leonard makes 3-pt jump shot from 25 ft (assist by M. Harkless),70,93
272,3,4:48.0,J. Crowder misses 2-pt layup from 2 ft (block by C. McCollum),,70,93
273,3,4:47.0,,Defensive rebound by M. Leonard,70,93
274,3,4:36.0,,D. Lillard misses 2-pt layup from 5 ft (block by R. Gobert),70,93
275,3,4:35.0,Defensive rebound by Team,,70,93
276,3,4:26.0,D. Mitchell misses 2-pt layup from 2 ft (block by A. Aminu),,70,93
277,3,4:24.0,,Defensive rebound by M. Leonard,70,93
278,3,4:14.0,,Turnover by A. Aminu (lost ball; steal by R. O'Neale),70,93
279,3,4:02.0,Turnover by R. Gobert (bad pass; steal by M. Harkless),,70,93
280,3,3:57.0,,D. Lillard makes 2-pt layup from 1 ft,70,95
281,3,3:48.0,R. O'Neale misses 3-pt jump shot from 23 ft,,70,95
282,3,3:48.0,,Defensive rebound by Team,70,95
283,3,3:47.0,Loose ball foul by R. Gobert (drawn by M. Leonard),,70,95
284,3,3:43.0,,Personal foul by R. O'Neale (drawn by D. Lillard),70,95
285,3,3:43.0,,D. Lillard makes free throw 1 of 2,70,96
286,3,3:43.0,,D. Lillard makes free throw 2 of 2,70,97
287,3,3:35.0,G. Allen misses 2-pt jump shot from 4 ft,,70,97
288,3,3:34.0,Offensive rebound by R. Gobert,,70,97
289,3,3:32.0,G. Allen makes 3-pt jump shot from 26 ft (assist by R. Gobert),,73,97
290,3,3:10.0,,C. McCollum misses 2-pt jump shot from 18 ft,73,97
291,3,3:08.0,Defensive rebound by G. Allen,,73,97
292,3,3:08.0,Personal foul by C. McCollum (drawn by G. Allen),,73,97
293,3,3:08.0,,J. Layman enters the game for A. Aminu,73,97
294,3,3:08.0,,E. Turner enters the game for M. Harkless,73,97
295,3,2:58.0,D. Mitchell misses 2-pt jump shot from 16 ft,,73,97
296,3,2:55.0,,Defensive rebound by E. Turner,73,97
297,3,2:48.0,,Turnover by J. Layman (bad pass; steal by G. Allen),73,97
298,3,2:41.0,Turnover by G. Allen (bad pass; steal by C. McCollum),,73,97
299,3,2:38.0,,Personal foul by G. Allen (drawn by C. McCollum),73,97
300,3,2:38.0,Utah full timeout,,73,97
301,3,2:38.0,D. Favors enters the game for R. Gobert,,73,97
302,3,2:38.0,J. Ingles enters the game for D. Mitchell,,73,97
303,3,2:38.0,R. Rubio enters the game for R. O'Neale,,73,97
304,3,2:38.0,,C. McCollum makes free throw 1 of 2,73,98
305,3,2:38.0,,C. McCollum makes free throw 2 of 2,73,99
306,3,2:22.0,G. Allen makes 3-pt jump shot from 26 ft (assist by J. Ingles),,76,99
307,3,2:05.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by E. Turner),76,102
308,3,1:52.0,R. Rubio misses 2-pt jump shot from 8 ft,,76,102
309,3,1:49.0,Offensive rebound by D. Favors,,76,102
310,3,1:49.0,D. Favors makes 2-pt layup at rim,,78,102
311,3,1:27.0,,M. Leonard makes 3-pt jump shot from 26 ft (assist by D. Lillard),78,105
312,3,1:01.0,J. Crowder misses 3-pt jump shot from 42 ft,,78,105
313,3,1:01.0,Offensive rebound by Team,,78,105
314,3,1:01.0,Turnover by Team (shot clock),,78,105
315,3,1:01.0,,Z. Collins enters the game for M. Leonard,78,105
316,3,1:01.0,,S. Curry enters the game for C. McCollum,78,105
317,3,0:45.0,,Shooting foul by J. Ingles (drawn by Z. Collins),78,105
318,3,0:45.0,,Z. Collins makes free throw 1 of 2,78,106
319,3,0:45.0,,Z. Collins makes free throw 2 of 2,78,107
320,3,0:38.0,G. Allen misses 3-pt jump shot from 26 ft,,78,107
321,3,0:36.0,,Defensive rebound by J. Layman,78,107
322,3,0:22.0,,J. Layman misses 2-pt layup from 2 ft,78,107
323,3,0:22.0,,Offensive rebound by Z. Collins,78,107
324,3,0:19.0,,Turnover by Z. Collins (bad pass; steal by G. Allen),78,107
325,3,0:12.0,Shooting foul by J. Layman (drawn by J. Ingles),,78,107
326,3,0:12.0,J. Ingles makes free throw 1 of 2,,79,107
327,3,0:12.0,J. Ingles makes free throw 2 of 2,,80,107
328,3,0:05.0,,D. Lillard makes 2-pt layup from 1 ft (assist by E. Turner),80,109
329,3,0:00.0,R. Rubio misses 2-pt jump shot from 16 ft,,80,109
330,3,0:00.0,Offensive rebound by Team,,80,109
331,4,11:47.0,J. Crowder makes 3-pt jump shot from 25 ft,,83,109
332,4,11:26.0,,E. Turner misses 2-pt jump shot from 18 ft,83,109
333,4,11:25.0,Defensive rebound by D. Favors,,83,109
334,4,11:20.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. Rubio),,86,109
335,4,11:20.0,Shooting foul by J. Layman (drawn by J. Crowder),,86,109
336,4,11:20.0,J. Crowder misses free throw 1 of 1,,86,109
337,4,11:18.0,,Defensive rebound by E. Turner,86,109
338,4,10:59.0,,J. Layman makes 2-pt layup from 2 ft,86,111
339,4,10:36.0,D. Favors misses 2-pt hook shot from 4 ft,,86,111
340,4,10:35.0,,Defensive rebound by D. Lillard,86,111
341,4,10:25.0,,D. Lillard makes 2-pt hook shot from 5 ft,86,113
342,4,10:09.0,G. Allen misses 2-pt layup from 1 ft (block by J. Layman),,86,113
343,4,10:07.0,,Defensive rebound by J. Layman,86,113
344,4,10:01.0,,Shooting foul by D. Favors (drawn by Z. Collins),86,113
345,4,10:01.0,,Z. Collins makes free throw 1 of 2,86,114
346,4,10:01.0,K. Korver enters the game for G. Allen,,86,114
347,4,10:01.0,,Z. Collins makes free throw 2 of 2,86,115
348,4,9:50.0,R. Rubio makes 2-pt jump shot from 5 ft,,88,115
349,4,9:27.0,,Z. Collins makes 2-pt jump shot from 13 ft (assist by J. Layman),88,117
350,4,9:19.0,Turnover by R. Rubio (bad pass),,88,117
351,4,9:19.0,G. Niang enters the game for J. Ingles,,88,117
352,4,9:01.0,,E. Turner misses 2-pt hook shot from 2 ft,88,117
353,4,9:00.0,,Offensive rebound by Z. Collins,88,117
354,4,9:00.0,,Personal foul by J. Crowder (drawn by E. Turner),88,117
355,4,9:00.0,R. O'Neale enters the game for J. Crowder,,88,117
356,4,8:58.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by E. Turner),88,120
357,4,8:43.0,R. Rubio misses 2-pt jump shot from 15 ft,,88,120
358,4,8:41.0,,Defensive rebound by D. Lillard,88,120
359,4,8:34.0,,E. Turner misses 2-pt jump shot from 8 ft,88,120
360,4,8:31.0,,Offensive rebound by Z. Collins,88,120
361,4,8:24.0,,Shooting foul by K. Korver (drawn by E. Turner),88,120
362,4,8:24.0,,E. Turner misses free throw 1 of 2,88,120
363,4,8:24.0,,Offensive rebound by Team,88,120
364,4,8:24.0,G. Allen enters the game for R. Rubio,,88,120
365,4,8:24.0,,E. Turner makes free throw 2 of 2,88,121
366,4,8:11.0,K. Korver misses 3-pt jump shot from 25 ft,,88,121
367,4,8:06.0,,Defensive rebound by S. Curry,88,121
368,4,8:00.0,,S. Curry misses 2-pt layup from 2 ft,88,121
369,4,7:58.0,Defensive rebound by D. Favors,,88,121
370,4,7:53.0,K. Korver makes 3-pt jump shot from 24 ft (assist by G. Allen),,91,121
371,4,7:27.0,,E. Turner misses 2-pt layup from 2 ft,91,121
372,4,7:25.0,Defensive rebound by K. Korver,,91,121
373,4,7:15.0,D. Favors misses 2-pt jump shot from 18 ft,,91,121
374,4,7:12.0,Offensive rebound by R. O'Neale,,91,121
375,4,7:03.0,G. Allen makes 2-pt jump shot from 3 ft,,93,121
376,4,6:48.0,,Turnover by E. Turner (bad pass; steal by D. Favors),93,121
377,4,6:43.0,G. Allen misses 3-pt jump shot from 26 ft,,93,121
378,4,6:42.0,Offensive rebound by D. Favors,,93,121
379,4,6:40.0,D. Favors makes 2-pt hook shot from 4 ft,,95,121
