,QUARTER,TIME_REMAINING,UTAH_ACTION,PORTLAND_ACTION,UTAH_SCORE,PORTLAND_SCORE
0,1,11:40.0,J. Ingles makes 2-pt layup from 1 ft (assist by R. Rubio),,2,0
1,1,11:20.0,,C. McCollum makes 2-pt jump shot from 15 ft (assist by D. Lillard),2,2
2,1,11:12.0,Personal foul by M. Leonard (drawn by J. Ingles),,2,2
3,1,11:06.0,D. Favors makes 2-pt hook shot from 2 ft (assist by R. Rubio),,4,2
4,1,10:46.0,,C. McCollum makes 2-pt jump shot from 12 ft,4,4
5,1,10:28.0,Turnover by R. Rubio (traveling),,4,4
6,1,10:11.0,,M. Leonard makes 2-pt jump shot from 9 ft (assist by A. Aminu),4,6
7,1,10:00.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Rubio),,7,6
8,1,9:41.0,,D. Lillard makes 2-pt jump shot from 22 ft,7,8
9,1,9:28.0,Shooting foul by M. Harkless (drawn by J. Ingles),,7,8
10,1,9:28.0,J. Ingles makes free throw 1 of 2,,8,8
11,1,9:28.0,J. Ingles makes free throw 2 of 2,,9,8
12,1,9:22.0,,Personal foul by R. Rubio (drawn by D. Lillard),9,8
13,1,9:17.0,,D. Lillard misses 3-pt jump shot from 26 ft,9,8
14,1,9:15.0,Defensive rebound by R. Gobert,,9,8
15,1,9:05.0,D. Favors misses 3-pt jump shot from 23 ft,,9,8
16,1,9:03.0,Offensive rebound by D. Mitchell,,9,8
17,1,9:01.0,D. Mitchell makes 2-pt layup from 1 ft,,11,8
18,1,8:51.0,,D. Lillard makes 2-pt jump shot from 15 ft,11,10
19,1,8:34.0,R. Gobert makes 2-pt hook shot from 2 ft (assist by R. Rubio),,13,10
20,1,8:11.0,,C. McCollum makes 2-pt jump shot from 7 ft (assist by M. Leonard),13,12
21,1,7:57.0,R. Gobert misses 2-pt dunk from 2 ft,,13,12
22,1,7:54.0,,Defensive rebound by D. Lillard,13,12
23,1,7:47.0,,M. Leonard makes 3-pt jump shot from 22 ft (assist by A. Aminu),13,15
24,1,7:28.0,R. Rubio misses 2-pt jump shot from 20 ft,,13,15
25,1,7:26.0,,Defensive rebound by A. Aminu,13,15
26,1,7:20.0,,C. McCollum makes 2-pt jump shot from 2 ft (assist by D. Lillard),13,17
27,1,7:20.0,Utah full timeout,,13,17
28,1,7:20.0,J. Crowder enters the game for D. Favors,,13,17
29,1,7:03.0,Shooting foul by M. Harkless (drawn by D. Mitchell),,13,17
30,1,7:03.0,K. Korver enters the game for J. Ingles,,13,17
31,1,7:03.0,R. O'Neale enters the game for R. Rubio,,13,17
32,1,7:03.0,D. Mitchell makes free throw 1 of 2,,14,17
33,1,7:03.0,D. Mitchell makes free throw 2 of 2,,15,17
34,1,6:42.0,,D. Lillard misses 2-pt jump shot from 15 ft,15,17
35,1,6:41.0,,Offensive rebound by M. Harkless,15,17
36,1,6:39.0,,A. Aminu misses 3-pt jump shot from 25 ft,15,17
37,1,6:36.0,Defensive rebound by R. Gobert,,15,17
38,1,6:27.0,D. Mitchell makes 2-pt layup from 1 ft,,17,17
39,1,6:14.0,,M. Leonard makes 3-pt jump shot from 25 ft (assist by D. Lillard),17,20
40,1,5:56.0,J. Crowder misses 3-pt jump shot from 24 ft,,17,20
41,1,5:56.0,,Defensive rebound by Team,17,20
42,1,5:56.0,Loose ball foul by R. Gobert (drawn by M. Leonard),,17,20
43,1,5:41.0,,M. Leonard misses 3-pt jump shot from 24 ft,17,20
44,1,5:37.0,Defensive rebound by K. Korver,,17,20
45,1,5:28.0,R. Gobert makes 2-pt layup from 2 ft (assist by K. Korver),,19,20
46,1,5:20.0,,C. McCollum makes 3-pt jump shot from 24 ft,19,23
47,1,5:02.0,Offensive foul by J. Crowder (drawn by C. McCollum),,19,23
48,1,5:02.0,Turnover by J. Crowder (offensive foul),,19,23
49,1,4:49.0,,Shooting foul by D. Mitchell (drawn by D. Lillard),19,23
50,1,4:49.0,,D. Lillard makes free throw 1 of 3,19,24
51,1,4:49.0,,D. Lillard makes free throw 2 of 3,19,25
52,1,4:49.0,,D. Lillard makes free throw 3 of 3,19,26
53,1,4:37.0,D. Mitchell misses 3-pt jump shot from 25 ft,,19,26
54,1,4:36.0,,Defensive rebound by M. Leonard,19,26
55,1,4:25.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),19,29
56,1,4:12.0,Turnover by R. O'Neale (lost ball; steal by D. Lillard),,19,29
57,1,4:09.0,,D. Lillard makes 2-pt layup from 3 ft,19,31
58,1,4:09.0,Utah full timeout,,19,31
59,1,4:09.0,,J. Layman enters the game for A. Aminu,19,31
60,1,4:09.0,,E. Turner enters the game for M. Harkless,19,31
61,1,3:55.0,K. Korver misses 3-pt jump shot from 25 ft,,19,31
62,1,3:53.0,,Defensive rebound by M. Leonard,19,31
63,1,3:43.0,,J. Layman makes 3-pt jump shot from 25 ft (assist by D. Lillard),19,34
64,1,3:30.0,Turnover by D. Mitchell (lost ball; steal by E. Turner),,19,34
65,1,3:23.0,,C. McCollum makes 2-pt jump shot from 16 ft,19,36
66,1,3:01.0,Shooting foul by D. Lillard (drawn by D. Mitchell),,19,36
67,1,3:01.0,D. Favors enters the game for R. Gobert,,19,36
68,1,3:01.0,R. Rubio enters the game for R. O'Neale,,19,36
69,1,3:01.0,,Z. Collins enters the game for M. Leonard,19,36
70,1,3:01.0,D. Mitchell makes free throw 1 of 2,,20,36
71,1,3:01.0,D. Mitchell makes free throw 2 of 2,,21,36
72,1,2:47.0,,D. Lillard misses 2-pt jump shot from 21 ft,21,36
73,1,2:44.0,,Offensive rebound by Z. Collins,21,36
74,1,2:37.0,,Z. Collins makes 2-pt hook shot from 2 ft (assist by D. Lillard),21,38
75,1,2:37.0,J. Ingles enters the game for D. Mitchell,,21,38
76,1,2:17.0,D. Favors misses 2-pt layup from 2 ft,,21,38
77,1,2:16.0,,Defensive rebound by D. Lillard,21,38
78,1,2:06.0,,Z. Collins misses 3-pt jump shot from 25 ft,21,38
79,1,2:03.0,Defensive rebound by R. Rubio,,21,38
80,1,1:46.0,D. Favors misses 2-pt layup from 2 ft (block by J. Layman),,21,38
81,1,1:44.0,,Defensive rebound by C. McCollum,21,38
82,1,1:41.0,,C. McCollum makes 2-pt jump shot from 9 ft,21,40
83,1,1:23.0,D. Favors makes 2-pt layup from 1 ft (assist by J. Ingles),,23,40
84,1,1:02.0,,Z. Collins makes 3-pt jump shot from 25 ft (assist by E. Turner),23,43
85,1,0:50.0,D. Favors makes 2-pt hook shot from 4 ft (assist by R. Rubio),,25,43
86,1,0:35.0,,Offensive foul by D. Lillard (drawn by R. Rubio),25,43
87,1,0:35.0,,Turnover by D. Lillard (offensive foul),25,43
88,1,0:35.0,,Violation by Team (delay of game),25,43
89,1,0:35.0,,S. Curry enters the game for D. Lillard,25,43
90,1,0:23.0,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),,27,43
91,1,0:02.0,,C. McCollum makes 2-pt jump shot from 18 ft,27,45
92,1,0:00.0,R. Rubio misses 3-pt jump shot from 47 ft,,27,45
93,1,0:00.0,Offensive rebound by Team,,27,45
94,2,11:48.0,,J. Layman misses 2-pt hook shot from 5 ft,27,45
95,2,11:47.0,Defensive rebound by J. Ingles,,27,45
96,2,11:39.0,R. Rubio misses 3-pt jump shot from 23 ft,,27,45
97,2,11:36.0,,Defensive rebound by E. Turner,27,45
98,2,11:30.0,,E. Turner makes 2-pt layup from 2 ft,27,47
99,2,11:13.0,J. Crowder misses 3-pt jump shot from 25 ft,,27,47
100,2,11:11.0,,Defensive rebound by E. Turner,27,47
101,2,11:03.0,,Z. Collins misses 2-pt jump shot from 14 ft,27,47
102,2,11:00.0,Defensive rebound by J. Ingles,,27,47
103,2,10:50.0,R. Rubio makes 2-pt jump shot from 8 ft,,29,47
104,2,10:35.0,,Personal foul by R. Rubio (drawn by S. Curry),29,47
105,2,10:35.0,,Offensive foul by J. Layman (drawn by R. Rubio),29,47
106,2,10:35.0,,Turnover by J. Layman (offensive foul),29,47
107,2,10:21.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Favors),,32,47
108,2,10:05.0,,Personal foul by J. Ingles (drawn by Z. Collins),32,47
109,2,9:58.0,,Turnover by C. McCollum (bad pass; steal by R. Rubio),32,47
110,2,9:51.0,R. O'Neale makes 3-pt jump shot from 23 ft (assist by J. Crowder),,35,47
111,2,9:32.0,,Shooting foul by R. O'Neale (drawn by Z. Collins),35,47
112,2,9:32.0,,Z. Collins makes free throw 1 of 2,35,48
113,2,9:32.0,,Z. Collins misses free throw 2 of 2,35,48
114,2,9:30.0,Defensive rebound by J. Crowder,,35,48
115,2,9:13.0,J. Ingles misses 3-pt jump shot from 25 ft,,35,48
116,2,9:11.0,,Defensive rebound by C. McCollum,35,48
117,2,9:05.0,,Shooting foul by R. O'Neale (drawn by C. McCollum),35,48
118,2,9:05.0,,C. McCollum makes free throw 1 of 2,35,49
119,2,9:05.0,G. Niang enters the game for J. Crowder,,35,49
120,2,9:05.0,,C. McCollum misses free throw 2 of 2,35,49
121,2,9:02.0,Defensive rebound by R. O'Neale,,35,49
122,2,8:49.0,G. Niang misses 3-pt jump shot from 23 ft,,35,49
123,2,8:46.0,,Defensive rebound by J. Layman,35,49
124,2,8:39.0,,J. Layman makes 3-pt jump shot from 25 ft (assist by E. Turner),35,52
125,2,8:17.0,Shooting foul by E. Turner (drawn by R. Rubio),,35,52
126,2,8:17.0,R. Rubio makes free throw 1 of 2,,36,52
127,2,8:17.0,R. Gobert enters the game for D. Favors,,36,52
128,2,8:17.0,D. Mitchell enters the game for J. Ingles,,36,52
129,2,8:17.0,,D. Lillard enters the game for C. McCollum,36,52
130,2,8:17.0,R. Rubio makes free throw 2 of 2,,37,52
131,2,8:04.0,,D. Lillard misses 3-pt jump shot from 27 ft,37,52
132,2,8:02.0,Defensive rebound by R. O'Neale,,37,52
133,2,7:53.0,R. Rubio misses 2-pt jump shot from 19 ft,,37,52
134,2,7:51.0,,Defensive rebound by D. Lillard,37,52
135,2,7:43.0,,D. Lillard makes 2-pt jump shot from 14 ft,37,54
136,2,7:34.0,R. Rubio misses 3-pt jump shot from 24 ft,,37,54
137,2,7:34.0,,Defensive rebound by S. Curry,37,54
138,2,7:26.0,,S. Curry misses 3-pt jump shot from 25 ft,37,54
139,2,7:25.0,Defensive rebound by R. O'Neale,,37,54
140,2,7:25.0,Utah full timeout,,37,54
141,2,7:25.0,K. Korver enters the game for R. Rubio,,37,54
142,2,7:16.0,Shooting foul by Z. Collins (drawn by R. Gobert),,37,54
143,2,7:16.0,R. Gobert makes free throw 1 of 2,,38,54
144,2,7:16.0,R. Gobert misses free throw 2 of 2,,38,54
145,2,7:14.0,,Defensive rebound by J. Layman,38,54
146,2,6:55.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by J. Layman),38,57
147,2,6:46.0,D. Mitchell makes 2-pt layup from 2 ft,,40,57
148,2,6:33.0,,J. Layman makes 3-pt jump shot from 24 ft (assist by D. Lillard),40,60
149,2,6:22.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. O'Neale),,42,60
150,2,6:06.0,,E. Turner makes 2-pt jump shot from 15 ft (assist by D. Lillard),42,62
151,2,5:57.0,D. Mitchell makes 2-pt jump shot from 14 ft,,44,62
152,2,5:40.0,,Shooting foul by R. O'Neale (drawn by D. Lillard),44,62
153,2,5:40.0,,D. Lillard makes free throw 1 of 2,44,63
154,2,5:40.0,,M. Harkless enters the game for E. Turner,44,63
155,2,5:40.0,,D. Lillard makes free throw 2 of 2,44,64
156,2,5:22.0,D. Mitchell misses 2-pt layup from 2 ft,,44,64
157,2,5:20.0,Offensive rebound by D. Mitchell,,44,64
158,2,5:13.0,K. Korver misses 3-pt jump shot from 26 ft,,44,64
159,2,5:11.0,,Defensive rebound by Z. Collins,44,64
160,2,5:00.0,,J. Layman misses 3-pt jump shot from 23 ft,44,64
161,2,4:56.0,Defensive rebound by K. Korver,,44,64
162,2,4:52.0,Shooting foul by Z. Collins (drawn by D. Mitchell),,44,64
163,2,4:52.0,D. Mitchell misses free throw 1 of 2,,44,64
164,2,4:52.0,Offensive rebound by Team,,44,64
165,2,4:52.0,,A. Aminu enters the game for Z. Collins,44,64
166,2,4:52.0,,M. Leonard enters the game for J. Layman,44,64
167,2,4:52.0,D. Mitchell makes free throw 2 of 2,,45,64
168,2,4:38.0,,D. Lillard makes 3-pt jump shot from 26 ft,45,67
169,2,4:26.0,D. Mitchell misses 3-pt jump shot from 27 ft,,45,67
170,2,4:24.0,,Defensive rebound by D. Lillard,45,67
171,2,4:16.0,,D. Lillard makes 3-pt jump shot from 24 ft,45,70
172,2,4:15.0,Utah full timeout,,45,70
173,2,4:15.0,J. Crowder enters the game for K. Korver,,45,70
174,2,4:15.0,J. Ingles enters the game for G. Niang,,45,70
175,2,4:15.0,R. Rubio enters the game for R. O'Neale,,45,70
176,2,4:09.0,Offensive foul by J. Ingles (drawn by A. Aminu),,45,70
177,2,4:09.0,Turnover by J. Ingles (offensive foul),,45,70
178,2,3:57.0,,Turnover by D. Lillard (bad pass; steal by R. Rubio),45,70
179,2,3:54.0,D. Mitchell makes 2-pt dunk at rim,,47,70
180,2,3:39.0,,D. Lillard misses 2-pt layup from 1 ft (block by R. Gobert),47,70
181,2,3:38.0,Defensive rebound by D. Mitchell,,47,70
182,2,3:38.0,,C. McCollum enters the game for S. Curry,47,70
183,2,3:25.0,R. Rubio misses 3-pt jump shot from 25 ft,,47,70
184,2,3:24.0,,Defensive rebound by A. Aminu,47,70
185,2,3:09.0,,Turnover by C. McCollum (bad pass; steal by J. Ingles),47,70
