,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,UTAH_ACTION,MEMPHIS_SCORE,UTAH_SCORE
0,1,11:48.0,,Turnover by D. Mitchell (bad pass),0,0
1,1,11:32.0,M. Gasol makes 2-pt jump shot from 22 ft (assist by M. Conley),,2,0
2,1,11:05.0,,J. Ingles misses 3-pt jump shot from 28 ft,2,0
3,1,11:02.0,Defensive rebound by G. Temple,,2,0
4,1,10:55.0,J. Jackson makes 2-pt hook shot from 2 ft (assist by M. Gasol),,4,0
5,1,10:42.0,,D. Favors misses 3-pt jump shot from 23 ft,4,0
6,1,10:41.0,,Offensive rebound by Team,4,0
7,1,10:41.0,Loose ball foul by C. Parsons (drawn by R. Gobert),,4,0
8,1,10:35.0,Violation by Team (kicked ball),,4,0
9,1,10:29.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),4,3
10,1,10:03.0,J. Jackson misses 2-pt jump shot from 7 ft,,4,3
11,1,10:01.0,,Defensive rebound by R. Gobert,4,3
12,1,9:51.0,,R. Rubio misses 3-pt jump shot from 25 ft,4,3
13,1,9:49.0,,Offensive rebound by D. Favors,4,3
14,1,9:46.0,,J. Ingles misses 3-pt jump shot from 27 ft,4,3
15,1,9:42.0,Defensive rebound by C. Parsons,,4,3
16,1,9:30.0,C. Parsons misses 3-pt jump shot from 24 ft,,4,3
17,1,9:24.0,Offensive rebound by G. Temple,,4,3
18,1,9:17.0,G. Temple misses 3-pt jump shot from 23 ft,,4,3
19,1,9:14.0,,Defensive rebound by R. Gobert,4,3
20,1,9:11.0,,Personal foul by J. Jackson (drawn by D. Favors),4,3
21,1,9:04.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by D. Favors),4,6
22,1,8:40.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Conley),,7,6
23,1,8:24.0,,R. Rubio misses 2-pt jump shot from 18 ft,7,6
24,1,8:21.0,Defensive rebound by M. Gasol,,7,6
25,1,8:14.0,C. Parsons misses 2-pt jump shot from 20 ft,,7,6
26,1,8:10.0,,Defensive rebound by R. Gobert,7,6
27,1,8:03.0,,D. Mitchell makes 2-pt jump shot from 21 ft,7,8
28,1,7:40.0,J. Jackson misses 3-pt jump shot from 25 ft,,7,8
29,1,7:38.0,,Defensive rebound by R. Gobert,7,8
30,1,7:29.0,,J. Ingles misses 2-pt jump shot from 6 ft,7,8
31,1,7:25.0,Defensive rebound by J. Jackson,,7,8
32,1,7:21.0,Memphis full timeout,,7,8
33,1,7:11.0,J. Jackson misses 3-pt jump shot from 23 ft,,7,8
