,QUARTER,TIME_REMAINING,DETROIT_ACTION,OKLAHOMA CITY_ACTION,DETROIT_SCORE,OKLAHOMA CITY_SCORE
69,1,5:21.0,Z. Pachulia enters the game for A. Drummond,,21,15
70,1,5:21.0,,D. Schröder enters the game for P. George,21,15
71,1,5:10.0,,Turnover by R. Westbrook (bad pass; steal by B. Brown),21,15
72,1,5:07.0,Turnover by B. Brown (lost ball; steal by N. Noel),,21,15
73,1,5:00.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by D. Schröder),21,17
74,1,4:43.0,R. Jackson misses 3-pt jump shot from 26 ft,,21,17
75,1,4:39.0,,Defensive rebound by J. Grant,21,17
76,1,4:32.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),21,20
77,1,4:17.0,Personal foul by N. Noel (drawn by B. Griffin),,21,20
78,1,4:17.0,B. Griffin makes free throw 1 of 2,,22,20
79,1,4:17.0,L. Galloway enters the game for B. Brown,,22,20
80,1,4:17.0,B. Griffin makes free throw 2 of 2,,23,20
81,1,4:05.0,,R. Westbrook misses 2-pt layup from 5 ft,23,20
82,1,4:03.0,Defensive rebound by L. Galloway,,23,20
83,1,3:57.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by B. Griffin),,26,20
84,1,3:47.0,,J. Grant misses 3-pt jump shot from 25 ft,26,20
85,1,3:43.0,,Offensive rebound by D. Schröder,26,20
86,1,3:41.0,,D. Schröder misses 3-pt jump shot from 26 ft,26,20
87,1,3:38.0,Defensive rebound by B. Griffin,,26,20
88,1,3:26.0,L. Galloway misses 3-pt jump shot from 23 ft,,26,20
89,1,3:21.0,,Defensive rebound by R. Westbrook,26,20
90,1,3:15.0,,Shooting foul by R. Jackson (drawn by R. Westbrook),26,20
91,1,3:15.0,,R. Westbrook makes free throw 1 of 2,26,21
92,1,3:15.0,T. Maker enters the game for B. Griffin,,26,21
93,1,3:15.0,I. Smith enters the game for R. Jackson,,26,21
94,1,3:15.0,,M. Morris enters the game for J. Grant,26,21
95,1,3:15.0,,R. Westbrook makes free throw 2 of 2,26,22
96,1,2:54.0,Z. Pachulia makes 2-pt layup from 1 ft,,28,22
97,1,2:54.0,Shooting foul by T. Ferguson (drawn by Z. Pachulia),,28,22
98,1,2:54.0,,Oklahoma City full timeout,28,22
99,1,2:54.0,L. Kennard enters the game for W. Ellington,,28,22
100,1,2:54.0,,R. Felton enters the game for T. Ferguson,28,22
101,1,2:54.0,,P. George enters the game for R. Westbrook,28,22
102,1,2:54.0,Z. Pachulia makes free throw 1 of 1,,29,22
103,1,2:45.0,,D. Schröder makes 2-pt layup from 3 ft (assist by P. George),29,24
104,1,2:45.0,,Shooting foul by Z. Pachulia (drawn by D. Schröder),29,24
105,1,2:45.0,,D. Schröder makes free throw 1 of 1,29,25
106,1,2:28.0,Personal foul by M. Morris (drawn by T. Maker),,29,25
107,1,2:28.0,T. Maker makes free throw 1 of 2,,30,25
108,1,2:28.0,T. Maker misses free throw 2 of 2,,30,25
109,1,2:26.0,,Defensive rebound by N. Noel,30,25
110,1,2:17.0,,Turnover by P. George (bad pass; steal by I. Smith),30,25
111,1,2:15.0,I. Smith makes 2-pt layup from 1 ft,,32,25
112,1,1:56.0,,P. George misses 2-pt jump shot from 15 ft,32,25
113,1,1:55.0,,Offensive rebound by Team,32,25
114,1,1:55.0,Loose ball foul by T. Maker (drawn by N. Noel),,32,25
115,1,1:45.0,,R. Felton makes 3-pt jump shot from 23 ft (assist by D. Schröder),32,28
116,1,1:19.0,L. Galloway misses 2-pt jump shot from 20 ft,,32,28
117,1,1:16.0,Offensive rebound by L. Galloway,,32,28
118,1,1:14.0,T. Maker makes 2-pt dunk at rim (assist by L. Galloway),,34,28
119,1,0:51.0,,R. Felton misses 2-pt jump shot from 7 ft,34,28
120,1,0:48.0,,Offensive rebound by M. Morris,34,28
121,1,0:48.0,,M. Morris misses 2-pt layup at rim,34,28
122,1,0:46.0,,Offensive rebound by M. Morris,34,28
123,1,0:46.0,,M. Morris misses 2-pt layup at rim,34,28
124,1,0:46.0,Defensive rebound by L. Kennard,,34,28
125,1,0:29.0,T. Maker misses 3-pt jump shot from 25 ft,,34,28
126,1,0:25.0,,Defensive rebound by R. Felton,34,28
127,1,0:04.0,,M. Morris makes 2-pt layup from 1 ft (assist by P. George),34,30
128,1,0:01.0,Turnover by I. Smith (lost ball; steal by N. Noel),,34,30
129,2,11:46.0,,M. Morris makes 2-pt layup from 1 ft (assist by D. Schröder),34,32
130,2,11:30.0,L. Kennard misses 3-pt jump shot from 26 ft,,34,32
131,2,11:29.0,,Defensive rebound by Team,34,32
132,2,11:20.0,,D. Schröder misses 2-pt jump shot from 8 ft (block by T. Maker),34,32
133,2,11:17.0,,Offensive rebound by D. Schröder,34,32
134,2,11:13.0,,P. Patterson misses 3-pt jump shot from 26 ft,34,32
135,2,11:10.0,,M. Morris makes 2-pt layup at rim,34,34
136,2,11:10.0,,Offensive rebound by M. Morris,34,34
137,2,10:52.0,L. Galloway makes 2-pt jump shot from 15 ft,,36,34
138,2,10:41.0,,P. George makes 2-pt jump shot from 14 ft,36,36
139,2,10:23.0,Turnover by B. Griffin (lost ball; steal by R. Felton),,36,36
140,2,10:18.0,,P. George makes 2-pt layup from 1 ft (assist by D. Schröder),36,38
141,2,10:00.0,L. Galloway makes 2-pt jump shot from 20 ft (assist by I. Smith),,38,38
142,2,9:48.0,,M. Morris misses 2-pt jump shot from 11 ft,38,38
143,2,9:45.0,Defensive rebound by B. Griffin,,38,38
144,2,9:30.0,L. Galloway makes 2-pt jump shot from 21 ft (assist by T. Maker),,40,38
145,2,9:16.0,,D. Schröder misses 2-pt layup from 7 ft (block by T. Maker),40,38
146,2,9:16.0,,Offensive rebound by Team,40,38
147,2,9:16.0,A. Drummond enters the game for T. Maker,,40,38
148,2,9:05.0,,M. Morris makes 2-pt dunk from 1 ft (assist by D. Schröder),40,40
149,2,9:05.0,,Shooting foul by A. Drummond (drawn by M. Morris),40,40
150,2,9:05.0,Z. Pachulia enters the game for A. Drummond,,40,40
151,2,9:05.0,,M. Morris makes free throw 1 of 1,40,41
152,2,9:00.0,Technical foul by A. Drummond,,40,41
153,2,9:00.0,,P. George makes technical free throw,40,42
154,2,9:00.0,,R. Westbrook enters the game for R. Felton,40,42
155,2,8:50.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by I. Smith),,43,42
156,2,8:38.0,,Offensive foul by P. Patterson (drawn by B. Griffin),43,42
157,2,8:38.0,,Turnover by P. Patterson (offensive foul),43,42
158,2,8:24.0,I. Smith makes 2-pt layup from 2 ft,,45,42
159,2,8:14.0,,R. Westbrook makes 2-pt jump shot from 11 ft,45,44
160,2,7:58.0,I. Smith misses 2-pt jump shot from 7 ft,,45,44
161,2,7:56.0,,Defensive rebound by P. Patterson,45,44
162,2,7:55.0,,Personal foul by Z. Pachulia (drawn by R. Westbrook),45,44
163,2,7:55.0,,J. Grant enters the game for P. Patterson,45,44
164,2,7:49.0,,M. Morris misses 2-pt jump shot from 16 ft,45,44
165,2,7:46.0,Defensive rebound by B. Griffin,,45,44
166,2,7:40.0,L. Galloway misses 2-pt jump shot from 10 ft,,45,44
167,2,7:36.0,,Defensive rebound by J. Grant,45,44
168,2,7:25.0,,D. Schröder makes 2-pt layup from 1 ft (assist by R. Westbrook),45,46
169,2,7:17.0,Detroit full timeout,,45,46
170,2,7:17.0,W. Ellington enters the game for L. Kennard,,45,46
171,2,7:17.0,,T. Ferguson enters the game for P. George,45,46
172,2,7:06.0,Flagrant foul type 1 by R. Westbrook (drawn by Z. Pachulia),,45,46
173,2,7:06.0,Z. Pachulia makes flagrant free throw 1 of 2,,46,46
174,2,7:06.0,Z. Pachulia makes flagrant free throw 2 of 2,,47,46
175,2,6:58.0,L. Galloway misses 3-pt jump shot from 25 ft,,47,46
176,2,6:54.0,,Defensive rebound by J. Grant,47,46
177,2,6:37.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by R. Westbrook),47,49
178,2,6:09.0,I. Smith makes 2-pt jump shot from 16 ft,,49,49
179,2,5:58.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Westbrook),49,52
180,2,5:36.0,B. Griffin makes 2-pt layup at rim,,51,52
181,2,5:23.0,,T. Ferguson makes 2-pt layup from 1 ft (assist by D. Schröder),51,54
182,2,5:11.0,B. Griffin makes 3-pt jump shot from 23 ft (assist by I. Smith),,54,54
183,2,4:59.0,,R. Westbrook misses 2-pt jump shot from 15 ft,54,54
184,2,4:56.0,Defensive rebound by Z. Pachulia,,54,54
185,2,4:52.0,Personal foul by T. Ferguson (drawn by I. Smith),,54,54
186,2,4:52.0,B. Brown enters the game for L. Galloway,,54,54
187,2,4:52.0,R. Jackson enters the game for B. Griffin,,54,54
188,2,4:52.0,T. Maker enters the game for I. Smith,,54,54
189,2,4:52.0,,P. George enters the game for D. Schröder,54,54
190,2,4:41.0,W. Ellington misses 2-pt layup from 5 ft,,54,54
191,2,4:39.0,,Defensive rebound by T. Ferguson,54,54
192,2,4:29.0,,M. Morris misses 3-pt jump shot from 22 ft,54,54
193,2,4:26.0,,Offensive rebound by R. Westbrook,54,54
194,2,4:17.0,,Turnover by R. Westbrook (bad pass; steal by R. Jackson),54,54
195,2,4:12.0,T. Maker makes 2-pt layup from 1 ft (assist by R. Jackson),,56,54
196,2,3:58.0,,P. George misses 2-pt layup from 3 ft,56,54
197,2,3:53.0,,Offensive rebound by M. Morris,56,54
198,2,3:53.0,,M. Morris misses 2-pt layup at rim,56,54
199,2,3:52.0,Defensive rebound by T. Maker,,56,54
200,2,3:50.0,B. Brown makes 2-pt layup from 2 ft (assist by W. Ellington),,58,54
201,2,3:46.0,,Oklahoma City full timeout,58,54
202,2,3:46.0,,N. Noel enters the game for M. Morris,58,54
203,2,3:31.0,,Turnover by N. Noel (bad pass),58,54
204,2,3:20.0,,Violation by Team (kicked ball),58,54
205,2,3:20.0,,D. Schröder enters the game for T. Ferguson,58,54
206,2,3:15.0,Turnover by R. Jackson (lost ball; steal by N. Noel),,58,54
207,2,3:11.0,,R. Westbrook makes 2-pt dunk from 1 ft,58,56
208,2,2:52.0,Turnover by R. Jackson (bad pass; steal by N. Noel),,58,56
209,2,2:47.0,,Personal foul by R. Jackson (drawn by D. Schröder),58,56
210,2,2:47.0,B. Griffin enters the game for Z. Pachulia,,58,56
211,2,2:38.0,,D. Schröder misses 3-pt jump shot from 26 ft,58,56
212,2,2:37.0,,Offensive rebound by N. Noel,58,56
213,2,2:36.0,,N. Noel makes 2-pt dunk at rim,58,58
214,2,2:18.0,R. Jackson misses 3-pt jump shot from 25 ft,,58,58
215,2,2:18.0,,Defensive rebound by N. Noel,58,58
216,2,2:10.0,,R. Westbrook misses 3-pt jump shot from 24 ft,58,58
217,2,2:10.0,,Offensive rebound by Team,58,58
218,2,2:10.0,Loose ball foul by W. Ellington (drawn by N. Noel),,58,58
219,2,2:03.0,,J. Grant misses 3-pt jump shot from 25 ft,58,58
220,2,2:01.0,,Offensive rebound by N. Noel,58,58
221,2,2:01.0,,Personal foul by T. Maker (drawn by N. Noel),58,58
222,2,2:01.0,,N. Noel makes free throw 1 of 2,58,59
223,2,2:01.0,,N. Noel makes free throw 2 of 2,58,60
224,2,1:49.0,W. Ellington misses 3-pt jump shot from 26 ft,,58,60
225,2,1:46.0,,Defensive rebound by J. Grant,58,60
226,2,1:38.0,,Shooting foul by T. Maker (drawn by R. Westbrook),58,60
227,2,1:38.0,,R. Westbrook makes free throw 1 of 2,58,61
228,2,1:38.0,Z. Pachulia enters the game for T. Maker,,58,61
229,2,1:38.0,,R. Westbrook makes free throw 2 of 2,58,62
230,2,1:22.0,Shooting foul by N. Noel (drawn by B. Griffin),,58,62
231,2,1:22.0,B. Griffin makes free throw 1 of 2,,59,62
232,2,1:22.0,B. Griffin makes free throw 2 of 2,,60,62
233,2,1:12.0,,R. Westbrook makes 2-pt layup from 1 ft,60,64
234,2,0:52.0,W. Ellington misses 2-pt layup from 7 ft,,60,64
235,2,0:51.0,Offensive rebound by Team,,60,64
236,2,0:47.0,W. Ellington makes 2-pt layup from 2 ft (assist by Z. Pachulia),,62,64
237,2,0:42.0,,Personal foul by B. Brown (drawn by R. Westbrook),62,64
238,2,0:42.0,,R. Westbrook makes free throw 1 of 2,62,65
239,2,0:42.0,,R. Westbrook misses free throw 2 of 2,62,65
240,2,0:41.0,Defensive rebound by Z. Pachulia,,62,65
241,2,0:30.0,Personal foul by D. Schröder (drawn by B. Griffin),,62,65
242,2,0:30.0,B. Griffin misses free throw 1 of 2,,62,65
243,2,0:30.0,Offensive rebound by Team,,62,65
244,2,0:30.0,B. Griffin makes free throw 2 of 2,,63,65
245,2,0:26.0,,J. Grant misses 3-pt jump shot from 26 ft,63,65
246,2,0:22.0,Defensive rebound by Team,,63,65
247,2,0:22.0,L. Galloway enters the game for B. Brown,,63,65
248,2,0:02.0,B. Griffin makes 3-pt jump shot from 28 ft,,66,65
249,2,0:00.0,,Offensive foul by N. Noel (drawn by B. Griffin),66,65
250,2,0:00.0,,Turnover by N. Noel (offensive foul),66,65
251,3,11:48.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),66,68
252,3,11:23.0,R. Jackson misses 3-pt jump shot from 27 ft,,66,68
253,3,11:18.0,,Defensive rebound by T. Ferguson,66,68
254,3,11:12.0,,R. Westbrook misses 2-pt jump shot from 9 ft,66,68
255,3,11:09.0,Defensive rebound by A. Drummond,,66,68
256,3,11:00.0,R. Jackson misses 2-pt jump shot from 14 ft,,66,68
257,3,10:59.0,,Defensive rebound by Team,66,68
258,3,10:45.0,,P. George makes 2-pt jump shot from 11 ft,66,70
259,3,10:34.0,Personal foul by J. Grant (drawn by B. Griffin),,66,70
260,3,10:19.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by B. Brown),,69,70
261,3,10:08.0,,P. George makes 3-pt jump shot from 25 ft,69,73
262,3,9:41.0,W. Ellington misses 3-pt jump shot from 26 ft,,69,73
263,3,9:38.0,,Defensive rebound by S. Adams,69,73
264,3,9:35.0,,P. George misses 3-pt jump shot from 25 ft,69,73
265,3,9:31.0,Defensive rebound by B. Brown,,69,73
266,3,9:27.0,R. Jackson misses 2-pt jump shot from 8 ft,,69,73
267,3,9:23.0,,Defensive rebound by S. Adams,69,73
268,3,9:12.0,,J. Grant misses 3-pt jump shot from 23 ft,69,73
269,3,9:10.0,Defensive rebound by W. Ellington,,69,73
270,3,9:00.0,Turnover by A. Drummond (out of bounds lost ball),,69,73
271,3,8:50.0,,S. Adams makes 2-pt jump shot from 11 ft,69,75
272,3,8:47.0,Detroit full timeout,,69,75
273,3,8:28.0,B. Griffin misses 2-pt layup from 8 ft (block by S. Adams),,69,75
274,3,8:26.0,,Defensive rebound by J. Grant,69,75
275,3,8:24.0,,Shooting foul by W. Ellington (drawn by R. Westbrook),69,75
276,3,8:24.0,,R. Westbrook misses free throw 1 of 2,69,75
277,3,8:24.0,,Offensive rebound by Team,69,75
278,3,8:24.0,,R. Westbrook makes free throw 2 of 2,69,76
279,3,8:11.0,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),,71,76
280,3,8:03.0,,S. Adams makes 2-pt layup from 1 ft (assist by P. George),71,78
281,3,7:45.0,B. Brown misses 3-pt jump shot from 23 ft,,71,78
282,3,7:43.0,,Defensive rebound by T. Ferguson,71,78
283,3,7:38.0,,R. Westbrook misses 2-pt layup from 2 ft,71,78
284,3,7:36.0,Defensive rebound by B. Brown,,71,78
285,3,7:30.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by W. Ellington),,74,78
286,3,7:07.0,,Turnover by S. Adams (out of bounds lost ball),74,78
287,3,6:42.0,R. Jackson makes 2-pt layup from 4 ft (assist by B. Griffin),,76,78
288,3,6:35.0,,Turnover by T. Ferguson (lost ball; steal by W. Ellington),76,78
289,3,6:22.0,Shooting foul by T. Ferguson (drawn by B. Griffin),,76,78
290,3,6:22.0,B. Griffin makes free throw 1 of 2,,77,78
291,3,6:22.0,,Oklahoma City full timeout,77,78
292,3,6:22.0,B. Griffin makes free throw 2 of 2,,78,78
293,3,6:12.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),78,81
294,3,5:58.0,R. Jackson makes 3-pt jump shot from 25 ft,,81,81
295,3,5:46.0,,Personal foul by W. Ellington (drawn by P. George),81,81
296,3,5:38.0,,P. George misses 2-pt dunk from 3 ft (block by A. Drummond),81,81
297,3,5:34.0,Defensive rebound by B. Griffin,,81,81
298,3,5:28.0,B. Griffin makes 3-pt jump shot from 24 ft,,84,81
299,3,5:17.0,,Turnover by P. George (bad pass; steal by B. Griffin),84,81
300,3,5:12.0,,Technical foul by P. George,84,81
301,3,5:12.0,R. Jackson misses technical free throw,,84,81
302,3,5:12.0,Offensive rebound by Team,,84,81
303,3,5:05.0,R. Jackson misses 3-pt jump shot from 27 ft,,84,81
304,3,5:01.0,,Defensive rebound by P. George,84,81
305,3,4:54.0,,P. George makes 3-pt jump shot from 27 ft,84,84
306,3,4:31.0,R. Jackson misses 3-pt jump shot from 24 ft,,84,84
307,3,4:29.0,,Defensive rebound by R. Westbrook,84,84
308,3,4:23.0,,R. Westbrook misses 2-pt layup from 2 ft,84,84
309,3,4:21.0,,Offensive rebound by S. Adams,84,84
310,3,4:17.0,,R. Westbrook misses 3-pt jump shot from 23 ft,84,84
311,3,4:15.0,,Offensive rebound by S. Adams,84,84
312,3,4:12.0,,S. Adams makes 2-pt layup at rim,84,86
313,3,3:51.0,Shooting foul by J. Grant (drawn by B. Griffin),,84,86
314,3,3:51.0,B. Griffin makes free throw 1 of 2,,85,86
315,3,3:51.0,L. Galloway enters the game for B. Brown,,85,86
316,3,3:51.0,I. Smith enters the game for R. Jackson,,85,86
317,3,3:51.0,,D. Schröder enters the game for P. George,85,86
318,3,3:51.0,B. Griffin makes free throw 2 of 2,,86,86
319,3,3:40.0,,R. Westbrook misses 2-pt layup from 2 ft,86,86
320,3,3:38.0,Defensive rebound by A. Drummond,,86,86
321,3,3:32.0,Turnover by I. Smith (lost ball; steal by D. Schröder),,86,86
322,3,3:28.0,,J. Grant makes 2-pt dunk at rim (assist by D. Schröder),86,88
323,3,3:11.0,Personal foul by J. Grant (drawn by A. Drummond),,86,88
324,3,3:11.0,L. Kennard enters the game for W. Ellington,,86,88
325,3,3:11.0,T. Maker enters the game for B. Griffin,,86,88
326,3,3:03.0,L. Galloway misses 3-pt jump shot from 25 ft,,86,88
327,3,3:00.0,,Defensive rebound by J. Grant,86,88
328,3,2:55.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),86,90
329,3,2:32.0,A. Drummond misses 2-pt layup from 3 ft,,86,90
330,3,2:29.0,,Defensive rebound by R. Westbrook,86,90
331,3,2:26.0,,S. Adams makes 2-pt dunk from 2 ft (assist by R. Westbrook),86,92
332,3,2:17.0,Detroit full timeout,,86,92
333,3,2:17.0,,R. Felton enters the game for T. Ferguson,86,92
334,3,2:17.0,,P. George enters the game for R. Westbrook,86,92
335,3,2:07.0,T. Maker makes 3-pt jump shot from 25 ft (assist by L. Kennard),,89,92
336,3,1:47.0,,P. George misses 2-pt jump shot from 8 ft,89,92
337,3,1:46.0,Defensive rebound by Team,,89,92
338,3,1:33.0,L. Kennard misses 2-pt jump shot from 21 ft,,89,92
339,3,1:29.0,,Defensive rebound by D. Schröder,89,92
340,3,1:13.0,,Turnover by D. Schröder (bad pass; steal by L. Kennard),89,92
341,3,1:08.0,I. Smith makes 2-pt layup from 2 ft (assist by L. Kennard),,91,92
342,3,1:01.0,,Personal foul by L. Kennard (drawn by R. Felton),91,92
343,3,1:01.0,,M. Morris enters the game for J. Grant,91,92
344,3,0:51.0,,P. George makes 2-pt layup from 1 ft,91,94
345,3,0:41.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by I. Smith),,94,94
346,3,0:31.0,,D. Schröder misses 2-pt jump shot from 11 ft,94,94
347,3,0:26.0,,Offensive rebound by M. Morris,94,94
348,3,0:26.0,,M. Morris misses 2-pt layup from 1 ft,94,94
349,3,0:26.0,,Offensive rebound by S. Adams,94,94
350,3,0:16.0,,R. Felton makes 3-pt jump shot from 23 ft (assist by M. Morris),94,97
351,3,0:06.0,Shooting foul by M. Morris (drawn by I. Smith),,94,97
352,3,0:06.0,I. Smith makes free throw 1 of 2,,95,97
353,3,0:06.0,B. Brown enters the game for L. Kennard,,95,97
354,3,0:06.0,I. Smith makes free throw 2 of 2,,96,97
355,3,0:00.0,,P. George misses 3-pt jump shot from 26 ft,96,97
356,3,0:00.0,Defensive rebound by A. Drummond,,96,97
357,4,11:42.0,Turnover by L. Kennard (bad pass; steal by P. George),,96,97
358,4,11:38.0,,D. Schröder makes 2-pt layup from 1 ft,96,99
359,4,11:23.0,I. Smith misses 2-pt layup from 3 ft (block by N. Noel),,96,99
360,4,11:23.0,Offensive rebound by Team,,96,99
361,4,11:14.0,I. Smith misses 2-pt jump shot from 7 ft,,96,99
362,4,11:12.0,Offensive rebound by Team,,96,99
363,4,11:12.0,Personal foul by M. Morris (drawn by Z. Pachulia),,96,99
364,4,11:00.0,I. Smith misses 2-pt jump shot from 20 ft,,96,99
365,4,10:57.0,,Defensive rebound by D. Schröder,96,99
366,4,10:44.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),96,101
367,4,10:32.0,Shooting foul by R. Felton (drawn by Z. Pachulia),,96,101
368,4,10:32.0,Z. Pachulia makes free throw 1 of 2,,97,101
369,4,10:32.0,Z. Pachulia makes free throw 2 of 2,,98,101
370,4,10:13.0,Violation by Team (kicked ball),,98,101
371,4,10:06.0,,Turnover by P. George (bad pass),98,101
372,4,9:54.0,T. Maker misses 3-pt jump shot from 26 ft,,98,101
373,4,9:51.0,,Defensive rebound by D. Schröder,98,101
374,4,9:48.0,,Personal foul by I. Smith (drawn by D. Schröder),98,101
375,4,9:43.0,,D. Schröder makes 2-pt jump shot from 15 ft,98,103
376,4,9:26.0,I. Smith misses 2-pt layup from 4 ft (block by N. Noel),,98,103
377,4,9:23.0,,Defensive rebound by P. George,98,103
378,4,9:21.0,,R. Felton misses 2-pt layup from 5 ft (block by T. Maker),98,103
379,4,9:21.0,,Offensive rebound by Team,98,103
380,4,9:21.0,A. Drummond enters the game for T. Maker,,98,103
381,4,9:21.0,B. Griffin enters the game for Z. Pachulia,,98,103
382,4,9:18.0,,P. George misses 2-pt layup from 6 ft (block by A. Drummond),98,103
383,4,9:15.0,Defensive rebound by I. Smith,,98,103
384,4,9:04.0,Turnover by A. Drummond (lost ball; steal by P. George),,98,103
385,4,8:58.0,,P. George misses 2-pt jump shot from 19 ft,98,103
