,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SAN ANTONIO_ACTION,LA CLIPPERS_SCORE,SAN ANTONIO_SCORE
75,1,1:53.0,,M. Belinelli misses 3-pt jump shot from 27 ft,23,28
76,1,1:51.0,Defensive rebound by S. Gilgeous-Alexander,,23,28
77,1,1:43.0,S. Gilgeous-Alexander makes 2-pt jump shot from 9 ft,,25,28
78,1,1:27.0,,M. Belinelli makes 3-pt jump shot from 28 ft (assist by P. Mills),25,31
79,1,1:15.0,Personal foul by D. Bertāns (drawn by P. Beverley),,25,31
80,1,1:15.0,M. Harrell enters the game for S. Gilgeous-Alexander,,25,31
81,1,1:15.0,M. Scott enters the game for M. Gortat,,25,31
82,1,1:15.0,T. Wallace enters the game for T. Harris,,25,31
83,1,1:15.0,,R. Gay enters the game for D. DeRozan,25,31
84,1,1:07.0,T. Wallace misses 2-pt jump shot from 9 ft (block by J. Poeltl),,25,31
85,1,1:06.0,Offensive rebound by T. Wallace,,25,31
86,1,1:05.0,M. Scott misses 3-pt jump shot from 24 ft,,25,31
87,1,1:03.0,,Defensive rebound by M. Belinelli,25,31
88,1,1:00.0,,Shooting foul by P. Beverley (drawn by M. Belinelli),25,31
89,1,1:00.0,,M. Belinelli makes free throw 1 of 3,25,32
90,1,1:00.0,,M. Belinelli makes free throw 2 of 3,25,33
91,1,1:00.0,M. Teodosić enters the game for A. Bradley,,25,33
92,1,1:00.0,,M. Belinelli makes free throw 3 of 3,25,34
93,1,0:48.0,Turnover by M. Teodosić (traveling),,25,34
94,1,0:33.0,,P. Mills makes 2-pt jump shot from 16 ft,25,36
95,1,0:22.0,T. Wallace misses 2-pt jump shot from 7 ft,,25,36
96,1,0:20.0,Offensive rebound by M. Harrell,,25,36
97,1,0:20.0,M. Harrell makes 2-pt layup at rim,,27,36
98,1,0:03.0,,R. Gay makes 2-pt jump shot from 17 ft,27,38
99,1,0:00.0,M. Teodosić misses 3-pt jump shot from 50 ft,,27,38
100,1,0:00.0,Offensive rebound by Team,,27,38
101,2,11:41.0,,P. Mills makes 2-pt jump shot from 20 ft,27,40
102,2,11:19.0,M. Scott makes 2-pt jump shot from 9 ft (assist by M. Teodosić),,29,40
103,2,11:10.0,,M. Belinelli makes 2-pt jump shot from 18 ft (assist by J. Poeltl),29,42
104,2,10:56.0,P. Beverley misses 3-pt jump shot from 27 ft,,29,42
105,2,10:53.0,,Defensive rebound by P. Mills,29,42
106,2,10:52.0,,Shooting foul by M. Scott (drawn by R. Gay),29,42
107,2,10:52.0,,R. Gay makes free throw 1 of 2,29,43
108,2,10:52.0,,R. Gay makes free throw 2 of 2,29,44
109,2,10:30.0,M. Teodosić misses 3-pt jump shot from 24 ft,,29,44
110,2,10:28.0,,Defensive rebound by D. Bertāns,29,44
111,2,10:21.0,,M. Belinelli misses 3-pt jump shot from 26 ft,29,44
112,2,10:18.0,Defensive rebound by M. Scott,,29,44
113,2,10:06.0,P. Beverley makes 3-pt jump shot from 26 ft (assist by M. Teodosić),,32,44
114,2,9:52.0,,Turnover by P. Mills (lost ball; steal by M. Harrell),32,44
115,2,9:48.0,T. Wallace misses 2-pt layup from 7 ft (block by J. Poeltl),,32,44
116,2,9:44.0,,Defensive rebound by D. Bertāns,32,44
117,2,9:42.0,,Shooting foul by M. Teodosić (drawn by J. Poeltl),32,44
118,2,9:42.0,,J. Poeltl makes free throw 1 of 2,32,45
119,2,9:42.0,,B. Forbes enters the game for P. Mills,32,45
120,2,9:42.0,,J. Poeltl misses free throw 2 of 2,32,45
121,2,9:40.0,Defensive rebound by M. Scott,,32,45
122,2,9:23.0,M. Harrell misses 2-pt layup from 7 ft,,32,45
123,2,9:20.0,Offensive rebound by M. Harrell,,32,45
124,2,9:14.0,M. Harrell misses 2-pt jump shot from 6 ft (block by D. Bertāns),,32,45
125,2,9:10.0,,Defensive rebound by J. Poeltl,32,45
126,2,9:10.0,,Turnover by J. Poeltl (bad pass),32,45
127,2,8:59.0,M. Scott misses 3-pt jump shot from 23 ft,,32,45
128,2,8:55.0,Offensive rebound by T. Wallace,,32,45
129,2,8:47.0,T. Wallace misses 2-pt jump shot from 7 ft,,32,45
130,2,8:46.0,Offensive rebound by M. Scott,,32,45
131,2,8:46.0,M. Scott misses 2-pt layup from 3 ft,,32,45
132,2,8:46.0,,Defensive rebound by R. Gay,32,45
133,2,8:33.0,,J. Poeltl misses 2-pt hook shot from 7 ft (block by P. Beverley),32,45
134,2,8:32.0,,Offensive rebound by D. Bertāns,32,45
135,2,8:32.0,,Personal foul by M. Teodosić (drawn by R. Gay),32,45
136,2,8:32.0,D. Gallinari enters the game for T. Wallace,,32,45
137,2,8:32.0,,D. DeRozan enters the game for M. Belinelli,32,45
138,2,8:25.0,,B. Forbes misses 2-pt jump shot from 22 ft,32,45
139,2,8:23.0,Defensive rebound by P. Beverley,,32,45
140,2,8:13.0,M. Scott makes 3-pt jump shot from 23 ft (assist by P. Beverley),,35,45
141,2,8:05.0,,San Antonio full timeout,35,45
142,2,8:05.0,,L. Aldridge enters the game for D. Bertāns,35,45
143,2,8:05.0,,D. Cunningham enters the game for J. Poeltl,35,45
144,2,7:58.0,,B. Forbes misses 3-pt jump shot from 24 ft,35,45
145,2,7:55.0,Defensive rebound by P. Beverley,,35,45
146,2,7:37.0,Personal foul by D. Cunningham (drawn by D. Gallinari),,35,45
147,2,7:30.0,Turnover by M. Teodosić (bad pass),,35,45
148,2,7:14.0,,B. Forbes misses 2-pt layup from 4 ft,35,45
149,2,7:12.0,Defensive rebound by D. Gallinari,,35,45
150,2,7:07.0,P. Beverley misses 3-pt jump shot from 26 ft,,35,45
151,2,7:03.0,Offensive rebound by M. Harrell,,35,45
152,2,7:03.0,Personal foul by L. Aldridge (drawn by M. Harrell),,35,45
153,2,7:03.0,S. Gilgeous-Alexander enters the game for P. Beverley,,35,45
154,2,7:03.0,T. Harris enters the game for M. Scott,,35,45
155,2,6:54.0,M. Harrell makes 2-pt jump shot from 9 ft (assist by D. Gallinari),,37,45
156,2,6:42.0,,D. DeRozan misses 2-pt jump shot from 9 ft,37,45
157,2,6:42.0,,Offensive rebound by R. Gay,37,45
158,2,6:39.0,,R. Gay makes 2-pt dunk from 5 ft,37,47
159,2,6:23.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by R. Gay),,37,47
160,2,6:14.0,,R. Gay makes 2-pt jump shot from 18 ft,37,49
161,2,6:12.0,LA Clippers full timeout,,37,49
162,2,6:12.0,A. Bradley enters the game for M. Teodosić,,37,49
163,2,6:12.0,,D. White enters the game for R. Gay,37,49
164,2,6:00.0,D. Gallinari misses 2-pt jump shot from 16 ft,,37,49
165,2,5:57.0,,Defensive rebound by D. Cunningham,37,49
166,2,5:46.0,,D. DeRozan misses 2-pt jump shot from 7 ft,37,49
167,2,5:44.0,Defensive rebound by T. Harris,,37,49
168,2,5:40.0,Shooting foul by D. DeRozan (drawn by T. Harris),,37,49
169,2,5:40.0,T. Harris makes free throw 1 of 2,,38,49
170,2,5:40.0,T. Harris misses free throw 2 of 2,,38,49
171,2,5:38.0,,Defensive rebound by L. Aldridge,38,49
172,2,5:23.0,,L. Aldridge makes 2-pt jump shot from 10 ft,38,51
173,2,5:05.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by D. Gallinari),,41,51
174,2,4:54.0,,B. Forbes misses 3-pt jump shot from 25 ft,41,51
175,2,4:54.0,Defensive rebound by A. Bradley,,41,51
176,2,4:48.0,Turnover by T. Harris (bad pass),,41,51
177,2,4:48.0,M. Gortat enters the game for M. Harrell,,41,51
178,2,4:48.0,,M. Belinelli enters the game for B. Forbes,41,51
179,2,4:29.0,,D. DeRozan misses 2-pt jump shot from 15 ft,41,51
180,2,4:26.0,Defensive rebound by A. Bradley,,41,51
181,2,4:13.0,S. Gilgeous-Alexander makes 2-pt jump shot from 11 ft (assist by M. Gortat),,43,51
182,2,4:00.0,,L. Aldridge makes 2-pt jump shot from 11 ft,43,53
183,2,3:46.0,T. Harris makes 2-pt jump shot from 11 ft,,45,53
184,2,3:46.0,Shooting foul by D. Cunningham (drawn by T. Harris),,45,53
185,2,3:46.0,,P. Mills enters the game for D. White,45,53
186,2,3:46.0,T. Harris makes free throw 1 of 1,,46,53
187,2,3:35.0,,M. Belinelli makes 2-pt layup from 7 ft,46,55
188,2,3:20.0,M. Gortat misses 2-pt jump shot from 11 ft,,46,55
189,2,3:20.0,,Defensive rebound by D. Cunningham,46,55
190,2,3:08.0,,D. DeRozan makes 2-pt jump shot from 12 ft,46,57
191,2,2:57.0,,Turnover by D. DeRozan (lost ball),46,57
192,2,2:57.0,T. Harris misses 2-pt jump shot from 11 ft,,46,57
193,2,2:57.0,,Defensive rebound by L. Aldridge,46,57
194,2,2:48.0,,Loose ball foul by D. DeRozan (drawn by S. Gilgeous-Alexander),46,57
195,2,2:48.0,,R. Gay enters the game for D. Cunningham,46,57
196,2,2:48.0,A. Bradley makes free throw 1 of 2,,47,57
197,2,2:48.0,A. Bradley makes free throw 2 of 2,,48,57
198,2,2:38.0,,D. DeRozan misses 2-pt layup from 10 ft,48,57
199,2,2:34.0,,Offensive rebound by D. DeRozan,48,57
200,2,2:26.0,,L. Aldridge makes 2-pt jump shot from 14 ft (assist by P. Mills),48,59
201,2,2:11.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by M. Gortat),,51,59
202,2,2:00.0,,P. Mills misses 3-pt jump shot from 27 ft,51,59
203,2,1:57.0,Defensive rebound by M. Gortat,,51,59
204,2,1:41.0,D. Gallinari misses 3-pt jump shot from 26 ft,,51,59
205,2,1:39.0,Offensive rebound by T. Harris,,51,59
206,2,1:39.0,Shooting foul by P. Mills (drawn by T. Harris),,51,59
207,2,1:39.0,T. Harris makes free throw 1 of 2,,52,59
208,2,1:39.0,T. Harris makes free throw 2 of 2,,53,59
209,2,1:26.0,,Technical foul by D. DeRozan,53,59
210,2,1:26.0,D. Gallinari makes technical free throw,,54,59
211,2,1:21.0,,Personal foul by M. Gortat (drawn by L. Aldridge),54,59
212,2,1:13.0,,D. DeRozan makes 2-pt layup from 9 ft,54,61
213,2,1:13.0,,Shooting foul by D. Gallinari (drawn by D. DeRozan),54,61
214,2,1:13.0,,D. DeRozan misses free throw 1 of 1,54,61
215,2,1:10.0,Defensive rebound by M. Gortat,,54,61
216,2,0:59.0,T. Harris makes 3-pt jump shot from 23 ft (assist by D. Gallinari),,57,61
217,2,0:37.0,,L. Aldridge makes 3-pt jump shot from 27 ft (assist by P. Mills),57,64
218,2,0:24.0,Turnover by M. Gortat (bad pass; steal by L. Aldridge),,57,64
219,2,0:23.0,,Personal take foul by D. Gallinari (drawn by P. Mills),57,64
220,2,0:23.0,,P. Mills makes free throw 1 of 2,57,65
221,2,0:23.0,P. Beverley enters the game for M. Gortat,,57,65
222,2,0:23.0,,B. Forbes enters the game for L. Aldridge,57,65
223,2,0:23.0,,P. Mills makes free throw 2 of 2,57,66
224,2,0:02.0,D. Gallinari misses 2-pt jump shot from 13 ft,,57,66
225,2,0:02.0,,Defensive rebound by M. Belinelli,57,66
226,3,12:00.0,Technical foul by D. Gallinari,,57,66
227,3,12:00.0,,D. DeRozan makes technical free throw,57,67
228,3,11:46.0,,B. Forbes misses 3-pt jump shot from 26 ft,57,67
229,3,11:41.0,Defensive rebound by A. Bradley,,57,67
230,3,11:35.0,T. Harris misses 3-pt jump shot from 27 ft,,57,67
231,3,11:32.0,,Defensive rebound by D. DeRozan,57,67
232,3,11:23.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by D. DeRozan),57,69
233,3,11:09.0,Turnover by M. Gortat (bad pass; steal by D. DeRozan),,57,69
234,3,10:53.0,,R. Gay makes 2-pt jump shot from 12 ft,57,71
235,3,10:53.0,LA Clippers full timeout,,57,71
236,3,10:30.0,A. Bradley misses 3-pt jump shot from 27 ft,,57,71
237,3,10:28.0,,Defensive rebound by L. Aldridge,57,71
238,3,10:24.0,,D. White makes 3-pt jump shot from 24 ft (assist by B. Forbes),57,74
239,3,10:01.0,T. Harris misses 3-pt jump shot from 25 ft,,57,74
240,3,9:59.0,,Defensive rebound by R. Gay,57,74
241,3,9:49.0,,L. Aldridge makes 2-pt dunk from 5 ft (assist by R. Gay),57,76
242,3,9:28.0,T. Harris misses 2-pt jump shot from 22 ft,,57,76
243,3,9:25.0,Offensive rebound by S. Gilgeous-Alexander,,57,76
244,3,9:22.0,T. Harris misses 2-pt jump shot from 13 ft,,57,76
245,3,9:19.0,Offensive rebound by Team,,57,76
246,3,9:12.0,D. Gallinari makes 2-pt jump shot from 20 ft (assist by M. Gortat),,59,76
247,3,8:57.0,,B. Forbes makes 2-pt jump shot from 6 ft (assist by D. DeRozan),59,78
248,3,8:46.0,S. Gilgeous-Alexander makes 2-pt jump shot from 10 ft,,61,78
249,3,8:24.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),61,80
250,3,8:09.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by T. Harris),,64,80
251,3,7:43.0,,Turnover by D. White (bad pass; steal by D. Gallinari),64,80
252,3,7:39.0,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,,64,80
253,3,7:39.0,Offensive rebound by Team,,64,80
254,3,7:39.0,,Loose ball foul by R. Gay (drawn by D. Gallinari),64,80
255,3,7:30.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by T. Harris),,67,80
256,3,7:17.0,,D. DeRozan makes 2-pt jump shot from 5 ft,67,82
257,3,7:03.0,Shooting foul by B. Forbes (drawn by D. Gallinari),,67,82
258,3,7:03.0,D. Gallinari makes free throw 1 of 2,,68,82
259,3,7:03.0,D. Gallinari makes free throw 2 of 2,,69,82
260,3,6:46.0,,L. Aldridge makes 2-pt hook shot from 6 ft (assist by R. Gay),69,84
261,3,6:33.0,Turnover by T. Harris (bad pass),,69,84
262,3,6:16.0,,R. Gay misses 3-pt jump shot from 27 ft,69,84
263,3,6:13.0,Defensive rebound by T. Harris,,69,84
264,3,5:55.0,Turnover by A. Bradley (bad pass; steal by L. Aldridge),,69,84
265,3,5:48.0,,R. Gay makes 2-pt layup from 2 ft (assist by B. Forbes),69,86
266,3,5:48.0,LA Clippers full timeout,,69,86
267,3,5:48.0,,P. Mills enters the game for D. White,69,86
268,3,5:27.0,T. Harris misses 2-pt jump shot from 15 ft,,69,86
269,3,5:24.0,,Defensive rebound by P. Mills,69,86
270,3,5:09.0,,L. Aldridge misses 2-pt jump shot from 14 ft,69,86
271,3,5:05.0,Defensive rebound by D. Gallinari,,69,86
272,3,4:53.0,A. Bradley makes 2-pt layup from 3 ft,,71,86
273,3,4:35.0,,B. Forbes makes 3-pt jump shot from 27 ft (assist by D. DeRozan),71,89
274,3,4:18.0,Shooting foul by R. Gay (drawn by D. Gallinari),,71,89
275,3,4:18.0,D. Gallinari makes free throw 1 of 2,,72,89
276,3,4:18.0,P. Beverley enters the game for M. Gortat,,72,89
277,3,4:18.0,,M. Belinelli enters the game for B. Forbes,72,89
278,3,4:18.0,,D. Bertāns enters the game for R. Gay,72,89
279,3,4:18.0,D. Gallinari makes free throw 2 of 2,,73,89
280,3,4:00.0,,Turnover by D. DeRozan (lost ball; steal by S. Gilgeous-Alexander),73,89
281,3,3:56.0,T. Harris makes 2-pt layup from 3 ft (assist by S. Gilgeous-Alexander),,75,89
282,3,3:55.0,,San Antonio full timeout,75,89
283,3,3:40.0,,Shooting foul by D. Gallinari (drawn by L. Aldridge),75,89
284,3,3:40.0,,L. Aldridge misses free throw 1 of 2,75,89
285,3,3:40.0,,Offensive rebound by Team,75,89
286,3,3:40.0,,L. Aldridge misses free throw 2 of 2,75,89
287,3,3:37.0,Defensive rebound by D. Gallinari,,75,89
288,3,3:17.0,S. Gilgeous-Alexander misses 3-pt jump shot from 24 ft (block by D. Bertāns),,75,89
289,3,3:11.0,,Defensive rebound by D. DeRozan,75,89
290,3,3:06.0,,M. Belinelli misses 2-pt jump shot from 15 ft,75,89
291,3,3:03.0,,Offensive rebound by L. Aldridge,75,89
292,3,3:03.0,,Turnover by L. Aldridge (out of bounds lost ball),75,89
293,3,2:53.0,Personal foul by D. DeRozan (drawn by D. Gallinari),,75,89
294,3,2:44.0,Offensive foul by T. Harris (drawn by L. Aldridge),,75,89
295,3,2:44.0,Turnover by T. Harris (offensive foul),,75,89
296,3,2:29.0,,L. Aldridge makes 2-pt dunk from 4 ft (assist by D. Bertāns),75,91
297,3,2:07.0,A. Bradley misses 2-pt layup from 5 ft,,75,91
298,3,2:05.0,,Defensive rebound by M. Belinelli,75,91
299,3,1:44.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. DeRozan),75,94
300,3,1:33.0,Shooting foul by L. Aldridge (drawn by D. Gallinari),,75,94
301,3,1:33.0,D. Gallinari makes free throw 1 of 2,,76,94
302,3,1:33.0,M. Harrell enters the game for S. Gilgeous-Alexander,,76,94
303,3,1:33.0,M. Teodosić enters the game for T. Harris,,76,94
304,3,1:33.0,,R. Gay enters the game for D. DeRozan,76,94
305,3,1:33.0,D. Gallinari makes free throw 2 of 2,,77,94
306,3,1:22.0,,Shooting foul by M. Harrell (drawn by L. Aldridge),77,94
307,3,1:22.0,,L. Aldridge makes free throw 1 of 2,77,95
308,3,1:22.0,M. Scott enters the game for D. Gallinari,,77,95
309,3,1:22.0,,L. Aldridge makes free throw 2 of 2,77,96
310,3,1:12.0,Offensive foul by M. Scott (drawn by P. Mills),,77,96
311,3,1:12.0,Turnover by M. Scott (offensive foul),,77,96
312,3,1:12.0,,J. Poeltl enters the game for L. Aldridge,77,96
313,3,0:59.0,,J. Poeltl misses 2-pt jump shot from 8 ft,77,96
314,3,0:56.0,Defensive rebound by M. Harrell,,77,96
315,3,0:48.0,Shooting foul by D. Bertāns (drawn by M. Harrell),,77,96
316,3,0:48.0,M. Harrell misses free throw 1 of 2,,77,96
317,3,0:48.0,Offensive rebound by Team,,77,96
318,3,0:48.0,S. Thornwell enters the game for A. Bradley,,77,96
319,3,0:48.0,M. Harrell misses free throw 2 of 2,,77,96
320,3,0:47.0,,Defensive rebound by D. Bertāns,77,96
321,3,0:38.0,,Turnover by M. Belinelli (bad pass),77,96
322,3,0:34.0,M. Teodosić misses 3-pt jump shot from 26 ft,,77,96
323,3,0:31.0,,Defensive rebound by R. Gay,77,96
324,3,0:20.0,,Personal foul by P. Beverley (drawn by P. Mills),77,96
325,3,0:20.0,,P. Mills makes free throw 1 of 2,77,97
326,3,0:20.0,,P. Mills makes free throw 2 of 2,77,98
327,3,0:01.0,P. Beverley misses 2-pt layup from 5 ft,,77,98
328,3,0:01.0,Offensive rebound by Team,,77,98
329,4,11:49.0,Shooting foul by P. Mills (drawn by M. Scott),,77,98
330,4,11:49.0,M. Scott misses free throw 1 of 2,,77,98
331,4,11:49.0,Offensive rebound by Team,,77,98
332,4,11:49.0,M. Scott makes free throw 2 of 2,,78,98
333,4,11:34.0,,R. Gay makes 2-pt jump shot from 20 ft,78,100
334,4,11:21.0,M. Teodosić misses 2-pt jump shot from 18 ft,,78,100
335,4,11:18.0,,Defensive rebound by J. Poeltl,78,100
336,4,11:12.0,,Shooting foul by S. Thornwell (drawn by R. Gay),78,100
337,4,11:12.0,,R. Gay makes free throw 1 of 2,78,101
338,4,11:12.0,,R. Gay makes free throw 2 of 2,78,102
339,4,10:57.0,M. Harrell makes 2-pt jump shot from 6 ft,,80,102
340,4,10:39.0,,R. Gay makes 2-pt jump shot from 18 ft,80,104
341,4,10:26.0,S. Thornwell makes 2-pt jump shot from 5 ft (assist by P. Beverley),,82,104
342,4,10:03.0,,R. Gay misses 2-pt jump shot from 14 ft,82,104
343,4,10:00.0,Defensive rebound by S. Thornwell,,82,104
344,4,9:54.0,S. Thornwell misses 3-pt jump shot from 27 ft,,82,104
345,4,9:50.0,,Defensive rebound by M. Belinelli,82,104
346,4,9:42.0,,M. Belinelli misses 2-pt layup from 3 ft,82,104
347,4,9:38.0,Defensive rebound by S. Thornwell,,82,104
348,4,9:38.0,Personal foul by R. Gay (drawn by S. Thornwell),,82,104
349,4,9:38.0,,B. Forbes enters the game for R. Gay,82,104
350,4,9:38.0,,D. White enters the game for P. Mills,82,104
351,4,9:24.0,Turnover by M. Teodosić (lost ball; steal by M. Belinelli),,82,104
352,4,9:19.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by D. Bertāns),82,106
353,4,9:07.0,M. Scott misses 3-pt jump shot from 24 ft,,82,106
354,4,9:07.0,,Defensive rebound by J. Poeltl,82,106
355,4,8:49.0,,D. White makes 2-pt jump shot from 18 ft,82,108
356,4,8:31.0,Personal foul by M. Belinelli (drawn by P. Beverley),,82,108
357,4,8:31.0,B. Marjanović enters the game for M. Scott,,82,108
358,4,8:31.0,T. Wallace enters the game for M. Teodosić,,82,108
359,4,8:31.0,,D. Cunningham enters the game for D. Bertāns,82,108
360,4,8:25.0,P. Beverley misses 3-pt jump shot from 27 ft,,82,108
361,4,8:22.0,,Defensive rebound by D. Cunningham,82,108
362,4,8:11.0,,J. Poeltl makes 2-pt layup from 3 ft (assist by M. Belinelli),82,110
363,4,8:11.0,,Q. Pondexter enters the game for M. Belinelli,82,110
364,4,7:56.0,Turnover by T. Wallace (out of bounds lost ball),,82,110
365,4,7:41.0,,B. Forbes misses 3-pt jump shot from 27 ft,82,110
366,4,7:38.0,Defensive rebound by S. Thornwell,,82,110
367,4,7:32.0,Turnover by S. Thornwell (bad pass; steal by D. White),,82,110
368,4,7:26.0,,D. White makes 2-pt layup from 2 ft,82,112
369,4,7:04.0,M. Harrell misses 2-pt jump shot from 10 ft,,82,112
370,4,7:02.0,,Defensive rebound by J. Poeltl,82,112
371,4,6:58.0,,San Antonio full timeout,82,112
372,4,6:58.0,M. Scott enters the game for M. Harrell,,82,112
373,4,6:58.0,,C. Metu enters the game for B. Forbes,82,112
374,4,6:49.0,,D. White makes 2-pt jump shot from 10 ft,82,114
