,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,TORONTO_ACTION,BROOKLYN_SCORE,TORONTO_SCORE
57,1,4:59.0,D. Russell makes 2-pt jump shot from 13 ft,,21,17
58,1,4:40.0,,P. Siakam misses 2-pt hook shot from 6 ft,21,17
59,1,4:38.0,Defensive rebound by D. Russell,,21,17
60,1,4:33.0,Personal foul by P. Siakam (drawn by J. Allen),,21,17
61,1,4:33.0,D. Carroll enters the game for R. Kurucs,,21,17
62,1,4:33.0,S. Dinwiddie enters the game for D. Russell,,21,17
63,1,4:33.0,,F. VanVleet enters the game for K. Lowry,21,17
64,1,4:25.0,Turnover by J. Harris (bad pass; steal by K. Leonard),,21,17
65,1,4:21.0,,F. VanVleet makes 3-pt jump shot from 25 ft (assist by K. Leonard),21,20
66,1,4:02.0,S. Dinwiddie misses 2-pt jump shot from 15 ft,,21,20
67,1,4:00.0,,Defensive rebound by P. Siakam,21,20
68,1,3:54.0,,Turnover by P. Siakam (bad pass; steal by J. Allen),21,20
69,1,3:48.0,D. Carroll misses 2-pt layup from 4 ft,,21,20
70,1,3:48.0,,Defensive rebound by Team,21,20
71,1,3:48.0,Loose ball foul by J. Allen (drawn by D. Green),,21,20
72,1,3:48.0,E. Davis enters the game for J. Allen,,21,20
73,1,3:48.0,S. Napier enters the game for T. Graham,,21,20
74,1,3:29.0,,F. VanVleet makes 3-pt jump shot from 25 ft (assist by D. Green),21,23
75,1,3:01.0,S. Dinwiddie misses 2-pt jump shot from 16 ft,,21,23
76,1,2:58.0,,Defensive rebound by K. Leonard,21,23
77,1,2:53.0,,Shooting foul by J. Harris (drawn by D. Green),21,23
78,1,2:53.0,,Toronto full timeout,21,23
79,1,2:53.0,D. Russell enters the game for J. Harris,,21,23
80,1,2:53.0,,O. Anunoby enters the game for K. Leonard,21,23
81,1,2:53.0,,N. Powell enters the game for P. Siakam,21,23
82,1,2:53.0,,D. Green makes free throw 1 of 2,21,24
83,1,2:53.0,,D. Green makes free throw 2 of 2,21,25
84,1,2:42.0,Turnover by S. Napier (bad pass),,21,25
85,1,2:18.0,,Turnover by S. Ibaka (lost ball; steal by S. Dinwiddie),21,25
86,1,2:09.0,S. Napier makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,24,25
87,1,1:52.0,,S. Ibaka misses 2-pt layup from 2 ft,24,25
88,1,1:50.0,Defensive rebound by E. Davis,,24,25
89,1,1:46.0,D. Carroll misses 2-pt jump shot from 22 ft,,24,25
90,1,1:44.0,,Defensive rebound by D. Green,24,25
91,1,1:39.0,,F. VanVleet misses 2-pt layup from 1 ft,24,25
92,1,1:37.0,Defensive rebound by D. Russell,,24,25
93,1,1:31.0,S. Napier makes 2-pt layup from 2 ft (assist by D. Russell),,26,25
94,1,1:16.0,,Turnover by S. Ibaka (traveling),26,25
95,1,1:16.0,,K. Lowry enters the game for D. Green,26,25
96,1,1:16.0,,G. Monroe enters the game for S. Ibaka,26,25
97,1,1:05.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by D. Russell),,29,25
98,1,1:05.0,Shooting foul by N. Powell (drawn by D. Carroll),,29,25
99,1,1:05.0,D. Carroll makes free throw 1 of 1,,30,25
100,1,0:56.0,,N. Powell misses 3-pt jump shot from 24 ft,30,25
101,1,0:54.0,Defensive rebound by E. Davis,,30,25
102,1,0:48.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by S. Napier),,33,25
103,1,0:31.0,,Shooting foul by E. Davis (drawn by O. Anunoby),33,25
104,1,0:31.0,,O. Anunoby misses free throw 1 of 2,33,25
105,1,0:31.0,,Offensive rebound by Team,33,25
106,1,0:31.0,,O. Anunoby makes free throw 2 of 2,33,26
107,1,0:15.0,S. Napier makes 2-pt hook shot from 5 ft (assist by S. Dinwiddie),,35,26
108,1,0:01.0,,G. Monroe makes 2-pt layup from 2 ft (assist by K. Lowry),35,28
109,2,11:39.0,,O. Anunoby makes 2-pt dunk at rim (assist by G. Monroe),35,30
110,2,11:27.0,D. Russell misses 3-pt jump shot from 28 ft,,35,30
111,2,11:24.0,,Defensive rebound by G. Monroe,35,30
112,2,11:16.0,,G. Monroe misses 2-pt hook shot from 3 ft,35,30
113,2,11:13.0,Defensive rebound by E. Davis,,35,30
114,2,11:06.0,E. Davis makes 2-pt layup from 2 ft (assist by S. Napier),,37,30
115,2,10:53.0,,N. Powell makes 2-pt jump shot from 9 ft (assist by F. VanVleet),37,32
116,2,10:53.0,,Shooting foul by S. Napier (drawn by N. Powell),37,32
117,2,10:53.0,,N. Powell makes free throw 1 of 1,37,33
118,2,10:39.0,Turnover by D. Carroll (lost ball; steal by K. Lowry),,37,33
119,2,10:37.0,,N. Powell makes 2-pt layup at rim,37,35
120,2,10:36.0,Brooklyn full timeout,,37,35
121,2,10:25.0,Shooting foul by F. VanVleet (drawn by E. Davis),,37,35
122,2,10:25.0,E. Davis misses free throw 1 of 2,,37,35
123,2,10:25.0,Offensive rebound by Team,,37,35
124,2,10:25.0,J. Harris enters the game for S. Dinwiddie,,37,35
125,2,10:25.0,E. Davis makes free throw 2 of 2,,38,35
126,2,10:13.0,,N. Powell misses 3-pt jump shot from 25 ft,38,35
127,2,10:10.0,Defensive rebound by S. Napier,,38,35
128,2,9:57.0,D. Russell makes 2-pt jump shot from 11 ft,,40,35
129,2,9:44.0,,F. VanVleet misses 3-pt jump shot from 25 ft,40,35
130,2,9:41.0,Defensive rebound by E. Davis,,40,35
131,2,9:33.0,S. Napier misses 2-pt layup from 1 ft,,40,35
132,2,9:32.0,,Defensive rebound by G. Monroe,40,35
133,2,9:19.0,,Turnover by G. Monroe (bad pass),40,35
134,2,9:19.0,,D. Wright enters the game for N. Powell,40,35
135,2,9:02.0,D. Carroll misses 3-pt jump shot from 23 ft,,40,35
136,2,9:00.0,,Defensive rebound by D. Wright,40,35
137,2,8:57.0,,Personal foul by S. Napier (drawn by F. VanVleet),40,35
138,2,8:41.0,,O. Anunoby makes 3-pt jump shot from 23 ft (assist by F. VanVleet),40,38
139,2,8:21.0,Shooting foul by K. Lowry (drawn by D. Russell),,40,38
140,2,8:21.0,D. Russell makes free throw 1 of 2,,41,38
141,2,8:21.0,S. Dinwiddie enters the game for S. Napier,,41,38
142,2,8:21.0,D. Russell makes free throw 2 of 2,,42,38
143,2,7:59.0,,G. Monroe makes 2-pt hook shot from 2 ft (assist by F. VanVleet),42,40
144,2,7:47.0,Turnover by E. Davis (out of bounds lost ball),,42,40
145,2,7:41.0,,F. VanVleet misses 2-pt jump shot from 10 ft,42,40
146,2,7:37.0,Defensive rebound by S. Dinwiddie,,42,40
147,2,7:34.0,Shooting foul by K. Lowry (drawn by E. Davis),,42,40
148,2,7:34.0,E. Davis misses free throw 1 of 2,,42,40
149,2,7:34.0,Offensive rebound by Team,,42,40
150,2,7:34.0,,K. Leonard enters the game for G. Monroe,42,40
151,2,7:34.0,,P. Siakam enters the game for F. VanVleet,42,40
152,2,7:34.0,E. Davis makes free throw 2 of 2,,43,40
153,2,7:21.0,,P. Siakam makes 2-pt jump shot from 10 ft (assist by K. Lowry),43,42
154,2,7:05.0,D. Russell misses 2-pt jump shot from 10 ft,,43,42
155,2,7:03.0,,Defensive rebound by O. Anunoby,43,42
156,2,6:59.0,,P. Siakam makes 2-pt layup from 2 ft (assist by O. Anunoby),43,44
157,2,6:59.0,,Shooting foul by E. Davis (drawn by P. Siakam),43,44
158,2,6:59.0,,P. Siakam misses free throw 1 of 1,43,44
159,2,6:56.0,Defensive rebound by S. Dinwiddie,,43,44
160,2,6:34.0,Offensive foul by J. Harris (drawn by K. Lowry),,43,44
161,2,6:34.0,Turnover by J. Harris (offensive foul),,43,44
162,2,6:10.0,,Shooting foul by J. Harris (drawn by K. Lowry),43,44
163,2,6:10.0,,K. Lowry makes free throw 1 of 2,43,45
164,2,6:10.0,J. Allen enters the game for E. Davis,,43,45
165,2,6:10.0,R. Kurucs enters the game for J. Harris,,43,45
166,2,6:10.0,,K. Lowry misses free throw 2 of 2,43,45
167,2,6:09.0,Defensive rebound by Team,,43,45
168,2,5:55.0,S. Dinwiddie misses 2-pt jump shot from 8 ft,,43,45
169,2,5:52.0,,Defensive rebound by O. Anunoby,43,45
170,2,5:45.0,,Shooting foul by D. Carroll (drawn by P. Siakam),43,45
171,2,5:45.0,,P. Siakam makes free throw 1 of 2,43,46
172,2,5:45.0,,D. Green enters the game for O. Anunoby,43,46
173,2,5:45.0,,S. Ibaka enters the game for K. Lowry,43,46
174,2,5:45.0,,P. Siakam misses free throw 2 of 2,43,46
175,2,5:42.0,Defensive rebound by J. Allen,,43,46
176,2,5:25.0,D. Russell misses 2-pt layup from 5 ft,,43,46
177,2,5:21.0,,Defensive rebound by K. Leonard,43,46
178,2,5:19.0,,Turnover by K. Leonard (lost ball; steal by D. Russell),43,46
179,2,5:09.0,R. Kurucs misses 3-pt jump shot from 24 ft,,43,46
180,2,5:06.0,Offensive rebound by D. Carroll,,43,46
181,2,5:05.0,Turnover by D. Carroll (bad pass; steal by D. Green),,43,46
182,2,5:00.0,,D. Green misses 3-pt jump shot from 27 ft,43,46
183,2,4:57.0,Defensive rebound by R. Kurucs,,43,46
184,2,4:57.0,Turnover by R. Kurucs (out of bounds lost ball),,43,46
185,2,4:57.0,T. Graham enters the game for D. Carroll,,43,46
186,2,4:57.0,S. Napier enters the game for D. Russell,,43,46
187,2,4:48.0,,D. Wright misses 2-pt layup from 2 ft (block by J. Allen),43,46
188,2,4:45.0,Defensive rebound by S. Dinwiddie,,43,46
189,2,4:38.0,,Loose ball foul by P. Siakam (drawn by J. Allen),43,46
190,2,4:30.0,S. Dinwiddie misses 2-pt jump shot from 4 ft,,43,46
191,2,4:28.0,Offensive rebound by J. Allen,,43,46
192,2,4:19.0,Shooting foul by D. Green (drawn by S. Dinwiddie),,43,46
193,2,4:19.0,S. Dinwiddie makes free throw 1 of 2,,44,46
194,2,4:19.0,S. Dinwiddie makes free throw 2 of 2,,45,46
195,2,4:02.0,,P. Siakam misses 3-pt jump shot from 23 ft,45,46
196,2,3:58.0,Defensive rebound by J. Allen,,45,46
197,2,3:48.0,S. Napier makes 3-pt jump shot from 26 ft,,48,46
198,2,3:39.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by D. Wright),48,49
199,2,3:13.0,J. Allen makes 2-pt dunk from 1 ft (assist by S. Napier),,50,49
200,2,2:55.0,,S. Ibaka makes 2-pt hook shot from 9 ft (assist by P. Siakam),50,51
201,2,2:45.0,Turnover by S. Dinwiddie (lost ball; steal by D. Green),,50,51
202,2,2:41.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by S. Ibaka),50,54
203,2,2:26.0,S. Napier misses 3-pt jump shot from 26 ft,,50,54
204,2,2:23.0,,Defensive rebound by K. Leonard,50,54
205,2,2:20.0,,K. Leonard misses 3-pt jump shot from 25 ft,50,54
206,2,2:16.0,,Offensive rebound by P. Siakam,50,54
207,2,2:14.0,,S. Ibaka misses 3-pt jump shot from 26 ft,50,54
208,2,2:09.0,,Offensive rebound by K. Leonard,50,54
209,2,2:09.0,,K. Leonard makes 2-pt layup at rim,50,56
210,2,1:58.0,Personal foul by S. Ibaka (drawn by R. Kurucs),,50,56
211,2,1:58.0,,Toronto full timeout,50,56
212,2,1:58.0,R. Kurucs makes free throw 1 of 2,,51,56
213,2,1:58.0,R. Kurucs makes free throw 2 of 2,,52,56
214,2,1:47.0,,Turnover by S. Ibaka (traveling),52,56
215,2,1:35.0,T. Graham misses 3-pt jump shot from 23 ft,,52,56
216,2,1:32.0,,Defensive rebound by K. Leonard,52,56
217,2,1:27.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),52,59
218,2,1:03.0,S. Dinwiddie misses 2-pt jump shot from 19 ft,,52,59
219,2,1:01.0,,Defensive rebound by D. Wright,52,59
220,2,1:01.0,,F. VanVleet enters the game for P. Siakam,52,59
221,2,0:54.0,,K. Leonard makes 2-pt jump shot from 2 ft (assist by D. Green),52,61
222,2,0:42.0,S. Napier misses 2-pt jump shot from 16 ft,,52,61
223,2,0:39.0,,Defensive rebound by S. Ibaka,52,61
224,2,0:34.0,,F. VanVleet makes 3-pt jump shot from 26 ft,52,64
225,2,0:19.0,Shooting foul by K. Leonard (drawn by J. Allen),,52,64
226,2,0:19.0,J. Allen makes free throw 1 of 2,,53,64
227,2,0:19.0,J. Allen misses free throw 2 of 2,,53,64
228,2,0:17.0,,Defensive rebound by S. Ibaka,53,64
229,2,0:00.0,,D. Wright misses 2-pt layup from 5 ft,53,64
230,2,0:00.0,Defensive rebound by J. Allen,,53,64
231,3,11:42.0,,Personal foul by T. Graham (drawn by K. Leonard),53,64
232,3,11:29.0,,K. Leonard misses 2-pt layup from 3 ft,53,64
233,3,11:28.0,,Offensive rebound by K. Leonard,53,64
234,3,11:21.0,,S. Ibaka misses 2-pt jump shot from 21 ft,53,64
235,3,11:20.0,Defensive rebound by Team,,53,64
236,3,11:20.0,,Loose ball foul by P. Siakam (drawn by J. Allen),53,64
237,3,11:09.0,D. Russell makes 2-pt layup at rim,,55,64
238,3,10:54.0,,P. Siakam makes 2-pt layup from 1 ft,55,66
239,3,10:46.0,Turnover by R. Kurucs (bad pass),,55,66
240,3,10:34.0,,S. Ibaka misses 3-pt jump shot from 26 ft,55,66
241,3,10:30.0,Defensive rebound by J. Allen,,55,66
242,3,10:21.0,J. Allen misses 2-pt hook shot from 5 ft,,55,66
243,3,10:16.0,Offensive rebound by J. Allen,,55,66
244,3,10:16.0,J. Allen makes 2-pt dunk at rim,,57,66
245,3,10:09.0,,Personal foul by T. Graham (drawn by K. Leonard),57,66
246,3,10:05.0,,K. Leonard misses 2-pt layup from 2 ft,57,66
247,3,10:00.0,,Offensive rebound by K. Leonard,57,66
248,3,10:00.0,,K. Leonard makes 2-pt layup from 1 ft,57,68
249,3,9:50.0,Turnover by D. Russell (bad pass),,57,68
250,3,9:46.0,,D. Green makes 3-pt jump shot from 27 ft (assist by K. Lowry),57,71
251,3,9:45.0,Brooklyn full timeout,,57,71
252,3,9:27.0,J. Harris misses 2-pt layup from 3 ft (block by D. Green),,57,71
253,3,9:24.0,,Defensive rebound by K. Leonard,57,71
254,3,9:23.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by K. Leonard),57,73
255,3,9:08.0,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),,59,73
256,3,8:55.0,,P. Siakam makes 2-pt layup from 1 ft,59,75
257,3,8:39.0,Shooting foul by D. Green (drawn by J. Harris),,59,75
258,3,8:39.0,J. Harris makes free throw 1 of 2,,60,75
259,3,8:39.0,J. Harris makes free throw 2 of 2,,61,75
260,3,8:27.0,,Turnover by K. Leonard (bad pass),61,75
261,3,8:22.0,Personal foul by K. Lowry (drawn by J. Harris),,61,75
262,3,8:16.0,D. Russell makes 2-pt jump shot from 18 ft,,63,75
263,3,7:59.0,,S. Ibaka makes 2-pt hook shot from 8 ft (assist by K. Lowry),63,77
264,3,7:48.0,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),,65,77
265,3,7:38.0,,P. Siakam misses 2-pt layup from 2 ft,65,77
266,3,7:38.0,,Offensive rebound by Team,65,77
267,3,7:38.0,Loose ball foul by T. Graham (drawn by K. Lowry),,65,77
268,3,7:38.0,D. Carroll enters the game for R. Kurucs,,65,77
269,3,7:34.0,,P. Siakam misses 3-pt jump shot from 27 ft,65,77
270,3,7:31.0,Defensive rebound by D. Carroll,,65,77
271,3,7:26.0,Turnover by D. Russell (lost ball; steal by D. Green),,65,77
272,3,7:17.0,,S. Ibaka makes 2-pt hook shot from 4 ft (assist by K. Lowry),65,79
273,3,7:01.0,T. Graham misses 3-pt jump shot from 27 ft,,65,79
274,3,6:57.0,,Defensive rebound by S. Ibaka,65,79
275,3,6:52.0,,S. Ibaka misses 2-pt hook shot from 5 ft,65,79
276,3,6:50.0,,Offensive rebound by K. Leonard,65,79
277,3,6:49.0,,K. Leonard misses 2-pt layup from 2 ft (block by J. Allen),65,79
278,3,6:46.0,,Offensive rebound by S. Ibaka,65,79
279,3,6:45.0,,S. Ibaka makes 2-pt layup from 3 ft,65,81
280,3,6:45.0,Brooklyn full timeout,,65,81
281,3,6:45.0,S. Dinwiddie enters the game for T. Graham,,65,81
282,3,6:32.0,D. Carroll makes 3-pt jump shot from 23 ft (assist by D. Russell),,68,81
283,3,6:23.0,,K. Lowry misses 3-pt jump shot from 27 ft,68,81
284,3,6:20.0,Defensive rebound by J. Harris,,68,81
285,3,6:17.0,J. Harris misses 2-pt layup from 2 ft (block by D. Green),,68,81
286,3,6:14.0,Offensive rebound by J. Allen,,68,81
287,3,6:12.0,D. Carroll misses 3-pt jump shot from 25 ft,,68,81
288,3,6:12.0,Offensive rebound by Team,,68,81
289,3,6:12.0,,Loose ball foul by K. Lowry (drawn by J. Allen),68,81
290,3,5:58.0,D. Carroll misses 2-pt hook shot from 3 ft,,68,81
291,3,5:56.0,,Defensive rebound by S. Ibaka,68,81
292,3,5:51.0,,K. Leonard misses 3-pt jump shot from 26 ft,68,81
293,3,5:48.0,Defensive rebound by J. Harris,,68,81
294,3,5:42.0,J. Harris misses 3-pt jump shot from 25 ft,,68,81
295,3,5:39.0,,Defensive rebound by K. Lowry,68,81
296,3,5:35.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by D. Green),68,84
297,3,5:16.0,D. Russell makes 2-pt jump shot from 16 ft,,70,84
298,3,4:58.0,,S. Ibaka misses 2-pt jump shot from 14 ft,70,84
299,3,4:54.0,Defensive rebound by J. Allen,,70,84
300,3,4:41.0,D. Russell makes 2-pt jump shot from 8 ft,,72,84
301,3,4:20.0,,S. Ibaka misses 2-pt jump shot from 14 ft,72,84
302,3,4:17.0,Defensive rebound by J. Allen,,72,84
303,3,4:06.0,D. Russell misses 3-pt jump shot from 26 ft,,72,84
304,3,4:04.0,,Defensive rebound by P. Siakam,72,84
305,3,4:02.0,,Personal foul by S. Dinwiddie (drawn by S. Ibaka),72,84
306,3,4:02.0,E. Davis enters the game for J. Allen,,72,84
307,3,4:02.0,R. Kurucs enters the game for J. Harris,,72,84
308,3,4:02.0,S. Napier enters the game for D. Russell,,72,84
309,3,4:02.0,,F. VanVleet enters the game for K. Lowry,72,84
310,3,3:55.0,,S. Ibaka makes 2-pt jump shot from 15 ft (assist by F. VanVleet),72,86
311,3,3:39.0,Turnover by D. Carroll (lost ball; steal by P. Siakam),,72,86
312,3,3:35.0,,P. Siakam misses 2-pt jump shot from 5 ft,72,86
313,3,3:33.0,Defensive rebound by D. Carroll,,72,86
314,3,3:25.0,S. Napier misses 3-pt jump shot from 26 ft,,72,86
315,3,3:22.0,,Defensive rebound by K. Leonard,72,86
316,3,3:19.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Leonard),72,88
317,3,3:07.0,D. Carroll misses 2-pt layup from 1 ft (block by S. Ibaka),,72,88
318,3,3:05.0,,Defensive rebound by S. Ibaka,72,88
319,3,3:03.0,,Shooting foul by S. Dinwiddie (drawn by P. Siakam),72,88
320,3,3:03.0,,P. Siakam makes free throw 1 of 2,72,89
321,3,3:03.0,,O. Anunoby enters the game for D. Green,72,89
322,3,3:03.0,,N. Powell enters the game for S. Ibaka,72,89
323,3,3:03.0,,P. Siakam misses free throw 2 of 2,72,89
324,3,3:01.0,Defensive rebound by E. Davis,,72,89
325,3,2:48.0,Shooting foul by F. VanVleet (drawn by S. Dinwiddie),,72,89
326,3,2:48.0,S. Dinwiddie makes free throw 1 of 2,,73,89
327,3,2:48.0,S. Dinwiddie makes free throw 2 of 2,,74,89
328,3,2:30.0,,Turnover by F. VanVleet (bad pass),74,89
329,3,2:14.0,R. Kurucs misses 2-pt layup from 3 ft,,74,89
330,3,2:12.0,,Defensive rebound by O. Anunoby,74,89
331,3,2:09.0,,O. Anunoby makes 2-pt layup from 1 ft,74,91
332,3,1:57.0,S. Dinwiddie misses 2-pt jump shot from 3 ft,,74,91
333,3,1:55.0,,Defensive rebound by P. Siakam,74,91
334,3,1:55.0,Technical foul by S. Dinwiddie,,74,91
335,3,1:55.0,,K. Leonard misses technical free throw,74,91
336,3,1:55.0,,Offensive rebound by Team,74,91
337,3,1:55.0,,G. Monroe enters the game for K. Leonard,74,91
338,3,1:55.0,,D. Wright enters the game for P. Siakam,74,91
339,3,1:42.0,,N. Powell makes 2-pt jump shot from 3 ft (assist by G. Monroe),74,93
340,3,1:24.0,Turnover by R. Kurucs (bad pass; steal by D. Wright),,74,93
341,3,1:20.0,,D. Wright makes 2-pt layup from 2 ft (assist by F. VanVleet),74,95
342,3,1:10.0,S. Napier misses 2-pt layup from 1 ft (block by G. Monroe),,74,95
343,3,1:10.0,,Defensive rebound by F. VanVleet,74,95
344,3,1:05.0,,N. Powell makes 2-pt layup from 1 ft (assist by F. VanVleet),74,97
345,3,1:05.0,Brooklyn full timeout,,74,97
346,3,1:05.0,T. Pinson enters the game for S. Napier,,74,97
347,3,0:55.0,Personal foul by N. Powell (drawn by S. Dinwiddie),,74,97
348,3,0:55.0,S. Dinwiddie misses free throw 1 of 2,,74,97
349,3,0:55.0,Offensive rebound by Team,,74,97
350,3,0:55.0,S. Dinwiddie makes free throw 2 of 2,,75,97
351,3,0:33.0,,N. Powell misses 3-pt jump shot from 25 ft,75,97
352,3,0:30.0,Defensive rebound by D. Carroll,,75,97
353,3,0:24.0,D. Carroll misses 3-pt jump shot from 25 ft,,75,97
354,3,0:21.0,,Defensive rebound by G. Monroe,75,97
355,3,0:04.0,,F. VanVleet misses 3-pt jump shot from 25 ft,75,97
356,3,0:02.0,,Offensive rebound by G. Monroe,75,97
357,3,0:00.0,,G. Monroe misses 2-pt jump shot from 3 ft,75,97
358,3,0:00.0,,Offensive rebound by D. Wright,75,97
359,3,0:00.0,,D. Wright makes 2-pt layup from 1 ft,75,99
360,4,11:42.0,E. Davis makes 2-pt dunk from 1 ft (assist by D. Russell),,77,99
361,4,11:23.0,,D. Wright misses 3-pt jump shot from 23 ft,77,99
362,4,11:20.0,Defensive rebound by K. Faried,,77,99
363,4,11:14.0,Personal foul by N. Powell (drawn by E. Davis),,77,99
364,4,11:04.0,D. Russell misses 2-pt jump shot from 13 ft,,77,99
365,4,11:02.0,,Defensive rebound by F. VanVleet,77,99
366,4,10:56.0,,O. Anunoby misses 3-pt jump shot from 25 ft,77,99
367,4,10:53.0,,Offensive rebound by N. Powell,77,99
368,4,10:50.0,,Shooting foul by E. Davis (drawn by G. Monroe),77,99
369,4,10:50.0,,G. Monroe makes free throw 1 of 2,77,100
370,4,10:50.0,,G. Monroe makes free throw 2 of 2,77,101
371,4,10:41.0,Shooting foul by N. Powell (drawn by D. Carroll),,77,101
372,4,10:41.0,D. Carroll makes free throw 1 of 3,,78,101
373,4,10:41.0,D. Carroll misses free throw 2 of 3,,78,101
374,4,10:41.0,Offensive rebound by Team,,78,101
375,4,10:41.0,D. Carroll misses free throw 3 of 3,,78,101
376,4,10:39.0,,Defensive rebound by G. Monroe,78,101
377,4,10:25.0,,Shooting foul by D. Russell (drawn by F. VanVleet),78,101
378,4,10:25.0,,F. VanVleet misses free throw 1 of 2,78,101
379,4,10:25.0,,Offensive rebound by Team,78,101
380,4,10:25.0,,F. VanVleet makes free throw 2 of 2,78,102
381,4,10:19.0,Offensive foul by E. Davis (drawn by D. Wright),,78,102
382,4,10:19.0,Turnover by E. Davis (offensive foul),,78,102
383,4,10:19.0,T. Graham enters the game for D. Carroll,,78,102
384,4,10:09.0,,N. Powell misses 2-pt layup from 3 ft (block by E. Davis),78,102
