,QUARTER,TIME_REMAINING,PHOENIX_ACTION,WASHINGTON_ACTION,PHOENIX_SCORE,WASHINGTON_SCORE
385,4,4:27.0,T. Warren misses free throw 1 of 2,,99,94
386,4,4:27.0,Offensive rebound by Team,,99,94
387,4,4:27.0,T. Warren makes free throw 2 of 2,,100,94
388,4,4:16.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by T. Ariza),100,97
389,4,3:50.0,D. Booker makes 2-pt jump shot from 18 ft,,102,97
390,4,3:31.0,,T. Satoranský misses 2-pt jump shot from 22 ft,102,97
391,4,3:30.0,,Offensive rebound by B. Beal,102,97
392,4,3:28.0,,J. Green misses 3-pt jump shot from 24 ft,102,97
393,4,3:23.0,Defensive rebound by K. Oubre,,102,97
394,4,3:03.0,D. Booker misses 2-pt jump shot from 14 ft,,102,97
395,4,2:59.0,Offensive rebound by M. Bridges,,102,97
396,4,2:56.0,Shooting foul by M. Morris (drawn by K. Oubre),,102,97
397,4,2:56.0,K. Oubre makes free throw 1 of 2,,103,97
398,4,2:56.0,,T. Bryant enters the game for M. Morris,103,97
399,4,2:56.0,K. Oubre makes free throw 2 of 2,,104,97
400,4,2:44.0,,T. Ariza misses 3-pt jump shot from 24 ft,104,97
401,4,2:40.0,,Offensive rebound by B. Beal,104,97
402,4,2:40.0,,B. Beal makes 2-pt layup from 1 ft,104,99
403,4,2:25.0,D. Booker misses 3-pt jump shot from 27 ft,,104,99
404,4,2:22.0,,Defensive rebound by T. Bryant,104,99
405,4,2:11.0,,B. Beal misses 3-pt jump shot from 25 ft,104,99
406,4,2:10.0,,Offensive rebound by Team,104,99
407,4,2:10.0,Loose ball foul by D. Ayton (drawn by T. Ariza),,104,99
408,4,2:10.0,,T. Ariza makes free throw 1 of 2,104,100
409,4,2:10.0,,T. Ariza makes free throw 2 of 2,104,101
410,4,1:53.0,D. Booker misses 3-pt jump shot from 28 ft,,104,101
411,4,1:50.0,,Defensive rebound by T. Ariza,104,101
412,4,1:43.0,,J. Green makes 3-pt jump shot from 26 ft (assist by T. Ariza),104,104
413,4,1:34.0,Phoenix full timeout,,104,104
414,4,1:23.0,M. Bridges misses 2-pt layup from 4 ft,,104,104
415,4,1:21.0,,Defensive rebound by T. Bryant,104,104
416,4,1:09.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by T. Satoranský),104,107
417,4,0:54.0,D. Booker makes 2-pt jump shot from 5 ft,,106,107
418,4,0:35.0,,T. Ariza misses 3-pt jump shot from 23 ft,106,107
419,4,0:32.0,Defensive rebound by T. Warren,,106,107
420,4,0:29.0,K. Oubre makes 2-pt layup from 1 ft (assist by T. Warren),,108,107
421,4,0:29.0,,Washington full timeout,108,107
422,4,0:08.0,,T. Satoranský misses 3-pt jump shot from 26 ft,108,107
423,4,0:04.0,Defensive rebound by D. Ayton,,108,107
424,4,0:04.0,Personal foul by B. Beal (drawn by D. Ayton),,108,107
425,4,0:04.0,D. Ayton misses free throw 1 of 2,,108,107
426,4,0:04.0,Offensive rebound by Team,,108,107
427,4,0:04.0,D. Ayton makes free throw 2 of 2,,109,107
428,4,0:04.0,,Washington full timeout,109,107
429,4,0:03.0,,Shooting foul by T. Warren (drawn by J. Green),109,107
430,4,0:03.0,,J. Green makes free throw 1 of 2,109,108
431,4,0:03.0,R. Holmes enters the game for M. Bridges,,109,108
432,4,0:03.0,,J. Green makes free throw 2 of 2,109,109
433,4,0:03.0,Phoenix full timeout,,109,109
434,4,0:03.0,J. Crawford enters the game for R. Holmes,,109,109
435,4,0:01.0,D. Booker misses 3-pt jump shot from 30 ft,,109,109
436,4,0:00.0,Offensive rebound by Team,,109,109
437,1OT,4:42.0,,Turnover by B. Beal (bad pass),109,109
438,1OT,4:20.0,Shooting foul by T. Bryant (drawn by T. Warren),,109,109
439,1OT,4:20.0,T. Warren makes free throw 1 of 2,,110,109
440,1OT,4:20.0,T. Warren makes free throw 2 of 2,,111,109
441,1OT,4:00.0,,B. Beal misses 2-pt layup from 2 ft,111,109
442,1OT,3:57.0,,Offensive rebound by B. Beal,111,109
443,1OT,3:54.0,,Shooting foul by D. Ayton (drawn by J. Green),111,109
444,1OT,3:54.0,,J. Green makes free throw 1 of 2,111,110
445,1OT,3:54.0,J. Crawford enters the game for M. Bridges,,111,110
446,1OT,3:54.0,,J. Green makes free throw 2 of 2,111,111
447,1OT,3:41.0,D. Booker misses 2-pt jump shot from 3 ft,,111,111
448,1OT,3:36.0,Offensive rebound by D. Ayton,,111,111
449,1OT,3:36.0,D. Ayton makes 2-pt dunk at rim,,113,111
450,1OT,3:26.0,,J. Green misses 3-pt jump shot from 27 ft,113,111
451,1OT,3:23.0,,Offensive rebound by T. Bryant,113,111
452,1OT,3:22.0,,B. Beal makes 3-pt jump shot from 28 ft (assist by T. Bryant),113,114
453,1OT,3:04.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Ayton),,116,114
454,1OT,2:44.0,,T. Bryant makes 2-pt layup from 3 ft (assist by B. Beal),116,116
455,1OT,2:26.0,D. Ayton makes 2-pt layup from 2 ft (assist by D. Booker),,118,116
456,1OT,1:58.0,,B. Beal misses 3-pt jump shot from 27 ft,118,116
457,1OT,1:56.0,,Offensive rebound by T. Bryant,118,116
458,1OT,1:56.0,,T. Bryant makes 2-pt layup from 1 ft,118,118
459,1OT,1:37.0,Turnover by D. Ayton (traveling),,118,118
460,1OT,1:22.0,,Personal foul by T. Warren (drawn by B. Beal),118,118
461,1OT,1:14.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by T. Satoranský),118,120
462,1OT,1:01.0,T. Warren misses 2-pt jump shot from 8 ft,,118,120
463,1OT,1:01.0,Offensive rebound by D. Ayton,,118,120
464,1OT,0:59.0,D. Ayton makes 2-pt layup from 2 ft,,120,120
465,1OT,0:59.0,Shooting foul by T. Bryant (drawn by D. Ayton),,120,120
466,1OT,0:59.0,D. Ayton makes free throw 1 of 1,,121,120
467,1OT,0:48.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by B. Beal),121,122
468,1OT,0:33.0,J. Crawford misses 2-pt jump shot from 17 ft,,121,122
469,1OT,0:29.0,,Defensive rebound by B. Beal,121,122
470,1OT,0:10.0,,Turnover by T. Ariza (lost ball; steal by D. Booker),121,122
471,1OT,0:06.0,Shooting foul by B. Beal (drawn by D. Booker),,121,122
472,1OT,0:06.0,D. Booker makes free throw 1 of 2,,122,122
473,1OT,0:06.0,M. Bridges enters the game for J. Crawford,,122,122
474,1OT,0:06.0,D. Booker misses free throw 2 of 2,,122,122
475,1OT,0:06.0,,Defensive rebound by T. Bryant,122,122
476,1OT,0:06.0,,Washington full timeout,122,122
477,1OT,0:00.0,,B. Beal misses 2-pt jump shot from 17 ft,122,122
478,1OT,0:00.0,,Offensive rebound by Team,122,122
479,2OT,4:43.0,,T. Bryant makes 2-pt dunk from 3 ft (assist by T. Satoranský),122,124
480,2OT,4:18.0,J. Crawford makes 2-pt jump shot from 17 ft,,124,124
481,2OT,4:00.0,,T. Satoranský misses 2-pt jump shot from 9 ft,124,124
482,2OT,3:58.0,Defensive rebound by D. Ayton,,124,124
483,2OT,3:39.0,D. Booker makes 2-pt jump shot from 7 ft,,126,124
484,2OT,3:16.0,,T. Bryant makes 2-pt layup from 2 ft (assist by B. Beal),126,126
485,2OT,3:00.0,Shooting foul by T. Satoranský (drawn by D. Booker),,126,126
486,2OT,3:00.0,D. Booker makes free throw 1 of 2,,127,126
487,2OT,3:00.0,D. Booker makes free throw 2 of 2,,128,126
488,2OT,2:45.0,,Turnover by B. Beal (lost ball; steal by D. Ayton),128,126
489,2OT,2:38.0,Turnover by K. Oubre (traveling),,128,126
490,2OT,2:22.0,,Personal foul by D. Ayton (drawn by T. Ariza),128,126
491,2OT,2:16.0,,Shooting foul by D. Ayton (drawn by T. Satoranský),128,126
492,2OT,2:16.0,,T. Satoranský makes free throw 1 of 2,128,127
493,2OT,2:16.0,R. Holmes enters the game for D. Ayton,,128,127
494,2OT,2:16.0,,T. Satoranský makes free throw 2 of 2,128,128
495,2OT,2:02.0,D. Booker makes 2-pt jump shot from 10 ft,,130,128
496,2OT,1:39.0,,T. Satoranský misses 3-pt jump shot from 25 ft (block by T. Warren),130,128
497,2OT,1:35.0,,Offensive rebound by T. Satoranský,130,128
498,2OT,1:35.0,,T. Ariza misses 3-pt jump shot from 25 ft,130,128
499,2OT,1:35.0,,Offensive rebound by Team,130,128
500,2OT,1:30.0,,B. Beal misses 3-pt jump shot from 24 ft,130,128
501,2OT,1:26.0,Defensive rebound by T. Warren,,130,128
502,2OT,1:04.0,D. Booker misses 3-pt jump shot from 48 ft,,130,128
503,2OT,1:04.0,Offensive rebound by Team,,130,128
504,2OT,1:04.0,Turnover by Team (shot clock),,130,128
505,2OT,0:47.0,,Personal foul by D. Booker (drawn by T. Bryant),130,128
506,2OT,0:40.0,,Shooting foul by D. Booker (drawn by T. Bryant),130,128
507,2OT,0:40.0,,T. Bryant makes free throw 1 of 2,130,129
508,2OT,0:40.0,,T. Bryant makes free throw 2 of 2,130,130
509,2OT,0:24.0,R. Holmes makes 2-pt dunk from 2 ft (assist by J. Crawford),,132,130
510,2OT,0:12.0,,B. Beal misses 2-pt layup from 2 ft,132,130
511,2OT,0:12.0,,Offensive rebound by T. Bryant,132,130
512,2OT,0:12.0,,T. Bryant makes 2-pt layup from 1 ft,132,132
513,2OT,0:12.0,Phoenix full timeout,,132,132
514,2OT,0:01.0,D. Booker misses 2-pt jump shot from 9 ft,,132,132
515,2OT,0:00.0,Offensive rebound by Team,,132,132
516,3OT,4:46.0,,B. Beal misses 3-pt jump shot from 27 ft,132,132
517,3OT,4:43.0,Defensive rebound by T. Warren,,132,132
518,3OT,4:25.0,K. Oubre makes 3-pt jump shot from 23 ft,,135,132
519,3OT,4:13.0,,T. Satoranský makes 2-pt layup from 2 ft,135,134
520,3OT,3:50.0,J. Crawford misses 2-pt jump shot from 14 ft,,135,134
521,3OT,3:47.0,,Defensive rebound by T. Bryant,135,134
522,3OT,3:39.0,,B. Beal makes 2-pt layup from 1 ft,135,136
523,3OT,3:19.0,R. Holmes makes 2-pt layup from 1 ft (assist by J. Crawford),,137,136
524,3OT,2:59.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Satoranský),137,139
525,3OT,2:42.0,T. Warren makes 2-pt layup from 4 ft,,139,139
526,3OT,2:42.0,Shooting foul by B. Beal (drawn by T. Warren),,139,139
527,3OT,2:42.0,T. Warren misses free throw 1 of 1,,139,139
528,3OT,2:40.0,,Defensive rebound by T. Ariza,139,139
529,3OT,2:29.0,,B. Beal misses 3-pt jump shot from 25 ft,139,139
530,3OT,2:27.0,,Offensive rebound by Team,139,139
531,3OT,2:14.0,,B. Beal makes 2-pt layup from 4 ft,139,141
532,3OT,2:14.0,,Shooting foul by R. Holmes (drawn by B. Beal),139,141
533,3OT,2:14.0,,B. Beal makes free throw 1 of 1,139,142
534,3OT,2:02.0,T. Warren makes 2-pt layup from 3 ft,,141,142
535,3OT,1:50.0,,T. Ariza misses 2-pt layup from 2 ft,141,142
536,3OT,1:49.0,,Offensive rebound by T. Ariza,141,142
537,3OT,1:48.0,,T. Ariza misses 2-pt layup from 3 ft (block by T. Warren),141,142
538,3OT,1:48.0,Defensive rebound by T. Warren,,141,142
539,3OT,1:42.0,K. Oubre misses 3-pt jump shot from 24 ft,,141,142
540,3OT,1:39.0,,Defensive rebound by T. Bryant,141,142
541,3OT,1:24.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by B. Beal),141,144
542,3OT,1:10.0,Phoenix full timeout,,141,144
543,3OT,1:10.0,Personal foul by T. Ariza (drawn by R. Holmes),,141,144
544,3OT,1:06.0,D. Booker misses 3-pt jump shot from 26 ft,,141,144
545,3OT,1:03.0,Offensive rebound by R. Holmes,,141,144
546,3OT,0:54.0,T. Warren makes 3-pt jump shot from 23 ft (assist by D. Booker),,144,144
547,3OT,0:40.0,,B. Beal makes 2-pt layup from 2 ft,144,146
548,3OT,0:28.0,T. Warren misses 2-pt jump shot from 7 ft,,144,146
549,3OT,0:25.0,,Defensive rebound by B. Beal,144,146
550,3OT,0:16.0,,Personal take foul by J. Crawford (drawn by J. Green),144,146
551,3OT,0:16.0,,Washington full timeout,144,146
552,3OT,0:16.0,M. Bridges enters the game for D. Booker,,144,146
553,3OT,0:14.0,,Personal take foul by K. Oubre (drawn by T. Satoranský),144,146
554,3OT,0:14.0,,T. Satoranský misses free throw 1 of 2,144,146
555,3OT,0:14.0,,Offensive rebound by Team,144,146
556,3OT,0:14.0,,T. Satoranský makes free throw 2 of 2,144,147
557,3OT,0:14.0,Phoenix full timeout,,144,147
558,3OT,0:14.0,D. Booker enters the game for M. Bridges,,144,147
559,3OT,0:11.0,D. Booker makes 2-pt layup from 2 ft (assist by J. Crawford),,146,147
560,3OT,0:09.0,,Personal take foul by T. Warren (drawn by J. Green),146,147
561,3OT,0:09.0,,J. Green makes free throw 1 of 2,146,148
562,3OT,0:09.0,,R. Baker enters the game for T. Bryant,146,148
563,3OT,0:09.0,,J. Green makes free throw 2 of 2,146,149
