,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MINNESOTA_ACTION,NEW YORK_SCORE,MINNESOTA_SCORE
383,4,4:24.0,Turnover by D. Smith (lost ball; steal by T. Gibson),,80,94
384,4,4:20.0,,Shooting foul by M. Robinson (drawn by T. Gibson),80,94
385,4,4:20.0,,T. Gibson makes free throw 1 of 2,80,95
386,4,4:20.0,,D. Šarić enters the game for A. Tolliver,80,95
387,4,4:20.0,,T. Gibson misses free throw 2 of 2,80,95
388,4,4:17.0,Defensive rebound by K. Knox,,80,95
389,4,3:56.0,A. Trier makes 3-pt jump shot from 25 ft,,83,95
390,4,3:34.0,,J. Teague misses 2-pt layup from 2 ft (block by M. Robinson),83,95
391,4,3:31.0,Defensive rebound by D. Dotson,,83,95
392,4,3:29.0,D. Smith makes 2-pt layup from 1 ft (assist by D. Dotson),,85,95
393,4,3:15.0,,T. Gibson misses 2-pt jump shot from 20 ft,85,95
394,4,3:11.0,Defensive rebound by K. Knox,,85,95
395,4,3:06.0,Turnover by K. Knox (lost ball; steal by D. Šarić),,85,95
396,4,3:02.0,,C. Reynolds makes 3-pt jump shot from 24 ft (assist by K. Bates-Diop),85,98
397,4,2:59.0,New York full timeout,,85,98
398,4,2:59.0,,T. Jones enters the game for J. Teague,85,98
399,4,2:47.0,K. Knox makes 2-pt jump shot from 20 ft (assist by D. Dotson),,87,98
400,4,2:25.0,,T. Jones makes 3-pt jump shot from 26 ft,87,101
401,4,2:09.0,D. Dotson makes 3-pt jump shot from 23 ft (assist by D. Smith),,90,101
402,4,1:47.0,,D. Šarić makes 2-pt jump shot from 11 ft,90,103
403,4,1:43.0,D. Smith misses 2-pt layup from 4 ft (block by T. Jones),,90,103
404,4,1:42.0,Offensive rebound by D. Smith,,90,103
405,4,1:42.0,Shooting foul by T. Jones (drawn by D. Smith),,90,103
406,4,1:42.0,D. Smith misses free throw 1 of 2,,90,103
407,4,1:42.0,Offensive rebound by Team,,90,103
408,4,1:42.0,,G. Dieng enters the game for T. Gibson,90,103
409,4,1:42.0,,J. Terrell enters the game for C. Reynolds,90,103
410,4,1:42.0,,C. Williams enters the game for D. Šarić,90,103
411,4,1:42.0,D. Smith makes free throw 2 of 2,,91,103
412,4,1:19.0,,K. Bates-Diop misses 3-pt jump shot from 26 ft,91,103
413,4,1:18.0,Defensive rebound by Team,,91,103
414,4,1:18.0,New York full timeout,,91,103
415,4,1:15.0,Turnover by D. Smith (bad pass; steal by G. Dieng),,91,103
416,4,1:05.0,,Turnover by G. Dieng (bad pass),91,103
417,4,0:59.0,Personal foul by T. Jones (drawn by A. Trier),,91,103
418,4,0:59.0,A. Trier misses free throw 1 of 2,,91,103
419,4,0:59.0,Offensive rebound by Team,,91,103
420,4,0:59.0,A. Trier makes free throw 2 of 2,,92,103
421,4,0:35.0,,K. Bates-Diop misses 2-pt jump shot from 14 ft,92,103
422,4,0:32.0,Defensive rebound by D. Dotson,,92,103
423,4,0:17.0,D. Smith misses 2-pt jump shot from 11 ft,,92,103
424,4,0:15.0,,Defensive rebound by J. Terrell,92,103
