,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MINNESOTA_ACTION,NEW YORK_SCORE,MINNESOTA_SCORE
50,1,4:58.0,Loose ball foul by D. Dotson (drawn by T. Gibson),,13,17
51,1,4:58.0,E. Mudiay enters the game for D. Jordan,,13,17
52,1,4:58.0,M. Robinson enters the game for D. Smith,,13,17
53,1,4:53.0,,J. Teague misses 3-pt jump shot from 25 ft,13,17
54,1,4:50.0,Defensive rebound by N. Vonleh,,13,17
55,1,4:46.0,Turnover by K. Knox (lost ball; steal by J. Teague),,13,17
56,1,4:43.0,,J. Teague makes 2-pt layup from 1 ft,13,19
57,1,4:35.0,New York full timeout,,13,19
58,1,4:35.0,A. Trier enters the game for K. Knox,,13,19
59,1,4:35.0,,G. Dieng enters the game for T. Gibson,13,19
60,1,4:22.0,D. Dotson makes 2-pt jump shot from 23 ft,,15,19
61,1,4:06.0,,D. Šarić misses 2-pt layup from 2 ft,15,19
62,1,4:04.0,,Offensive rebound by Team,15,19
63,1,4:02.0,,K. Bates-Diop misses 2-pt layup at rim (block by M. Robinson),15,19
64,1,3:59.0,Defensive rebound by A. Trier,,15,19
65,1,3:56.0,D. Dotson misses 3-pt jump shot from 25 ft,,15,19
66,1,3:54.0,Offensive rebound by M. Robinson,,15,19
67,1,3:54.0,M. Robinson misses 2-pt layup from 1 ft,,15,19
68,1,3:50.0,,Defensive rebound by D. Šarić,15,19
69,1,3:36.0,,G. Dieng misses 2-pt jump shot from 12 ft,15,19
70,1,3:34.0,,Offensive rebound by Team,15,19
71,1,3:34.0,L. Thomas enters the game for N. Vonleh,,15,19
72,1,3:29.0,,J. Teague misses 3-pt jump shot from 25 ft,15,19
73,1,3:26.0,Defensive rebound by M. Robinson,,15,19
74,1,3:11.0,Turnover by A. Trier (out of bounds lost ball),,15,19
75,1,3:11.0,,T. Jones enters the game for J. Teague,15,19
76,1,3:01.0,,T. Jones misses 2-pt jump shot from 7 ft,15,19
77,1,2:58.0,Defensive rebound by L. Thomas,,15,19
78,1,2:47.0,A. Trier misses 2-pt jump shot from 11 ft,,15,19
79,1,2:42.0,,Defensive rebound by T. Jones,15,19
80,1,2:35.0,,G. Dieng misses 3-pt jump shot from 23 ft,15,19
81,1,2:34.0,,Offensive rebound by K. Bates-Diop,15,19
82,1,2:33.0,,K. Bates-Diop makes 2-pt layup from 1 ft,15,21
83,1,2:07.0,D. Dotson makes 2-pt jump shot from 19 ft (assist by M. Robinson),,17,21
84,1,1:53.0,,Personal foul by L. Thomas (drawn by G. Dieng),17,21
85,1,1:53.0,,D. Rose enters the game for J. Okogie,17,21
86,1,1:53.0,,A. Tolliver enters the game for D. Šarić,17,21
87,1,1:42.0,,A. Tolliver misses 3-pt jump shot from 25 ft,17,21
88,1,1:39.0,,Offensive rebound by D. Rose,17,21
89,1,1:35.0,,D. Rose misses 2-pt jump shot from 20 ft,17,21
90,1,1:32.0,Defensive rebound by E. Mudiay,,17,21
91,1,1:26.0,A. Trier makes 3-pt jump shot from 26 ft (assist by D. Dotson),,20,21
92,1,1:23.0,,Minnesota full timeout,20,21
93,1,1:04.0,,G. Dieng misses 2-pt layup from 2 ft,20,21
94,1,1:02.0,Defensive rebound by M. Robinson,,20,21
95,1,0:59.0,Turnover by D. Dotson (bad pass; steal by D. Rose),,20,21
96,1,0:45.0,,T. Jones makes 2-pt layup from 1 ft,20,23
97,1,0:26.0,D. Dotson makes 2-pt jump shot from 21 ft,,22,23
98,1,0:02.0,,T. Jones misses 2-pt jump shot from 8 ft,22,23
99,1,0:02.0,Defensive rebound by L. Thomas,,22,23
100,2,11:41.0,L. Thomas misses 2-pt jump shot from 22 ft,,22,23
101,2,11:40.0,Offensive rebound by Team,,22,23
102,2,11:35.0,E. Mudiay misses 2-pt layup from 2 ft (block by G. Dieng),,22,23
103,2,11:31.0,,Defensive rebound by G. Dieng,22,23
104,2,11:22.0,,D. Rose makes 2-pt jump shot from 8 ft,22,25
105,2,11:09.0,L. Thomas misses 3-pt jump shot from 23 ft,,22,25
106,2,11:06.0,,Defensive rebound by G. Dieng,22,25
107,2,10:58.0,,A. Tolliver misses 3-pt jump shot from 23 ft,22,25
108,2,10:55.0,Defensive rebound by M. Robinson,,22,25
109,2,10:48.0,E. Mudiay misses 3-pt jump shot from 25 ft,,22,25
110,2,10:43.0,Offensive rebound by M. Robinson,,22,25
111,2,10:40.0,A. Trier makes 3-pt jump shot from 24 ft,,25,25
112,2,10:27.0,,Turnover by D. Rose (bad pass; steal by D. Dotson),25,25
113,2,10:06.0,L. Thomas makes 3-pt jump shot from 24 ft (assist by A. Trier),,28,25
114,2,9:50.0,,D. Rose makes 2-pt jump shot from 18 ft,28,27
115,2,9:37.0,D. Dotson misses 2-pt jump shot from 6 ft,,28,27
116,2,9:35.0,Offensive rebound by D. Dotson,,28,27
117,2,9:30.0,Turnover by E. Mudiay (lost ball; steal by T. Jones),,28,27
118,2,9:25.0,,C. Reynolds misses 2-pt dunk from 1 ft,28,27
119,2,9:23.0,Defensive rebound by E. Mudiay,,28,27
120,2,9:20.0,D. Dotson misses 3-pt jump shot from 26 ft,,28,27
121,2,9:16.0,,Defensive rebound by G. Dieng,28,27
122,2,9:16.0,J. Jenkins enters the game for D. Dotson,,28,27
123,2,9:02.0,,D. Rose misses 2-pt jump shot from 12 ft (block by M. Robinson),28,27
124,2,9:02.0,,Offensive rebound by Team,28,27
125,2,8:57.0,,D. Rose misses 2-pt jump shot from 20 ft,28,27
126,2,8:53.0,Defensive rebound by A. Trier,,28,27
127,2,8:49.0,A. Trier makes 2-pt layup from 2 ft,,30,27
128,2,8:49.0,Shooting foul by A. Tolliver (drawn by A. Trier),,30,27
129,2,8:49.0,A. Trier misses free throw 1 of 1,,30,27
130,2,8:47.0,,Defensive rebound by A. Tolliver,30,27
131,2,8:36.0,,T. Jones misses 2-pt jump shot from 12 ft,30,27
132,2,8:34.0,,Offensive rebound by G. Dieng,30,27
133,2,8:34.0,,Shooting foul by E. Mudiay (drawn by G. Dieng),30,27
134,2,8:34.0,,G. Dieng misses free throw 1 of 2,30,27
135,2,8:34.0,,Offensive rebound by Team,30,27
136,2,8:34.0,,G. Dieng makes free throw 2 of 2,30,28
137,2,8:22.0,J. Jenkins misses 3-pt jump shot from 26 ft,,30,28
138,2,8:19.0,,Defensive rebound by G. Dieng,30,28
139,2,8:01.0,,C. Reynolds misses 2-pt jump shot from 20 ft,30,28
140,2,8:00.0,Defensive rebound by E. Mudiay,,30,28
141,2,7:54.0,E. Mudiay misses 2-pt jump shot from 8 ft,,30,28
142,2,7:52.0,,Defensive rebound by C. Reynolds,30,28
143,2,7:48.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by T. Jones),30,31
144,2,7:22.0,Turnover by A. Trier (bad pass; steal by A. Tolliver),,30,31
145,2,7:18.0,,T. Jones makes 2-pt layup from 1 ft (assist by A. Tolliver),30,33
146,2,7:10.0,New York full timeout,,30,33
147,2,7:10.0,D. Smith enters the game for L. Thomas,,30,33
148,2,7:10.0,N. Vonleh enters the game for A. Trier,,30,33
149,2,7:10.0,,T. Gibson enters the game for G. Dieng,30,33
150,2,6:55.0,Turnover by E. Mudiay (step out of bounds),,30,33
151,2,6:38.0,,T. Gibson makes 2-pt dunk from 2 ft (assist by D. Rose),30,35
152,2,6:14.0,D. Smith misses 3-pt jump shot from 23 ft,,30,35
153,2,6:12.0,,Defensive rebound by C. Reynolds,30,35
154,2,5:55.0,,Offensive foul by A. Tolliver (drawn by M. Robinson),30,35
155,2,5:55.0,,Turnover by A. Tolliver (offensive foul),30,35
156,2,5:55.0,D. Dotson enters the game for E. Mudiay,,30,35
157,2,5:55.0,,J. Teague enters the game for D. Rose,30,35
158,2,5:36.0,N. Vonleh makes 2-pt hook shot from 6 ft,,32,35
159,2,5:15.0,,T. Gibson misses 2-pt layup from 3 ft (block by M. Robinson),32,35
160,2,5:12.0,Defensive rebound by D. Smith,,32,35
161,2,5:10.0,D. Smith misses 2-pt layup from 2 ft,,32,35
162,2,5:07.0,,Defensive rebound by T. Gibson,32,35
163,2,5:04.0,,C. Reynolds misses 2-pt layup from 2 ft (block by J. Jenkins),32,35
164,2,5:04.0,,Offensive rebound by Team,32,35
165,2,5:04.0,,D. Šarić enters the game for A. Tolliver,32,35
166,2,4:57.0,,T. Jones makes 3-pt jump shot from 24 ft,32,38
167,2,4:37.0,M. Robinson makes 2-pt layup from 1 ft (assist by D. Dotson),,34,38
168,2,4:21.0,,D. Šarić makes 2-pt layup from 2 ft (assist by T. Jones),34,40
169,2,4:10.0,M. Robinson makes 2-pt layup from 3 ft (assist by D. Smith),,36,40
170,2,4:10.0,Shooting foul by J. Teague (drawn by M. Robinson),,36,40
171,2,4:10.0,K. Knox enters the game for J. Jenkins,,36,40
172,2,4:10.0,,K. Bates-Diop enters the game for T. Jones,36,40
173,2,4:10.0,,J. Okogie enters the game for C. Reynolds,36,40
174,2,4:10.0,M. Robinson misses free throw 1 of 1,,36,40
175,2,4:08.0,,Defensive rebound by D. Šarić,36,40
176,2,4:00.0,,J. Teague misses 2-pt layup from 1 ft,36,40
177,2,3:59.0,,Offensive rebound by T. Gibson,36,40
178,2,3:59.0,,T. Gibson makes 2-pt dunk at rim,36,42
179,2,3:42.0,Shooting foul by D. Šarić (drawn by N. Vonleh),,36,42
180,2,3:42.0,N. Vonleh makes free throw 1 of 2,,37,42
181,2,3:42.0,D. Jordan enters the game for M. Robinson,,37,42
182,2,3:42.0,N. Vonleh misses free throw 2 of 2,,37,42
183,2,3:40.0,,Defensive rebound by T. Gibson,37,42
184,2,3:20.0,,D. Šarić makes 3-pt jump shot from 24 ft (assist by J. Teague),37,45
185,2,3:07.0,Personal foul by D. Šarić (drawn by D. Jordan),,37,45
186,2,3:07.0,,A. Tolliver enters the game for D. Šarić,37,45
187,2,3:02.0,Turnover by D. Smith (bad pass; steal by J. Okogie),,37,45
188,2,3:00.0,,Personal foul by D. Jordan (drawn by J. Okogie),37,45
189,2,2:48.0,,J. Teague misses 2-pt jump shot from 20 ft,37,45
190,2,2:48.0,Defensive rebound by K. Knox,,37,45
191,2,2:35.0,D. Dotson misses 3-pt jump shot from 23 ft,,37,45
192,2,2:32.0,,Defensive rebound by J. Teague,37,45
193,2,2:27.0,,J. Teague makes 2-pt layup from 2 ft,37,47
194,2,2:10.0,D. Dotson misses 2-pt layup from 1 ft,,37,47
195,2,2:08.0,Offensive rebound by N. Vonleh,,37,47
196,2,2:01.0,D. Smith misses 2-pt layup at rim,,37,47
197,2,1:59.0,,Defensive rebound by T. Gibson,37,47
198,2,1:55.0,,A. Tolliver misses 3-pt jump shot from 25 ft,37,47
199,2,1:53.0,Defensive rebound by D. Dotson,,37,47
200,2,1:47.0,K. Knox makes 3-pt jump shot from 25 ft (assist by D. Smith),,40,47
201,2,1:46.0,,Minnesota full timeout,40,47
202,2,1:24.0,,T. Gibson makes 2-pt layup from 3 ft (assist by J. Teague),40,49
203,2,1:11.0,K. Knox makes 2-pt jump shot from 10 ft,,42,49
204,2,0:55.0,,J. Okogie makes 2-pt jump shot from 19 ft (assist by T. Gibson),42,51
205,2,0:39.0,D. Dotson makes 3-pt jump shot from 23 ft (assist by K. Knox),,45,51
206,2,0:28.0,,Shooting foul by K. Knox (drawn by J. Teague),45,51
207,2,0:28.0,,J. Teague misses free throw 1 of 2,45,51
208,2,0:28.0,,Offensive rebound by Team,45,51
209,2,0:28.0,,J. Teague makes free throw 2 of 2,45,52
210,2,0:07.0,D. Jordan misses 2-pt layup from 3 ft (block by K. Bates-Diop),,45,52
211,2,0:04.0,,Defensive rebound by A. Tolliver,45,52
212,2,0:01.0,,J. Teague makes 3-pt jump shot from 29 ft,45,55
213,3,11:47.0,D. Jordan makes 2-pt dunk from 1 ft (assist by D. Dotson),,47,55
214,3,11:26.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Teague),47,57
215,3,11:07.0,D. Jordan misses 2-pt layup from 2 ft (block by J. Teague),,47,57
216,3,11:06.0,,Defensive rebound by J. Teague,47,57
217,3,10:56.0,,J. Okogie misses 3-pt jump shot from 25 ft,47,57
218,3,10:53.0,Defensive rebound by K. Knox,,47,57
219,3,10:49.0,D. Dotson makes 2-pt layup from 1 ft (assist by K. Knox),,49,57
220,3,10:37.0,,Turnover by D. Šarić (bad pass),49,57
221,3,10:37.0,,Loose ball foul by T. Gibson (drawn by N. Vonleh),49,57
222,3,10:28.0,Offensive foul by D. Dotson (drawn by J. Okogie),,49,57
223,3,10:28.0,Turnover by D. Dotson (offensive foul),,49,57
224,3,10:18.0,,J. Teague makes 2-pt jump shot from 10 ft,49,59
225,3,9:59.0,D. Jordan misses 2-pt layup from 1 ft (block by J. Okogie),,49,59
226,3,9:59.0,,Defensive rebound by Team,49,59
227,3,9:52.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Teague),49,61
228,3,9:52.0,,Shooting foul by N. Vonleh (drawn by T. Gibson),49,61
229,3,9:52.0,,T. Gibson makes free throw 1 of 1,49,62
230,3,9:52.0,New York full timeout,,49,62
231,3,9:39.0,K. Knox misses 3-pt jump shot from 25 ft,,49,62
232,3,9:37.0,Offensive rebound by D. Jordan,,49,62
233,3,9:36.0,D. Jordan misses 2-pt layup from 2 ft (block by T. Gibson),,49,62
234,3,9:33.0,,Defensive rebound by K. Bates-Diop,49,62
235,3,9:18.0,,J. Okogie misses 3-pt jump shot from 25 ft,49,62
236,3,9:15.0,Defensive rebound by D. Jordan,,49,62
237,3,9:07.0,Shooting foul by J. Okogie (drawn by N. Vonleh),,49,62
238,3,9:07.0,N. Vonleh misses free throw 1 of 2,,49,62
239,3,9:07.0,Offensive rebound by Team,,49,62
240,3,9:07.0,N. Vonleh makes free throw 2 of 2,,50,62
241,3,8:56.0,,D. Šarić misses 3-pt jump shot from 26 ft,50,62
242,3,8:53.0,Defensive rebound by D. Jordan,,50,62
243,3,8:45.0,D. Smith misses 2-pt jump shot from 9 ft,,50,62
244,3,8:43.0,Offensive rebound by Team,,50,62
245,3,8:32.0,Turnover by D. Dotson (bad pass; steal by J. Okogie),,50,62
246,3,8:21.0,,K. Bates-Diop makes 2-pt layup from 1 ft (assist by J. Okogie),50,64
247,3,8:04.0,Turnover by D. Smith (bad pass; steal by T. Gibson),,50,64
248,3,7:57.0,,D. Šarić misses 3-pt jump shot from 25 ft,50,64
249,3,7:54.0,,Offensive rebound by T. Gibson,50,64
250,3,7:48.0,,D. Šarić misses 2-pt layup from 2 ft,50,64
251,3,7:46.0,Defensive rebound by N. Vonleh,,50,64
252,3,7:40.0,D. Smith misses 2-pt layup from 1 ft,,50,64
253,3,7:38.0,,Defensive rebound by J. Teague,50,64
254,3,7:35.0,,D. Šarić makes 2-pt layup from 1 ft (assist by J. Teague),50,66
255,3,7:35.0,New York full timeout,,50,66
256,3,7:35.0,E. Mudiay enters the game for D. Jordan,,50,66
257,3,7:35.0,M. Robinson enters the game for D. Smith,,50,66
258,3,7:21.0,D. Dotson makes 3-pt jump shot from 24 ft (assist by K. Knox),,53,66
259,3,7:00.0,,J. Teague makes 2-pt jump shot from 11 ft,53,68
260,3,6:48.0,Shooting foul by T. Gibson (drawn by K. Knox),,53,68
261,3,6:48.0,K. Knox makes free throw 1 of 2,,54,68
262,3,6:48.0,,G. Dieng enters the game for T. Gibson,54,68
263,3,6:48.0,K. Knox makes free throw 2 of 2,,55,68
264,3,6:33.0,,K. Bates-Diop makes 2-pt layup from 2 ft (assist by D. Šarić),55,70
265,3,6:15.0,Turnover by E. Mudiay (bad pass),,55,70
266,3,6:06.0,,J. Teague misses 3-pt jump shot from 25 ft,55,70
267,3,6:04.0,,Offensive rebound by D. Šarić,55,70
268,3,5:58.0,,Turnover by J. Teague (lost ball; steal by K. Knox),55,70
269,3,5:52.0,K. Knox makes 2-pt layup from 2 ft,,57,70
270,3,5:43.0,,Turnover by G. Dieng (bad pass; steal by M. Robinson),57,70
271,3,5:25.0,E. Mudiay makes 2-pt jump shot from 8 ft,,59,70
272,3,5:25.0,,Minnesota full timeout,59,70
273,3,5:13.0,,Offensive foul by D. Šarić (drawn by E. Mudiay),59,70
274,3,5:13.0,,Turnover by D. Šarić (offensive foul),59,70
275,3,5:13.0,,A. Tolliver enters the game for D. Šarić,59,70
276,3,4:58.0,Turnover by E. Mudiay (bad pass; steal by K. Bates-Diop),,59,70
277,3,4:53.0,,K. Bates-Diop misses 2-pt jump shot from 5 ft,59,70
278,3,4:50.0,Defensive rebound by N. Vonleh,,59,70
279,3,4:46.0,K. Knox misses 3-pt jump shot from 25 ft,,59,70
280,3,4:43.0,,Defensive rebound by J. Okogie,59,70
281,3,4:35.0,,G. Dieng misses 2-pt jump shot from 21 ft,59,70
282,3,4:33.0,Defensive rebound by N. Vonleh,,59,70
283,3,4:20.0,E. Mudiay misses 3-pt jump shot from 25 ft,,59,70
284,3,4:15.0,,Defensive rebound by A. Tolliver,59,70
285,3,4:01.0,,J. Teague makes 2-pt jump shot from 7 ft,59,72
286,3,3:45.0,D. Dotson makes 2-pt jump shot from 8 ft (assist by E. Mudiay),,61,72
287,3,3:27.0,,K. Bates-Diop makes 3-pt jump shot from 26 ft (assist by G. Dieng),61,75
288,3,3:00.0,N. Vonleh makes 2-pt hook shot from 9 ft,,63,75
289,3,2:46.0,,J. Teague misses 2-pt layup from 2 ft (block by N. Vonleh),63,75
290,3,2:46.0,Defensive rebound by Team,,63,75
291,3,2:46.0,A. Trier enters the game for K. Knox,,63,75
292,3,2:46.0,,J. Bayless enters the game for J. Okogie,63,75
293,3,2:46.0,,T. Jones enters the game for J. Teague,63,75
294,3,2:38.0,D. Dotson misses 3-pt jump shot from 26 ft,,63,75
295,3,2:36.0,Offensive rebound by Team,,63,75
296,3,2:23.0,N. Vonleh misses 2-pt jump shot from 9 ft,,63,75
297,3,2:22.0,Offensive rebound by Team,,63,75
298,3,2:22.0,Turnover by Team (shot clock),,63,75
299,3,2:12.0,,T. Jones misses 2-pt jump shot from 9 ft,63,75
300,3,2:09.0,,Offensive rebound by T. Jones,63,75
301,3,2:03.0,,K. Bates-Diop makes 2-pt jump shot from 15 ft,63,77
302,3,1:39.0,Turnover by E. Mudiay (bad pass; steal by K. Bates-Diop),,63,77
303,3,1:29.0,,G. Dieng makes 2-pt layup at rim (assist by J. Bayless),63,79
304,3,1:29.0,,Shooting foul by M. Robinson (drawn by G. Dieng),63,79
305,3,1:29.0,,G. Dieng makes free throw 1 of 1,63,80
306,3,1:17.0,M. Robinson makes 2-pt dunk from 1 ft (assist by A. Trier),,65,80
307,3,0:58.0,,A. Tolliver misses 3-pt jump shot from 26 ft,65,80
308,3,0:56.0,Defensive rebound by N. Vonleh,,65,80
309,3,0:37.0,A. Trier misses 2-pt jump shot from 12 ft,,65,80
310,3,0:35.0,,Defensive rebound by K. Bates-Diop,65,80
311,3,0:23.0,,G. Dieng misses 2-pt layup from 5 ft (block by M. Robinson),65,80
312,3,0:20.0,Defensive rebound by D. Dotson,,65,80
313,3,0:18.0,A. Trier misses 2-pt layup from 3 ft (block by K. Bates-Diop),,65,80
314,3,0:14.0,Offensive rebound by D. Dotson,,65,80
315,3,0:12.0,A. Trier misses 3-pt jump shot from 24 ft,,65,80
316,3,0:12.0,,Defensive rebound by A. Tolliver,65,80
317,3,0:00.0,,T. Jones misses 3-pt jump shot from 25 ft,65,80
318,3,0:00.0,,Offensive rebound by Team,65,80
319,4,11:39.0,,T. Gibson makes 2-pt jump shot from 22 ft,65,82
320,4,11:19.0,L. Thomas misses 3-pt jump shot from 23 ft,,65,82
321,4,11:18.0,,Defensive rebound by Team,65,82
322,4,10:58.0,,J. Teague misses 2-pt jump shot from 6 ft,65,82
323,4,10:56.0,Defensive rebound by E. Mudiay,,65,82
324,4,10:52.0,E. Mudiay misses 2-pt layup from 1 ft,,65,82
325,4,10:50.0,,Defensive rebound by A. Tolliver,65,82
326,4,10:46.0,,T. Jones makes 3-pt jump shot from 26 ft (assist by J. Teague),65,85
327,4,10:20.0,E. Mudiay makes 2-pt layup from 1 ft,,67,85
328,4,10:09.0,,Turnover by A. Tolliver (lost ball; steal by E. Mudiay),67,85
329,4,9:58.0,Personal foul by T. Jones (drawn by L. Thomas),,67,85
330,4,9:58.0,D. Smith enters the game for E. Mudiay,,67,85
331,4,9:52.0,A. Trier makes 3-pt jump shot from 25 ft (assist by D. Smith),,70,85
332,4,9:35.0,,J. Teague misses 3-pt jump shot from 25 ft,70,85
333,4,9:33.0,Defensive rebound by J. Jenkins,,70,85
334,4,9:12.0,A. Trier misses 2-pt layup from 2 ft (block by J. Teague),,70,85
335,4,9:11.0,Offensive rebound by Team,,70,85
336,4,9:11.0,Turnover by Team (shot clock),,70,85
337,4,9:11.0,,J. Okogie enters the game for T. Jones,70,85
338,4,8:53.0,,T. Gibson makes 2-pt layup from 2 ft,70,87
339,4,8:53.0,,Shooting foul by M. Robinson (drawn by T. Gibson),70,87
340,4,8:53.0,,T. Gibson makes free throw 1 of 1,70,88
341,4,8:42.0,D. Smith misses 2-pt layup from 3 ft (block by J. Okogie),,70,88
342,4,8:39.0,,Defensive rebound by A. Tolliver,70,88
343,4,8:28.0,,J. Okogie misses 2-pt jump shot from 14 ft,70,88
344,4,8:25.0,Defensive rebound by M. Robinson,,70,88
345,4,8:11.0,J. Jenkins misses 3-pt jump shot from 26 ft,,70,88
346,4,8:08.0,,Defensive rebound by A. Tolliver,70,88
347,4,8:01.0,,Personal foul by M. Robinson (drawn by A. Tolliver),70,88
348,4,7:50.0,,J. Teague misses 3-pt jump shot from 26 ft,70,88
349,4,7:49.0,,Offensive rebound by Team,70,88
350,4,7:49.0,Loose ball foul by A. Trier (drawn by A. Tolliver),,70,88
351,4,7:49.0,D. Dotson enters the game for L. Thomas,,70,88
352,4,7:38.0,,J. Okogie misses 3-pt jump shot from 26 ft,70,88
353,4,7:35.0,Defensive rebound by M. Robinson,,70,88
354,4,7:23.0,A. Trier misses 2-pt layup from 3 ft (block by J. Okogie),,70,88
355,4,7:23.0,Offensive rebound by Team,,70,88
356,4,7:18.0,D. Smith makes 2-pt layup from 1 ft (assist by D. Dotson),,72,88
357,4,7:04.0,,A. Tolliver misses 2-pt hook shot from 9 ft,72,88
358,4,7:02.0,,Offensive rebound by T. Gibson,72,88
359,4,7:02.0,,T. Gibson makes 2-pt layup from 1 ft,72,90
360,4,6:49.0,D. Smith makes 2-pt layup from 2 ft,,74,90
361,4,6:37.0,,Offensive foul by A. Tolliver (drawn by D. Dotson),74,90
362,4,6:37.0,,Turnover by A. Tolliver (offensive foul),74,90
363,4,6:37.0,,Minnesota full timeout,74,90
364,4,6:37.0,K. Knox enters the game for J. Jenkins,,74,90
365,4,6:37.0,,K. Bates-Diop enters the game for J. Okogie,74,90
366,4,6:19.0,D. Smith makes 2-pt jump shot from 17 ft,,76,90
367,4,6:02.0,,Shooting foul by D. Smith (drawn by J. Teague),76,90
368,4,6:02.0,,J. Teague makes free throw 1 of 2,76,91
369,4,6:02.0,,J. Teague makes free throw 2 of 2,76,92
370,4,5:49.0,D. Smith makes 2-pt layup from 6 ft,,78,92
371,4,5:29.0,,K. Bates-Diop misses 2-pt jump shot from 6 ft,78,92
372,4,5:26.0,Defensive rebound by M. Robinson,,78,92
373,4,5:20.0,D. Dotson misses 2-pt jump shot from 20 ft,,78,92
374,4,5:18.0,Offensive rebound by M. Robinson,,78,92
375,4,5:18.0,M. Robinson makes 2-pt dunk at rim,,80,92
376,4,4:58.0,,Personal foul by A. Trier (drawn by K. Bates-Diop),80,92
377,4,4:58.0,,K. Bates-Diop makes free throw 1 of 2,80,93
378,4,4:58.0,,K. Bates-Diop makes free throw 2 of 2,80,94
379,4,4:46.0,K. Knox misses 2-pt jump shot from 18 ft,,80,94
380,4,4:43.0,,Defensive rebound by K. Bates-Diop,80,94
381,4,4:30.0,,A. Tolliver misses 3-pt jump shot from 26 ft,80,94
382,4,4:28.0,Defensive rebound by M. Robinson,,80,94
