,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SAN ANTONIO_ACTION,PORTLAND_SCORE,SAN ANTONIO_SCORE
105,2,9:57.0,,D. White makes 2-pt layup from 1 ft (assist by P. Mills),35,39
106,2,9:41.0,N. Stauskas misses 3-pt jump shot from 25 ft,,35,39
107,2,9:37.0,,Defensive rebound by J. Poeltl,35,39
108,2,9:26.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by P. Mills),35,42
109,2,9:26.0,Portland full timeout,,35,42
110,2,9:26.0,C. McCollum enters the game for D. Lillard,,35,42
111,2,9:26.0,,D. DeRozan enters the game for P. Mills,35,42
112,2,9:26.0,,B. Forbes enters the game for D. White,35,42
113,2,9:17.0,Personal foul by B. Forbes (drawn by S. Curry),,35,42
114,2,9:03.0,M. Leonard makes 2-pt dunk from 1 ft,,37,42
115,2,8:48.0,,Shooting foul by Z. Collins (drawn by D. DeRozan),37,42
116,2,8:48.0,,D. DeRozan makes free throw 1 of 2,37,43
117,2,8:48.0,,R. Gay enters the game for D. Cunningham,37,43
118,2,8:48.0,,D. DeRozan makes free throw 2 of 2,37,44
119,2,8:37.0,C. McCollum misses 2-pt layup from 2 ft,,37,44
120,2,8:36.0,Offensive rebound by M. Leonard,,37,44
121,2,8:25.0,Turnover by S. Curry (lost ball; steal by D. DeRozan),,37,44
122,2,8:16.0,,D. Bertāns misses 2-pt jump shot from 21 ft,37,44
123,2,8:16.0,Defensive rebound by Team,,37,44
124,2,8:16.0,,Loose ball foul by R. Gay (drawn by N. Stauskas),37,44
125,2,8:05.0,Turnover by S. Curry (traveling),,37,44
126,2,7:49.0,,D. DeRozan misses 2-pt jump shot from 11 ft,37,44
127,2,7:47.0,Defensive rebound by S. Curry,,37,44
128,2,7:35.0,N. Stauskas misses 3-pt jump shot from 26 ft,,37,44
129,2,7:30.0,,Defensive rebound by J. Poeltl,37,44
130,2,7:19.0,,R. Gay misses 2-pt jump shot from 8 ft,37,44
131,2,7:17.0,Defensive rebound by M. Leonard,,37,44
132,2,7:08.0,C. McCollum misses 2-pt jump shot from 17 ft,,37,44
133,2,7:06.0,,Defensive rebound by D. DeRozan,37,44
134,2,6:53.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by J. Poeltl),37,47
135,2,6:28.0,Z. Collins misses 2-pt layup from 5 ft,,37,47
136,2,6:26.0,,Defensive rebound by B. Forbes,37,47
137,2,6:21.0,,B. Forbes makes 2-pt jump shot from 16 ft,37,49
138,2,6:21.0,Portland full timeout,,37,49
139,2,6:21.0,A. Aminu enters the game for Z. Collins,,37,49
140,2,6:21.0,M. Harkless enters the game for S. Curry,,37,49
141,2,6:21.0,D. Lillard enters the game for M. Leonard,,37,49
142,2,6:21.0,J. Nurkić enters the game for N. Stauskas,,37,49
143,2,6:21.0,,L. Aldridge enters the game for D. Bertāns,37,49
144,2,6:21.0,,D. White enters the game for J. Poeltl,37,49
145,2,6:03.0,M. Harkless makes 3-pt jump shot from 26 ft (assist by C. McCollum),,40,49
146,2,5:55.0,,Turnover by D. DeRozan (discontinued dribble),40,49
147,2,5:42.0,Offensive foul by J. Nurkić (drawn by D. DeRozan),,40,49
148,2,5:42.0,Turnover by J. Nurkić (offensive foul),,40,49
149,2,5:26.0,,L. Aldridge misses 2-pt layup from 2 ft,40,49
150,2,5:24.0,Defensive rebound by J. Nurkić,,40,49
151,2,5:15.0,A. Aminu misses 3-pt jump shot from 23 ft,,40,49
152,2,5:09.0,,Defensive rebound by B. Forbes,40,49
153,2,5:06.0,,B. Forbes misses 3-pt jump shot from 28 ft,40,49
154,2,5:03.0,Defensive rebound by A. Aminu,,40,49
155,2,5:00.0,Personal foul by D. White (drawn by J. Nurkić),,40,49
156,2,4:56.0,M. Harkless makes 3-pt jump shot from 25 ft (assist by J. Nurkić),,43,49
157,2,4:54.0,,San Antonio full timeout,43,49
158,2,4:42.0,,D. DeRozan makes 2-pt jump shot from 12 ft,43,51
159,2,4:24.0,Turnover by J. Nurkić (3 sec),,43,51
160,2,4:04.0,,D. White misses 2-pt hook shot from 6 ft,43,51
161,2,4:01.0,Defensive rebound by A. Aminu,,43,51
162,2,3:51.0,C. McCollum misses 3-pt jump shot from 26 ft,,43,51
163,2,3:47.0,,Defensive rebound by R. Gay,43,51
164,2,3:31.0,,L. Aldridge misses 2-pt jump shot from 15 ft,43,51
165,2,3:29.0,Defensive rebound by D. Lillard,,43,51
166,2,3:23.0,Shooting foul by D. DeRozan (drawn by D. Lillard),,43,51
167,2,3:23.0,D. Lillard makes free throw 1 of 2,,44,51
168,2,3:23.0,,P. Mills enters the game for B. Forbes,44,51
169,2,3:23.0,D. Lillard makes free throw 2 of 2,,45,51
170,2,3:06.0,,Turnover by D. DeRozan (bad pass; steal by J. Nurkić),45,51
171,2,2:58.0,M. Harkless makes 2-pt jump shot from 12 ft,,47,51
172,2,2:58.0,,San Antonio full timeout,47,51
173,2,2:40.0,,D. DeRozan makes 2-pt jump shot from 20 ft (assist by D. White),47,53
174,2,2:26.0,Turnover by C. McCollum (discontinued dribble),,47,53
175,2,2:15.0,,D. DeRozan misses 2-pt jump shot from 17 ft,47,53
176,2,2:11.0,Defensive rebound by C. McCollum,,47,53
177,2,2:04.0,J. Nurkić makes 2-pt dunk at rim (assist by C. McCollum),,49,53
178,2,1:42.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by D. White),49,55
179,2,1:26.0,J. Nurkić makes 2-pt jump shot from 18 ft (assist by D. Lillard),,51,55
180,2,1:11.0,,D. White makes 2-pt layup from 2 ft (assist by L. Aldridge),51,57
181,2,0:59.0,J. Nurkić makes 2-pt jump shot from 19 ft (assist by D. Lillard),,53,57
182,2,0:45.0,,Shooting foul by A. Aminu (drawn by D. DeRozan),53,57
183,2,0:45.0,,D. DeRozan makes free throw 1 of 2,53,58
184,2,0:45.0,,D. DeRozan makes free throw 2 of 2,53,59
185,2,0:32.0,A. Aminu makes 2-pt dunk from 1 ft (assist by D. Lillard),,55,59
186,2,0:14.0,,Shooting foul by J. Nurkić (drawn by L. Aldridge),55,59
187,2,0:14.0,,L. Aldridge makes free throw 1 of 2,55,60
188,2,0:14.0,S. Curry enters the game for A. Aminu,,55,60
189,2,0:14.0,N. Stauskas enters the game for J. Nurkić,,55,60
190,2,0:14.0,,D. Cunningham enters the game for R. Gay,55,60
191,2,0:14.0,,L. Aldridge makes free throw 2 of 2,55,61
192,2,0:08.0,D. Lillard misses 3-pt jump shot from 29 ft,,55,61
193,2,0:03.0,,Defensive rebound by D. White,55,61
194,2,0:01.0,,Shooting foul by N. Stauskas (drawn by D. White),55,61
195,2,0:01.0,,D. White makes free throw 1 of 2,55,62
196,2,0:01.0,J. Nurkić enters the game for N. Stauskas,,55,62
197,2,0:01.0,,D. White misses free throw 2 of 2,55,62
198,2,0:00.0,Defensive rebound by J. Nurkić,,55,62
199,3,11:47.0,,D. DeRozan misses 2-pt layup from 4 ft (block by C. McCollum),55,62
200,3,11:42.0,Defensive rebound by A. Aminu,,55,62
201,3,11:42.0,Shooting foul by D. DeRozan (drawn by D. Lillard),,55,62
202,3,11:42.0,D. Lillard makes free throw 1 of 2,,56,62
203,3,11:42.0,D. Lillard makes free throw 2 of 2,,57,62
204,3,11:31.0,,Shooting foul by M. Harkless (drawn by L. Aldridge),57,62
205,3,11:31.0,,L. Aldridge makes free throw 1 of 2,57,63
206,3,11:31.0,,L. Aldridge misses free throw 2 of 2,57,63
207,3,11:29.0,Defensive rebound by A. Aminu,,57,63
208,3,11:21.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),,60,63
209,3,11:06.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),60,66
210,3,10:50.0,C. McCollum makes 2-pt layup from 2 ft (assist by J. Nurkić),,62,66
211,3,10:29.0,,R. Gay misses 2-pt jump shot from 9 ft,62,66
212,3,10:27.0,Defensive rebound by M. Harkless,,62,66
213,3,10:18.0,J. Nurkić misses 2-pt hook shot from 9 ft (block by D. Bertāns),,62,66
214,3,10:15.0,Offensive rebound by J. Nurkić,,62,66
215,3,10:13.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by C. McCollum),,65,66
216,3,9:51.0,,D. DeRozan misses 2-pt jump shot from 16 ft,65,66
217,3,9:49.0,Defensive rebound by J. Nurkić,,65,66
218,3,9:43.0,D. Lillard misses 2-pt jump shot from 20 ft,,65,66
219,3,9:40.0,,Defensive rebound by L. Aldridge,65,66
220,3,9:33.0,,B. Forbes misses 2-pt layup from 2 ft,65,66
221,3,9:33.0,Defensive rebound by Team,,65,66
222,3,9:13.0,A. Aminu misses 2-pt hook shot from 6 ft,,65,66
223,3,9:09.0,,Defensive rebound by R. Gay,65,66
224,3,9:06.0,,D. DeRozan misses 2-pt layup from 2 ft,65,66
225,3,9:03.0,,Offensive rebound by L. Aldridge,65,66
226,3,9:03.0,,L. Aldridge makes 2-pt layup from 1 ft,65,68
227,3,8:38.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by M. Harkless),,68,68
228,3,8:23.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. DeRozan),68,70
229,3,8:06.0,D. Lillard makes 2-pt jump shot from 16 ft,,70,70
230,3,7:49.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. DeRozan),70,72
231,3,7:28.0,J. Nurkić makes 2-pt layup from 1 ft (assist by M. Harkless),,72,72
232,3,7:16.0,,Turnover by D. DeRozan (lost ball; steal by D. Lillard),72,72
233,3,7:11.0,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),,74,72
234,3,6:49.0,,Turnover by L. Aldridge (lost ball; steal by A. Aminu),74,72
235,3,6:42.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by A. Aminu),,77,72
236,3,6:40.0,,San Antonio full timeout,77,72
237,3,6:40.0,,P. Mills enters the game for B. Forbes,77,72
238,3,6:28.0,,Turnover by D. Bertāns (bad pass; steal by M. Harkless),77,72
239,3,6:25.0,Offensive foul by M. Harkless (drawn by D. Bertāns),,77,72
240,3,6:25.0,Turnover by M. Harkless (offensive foul),,77,72
241,3,6:25.0,,D. White enters the game for R. Gay,77,72
242,3,6:16.0,,Turnover by P. Mills (lost ball; steal by D. Lillard),77,72
243,3,6:12.0,D. Lillard makes 2-pt dunk from 2 ft,,79,72
244,3,5:50.0,,D. Bertāns makes 2-pt jump shot from 14 ft (assist by D. White),79,74
245,3,5:31.0,D. Lillard makes 2-pt jump shot from 19 ft (assist by J. Nurkić),,81,74
246,3,5:20.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by L. Aldridge),81,77
247,3,4:57.0,Turnover by M. Harkless (bad pass; steal by D. DeRozan),,81,77
248,3,4:52.0,,D. DeRozan makes 2-pt layup at rim,81,79
249,3,4:31.0,C. McCollum misses 2-pt jump shot from 18 ft,,81,79
250,3,4:28.0,,Defensive rebound by D. DeRozan,81,79
251,3,4:25.0,,D. DeRozan makes 2-pt layup from 2 ft,81,81
252,3,4:25.0,,Shooting foul by M. Harkless (drawn by D. DeRozan),81,81
253,3,4:25.0,M. Leonard enters the game for J. Nurkić,,81,81
254,3,4:25.0,,D. Cunningham enters the game for L. Aldridge,81,81
255,3,4:25.0,,J. Poeltl enters the game for D. Bertāns,81,81
256,3,4:25.0,,D. DeRozan makes free throw 1 of 1,81,82
257,3,4:11.0,Shooting foul by J. Poeltl (drawn by A. Aminu),,81,82
258,3,4:11.0,A. Aminu makes free throw 1 of 2,,82,82
259,3,4:11.0,A. Aminu makes free throw 2 of 2,,83,82
260,3,4:01.0,,D. DeRozan makes 2-pt jump shot from 18 ft,83,84
261,3,3:51.0,Personal foul by D. White (drawn by D. Lillard),,83,84
262,3,3:51.0,S. Curry enters the game for M. Harkless,,83,84
263,3,3:51.0,N. Stauskas enters the game for C. McCollum,,83,84
264,3,3:41.0,D. Lillard makes 2-pt layup from 2 ft,,85,84
265,3,3:31.0,,D. DeRozan makes 2-pt jump shot from 14 ft,85,86
266,3,3:14.0,D. Lillard misses 3-pt jump shot from 27 ft,,85,86
267,3,3:10.0,,Defensive rebound by D. DeRozan,85,86
268,3,3:08.0,,Turnover by D. DeRozan (bad pass),85,86
269,3,3:08.0,Portland full timeout,,85,86
270,3,2:49.0,S. Curry misses 2-pt jump shot from 19 ft,,85,86
271,3,2:46.0,Offensive rebound by M. Leonard,,85,86
272,3,2:34.0,D. Lillard misses 2-pt layup from 2 ft (block by J. Poeltl),,85,86
273,3,2:31.0,,Defensive rebound by D. Cunningham,85,86
274,3,2:26.0,,D. DeRozan makes 2-pt layup from 1 ft,85,88
275,3,1:57.0,N. Stauskas makes 3-pt jump shot from 26 ft (assist by M. Leonard),,88,88
276,3,1:39.0,,D. DeRozan makes 2-pt jump shot from 4 ft (assist by D. Cunningham),88,90
277,3,1:22.0,D. Lillard misses 2-pt jump shot from 20 ft,,88,90
278,3,1:19.0,,Defensive rebound by D. DeRozan,88,90
279,3,1:15.0,,Shooting foul by N. Stauskas (drawn by D. DeRozan),88,90
280,3,1:15.0,,D. DeRozan makes free throw 1 of 2,88,91
281,3,1:15.0,,D. DeRozan makes free throw 2 of 2,88,92
282,3,0:58.0,Shooting foul by J. Poeltl (drawn by M. Leonard),,88,92
283,3,0:58.0,M. Leonard makes free throw 1 of 2,,89,92
284,3,0:58.0,M. Leonard makes free throw 2 of 2,,90,92
285,3,0:43.0,,D. DeRozan misses 2-pt layup from 5 ft,90,92
286,3,0:42.0,,Offensive rebound by J. Poeltl,90,92
287,3,0:42.0,,J. Poeltl makes 2-pt layup from 1 ft,90,94
288,3,0:33.0,D. Lillard misses 2-pt layup from 1 ft,,90,94
289,3,0:30.0,,Defensive rebound by D. Cunningham,90,94
290,3,0:25.0,,D. DeRozan misses 2-pt jump shot from 10 ft (block by A. Aminu),90,94
291,3,0:22.0,,Offensive rebound by D. DeRozan,90,94
292,3,0:17.0,,D. DeRozan makes 2-pt layup from 5 ft,90,96
293,3,0:17.0,,Shooting foul by A. Aminu (drawn by D. DeRozan),90,96
294,3,0:17.0,,D. DeRozan makes free throw 1 of 1,90,97
295,3,0:01.0,Turnover by M. Leonard (bad pass),,90,97
296,3,0:00.0,,Turnover by D. White (traveling),90,97
297,3,0:00.0,Z. Collins enters the game for M. Leonard,,90,97
298,3,0:00.0,Turnover by S. Curry (bad pass; steal by J. Poeltl),,90,97
299,4,11:44.0,Z. Collins misses 3-pt jump shot from 25 ft,,90,97
300,4,11:39.0,Offensive rebound by S. Curry,,90,97
301,4,11:36.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by S. Curry),,93,97
302,4,11:21.0,,R. Gay makes 2-pt jump shot from 16 ft,93,99
303,4,11:10.0,Z. Collins misses 3-pt jump shot from 26 ft,,93,99
304,4,11:05.0,,Defensive rebound by R. Gay,93,99
305,4,11:00.0,,D. White makes 2-pt jump shot from 16 ft (assist by J. Poeltl),93,101
306,4,10:34.0,Z. Collins makes 2-pt layup from 2 ft,,95,101
307,4,10:18.0,,R. Gay misses 2-pt layup from 2 ft (block by M. Harkless),95,101
308,4,10:18.0,Defensive rebound by Team,,95,101
309,4,10:18.0,,L. Aldridge enters the game for J. Poeltl,95,101
310,4,10:02.0,C. McCollum makes 2-pt jump shot from 9 ft,,97,101
311,4,9:49.0,,B. Forbes misses 2-pt layup from 2 ft,97,101
312,4,9:49.0,,Offensive rebound by Team,97,101
313,4,9:47.0,,B. Forbes makes 2-pt jump shot from 14 ft (assist by R. Gay),97,103
314,4,9:22.0,C. McCollum misses 2-pt jump shot from 9 ft,,97,103
315,4,9:22.0,Offensive rebound by Team,,97,103
316,4,9:21.0,Offensive foul by C. McCollum (drawn by D. White),,97,103
317,4,9:21.0,Turnover by C. McCollum (offensive foul),,97,103
318,4,9:12.0,,Shooting foul by Z. Collins (drawn by L. Aldridge),97,103
319,4,9:12.0,,L. Aldridge makes free throw 1 of 2,97,104
320,4,9:12.0,,L. Aldridge makes free throw 2 of 2,97,105
321,4,8:52.0,Z. Collins makes 2-pt jump shot from 13 ft (assist by M. Harkless),,99,105
322,4,8:43.0,,D. Bertāns makes 2-pt layup from 3 ft (assist by L. Aldridge),99,107
323,4,8:28.0,Turnover by Z. Collins (offensive foul),,99,107
324,4,8:28.0,Offensive foul by Z. Collins (drawn by D. Bertāns),,99,107
325,4,8:28.0,D. Lillard enters the game for S. Curry,,99,107
326,4,8:28.0,J. Nurkić enters the game for M. Harkless,,99,107
327,4,8:18.0,,Turnover by L. Aldridge (offensive foul),99,107
328,4,8:18.0,,Offensive foul by L. Aldridge (drawn by J. Nurkić),99,107
329,4,8:03.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by Z. Collins),,102,107
330,4,8:02.0,,San Antonio full timeout,102,107
331,4,8:02.0,,D. DeRozan enters the game for D. Bertāns,102,107
332,4,7:49.0,,Personal foul by J. Nurkić (drawn by L. Aldridge),102,107
333,4,7:49.0,A. Aminu enters the game for Z. Collins,,102,107
334,4,7:39.0,,D. White makes 3-pt jump shot from 27 ft,102,110
335,4,7:19.0,Shooting foul by B. Forbes (drawn by J. Nurkić),,102,110
336,4,7:19.0,J. Nurkić makes free throw 1 of 2,,103,110
337,4,7:19.0,J. Nurkić makes free throw 2 of 2,,104,110
338,4,7:06.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by R. Gay),104,112
339,4,6:49.0,D. Lillard misses 3-pt jump shot from 26 ft,,104,112
340,4,6:43.0,Offensive rebound by J. Nurkić,,104,112
341,4,6:43.0,J. Nurkić misses 2-pt layup at rim (block by L. Aldridge),,104,112
342,4,6:41.0,,Defensive rebound by D. DeRozan,104,112
343,4,6:38.0,,D. DeRozan makes 2-pt jump shot from 12 ft,104,114
344,4,6:37.0,Portland full timeout,,104,114
345,4,6:37.0,M. Harkless enters the game for N. Stauskas,,104,114
346,4,6:37.0,,P. Mills enters the game for B. Forbes,104,114
347,4,6:21.0,J. Nurkić makes 2-pt hook shot from 10 ft (assist by D. Lillard),,106,114
348,4,6:04.0,,D. DeRozan makes 2-pt jump shot from 17 ft,106,116
349,4,5:45.0,D. Lillard misses 2-pt layup from 2 ft,,106,116
350,4,5:42.0,J. Nurkić makes 2-pt layup at rim,,108,116
351,4,5:42.0,Offensive rebound by J. Nurkić,,108,116
352,4,5:31.0,,D. DeRozan makes 2-pt jump shot from 16 ft,108,118
353,4,5:14.0,D. Lillard misses 2-pt layup from 3 ft,,108,118
354,4,5:13.0,,Defensive rebound by L. Aldridge,108,118
355,4,5:08.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by D. White),108,121
356,4,4:47.0,C. McCollum misses 2-pt jump shot from 15 ft,,108,121
357,4,4:45.0,,Defensive rebound by D. White,108,121
358,4,4:28.0,,D. DeRozan misses 2-pt layup from 2 ft,108,121
359,4,4:26.0,Defensive rebound by J. Nurkić,,108,121
360,4,4:22.0,C. McCollum misses 3-pt jump shot from 27 ft,,108,121
361,4,4:17.0,,Defensive rebound by L. Aldridge,108,121
362,4,4:06.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by R. Gay),108,124
363,4,4:03.0,Portland full timeout,,108,124
364,4,3:52.0,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),,110,124
365,4,3:37.0,,L. Aldridge makes 2-pt jump shot from 14 ft (assist by P. Mills),110,126
366,4,3:26.0,D. Lillard misses 3-pt jump shot from 26 ft,,110,126
367,4,3:23.0,,Defensive rebound by L. Aldridge,110,126
368,4,3:10.0,,Turnover by L. Aldridge (traveling),110,126
369,4,3:04.0,Shooting foul by D. White (drawn by D. Lillard),,110,126
370,4,3:04.0,D. Lillard makes free throw 1 of 2,,111,126
371,4,3:04.0,D. Lillard makes free throw 2 of 2,,112,126
372,4,2:46.0,,D. DeRozan misses 2-pt jump shot from 19 ft,112,126
373,4,2:43.0,Defensive rebound by M. Harkless,,112,126
