,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA CLIPPERS_ACTION,PHILADELPHIA_SCORE,LA CLIPPERS_SCORE
380,3,0:11.0,,Defensive rebound by P. Beverley,101,88
381,3,0:02.0,,L. Williams misses 2-pt jump shot from 6 ft,101,88
382,3,0:01.0,Defensive rebound by J. Embiid,,101,88
383,4,11:51.0,,L. Williams makes 2-pt jump shot from 18 ft,101,90
384,4,11:38.0,Turnover by T. McConnell (bad pass; steal by M. Gortat),,101,90
385,4,11:29.0,,M. Scott misses 3-pt jump shot from 27 ft,101,90
386,4,11:25.0,Defensive rebound by F. Korkmaz,,101,90
387,4,11:14.0,F. Korkmaz misses 2-pt jump shot from 19 ft,,101,90
388,4,11:10.0,Offensive rebound by J. Embiid,,101,90
389,4,11:04.0,Personal foul by P. Beverley (drawn by J. Embiid),,101,90
390,4,11:04.0,,T. Harris enters the game for M. Scott,101,90
391,4,10:57.0,Turnover by J. Redick (step out of bounds),,101,90
392,4,10:51.0,,Personal foul by T. McConnell (drawn by L. Williams),101,90
393,4,10:45.0,,L. Williams misses 3-pt jump shot from 28 ft,101,90
394,4,10:43.0,Defensive rebound by J. Embiid,,101,90
395,4,10:36.0,T. McConnell makes 2-pt jump shot from 17 ft,,103,90
396,4,10:13.0,,T. Harris misses 2-pt jump shot from 5 ft,103,90
397,4,10:11.0,Defensive rebound by J. Bolden,,103,90
398,4,10:06.0,F. Korkmaz misses 2-pt layup from 2 ft,,103,90
399,4,10:05.0,Offensive rebound by J. Bolden,,103,90
400,4,10:05.0,J. Bolden makes 2-pt layup from 1 ft,,105,90
401,4,10:05.0,,LA Clippers full timeout,105,90
402,4,9:44.0,,Shooting foul by J. Embiid (drawn by T. Harris),105,90
403,4,9:44.0,,T. Harris makes free throw 1 of 2,105,91
404,4,9:44.0,,T. Harris makes free throw 2 of 2,105,92
405,4,9:32.0,Personal foul by P. Beverley (drawn by J. Embiid),,105,92
406,4,9:32.0,Technical foul by J. Embiid,,105,92
407,4,9:32.0,,Technical foul by P. Beverley,105,92
408,4,9:19.0,J. Embiid misses 2-pt jump shot from 9 ft,,105,92
409,4,9:12.0,Offensive rebound by J. Bolden,,105,92
410,4,9:12.0,J. Bolden makes 2-pt dunk from 1 ft,,107,92
411,4,9:01.0,,T. Harris makes 2-pt layup from 2 ft (assist by M. Gortat),107,94
412,4,8:47.0,J. Redick misses 3-pt jump shot from 27 ft,,107,94
413,4,8:46.0,,Defensive rebound by Team,107,94
414,4,8:46.0,J. Butler enters the game for F. Korkmaz,,107,94
415,4,8:46.0,,D. Gallinari enters the game for P. Beverley,107,94
416,4,8:33.0,,L. Williams misses 2-pt layup from 1 ft,107,94
417,4,8:33.0,Defensive rebound by J. Butler,,107,94
418,4,8:24.0,J. Butler misses 2-pt layup from 2 ft,,107,94
419,4,8:21.0,Offensive rebound by J. Bolden,,107,94
420,4,8:10.0,Turnover by T. McConnell (lost ball; steal by T. Harris),,107,94
421,4,8:08.0,,Turnover by D. Gallinari (traveling),107,94
422,4,8:08.0,W. Chandler enters the game for J. Bolden,,107,94
423,4,8:08.0,M. Muscala enters the game for J. Embiid,,107,94
424,4,8:08.0,L. Shamet enters the game for T. McConnell,,107,94
425,4,8:08.0,B. Simmons enters the game for J. Redick,,107,94
426,4,8:08.0,,M. Harrell enters the game for M. Gortat,107,94
427,4,7:49.0,Turnover by J. Butler (bad pass; steal by T. Harris),,107,94
428,4,7:42.0,,L. Williams misses 3-pt jump shot from 23 ft,107,94
429,4,7:36.0,Defensive rebound by W. Chandler,,107,94
430,4,7:29.0,J. Butler misses 3-pt jump shot from 26 ft,,107,94
431,4,7:25.0,,Defensive rebound by L. Williams,107,94
432,4,7:18.0,,Shooting foul by M. Muscala (drawn by M. Harrell),107,94
433,4,7:18.0,,M. Harrell misses free throw 1 of 2,107,94
434,4,7:18.0,,Offensive rebound by Team,107,94
435,4,7:18.0,,M. Harrell makes free throw 2 of 2,107,95
436,4,7:04.0,M. Muscala makes 3-pt jump shot from 26 ft (assist by J. Butler),,110,95
437,4,7:01.0,Technical foul by J. Butler,,110,95
438,4,7:01.0,,Technical foul by A. Bradley,110,95
439,4,7:01.0,J. Butler ejected from game,,110,95
440,4,7:01.0,,A. Bradley ejected from game,110,95
441,4,7:01.0,T. McConnell enters the game for J. Butler,,110,95
442,4,7:01.0,,P. Beverley enters the game for A. Bradley,110,95
443,4,6:41.0,,T. Harris misses 3-pt jump shot from 29 ft,110,95
444,4,6:39.0,Defensive rebound by W. Chandler,,110,95
445,4,6:34.0,B. Simmons misses 2-pt hook shot from 2 ft,,110,95
446,4,6:31.0,,Defensive rebound by D. Gallinari,110,95
447,4,6:29.0,,Personal foul by T. McConnell (drawn by L. Williams),110,95
448,4,6:24.0,,L. Williams makes 2-pt jump shot from 19 ft,110,97
449,4,6:22.0,Philadelphia full timeout,,110,97
450,4,6:09.0,B. Simmons misses 2-pt hook shot from 7 ft,,110,97
451,4,6:06.0,,Defensive rebound by T. Harris,110,97
452,4,6:02.0,,Personal foul by L. Shamet (drawn by P. Beverley),110,97
453,4,6:02.0,,P. Beverley misses free throw 1 of 2,110,97
454,4,6:02.0,,Offensive rebound by Team,110,97
455,4,6:02.0,J. Embiid enters the game for M. Muscala,,110,97
456,4,6:02.0,,P. Beverley makes free throw 2 of 2,110,98
457,4,5:42.0,B. Simmons misses 2-pt hook shot from 4 ft,,110,98
458,4,5:40.0,,Defensive rebound by T. Harris,110,98
459,4,5:34.0,,Turnover by D. Gallinari (bad pass),110,98
460,4,5:23.0,T. McConnell misses 2-pt jump shot from 13 ft,,110,98
461,4,5:20.0,,Defensive rebound by M. Harrell,110,98
462,4,5:17.0,,Personal foul by L. Shamet (drawn by D. Gallinari),110,98
463,4,5:17.0,,D. Gallinari makes free throw 1 of 2,110,99
464,4,5:17.0,J. Redick enters the game for L. Shamet,,110,99
465,4,5:17.0,,D. Gallinari misses free throw 2 of 2,110,99
466,4,5:15.0,Defensive rebound by J. Embiid,,110,99
467,4,4:53.0,J. Embiid misses 2-pt hook shot from 8 ft,,110,99
468,4,4:51.0,,Defensive rebound by M. Harrell,110,99
469,4,4:44.0,,T. Harris misses 2-pt layup from 2 ft,110,99
470,4,4:44.0,,Offensive rebound by M. Harrell,110,99
471,4,4:44.0,,M. Harrell makes 2-pt layup at rim,110,101
472,4,4:44.0,Philadelphia full timeout,,110,101
473,4,4:29.0,Personal foul by P. Beverley (drawn by J. Redick),,110,101
474,4,4:22.0,J. Redick misses 3-pt jump shot from 26 ft,,110,101
475,4,4:20.0,,Defensive rebound by M. Harrell,110,101
476,4,4:15.0,,T. Harris misses 2-pt dunk from 4 ft (block by T. McConnell),110,101
477,4,4:12.0,,Offensive rebound by M. Harrell,110,101
478,4,4:09.0,,T. Harris makes 2-pt layup from 3 ft (assist by M. Harrell),110,103
479,4,3:54.0,Turnover by B. Simmons (traveling),,110,103
480,4,3:34.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by D. Gallinari),110,105
481,4,3:08.0,W. Chandler misses 2-pt jump shot from 19 ft,,110,105
482,4,3:05.0,,Defensive rebound by T. Harris,110,105
483,4,2:57.0,,L. Williams misses 3-pt jump shot from 26 ft,110,105
484,4,2:57.0,Defensive rebound by Team,,110,105
485,4,2:57.0,,Loose ball foul by P. Beverley (drawn by J. Redick),110,105
486,4,2:57.0,,S. Gilgeous-Alexander enters the game for P. Beverley,110,105
487,4,2:45.0,J. Embiid makes 2-pt layup from 1 ft (assist by W. Chandler),,112,105
488,4,2:33.0,,M. Harrell misses 2-pt layup from 1 ft (block by J. Embiid),112,105
489,4,2:33.0,,Offensive rebound by M. Harrell,112,105
490,4,2:33.0,,Shooting foul by J. Embiid (drawn by M. Harrell),112,105
491,4,2:33.0,,M. Harrell makes 2-pt layup at rim,112,107
492,4,2:33.0,,M. Harrell makes free throw 1 of 1,112,108
493,4,2:13.0,J. Embiid makes 2-pt jump shot from 17 ft,,114,108
494,4,2:00.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,114,108
495,4,1:56.0,,Offensive rebound by T. Harris,114,108
496,4,1:54.0,,Turnover by T. Harris (lost ball; steal by W. Chandler),114,108
497,4,1:34.0,J. Embiid misses 2-pt jump shot from 12 ft,,114,108
498,4,1:31.0,,Defensive rebound by D. Gallinari,114,108
499,4,1:26.0,,Personal foul by W. Chandler (drawn by L. Williams),114,108
500,4,1:26.0,,L. Williams misses free throw 1 of 2,114,108
501,4,1:26.0,,Offensive rebound by Team,114,108
502,4,1:26.0,,S. Thornwell enters the game for S. Gilgeous-Alexander,114,108
503,4,1:26.0,,L. Williams makes free throw 2 of 2,114,109
504,4,1:07.0,Turnover by J. Embiid (out of bounds lost ball),,114,109
505,4,1:07.0,,S. Gilgeous-Alexander enters the game for S. Thornwell,114,109
506,4,0:58.0,,Shooting foul by J. Embiid (drawn by M. Harrell),114,109
507,4,0:58.0,,M. Harrell misses free throw 1 of 2,114,109
508,4,0:58.0,,Offensive rebound by Team,114,109
509,4,0:58.0,,S. Thornwell enters the game for S. Gilgeous-Alexander,114,109
510,4,0:58.0,,M. Harrell misses free throw 2 of 2,114,109
511,4,0:56.0,Defensive rebound by J. Embiid,,114,109
512,4,0:39.0,B. Simmons makes 2-pt jump shot from 6 ft,,116,109
513,4,0:39.0,,LA Clippers full timeout,116,109
514,4,0:39.0,,S. Gilgeous-Alexander enters the game for S. Thornwell,116,109
515,4,0:32.0,,M. Harrell makes 2-pt layup from 2 ft (assist by D. Gallinari),116,111
516,4,0:25.0,Personal take foul by S. Gilgeous-Alexander (drawn by B. Simmons),,116,111
517,4,0:25.0,B. Simmons misses free throw 1 of 2,,116,111
518,4,0:25.0,Offensive rebound by Team,,116,111
519,4,0:25.0,,M. Gortat enters the game for S. Gilgeous-Alexander,116,111
520,4,0:25.0,B. Simmons misses free throw 2 of 2,,116,111
521,4,0:25.0,Offensive rebound by W. Chandler,,116,111
522,4,0:22.0,Personal take foul by L. Williams (drawn by T. McConnell),,116,111
523,4,0:22.0,T. McConnell makes free throw 1 of 2,,117,111
524,4,0:22.0,T. McConnell misses free throw 2 of 2,,117,111
525,4,0:21.0,,Defensive rebound by M. Harrell,117,111
526,4,0:21.0,,LA Clippers full timeout,117,111
527,4,0:21.0,,S. Gilgeous-Alexander enters the game for M. Gortat,117,111
528,4,0:21.0,,B. Marjanović enters the game for M. Harrell,117,111
529,4,0:15.0,,T. Harris makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),117,113
530,4,0:15.0,Philadelphia full timeout,,117,113
531,4,0:15.0,,M. Harrell enters the game for S. Gilgeous-Alexander,117,113
532,4,0:15.0,,S. Thornwell enters the game for B. Marjanović,117,113
533,4,0:14.0,B. Simmons makes 2-pt dunk from 1 ft,,119,113
534,4,0:10.0,,L. Williams misses 3-pt jump shot from 28 ft (block by B. Simmons),119,113
535,4,0:05.0,Defensive rebound by J. Embiid,,119,113
