,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHICAGO_ACTION,DALLAS_SCORE,CHICAGO_SCORE
53,1,5:37.0,,Z. LaVine makes free throw 3 of 3,8,14
54,1,5:15.0,L. Dončić makes 2-pt jump shot from 17 ft,,10,14
55,1,5:02.0,,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by Z. LaVine),10,17
56,1,4:42.0,D. Jordan misses 2-pt hook shot from 3 ft,,10,17
57,1,4:40.0,,Defensive rebound by C. Hutchison,10,17
58,1,4:31.0,,J. Holiday misses 3-pt jump shot from 23 ft,10,17
59,1,4:28.0,Defensive rebound by D. Jordan,,10,17
60,1,4:25.0,Personal foul by R. Arcidiacono (drawn by D. Finney-Smith),,10,17
61,1,4:25.0,J. Barea enters the game for D. Smith,,10,17
62,1,4:22.0,Personal foul by J. Holiday (drawn by L. Dončić),,10,17
63,1,4:22.0,L. Dončić makes free throw 1 of 2,,11,17
64,1,4:22.0,L. Dončić makes free throw 2 of 2,,12,17
65,1,4:09.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,12,17
66,1,4:06.0,Defensive rebound by L. Dončić,,12,17
67,1,4:02.0,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by L. Dončić),,15,17
68,1,3:49.0,,Z. LaVine misses 3-pt jump shot from 26 ft,15,17
69,1,3:47.0,Defensive rebound by D. Jordan,,15,17
70,1,3:41.0,L. Dončić misses 2-pt jump shot from 14 ft,,15,17
71,1,3:37.0,,Defensive rebound by C. Hutchison,15,17
72,1,3:29.0,,R. Lopez misses 3-pt jump shot from 26 ft,15,17
73,1,3:26.0,Defensive rebound by D. Jordan,,15,17
74,1,3:17.0,J. Barea misses 2-pt jump shot from 12 ft,,15,17
75,1,3:15.0,,Defensive rebound by J. Holiday,15,17
76,1,3:08.0,,Z. LaVine misses 2-pt layup from 2 ft,15,17
77,1,3:08.0,Defensive rebound by D. Jordan,,15,17
78,1,3:08.0,Dallas full timeout,,15,17
79,1,3:08.0,D. Harris enters the game for L. Dončić,,15,17
80,1,3:08.0,D. Powell enters the game for D. Jordan,,15,17
81,1,3:08.0,,A. Blakeney enters the game for Z. LaVine,15,17
82,1,2:56.0,Def 3 sec tech foul by Team,,15,17
83,1,2:56.0,H. Barnes makes technical free throw,,16,17
84,1,2:44.0,H. Barnes makes 2-pt jump shot from 18 ft,,18,17
85,1,2:29.0,,J. Holiday misses 3-pt jump shot from 24 ft,18,17
86,1,2:26.0,Defensive rebound by D. Finney-Smith,,18,17
87,1,2:20.0,J. Barea misses 2-pt jump shot from 6 ft,,18,17
88,1,2:18.0,,Defensive rebound by C. Hutchison,18,17
89,1,2:04.0,,R. Lopez misses 2-pt hook shot from 11 ft,18,17
90,1,2:02.0,Defensive rebound by H. Barnes,,18,17
91,1,1:46.0,J. Barea makes 2-pt jump shot from 8 ft (assist by D. Finney-Smith),,20,17
92,1,1:31.0,,J. Holiday makes 2-pt layup from 2 ft,20,19
93,1,1:31.0,,Shooting foul by D. Powell (drawn by J. Holiday),20,19
94,1,1:31.0,J. Brunson enters the game for D. Finney-Smith,,20,19
95,1,1:31.0,,W. Carter enters the game for R. Arcidiacono,20,19
96,1,1:31.0,,S. Harrison enters the game for R. Lopez,20,19
97,1,1:31.0,,J. Holiday makes free throw 1 of 1,20,20
98,1,1:14.0,H. Barnes misses 2-pt hook shot from 6 ft,,20,20
99,1,1:12.0,Offensive rebound by D. Powell,,20,20
100,1,1:07.0,Turnover by J. Barea (lost ball; steal by C. Hutchison),,20,20
101,1,1:01.0,,S. Harrison misses 2-pt hook shot from 4 ft (block by D. Powell),20,20
102,1,0:59.0,Defensive rebound by H. Barnes,,20,20
103,1,0:51.0,Shooting foul by J. Holiday (drawn by D. Powell),,20,20
104,1,0:51.0,D. Powell misses free throw 1 of 2,,20,20
105,1,0:51.0,Offensive rebound by Team,,20,20
106,1,0:51.0,M. Kleber enters the game for H. Barnes,,20,20
107,1,0:51.0,,Z. LaVine enters the game for J. Holiday,20,20
108,1,0:51.0,D. Powell misses free throw 2 of 2,,20,20
109,1,0:49.0,Offensive rebound by J. Brunson,,20,20
110,1,0:43.0,Shooting foul by W. Carter (drawn by D. Powell),,20,20
111,1,0:43.0,D. Powell makes free throw 1 of 2,,21,20
112,1,0:43.0,,R. Lopez enters the game for W. Carter,21,20
113,1,0:43.0,D. Powell makes free throw 2 of 2,,22,20
114,1,0:21.0,,C. Hutchison misses 2-pt dunk from 1 ft,22,20
115,1,0:21.0,Defensive rebound by Team,,22,20
116,1,0:21.0,,C. Felício enters the game for R. Lopez,22,20
117,1,0:04.0,D. Harris makes 3-pt jump shot from 24 ft (assist by J. Barea),,25,20
118,1,0:00.0,,Z. LaVine misses 3-pt jump shot from 30 ft,25,20
119,1,0:00.0,,Offensive rebound by Team,25,20
120,2,11:46.0,,Turnover by C. Hutchison (step out of bounds),25,20
121,2,11:33.0,M. Kleber makes 2-pt dunk from 1 ft (assist by J. Barea),,27,20
122,2,11:17.0,,A. Blakeney misses 2-pt jump shot from 19 ft,27,20
123,2,11:14.0,Defensive rebound by J. Barea,,27,20
124,2,11:09.0,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),,29,20
125,2,11:09.0,,Chicago full timeout,29,20
126,2,11:09.0,,J. Parker enters the game for C. Hutchison,29,20
127,2,10:54.0,,Turnover by A. Blakeney (bad pass; steal by J. Brunson),29,20
128,2,10:40.0,M. Kleber makes 2-pt jump shot from 20 ft (assist by D. Harris),,31,20
129,2,10:25.0,,A. Blakeney misses 2-pt layup from 1 ft,31,20
130,2,10:23.0,,Offensive rebound by A. Blakeney,31,20
131,2,10:19.0,,J. Parker misses 3-pt jump shot from 23 ft,31,20
132,2,10:15.0,Defensive rebound by M. Kleber,,31,20
133,2,10:06.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),,33,20
134,2,9:44.0,,A. Blakeney makes 2-pt layup from 1 ft,33,22
135,2,9:33.0,Personal foul by C. Felício (drawn by D. Powell),,33,22
136,2,9:33.0,,R. Lopez enters the game for C. Felício,33,22
137,2,9:27.0,Turnover by D. Harris (bad pass; steal by A. Blakeney),,33,22
138,2,9:14.0,,J. Parker misses 2-pt hook shot from 4 ft (block by M. Kleber),33,22
139,2,9:10.0,Defensive rebound by J. Barea,,33,22
140,2,9:04.0,D. Powell misses 3-pt jump shot from 27 ft,,33,22
141,2,9:00.0,,Defensive rebound by S. Harrison,33,22
142,2,8:48.0,,Personal foul by D. Harris (drawn by Z. LaVine),33,22
143,2,8:48.0,,R. Arcidiacono enters the game for S. Harrison,33,22
144,2,8:38.0,,J. Parker misses 2-pt hook shot from 5 ft,33,22
145,2,8:37.0,,Offensive rebound by J. Parker,33,22
146,2,8:36.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by J. Parker),33,25
147,2,8:17.0,D. Harris misses 3-pt jump shot from 26 ft,,33,25
148,2,8:12.0,Offensive rebound by D. Powell,,33,25
149,2,8:05.0,M. Kleber makes 3-pt jump shot from 26 ft (assist by D. Harris),,36,25
150,2,7:51.0,,J. Parker misses 3-pt jump shot from 25 ft,36,25
151,2,7:48.0,Defensive rebound by D. Powell,,36,25
152,2,7:37.0,J. Barea makes 3-pt jump shot from 26 ft,,39,25
153,2,7:37.0,,Chicago full timeout,39,25
154,2,7:37.0,D. Finney-Smith enters the game for D. Harris,,39,25
155,2,7:37.0,,W. Carter enters the game for A. Blakeney,39,25
156,2,7:37.0,,J. Holiday enters the game for R. Lopez,39,25
157,2,7:21.0,,J. Holiday makes 2-pt jump shot from 17 ft (assist by R. Arcidiacono),39,27
158,2,7:05.0,Turnover by J. Barea (bad pass; steal by Z. LaVine),,39,27
159,2,6:59.0,,Turnover by W. Carter (lost ball; steal by D. Powell),39,27
160,2,6:55.0,J. Barea makes 2-pt jump shot from 20 ft,,41,27
161,2,6:41.0,,Offensive foul by W. Carter (drawn by D. Powell),41,27
162,2,6:41.0,,Turnover by W. Carter (offensive foul),41,27
163,2,6:41.0,,R. Lopez enters the game for W. Carter,41,27
164,2,6:31.0,J. Brunson misses 2-pt jump shot from 13 ft,,41,27
165,2,6:31.0,,Defensive rebound by J. Parker,41,27
166,2,6:21.0,,Personal foul by M. Kleber (drawn by R. Lopez),41,27
167,2,6:21.0,D. Jordan enters the game for D. Powell,,41,27
168,2,6:10.0,,J. Parker misses 2-pt jump shot from 21 ft,41,27
169,2,6:08.0,,Offensive rebound by R. Lopez,41,27
170,2,6:06.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by R. Lopez),41,29
171,2,5:46.0,J. Barea misses 2-pt jump shot from 10 ft,,41,29
172,2,5:43.0,Offensive rebound by J. Barea,,41,29
173,2,5:37.0,J. Brunson makes 2-pt layup from 2 ft,,43,29
174,2,5:23.0,,Z. LaVine makes 2-pt jump shot from 17 ft,43,31
175,2,5:22.0,Dallas full timeout,,43,31
176,2,5:22.0,L. Dončić enters the game for J. Barea,,43,31
177,2,5:22.0,D. Smith enters the game for J. Brunson,,43,31
178,2,5:22.0,,C. Hutchison enters the game for J. Parker,43,31
179,2,5:02.0,D. Smith misses 2-pt layup from 3 ft (block by R. Lopez),,43,31
180,2,5:00.0,,Defensive rebound by C. Hutchison,43,31
181,2,4:44.0,,Chicago full timeout,43,31
182,2,4:44.0,H. Barnes enters the game for M. Kleber,,43,31
183,2,4:39.0,,R. Lopez makes 2-pt layup from 2 ft (assist by Z. LaVine),43,33
184,2,4:28.0,Personal foul by C. Hutchison (drawn by H. Barnes),,43,33
185,2,4:22.0,D. Smith misses 3-pt jump shot from 25 ft,,43,33
186,2,4:19.0,,Defensive rebound by C. Hutchison,43,33
187,2,4:08.0,,C. Hutchison misses 2-pt layup from 1 ft,43,33
188,2,4:06.0,Defensive rebound by D. Jordan,,43,33
189,2,3:59.0,H. Barnes misses 2-pt jump shot from 8 ft,,43,33
190,2,3:57.0,,Defensive rebound by Z. LaVine,43,33
191,2,3:51.0,,Z. LaVine misses 2-pt jump shot from 19 ft,43,33
192,2,3:51.0,,Offensive rebound by Team,43,33
193,2,3:51.0,Loose ball foul by D. Smith (drawn by R. Lopez),,43,33
194,2,3:51.0,,Away from play foul by D. Finney-Smith (drawn by Z. LaVine),43,33
195,2,3:51.0,,Z. LaVine makes free throw 1 of 1,43,34
196,2,3:46.0,,R. Lopez makes 2-pt layup from 3 ft,43,36
197,2,3:46.0,,Shooting foul by D. Jordan (drawn by R. Lopez),43,36
198,2,3:46.0,,R. Lopez makes free throw 1 of 1,43,37
199,2,3:34.0,L. Dončić makes 3-pt jump shot from 26 ft,,46,37
200,2,3:19.0,,C. Hutchison makes 2-pt jump shot from 5 ft (assist by R. Arcidiacono),46,39
201,2,2:57.0,L. Dončić misses 2-pt jump shot from 4 ft,,46,39
202,2,2:54.0,,Defensive rebound by Z. LaVine,46,39
203,2,2:52.0,,Z. LaVine makes 2-pt layup from 2 ft,46,41
204,2,2:52.0,Violation by Team (def goaltending),,46,41
205,2,2:52.0,,Shooting foul by D. Smith (drawn by Z. LaVine),46,41
206,2,2:52.0,J. Barea enters the game for D. Smith,,46,41
207,2,2:52.0,,Z. LaVine makes free throw 1 of 1,46,42
208,2,2:31.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,46,42
209,2,2:26.0,,Defensive rebound by C. Hutchison,46,42
210,2,2:24.0,,C. Hutchison makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),46,45
211,2,2:09.0,J. Barea makes 2-pt jump shot from 3 ft,,48,45
212,2,1:58.0,,C. Hutchison misses 2-pt layup from 2 ft,48,45
213,2,1:56.0,Defensive rebound by D. Jordan,,48,45
214,2,1:45.0,H. Barnes makes 2-pt layup from 2 ft,,50,45
215,2,1:31.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),50,48
216,2,1:10.0,H. Barnes misses 2-pt jump shot from 20 ft,,50,48
217,2,1:10.0,Offensive rebound by Team,,50,48
218,2,1:10.0,,Loose ball foul by R. Lopez (drawn by D. Jordan),50,48
219,2,1:07.0,Personal foul by R. Arcidiacono (drawn by J. Barea),,50,48
220,2,1:07.0,J. Barea makes free throw 1 of 2,,51,48
221,2,1:07.0,J. Barea misses free throw 2 of 2,,51,48
222,2,1:02.0,,Defensive rebound by C. Hutchison,51,48
223,2,0:54.0,,Z. LaVine misses 2-pt jump shot from 22 ft,51,48
224,2,0:49.0,Defensive rebound by L. Dončić,,51,48
225,2,0:39.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by L. Dončić),,54,48
226,2,0:31.0,,Turnover by Z. LaVine (lost ball; steal by H. Barnes),54,48
227,2,0:12.0,H. Barnes makes 2-pt jump shot from 13 ft (assist by D. Jordan),,56,48
228,2,0:06.0,,Personal foul by J. Barea (drawn by R. Arcidiacono),56,48
229,2,0:06.0,,R. Arcidiacono misses free throw 1 of 2,56,48
230,2,0:06.0,,Offensive rebound by Team,56,48
231,2,0:06.0,D. Smith enters the game for J. Barea,,56,48
232,2,0:06.0,,S. Harrison enters the game for J. Holiday,56,48
233,2,0:06.0,,J. Parker enters the game for R. Lopez,56,48
234,2,0:06.0,,R. Arcidiacono makes free throw 2 of 2,56,49
235,2,0:01.0,Turnover by D. Smith (lost ball; steal by S. Harrison),,56,49
236,2,0:00.0,,S. Harrison misses 3-pt jump shot from 72 ft,56,49
237,2,0:00.0,,Offensive rebound by Team,56,49
238,3,11:50.0,,W. Carter misses 2-pt jump shot from 6 ft (block by D. Smith),56,49
239,3,11:47.0,Defensive rebound by D. Smith,,56,49
240,3,11:44.0,D. Smith makes 2-pt layup from 1 ft,,58,49
241,3,11:31.0,,W. Carter makes 2-pt jump shot from 22 ft,58,51
242,3,11:04.0,D. Smith misses 3-pt jump shot from 25 ft,,58,51
243,3,11:01.0,,Defensive rebound by W. Carter,58,51
244,3,10:54.0,,W. Carter misses 3-pt jump shot from 25 ft,58,51
245,3,10:51.0,Defensive rebound by D. Jordan,,58,51
246,3,10:41.0,H. Barnes misses 3-pt jump shot from 24 ft,,58,51
247,3,10:38.0,,Defensive rebound by Z. LaVine,58,51
248,3,10:30.0,,Z. LaVine makes 2-pt jump shot from 13 ft,58,53
249,3,10:14.0,L. Dončić misses 2-pt jump shot from 11 ft,,58,53
250,3,10:12.0,,Defensive rebound by W. Carter,58,53
251,3,10:07.0,,Offensive foul by J. Parker (drawn by L. Dončić),58,53
252,3,10:07.0,,Turnover by J. Parker (offensive foul),58,53
253,3,9:46.0,L. Dončić misses 3-pt jump shot from 25 ft,,58,53
254,3,9:42.0,,Defensive rebound by W. Carter,58,53
255,3,9:33.0,,Z. LaVine makes 2-pt jump shot from 20 ft,58,55
256,3,9:20.0,Turnover by D. Finney-Smith (bad pass; steal by J. Holiday),,58,55
257,3,9:08.0,,Z. LaVine misses 3-pt jump shot from 26 ft,58,55
258,3,9:05.0,Defensive rebound by D. Jordan,,58,55
259,3,8:57.0,Turnover by D. Smith (lost ball; steal by Z. LaVine),,58,55
260,3,8:56.0,,Z. LaVine makes 2-pt dunk from 1 ft,58,57
261,3,8:56.0,Dallas full timeout,,58,57
262,3,8:41.0,D. Smith makes 3-pt jump shot from 26 ft (assist by L. Dončić),,61,57
263,3,8:29.0,,Personal foul by D. Finney-Smith (drawn by W. Carter),61,57
264,3,8:19.0,,Turnover by Z. LaVine (out of bounds lost ball),61,57
265,3,7:56.0,D. Jordan makes 2-pt dunk from 1 ft (assist by D. Smith),,63,57
266,3,7:48.0,,Personal foul by D. Smith (drawn by J. Parker),63,57
267,3,7:32.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,63,57
268,3,7:29.0,Defensive rebound by H. Barnes,,63,57
269,3,7:28.0,D. Jordan makes 2-pt dunk from 1 ft (assist by H. Barnes),,65,57
270,3,7:28.0,,Chicago full timeout,65,57
271,3,7:17.0,,Turnover by Z. LaVine (lost ball; steal by H. Barnes),65,57
272,3,7:13.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,65,57
273,3,7:10.0,,Defensive rebound by R. Arcidiacono,65,57
274,3,7:04.0,,Z. LaVine misses 3-pt jump shot from 23 ft,65,57
275,3,7:01.0,Defensive rebound by D. Smith,,65,57
276,3,6:57.0,D. Smith makes 2-pt layup from 1 ft,,67,57
277,3,6:47.0,,J. Parker misses 3-pt jump shot from 26 ft,67,57
278,3,6:44.0,,Offensive rebound by W. Carter,67,57
279,3,6:42.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by W. Carter),67,60
280,3,6:20.0,H. Barnes misses 3-pt jump shot from 25 ft,,67,60
281,3,6:20.0,,Defensive rebound by Team,67,60
282,3,6:05.0,,Turnover by W. Carter (bad pass; steal by H. Barnes),67,60
283,3,6:03.0,Shooting foul by R. Arcidiacono (drawn by H. Barnes),,67,60
284,3,6:03.0,H. Barnes makes free throw 1 of 2,,68,60
285,3,6:03.0,H. Barnes makes free throw 2 of 2,,69,60
286,3,5:49.0,,J. Parker makes 2-pt jump shot from 15 ft (assist by R. Arcidiacono),69,62
287,3,5:23.0,Turnover by D. Smith (out of bounds lost ball),,69,62
288,3,5:10.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,69,62
289,3,5:07.0,Defensive rebound by D. Jordan,,69,62
290,3,4:54.0,L. Dončić misses 3-pt jump shot from 24 ft,,69,62
291,3,4:53.0,Offensive rebound by Team,,69,62
292,3,4:53.0,,Loose ball foul by J. Holiday (drawn by D. Jordan),69,62
293,3,4:45.0,L. Dončić misses 2-pt hook shot from 9 ft (block by W. Carter),,69,62
294,3,4:42.0,Offensive rebound by D. Smith,,69,62
295,3,4:40.0,D. Smith misses 3-pt jump shot from 29 ft,,69,62
296,3,4:40.0,,Defensive rebound by J. Parker,69,62
297,3,4:31.0,,J. Parker makes 2-pt layup from 2 ft,69,64
298,3,4:31.0,,Shooting foul by D. Finney-Smith (drawn by J. Parker),69,64
299,3,4:31.0,J. Barea enters the game for D. Finney-Smith,,69,64
300,3,4:31.0,D. Harris enters the game for D. Smith,,69,64
301,3,4:31.0,,A. Blakeney enters the game for Z. LaVine,69,64
302,3,4:31.0,,J. Parker makes free throw 1 of 1,69,65
303,3,4:07.0,H. Barnes makes 2-pt layup from 3 ft,,71,65
304,3,3:48.0,,A. Blakeney misses 2-pt jump shot from 13 ft (block by D. Harris),71,65
305,3,3:45.0,Defensive rebound by J. Barea,,71,65
306,3,3:36.0,J. Barea misses 2-pt layup from 2 ft,,71,65
307,3,3:36.0,,Defensive rebound by Team,71,65
308,3,3:19.0,,W. Carter misses 3-pt jump shot from 24 ft,71,65
309,3,3:16.0,Defensive rebound by J. Barea,,71,65
310,3,3:10.0,Turnover by H. Barnes (out of bounds lost ball),,71,65
311,3,2:53.0,,R. Arcidiacono misses 2-pt jump shot from 8 ft,71,65
312,3,2:51.0,Defensive rebound by L. Dončić,,71,65
313,3,2:38.0,Turnover by L. Dončić (bad pass; steal by J. Holiday),,71,65
314,3,2:34.0,,J. Parker makes 2-pt layup from 1 ft,71,67
315,3,2:34.0,,Shooting foul by D. Harris (drawn by J. Parker),71,67
316,3,2:34.0,D. Powell enters the game for D. Jordan,,71,67
317,3,2:34.0,,S. Harrison enters the game for R. Arcidiacono,71,67
318,3,2:34.0,,R. Lopez enters the game for W. Carter,71,67
319,3,2:34.0,,J. Parker makes free throw 1 of 1,71,68
320,3,2:15.0,H. Barnes misses 3-pt jump shot from 27 ft,,71,68
321,3,2:13.0,,Defensive rebound by S. Harrison,71,68
322,3,2:04.0,,J. Parker misses 2-pt jump shot from 20 ft,71,68
323,3,2:01.0,Defensive rebound by D. Powell,,71,68
324,3,1:43.0,Turnover by D. Harris (lost ball),,71,68
325,3,1:43.0,Loose ball foul by D. Harris (drawn by A. Blakeney),,71,68
326,3,1:43.0,,A. Blakeney makes free throw 1 of 2,71,69
327,3,1:43.0,M. Kleber enters the game for H. Barnes,,71,69
328,3,1:43.0,,A. Blakeney makes free throw 2 of 2,71,70
329,3,1:32.0,D. Powell makes 3-pt jump shot from 26 ft (assist by M. Kleber),,74,70
330,3,1:14.0,,J. Parker makes 2-pt hook shot from 3 ft,74,72
331,3,1:00.0,D. Powell makes 2-pt layup from 3 ft,,76,72
332,3,0:54.0,,Offensive foul by S. Harrison (drawn by J. Barea),76,72
333,3,0:54.0,,Turnover by S. Harrison (offensive foul),76,72
334,3,0:35.0,J. Barea makes 2-pt jump shot from 21 ft,,78,72
335,3,0:30.0,,S. Harrison makes 3-pt jump shot from 26 ft,78,75
336,3,0:05.0,J. Barea misses 2-pt layup from 3 ft,,78,75
337,3,0:02.0,,Defensive rebound by R. Lopez,78,75
338,4,11:49.0,D. Powell misses 3-pt jump shot from 25 ft,,78,75
339,4,11:46.0,,Defensive rebound by S. Harrison,78,75
340,4,11:34.0,,Turnover by R. Lopez (bad pass; steal by D. Harris),78,75
341,4,11:32.0,Shooting foul by A. Blakeney (drawn by J. Brunson),,78,75
342,4,11:32.0,J. Brunson misses free throw 1 of 2,,78,75
343,4,11:32.0,Offensive rebound by Team,,78,75
344,4,11:32.0,J. Brunson misses free throw 2 of 2,,78,75
345,4,11:30.0,Offensive rebound by Team,,78,75
346,4,11:25.0,J. Barea misses 3-pt jump shot from 27 ft,,78,75
347,4,11:22.0,,Defensive rebound by S. Harrison,78,75
348,4,11:11.0,,C. Hutchison makes 2-pt dunk at rim (assist by R. Lopez),78,77
349,4,10:47.0,M. Kleber makes 3-pt jump shot from 24 ft (assist by J. Barea),,81,77
350,4,10:37.0,,Personal foul by J. Brunson (drawn by A. Blakeney),81,77
351,4,10:30.0,,A. Blakeney makes 3-pt jump shot from 23 ft (assist by Z. LaVine),81,80
352,4,10:10.0,Shooting foul by S. Harrison (drawn by D. Powell),,81,80
353,4,10:10.0,D. Powell makes free throw 1 of 2,,82,80
354,4,10:10.0,D. Powell makes free throw 2 of 2,,83,80
355,4,9:56.0,,Z. LaVine misses 2-pt jump shot from 7 ft (block by D. Powell),83,80
356,4,9:53.0,Defensive rebound by M. Kleber,,83,80
357,4,9:41.0,D. Harris makes 2-pt layup from 2 ft,,85,80
358,4,9:26.0,,Z. LaVine misses 2-pt jump shot from 16 ft,85,80
359,4,9:22.0,Defensive rebound by J. Brunson,,85,80
360,4,9:10.0,J. Barea makes 2-pt jump shot from 18 ft,,87,80
361,4,9:09.0,,Chicago full timeout,87,80
362,4,9:09.0,,W. Carter enters the game for R. Lopez,87,80
363,4,8:57.0,,Personal foul by D. Harris (drawn by Z. LaVine),87,80
364,4,8:50.0,,Z. LaVine makes 2-pt layup from 2 ft,87,82
365,4,8:38.0,Personal foul by Z. LaVine (drawn by D. Harris),,87,82
366,4,8:29.0,Turnover by J. Brunson (traveling),,87,82
367,4,8:17.0,,Turnover by Z. LaVine (bad pass; steal by M. Kleber),87,82
368,4,8:06.0,J. Brunson misses 2-pt jump shot from 8 ft (block by W. Carter),,87,82
369,4,8:03.0,,Defensive rebound by W. Carter,87,82
370,4,7:55.0,,A. Blakeney misses 2-pt layup from 4 ft (block by M. Kleber),87,82
371,4,7:51.0,,Offensive rebound by C. Hutchison,87,82
372,4,7:47.0,,S. Harrison misses 3-pt jump shot from 28 ft,87,82
373,4,7:45.0,Defensive rebound by J. Brunson,,87,82
374,4,7:39.0,Turnover by M. Kleber (bad pass; steal by S. Harrison),,87,82
375,4,7:27.0,,A. Blakeney makes 2-pt jump shot from 13 ft,87,84
376,4,7:15.0,Dallas full timeout,,87,84
377,4,7:15.0,D. Finney-Smith enters the game for J. Brunson,,87,84
378,4,7:08.0,Personal foul by A. Blakeney (drawn by D. Harris),,87,84
379,4,6:57.0,D. Harris misses 3-pt jump shot from 25 ft,,87,84
380,4,6:54.0,,Defensive rebound by W. Carter,87,84
