,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CLEVELAND_ACTION,LA CLIPPERS_SCORE,CLEVELAND_SCORE
134,2,7:50.0,S. Gilgeous-Alexander enters the game for G. Temple,,35,47
135,2,7:50.0,,K. Love enters the game for J. Clarkson,35,47
136,2,7:50.0,,C. Sexton enters the game for L. Nance,35,47
137,2,7:30.0,,M. Chriss makes 2-pt hook shot from 7 ft,35,49
138,2,7:24.0,LA Clippers full timeout,,35,49
139,2,7:16.0,D. Gallinari makes 2-pt jump shot from 23 ft (assist by L. Williams),,37,49
140,2,7:05.0,,Personal foul by J. Green (drawn by M. Chriss),37,49
141,2,6:56.0,,M. Chriss misses 2-pt layup from 2 ft,37,49
142,2,6:53.0,Defensive rebound by J. Green,,37,49
143,2,6:39.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by B. Knight),,37,49
144,2,6:31.0,,B. Knight misses 3-pt jump shot from 29 ft,37,49
145,2,6:26.0,Defensive rebound by D. Gallinari,,37,49
146,2,6:22.0,J. Green makes 2-pt dunk from 2 ft (assist by D. Gallinari),,39,49
147,2,6:11.0,,C. Sexton misses 2-pt layup at rim,39,49
148,2,6:09.0,Defensive rebound by J. Green,,39,49
149,2,6:04.0,L. Williams makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),,41,49
150,2,5:56.0,,Cleveland full timeout,41,49
151,2,5:56.0,M. Harrell enters the game for J. Green,,41,49
152,2,5:56.0,,C. Osman enters the game for B. Knight,41,49
153,2,5:51.0,,Turnover by C. Osman (bad pass; steal by S. Gilgeous-Alexander),41,49
154,2,5:48.0,S. Gilgeous-Alexander makes 2-pt dunk from 3 ft,,43,49
155,2,5:25.0,,K. Love misses 2-pt jump shot from 13 ft,43,49
156,2,5:25.0,Defensive rebound by M. Harrell,,43,49
157,2,5:19.0,,Violation by Team (kicked ball),43,49
158,2,5:09.0,D. Gallinari makes 2-pt jump shot from 14 ft (assist by S. Gilgeous-Alexander),,45,49
159,2,4:54.0,,Turnover by C. Sexton (bad pass),45,49
160,2,4:54.0,L. Shamet enters the game for L. Williams,,45,49
161,2,4:54.0,,T. Thompson enters the game for M. Chriss,45,49
162,2,4:36.0,Turnover by D. Gallinari (out of bounds lost ball),,45,49
163,2,4:36.0,,J. Clarkson enters the game for D. Nwaba,45,49
164,2,4:19.0,,Personal foul by S. Gilgeous-Alexander (drawn by T. Thompson),45,49
165,2,4:08.0,,C. Sexton makes 2-pt jump shot from 14 ft,45,51
166,2,4:00.0,Personal foul by C. Sexton (drawn by D. Gallinari),,45,51
167,2,3:45.0,M. Harrell misses 2-pt layup from 3 ft,,45,51
168,2,3:42.0,,Defensive rebound by C. Osman,45,51
169,2,3:38.0,,Shooting foul by L. Shamet (drawn by K. Love),45,51
170,2,3:38.0,,K. Love makes free throw 1 of 2,45,52
171,2,3:38.0,,K. Love makes free throw 2 of 2,45,53
172,2,3:34.0,Shooting foul by C. Sexton (drawn by S. Gilgeous-Alexander),,45,53
173,2,3:34.0,S. Gilgeous-Alexander makes free throw 1 of 2,,46,53
174,2,3:34.0,S. Gilgeous-Alexander makes free throw 2 of 2,,47,53
175,2,3:14.0,,T. Thompson misses 2-pt jump shot from 8 ft,47,53
176,2,3:12.0,Defensive rebound by D. Gallinari,,47,53
177,2,3:08.0,L. Shamet makes 3-pt jump shot from 27 ft,,50,53
178,2,2:56.0,,C. Sexton makes 2-pt jump shot from 13 ft,50,55
179,2,2:45.0,M. Harrell makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),,52,55
180,2,2:45.0,Shooting foul by K. Love (drawn by M. Harrell),,52,55
181,2,2:45.0,M. Harrell misses free throw 1 of 1,,52,55
182,2,2:43.0,,Defensive rebound by K. Love,52,55
183,2,2:30.0,,K. Love misses 2-pt jump shot from 17 ft,52,55
184,2,2:28.0,Defensive rebound by P. Beverley,,52,55
185,2,2:13.0,P. Beverley misses 3-pt jump shot from 25 ft,,52,55
186,2,2:11.0,,Defensive rebound by J. Clarkson,52,55
187,2,2:07.0,,Shooting foul by P. Beverley (drawn by J. Clarkson),52,55
188,2,2:04.0,,Personal foul by P. Beverley (drawn by C. Osman),52,55
189,2,2:04.0,,C. Osman misses free throw 1 of 2,52,55
190,2,2:04.0,,Offensive rebound by Team,52,55
191,2,2:04.0,L. Williams enters the game for P. Beverley,,52,55
192,2,2:04.0,,C. Osman makes free throw 2 of 2,52,56
193,2,1:41.0,M. Harrell misses 2-pt hook shot from 10 ft,,52,56
194,2,1:36.0,,Defensive rebound by C. Sexton,52,56
195,2,1:32.0,,C. Sexton makes 2-pt layup from 2 ft,52,58
196,2,1:19.0,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),,54,58
197,2,1:03.0,,C. Sexton makes 2-pt jump shot from 16 ft,54,60
198,2,0:40.0,L. Williams makes 2-pt jump shot from 14 ft,,56,60
199,2,0:27.0,,C. Osman misses 2-pt jump shot from 11 ft,56,60
200,2,0:25.0,Defensive rebound by L. Shamet,,56,60
201,2,0:09.0,D. Gallinari makes 2-pt layup from 3 ft,,58,60
202,2,0:00.0,,Turnover by J. Clarkson (lost ball; steal by D. Gallinari),58,60
203,3,11:47.0,,C. Sexton misses 3-pt jump shot from 28 ft,58,60
204,3,11:43.0,Defensive rebound by I. Zubac,,58,60
205,3,11:35.0,P. Beverley makes 3-pt jump shot from 27 ft (assist by S. Gilgeous-Alexander),,61,60
206,3,11:11.0,,B. Knight makes 2-pt jump shot from 6 ft (assist by A. Žižić),61,62
207,3,10:58.0,D. Gallinari misses 3-pt jump shot from 26 ft,,61,62
208,3,10:56.0,Offensive rebound by I. Zubac,,61,62
209,3,10:54.0,I. Zubac makes 2-pt dunk from 1 ft,,63,62
210,3,10:43.0,,B. Knight misses 2-pt layup from 1 ft (block by I. Zubac),63,62
211,3,10:39.0,Defensive rebound by L. Shamet,,63,62
212,3,10:25.0,D. Gallinari makes 2-pt jump shot from 17 ft (assist by P. Beverley),,65,62
213,3,10:04.0,,K. Love makes 3-pt jump shot from 23 ft (assist by B. Knight),65,65
214,3,9:49.0,S. Gilgeous-Alexander makes 2-pt jump shot from 17 ft,,67,65
215,3,9:40.0,,Turnover by B. Knight (out of bounds lost ball),67,65
216,3,9:32.0,Personal foul by C. Osman (drawn by D. Gallinari),,67,65
217,3,9:23.0,D. Gallinari makes 2-pt jump shot from 13 ft (assist by P. Beverley),,69,65
218,3,9:12.0,,Offensive foul by K. Love (drawn by L. Shamet),69,65
219,3,9:12.0,,Turnover by K. Love (offensive foul),69,65
220,3,8:57.0,L. Shamet misses 3-pt jump shot from 26 ft,,69,65
221,3,8:54.0,,Defensive rebound by C. Sexton,69,65
222,3,8:46.0,,K. Love makes 2-pt jump shot from 4 ft (assist by C. Osman),69,67
223,3,8:19.0,I. Zubac makes 2-pt hook shot from 14 ft (assist by L. Shamet),,71,67
224,3,8:10.0,Violation by Team (kicked ball),,71,67
225,3,8:02.0,,K. Love makes 3-pt jump shot from 28 ft (assist by A. Žižić),71,70
226,3,7:38.0,S. Gilgeous-Alexander misses 2-pt layup from 1 ft,,71,70
227,3,7:36.0,,Defensive rebound by K. Love,71,70
228,3,7:32.0,,C. Sexton makes 3-pt jump shot from 27 ft (assist by B. Knight),71,73
229,3,7:16.0,L. Shamet makes 2-pt jump shot from 11 ft (assist by I. Zubac),,73,73
230,3,6:55.0,,Offensive foul by A. Žižić (drawn by P. Beverley),73,73
231,3,6:55.0,,Turnover by A. Žižić (offensive foul),73,73
232,3,6:55.0,,Cleveland full timeout,73,73
233,3,6:43.0,L. Shamet misses 3-pt jump shot from 28 ft,,73,73
234,3,6:41.0,,Defensive rebound by C. Sexton,73,73
235,3,6:23.0,,B. Knight misses 2-pt jump shot from 17 ft,73,73
236,3,6:20.0,Defensive rebound by I. Zubac,,73,73
237,3,6:13.0,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft (block by A. Žižić),,73,73
238,3,6:08.0,Offensive rebound by S. Gilgeous-Alexander,,73,73
239,3,6:07.0,D. Gallinari misses 3-pt jump shot from 28 ft,,73,73
240,3,6:06.0,Offensive rebound by P. Beverley,,73,73
241,3,6:06.0,P. Beverley makes 2-pt layup from 1 ft,,75,73
242,3,5:47.0,,Turnover by A. Žižić (3 sec),75,73
243,3,5:47.0,,J. Clarkson enters the game for B. Knight,75,73
244,3,5:47.0,,T. Thompson enters the game for A. Žižić,75,73
245,3,5:38.0,Shooting foul by C. Sexton (drawn by S. Gilgeous-Alexander),,75,73
246,3,5:38.0,S. Gilgeous-Alexander makes free throw 1 of 2,,76,73
247,3,5:38.0,S. Gilgeous-Alexander makes free throw 2 of 2,,77,73
248,3,5:24.0,,J. Clarkson makes 2-pt jump shot from 15 ft (assist by T. Thompson),77,75
249,3,5:10.0,D. Gallinari makes 2-pt jump shot from 8 ft,,79,75
250,3,4:57.0,,K. Love makes 3-pt jump shot from 30 ft,79,78
251,3,4:42.0,D. Gallinari makes 2-pt dunk at rim (assist by P. Beverley),,81,78
252,3,4:25.0,,C. Sexton misses 2-pt layup from 1 ft (block by I. Zubac),81,78
253,3,4:21.0,Defensive rebound by L. Shamet,,81,78
254,3,4:17.0,L. Shamet makes 3-pt jump shot from 28 ft (assist by D. Gallinari),,84,78
255,3,4:03.0,,C. Osman misses 3-pt jump shot from 26 ft,84,78
256,3,4:00.0,Defensive rebound by I. Zubac,,84,78
257,3,3:53.0,Personal foul by T. Thompson (drawn by L. Shamet),,84,78
258,3,3:53.0,M. Harrell enters the game for L. Shamet,,84,78
259,3,3:53.0,L. Williams enters the game for I. Zubac,,84,78
260,3,3:53.0,,L. Nance enters the game for K. Love,84,78
261,3,3:39.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft (assist by L. Williams),,86,78
262,3,3:39.0,Shooting foul by C. Sexton (drawn by S. Gilgeous-Alexander),,86,78
263,3,3:39.0,S. Gilgeous-Alexander makes free throw 1 of 1,,87,78
264,3,3:23.0,,Turnover by C. Sexton (bad pass; steal by M. Harrell),87,78
265,3,3:18.0,L. Williams misses 3-pt jump shot from 28 ft,,87,78
266,3,3:13.0,,Defensive rebound by L. Nance,87,78
267,3,2:58.0,,J. Clarkson misses 3-pt jump shot from 28 ft,87,78
268,3,2:56.0,,Offensive rebound by Team,87,78
269,3,2:56.0,LA Clippers full timeout,,87,78
270,3,2:56.0,J. Green enters the game for D. Gallinari,,87,78
271,3,2:42.0,,T. Thompson makes 2-pt layup from 1 ft (assist by L. Nance),87,80
272,3,2:26.0,L. Williams makes 2-pt jump shot from 22 ft (assist by J. Green),,89,80
273,3,2:26.0,Shooting foul by C. Sexton (drawn by L. Williams),,89,80
274,3,2:26.0,,N. Stauskas enters the game for C. Sexton,89,80
275,3,2:26.0,L. Williams makes free throw 1 of 1,,90,80
276,3,2:13.0,,Shooting foul by S. Gilgeous-Alexander (drawn by L. Nance),90,80
277,3,2:13.0,,L. Nance makes free throw 1 of 2,90,81
278,3,2:13.0,G. Temple enters the game for P. Beverley,,90,81
279,3,2:13.0,,D. Nwaba enters the game for C. Osman,90,81
280,3,2:13.0,,L. Nance misses free throw 2 of 2,90,81
281,3,2:11.0,Defensive rebound by S. Gilgeous-Alexander,,90,81
282,3,2:03.0,J. Green misses 3-pt jump shot from 27 ft,,90,81
283,3,2:00.0,,Defensive rebound by J. Clarkson,90,81
284,3,1:49.0,,J. Clarkson makes 2-pt jump shot from 11 ft,90,83
285,3,1:38.0,Turnover by J. Green (bad pass; steal by L. Nance),,90,83
286,3,1:30.0,,J. Clarkson misses 3-pt jump shot from 25 ft,90,83
287,3,1:27.0,Defensive rebound by G. Temple,,90,83
288,3,1:15.0,S. Gilgeous-Alexander misses 2-pt layup from 1 ft,,90,83
289,3,1:10.0,,Defensive rebound by T. Thompson,90,83
290,3,1:01.0,,L. Nance misses 2-pt layup from 1 ft (block by M. Harrell),90,83
291,3,1:01.0,,Offensive rebound by Team,90,83
292,3,1:01.0,W. Chandler enters the game for S. Gilgeous-Alexander,,90,83
293,3,0:53.0,,Turnover by T. Thompson (out of bounds lost ball),90,83
294,3,0:34.0,G. Temple misses 3-pt jump shot from 25 ft,,90,83
295,3,0:31.0,,Defensive rebound by T. Thompson,90,83
296,3,0:08.0,,Turnover by J. Clarkson (bad pass; steal by M. Harrell),90,83
297,3,0:07.0,Personal foul by N. Stauskas (drawn by M. Harrell),,90,83
298,3,0:07.0,M. Harrell makes free throw 1 of 2,,91,83
299,3,0:07.0,S. Thornwell enters the game for L. Williams,,91,83
300,3,0:07.0,M. Harrell makes free throw 2 of 2,,92,83
301,3,0:01.0,,Personal foul by G. Temple (drawn by T. Thompson),92,83
302,3,0:00.0,,J. Clarkson misses 3-pt jump shot from 31 ft,92,83
303,3,0:00.0,,Offensive rebound by Team,92,83
304,4,11:47.0,J. Green makes 2-pt jump shot from 11 ft (assist by L. Williams),,94,83
305,4,11:23.0,,T. Thompson misses 2-pt hook shot from 9 ft,94,83
306,4,11:21.0,,Offensive rebound by L. Nance,94,83
307,4,11:14.0,,T. Thompson misses 2-pt hook shot from 12 ft,94,83
308,4,11:12.0,Defensive rebound by M. Harrell,,94,83
309,4,11:06.0,Turnover by M. Harrell (bad pass; steal by D. Nwaba),,94,83
310,4,11:02.0,,D. Nwaba makes 2-pt layup from 1 ft,94,85
311,4,10:39.0,W. Chandler misses 2-pt jump shot from 8 ft,,94,85
312,4,10:39.0,,Defensive rebound by T. Thompson,94,85
313,4,10:25.0,,J. Clarkson makes 2-pt jump shot from 13 ft,94,87
314,4,10:09.0,W. Chandler misses 3-pt jump shot from 24 ft,,94,87
315,4,10:07.0,,Defensive rebound by D. Nwaba,94,87
316,4,10:01.0,,J. Clarkson misses 3-pt jump shot from 25 ft,94,87
317,4,9:58.0,,Offensive rebound by T. Thompson,94,87
318,4,9:56.0,,Shooting foul by M. Harrell (drawn by D. Nwaba),94,87
319,4,9:56.0,,D. Nwaba makes free throw 1 of 2,94,88
320,4,9:56.0,L. Shamet enters the game for W. Chandler,,94,88
321,4,9:56.0,,D. Nwaba makes free throw 2 of 2,94,89
322,4,9:43.0,L. Williams misses 2-pt jump shot from 11 ft,,94,89
323,4,9:42.0,Offensive rebound by M. Harrell,,94,89
324,4,9:32.0,M. Harrell misses 2-pt hook shot from 8 ft,,94,89
325,4,9:31.0,,Defensive rebound by T. Thompson,94,89
326,4,9:22.0,,T. Thompson misses 2-pt hook shot from 11 ft,94,89
327,4,9:20.0,Defensive rebound by J. Green,,94,89
328,4,9:09.0,Shooting foul by D. Nwaba (drawn by L. Shamet),,94,89
329,4,9:09.0,L. Shamet makes free throw 1 of 2,,95,89
330,4,9:09.0,P. Beverley enters the game for G. Temple,,95,89
331,4,9:09.0,,K. Love enters the game for T. Thompson,95,89
332,4,9:09.0,L. Shamet makes free throw 2 of 2,,96,89
333,4,8:55.0,,N. Stauskas misses 2-pt jump shot from 15 ft,96,89
334,4,8:54.0,Defensive rebound by J. Green,,96,89
335,4,8:40.0,L. Williams misses 3-pt jump shot from 29 ft,,96,89
336,4,8:37.0,,Defensive rebound by J. Clarkson,96,89
337,4,8:29.0,,L. Nance misses 2-pt dunk from 2 ft,96,89
338,4,8:27.0,Defensive rebound by L. Shamet,,96,89
339,4,8:16.0,L. Williams makes 2-pt jump shot from 14 ft,,98,89
340,4,7:51.0,,K. Love misses 3-pt jump shot from 27 ft,98,89
341,4,7:48.0,Defensive rebound by P. Beverley,,98,89
342,4,7:41.0,Turnover by L. Williams (bad pass; steal by L. Nance),,98,89
343,4,7:41.0,,Personal take foul by P. Beverley (drawn by D. Nwaba),98,89
344,4,7:41.0,D. Gallinari enters the game for J. Green,,98,89
345,4,7:41.0,,C. Osman enters the game for N. Stauskas,98,89
346,4,7:32.0,,D. Nwaba makes 2-pt layup from 2 ft,98,91
347,4,7:19.0,L. Williams misses 2-pt jump shot from 10 ft (block by D. Nwaba),,98,91
348,4,7:15.0,Offensive rebound by L. Williams,,98,91
349,4,7:14.0,LA Clippers full timeout,,98,91
350,4,7:07.0,L. Williams misses 3-pt jump shot from 26 ft,,98,91
351,4,7:05.0,,Defensive rebound by K. Love,98,91
352,4,6:41.0,,J. Clarkson misses 3-pt jump shot from 26 ft,98,91
353,4,6:39.0,Defensive rebound by D. Gallinari,,98,91
354,4,6:30.0,M. Harrell makes 2-pt layup from 1 ft (assist by P. Beverley),,100,91
355,4,6:30.0,Shooting foul by L. Nance (drawn by M. Harrell),,100,91
356,4,6:30.0,S. Gilgeous-Alexander enters the game for L. Shamet,,100,91
357,4,6:30.0,M. Harrell makes free throw 1 of 1,,101,91
358,4,6:06.0,,J. Clarkson misses 2-pt jump shot from 6 ft,101,91
359,4,6:04.0,,Offensive rebound by J. Clarkson,101,91
360,4,6:03.0,,J. Clarkson misses 2-pt layup from 2 ft,101,91
361,4,6:03.0,,Offensive rebound by L. Nance,101,91
362,4,5:58.0,,L. Nance makes 2-pt layup at rim,101,93
363,4,5:47.0,Personal foul by D. Nwaba (drawn by M. Harrell),,101,93
364,4,5:39.0,Turnover by L. Williams (bad pass; steal by J. Clarkson),,101,93
365,4,5:29.0,,K. Love misses 2-pt layup from 1 ft,101,93
366,4,5:27.0,,Offensive rebound by L. Nance,101,93
367,4,5:27.0,,L. Nance makes 2-pt dunk at rim,101,95
368,4,5:27.0,LA Clippers full timeout,,101,95
369,4,5:07.0,S. Gilgeous-Alexander misses 2-pt jump shot from 9 ft,,101,95
370,4,5:04.0,,Defensive rebound by C. Osman,101,95
371,4,4:53.0,,C. Osman misses 2-pt layup from 2 ft (block by M. Harrell),101,95
372,4,4:51.0,,Offensive rebound by Team,101,95
373,4,4:46.0,,L. Nance makes 2-pt dunk from 2 ft (assist by C. Osman),101,97
374,4,4:32.0,,Violation by Team (kicked ball),101,97
375,4,4:28.0,P. Beverley misses 3-pt jump shot from 23 ft,,101,97
376,4,4:25.0,,Defensive rebound by D. Nwaba,101,97
377,4,4:06.0,,K. Love misses 3-pt jump shot from 23 ft,101,97
378,4,4:02.0,,Offensive rebound by L. Nance,101,97
