,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,UTAH_ACTION,WASHINGTON_SCORE,UTAH_SCORE
112,1,0:21.0,Offensive rebound by Team,,29,37
113,1,0:21.0,C. Randle enters the game for B. Beal,,29,37
114,1,0:21.0,J. Parker makes free throw 2 of 2,,30,37
115,1,0:00.0,,J. Ingles makes 2-pt jump shot from 18 ft,30,39
116,2,11:45.0,C. Randle misses 2-pt layup from 3 ft (block by E. Udoh),,30,39
117,2,11:42.0,,Defensive rebound by J. Crowder,30,39
118,2,11:36.0,,K. Korver misses 3-pt jump shot from 26 ft,30,39
119,2,11:32.0,Defensive rebound by B. Portis,,30,39
120,2,11:32.0,Personal foul by K. Korver (drawn by J. McRae),,30,39
121,2,11:32.0,,R. Rubio enters the game for R. Neto,30,39
122,2,11:19.0,J. Parker misses 2-pt jump shot from 15 ft,,30,39
123,2,11:16.0,,Defensive rebound by E. Udoh,30,39
124,2,10:59.0,,J. Crowder makes 2-pt jump shot from 21 ft (assist by K. Korver),30,41
125,2,10:55.0,Personal foul by J. Ingles (drawn by J. Parker),,30,41
126,2,10:55.0,,D. Mitchell enters the game for J. Ingles,30,41
127,2,10:47.0,B. Portis makes 3-pt jump shot from 25 ft (assist by C. Randle),,33,41
128,2,10:29.0,,Turnover by R. Rubio (bad pass; steal by B. Portis),33,41
129,2,10:28.0,Turnover by J. McRae (lost ball; steal by R. Rubio),,33,41
130,2,10:23.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Rubio),33,44
131,2,10:09.0,B. Portis makes 2-pt hook shot from 4 ft (assist by J. Parker),,35,44
132,2,10:09.0,,R. Gobert enters the game for E. Udoh,35,44
133,2,9:56.0,,K. Korver misses 2-pt jump shot from 21 ft,35,44
134,2,9:55.0,Defensive rebound by B. Portis,,35,44
135,2,9:34.0,J. McRae misses 3-pt jump shot from 25 ft,,35,44
136,2,9:31.0,,Defensive rebound by R. Gobert,35,44
137,2,9:24.0,,Turnover by K. Korver (bad pass; steal by J. Parker),35,44
138,2,9:17.0,J. Parker makes 2-pt dunk from 2 ft (assist by S. Dekker),,37,44
139,2,9:03.0,,Personal foul by C. Randle (drawn by D. Mitchell),37,44
140,2,9:03.0,,R. O'Neale enters the game for K. Korver,37,44
141,2,8:56.0,,D. Mitchell makes 2-pt layup from 3 ft,37,46
142,2,8:54.0,Washington full timeout,,37,46
143,2,8:54.0,,T. Sefolosha enters the game for J. Crowder,37,46
144,2,8:39.0,C. Randle misses 2-pt hook shot from 6 ft,,37,46
145,2,8:37.0,,Defensive rebound by R. Gobert,37,46
146,2,8:30.0,,Turnover by R. Rubio (bad pass; steal by B. Portis),37,46
147,2,8:25.0,J. Parker makes 2-pt dunk from 1 ft (assist by J. McRae),,39,46
148,2,8:10.0,,Offensive foul by R. O'Neale (drawn by J. McRae),39,46
149,2,8:10.0,,Turnover by R. O'Neale (offensive foul),39,46
150,2,7:49.0,Turnover by S. Dekker (out of bounds lost ball),,39,46
151,2,7:49.0,,K. Korver enters the game for R. O'Neale,39,46
152,2,7:32.0,,D. Mitchell makes 2-pt layup from 3 ft,39,48
153,2,7:32.0,T. Satoranský enters the game for C. Randle,,39,48
154,2,7:25.0,Turnover by S. Dekker (bad pass; steal by R. Rubio),,39,48
155,2,7:20.0,,R. Rubio makes 2-pt layup from 2 ft,39,50
156,2,7:15.0,Washington full timeout,,39,50
157,2,7:15.0,B. Beal enters the game for S. Dekker,,39,50
158,2,7:11.0,J. Parker makes 2-pt dunk from 1 ft (assist by T. Satoranský),,41,50
159,2,6:54.0,,R. Gobert misses 2-pt jump shot from 4 ft (block by B. Portis),41,50
160,2,6:53.0,Defensive rebound by B. Portis,,41,50
161,2,6:46.0,B. Portis makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,44,50
162,2,6:28.0,,D. Mitchell makes 3-pt jump shot from 26 ft,44,53
163,2,6:08.0,B. Portis misses 2-pt jump shot from 17 ft,,44,53
164,2,6:07.0,,Defensive rebound by T. Sefolosha,44,53
165,2,5:59.0,,T. Sefolosha makes 2-pt layup from 3 ft (assist by D. Mitchell),44,55
166,2,5:48.0,J. Parker misses 2-pt jump shot from 4 ft,,44,55
167,2,5:48.0,,Defensive rebound by K. Korver,44,55
168,2,5:37.0,,D. Mitchell makes 2-pt layup from 3 ft,44,57
169,2,5:26.0,Personal foul by R. Rubio (drawn by T. Satoranský),,44,57
170,2,5:26.0,T. Brown enters the game for J. McRae,,44,57
171,2,5:26.0,,J. Ingles enters the game for K. Korver,44,57
172,2,5:13.0,B. Beal makes 2-pt layup from 2 ft (assist by T. Satoranský),,46,57
173,2,5:04.0,,D. Mitchell makes 2-pt layup from 3 ft (assist by R. Gobert),46,59
174,2,4:53.0,B. Beal misses 2-pt jump shot from 16 ft,,46,59
175,2,4:48.0,,Defensive rebound by R. Gobert,46,59
176,2,4:42.0,,Turnover by D. Mitchell (bad pass; steal by T. Satoranský),46,59
177,2,4:38.0,B. Beal misses 3-pt jump shot from 24 ft,,46,59
178,2,4:35.0,,Defensive rebound by R. Gobert,46,59
179,2,4:31.0,,T. Sefolosha makes 2-pt dunk from 2 ft (assist by J. Ingles),46,61
180,2,4:30.0,Washington full timeout,,46,61
181,2,4:30.0,,R. Neto enters the game for R. Rubio,46,61
182,2,4:16.0,B. Beal makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,49,61
183,2,4:01.0,,Turnover by J. Ingles (step out of bounds),49,61
184,2,3:51.0,B. Portis makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,52,61
185,2,3:35.0,,Turnover by R. Neto (bad pass; steal by B. Beal),52,61
186,2,3:31.0,B. Beal makes 2-pt jump shot from 3 ft,,54,61
187,2,3:06.0,,J. Ingles misses 3-pt jump shot from 25 ft,54,61
188,2,3:03.0,Defensive rebound by T. Satoranský,,54,61
189,2,3:03.0,,J. Crowder enters the game for R. Neto,54,61
190,2,3:03.0,,R. Rubio enters the game for T. Sefolosha,54,61
191,2,2:43.0,B. Portis makes 3-pt jump shot from 27 ft (assist by T. Satoranský),,57,61
192,2,2:29.0,,R. Rubio makes 2-pt jump shot from 19 ft,57,63
193,2,2:19.0,B. Beal makes 2-pt jump shot from 23 ft,,59,63
194,2,2:05.0,,R. Rubio makes 2-pt layup from 2 ft (assist by J. Ingles),59,65
195,2,1:50.0,B. Portis misses 2-pt jump shot from 16 ft (block by R. Gobert),,59,65
196,2,1:49.0,Offensive rebound by Team,,59,65
197,2,1:45.0,J. Parker misses 3-pt jump shot from 23 ft,,59,65
198,2,1:42.0,,Defensive rebound by J. Ingles,59,65
199,2,1:33.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. Rubio),59,68
200,2,1:23.0,Shooting foul by J. Crowder (drawn by B. Beal),,59,68
201,2,1:23.0,B. Beal makes free throw 1 of 2,,60,68
202,2,1:23.0,T. Bryant enters the game for J. Parker,,60,68
203,2,1:23.0,B. Beal misses free throw 2 of 2,,60,68
204,2,1:22.0,,Defensive rebound by R. Gobert,60,68
205,2,1:08.0,,J. Ingles misses 3-pt jump shot from 24 ft,60,68
206,2,1:04.0,Defensive rebound by B. Portis,,60,68
207,2,0:57.0,T. Bryant misses 3-pt jump shot from 25 ft,,60,68
208,2,0:53.0,Offensive rebound by T. Brown,,60,68
209,2,0:52.0,T. Brown misses 2-pt layup from 2 ft (block by D. Mitchell),,60,68
210,2,0:52.0,,Defensive rebound by R. Gobert,60,68
211,2,0:46.0,,Personal foul by T. Bryant (drawn by R. Gobert),60,68
212,2,0:46.0,,T. Sefolosha enters the game for J. Crowder,60,68
213,2,0:38.0,,R. Rubio misses 3-pt jump shot from 23 ft,60,68
214,2,0:35.0,Defensive rebound by T. Bryant,,60,68
215,2,0:24.0,B. Portis makes 2-pt hook shot from 6 ft (assist by T. Bryant),,62,68
216,2,0:02.0,,R. Rubio makes 2-pt jump shot from 9 ft (assist by J. Ingles),62,70
217,2,0:00.0,Turnover by T. Bryant (bad pass; steal by R. Rubio),,62,70
218,3,11:51.0,Turnover by T. Brown (bad pass; steal by J. Crowder),,62,70
219,3,11:49.0,,J. Crowder makes 2-pt dunk from 2 ft,62,72
220,3,11:39.0,B. Portis misses 3-pt jump shot from 24 ft,,62,72
221,3,11:39.0,,Defensive rebound by Team,62,72
222,3,11:23.0,,R. Rubio misses 2-pt jump shot from 21 ft,62,72
223,3,11:20.0,Defensive rebound by T. Brown,,62,72
224,3,11:06.0,T. Brown makes 2-pt layup from 2 ft (assist by T. Satoranský),,64,72
225,3,10:52.0,,Personal foul by T. Bryant (drawn by R. Gobert),64,72
226,3,10:50.0,,Turnover by D. Mitchell (out of bounds lost ball),64,72
227,3,10:38.0,Personal foul by D. Mitchell (drawn by B. Beal),,64,72
228,3,10:30.0,T. Bryant misses 3-pt jump shot from 25 ft,,64,72
229,3,10:27.0,Offensive rebound by T. Bryant,,64,72
230,3,10:22.0,T. Satoranský misses 2-pt layup from 3 ft,,64,72
231,3,10:19.0,Offensive rebound by T. Brown,,64,72
232,3,10:13.0,B. Portis misses 2-pt hook shot from 5 ft,,64,72
233,3,10:12.0,,Defensive rebound by R. Gobert,64,72
234,3,10:12.0,,Personal foul by T. Bryant (drawn by R. Gobert),64,72
235,3,9:57.0,,J. Crowder misses 3-pt jump shot from 24 ft,64,72
236,3,9:54.0,Defensive rebound by T. Satoranský,,64,72
237,3,9:47.0,Personal foul by R. Rubio (drawn by T. Bryant),,64,72
238,3,9:39.0,T. Bryant makes 2-pt jump shot from 19 ft (assist by T. Satoranský),,66,72
239,3,9:12.0,,R. Rubio misses 3-pt jump shot from 24 ft,66,72
240,3,9:09.0,,Offensive rebound by R. Gobert,66,72
241,3,9:08.0,,R. Gobert makes 2-pt layup from 3 ft,66,74
242,3,8:51.0,B. Beal makes 2-pt jump shot from 18 ft (assist by B. Portis),,68,74
243,3,8:39.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),68,76
244,3,8:33.0,B. Beal misses 2-pt jump shot from 24 ft,,68,76
245,3,8:29.0,Offensive rebound by B. Beal,,68,76
246,3,8:23.0,B. Portis misses 3-pt jump shot from 23 ft,,68,76
247,3,8:21.0,,Defensive rebound by Team,68,76
248,3,8:10.0,,D. Mitchell misses 2-pt layup from 2 ft,68,76
249,3,8:07.0,Defensive rebound by B. Portis,,68,76
250,3,7:57.0,T. Brown makes 3-pt jump shot from 26 ft (assist by T. Bryant),,71,76
251,3,7:41.0,,J. Ingles misses 3-pt jump shot from 23 ft,71,76
252,3,7:39.0,Defensive rebound by B. Portis,,71,76
253,3,7:30.0,T. Brown misses 3-pt jump shot from 23 ft,,71,76
254,3,7:26.0,,Defensive rebound by R. Gobert,71,76
255,3,7:18.0,,Personal foul by B. Portis (drawn by R. Gobert),71,76
256,3,7:18.0,,Utah full timeout,71,76
257,3,7:18.0,,E. Udoh enters the game for R. Gobert,71,76
258,3,7:05.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Ingles),71,79
259,3,6:45.0,T. Bryant makes 2-pt dunk from 3 ft (assist by B. Beal),,73,79
260,3,6:18.0,,J. Ingles misses 2-pt jump shot from 11 ft,73,79
261,3,6:15.0,Defensive rebound by B. Beal,,73,79
262,3,6:06.0,B. Beal makes 2-pt layup from 3 ft,,75,79
263,3,5:51.0,,D. Mitchell makes 2-pt layup from 4 ft,75,81
264,3,5:37.0,T. Bryant misses 2-pt layup from 3 ft (block by J. Crowder),,75,81
265,3,5:37.0,Offensive rebound by Team,,75,81
266,3,5:37.0,,R. O'Neale enters the game for J. Ingles,75,81
267,3,5:25.0,B. Beal misses 3-pt jump shot from 26 ft,,75,81
268,3,5:23.0,Offensive rebound by B. Beal,,75,81
269,3,5:21.0,Turnover by B. Beal (bad pass; steal by E. Udoh),,75,81
270,3,5:12.0,,D. Mitchell misses 3-pt jump shot from 22 ft,75,81
271,3,5:10.0,,Offensive rebound by D. Mitchell,75,81
272,3,5:07.0,,D. Mitchell misses 2-pt layup from 4 ft,75,81
273,3,5:05.0,,Offensive rebound by E. Udoh,75,81
274,3,5:04.0,,E. Udoh misses 2-pt dunk from 1 ft,75,81
275,3,5:02.0,Defensive rebound by T. Bryant,,75,81
276,3,4:57.0,B. Beal misses 2-pt layup from 3 ft,,75,81
277,3,4:57.0,Offensive rebound by T. Bryant,,75,81
278,3,4:54.0,T. Bryant makes 2-pt layup from 3 ft,,77,81
279,3,4:48.0,,Personal foul by T. Satoranský (drawn by R. Rubio),77,81
280,3,4:39.0,,D. Mitchell makes 3-pt jump shot from 25 ft,77,84
281,3,4:18.0,Turnover by B. Beal (bad pass),,77,84
282,3,4:18.0,,K. Korver enters the game for J. Crowder,77,84
283,3,4:18.0,,T. Sefolosha enters the game for R. Rubio,77,84
284,3,4:05.0,,D. Mitchell makes 2-pt jump shot from 18 ft,77,86
285,3,3:41.0,T. Brown misses 2-pt layup from 4 ft,,77,86
286,3,3:38.0,,Defensive rebound by T. Sefolosha,77,86
287,3,3:34.0,,R. O'Neale makes 3-pt jump shot from 23 ft (assist by D. Mitchell),77,89
288,3,3:32.0,Washington full timeout,,77,89
289,3,3:32.0,J. McRae enters the game for T. Brown,,77,89
290,3,3:32.0,J. Parker enters the game for B. Portis,,77,89
291,3,3:32.0,,R. Gobert enters the game for D. Mitchell,77,89
292,3,3:32.0,,J. Ingles enters the game for E. Udoh,77,89
293,3,3:15.0,Turnover by B. Beal (bad pass; steal by R. O'Neale),,77,89
294,3,3:09.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by K. Korver),77,92
295,3,2:55.0,T. Satoranský misses 2-pt hook shot from 2 ft,,77,92
296,3,2:55.0,,Defensive rebound by R. Gobert,77,92
297,3,2:47.0,,K. Korver misses 3-pt jump shot from 24 ft,77,92
298,3,2:43.0,Defensive rebound by T. Bryant,,77,92
299,3,2:33.0,,Violation by Team (kicked ball),77,92
300,3,2:33.0,C. Randle enters the game for T. Satoranský,,77,92
301,3,2:31.0,B. Beal makes 3-pt jump shot from 26 ft (assist by C. Randle),,80,92
302,3,2:12.0,,K. Korver misses 2-pt jump shot from 16 ft,80,92
303,3,2:08.0,Defensive rebound by J. Parker,,80,92
304,3,2:02.0,Shooting foul by T. Sefolosha (drawn by B. Beal),,80,92
305,3,2:02.0,B. Beal makes free throw 1 of 2,,81,92
306,3,2:02.0,B. Beal makes free throw 2 of 2,,82,92
307,3,1:53.0,,R. O'Neale misses 3-pt jump shot from 26 ft,82,92
308,3,1:49.0,Defensive rebound by T. Bryant,,82,92
309,3,1:46.0,Personal foul by R. O'Neale (drawn by B. Beal),,82,92
310,3,1:46.0,,G. Niang enters the game for R. O'Neale,82,92
311,3,1:38.0,T. Bryant makes 3-pt jump shot from 25 ft (assist by J. Parker),,85,92
312,3,1:26.0,,Turnover by K. Korver (bad pass),85,92
313,3,1:17.0,B. Beal makes 2-pt layup from 3 ft,,87,92
314,3,1:01.0,,J. Ingles misses 3-pt jump shot from 25 ft,87,92
315,3,0:58.0,Defensive rebound by J. Parker,,87,92
316,3,0:51.0,B. Beal misses 3-pt jump shot from 25 ft,,87,92
317,3,0:48.0,,Defensive rebound by Team,87,92
318,3,0:48.0,,Utah full timeout,87,92
319,3,0:48.0,,D. Mitchell enters the game for G. Niang,87,92
320,3,0:35.0,,Turnover by D. Mitchell (lost ball; steal by B. Beal),87,92
321,3,0:31.0,B. Beal misses 2-pt layup from 3 ft (block by R. Gobert),,87,92
322,3,0:27.0,,Defensive rebound by J. Ingles,87,92
323,3,0:06.0,,D. Mitchell misses 2-pt jump shot from 14 ft,87,92
324,3,0:04.0,Defensive rebound by T. Bryant,,87,92
325,3,0:00.0,J. McRae makes 3-pt jump shot from 37 ft,,90,92
326,4,11:43.0,,J. Ingles makes 2-pt layup from 3 ft (assist by R. Gobert),90,94
327,4,11:22.0,J. Parker misses 2-pt layup from 3 ft,,90,94
328,4,11:19.0,,Defensive rebound by T. Sefolosha,90,94
329,4,11:16.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),90,97
330,4,11:00.0,J. McRae misses 3-pt jump shot from 25 ft,,90,97
331,4,10:56.0,,Defensive rebound by R. Gobert,90,97
332,4,10:45.0,,T. Sefolosha misses 2-pt jump shot from 8 ft,90,97
333,4,10:42.0,Defensive rebound by T. Bryant,,90,97
334,4,10:34.0,Turnover by C. Randle (bad pass; steal by R. Gobert),,90,97
335,4,10:29.0,,D. Mitchell misses 3-pt jump shot from 23 ft,90,97
336,4,10:22.0,Defensive rebound by T. Bryant,,90,97
337,4,10:18.0,J. Parker makes 2-pt dunk from 2 ft (assist by J. McRae),,92,97
338,4,10:18.0,Shooting foul by D. Mitchell (drawn by J. Parker),,92,97
339,4,10:18.0,B. Portis enters the game for T. Bryant,,92,97
340,4,10:18.0,,E. Udoh enters the game for R. Gobert,92,97
341,4,10:18.0,J. Parker misses free throw 1 of 1,,92,97
342,4,10:17.0,,Defensive rebound by T. Sefolosha,92,97
343,4,10:04.0,,Turnover by T. Sefolosha (bad pass; steal by S. Dekker),92,97
344,4,10:01.0,S. Dekker makes 2-pt dunk from 1 ft,,94,97
345,4,9:37.0,,E. Udoh makes 2-pt hook shot from 7 ft (assist by J. Ingles),94,99
346,4,9:26.0,Shooting foul by E. Udoh (drawn by J. McRae),,94,99
347,4,9:26.0,J. McRae makes free throw 1 of 2,,95,99
348,4,9:26.0,J. McRae makes free throw 2 of 2,,96,99
349,4,9:11.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,96,99
350,4,9:08.0,Defensive rebound by B. Portis,,96,99
351,4,8:59.0,S. Dekker misses 3-pt jump shot from 25 ft,,96,99
352,4,8:55.0,,Defensive rebound by J. Ingles,96,99
353,4,8:49.0,,E. Udoh makes 2-pt dunk from 1 ft (assist by J. Ingles),96,101
354,4,8:38.0,Shooting foul by E. Udoh (drawn by J. Parker),,96,101
355,4,8:38.0,J. Parker misses free throw 1 of 2,,96,101
356,4,8:38.0,Offensive rebound by Team,,96,101
357,4,8:38.0,,J. Crowder enters the game for J. Ingles,96,101
358,4,8:38.0,,R. O'Neale enters the game for T. Sefolosha,96,101
359,4,8:38.0,J. Parker makes free throw 2 of 2,,97,101
360,4,8:22.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by J. Crowder),97,103
361,4,8:11.0,J. McRae misses 2-pt jump shot from 16 ft,,97,103
362,4,8:07.0,,Defensive rebound by D. Mitchell,97,103
363,4,7:57.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by D. Mitchell),97,106
364,4,7:55.0,Washington full timeout,,97,106
365,4,7:55.0,B. Beal enters the game for C. Randle,,97,106
366,4,7:55.0,,R. Rubio enters the game for K. Korver,97,106
367,4,7:43.0,Personal foul by J. Crowder (drawn by J. Parker),,97,106
368,4,7:43.0,,Technical foul by J. Crowder,97,106
369,4,7:43.0,B. Beal misses technical free throw,,97,106
370,4,7:43.0,Offensive rebound by Team,,97,106
371,4,7:30.0,B. Portis makes 3-pt jump shot from 27 ft (assist by S. Dekker),,100,106
372,4,7:11.0,,D. Mitchell misses 2-pt jump shot from 12 ft,100,106
373,4,7:07.0,,Offensive rebound by R. Rubio,100,106
374,4,7:04.0,,R. Rubio misses 2-pt jump shot from 11 ft,100,106
375,4,7:01.0,Defensive rebound by B. Portis,,100,106
376,4,6:45.0,J. Parker makes 2-pt dunk from 1 ft (assist by B. Portis),,102,106
377,4,6:45.0,,Utah full timeout,102,106
378,4,6:45.0,T. Brown enters the game for S. Dekker,,102,106
379,4,6:45.0,,R. Gobert enters the game for E. Udoh,102,106
380,4,6:32.0,,Personal foul by J. McRae (drawn by R. Rubio),102,106
381,4,6:26.0,,Shooting foul by J. Parker (drawn by R. Gobert),102,106
