,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ORLANDO_ACTION,SAN ANTONIO_SCORE,ORLANDO_SCORE
79,1,0:33.0,,J. Grant makes 2-pt jump shot from 18 ft,31,24
80,1,0:21.0,J. Poeltl misses 2-pt dunk from 1 ft,,31,24
81,1,0:19.0,,Defensive rebound by A. Gordon,31,24
82,1,0:02.0,,Personal foul by P. Mills (drawn by K. Birch),31,24
83,1,0:00.0,,J. Grant misses 3-pt jump shot from 26 ft,31,24
84,1,0:00.0,,Offensive rebound by Team,31,24
85,2,11:43.0,,D. Augustin misses 2-pt jump shot from 16 ft,31,24
86,2,11:43.0,,Offensive rebound by Team,31,24
87,2,11:43.0,D. White enters the game for D. DeRozan,,31,24
88,2,11:36.0,,J. Simmons misses 2-pt jump shot from 6 ft,31,24
89,2,11:36.0,,Offensive rebound by Team,31,24
90,2,11:36.0,,Personal foul by M. Belinelli (drawn by K. Birch),31,24
91,2,11:31.0,,Turnover by J. Simmons (step out of bounds),31,24
92,2,11:18.0,M. Belinelli makes 2-pt jump shot from 22 ft (assist by D. Bertāns),,33,24
93,2,10:56.0,,A. Gordon misses 2-pt jump shot from 11 ft,33,24
94,2,10:52.0,Defensive rebound by J. Poeltl,,33,24
95,2,10:47.0,M. Belinelli makes 3-pt jump shot from 26 ft,,36,24
96,2,10:31.0,,A. Gordon misses 3-pt jump shot from 26 ft,36,24
97,2,10:26.0,Defensive rebound by J. Poeltl,,36,24
98,2,10:15.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by J. Poeltl),,39,24
99,2,10:10.0,,Orlando full timeout,39,24
100,2,10:10.0,,Turnover by (5 sec),39,24
101,2,9:51.0,D. White makes 2-pt jump shot from 7 ft (assist by J. Poeltl),,41,24
102,2,9:33.0,,T. Ross makes 3-pt jump shot from 25 ft,41,27
103,2,9:15.0,D. Bertāns makes 3-pt jump shot from 27 ft (assist by M. Belinelli),,44,27
104,2,8:51.0,,T. Ross misses 2-pt jump shot from 6 ft,44,27
105,2,8:51.0,,Offensive rebound by Team,44,27
106,2,8:51.0,B. Forbes enters the game for P. Mills,,44,27
107,2,8:47.0,,T. Ross misses 2-pt jump shot from 21 ft,44,27
108,2,8:43.0,Defensive rebound by B. Forbes,,44,27
109,2,8:41.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,47,27
110,2,8:14.0,,J. Simmons makes 2-pt jump shot from 19 ft (assist by A. Gordon),47,29
111,2,8:00.0,M. Belinelli misses 3-pt jump shot from 27 ft,,47,29
112,2,7:57.0,,Defensive rebound by A. Gordon,47,29
113,2,7:51.0,,Offensive foul by A. Gordon (drawn by D. Bertāns),47,29
114,2,7:51.0,,Turnover by A. Gordon (offensive foul),47,29
115,2,7:51.0,D. DeRozan enters the game for M. Belinelli,,47,29
116,2,7:51.0,,E. Fournier enters the game for J. Simmons,47,29
117,2,7:27.0,D. White misses 3-pt jump shot from 27 ft,,47,29
118,2,7:24.0,,Defensive rebound by A. Gordon,47,29
119,2,7:18.0,,D. Augustin makes 2-pt layup from 2 ft,47,31
120,2,7:18.0,San Antonio full timeout,,47,31
121,2,7:18.0,L. Aldridge enters the game for D. Bertāns,,47,31
122,2,7:18.0,R. Gay enters the game for J. Poeltl,,47,31
123,2,7:04.0,R. Gay misses 2-pt jump shot from 20 ft,,47,31
124,2,7:04.0,,Defensive rebound by Team,47,31
125,2,6:41.0,,D. Augustin misses 2-pt jump shot from 13 ft (block by D. White),47,31
126,2,6:36.0,,Offensive rebound by E. Fournier,47,31
127,2,6:34.0,,E. Fournier misses 2-pt jump shot from 17 ft,47,31
128,2,6:29.0,Defensive rebound by R. Gay,,47,31
129,2,6:25.0,D. DeRozan makes 2-pt jump shot from 21 ft (assist by L. Aldridge),,49,31
130,2,6:12.0,,Shooting foul by B. Forbes (drawn by D. Augustin),49,31
131,2,6:12.0,,D. Augustin makes free throw 1 of 2,49,32
132,2,6:12.0,,D. Augustin makes free throw 2 of 2,49,33
133,2,6:01.0,Personal foul by K. Birch (drawn by L. Aldridge),,49,33
134,2,6:01.0,,M. Bamba enters the game for D. Augustin,49,33
135,2,6:01.0,,J. Grant enters the game for K. Birch,49,33
136,2,6:01.0,,J. Isaac enters the game for A. Gordon,49,33
137,2,5:48.0,R. Gay makes 2-pt hook shot from 12 ft (assist by D. DeRozan),,51,33
138,2,5:36.0,,M. Bamba makes 2-pt jump shot from 19 ft (assist by J. Grant),51,35
139,2,5:17.0,L. Aldridge makes 2-pt jump shot from 9 ft,,53,35
140,2,5:02.0,,T. Ross misses 2-pt jump shot from 20 ft,53,35
141,2,4:59.0,,Offensive rebound by J. Isaac,53,35
142,2,4:58.0,,J. Isaac misses 2-pt layup from 5 ft,53,35
143,2,4:53.0,Defensive rebound by D. DeRozan,,53,35
144,2,4:50.0,D. White makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,56,35
145,2,4:31.0,,J. Grant misses 3-pt jump shot from 25 ft,56,35
146,2,4:29.0,,Offensive rebound by M. Bamba,56,35
147,2,4:21.0,,E. Fournier misses 2-pt jump shot from 15 ft,56,35
148,2,4:17.0,Defensive rebound by R. Gay,,56,35
149,2,4:11.0,Turnover by L. Aldridge (traveling),,56,35
150,2,4:05.0,,Offensive foul by M. Bamba (drawn by D. White),56,35
151,2,4:05.0,,Turnover by M. Bamba (offensive foul),56,35
152,2,3:46.0,L. Aldridge misses 2-pt jump shot from 11 ft,,56,35
153,2,3:41.0,,Defensive rebound by E. Fournier,56,35
154,2,3:33.0,,E. Fournier misses 2-pt jump shot from 10 ft,56,35
155,2,3:31.0,Defensive rebound by L. Aldridge,,56,35
156,2,3:24.0,B. Forbes misses 3-pt jump shot from 29 ft,,56,35
157,2,3:20.0,Offensive rebound by B. Forbes,,56,35
158,2,3:17.0,L. Aldridge makes 2-pt layup from 1 ft (assist by R. Gay),,58,35
159,2,3:17.0,Shooting foul by M. Bamba (drawn by L. Aldridge),,58,35
160,2,3:17.0,,D. Augustin enters the game for J. Grant,58,35
161,2,3:17.0,,A. Gordon enters the game for T. Ross,58,35
162,2,3:17.0,L. Aldridge misses free throw 1 of 1,,58,35
163,2,3:15.0,,Defensive rebound by D. Augustin,58,35
164,2,3:01.0,,E. Fournier misses 3-pt jump shot from 25 ft,58,35
165,2,2:57.0,Defensive rebound by D. DeRozan,,58,35
166,2,2:55.0,R. Gay makes 2-pt dunk from 1 ft (assist by D. DeRozan),,60,35
167,2,2:42.0,,J. Isaac makes 3-pt jump shot from 24 ft (assist by D. Augustin),60,38
168,2,2:18.0,L. Aldridge makes 2-pt jump shot from 15 ft,,62,38
169,2,2:18.0,,Orlando full timeout,62,38
170,2,2:18.0,,K. Birch enters the game for M. Bamba,62,38
171,2,2:18.0,,W. Iwundu enters the game for A. Gordon,62,38
172,2,2:05.0,,Turnover by E. Fournier (bad pass),62,38
173,2,1:56.0,D. DeRozan misses 2-pt jump shot from 17 ft,,62,38
174,2,1:53.0,,Defensive rebound by J. Isaac,62,38
175,2,1:48.0,,D. Augustin makes 3-pt jump shot from 26 ft,62,41
176,2,1:30.0,Offensive foul by L. Aldridge (drawn by J. Isaac),,62,41
177,2,1:30.0,Turnover by L. Aldridge (offensive foul),,62,41
178,2,1:14.0,,J. Isaac makes 3-pt jump shot from 26 ft (assist by E. Fournier),62,44
179,2,0:48.0,B. Forbes makes 2-pt jump shot from 18 ft (assist by D. DeRozan),,64,44
180,2,0:32.0,,W. Iwundu misses 2-pt jump shot from 15 ft,64,44
181,2,0:28.0,Defensive rebound by B. Forbes,,64,44
182,2,0:09.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. White),,66,44
183,2,0:00.0,,J. Isaac misses 3-pt jump shot from 25 ft,66,44
184,2,0:00.0,,Offensive rebound by Team,66,44
185,3,11:42.0,,J. Isaac makes 2-pt jump shot from 13 ft (assist by A. Gordon),66,46
186,3,11:24.0,D. DeRozan misses 2-pt jump shot from 17 ft,,66,46
187,3,11:21.0,,Defensive rebound by M. Bamba,66,46
188,3,11:12.0,,Offensive foul by A. Gordon (drawn by D. White),66,46
189,3,11:12.0,,Turnover by A. Gordon (offensive foul),66,46
190,3,10:51.0,R. Gay makes 2-pt jump shot from 20 ft,,68,46
191,3,10:30.0,,E. Fournier misses 3-pt jump shot from 31 ft,68,46
192,3,10:26.0,,Offensive rebound by J. Isaac,68,46
193,3,10:24.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by J. Isaac),68,49
194,3,10:09.0,Turnover by B. Forbes (lost ball; steal by M. Bamba),,68,49
195,3,10:09.0,,Personal foul by B. Forbes (drawn by M. Bamba),68,49
196,3,9:50.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),68,52
197,3,9:33.0,D. DeRozan makes 2-pt jump shot from 8 ft,,70,52
198,3,9:19.0,,Shooting foul by D. White (drawn by M. Bamba),70,52
199,3,9:19.0,,M. Bamba makes free throw 1 of 2,70,53
200,3,9:19.0,,M. Bamba misses free throw 2 of 2,70,53
201,3,9:16.0,Defensive rebound by R. Gay,,70,53
202,3,9:06.0,Shooting foul by A. Gordon (drawn by D. DeRozan),,70,53
203,3,9:06.0,D. DeRozan makes free throw 1 of 2,,71,53
204,3,9:06.0,D. DeRozan makes free throw 2 of 2,,72,53
205,3,8:49.0,,E. Fournier misses 2-pt layup from 3 ft,72,53
206,3,8:42.0,,Offensive rebound by M. Bamba,72,53
207,3,8:42.0,,M. Bamba makes 2-pt layup at rim,72,55
208,3,8:37.0,B. Forbes makes 2-pt jump shot from 18 ft (assist by L. Aldridge),,74,55
209,3,8:21.0,,D. Augustin misses 3-pt jump shot from 27 ft,74,55
210,3,8:17.0,Defensive rebound by L. Aldridge,,74,55
211,3,8:07.0,Shooting foul by M. Bamba (drawn by R. Gay),,74,55
212,3,8:07.0,R. Gay makes free throw 1 of 2,,75,55
213,3,8:07.0,,J. Simmons enters the game for A. Gordon,75,55
214,3,8:07.0,R. Gay makes free throw 2 of 2,,76,55
215,3,7:50.0,,E. Fournier makes 2-pt jump shot from 11 ft,76,57
216,3,7:29.0,R. Gay makes 2-pt jump shot from 23 ft,,78,57
217,3,7:15.0,,Turnover by E. Fournier (bad pass; steal by L. Aldridge),78,57
218,3,7:01.0,D. DeRozan makes 2-pt jump shot from 7 ft (assist by R. Gay),,80,57
219,3,6:42.0,,J. Isaac misses 2-pt jump shot from 12 ft,80,57
220,3,6:38.0,Defensive rebound by D. DeRozan,,80,57
221,3,6:35.0,L. Aldridge makes 2-pt layup from 2 ft (assist by D. DeRozan),,82,57
222,3,6:35.0,Shooting foul by J. Isaac (drawn by L. Aldridge),,82,57
223,3,6:35.0,,Orlando full timeout,82,57
224,3,6:35.0,,K. Birch enters the game for M. Bamba,82,57
225,3,6:35.0,L. Aldridge makes free throw 1 of 1,,83,57
226,3,6:19.0,,J. Simmons makes 2-pt jump shot from 17 ft,83,59
227,3,6:09.0,Personal foul by K. Birch (drawn by D. DeRozan),,83,59
228,3,6:05.0,D. DeRozan misses 2-pt layup from 5 ft,,83,59
229,3,6:01.0,,Defensive rebound by J. Isaac,83,59
230,3,5:54.0,,J. Isaac makes 2-pt jump shot from 14 ft (assist by D. Augustin),83,61
231,3,5:38.0,Personal foul by K. Birch (drawn by L. Aldridge),,83,61
232,3,5:38.0,L. Aldridge makes free throw 1 of 2,,84,61
233,3,5:38.0,P. Mills enters the game for D. White,,84,61
234,3,5:38.0,L. Aldridge makes free throw 2 of 2,,85,61
235,3,5:25.0,,E. Fournier misses 3-pt jump shot from 26 ft,85,61
236,3,5:22.0,Defensive rebound by R. Gay,,85,61
237,3,5:17.0,Shooting foul by K. Birch (drawn by L. Aldridge),,85,61
238,3,5:17.0,L. Aldridge makes free throw 1 of 2,,86,61
239,3,5:17.0,M. Belinelli enters the game for B. Forbes,,86,61
240,3,5:17.0,,A. Gordon enters the game for D. Augustin,86,61
241,3,5:17.0,,J. Grant enters the game for K. Birch,86,61
242,3,5:17.0,L. Aldridge makes free throw 2 of 2,,87,61
243,3,5:05.0,,Shooting foul by M. Belinelli (drawn by A. Gordon),87,61
244,3,5:05.0,,A. Gordon makes free throw 1 of 2,87,62
245,3,5:05.0,,A. Gordon misses free throw 2 of 2,87,62
246,3,5:01.0,Defensive rebound by R. Gay,,87,62
247,3,4:46.0,P. Mills misses 2-pt jump shot from 6 ft,,87,62
248,3,4:43.0,,Defensive rebound by A. Gordon,87,62
249,3,4:40.0,,Shooting foul by R. Gay (drawn by A. Gordon),87,62
250,3,4:40.0,,A. Gordon misses free throw 1 of 2,87,62
251,3,4:40.0,,Offensive rebound by Team,87,62
252,3,4:40.0,,A. Gordon makes free throw 2 of 2,87,63
253,3,4:19.0,D. DeRozan makes 2-pt layup from 1 ft,,89,63
254,3,4:08.0,,J. Isaac misses 3-pt jump shot from 26 ft,89,63
255,3,4:06.0,Defensive rebound by Team,,89,63
256,3,4:06.0,D. Bertāns enters the game for R. Gay,,89,63
257,3,4:06.0,,T. Ross enters the game for E. Fournier,89,63
258,3,3:45.0,M. Belinelli makes 3-pt jump shot from 27 ft,,92,63
259,3,3:25.0,,J. Simmons makes 2-pt jump shot from 3 ft (assist by T. Ross),92,65
260,3,3:18.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),,94,65
261,3,3:18.0,Shooting foul by J. Grant (drawn by L. Aldridge),,94,65
262,3,3:18.0,L. Aldridge makes free throw 1 of 1,,95,65
263,3,3:04.0,,T. Ross misses 2-pt jump shot from 3 ft,95,65
264,3,3:02.0,,Offensive rebound by T. Ross,95,65
265,3,3:01.0,,T. Ross misses 2-pt layup from 4 ft,95,65
266,3,3:01.0,,Offensive rebound by T. Ross,95,65
267,3,2:56.0,,A. Gordon makes 2-pt jump shot from 3 ft,95,67
268,3,2:32.0,D. DeRozan makes 2-pt jump shot from 21 ft,,97,67
269,3,2:14.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by A. Gordon),97,70
270,3,2:10.0,San Antonio full timeout,,97,70
271,3,2:10.0,J. Poeltl enters the game for L. Aldridge,,97,70
272,3,2:10.0,,M. Bamba enters the game for J. Isaac,97,70
273,3,2:10.0,,W. Iwundu enters the game for J. Simmons,97,70
274,3,1:55.0,D. DeRozan misses 2-pt jump shot from 8 ft,,97,70
275,3,1:50.0,Offensive rebound by J. Poeltl,,97,70
276,3,1:50.0,J. Poeltl makes 2-pt layup from 1 ft,,99,70
277,3,1:38.0,,A. Gordon misses 2-pt jump shot from 3 ft,99,70
278,3,1:36.0,Defensive rebound by P. Mills,,99,70
279,3,1:31.0,P. Mills misses 2-pt layup from 1 ft,,99,70
280,3,1:28.0,,Defensive rebound by M. Bamba,99,70
281,3,1:24.0,,M. Bamba misses 3-pt jump shot from 25 ft,99,70
282,3,1:20.0,Defensive rebound by D. Bertāns,,99,70
283,3,1:10.0,M. Belinelli makes 2-pt jump shot from 19 ft,,101,70
284,3,0:55.0,,T. Ross misses 2-pt jump shot from 22 ft,101,70
285,3,0:55.0,,Offensive rebound by W. Iwundu,101,70
286,3,0:55.0,,W. Iwundu makes 2-pt layup at rim,101,72
287,3,0:36.0,D. DeRozan makes 2-pt jump shot from 12 ft,,103,72
288,3,0:27.0,,J. Grant makes 2-pt jump shot from 6 ft (assist by A. Gordon),103,74
289,3,0:27.0,,Shooting foul by D. Bertāns (drawn by J. Grant),103,74
290,3,0:27.0,,J. Grant misses free throw 1 of 1,103,74
291,3,0:23.0,Defensive rebound by D. DeRozan,,103,74
292,3,0:11.0,Personal foul by W. Iwundu (drawn by D. DeRozan),,103,74
293,3,0:11.0,D. DeRozan misses free throw 1 of 2,,103,74
294,3,0:11.0,Offensive rebound by Team,,103,74
295,3,0:11.0,D. DeRozan makes free throw 2 of 2,,104,74
296,3,0:03.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by J. Grant),104,77
297,4,11:43.0,P. Mills misses 2-pt jump shot from 14 ft,,104,77
298,4,11:39.0,Offensive rebound by J. Poeltl,,104,77
299,4,11:37.0,J. Poeltl makes 2-pt layup from 2 ft,,106,77
300,4,11:18.0,,T. Ross misses 2-pt jump shot from 19 ft,106,77
301,4,11:14.0,Defensive rebound by D. Cunningham,,106,77
302,4,11:06.0,J. Poeltl misses 2-pt hook shot from 7 ft,,106,77
303,4,11:03.0,,Defensive rebound by M. Bamba,106,77
304,4,10:45.0,,J. Grant misses 3-pt jump shot from 23 ft,106,77
305,4,10:44.0,,Offensive rebound by Team,106,77
306,4,10:36.0,,M. Bamba misses 3-pt jump shot from 27 ft,106,77
307,4,10:33.0,Defensive rebound by M. Belinelli,,106,77
308,4,10:23.0,P. Mills makes 2-pt jump shot from 18 ft (assist by J. Poeltl),,108,77
309,4,10:04.0,,A. Gordon misses 2-pt jump shot from 6 ft,108,77
310,4,10:01.0,Defensive rebound by D. Bertāns,,108,77
311,4,9:56.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by D. Bertāns),,111,77
312,4,9:36.0,,Shooting foul by P. Mills (drawn by M. Bamba),111,77
313,4,9:36.0,,M. Bamba makes free throw 1 of 2,111,78
314,4,9:36.0,D. Eubanks enters the game for D. Bertāns,,111,78
315,4,9:36.0,D. White enters the game for P. Mills,,111,78
316,4,9:36.0,,M. Bamba misses free throw 2 of 2,111,78
317,4,9:33.0,Defensive rebound by D. Eubanks,,111,78
318,4,9:25.0,Turnover by M. Belinelli (lost ball; steal by T. Ross),,111,78
319,4,9:18.0,,W. Iwundu misses 3-pt jump shot from 23 ft,111,78
320,4,9:14.0,Defensive rebound by D. Eubanks,,111,78
321,4,9:11.0,M. Belinelli misses 3-pt jump shot from 23 ft,,111,78
322,4,9:07.0,,Defensive rebound by J. Grant,111,78
323,4,9:02.0,,A. Gordon misses 2-pt layup from 2 ft,111,78
324,4,8:57.0,,Offensive rebound by A. Gordon,111,78
325,4,8:57.0,,A. Gordon makes 2-pt layup at rim,111,80
326,4,8:46.0,J. Poeltl misses 2-pt hook shot from 7 ft,,111,80
327,4,8:42.0,,Defensive rebound by A. Gordon,111,80
328,4,8:39.0,,A. Gordon makes 3-pt jump shot from 26 ft,111,83
329,4,8:20.0,D. Eubanks makes 2-pt hook shot from 8 ft (assist by D. White),,113,83
330,4,8:03.0,,Turnover by J. Grant (bad pass),113,83
331,4,8:03.0,Q. Pondexter enters the game for M. Belinelli,,113,83
332,4,7:44.0,D. Cunningham makes 2-pt layup from 6 ft (assist by D. White),,115,83
333,4,7:29.0,,W. Iwundu misses 2-pt jump shot from 23 ft,115,83
334,4,7:27.0,Defensive rebound by D. Cunningham,,115,83
335,4,7:07.0,Q. Pondexter makes 2-pt jump shot from 22 ft,,117,83
336,4,6:50.0,,W. Iwundu makes 3-pt jump shot from 26 ft (assist by A. Gordon),117,86
337,4,6:29.0,Turnover by D. White (bad pass; steal by M. Bamba),,117,86
338,4,6:16.0,,Shooting foul by D. Eubanks (drawn by M. Bamba),117,86
339,4,6:16.0,,Orlando full timeout,117,86
340,4,6:16.0,,I. Briscoe enters the game for A. Gordon,117,86
341,4,6:16.0,,J. Martin enters the game for T. Ross,117,86
342,4,6:16.0,,M. Bamba makes free throw 1 of 2,117,87
343,4,6:16.0,,M. Bamba misses free throw 2 of 2,117,87
344,4,6:13.0,Defensive rebound by D. Eubanks,,117,87
345,4,6:01.0,J. Poeltl misses 2-pt layup from 2 ft,,117,87
346,4,5:59.0,,Defensive rebound by M. Bamba,117,87
347,4,5:47.0,,I. Briscoe misses 2-pt jump shot from 19 ft,117,87
348,4,5:46.0,,Offensive rebound by Team,117,87
349,4,5:46.0,,M. Bamba misses 2-pt layup from 4 ft,117,87
350,4,5:46.0,,Offensive rebound by M. Bamba,117,87
351,4,5:46.0,,K. Birch enters the game for M. Bamba,117,87
352,4,5:42.0,,J. Grant makes 2-pt jump shot from 20 ft (assist by J. Martin),117,89
353,4,5:26.0,D. Cunningham makes 2-pt layup from 2 ft (assist by D. White),,119,89
354,4,5:03.0,,K. Birch misses 2-pt hook shot from 7 ft,119,89
355,4,4:59.0,Defensive rebound by D. Eubanks,,119,89
356,4,4:43.0,Q. Pondexter misses 3-pt jump shot from 23 ft,,119,89
357,4,4:40.0,,Defensive rebound by J. Martin,119,89
358,4,4:33.0,,W. Iwundu misses 2-pt jump shot from 20 ft,119,89
359,4,4:30.0,Defensive rebound by D. Eubanks,,119,89
360,4,4:18.0,Shooting foul by J. Martin (drawn by D. Eubanks),,119,89
361,4,4:18.0,D. Eubanks misses free throw 1 of 2,,119,89
362,4,4:18.0,Offensive rebound by Team,,119,89
363,4,4:18.0,D. Eubanks makes free throw 2 of 2,,120,89
364,4,4:02.0,,Turnover by W. Iwundu (bad pass; steal by Q. Pondexter),120,89
365,4,3:54.0,Turnover by D. White (bad pass; steal by W. Iwundu),,120,89
366,4,3:49.0,,I. Briscoe misses 2-pt layup from 1 ft,120,89
367,4,3:49.0,,Offensive rebound by J. Martin,120,89
368,4,3:49.0,,Shooting foul by J. Poeltl (drawn by J. Martin),120,89
369,4,3:49.0,,J. Martin misses free throw 1 of 2,120,89
370,4,3:49.0,,Offensive rebound by Team,120,89
371,4,3:49.0,,J. Martin makes free throw 2 of 2,120,90
372,4,3:30.0,Shooting foul by J. Martin (drawn by Q. Pondexter),,120,90
373,4,3:30.0,Q. Pondexter misses free throw 1 of 2,,120,90
374,4,3:30.0,Offensive rebound by Team,,120,90
375,4,3:30.0,Q. Pondexter makes free throw 2 of 2,,121,90
376,4,3:21.0,,J. Martin misses 3-pt jump shot from 26 ft,121,90
377,4,3:16.0,Defensive rebound by D. Cunningham,,121,90
378,4,3:04.0,D. White makes 2-pt jump shot from 18 ft (assist by Q. Pondexter),,123,90
379,4,2:52.0,,I. Briscoe misses 2-pt jump shot from 17 ft (block by Q. Pondexter),123,90
