,QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
381,4,4:46.0,P. Siakam misses 2-pt jump shot from 9 ft (block by A. McKinnie),,99,78
382,4,4:45.0,Offensive rebound by S. Ibaka,,99,78
383,4,4:43.0,Personal foul by D. Lee (drawn by S. Ibaka),,99,78
384,4,4:43.0,S. Ibaka makes free throw 1 of 2,,100,78
385,4,4:43.0,O. Anunoby enters the game for D. Green,,100,78
386,4,4:43.0,L. Brown enters the game for K. Lowry,,100,78
387,4,4:43.0,D. Wright enters the game for F. VanVleet,,100,78
388,4,4:43.0,S. Ibaka makes free throw 2 of 2,,101,78
389,4,4:25.0,,A. McKinnie makes 2-pt jump shot from 20 ft (assist by J. Bell),101,80
390,4,4:01.0,Turnover by S. Ibaka (3 sec),,101,80
391,4,4:01.0,C. Miles enters the game for S. Ibaka,,101,80
392,4,4:01.0,M. Richardson enters the game for P. Siakam,,101,80
393,4,3:49.0,,J. Bell makes 2-pt dunk from 1 ft (assist by J. Evans),101,82
394,4,3:34.0,Shooting foul by J. Evans (drawn by C. Miles),,101,82
395,4,3:34.0,C. Miles makes free throw 1 of 2,,102,82
396,4,3:34.0,C. Miles makes free throw 2 of 2,,103,82
397,4,3:18.0,,Q. Cook makes 2-pt layup from 3 ft (assist by J. Bell),103,84
398,4,2:57.0,M. Richardson misses 3-pt jump shot from 28 ft (block by J. Bell),,103,84
399,4,2:55.0,,Defensive rebound by J. Bell,103,84
400,4,2:51.0,,Q. Cook misses 2-pt layup from 2 ft,103,84
401,4,2:50.0,,Offensive rebound by Team,103,84
402,4,2:48.0,,Turnover by Q. Cook (bad pass; steal by L. Brown),103,84
403,4,2:44.0,M. Richardson makes 3-pt jump shot from 27 ft (assist by L. Brown),,106,84
404,4,2:22.0,,Q. Cook makes 2-pt layup from 2 ft (assist by J. Bell),106,86
405,4,2:11.0,D. Wright makes 2-pt layup from 3 ft,,108,86
406,4,2:00.0,,Turnover by J. Bell (bad pass),108,86
407,4,1:55.0,M. Richardson misses 3-pt jump shot from 25 ft,,108,86
408,4,1:53.0,,Defensive rebound by A. McKinnie,108,86
409,4,1:41.0,,Shooting foul by D. Wright (drawn by D. Lee),108,86
410,4,1:41.0,,D. Lee makes free throw 1 of 2,108,87
411,4,1:41.0,,D. Lee makes free throw 2 of 2,108,88
412,4,1:18.0,L. Brown misses 2-pt jump shot from 18 ft,,108,88
413,4,1:17.0,,Defensive rebound by J. Bell,108,88
414,4,1:08.0,,J. Evans makes 2-pt layup from 7 ft,108,90
415,4,1:08.0,,Shooting foul by M. Richardson (drawn by J. Evans),108,90
416,4,1:08.0,,J. Evans misses free throw 1 of 1,108,90
417,4,1:07.0,Defensive rebound by M. Richardson,,108,90
418,4,0:57.0,C. Miles makes 3-pt jump shot from 27 ft (assist by D. Wright),,111,90
419,4,0:51.0,,J. Evans misses 2-pt jump shot from 14 ft,111,90
420,4,0:50.0,Defensive rebound by O. Anunoby,,111,90
421,4,0:41.0,O. Anunoby makes 2-pt layup from 3 ft,,113,90
422,4,0:31.0,,Q. Cook makes 2-pt layup from 2 ft,113,92
423,4,0:31.0,,Shooting foul by C. Miles (drawn by Q. Cook),113,92
424,4,0:31.0,,Q. Cook makes free throw 1 of 1,113,93
425,4,0:16.0,C. Miles misses 3-pt jump shot from 27 ft,,113,93
426,4,0:14.0,Offensive rebound by D. Wright,,113,93
