,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MINNESOTA_ACTION,WASHINGTON_SCORE,MINNESOTA_SCORE
55,1,5:54.0,,K. Towns makes 2-pt jump shot from 5 ft (assist by D. Šarić),19,9
56,1,5:31.0,J. Green misses 2-pt jump shot from 23 ft,,19,9
57,1,5:28.0,,Defensive rebound by K. Towns,19,9
58,1,5:18.0,,Personal foul by T. Ariza (drawn by J. Teague),19,9
59,1,5:18.0,,D. Rose enters the game for J. Okogie,19,9
60,1,5:08.0,,D. Šarić misses 2-pt layup from 2 ft (block by B. Beal),19,9
61,1,5:04.0,,Offensive rebound by D. Šarić,19,9
62,1,5:03.0,,D. Šarić makes 2-pt layup from 1 ft,19,11
63,1,4:57.0,B. Portis makes 3-pt jump shot from 23 ft (assist by T. Satoranský),,22,11
64,1,4:42.0,,D. Rose misses 3-pt jump shot from 25 ft,22,11
65,1,4:37.0,,Offensive rebound by D. Šarić,22,11
66,1,4:35.0,,K. Towns misses 3-pt jump shot from 22 ft,22,11
67,1,4:35.0,Defensive rebound by T. Satoranský,,22,11
68,1,4:32.0,J. Green makes 2-pt layup at rim (assist by T. Satoranský),,24,11
69,1,4:32.0,Shooting foul by J. Teague (drawn by J. Green),,24,11
70,1,4:32.0,,Technical foul by J. Teague,24,11
71,1,4:32.0,B. Beal makes technical free throw,,25,11
72,1,4:32.0,T. Brown enters the game for T. Satoranský,,25,11
73,1,4:32.0,,T. Gibson enters the game for D. Šarić,25,11
74,1,4:32.0,,T. Jones enters the game for J. Teague,25,11
75,1,4:32.0,J. Green misses free throw 1 of 1,,25,11
76,1,4:16.0,,Defensive rebound by T. Gibson,25,11
77,1,4:10.0,,K. Towns makes 2-pt dunk from 1 ft (assist by D. Rose),25,13
78,1,4:10.0,,Shooting foul by J. Green (drawn by K. Towns),25,13
79,1,4:10.0,,K. Towns makes free throw 1 of 1,25,14
80,1,3:53.0,B. Portis makes 3-pt jump shot from 25 ft (assist by B. Beal),,28,14
81,1,3:46.0,,Shooting foul by T. Ariza (drawn by D. Rose),28,14
82,1,3:46.0,,D. Rose misses free throw 1 of 2,28,14
83,1,3:46.0,,Offensive rebound by Team,28,14
84,1,3:46.0,S. Dekker enters the game for T. Ariza,,28,14
85,1,3:46.0,J. Parker enters the game for J. Green,,28,14
86,1,3:46.0,,D. Rose makes free throw 2 of 2,28,15
87,1,3:29.0,B. Portis makes 2-pt layup from 1 ft,,30,15
88,1,3:12.0,,K. Towns makes 2-pt hook shot from 6 ft,30,17
89,1,3:07.0,Washington full timeout,,30,17
90,1,2:53.0,B. Beal misses 3-pt jump shot from 24 ft,,30,17
91,1,2:49.0,,Defensive rebound by T. Gibson,30,17
92,1,2:40.0,,T. Gibson misses 2-pt layup from 3 ft,30,17
93,1,2:37.0,,Offensive rebound by T. Gibson,30,17
94,1,2:37.0,,T. Gibson makes 2-pt layup at rim,30,19
95,1,2:25.0,S. Dekker misses 2-pt layup from 5 ft (block by K. Towns),,30,19
96,1,2:23.0,,Defensive rebound by K. Bates-Diop,30,19
97,1,2:19.0,,K. Bates-Diop makes 2-pt jump shot from 7 ft,30,21
98,1,2:02.0,B. Portis misses 3-pt jump shot from 25 ft,,30,21
99,1,2:00.0,,Defensive rebound by T. Gibson,30,21
100,1,1:59.0,,Personal foul by B. Portis (drawn by K. Towns),30,21
101,1,1:59.0,T. Bryant enters the game for B. Portis,,30,21
102,1,1:54.0,,D. Rose makes 2-pt jump shot from 11 ft,30,23
103,1,1:36.0,Shooting foul by T. Gibson (drawn by B. Beal),,30,23
104,1,1:36.0,B. Beal makes free throw 1 of 2,,31,23
105,1,1:36.0,B. Beal makes free throw 2 of 2,,32,23
106,1,1:19.0,,K. Towns makes 2-pt layup at rim (assist by T. Jones),32,25
107,1,1:19.0,,Shooting foul by T. Bryant (drawn by K. Towns),32,25
108,1,1:19.0,,C. Reynolds enters the game for K. Bates-Diop,32,25
109,1,1:19.0,,K. Towns makes free throw 1 of 1,32,26
110,1,1:04.0,J. Parker makes 3-pt jump shot from 24 ft (assist by B. Beal),,35,26
111,1,0:47.0,,T. Gibson makes 2-pt layup from 2 ft,35,28
112,1,0:38.0,B. Beal makes 2-pt jump shot from 15 ft,,37,28
113,1,0:30.0,,T. Jones misses 3-pt jump shot from 25 ft,37,28
114,1,0:27.0,Defensive rebound by S. Dekker,,37,28
115,1,0:10.0,B. Beal makes 2-pt jump shot from 15 ft,,39,28
116,1,0:01.0,,Turnover by D. Rose (lost ball; steal by T. Brown),39,28
117,2,11:45.0,,D. Rose makes 2-pt layup from 2 ft,39,30
118,2,11:29.0,T. Bryant misses 3-pt jump shot from 24 ft,,39,30
119,2,11:27.0,,Defensive rebound by A. Tolliver,39,30
120,2,11:17.0,,D. Rose makes 2-pt jump shot from 19 ft,39,32
121,2,11:02.0,T. Brown misses 3-pt jump shot from 25 ft,,39,32
122,2,10:59.0,Offensive rebound by S. Dekker,,39,32
123,2,10:58.0,S. Dekker misses 2-pt layup from 1 ft,,39,32
124,2,10:56.0,,Defensive rebound by T. Gibson,39,32
125,2,10:48.0,,T. Gibson misses 2-pt layup from 2 ft,39,32
126,2,10:46.0,Defensive rebound by J. Parker,,39,32
127,2,10:42.0,Shooting foul by C. Reynolds (drawn by T. Bryant),,39,32
128,2,10:42.0,T. Bryant makes free throw 1 of 2,,40,32
129,2,10:42.0,T. Bryant makes free throw 2 of 2,,41,32
130,2,10:26.0,,D. Rose makes 2-pt jump shot from 20 ft (assist by A. Tolliver),41,34
131,2,10:11.0,J. Parker makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,44,34
132,2,9:57.0,,D. Rose misses 2-pt jump shot from 18 ft,44,34
133,2,9:53.0,,Offensive rebound by T. Gibson,44,34
134,2,9:53.0,,T. Gibson misses 2-pt layup at rim,44,34
135,2,9:53.0,Defensive rebound by J. Parker,,44,34
136,2,9:50.0,T. Brown makes 2-pt layup from 1 ft (assist by J. Parker),,46,34
137,2,9:40.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by T. Jones),46,36
138,2,9:27.0,Washington full timeout,,46,36
139,2,9:07.0,T. Bryant misses 2-pt jump shot from 20 ft,,46,36
140,2,9:06.0,Offensive rebound by Team,,46,36
141,2,9:06.0,Turnover by Team (shot clock),,46,36
142,2,8:56.0,,Shooting foul by T. Brown (drawn by T. Gibson),46,36
143,2,8:56.0,,T. Gibson makes free throw 1 of 2,46,37
144,2,8:56.0,,T. Gibson misses free throw 2 of 2,46,37
145,2,8:54.0,Defensive rebound by J. Parker,,46,37
146,2,8:45.0,J. Parker misses 3-pt jump shot from 25 ft,,46,37
147,2,8:42.0,,Defensive rebound by A. Tolliver,46,37
148,2,8:38.0,,C. Reynolds makes 2-pt dunk from 2 ft (assist by T. Jones),46,39
149,2,8:25.0,S. Dekker makes 2-pt layup at rim (assist by J. Parker),,48,39
150,2,8:09.0,,D. Rose misses 2-pt layup from 2 ft (block by T. Bryant),48,39
151,2,8:06.0,,Offensive rebound by T. Gibson,48,39
152,2,8:06.0,,T. Gibson makes 2-pt layup from 1 ft,48,41
153,2,7:52.0,T. Bryant makes 2-pt layup from 1 ft (assist by T. Brown),,50,41
154,2,7:39.0,,T. Jones misses 2-pt jump shot from 9 ft,50,41
155,2,7:37.0,Defensive rebound by T. Bryant,,50,41
156,2,7:13.0,Turnover by S. Dekker (lost ball),,50,41
157,2,7:06.0,,Shooting foul by T. Brown (drawn by T. Jones),50,41
158,2,7:06.0,,T. Jones makes free throw 1 of 2,50,42
159,2,7:06.0,T. Ariza enters the game for T. Brown,,50,42
160,2,7:06.0,B. Beal enters the game for S. Dekker,,50,42
161,2,7:06.0,,J. Teague enters the game for T. Gibson,50,42
162,2,7:06.0,,K. Towns enters the game for D. Rose,50,42
163,2,7:06.0,,T. Jones makes free throw 2 of 2,50,43
164,2,6:55.0,T. Satoranský misses 2-pt jump shot from 4 ft,,50,43
165,2,6:55.0,,Defensive rebound by Team,50,43
166,2,6:55.0,,J. Okogie enters the game for T. Jones,50,43
167,2,6:44.0,,Personal foul by T. Bryant (drawn by K. Towns),50,43
168,2,6:44.0,J. Green enters the game for T. Bryant,,50,43
169,2,6:31.0,,C. Reynolds makes 3-pt jump shot from 26 ft (assist by K. Towns),50,46
170,2,6:08.0,J. Parker makes 2-pt layup from 1 ft (assist by B. Beal),,52,46
171,2,5:43.0,,K. Towns makes 3-pt jump shot from 23 ft,52,49
172,2,5:21.0,J. Parker makes 2-pt layup at rim (assist by B. Beal),,54,49
173,2,5:11.0,,A. Tolliver misses 3-pt jump shot from 25 ft,54,49
174,2,5:11.0,Defensive rebound by J. Green,,54,49
175,2,5:02.0,J. Green misses 2-pt layup from 2 ft,,54,49
176,2,5:00.0,,Defensive rebound by K. Towns,54,49
177,2,4:56.0,,C. Reynolds misses 3-pt jump shot from 25 ft,54,49
178,2,4:56.0,Defensive rebound by Team,,54,49
179,2,4:56.0,B. Portis enters the game for T. Satoranský,,54,49
180,2,4:56.0,,D. Šarić enters the game for A. Tolliver,54,49
181,2,4:40.0,Personal foul by C. Reynolds (drawn by B. Portis),,54,49
182,2,4:39.0,Turnover by J. Parker (step out of bounds),,54,49
183,2,4:23.0,,Turnover by J. Teague (bad pass; steal by B. Beal),54,49
184,2,4:21.0,B. Beal makes 2-pt layup from 1 ft,,56,49
185,2,4:21.0,,Minnesota full timeout,56,49
186,2,4:21.0,,K. Bates-Diop enters the game for C. Reynolds,56,49
187,2,4:01.0,,K. Towns makes 2-pt hook shot from 8 ft,56,51
188,2,3:38.0,B. Beal makes 2-pt jump shot from 15 ft,,58,51
189,2,3:29.0,,D. Šarić misses 3-pt jump shot from 25 ft,58,51
190,2,3:29.0,Defensive rebound by B. Portis,,58,51
191,2,3:20.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Parker),,61,51
192,2,3:00.0,,K. Bates-Diop misses 3-pt jump shot from 22 ft,61,51
193,2,2:57.0,,Offensive rebound by K. Towns,61,51
194,2,2:57.0,,K. Towns makes 2-pt dunk from 1 ft,61,53
195,2,2:43.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by B. Beal),,64,53
196,2,2:32.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Teague),64,56
197,2,2:12.0,J. Green misses 3-pt jump shot from 25 ft,,64,56
198,2,2:08.0,Offensive rebound by J. Parker,,64,56
199,2,2:08.0,J. Parker makes 2-pt dunk at rim,,66,56
200,2,2:00.0,,Turnover by J. Okogie (bad pass; steal by T. Ariza),66,56
201,2,1:54.0,T. Ariza misses 2-pt jump shot from 2 ft (block by J. Okogie),,66,56
202,2,1:54.0,,Defensive rebound by Team,66,56
203,2,1:43.0,,K. Towns misses 2-pt jump shot from 18 ft,66,56
204,2,1:41.0,Defensive rebound by J. Parker,,66,56
205,2,1:36.0,Turnover by J. Parker (out of bounds lost ball),,66,56
206,2,1:36.0,T. Satoranský enters the game for J. Parker,,66,56
207,2,1:36.0,,D. Rose enters the game for J. Okogie,66,56
208,2,1:22.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),66,58
209,2,1:06.0,B. Portis misses 3-pt jump shot from 25 ft,,66,58
210,2,1:02.0,,Defensive rebound by D. Rose,66,58
211,2,1:02.0,,Shooting foul by B. Portis (drawn by K. Towns),66,58
212,2,1:02.0,,K. Towns makes free throw 1 of 2,66,59
213,2,1:02.0,,K. Towns makes free throw 2 of 2,66,60
214,2,0:49.0,J. Green misses 2-pt layup from 3 ft,,66,60
215,2,0:49.0,Offensive rebound by Team,,66,60
216,2,0:48.0,T. Satoranský makes 2-pt layup from 1 ft (assist by T. Ariza),,68,60
217,2,0:42.0,,J. Teague misses 2-pt layup from 4 ft,68,60
218,2,0:40.0,Defensive rebound by Team,,68,60
219,2,0:36.0,B. Beal misses 3-pt jump shot from 26 ft,,68,60
220,2,0:33.0,,Defensive rebound by D. Šarić,68,60
221,2,0:15.0,,D. Rose misses 2-pt jump shot from 16 ft,68,60
222,2,0:13.0,Defensive rebound by B. Beal,,68,60
223,2,0:00.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by B. Portis),,71,60
224,3,11:48.0,,Personal foul by T. Satoranský (drawn by K. Towns),71,60
225,3,11:35.0,,J. Okogie misses 3-pt jump shot from 25 ft,71,60
226,3,11:31.0,,Offensive rebound by D. Šarić,71,60
227,3,11:27.0,,K. Bates-Diop makes 2-pt dunk from 1 ft (assist by D. Šarić),71,62
228,3,11:14.0,Turnover by B. Beal (lost ball; steal by K. Towns),,71,62
229,3,11:07.0,,K. Bates-Diop makes 3-pt jump shot from 25 ft (assist by J. Teague),71,65
230,3,10:50.0,B. Portis makes 2-pt jump shot from 10 ft (assist by T. Satoranský),,73,65
231,3,10:41.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Teague),73,68
232,3,10:31.0,B. Portis misses 3-pt jump shot from 24 ft,,73,68
233,3,10:21.0,,Defensive rebound by J. Teague,73,68
234,3,10:21.0,,Personal foul by B. Portis (drawn by K. Towns),73,68
235,3,10:08.0,,J. Teague misses 2-pt jump shot from 5 ft (block by J. Green),73,68
236,3,10:03.0,,Offensive rebound by J. Okogie,73,68
237,3,9:58.0,,K. Bates-Diop misses 3-pt jump shot from 25 ft,73,68
238,3,9:56.0,Defensive rebound by B. Portis,,73,68
239,3,9:49.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,76,68
240,3,9:35.0,,J. Okogie makes 3-pt jump shot from 25 ft (assist by J. Teague),76,71
241,3,9:23.0,B. Beal misses 3-pt jump shot from 24 ft,,76,71
242,3,9:19.0,,Defensive rebound by K. Towns,76,71
243,3,9:08.0,,D. Šarić misses 2-pt layup from 6 ft (block by B. Portis),76,71
244,3,9:08.0,Defensive rebound by Team,,76,71
245,3,9:03.0,Turnover by B. Portis (bad pass),,76,71
246,3,8:51.0,,D. Šarić makes 2-pt layup from 1 ft (assist by K. Towns),76,73
247,3,8:37.0,J. Green misses 3-pt jump shot from 26 ft,,76,73
248,3,8:34.0,Offensive rebound by B. Portis,,76,73
249,3,8:33.0,Personal foul by J. Okogie (drawn by B. Portis),,76,73
250,3,8:33.0,,Technical foul by J. Okogie,76,73
251,3,8:33.0,B. Beal misses technical free throw,,76,73
252,3,8:33.0,Offensive rebound by Team,,76,73
253,3,8:26.0,Personal foul by J. Okogie (drawn by B. Beal),,76,73
254,3,8:15.0,T. Ariza misses 3-pt jump shot from 24 ft,,76,73
255,3,8:11.0,,Defensive rebound by K. Towns,76,73
256,3,8:07.0,,K. Bates-Diop misses 2-pt layup from 7 ft,76,73
257,3,8:06.0,,Offensive rebound by K. Bates-Diop,76,73
258,3,8:06.0,,K. Bates-Diop makes 2-pt layup from 1 ft,76,75
259,3,8:06.0,Washington full timeout,,76,75
260,3,7:53.0,B. Portis makes 2-pt jump shot from 16 ft (assist by B. Beal),,78,75
261,3,7:25.0,,K. Towns misses 2-pt hook shot from 5 ft,78,75
262,3,7:22.0,,Offensive rebound by K. Towns,78,75
263,3,7:19.0,,Away from play foul by B. Portis (drawn by K. Towns),78,75
264,3,7:19.0,,K. Towns makes free throw 1 of 1,78,76
265,3,7:11.0,,J. Okogie misses 2-pt layup from 2 ft,78,76
266,3,7:09.0,Defensive rebound by B. Portis,,78,76
267,3,7:04.0,B. Beal makes 2-pt layup from 1 ft (assist by T. Satoranský),,80,76
268,3,7:04.0,,Violation by Team (def goaltending),80,76
269,3,6:51.0,,Personal foul by J. Green (drawn by K. Towns),80,76
270,3,6:41.0,,J. Teague misses 2-pt layup from 4 ft,80,76
271,3,6:38.0,Defensive rebound by T. Satoranský,,80,76
272,3,6:32.0,B. Portis makes 2-pt hook shot from 6 ft,,82,76
273,3,6:21.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Teague),82,79
274,3,5:59.0,B. Portis misses 2-pt jump shot from 12 ft,,82,79
275,3,5:57.0,,Defensive rebound by K. Towns,82,79
276,3,5:48.0,,K. Towns misses 3-pt jump shot from 26 ft,82,79
277,3,5:46.0,Defensive rebound by B. Beal,,82,79
278,3,5:40.0,T. Satoranský misses 2-pt jump shot from 11 ft,,82,79
279,3,5:39.0,,Defensive rebound by K. Bates-Diop,82,79
280,3,5:28.0,,K. Towns makes 2-pt hook shot from 5 ft (assist by K. Bates-Diop),82,81
281,3,5:09.0,Shooting foul by K. Towns (drawn by T. Ariza),,82,81
282,3,5:09.0,T. Ariza makes free throw 1 of 2,,83,81
283,3,5:09.0,T. Bryant enters the game for B. Portis,,83,81
284,3,5:09.0,,T. Gibson enters the game for J. Okogie,83,81
285,3,5:09.0,,D. Rose enters the game for D. Šarić,83,81
286,3,5:09.0,T. Ariza makes free throw 2 of 2,,84,81
287,3,4:55.0,,J. Teague makes 3-pt jump shot from 25 ft,84,84
288,3,4:52.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by T. Bryant),,87,84
289,3,4:25.0,,J. Teague misses 3-pt jump shot from 25 ft,87,84
290,3,4:25.0,Defensive rebound by J. Green,,87,84
291,3,4:16.0,J. Green makes 2-pt layup from 4 ft,,89,84
292,3,4:16.0,Shooting foul by T. Gibson (drawn by J. Green),,89,84
293,3,4:16.0,J. Parker enters the game for T. Satoranský,,89,84
294,3,4:16.0,,T. Jones enters the game for J. Teague,89,84
295,3,4:16.0,J. Green makes free throw 1 of 1,,90,84
296,3,4:03.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by D. Rose),90,87
297,3,3:54.0,T. Bryant misses 2-pt jump shot from 8 ft,,90,87
298,3,3:52.0,,Defensive rebound by T. Jones,90,87
299,3,3:32.0,,D. Rose makes 2-pt jump shot from 10 ft,90,89
300,3,3:20.0,B. Beal misses 2-pt jump shot from 11 ft,,90,89
301,3,3:19.0,,Defensive rebound by K. Towns,90,89
302,3,3:06.0,,T. Gibson misses 2-pt hook shot from 7 ft,90,89
303,3,3:04.0,Defensive rebound by J. Green,,90,89
304,3,2:59.0,Turnover by J. Parker (bad pass; steal by T. Jones),,90,89
305,3,2:49.0,,Turnover by T. Jones (bad pass; steal by J. Green),90,89
306,3,2:44.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by B. Beal),,93,89
307,3,2:42.0,,Minnesota full timeout,93,89
308,3,2:42.0,S. Dekker enters the game for J. Green,,93,89
309,3,2:42.0,,C. Reynolds enters the game for K. Bates-Diop,93,89
310,3,2:31.0,,D. Rose makes 2-pt layup from 2 ft,93,91
311,3,2:11.0,J. Parker misses 2-pt layup from 3 ft,,93,91
312,3,2:08.0,Offensive rebound by T. Bryant,,93,91
313,3,2:07.0,T. Bryant makes 2-pt dunk from 1 ft,,95,91
314,3,1:54.0,,T. Jones makes 2-pt jump shot from 11 ft,95,93
315,3,1:37.0,Turnover by J. Parker (bad pass),,95,93
316,3,1:37.0,T. Brown enters the game for T. Ariza,,95,93
317,3,1:37.0,,A. Tolliver enters the game for K. Towns,95,93
318,3,1:28.0,,D. Rose misses 2-pt jump shot from 16 ft,95,93
319,3,1:25.0,Defensive rebound by J. Parker,,95,93
320,3,1:17.0,B. Beal misses 3-pt jump shot from 22 ft,,95,93
321,3,1:16.0,Offensive rebound by T. Bryant,,95,93
322,3,1:13.0,T. Bryant makes 2-pt layup from 1 ft,,97,93
323,3,0:53.0,,T. Jones misses 2-pt jump shot from 17 ft,97,93
324,3,0:51.0,,Offensive rebound by Team,97,93
325,3,0:51.0,Loose ball foul by B. Beal (drawn by T. Gibson),,97,93
326,3,0:51.0,,T. Gibson makes free throw 1 of 2,97,94
327,3,0:51.0,,T. Gibson makes free throw 2 of 2,97,95
328,3,0:35.0,B. Beal makes 2-pt dunk from 1 ft,,99,95
329,3,0:33.0,,Turnover by A. Tolliver (bad pass; steal by J. Parker),99,95
330,3,0:30.0,B. Beal misses 3-pt jump shot from 25 ft,,99,95
331,3,0:29.0,,Defensive rebound by Team,99,95
332,3,0:08.0,,D. Rose misses 2-pt layup from 3 ft (block by J. Parker),99,95
333,3,0:03.0,Defensive rebound by T. Brown,,99,95
334,3,0:00.0,T. Brown misses 3-pt jump shot from 25 ft,,99,95
335,3,0:00.0,Offensive rebound by Team,,99,95
336,4,11:51.0,T. Satoranský misses 2-pt jump shot from 9 ft,,99,95
337,4,11:47.0,,Defensive rebound by D. Rose,99,95
338,4,11:44.0,,D. Rose makes 2-pt layup from 1 ft,99,97
339,4,11:19.0,J. Parker makes 3-pt jump shot from 25 ft (assist by T. Bryant),,102,97
340,4,11:03.0,,D. Rose misses 3-pt jump shot from 25 ft,102,97
341,4,10:59.0,Defensive rebound by T. Satoranský,,102,97
342,4,10:53.0,Shooting foul by D. Rose (drawn by S. Dekker),,102,97
343,4,10:53.0,S. Dekker misses free throw 1 of 2,,102,97
344,4,10:53.0,Offensive rebound by Team,,102,97
345,4,10:53.0,S. Dekker misses free throw 2 of 2,,102,97
346,4,10:50.0,,Defensive rebound by T. Gibson,102,97
347,4,10:40.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by T. Jones),102,100
348,4,10:20.0,T. Bryant misses 3-pt jump shot from 25 ft,,102,100
349,4,10:17.0,Offensive rebound by T. Brown,,102,100
350,4,10:16.0,T. Satoranský misses 3-pt jump shot from 25 ft,,102,100
351,4,10:16.0,Offensive rebound by Team,,102,100
352,4,10:15.0,,Loose ball foul by A. Tolliver (drawn by T. Bryant),102,100
353,4,10:02.0,J. Parker misses 3-pt jump shot from 25 ft,,102,100
354,4,9:59.0,,Defensive rebound by T. Jones,102,100
355,4,9:53.0,,A. Tolliver misses 3-pt jump shot from 25 ft,102,100
356,4,9:50.0,Defensive rebound by T. Brown,,102,100
357,4,9:35.0,T. Brown misses 2-pt layup from 8 ft,,102,100
358,4,9:35.0,,Defensive rebound by C. Reynolds,102,100
359,4,9:18.0,,D. Rose makes 2-pt jump shot from 20 ft,102,102
360,4,9:16.0,Washington full timeout,,102,102
361,4,9:16.0,T. Ariza enters the game for T. Brown,,102,102
362,4,9:16.0,B. Beal enters the game for T. Bryant,,102,102
363,4,9:16.0,J. Green enters the game for S. Dekker,,102,102
364,4,9:01.0,J. Green misses 2-pt jump shot from 6 ft,,102,102
365,4,8:59.0,,Defensive rebound by T. Gibson,102,102
366,4,8:44.0,,Turnover by D. Rose (bad pass; steal by J. Green),102,102
367,4,8:40.0,B. Beal misses 2-pt layup from 6 ft (block by C. Reynolds),,102,102
368,4,8:40.0,,Defensive rebound by T. Jones,102,102
369,4,8:34.0,,C. Reynolds misses 3-pt jump shot from 23 ft,102,102
370,4,8:29.0,Defensive rebound by J. Parker,,102,102
371,4,8:24.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,105,102
372,4,8:10.0,,T. Jones misses 2-pt jump shot from 8 ft,105,102
373,4,8:06.0,Defensive rebound by T. Ariza,,105,102
374,4,8:03.0,T. Ariza makes 2-pt layup from 2 ft (assist by T. Satoranský),,107,102
375,4,8:02.0,,Minnesota full timeout,107,102
376,4,8:02.0,,K. Towns enters the game for T. Gibson,107,102
377,4,7:50.0,,D. Rose makes 2-pt jump shot from 17 ft,107,104
378,4,7:34.0,Turnover by B. Beal (bad pass),,107,104
379,4,7:11.0,,D. Rose makes 2-pt layup at rim (assist by A. Tolliver),107,106
380,4,7:10.0,Technical foul by T. Ariza,,107,106
381,4,7:10.0,,K. Towns makes technical free throw,107,107
382,4,7:10.0,,K. Bates-Diop enters the game for T. Jones,107,107
383,4,7:10.0,,J. Teague enters the game for D. Rose,107,107
384,4,6:57.0,Turnover by J. Green (lost ball; steal by C. Reynolds),,107,107
385,4,6:41.0,,K. Bates-Diop misses 2-pt jump shot from 18 ft,107,107
386,4,6:37.0,Defensive rebound by B. Beal,,107,107
