,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA CLIPPERS_ACTION,BROOKLYN_SCORE,LA CLIPPERS_SCORE
48,1,7:37.0,,Offensive rebound by Team,14,7
49,1,7:25.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by P. Beverley),14,10
50,1,7:13.0,J. Harris misses 3-pt jump shot from 26 ft,,14,10
51,1,7:11.0,,Defensive rebound by D. Gallinari,14,10
52,1,7:07.0,,Personal foul by R. Kurucs (drawn by D. Gallinari),14,10
53,1,6:55.0,,Turnover by I. Zubac (bad pass; steal by R. Kurucs),14,10
54,1,6:51.0,Turnover by R. Kurucs (lost ball; steal by D. Gallinari),,14,10
55,1,6:46.0,,D. Gallinari makes 2-pt jump shot from 21 ft,14,12
56,1,6:27.0,C. LeVert misses 2-pt layup from 2 ft,,14,12
57,1,6:25.0,,Defensive rebound by D. Gallinari,14,12
58,1,6:22.0,,I. Zubac makes 2-pt dunk from 2 ft (assist by P. Beverley),14,14
59,1,6:21.0,Brooklyn full timeout,,14,14
60,1,6:21.0,S. Dinwiddie enters the game for C. LeVert,,14,14
61,1,6:06.0,J. Harris misses 2-pt jump shot from 4 ft,,14,14
62,1,6:03.0,,Defensive rebound by P. Beverley,14,14
63,1,5:55.0,,Turnover by P. Beverley (bad pass; steal by R. Kurucs),14,14
64,1,5:35.0,S. Dinwiddie misses 2-pt layup from 1 ft,,14,14
65,1,5:33.0,,Defensive rebound by I. Zubac,14,14
66,1,5:27.0,,D. Gallinari misses 2-pt jump shot from 15 ft,14,14
67,1,5:25.0,Defensive rebound by S. Dinwiddie,,14,14
68,1,5:15.0,Offensive foul by D. Russell (drawn by P. Beverley),,14,14
69,1,5:15.0,Turnover by D. Russell (offensive foul),,14,14
70,1,5:15.0,E. Davis enters the game for J. Allen,,14,14
71,1,5:15.0,,M. Harrell enters the game for L. Shamet,14,14
72,1,5:15.0,,L. Williams enters the game for I. Zubac,14,14
73,1,5:02.0,,D. Gallinari misses 3-pt jump shot from 26 ft,14,14
74,1,4:59.0,Defensive rebound by E. Davis,,14,14
75,1,4:50.0,Personal foul by P. Beverley (drawn by E. Davis),,14,14
76,1,4:37.0,D. Russell misses 2-pt jump shot from 20 ft,,14,14
77,1,4:36.0,,Defensive rebound by D. Gallinari,14,14
78,1,4:28.0,,M. Harrell misses 2-pt hook shot from 5 ft,14,14
79,1,4:26.0,Defensive rebound by J. Harris,,14,14
80,1,4:19.0,R. Kurucs makes 3-pt jump shot from 24 ft (assist by D. Russell),,17,14
81,1,4:06.0,,D. Gallinari misses 2-pt layup from 2 ft,17,14
82,1,4:03.0,Defensive rebound by R. Kurucs,,17,14
83,1,3:59.0,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Harris),,20,14
84,1,3:58.0,,LA Clippers full timeout,20,14
85,1,3:58.0,D. Carroll enters the game for R. Kurucs,,20,14
86,1,3:58.0,T. Graham enters the game for D. Russell,,20,14
87,1,3:58.0,,J. Green enters the game for D. Gallinari,20,14
88,1,3:58.0,,G. Temple enters the game for S. Gilgeous-Alexander,20,14
89,1,3:43.0,,J. Green makes 2-pt hook shot from 9 ft,20,16
90,1,3:26.0,J. Harris makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),,23,16
91,1,3:14.0,,L. Williams makes 2-pt jump shot from 10 ft,23,18
92,1,2:59.0,S. Dinwiddie misses 2-pt jump shot from 7 ft,,23,18
93,1,2:57.0,,Defensive rebound by J. Green,23,18
94,1,2:57.0,C. LeVert enters the game for J. Harris,,23,18
95,1,2:57.0,,W. Chandler enters the game for P. Beverley,23,18
96,1,2:36.0,,L. Williams makes 2-pt jump shot from 18 ft,23,20
97,1,2:11.0,T. Graham misses 3-pt jump shot from 24 ft,,23,20
98,1,2:09.0,,Defensive rebound by J. Green,23,20
99,1,2:04.0,,G. Temple misses 2-pt layup from 2 ft,23,20
100,1,2:01.0,Defensive rebound by E. Davis,,23,20
101,1,1:56.0,Personal foul by J. Green (drawn by S. Dinwiddie),,23,20
102,1,1:47.0,C. LeVert misses 2-pt layup from 5 ft,,23,20
103,1,1:43.0,,Defensive rebound by G. Temple,23,20
104,1,1:40.0,,W. Chandler misses 3-pt jump shot from 26 ft,23,20
105,1,1:38.0,Defensive rebound by E. Davis,,23,20
106,1,1:26.0,T. Graham misses 3-pt jump shot from 28 ft,,23,20
107,1,1:23.0,,Defensive rebound by L. Williams,23,20
108,1,1:16.0,,Turnover by L. Williams (bad pass; steal by T. Graham),23,20
109,1,1:11.0,D. Carroll makes 3-pt jump shot from 23 ft (assist by T. Graham),,26,20
110,1,0:52.0,,L. Williams misses 2-pt jump shot from 12 ft,26,20
111,1,0:47.0,Defensive rebound by E. Davis,,26,20
112,1,0:42.0,Personal foul by L. Williams (drawn by D. Carroll),,26,20
113,1,0:42.0,D. Carroll makes free throw 1 of 2,,27,20
114,1,0:42.0,D. Carroll makes free throw 2 of 2,,28,20
115,1,0:33.0,,Turnover by L. Williams (bad pass),28,20
116,1,0:29.0,Shooting foul by G. Temple (drawn by S. Dinwiddie),,28,20
117,1,0:29.0,S. Dinwiddie misses free throw 1 of 3,,28,20
118,1,0:29.0,Offensive rebound by Team,,28,20
119,1,0:29.0,S. Dinwiddie makes free throw 2 of 3,,29,20
120,1,0:29.0,S. Dinwiddie makes free throw 3 of 3,,30,20
121,1,0:09.0,,Shooting foul by T. Graham (drawn by L. Williams),30,20
122,1,0:09.0,,L. Williams makes free throw 1 of 3,30,21
123,1,0:09.0,,L. Williams makes free throw 2 of 3,30,22
124,1,0:09.0,,L. Williams makes free throw 3 of 3,30,23
125,1,0:09.0,J. Harris enters the game for T. Graham,,30,23
126,1,0:00.0,S. Dinwiddie misses 2-pt layup from 1 ft,,30,23
127,1,0:00.0,Offensive rebound by Team,,30,23
128,2,11:50.0,,Offensive foul by G. Temple (drawn by C. LeVert),30,23
129,2,11:50.0,,Turnover by G. Temple (offensive foul),30,23
130,2,11:27.0,C. LeVert makes 2-pt layup from 2 ft,,32,23
131,2,11:17.0,,M. Harrell misses 2-pt layup from 3 ft,32,23
132,2,11:16.0,Defensive rebound by T. Graham,,32,23
133,2,11:10.0,C. LeVert makes 2-pt jump shot from 11 ft (assist by S. Dinwiddie),,34,23
134,2,10:55.0,,L. Williams misses 2-pt jump shot from 13 ft,34,23
135,2,10:52.0,Defensive rebound by C. LeVert,,34,23
136,2,10:42.0,D. Carroll misses 2-pt layup from 4 ft (block by W. Chandler),,34,23
137,2,10:38.0,Offensive rebound by E. Davis,,34,23
138,2,10:37.0,E. Davis makes 2-pt layup from 2 ft,,36,23
139,2,10:27.0,,Shooting foul by C. LeVert (drawn by L. Williams),36,23
140,2,10:27.0,,L. Williams makes free throw 1 of 2,36,24
141,2,10:27.0,,L. Williams makes free throw 2 of 2,36,25
142,2,10:08.0,C. LeVert misses 3-pt jump shot from 27 ft,,36,25
143,2,10:08.0,,Defensive rebound by Team,36,25
144,2,10:00.0,,Personal foul by T. Graham (drawn by M. Harrell),36,25
145,2,10:00.0,D. Russell enters the game for S. Dinwiddie,,36,25
146,2,9:51.0,,G. Temple misses 2-pt jump shot from 12 ft,36,25
147,2,9:49.0,,Offensive rebound by G. Temple,36,25
148,2,9:39.0,,W. Chandler misses 2-pt jump shot from 18 ft,36,25
149,2,9:37.0,Defensive rebound by D. Russell,,36,25
150,2,9:32.0,Personal foul by G. Temple (drawn by D. Russell),,36,25
151,2,9:32.0,,P. Beverley enters the game for G. Temple,36,25
152,2,9:21.0,D. Russell makes 3-pt jump shot from 27 ft (assist by C. LeVert),,39,25
153,2,9:16.0,,Offensive foul by J. Green (drawn by C. LeVert),39,25
154,2,9:16.0,,Turnover by J. Green (offensive foul),39,25
155,2,9:16.0,,L. Shamet enters the game for W. Chandler,39,25
156,2,9:04.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by T. Graham),,42,25
157,2,8:54.0,,L. Williams makes 2-pt jump shot from 2 ft,42,27
158,2,8:41.0,D. Russell misses 2-pt jump shot from 15 ft,,42,27
159,2,8:37.0,Offensive rebound by C. LeVert,,42,27
160,2,8:31.0,D. Carroll misses 2-pt jump shot from 11 ft,,42,27
161,2,8:26.0,Offensive rebound by E. Davis,,42,27
162,2,8:26.0,E. Davis makes 2-pt layup from 1 ft,,44,27
163,2,8:15.0,,J. Green misses 2-pt jump shot from 21 ft,44,27
164,2,8:13.0,Defensive rebound by E. Davis,,44,27
165,2,8:07.0,D. Carroll makes 2-pt layup from 3 ft (assist by D. Russell),,46,27
166,2,8:07.0,,LA Clippers full timeout,46,27
167,2,8:07.0,S. Dinwiddie enters the game for C. LeVert,,46,27
168,2,8:07.0,J. Harris enters the game for D. Russell,,46,27
169,2,8:07.0,,D. Gallinari enters the game for J. Green,46,27
170,2,7:59.0,,L. Shamet misses 3-pt jump shot from 29 ft,46,27
171,2,7:56.0,Defensive rebound by T. Graham,,46,27
172,2,7:40.0,J. Harris misses 2-pt jump shot from 7 ft,,46,27
173,2,7:38.0,,Defensive rebound by M. Harrell,46,27
174,2,7:31.0,,Personal foul by E. Davis (drawn by M. Harrell),46,27
175,2,7:31.0,R. Kurucs enters the game for D. Carroll,,46,27
176,2,7:31.0,D. Russell enters the game for T. Graham,,46,27
177,2,7:31.0,,S. Gilgeous-Alexander enters the game for L. Williams,46,27
178,2,7:21.0,,Shooting foul by E. Davis (drawn by M. Harrell),46,27
179,2,7:21.0,,M. Harrell makes free throw 1 of 2,46,28
180,2,7:21.0,,M. Harrell makes free throw 2 of 2,46,29
181,2,7:11.0,S. Dinwiddie misses 2-pt layup from 3 ft (block by M. Harrell),,46,29
182,2,7:08.0,,Defensive rebound by M. Harrell,46,29
183,2,7:05.0,,Personal foul by J. Harris (drawn by D. Gallinari),46,29
184,2,7:05.0,,D. Gallinari makes free throw 1 of 2,46,30
185,2,7:05.0,J. Allen enters the game for E. Davis,,46,30
186,2,7:05.0,,D. Gallinari makes free throw 2 of 2,46,31
187,2,6:56.0,R. Kurucs makes 2-pt layup from 1 ft (assist by D. Russell),,48,31
188,2,6:48.0,,Personal foul by J. Harris (drawn by L. Shamet),48,31
189,2,6:48.0,,L. Shamet makes free throw 1 of 2,48,32
190,2,6:48.0,D. Carroll enters the game for J. Harris,,48,32
191,2,6:48.0,,L. Shamet makes free throw 2 of 2,48,33
192,2,6:28.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,48,33
193,2,6:26.0,,Defensive rebound by D. Gallinari,48,33
194,2,6:20.0,,M. Harrell makes 2-pt layup from 2 ft (assist by D. Gallinari),48,35
195,2,6:01.0,Offensive foul by R. Kurucs (drawn by P. Beverley),,48,35
196,2,6:01.0,Turnover by R. Kurucs (offensive foul),,48,35
197,2,6:01.0,C. LeVert enters the game for R. Kurucs,,48,35
198,2,5:44.0,,M. Harrell makes 2-pt jump shot from 12 ft (assist by S. Gilgeous-Alexander),48,37
199,2,5:36.0,Personal foul by P. Beverley (drawn by J. Allen),,48,37
200,2,5:23.0,D. Russell makes 3-pt jump shot from 26 ft (assist by C. LeVert),,51,37
201,2,5:05.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by D. Gallinari),51,39
202,2,4:57.0,D. Russell misses 3-pt jump shot from 26 ft,,51,39
203,2,4:54.0,,Defensive rebound by D. Gallinari,51,39
204,2,4:48.0,,D. Gallinari makes 2-pt layup from 1 ft,51,41
205,2,4:48.0,Brooklyn full timeout,,51,41
206,2,4:48.0,T. Graham enters the game for D. Russell,,51,41
207,2,4:36.0,Personal foul by P. Beverley (drawn by D. Carroll),,51,41
208,2,4:35.0,Technical foul by D. Rivers,,51,41
209,2,4:35.0,S. Dinwiddie makes technical free throw,,52,41
210,2,4:35.0,,G. Temple enters the game for P. Beverley,52,41
211,2,4:17.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,,52,41
212,2,4:15.0,,Defensive rebound by M. Harrell,52,41
213,2,4:11.0,,M. Harrell misses 2-pt layup from 2 ft,52,41
214,2,4:08.0,Defensive rebound by T. Graham,,52,41
215,2,4:03.0,D. Carroll misses 3-pt jump shot from 26 ft,,52,41
216,2,4:00.0,,Defensive rebound by D. Gallinari,52,41
217,2,3:54.0,,D. Gallinari makes 3-pt jump shot from 27 ft,52,44
218,2,3:38.0,C. LeVert misses 3-pt jump shot from 26 ft,,52,44
219,2,3:35.0,,Defensive rebound by M. Harrell,52,44
220,2,3:28.0,,M. Harrell makes 2-pt jump shot from 4 ft (assist by L. Shamet),52,46
221,2,3:21.0,Brooklyn full timeout,,52,46
222,2,3:05.0,J. Allen misses 2-pt hook shot from 5 ft,,52,46
223,2,3:02.0,Offensive rebound by T. Graham,,52,46
224,2,3:02.0,T. Graham misses 2-pt layup from 1 ft,,52,46
225,2,3:01.0,,Defensive rebound by D. Gallinari,52,46
226,2,2:51.0,,D. Gallinari makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),52,48
227,2,2:30.0,S. Dinwiddie misses 2-pt layup from 2 ft,,52,48
228,2,2:28.0,,Defensive rebound by M. Harrell,52,48
229,2,2:19.0,,M. Harrell makes 2-pt jump shot from 16 ft (assist by L. Shamet),52,50
230,2,2:04.0,Turnover by D. Carroll (out of bounds lost ball),,52,50
231,2,1:47.0,,D. Gallinari makes 2-pt jump shot from 20 ft (assist by S. Gilgeous-Alexander),52,52
232,2,1:23.0,S. Dinwiddie misses 2-pt layup from 2 ft,,52,52
233,2,1:21.0,,Defensive rebound by M. Harrell,52,52
234,2,1:18.0,,M. Harrell misses 2-pt layup from 2 ft (block by S. Dinwiddie),52,52
235,2,1:13.0,Defensive rebound by Team,,52,52
236,2,1:10.0,D. Carroll makes 2-pt layup from 2 ft (assist by T. Graham),,54,52
237,2,1:02.0,,L. Shamet makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),54,55
238,2,0:52.0,Shooting foul by G. Temple (drawn by S. Dinwiddie),,54,55
239,2,0:52.0,S. Dinwiddie makes free throw 1 of 2,,55,55
240,2,0:52.0,,S. Thornwell enters the game for G. Temple,55,55
241,2,0:52.0,S. Dinwiddie misses free throw 2 of 2,,55,55
242,2,0:51.0,,Defensive rebound by M. Harrell,55,55
243,2,0:39.0,,L. Shamet makes 3-pt jump shot from 24 ft (assist by S. Gilgeous-Alexander),55,58
244,2,0:31.0,C. LeVert misses 2-pt layup from 1 ft (block by M. Harrell),,55,58
245,2,0:31.0,Offensive rebound by Team,,55,58
246,2,0:24.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,55,58
247,2,0:21.0,,Defensive rebound by D. Gallinari,55,58
248,2,0:10.0,,Personal foul by T. Graham (drawn by D. Gallinari),55,58
249,2,0:10.0,,D. Gallinari makes free throw 1 of 2,55,59
250,2,0:10.0,,D. Gallinari makes free throw 2 of 2,55,60
251,2,0:10.0,J. Harris enters the game for T. Graham,,55,60
252,2,0:01.0,J. Harris misses 3-pt jump shot from 24 ft,,55,60
253,2,0:00.0,Offensive rebound by Team,,55,60
254,3,11:43.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,55,62
255,3,11:32.0,D. Russell makes 2-pt jump shot from 15 ft (assist by J. Harris),,57,62
256,3,11:14.0,,I. Zubac misses 2-pt layup from 3 ft,57,62
257,3,11:12.0,,Offensive rebound by P. Beverley,57,62
258,3,11:08.0,,P. Beverley makes 3-pt jump shot from 23 ft,57,65
259,3,10:56.0,C. LeVert misses 3-pt jump shot from 25 ft,,57,65
260,3,10:56.0,,Defensive rebound by Team,57,65
261,3,10:38.0,,D. Gallinari misses 3-pt jump shot from 25 ft,57,65
262,3,10:34.0,Defensive rebound by J. Allen,,57,65
263,3,10:27.0,D. Russell makes 2-pt jump shot from 9 ft,,59,65
264,3,10:17.0,,Personal foul by D. Russell (drawn by S. Gilgeous-Alexander),59,65
265,3,10:12.0,,Personal foul by R. Kurucs (drawn by D. Gallinari),59,65
266,3,9:59.0,,I. Zubac misses 2-pt hook shot from 2 ft,59,65
267,3,9:56.0,,Offensive rebound by I. Zubac,59,65
268,3,9:56.0,,I. Zubac misses 2-pt layup from 1 ft (block by J. Harris),59,65
269,3,9:53.0,Defensive rebound by J. Harris,,59,65
270,3,9:52.0,Turnover by J. Harris (bad pass; steal by P. Beverley),,59,65
271,3,9:50.0,,D. Gallinari misses 2-pt layup from 2 ft,59,65
272,3,9:47.0,Defensive rebound by J. Harris,,59,65
273,3,9:44.0,D. Russell misses 2-pt jump shot from 6 ft,,59,65
274,3,9:41.0,Offensive rebound by J. Allen,,59,65
275,3,9:40.0,J. Allen misses 2-pt layup from 2 ft (block by I. Zubac),,59,65
276,3,9:38.0,,Defensive rebound by P. Beverley,59,65
277,3,9:38.0,,Personal foul by R. Kurucs (drawn by D. Gallinari),59,65
278,3,9:38.0,T. Graham enters the game for R. Kurucs,,59,65
279,3,9:28.0,,L. Shamet misses 3-pt jump shot from 24 ft,59,65
280,3,9:25.0,Defensive rebound by T. Graham,,59,65
281,3,9:17.0,C. LeVert makes 2-pt layup from 3 ft,,61,65
282,3,9:07.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),61,67
283,3,9:07.0,,Shooting foul by J. Allen (drawn by D. Gallinari),61,67
284,3,9:07.0,D. Carroll enters the game for T. Graham,,61,67
285,3,9:07.0,,D. Gallinari makes free throw 1 of 1,61,68
286,3,8:53.0,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),,63,68
287,3,8:44.0,,D. Gallinari misses 3-pt jump shot from 28 ft,63,68
288,3,8:41.0,,Offensive rebound by I. Zubac,63,68
289,3,8:30.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 25 ft (assist by D. Gallinari),63,71
290,3,8:15.0,Offensive foul by J. Harris (drawn by P. Beverley),,63,71
291,3,8:15.0,Turnover by J. Harris (offensive foul),,63,71
292,3,8:04.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),63,74
293,3,8:03.0,Brooklyn full timeout,,63,74
294,3,7:39.0,Personal foul by I. Zubac (drawn by J. Allen),,63,74
295,3,7:34.0,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),,65,74
296,3,7:34.0,Shooting foul by L. Shamet (drawn by J. Harris),,65,74
297,3,7:34.0,J. Harris makes free throw 1 of 1,,66,74
298,3,7:19.0,,Turnover by D. Gallinari (bad pass; steal by D. Carroll),66,74
299,3,7:09.0,C. LeVert makes 2-pt layup from 2 ft (assist by D. Carroll),,68,74
300,3,6:58.0,,Turnover by S. Gilgeous-Alexander (bad pass),68,74
301,3,6:58.0,,LA Clippers full timeout,68,74
302,3,6:43.0,C. LeVert makes 2-pt layup from 2 ft,,70,74
303,3,6:22.0,,P. Beverley makes 2-pt jump shot from 5 ft (assist by L. Shamet),70,76
304,3,6:05.0,D. Russell misses 2-pt jump shot from 18 ft,,70,76
305,3,6:02.0,Offensive rebound by D. Carroll,,70,76
306,3,6:00.0,D. Carroll makes 2-pt layup from 1 ft,,72,76
307,3,5:43.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 10 ft,72,76
308,3,5:37.0,,Offensive rebound by L. Shamet,72,76
309,3,5:34.0,,D. Gallinari misses 3-pt jump shot from 22 ft,72,76
310,3,5:28.0,,Offensive rebound by I. Zubac,72,76
311,3,5:27.0,,I. Zubac misses 2-pt layup from 3 ft,72,76
312,3,5:26.0,,Offensive rebound by I. Zubac,72,76
313,3,5:26.0,,I. Zubac misses 2-pt layup from 1 ft,72,76
314,3,5:25.0,Defensive rebound by J. Allen,,72,76
315,3,5:18.0,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),,75,76
316,3,4:59.0,,L. Shamet misses 3-pt jump shot from 25 ft,75,76
317,3,4:58.0,,Offensive rebound by I. Zubac,75,76
318,3,4:58.0,,Personal foul by D. Carroll (drawn by I. Zubac),75,76
319,3,4:58.0,,I. Zubac misses free throw 1 of 2,75,76
320,3,4:58.0,,Offensive rebound by Team,75,76
321,3,4:58.0,,L. Williams enters the game for S. Gilgeous-Alexander,75,76
322,3,4:58.0,,I. Zubac makes free throw 2 of 2,75,77
323,3,4:46.0,D. Russell misses 2-pt jump shot from 17 ft,,75,77
324,3,4:46.0,Offensive rebound by Team,,75,77
325,3,4:46.0,E. Davis enters the game for J. Allen,,75,77
326,3,4:46.0,S. Dinwiddie enters the game for C. LeVert,,75,77
327,3,4:46.0,,M. Harrell enters the game for I. Zubac,75,77
328,3,4:38.0,D. Russell makes 2-pt jump shot from 11 ft,,77,77
329,3,4:26.0,,L. Williams misses 2-pt layup from 1 ft,77,77
330,3,4:26.0,,Offensive rebound by L. Williams,77,77
331,3,4:21.0,,M. Harrell misses 2-pt layup from 3 ft,77,77
332,3,4:21.0,Defensive rebound by D. Carroll,,77,77
333,3,4:15.0,D. Russell misses 3-pt jump shot from 25 ft,,77,77
334,3,4:12.0,Offensive rebound by E. Davis,,77,77
335,3,4:12.0,Shooting foul by P. Beverley (drawn by E. Davis),,77,77
336,3,4:12.0,E. Davis makes free throw 1 of 2,,78,77
337,3,4:12.0,,G. Temple enters the game for P. Beverley,78,77
338,3,4:12.0,E. Davis misses free throw 2 of 2,,78,77
339,3,4:10.0,,Defensive rebound by G. Temple,78,77
340,3,4:00.0,,Turnover by G. Temple (bad pass; steal by D. Russell),78,77
341,3,3:58.0,D. Russell makes 2-pt layup from 2 ft,,80,77
342,3,3:58.0,Shooting foul by L. Shamet (drawn by D. Russell),,80,77
343,3,3:58.0,D. Russell misses free throw 1 of 1,,80,77
344,3,3:56.0,,Defensive rebound by G. Temple,80,77
345,3,3:44.0,,L. Shamet misses 3-pt jump shot from 24 ft,80,77
346,3,3:41.0,Defensive rebound by S. Dinwiddie,,80,77
347,3,3:23.0,D. Russell makes 2-pt hook shot from 11 ft,,82,77
348,3,3:07.0,,M. Harrell misses 2-pt layup from 1 ft (block by E. Davis),82,77
349,3,3:04.0,Defensive rebound by S. Dinwiddie,,82,77
350,3,2:59.0,D. Russell misses 3-pt jump shot from 27 ft,,82,77
351,3,2:58.0,Offensive rebound by D. Carroll,,82,77
352,3,2:58.0,,J. Green enters the game for D. Gallinari,82,77
353,3,2:50.0,Turnover by D. Russell (bad pass; steal by L. Shamet),,82,77
354,3,2:47.0,,L. Williams misses 3-pt jump shot from 27 ft,82,77
355,3,2:46.0,Defensive rebound by Team,,82,77
356,3,2:46.0,,Loose ball foul by J. Green (drawn by S. Dinwiddie),82,77
357,3,2:46.0,S. Dinwiddie misses free throw 1 of 2,,82,77
358,3,2:46.0,Offensive rebound by Team,,82,77
359,3,2:46.0,T. Graham enters the game for J. Harris,,82,77
360,3,2:46.0,C. LeVert enters the game for D. Russell,,82,77
361,3,2:46.0,S. Dinwiddie misses free throw 2 of 2,,82,77
362,3,2:44.0,,Defensive rebound by G. Temple,82,77
363,3,2:29.0,,Personal foul by C. LeVert (drawn by G. Temple),82,77
364,3,2:29.0,,G. Temple makes free throw 1 of 2,82,78
365,3,2:29.0,,G. Temple makes free throw 2 of 2,82,79
366,3,2:17.0,C. LeVert misses 3-pt jump shot from 27 ft,,82,79
367,3,2:12.0,,Defensive rebound by J. Green,82,79
368,3,2:03.0,,M. Harrell misses 2-pt layup from 1 ft,82,79
369,3,2:02.0,,Offensive rebound by J. Green,82,79
370,3,2:02.0,,J. Green makes 2-pt layup from 1 ft,82,81
371,3,2:02.0,,Shooting foul by E. Davis (drawn by J. Green),82,81
372,3,2:02.0,,J. Green makes free throw 1 of 1,82,82
373,3,1:42.0,D. Carroll makes 3-pt jump shot from 27 ft (assist by C. LeVert),,85,82
374,3,1:25.0,,Shooting foul by E. Davis (drawn by M. Harrell),85,82
375,3,1:25.0,,M. Harrell makes free throw 1 of 2,85,83
376,3,1:25.0,,M. Harrell makes free throw 2 of 2,85,84
377,3,1:10.0,Shooting foul by J. Green (drawn by D. Carroll),,85,84
378,3,1:10.0,D. Carroll makes free throw 1 of 2,,86,84
379,3,1:10.0,,S. Gilgeous-Alexander enters the game for L. Shamet,86,84
