,QUARTER,TIME_REMAINING,PHOENIX_ACTION,GOLDEN STATE_ACTION,PHOENIX_SCORE,GOLDEN STATE_SCORE
36,1,6:11.0,D. Ayton misses 2-pt jump shot from 19 ft,,11,15
37,1,6:08.0,,Defensive rebound by D. Green,11,15
38,1,6:01.0,,K. Durant misses 2-pt jump shot from 14 ft,11,15
39,1,5:56.0,,Offensive rebound by D. Jones,11,15
40,1,5:50.0,,K. Thompson misses 2-pt jump shot from 13 ft,11,15
41,1,5:48.0,,Offensive rebound by Team,11,15
42,1,5:48.0,T. Chandler enters the game for R. Anderson,,11,15
43,1,5:48.0,T. Warren enters the game for D. Ayton,,11,15
44,1,5:46.0,,K. Durant makes 2-pt layup from 2 ft (assist by S. Curry),11,17
45,1,5:29.0,D. Booker misses 3-pt jump shot from 25 ft,,11,17
46,1,5:27.0,,Defensive rebound by S. Curry,11,17
47,1,5:21.0,,K. Durant misses 2-pt jump shot from 12 ft (block by T. Warren),11,17
48,1,5:19.0,Defensive rebound by T. Warren,,11,17
49,1,5:13.0,T. Warren makes 2-pt layup from 1 ft,,13,17
50,1,5:06.0,,Turnover by K. Durant (bad pass; steal by T. Warren),13,17
51,1,4:59.0,T. Warren misses 3-pt jump shot from 26 ft,,13,17
52,1,4:57.0,,Defensive rebound by S. Curry,13,17
53,1,4:49.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by S. Curry),13,19
54,1,4:30.0,D. Booker makes 2-pt jump shot from 11 ft,,15,19
55,1,4:30.0,Shooting foul by D. Jones (drawn by D. Booker),,15,19
56,1,4:30.0,,A. Iguodala enters the game for D. Green,15,19
57,1,4:30.0,,K. Looney enters the game for D. Jones,15,19
58,1,4:30.0,D. Booker makes free throw 1 of 1,,16,19
59,1,4:19.0,,K. Durant misses 2-pt jump shot from 13 ft,16,19
60,1,4:18.0,Defensive rebound by T. Chandler,,16,19
61,1,4:09.0,T. Ariza misses 3-pt jump shot from 23 ft,,16,19
62,1,4:07.0,Offensive rebound by T. Warren,,16,19
63,1,3:57.0,T. Warren makes 2-pt layup from 2 ft,,18,19
64,1,3:45.0,,K. Thompson misses 3-pt jump shot from 25 ft,18,19
65,1,3:44.0,Defensive rebound by Team,,18,19
66,1,3:44.0,,Loose ball foul by K. Looney (drawn by T. Chandler),18,19
67,1,3:44.0,J. Jackson enters the game for D. Booker,,18,19
68,1,3:44.0,,A. McKinnie enters the game for K. Thompson,18,19
69,1,3:35.0,Personal foul by A. McKinnie (drawn by T. Chandler),,18,19
70,1,3:30.0,I. Canaan misses 3-pt jump shot from 26 ft,,18,19
71,1,3:28.0,,Defensive rebound by A. McKinnie,18,19
72,1,3:17.0,,S. Curry makes 2-pt jump shot from 13 ft (assist by K. Looney),18,21
73,1,3:06.0,T. Ariza misses 2-pt layup from 3 ft,,18,21
74,1,3:05.0,,Defensive rebound by A. McKinnie,18,21
75,1,3:01.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by S. Curry),18,24
76,1,2:48.0,Turnover by T. Chandler (out of bounds lost ball),,18,24
77,1,2:48.0,,Golden State full timeout,18,24
78,1,2:48.0,J. Crawford enters the game for I. Canaan,,18,24
79,1,2:48.0,,J. Jerebko enters the game for K. Durant,18,24
80,1,2:40.0,,S. Curry misses 3-pt jump shot from 26 ft,18,24
81,1,2:38.0,,Offensive rebound by A. McKinnie,18,24
82,1,2:38.0,,Personal foul by T. Warren (drawn by A. McKinnie),18,24
83,1,2:34.0,,Offensive foul by K. Looney (drawn by J. Jackson),18,24
84,1,2:34.0,,Turnover by K. Looney (offensive foul),18,24
85,1,2:20.0,T. Warren makes 2-pt layup from 3 ft,,20,24
86,1,2:11.0,,Turnover by S. Curry (bad pass; steal by T. Chandler),20,24
87,1,1:58.0,T. Chandler misses 2-pt layup from 2 ft,,20,24
88,1,1:55.0,,Defensive rebound by A. McKinnie,20,24
89,1,1:51.0,,A. McKinnie makes 2-pt layup from 2 ft (assist by A. Iguodala),20,26
90,1,1:37.0,J. Jackson misses 2-pt jump shot from 18 ft,,20,26
91,1,1:32.0,,Defensive rebound by J. Jerebko,20,26
92,1,1:29.0,,A. McKinnie makes 2-pt layup from 2 ft (assist by S. Curry),20,28
93,1,1:19.0,T. Ariza misses 3-pt jump shot from 25 ft,,20,28
94,1,1:15.0,,Defensive rebound by J. Jerebko,20,28
95,1,1:09.0,,S. Curry misses 3-pt jump shot from 24 ft,20,28
96,1,1:07.0,,Offensive rebound by A. McKinnie,20,28
97,1,1:07.0,,Shooting foul by T. Chandler (drawn by A. McKinnie),20,28
98,1,1:07.0,,A. McKinnie misses free throw 1 of 2,20,28
99,1,1:07.0,,Offensive rebound by Team,20,28
100,1,1:07.0,D. Booker enters the game for T. Ariza,,20,28
101,1,1:07.0,,A. McKinnie makes free throw 2 of 2,20,29
102,1,0:53.0,T. Warren makes 3-pt jump shot from 22 ft (assist by J. Crawford),,23,29
103,1,0:42.0,,Turnover by S. Curry (bad pass),23,29
104,1,0:25.0,Turnover by D. Booker (discontinued dribble),,23,29
105,1,0:25.0,,Q. Cook enters the game for K. Looney,23,29
106,1,0:25.0,,K. Thompson enters the game for A. McKinnie,23,29
107,1,0:07.0,,J. Jerebko makes 3-pt jump shot from 27 ft (assist by K. Thompson),23,32
108,1,0:03.0,Turnover by D. Booker (lost ball; steal by A. Iguodala),,23,32
109,1,0:01.0,,S. Curry misses 3-pt jump shot from 55 ft,23,32
110,1,0:00.0,,Offensive rebound by Team,23,32
111,2,11:50.0,Personal foul by J. Jerebko (drawn by D. Ayton),,23,32
112,2,11:38.0,Turnover by J. Jackson (lost ball; steal by D. Green),,23,32
113,2,11:29.0,,Personal foul by J. Jackson (drawn by K. Thompson),23,32
114,2,11:20.0,,Personal foul by D. Ayton (drawn by J. Jerebko),23,32
115,2,11:14.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by A. Iguodala),23,34
116,2,10:52.0,D. Ayton makes 2-pt layup from 2 ft (assist by T. Warren),,25,34
117,2,10:37.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),25,36
118,2,10:22.0,D. Ayton makes 2-pt hook shot from 3 ft (assist by J. Crawford),,27,36
119,2,10:12.0,,Turnover by D. Green (bad pass; steal by D. Booker),27,36
120,2,10:04.0,T. Warren makes 2-pt jump shot from 4 ft (assist by D. Booker),,29,36
121,2,9:46.0,,K. Thompson makes 2-pt jump shot from 22 ft (assist by D. Green),29,38
122,2,9:30.0,Personal foul by J. Jerebko (drawn by D. Ayton),,29,38
123,2,9:30.0,M. Bridges enters the game for D. Booker,,29,38
124,2,9:20.0,T. Warren misses 2-pt jump shot from 12 ft,,29,38
125,2,9:16.0,,Defensive rebound by Team,29,38
126,2,9:08.0,,J. Jerebko makes 3-pt jump shot from 26 ft (assist by Q. Cook),29,41
127,2,8:49.0,Personal foul by K. Thompson (drawn by M. Bridges),,29,41
128,2,8:40.0,D. Ayton misses 2-pt jump shot from 14 ft (block by K. Thompson),,29,41
129,2,8:39.0,Offensive rebound by Team,,29,41
130,2,8:35.0,T. Warren misses 2-pt jump shot from 16 ft (block by K. Thompson),,29,41
131,2,8:33.0,,Defensive rebound by K. Thompson,29,41
132,2,8:33.0,,Shooting foul by J. Jackson (drawn by Q. Cook),29,41
133,2,8:33.0,,Q. Cook makes free throw 1 of 2,29,42
134,2,8:33.0,,Q. Cook misses free throw 2 of 2,29,42
135,2,8:31.0,Defensive rebound by D. Ayton,,29,42
136,2,8:17.0,M. Bridges makes 3-pt jump shot from 27 ft (assist by J. Crawford),,32,42
137,2,8:06.0,,Shooting foul by M. Bridges (drawn by K. Thompson),32,42
138,2,8:06.0,,K. Thompson makes free throw 1 of 2,32,43
139,2,8:06.0,D. Booker enters the game for J. Crawford,,32,43
140,2,8:06.0,I. Canaan enters the game for J. Jackson,,32,43
141,2,8:06.0,,K. Durant enters the game for A. Iguodala,32,43
142,2,8:06.0,,K. Thompson makes free throw 2 of 2,32,44
143,2,7:56.0,Turnover by I. Canaan (bad pass; steal by D. Green),,32,44
144,2,7:53.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by D. Green),32,46
145,2,7:51.0,Phoenix full timeout,,32,46
146,2,7:51.0,,K. Looney enters the game for D. Green,32,46
147,2,7:36.0,T. Warren makes 3-pt jump shot from 26 ft (assist by D. Ayton),,35,46
148,2,7:11.0,,K. Durant makes 2-pt jump shot from 15 ft,35,48
149,2,6:52.0,D. Ayton makes 2-pt dunk from 1 ft (assist by T. Warren),,37,48
150,2,6:33.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by J. Jerebko),37,50
151,2,6:16.0,Turnover by D. Booker (bad pass; steal by J. Jerebko),,37,50
152,2,6:11.0,,K. Thompson makes 2-pt layup from 2 ft (assist by K. Durant),37,52
153,2,5:52.0,D. Ayton misses 2-pt jump shot from 12 ft,,37,52
154,2,5:49.0,,Defensive rebound by K. Thompson,37,52
155,2,5:40.0,,Def 3 sec tech foul by Team,37,52
156,2,5:40.0,,K. Thompson makes technical free throw,37,53
157,2,5:40.0,R. Anderson enters the game for M. Bridges,,37,53
158,2,5:40.0,T. Ariza enters the game for T. Warren,,37,53
159,2,5:40.0,,S. Curry enters the game for Q. Cook,37,53
160,2,5:40.0,,A. McKinnie enters the game for K. Thompson,37,53
161,2,5:32.0,,J. Jerebko misses 3-pt jump shot from 25 ft,37,53
162,2,5:29.0,Defensive rebound by D. Ayton,,37,53
163,2,5:20.0,D. Booker makes 2-pt layup from 1 ft (assist by I. Canaan),,39,53
164,2,5:05.0,,K. Durant misses 2-pt jump shot from 13 ft,39,53
165,2,5:03.0,,Offensive rebound by Team,39,53
166,2,5:03.0,,D. Green enters the game for J. Jerebko,39,53
167,2,4:57.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),39,56
168,2,4:33.0,I. Canaan misses 3-pt jump shot from 23 ft,,39,56
169,2,4:29.0,,Defensive rebound by K. Durant,39,56
170,2,4:24.0,,K. Durant misses 2-pt jump shot from 7 ft,39,56
171,2,4:21.0,Defensive rebound by D. Ayton,,39,56
172,2,4:16.0,T. Ariza misses 3-pt jump shot from 23 ft,,39,56
173,2,4:10.0,,Defensive rebound by D. Green,39,56
174,2,4:08.0,,K. Durant misses 2-pt layup from 2 ft,39,56
175,2,4:07.0,Defensive rebound by D. Booker,,39,56
176,2,4:02.0,T. Ariza misses 2-pt layup from 2 ft,,39,56
177,2,4:01.0,Offensive rebound by D. Booker,,39,56
178,2,3:57.0,D. Booker misses 3-pt jump shot from 25 ft,,39,56
179,2,3:56.0,Offensive rebound by I. Canaan,,39,56
180,2,3:56.0,Personal foul by K. Looney (drawn by I. Canaan),,39,56
181,2,3:56.0,,D. Jones enters the game for K. Looney,39,56
182,2,3:56.0,,K. Thompson enters the game for A. McKinnie,39,56
183,2,3:46.0,R. Anderson misses 3-pt jump shot from 27 ft,,39,56
184,2,3:44.0,Offensive rebound by D. Ayton,,39,56
185,2,3:38.0,D. Booker makes 2-pt layup from 3 ft (assist by T. Ariza),,41,56
186,2,3:23.0,,S. Curry makes 2-pt layup from 3 ft (assist by D. Green),41,58
187,2,3:02.0,Turnover by R. Anderson (traveling),,41,58
188,2,2:56.0,,Offensive foul by K. Durant (drawn by T. Ariza),41,58
189,2,2:56.0,,Turnover by K. Durant (offensive foul),41,58
190,2,2:56.0,,Golden State full timeout,41,58
191,2,2:43.0,R. Anderson misses 3-pt jump shot from 27 ft,,41,58
192,2,2:40.0,,Defensive rebound by K. Durant,41,58
193,2,2:30.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),41,61
194,2,2:07.0,D. Booker misses 2-pt jump shot from 12 ft,,41,61
195,2,2:06.0,Offensive rebound by D. Ayton,,41,61
196,2,2:06.0,Personal foul by D. Green (drawn by D. Ayton),,41,61
197,2,2:06.0,D. Ayton makes free throw 1 of 2,,42,61
198,2,2:06.0,D. Ayton makes free throw 2 of 2,,43,61
199,2,1:57.0,,K. Thompson misses 2-pt layup from 2 ft,43,61
200,2,1:56.0,Defensive rebound by Team,,43,61
201,2,1:33.0,I. Canaan makes 2-pt jump shot from 15 ft,,45,61
202,2,1:19.0,,S. Curry makes 2-pt layup from 3 ft (assist by D. Jones),45,63
203,2,1:01.0,D. Ayton misses 2-pt jump shot from 12 ft,,45,63
204,2,0:57.0,,Defensive rebound by S. Curry,45,63
205,2,0:54.0,,Shooting foul by R. Anderson (drawn by D. Green),45,63
206,2,0:54.0,,D. Green makes free throw 1 of 2,45,64
207,2,0:54.0,,D. Green makes free throw 2 of 2,45,65
208,2,0:37.0,D. Booker makes 2-pt layup from 4 ft,,47,65
209,2,0:31.0,,K. Durant makes 2-pt dunk from 2 ft,47,67
210,2,0:12.0,Turnover by D. Booker (out of bounds lost ball),,47,67
211,2,0:12.0,M. Bridges enters the game for R. Anderson,,47,67
212,2,0:12.0,,Q. Cook enters the game for D. Jones,47,67
213,2,0:01.0,,Q. Cook makes 3-pt jump shot from 24 ft (assist by K. Thompson),47,70
214,3,11:50.0,Turnover by D. Booker (lost ball; steal by S. Curry),,47,70
215,3,11:47.0,,Shooting foul by R. Anderson (drawn by S. Curry),47,70
216,3,11:47.0,,S. Curry makes free throw 1 of 2,47,71
217,3,11:47.0,,S. Curry misses free throw 2 of 2,47,71
218,3,11:45.0,Defensive rebound by D. Ayton,,47,71
219,3,11:33.0,Shooting foul by K. Durant (drawn by D. Ayton),,47,71
220,3,11:33.0,D. Ayton makes free throw 1 of 2,,48,71
221,3,11:33.0,D. Ayton makes free throw 2 of 2,,49,71
222,3,11:09.0,,K. Durant makes 2-pt hook shot from 6 ft,49,73
223,3,10:56.0,D. Booker makes 2-pt layup from 3 ft,,51,73
224,3,10:54.0,,K. Thompson misses 3-pt jump shot from 24 ft,51,73
225,3,10:52.0,Defensive rebound by D. Booker,,51,73
226,3,10:45.0,D. Booker makes 3-pt jump shot from 30 ft,,54,73
227,3,10:31.0,,K. Durant misses 3-pt jump shot from 26 ft,54,73
228,3,10:29.0,Defensive rebound by D. Ayton,,54,73
229,3,10:20.0,Turnover by D. Ayton (traveling),,54,73
230,3,10:10.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),54,76
231,3,9:53.0,D. Booker misses 2-pt layup from 3 ft,,54,76
232,3,9:52.0,Offensive rebound by D. Ayton,,54,76
233,3,9:40.0,Turnover by I. Canaan (lost ball; steal by D. Green),,54,76
234,3,9:34.0,,D. Green makes 2-pt layup from 1 ft,54,78
235,3,9:34.0,,Shooting foul by D. Booker (drawn by D. Green),54,78
236,3,9:34.0,,D. Green makes free throw 1 of 1,54,79
237,3,9:26.0,Turnover by T. Ariza (out of bounds lost ball),,54,79
238,3,9:16.0,,Turnover by D. Green (bad pass; steal by D. Booker),54,79
239,3,9:05.0,Shooting foul by D. Jones (drawn by R. Anderson),,54,79
240,3,9:05.0,R. Anderson misses free throw 1 of 2,,54,79
241,3,9:05.0,Offensive rebound by Team,,54,79
242,3,9:05.0,T. Chandler enters the game for D. Ayton,,54,79
243,3,9:05.0,R. Anderson makes free throw 2 of 2,,55,79
244,3,8:59.0,,D. Green misses 3-pt jump shot from 26 ft,55,79
245,3,8:57.0,Defensive rebound by T. Chandler,,55,79
246,3,8:47.0,Turnover by I. Canaan (out of bounds lost ball),,55,79
247,3,8:41.0,,Shooting foul by T. Chandler (drawn by D. Jones),55,79
248,3,8:41.0,,D. Jones misses free throw 1 of 2,55,79
249,3,8:41.0,,Offensive rebound by Team,55,79
250,3,8:41.0,,D. Jones makes free throw 2 of 2,55,80
251,3,8:31.0,Turnover by D. Booker (out of bounds lost ball),,55,80
252,3,8:15.0,,K. Thompson misses 2-pt jump shot from 5 ft,55,80
253,3,8:14.0,Defensive rebound by T. Chandler,,55,80
254,3,8:10.0,Personal foul by D. Green (drawn by D. Booker),,55,80
255,3,8:05.0,D. Booker misses 3-pt jump shot from 28 ft,,55,80
256,3,8:03.0,,Defensive rebound by K. Durant,55,80
257,3,7:59.0,,K. Thompson misses 3-pt jump shot from 27 ft,55,80
258,3,7:57.0,Defensive rebound by T. Ariza,,55,80
259,3,7:56.0,Phoenix full timeout,,55,80
260,3,7:44.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by D. Booker),,58,80
261,3,7:23.0,,D. Jones makes 2-pt layup from 2 ft (assist by K. Thompson),58,82
262,3,6:54.0,T. Ariza misses 2-pt jump shot from 21 ft,,58,82
263,3,6:51.0,Offensive rebound by R. Anderson,,58,82
264,3,6:49.0,I. Canaan misses 3-pt jump shot from 26 ft,,58,82
265,3,6:47.0,Offensive rebound by R. Anderson,,58,82
266,3,6:47.0,Personal foul by D. Green (drawn by R. Anderson),,58,82
267,3,6:33.0,I. Canaan misses 3-pt jump shot from 24 ft,,58,82
268,3,6:31.0,,Defensive rebound by D. Green,58,82
269,3,6:28.0,,Turnover by K. Durant (lost ball; steal by I. Canaan),58,82
270,3,6:26.0,Offensive foul by T. Chandler (drawn by D. Green),,58,82
271,3,6:26.0,Turnover by T. Chandler (offensive foul),,58,82
272,3,6:26.0,T. Warren enters the game for R. Anderson,,58,82
273,3,6:11.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),58,85
274,3,5:59.0,D. Booker misses 3-pt jump shot from 28 ft,,58,85
275,3,5:56.0,,Defensive rebound by K. Durant,58,85
276,3,5:49.0,,Shooting foul by T. Chandler (drawn by D. Jones),58,85
277,3,5:49.0,,D. Jones makes free throw 1 of 2,58,86
278,3,5:49.0,D. Ayton enters the game for I. Canaan,,58,86
279,3,5:49.0,J. Jackson enters the game for T. Chandler,,58,86
280,3,5:49.0,,A. Iguodala enters the game for K. Thompson,58,86
281,3,5:49.0,,D. Jones misses free throw 2 of 2,58,86
282,3,5:47.0,Defensive rebound by D. Ayton,,58,86
283,3,5:35.0,Turnover by D. Booker (bad pass; steal by K. Durant),,58,86
284,3,5:33.0,,Shooting foul by D. Booker (drawn by K. Durant),58,86
285,3,5:33.0,,K. Durant makes free throw 1 of 2,58,87
286,3,5:33.0,,K. Durant makes free throw 2 of 2,58,88
287,3,5:23.0,Personal foul by K. Durant (drawn by D. Booker),,58,88
288,3,5:23.0,D. Booker makes free throw 1 of 2,,59,88
289,3,5:23.0,D. Booker makes free throw 2 of 2,,60,88
290,3,5:04.0,,K. Durant misses 2-pt jump shot from 10 ft,60,88
291,3,5:03.0,Defensive rebound by Team,,60,88
292,3,5:03.0,Personal foul by D. Jones (drawn by D. Ayton),,60,88
293,3,5:03.0,D. Ayton makes free throw 1 of 2,,61,88
294,3,5:03.0,D. Ayton makes free throw 2 of 2,,62,88
295,3,4:52.0,,S. Curry misses 3-pt jump shot from 26 ft,62,88
296,3,4:48.0,Defensive rebound by T. Warren,,62,88
297,3,4:42.0,T. Ariza misses 3-pt jump shot from 26 ft,,62,88
298,3,4:38.0,,Defensive rebound by A. Iguodala,62,88
299,3,4:35.0,,Turnover by A. Iguodala (bad pass; steal by D. Ayton),62,88
300,3,4:29.0,T. Ariza makes 2-pt layup from 2 ft (assist by J. Jackson),,64,88
301,3,4:29.0,Shooting foul by D. Green (drawn by T. Ariza),,64,88
302,3,4:29.0,,K. Looney enters the game for D. Green,64,88
303,3,4:29.0,T. Ariza makes free throw 1 of 1,,65,88
304,3,4:21.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by K. Looney),65,91
305,3,3:58.0,D. Booker makes 2-pt jump shot from 18 ft (assist by D. Ayton),,67,91
306,3,3:47.0,,S. Curry makes 2-pt jump shot from 4 ft,67,93
307,3,3:36.0,J. Jackson makes 2-pt layup from 2 ft (assist by T. Warren),,69,93
308,3,3:18.0,,A. Iguodala misses 3-pt jump shot from 23 ft,69,93
309,3,3:14.0,Defensive rebound by D. Ayton,,69,93
310,3,2:57.0,T. Warren makes 2-pt jump shot from 11 ft,,71,93
311,3,2:49.0,,Golden State full timeout,71,93
312,3,2:49.0,M. Bridges enters the game for T. Ariza,,71,93
313,3,2:49.0,I. Canaan enters the game for D. Booker,,71,93
314,3,2:49.0,,J. Jerebko enters the game for K. Durant,71,93
315,3,2:49.0,,A. McKinnie enters the game for D. Jones,71,93
316,3,2:38.0,,A. McKinnie makes 3-pt jump shot from 23 ft (assist by S. Curry),71,96
317,3,2:19.0,T. Warren makes 2-pt layup from 2 ft (assist by D. Ayton),,73,96
318,3,2:06.0,,Turnover by A. Iguodala (bad pass; steal by T. Warren),73,96
319,3,2:03.0,Shooting foul by A. Iguodala (drawn by J. Jackson),,73,96
320,3,2:03.0,J. Jackson misses free throw 1 of 2,,73,96
321,3,2:03.0,Offensive rebound by Team,,73,96
322,3,2:03.0,J. Jackson makes free throw 2 of 2,,74,96
323,3,1:53.0,,S. Curry makes 3-pt jump shot from 26 ft,74,99
324,3,1:37.0,Personal foul by J. Jerebko (drawn by D. Ayton),,74,99
325,3,1:37.0,D. Ayton makes free throw 1 of 2,,75,99
326,3,1:37.0,D. Ayton makes free throw 2 of 2,,76,99
327,3,1:28.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Jerebko),76,102
328,3,1:10.0,T. Warren makes 2-pt jump shot from 14 ft,,78,102
329,3,0:52.0,,Personal foul by I. Canaan (drawn by J. Jerebko),78,102
330,3,0:52.0,,J. Jerebko misses free throw 1 of 2,78,102
331,3,0:52.0,,Offensive rebound by Team,78,102
332,3,0:52.0,,J. Jerebko makes free throw 2 of 2,78,103
333,3,0:42.0,M. Bridges misses 3-pt jump shot from 23 ft,,78,103
334,3,0:38.0,Offensive rebound by D. Ayton,,78,103
335,3,0:37.0,I. Canaan makes 3-pt jump shot from 23 ft (assist by D. Ayton),,81,103
336,3,0:28.0,,S. Curry makes 3-pt jump shot from 28 ft,81,106
337,3,0:12.0,T. Warren misses 3-pt jump shot from 28 ft,,81,106
338,3,0:07.0,,Defensive rebound by A. McKinnie,81,106
339,3,0:03.0,,S. Curry misses 3-pt jump shot from 33 ft,81,106
340,3,0:02.0,Defensive rebound by D. Ayton,,81,106
341,4,11:49.0,,J. Jerebko misses 2-pt jump shot from 19 ft,81,106
342,4,11:45.0,Defensive rebound by T. Ariza,,81,106
343,4,11:40.0,Turnover by J. Jackson (bad pass; steal by D. Green),,81,106
344,4,11:19.0,,Turnover by A. Iguodala (bad pass),81,106
345,4,11:03.0,Turnover by D. Ayton (lost ball; steal by A. Iguodala),,81,106
346,4,10:56.0,,A. McKinnie misses 3-pt jump shot from 25 ft,81,106
347,4,10:50.0,Defensive rebound by D. Ayton,,81,106
348,4,10:47.0,J. Jackson misses 3-pt jump shot from 24 ft,,81,106
349,4,10:43.0,,Defensive rebound by Q. Cook,81,106
350,4,10:40.0,,Shooting foul by J. Jackson (drawn by J. Jerebko),81,106
351,4,10:40.0,,Offensive rebound by Team,81,106
352,4,10:40.0,,J. Jerebko misses free throw 1 of 2,81,106
353,4,10:40.0,T. Chandler enters the game for D. Ayton,,81,106
354,4,10:40.0,,J. Jerebko makes free throw 2 of 2,81,107
355,4,10:31.0,T. Warren misses 2-pt jump shot from 12 ft,,81,107
356,4,10:27.0,,Defensive rebound by J. Jerebko,81,107
357,4,10:22.0,,D. Green misses 2-pt layup from 3 ft,81,107
358,4,10:18.0,,Offensive rebound by J. Jerebko,81,107
359,4,10:18.0,,J. Jerebko misses 2-pt layup at rim,81,107
360,4,10:18.0,Defensive rebound by T. Warren,,81,107
361,4,10:18.0,Personal foul by Q. Cook (drawn by D. Booker),,81,107
362,4,10:09.0,D. Booker misses 3-pt jump shot from 28 ft,,81,107
363,4,10:05.0,,Defensive rebound by J. Jerebko,81,107
364,4,9:58.0,,Q. Cook misses 2-pt jump shot from 12 ft,81,107
365,4,9:54.0,Defensive rebound by D. Booker,,81,107
366,4,9:40.0,T. Warren makes 2-pt jump shot from 10 ft (assist by D. Booker),,83,107
367,4,9:27.0,,A. Iguodala misses 3-pt jump shot from 25 ft,83,107
368,4,9:23.0,Defensive rebound by J. Jackson,,83,107
369,4,9:15.0,J. Jackson misses 2-pt jump shot from 17 ft,,83,107
370,4,9:11.0,,Defensive rebound by A. Iguodala,83,107
371,4,8:59.0,,Shooting foul by D. Booker (drawn by Q. Cook),83,107
372,4,8:59.0,,Q. Cook makes free throw 1 of 2,83,108
373,4,8:59.0,R. Anderson enters the game for J. Jackson,,83,108
374,4,8:59.0,M. Bridges enters the game for T. Warren,,83,108
375,4,8:59.0,,Q. Cook makes free throw 2 of 2,83,109
376,4,8:43.0,M. Bridges misses 2-pt layup from 3 ft,,83,109
377,4,8:40.0,,Defensive rebound by D. Green,83,109
378,4,8:39.0,,Personal foul by M. Bridges (drawn by D. Green),83,109
379,4,8:39.0,,J. Bell enters the game for D. Green,83,109
380,4,8:34.0,,A. Iguodala misses 2-pt layup from 5 ft,83,109
381,4,8:31.0,Defensive rebound by T. Chandler,,83,109
382,4,8:27.0,T. Chandler makes 2-pt dunk from 1 ft (assist by R. Anderson),,85,109
