,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DALLAS_ACTION,OKLAHOMA CITY_SCORE,DALLAS_SCORE
0,1,11:37.0,R. Westbrook misses 2-pt jump shot from 18 ft,,0,0
1,1,11:35.0,,Defensive rebound by L. Dončić,0,0
2,1,11:18.0,,H. Barnes makes 2-pt hook shot from 2 ft (assist by M. Kleber),0,2
3,1,11:03.0,P. George makes 2-pt jump shot from 5 ft,,2,2
4,1,10:48.0,,Turnover by D. Smith (bad pass; steal by J. Grant),2,2
5,1,10:46.0,Shooting foul by L. Dončić (drawn by P. George),,2,2
6,1,10:46.0,P. George makes free throw 1 of 2,,3,2
7,1,10:46.0,P. George makes free throw 2 of 2,,4,2
8,1,10:30.0,,Personal foul by A. Nader (drawn by H. Barnes),4,2
9,1,10:18.0,,L. Dončić misses 2-pt jump shot from 8 ft,4,2
10,1,10:13.0,,Offensive rebound by D. Jordan,4,2
11,1,10:13.0,,D. Jordan makes 2-pt layup from 1 ft,4,4
12,1,10:06.0,A. Nader misses 2-pt jump shot from 8 ft,,4,4
13,1,10:03.0,,Defensive rebound by H. Barnes,4,4
14,1,9:59.0,,Turnover by L. Dončić (bad pass; steal by P. George),4,4
15,1,9:51.0,A. Nader misses 3-pt jump shot from 23 ft,,4,4
16,1,9:49.0,Offensive rebound by P. George,,4,4
17,1,9:47.0,P. George misses 3-pt jump shot from 25 ft,,4,4
18,1,9:47.0,,Defensive rebound by M. Kleber,4,4
19,1,9:33.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),4,6
20,1,9:24.0,P. George misses 3-pt jump shot from 25 ft,,4,6
21,1,9:20.0,,Defensive rebound by L. Dončić,4,6
22,1,9:12.0,,Shooting foul by A. Nader (drawn by L. Dončić),4,6
23,1,9:12.0,,L. Dončić misses free throw 1 of 2,4,6
24,1,9:12.0,,Offensive rebound by Team,4,6
25,1,9:12.0,,L. Dončić makes free throw 2 of 2,4,7
26,1,9:03.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,6,7
27,1,8:43.0,,D. Smith misses 2-pt layup from 2 ft,6,7
28,1,8:42.0,,Offensive rebound by D. Smith,6,7
29,1,8:32.0,,H. Barnes misses 3-pt jump shot from 24 ft,6,7
30,1,8:29.0,Defensive rebound by P. George,,6,7
31,1,8:19.0,S. Adams makes 2-pt hook shot from 2 ft,,8,7
32,1,8:03.0,,L. Dončić misses 2-pt jump shot from 8 ft,8,7
33,1,8:01.0,Defensive rebound by S. Adams,,8,7
34,1,7:57.0,R. Westbrook misses 2-pt jump shot from 16 ft,,8,7
35,1,7:54.0,,Defensive rebound by D. Jordan,8,7
36,1,7:33.0,,L. Dončić makes 2-pt layup from 7 ft,8,9
37,1,7:26.0,P. George makes 2-pt jump shot from 15 ft,,10,9
38,1,7:13.0,,Turnover by H. Barnes (lost ball; steal by A. Nader),10,9
39,1,7:07.0,P. George misses 2-pt layup from 1 ft,,10,9
40,1,7:05.0,,Defensive rebound by H. Barnes,10,9
41,1,6:59.0,,M. Kleber misses 3-pt jump shot from 26 ft,10,9
42,1,6:54.0,Defensive rebound by R. Westbrook,,10,9
43,1,6:53.0,Shooting foul by M. Kleber (drawn by P. George),,10,9
44,1,6:53.0,,Dallas full timeout,10,9
45,1,6:53.0,P. George makes free throw 1 of 2,,11,9
46,1,6:53.0,P. George misses free throw 2 of 2,,11,9
47,1,6:50.0,,Defensive rebound by D. Smith,11,9
48,1,6:33.0,,Turnover by D. Smith (out of bounds lost ball),11,9
49,1,6:17.0,Turnover by R. Westbrook (lost ball; steal by D. Jordan),,11,9
50,1,6:15.0,,Turnover by D. Jordan (bad pass; steal by P. George),11,9
51,1,6:10.0,A. Nader makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,14,9
52,1,5:48.0,,Turnover by D. Smith (bad pass; steal by S. Adams),14,9
53,1,5:45.0,P. George makes 2-pt layup at rim,,16,9
54,1,5:43.0,,Dallas full timeout,16,9
55,1,5:35.0,,Personal foul by P. George (drawn by L. Dončić),16,9
56,1,5:28.0,,L. Dončić misses 2-pt layup from 2 ft,16,9
57,1,5:25.0,,Offensive rebound by D. Jordan,16,9
58,1,5:25.0,,D. Jordan misses 2-pt layup from 1 ft,16,9
59,1,5:24.0,Defensive rebound by R. Westbrook,,16,9
60,1,5:21.0,R. Westbrook makes 2-pt layup from 2 ft,,18,9
61,1,5:02.0,,L. Dončić misses 3-pt jump shot from 26 ft,18,9
62,1,4:59.0,Defensive rebound by J. Grant,,18,9
63,1,4:48.0,R. Westbrook misses 2-pt jump shot from 15 ft,,18,9
64,1,4:44.0,,Defensive rebound by D. Jordan,18,9
65,1,4:38.0,,D. Smith misses 2-pt jump shot from 21 ft,18,9
66,1,4:35.0,Defensive rebound by R. Westbrook,,18,9
67,1,4:30.0,Turnover by R. Westbrook (bad pass; steal by M. Kleber),,18,9
68,1,4:28.0,,Turnover by M. Kleber (lost ball; steal by R. Westbrook),18,9
69,1,4:20.0,P. George misses 3-pt jump shot from 26 ft,,18,9
70,1,4:16.0,,Defensive rebound by D. Jordan,18,9
71,1,4:08.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by L. Dončić),18,12
72,1,3:48.0,J. Grant makes 2-pt jump shot from 9 ft,,20,12
73,1,3:48.0,Shooting foul by H. Barnes (drawn by J. Grant),,20,12
74,1,3:48.0,D. Schröder enters the game for A. Nader,,20,12
75,1,3:48.0,,J. Barea enters the game for M. Kleber,20,12
76,1,3:48.0,,D. Finney-Smith enters the game for D. Smith,20,12
77,1,3:48.0,J. Grant makes free throw 1 of 1,,21,12
78,1,3:36.0,,L. Dončić makes 2-pt layup from 1 ft,21,14
79,1,3:26.0,P. George misses 2-pt jump shot from 12 ft,,21,14
80,1,3:25.0,,Defensive rebound by Team,21,14
81,1,3:25.0,N. Noel enters the game for S. Adams,,21,14
82,1,3:25.0,,D. Powell enters the game for D. Jordan,21,14
83,1,3:01.0,,L. Dončić misses 3-pt jump shot from 23 ft,21,14
84,1,2:58.0,,Offensive rebound by D. Finney-Smith,21,14
85,1,2:54.0,,H. Barnes makes 2-pt jump shot from 7 ft (assist by J. Barea),21,16
86,1,2:40.0,R. Westbrook misses 2-pt jump shot from 14 ft,,21,16
87,1,2:37.0,,Defensive rebound by J. Barea,21,16
88,1,2:27.0,,D. Powell misses 2-pt layup from 1 ft (block by D. Schröder),21,16
89,1,2:27.0,,Offensive rebound by Team,21,16
90,1,2:27.0,H. Diallo enters the game for R. Westbrook,,21,16
91,1,2:15.0,,L. Dončić makes 3-pt jump shot from 26 ft,21,19
92,1,1:49.0,H. Diallo misses 3-pt jump shot from 23 ft,,21,19
93,1,1:45.0,,Defensive rebound by D. Finney-Smith,21,19
94,1,1:37.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),21,21
95,1,1:21.0,D. Schröder makes 2-pt jump shot from 14 ft,,23,21
96,1,1:21.0,,D. Harris enters the game for H. Barnes,23,21
97,1,1:21.0,,D. Nowitzki enters the game for L. Dončić,23,21
98,1,1:03.0,,D. Harris makes 3-pt jump shot from 27 ft (assist by J. Barea),23,24
99,1,0:48.0,P. George makes 2-pt jump shot from 19 ft,,25,24
100,1,0:34.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),25,27
101,1,0:29.0,D. Schröder makes 3-pt jump shot from 25 ft,,28,27
102,1,0:08.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,28,27
103,1,0:04.0,Defensive rebound by N. Noel,,28,27
104,1,0:03.0,Turnover by N. Noel (bad pass; steal by J. Barea),,28,27
105,1,0:00.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,28,27
106,1,0:00.0,,Offensive rebound by D. Powell,28,27
107,1,0:00.0,,D. Powell misses 2-pt layup from 1 ft,28,27
108,1,0:00.0,,Offensive rebound by Team,28,27
109,2,11:47.0,,D. Nowitzki misses 2-pt jump shot from 22 ft,28,27
110,2,11:44.0,Defensive rebound by H. Diallo,,28,27
111,2,11:31.0,D. Schröder makes 3-pt jump shot from 26 ft,,31,27
112,2,11:11.0,,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by J. Barea),31,30
113,2,10:54.0,D. Schröder makes 2-pt jump shot from 8 ft,,33,30
114,2,10:44.0,,Personal foul by H. Diallo (drawn by D. Powell),33,30
115,2,10:44.0,S. Adams enters the game for N. Noel,,33,30
116,2,10:35.0,,J. Barea misses 3-pt jump shot from 25 ft,33,30
117,2,10:32.0,,Offensive rebound by D. Finney-Smith,33,30
118,2,10:31.0,,D. Finney-Smith makes 2-pt dunk from 1 ft,33,32
119,2,10:09.0,P. Patterson misses 3-pt jump shot from 23 ft,,33,32
120,2,10:06.0,,Defensive rebound by D. Finney-Smith,33,32
121,2,9:57.0,,J. Barea misses 2-pt jump shot from 7 ft,33,32
122,2,9:57.0,Defensive rebound by Team,,33,32
123,2,9:57.0,A. Nader enters the game for H. Diallo,,33,32
124,2,9:49.0,D. Schröder misses 2-pt layup from 2 ft (block by D. Finney-Smith),,33,32
125,2,9:45.0,,Defensive rebound by D. Harris,33,32
126,2,9:42.0,,Turnover by D. Harris (bad pass; steal by D. Schröder),33,32
127,2,9:42.0,Personal take foul by D. Nowitzki (drawn by D. Schröder),,33,32
128,2,9:33.0,D. Schröder misses 3-pt jump shot from 25 ft,,33,32
129,2,9:30.0,,Defensive rebound by D. Nowitzki,33,32
130,2,9:22.0,,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),33,34
131,2,9:13.0,Turnover by D. Schröder (bad pass; steal by D. Finney-Smith),,33,34
132,2,9:12.0,,Turnover by D. Finney-Smith (palming),33,34
133,2,9:12.0,Oklahoma City full timeout,,33,34
134,2,8:54.0,P. Patterson makes 2-pt layup from 1 ft (assist by R. Felton),,35,34
135,2,8:41.0,,D. Finney-Smith makes 2-pt layup at rim (assist by J. Barea),35,36
136,2,8:41.0,,Shooting foul by A. Nader (drawn by D. Finney-Smith),35,36
137,2,8:41.0,R. Westbrook enters the game for A. Nader,,35,36
