,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW ORLEANS_ACTION,PHOENIX_SCORE,NEW ORLEANS_SCORE
0,1,11:46.0,,A. Davis makes 2-pt dunk at rim (assist by F. Jackson),0,2
1,1,11:30.0,K. Oubre makes 2-pt jump shot from 8 ft,,2,2
2,1,11:12.0,Violation by Team (kicked ball),,2,2
3,1,11:02.0,,F. Jackson misses 2-pt layup from 2 ft,2,2
4,1,11:02.0,,Offensive rebound by Team,2,2
5,1,11:01.0,,F. Jackson misses 2-pt jump shot from 9 ft,2,2
6,1,10:57.0,Defensive rebound by D. Ayton,,2,2
7,1,10:46.0,K. Oubre misses 3-pt jump shot from 22 ft,,2,2
8,1,10:43.0,,Defensive rebound by A. Davis,2,2
9,1,10:35.0,,Shooting foul by D. Melton (drawn by E. Payton),2,2
10,1,10:35.0,,E. Payton makes free throw 1 of 2,2,3
11,1,10:35.0,,E. Payton misses free throw 2 of 2,2,3
12,1,10:32.0,Defensive rebound by D. Bender,,2,3
13,1,10:24.0,Turnover by K. Oubre (bad pass; steal by K. Williams),,2,3
14,1,10:11.0,,J. Randle makes 2-pt jump shot from 6 ft (assist by E. Payton),2,5
15,1,10:00.0,D. Bender misses 2-pt layup from 2 ft,,2,5
16,1,9:58.0,,Defensive rebound by J. Randle,2,5
17,1,9:52.0,,J. Randle makes 2-pt layup from 3 ft,2,7
18,1,9:45.0,Personal foul by K. Williams (drawn by D. Booker),,2,7
19,1,9:34.0,K. Oubre makes 2-pt jump shot from 13 ft,,4,7
20,1,9:34.0,Shooting foul by E. Payton (drawn by K. Oubre),,4,7
21,1,9:34.0,K. Oubre makes free throw 1 of 1,,5,7
22,1,9:27.0,,F. Jackson makes 2-pt layup from 2 ft (assist by E. Payton),5,9
23,1,9:13.0,D. Ayton misses 2-pt layup from 4 ft (block by A. Davis),,5,9
24,1,9:10.0,Offensive rebound by D. Ayton,,5,9
25,1,9:09.0,D. Melton misses 3-pt jump shot from 25 ft,,5,9
26,1,9:07.0,,Defensive rebound by A. Davis,5,9
27,1,9:02.0,,Personal foul by D. Ayton (drawn by A. Davis),5,9
28,1,8:52.0,,K. Williams makes 2-pt layup from 2 ft (assist by E. Payton),5,11
29,1,8:39.0,D. Booker makes 2-pt layup from 2 ft,,7,11
30,1,8:26.0,,Turnover by J. Randle (lost ball; steal by D. Melton),7,11
31,1,8:20.0,D. Booker makes 2-pt layup from 2 ft,,9,11
32,1,8:06.0,,K. Williams makes 3-pt jump shot from 25 ft (assist by E. Payton),9,14
33,1,7:58.0,D. Booker makes 3-pt jump shot from 26 ft,,12,14
34,1,7:49.0,,Shooting foul by D. Bender (drawn by A. Davis),12,14
35,1,7:49.0,,A. Davis makes free throw 1 of 2,12,15
36,1,7:49.0,,A. Davis makes free throw 2 of 2,12,16
