,QUARTER,TIME_REMAINING,DENVER_ACTION,BROOKLYN_ACTION,DENVER_SCORE,BROOKLYN_SCORE
376,4,9:51.0,Personal foul by E. Davis (drawn by M. Plumlee),,94,114
377,4,9:51.0,M. Plumlee makes free throw 1 of 2,,95,114
378,4,9:51.0,M. Plumlee makes free throw 2 of 2,,96,114
379,4,9:32.0,,T. Graham makes 3-pt jump shot from 26 ft (assist by S. Napier),96,117
380,4,9:30.0,Denver full timeout,,96,117
381,4,9:18.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by J. Murray),,99,117
382,4,9:02.0,,E. Davis makes 2-pt layup from 2 ft (assist by D. Russell),99,119
383,4,8:46.0,Offensive foul by N. Jokić (drawn by S. Napier),,99,119
384,4,8:46.0,Turnover by N. Jokić (offensive foul),,99,119
385,4,8:46.0,M. Morris enters the game for T. Craig,,99,119
386,4,8:30.0,,D. Russell misses 3-pt jump shot from 27 ft,99,119
387,4,8:27.0,Defensive rebound by J. Murray,,99,119
388,4,8:24.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Murray),,101,119
389,4,8:11.0,,Turnover by S. Napier (bad pass; steal by M. Beasley),101,119
390,4,8:08.0,M. Beasley makes 2-pt dunk from 1 ft,,103,119
391,4,8:08.0,,Brooklyn full timeout,103,119
392,4,8:08.0,,J. Harris enters the game for D. Russell,103,119
393,4,7:51.0,,T. Graham makes 2-pt jump shot from 9 ft (assist by A. Crabbe),103,121
394,4,7:39.0,Personal foul by T. Graham (drawn by N. Jokić),,103,121
395,4,7:39.0,N. Jokić misses free throw 1 of 2,,103,121
396,4,7:39.0,Offensive rebound by Team,,103,121
397,4,7:39.0,N. Jokić makes free throw 2 of 2,,104,121
398,4,7:20.0,,J. Harris makes 2-pt layup from 2 ft (assist by T. Graham),104,123
399,4,7:10.0,M. Beasley makes 3-pt jump shot from 27 ft (assist by M. Morris),,107,123
400,4,6:54.0,,A. Crabbe misses 2-pt jump shot from 21 ft,107,123
401,4,6:51.0,Defensive rebound by M. Plumlee,,107,123
402,4,6:36.0,M. Plumlee misses 2-pt hook shot from 6 ft,,107,123
403,4,6:35.0,Offensive rebound by N. Jokić,,107,123
404,4,6:32.0,M. Beasley misses 3-pt jump shot from 27 ft,,107,123
405,4,6:29.0,,Defensive rebound by J. Harris,107,123
406,4,6:20.0,,E. Davis misses 2-pt layup from 3 ft,107,123
407,4,6:18.0,Defensive rebound by N. Jokić,,107,123
408,4,6:12.0,M. Beasley misses 2-pt jump shot from 18 ft,,107,123
409,4,6:10.0,Offensive rebound by N. Jokić,,107,123
410,4,6:07.0,N. Jokić makes 2-pt jump shot from 5 ft,,109,123
411,4,5:42.0,,T. Graham misses 2-pt jump shot from 14 ft,109,123
412,4,5:39.0,Defensive rebound by M. Morris,,109,123
413,4,5:35.0,M. Morris misses 2-pt layup from 2 ft,,109,123
414,4,5:32.0,,Defensive rebound by E. Davis,109,123
415,4,5:27.0,,Brooklyn full timeout,109,123
416,4,5:27.0,,J. Allen enters the game for A. Crabbe,109,123
417,4,5:27.0,,D. Carroll enters the game for E. Davis,109,123
418,4,5:27.0,,D. Russell enters the game for S. Napier,109,123
419,4,5:10.0,,J. Harris misses 3-pt jump shot from 27 ft (block by M. Plumlee),109,123
420,4,5:10.0,,Offensive rebound by Team,109,123
421,4,5:10.0,,Turnover by Team (shot clock),109,123
422,4,4:55.0,M. Plumlee makes 2-pt hook shot from 8 ft (assist by N. Jokić),,111,123
423,4,4:40.0,,T. Graham misses 3-pt jump shot from 25 ft,111,123
424,4,4:38.0,,Offensive rebound by D. Russell,111,123
425,4,4:38.0,,Personal foul by J. Murray (drawn by D. Russell),111,123
426,4,4:38.0,,S. Napier enters the game for T. Graham,111,123
427,4,4:32.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by D. Russell),111,126
428,4,4:17.0,M. Plumlee makes 2-pt hook shot from 4 ft (assist by N. Jokić),,113,126
429,4,4:02.0,,J. Harris makes 2-pt layup from 3 ft (assist by S. Napier),113,128
430,4,3:50.0,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),,115,128
431,4,3:50.0,Shooting foul by J. Harris (drawn by N. Jokić),,115,128
432,4,3:50.0,N. Jokić misses free throw 1 of 1,,115,128
433,4,3:48.0,,Defensive rebound by D. Carroll,115,128
434,4,3:35.0,,D. Russell misses 2-pt layup from 3 ft,115,128
435,4,3:33.0,Defensive rebound by N. Jokić,,115,128
436,4,3:28.0,M. Morris makes 2-pt layup from 2 ft (assist by J. Murray),,117,128
437,4,3:16.0,,D. Russell makes 2-pt jump shot from 12 ft,117,130
438,4,3:06.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),,120,130
439,4,2:48.0,,J. Harris misses 2-pt layup from 2 ft,120,130
440,4,2:46.0,,Offensive rebound by J. Allen,120,130
441,4,2:46.0,,Personal foul by M. Plumlee (drawn by J. Allen),120,130
442,4,2:46.0,T. Craig enters the game for M. Plumlee,,120,130
443,4,2:38.0,,Turnover by J. Allen (out of bounds lost ball),120,130
444,4,2:27.0,J. Murray misses 2-pt jump shot from 12 ft,,120,130
445,4,2:25.0,,Defensive rebound by D. Carroll,120,130
446,4,2:02.0,,J. Allen misses 3-pt jump shot from 24 ft (block by N. Jokić),120,130
447,4,2:00.0,Defensive rebound by M. Morris,,120,130
448,4,1:53.0,N. Jokić makes 2-pt layup from 2 ft (assist by M. Morris),,122,130
449,4,1:28.0,,D. Russell misses 2-pt jump shot from 13 ft,122,130
450,4,1:25.0,Defensive rebound by N. Jokić,,122,130
451,4,1:22.0,Shooting foul by D. Russell (drawn by M. Morris),,122,130
452,4,1:22.0,,Brooklyn full timeout,122,130
453,4,1:22.0,,R. Hollis-Jefferson enters the game for J. Allen,122,130
454,4,1:22.0,M. Morris misses free throw 1 of 2,,122,130
455,4,1:22.0,Offensive rebound by Team,,122,130
456,4,1:22.0,M. Morris makes free throw 2 of 2,,123,130
457,4,1:02.0,,Shooting foul by J. Murray (drawn by S. Napier),123,130
458,4,1:02.0,,S. Napier makes free throw 1 of 2,123,131
459,4,1:02.0,,S. Napier misses free throw 2 of 2,123,131
460,4,0:59.0,Defensive rebound by M. Beasley,,123,131
461,4,0:46.0,J. Murray makes 2-pt jump shot from 10 ft (assist by N. Jokić),,125,131
462,4,0:25.0,,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by S. Napier),125,133
463,4,0:25.0,Denver full timeout,,125,133
464,4,0:25.0,,T. Graham enters the game for D. Russell,125,133
465,4,0:24.0,Personal foul by T. Graham (drawn by N. Jokić),,125,133
466,4,0:24.0,N. Jokić makes free throw 1 of 2,,126,133
467,4,0:24.0,,D. Russell enters the game for T. Graham,126,133
468,4,0:24.0,N. Jokić makes free throw 2 of 2,,127,133
469,4,0:19.0,,Personal take foul by M. Morris (drawn by R. Hollis-Jefferson),127,133
470,4,0:19.0,,R. Hollis-Jefferson misses free throw 1 of 2,127,133
471,4,0:19.0,,Offensive rebound by Team,127,133
472,4,0:19.0,,T. Graham enters the game for D. Russell,127,133
473,4,0:19.0,,R. Hollis-Jefferson makes free throw 2 of 2,127,134
474,4,0:13.0,N. Jokić misses 3-pt jump shot from 28 ft,,127,134
475,4,0:09.0,,Defensive rebound by D. Carroll,127,134
476,4,0:09.0,,Personal take foul by T. Craig (drawn by D. Carroll),127,134
477,4,0:09.0,,D. Carroll misses free throw 1 of 2,127,134
478,4,0:09.0,,Offensive rebound by Team,127,134
479,4,0:09.0,,D. Carroll misses free throw 2 of 2,127,134
480,4,0:07.0,Defensive rebound by T. Craig,,127,134
481,4,0:04.0,J. Murray makes 3-pt jump shot from 31 ft (assist by T. Craig),,130,134
482,4,0:04.0,,Brooklyn full timeout,130,134
483,4,0:04.0,,A. Crabbe enters the game for T. Graham,130,134
484,4,0:04.0,,D. Russell enters the game for R. Hollis-Jefferson,130,134
485,4,0:03.0,,Personal take foul by M. Beasley (drawn by S. Napier),130,134
486,4,0:03.0,,S. Napier misses free throw 1 of 2,130,134
487,4,0:03.0,,Offensive rebound by Team,130,134
488,4,0:03.0,,S. Napier makes free throw 2 of 2,130,135
489,4,0:01.0,N. Jokić misses 3-pt jump shot from 27 ft,,130,135
490,4,0:01.0,,Defensive rebound by Team,130,135
