,QUARTER,TIME_REMAINING,MIAMI_ACTION,ORLANDO_ACTION,MIAMI_SCORE,ORLANDO_SCORE
0,1,11:39.0,,Turnover by A. Gordon (bad pass; steal by J. Winslow),0,0
1,1,11:26.0,H. Whiteside misses 2-pt hook shot from 7 ft,,0,0
2,1,11:23.0,,Defensive rebound by A. Gordon,0,0
3,1,11:16.0,,A. Gordon makes 2-pt layup from 1 ft,0,2
4,1,10:59.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Johnson),,3,2
5,1,10:48.0,,Personal foul by J. Richardson (drawn by E. Fournier),3,2
6,1,10:39.0,,Turnover by E. Fournier (lost ball; steal by J. Richardson),3,2
7,1,10:35.0,J. Richardson misses 2-pt layup from 2 ft,,3,2
8,1,10:32.0,,Defensive rebound by J. Isaac,3,2
9,1,10:25.0,,D. Augustin makes 2-pt layup from 3 ft,3,4
10,1,10:05.0,J. Johnson makes 2-pt layup from 1 ft,,5,4
11,1,9:52.0,,E. Fournier misses 2-pt jump shot from 4 ft,5,4
12,1,9:50.0,,Offensive rebound by E. Fournier,5,4
13,1,9:42.0,,N. Vučević misses 2-pt layup from 2 ft,5,4
14,1,9:37.0,,Offensive rebound by N. Vučević,5,4
15,1,9:37.0,,N. Vučević makes 2-pt layup at rim,5,6
16,1,9:19.0,H. Whiteside makes 2-pt hook shot from 8 ft (assist by J. Winslow),,7,6
17,1,9:01.0,,N. Vučević misses 3-pt jump shot from 26 ft,7,6
18,1,8:59.0,Defensive rebound by H. Whiteside,,7,6
19,1,8:44.0,J. Winslow makes 3-pt jump shot from 26 ft (assist by J. Richardson),,10,6
20,1,8:27.0,,Turnover by N. Vučević (lost ball; steal by J. Winslow),10,6
21,1,8:18.0,T. Johnson misses 3-pt jump shot from 25 ft,,10,6
22,1,8:14.0,,Defensive rebound by E. Fournier,10,6
23,1,8:10.0,,J. Isaac misses 3-pt jump shot from 27 ft,10,6
24,1,8:07.0,Defensive rebound by J. Johnson,,10,6
25,1,7:51.0,J. Johnson makes 2-pt layup from 1 ft,,12,6
26,1,7:35.0,,N. Vučević misses 2-pt jump shot from 10 ft,12,6
27,1,7:32.0,Defensive rebound by J. Winslow,,12,6
28,1,7:25.0,J. Richardson makes 2-pt layup from 2 ft (assist by J. Winslow),,14,6
29,1,7:20.0,,Orlando full timeout,14,6
30,1,7:13.0,,D. Augustin misses 2-pt jump shot from 16 ft,14,6
31,1,7:09.0,Defensive rebound by H. Whiteside,,14,6
32,1,6:58.0,T. Johnson makes 2-pt jump shot from 9 ft (assist by J. Winslow),,16,6
33,1,6:44.0,,J. Isaac misses 2-pt layup from 3 ft (block by H. Whiteside),16,6
34,1,6:41.0,Defensive rebound by H. Whiteside,,16,6
35,1,6:34.0,H. Whiteside misses 2-pt layup from 2 ft,,16,6
36,1,6:29.0,,Defensive rebound by E. Fournier,16,6
37,1,6:25.0,,Turnover by D. Augustin (bad pass; steal by H. Whiteside),16,6
38,1,6:24.0,Turnover by J. Richardson (lost ball; steal by D. Augustin),,16,6
39,1,6:24.0,,Personal foul by J. Winslow (drawn by D. Augustin),16,6
40,1,6:24.0,D. Wade enters the game for T. Johnson,,16,6
41,1,6:05.0,,A. Gordon makes 2-pt hook shot from 7 ft,16,8
42,1,5:48.0,H. Whiteside misses 2-pt layup from 2 ft (block by N. Vučević),,16,8
43,1,5:44.0,,Defensive rebound by D. Augustin,16,8
44,1,5:40.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by D. Augustin),16,11
45,1,5:27.0,Personal foul by A. Gordon (drawn by J. Winslow),,16,11
46,1,5:27.0,T. Johnson enters the game for J. Richardson,,16,11
47,1,5:27.0,,J. Simmons enters the game for A. Gordon,16,11
48,1,5:12.0,J. Johnson makes 3-pt jump shot from 26 ft,,19,11
49,1,4:58.0,,E. Fournier misses 3-pt jump shot from 26 ft,19,11
50,1,4:56.0,,Offensive rebound by N. Vučević,19,11
51,1,4:44.0,,E. Fournier makes 2-pt jump shot from 23 ft (assist by D. Augustin),19,13
52,1,4:20.0,H. Whiteside makes 2-pt jump shot from 19 ft,,21,13
53,1,4:09.0,,N. Vučević misses 2-pt layup from 2 ft,21,13
54,1,4:07.0,,Offensive rebound by N. Vučević,21,13
55,1,4:06.0,,N. Vučević misses 2-pt layup from 1 ft,21,13
56,1,4:05.0,,Offensive rebound by N. Vučević,21,13
57,1,4:05.0,,N. Vučević misses 2-pt layup at rim,21,13
58,1,4:05.0,Defensive rebound by Team,,21,13
59,1,4:05.0,B. Adebayo enters the game for H. Whiteside,,21,13
60,1,4:05.0,,J. Grant enters the game for D. Augustin,21,13
61,1,3:56.0,J. Johnson makes 2-pt layup from 2 ft,,23,13
62,1,3:34.0,,Turnover by E. Fournier (bad pass),23,13
63,1,3:34.0,,T. Ross enters the game for E. Fournier,23,13
64,1,3:28.0,Miami full timeout,,23,13
65,1,3:28.0,D. Jones enters the game for J. Johnson,,23,13
66,1,3:22.0,T. Johnson misses 3-pt jump shot from 25 ft,,23,13
67,1,3:19.0,Offensive rebound by B. Adebayo,,23,13
68,1,3:07.0,D. Jones makes 2-pt jump shot from 3 ft (assist by T. Johnson),,25,13
69,1,2:52.0,,T. Ross misses 2-pt jump shot from 20 ft (block by D. Jones),25,13
70,1,2:49.0,Defensive rebound by D. Wade,,25,13
71,1,2:44.0,J. Winslow misses 2-pt layup from 2 ft (block by J. Isaac),,25,13
72,1,2:44.0,,Defensive rebound by Team,25,13
73,1,2:44.0,K. Olynyk enters the game for J. Winslow,,25,13
74,1,2:44.0,,M. Bamba enters the game for J. Isaac,25,13
75,1,2:44.0,,A. Gordon enters the game for N. Vučević,25,13
76,1,2:29.0,,Turnover by J. Grant (traveling),25,13
77,1,2:12.0,B. Adebayo misses 2-pt hook shot from 5 ft (block by M. Bamba),,25,13
78,1,2:10.0,Offensive rebound by D. Jones,,25,13
79,1,2:04.0,K. Olynyk misses 2-pt jump shot from 22 ft,,25,13
80,1,2:04.0,Offensive rebound by Team,,25,13
81,1,2:04.0,Turnover by Team (shot clock),,25,13
82,1,1:53.0,,J. Simmons makes 2-pt jump shot from 20 ft,25,15
83,1,1:39.0,D. Jones misses 2-pt dunk from 2 ft,,25,15
84,1,1:35.0,,Defensive rebound by A. Gordon,25,15
85,1,1:27.0,,Turnover by A. Gordon (out of bounds lost ball),25,15
86,1,1:27.0,J. Richardson enters the game for T. Johnson,,25,15
87,1,1:15.0,Personal foul by J. Grant (drawn by J. Richardson),,25,15
88,1,1:00.0,D. Jones misses 3-pt jump shot from 24 ft,,25,15
89,1,0:58.0,,Defensive rebound by M. Bamba,25,15
90,1,0:52.0,,Turnover by M. Bamba (traveling),25,15
91,1,0:43.0,D. Wade makes 3-pt jump shot from 26 ft,,28,15
92,1,0:33.0,,Shooting foul by D. Jones (drawn by M. Bamba),28,15
93,1,0:33.0,,M. Bamba makes free throw 1 of 2,28,16
94,1,0:33.0,,M. Bamba misses free throw 2 of 2,28,16
95,1,0:25.0,Defensive rebound by D. Jones,,28,16
96,1,0:15.0,D. Wade misses 2-pt jump shot from 16 ft,,28,16
97,1,0:12.0,,Defensive rebound by J. Simmons,28,16
98,1,0:04.0,,Personal foul by K. Olynyk (drawn by M. Bamba),28,16
99,1,0:04.0,,M. Bamba misses free throw 1 of 2,28,16
100,1,0:04.0,,Offensive rebound by Team,28,16
101,1,0:04.0,,M. Bamba makes free throw 2 of 2,28,17
102,1,0:00.0,B. Adebayo misses 3-pt jump shot from 28 ft,,28,17
103,1,0:00.0,Offensive rebound by Team,,28,17
104,2,11:46.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by D. Wade),,31,17
105,2,11:22.0,,Shooting foul by D. Wade (drawn by M. Bamba),31,17
106,2,11:22.0,,M. Bamba misses free throw 1 of 2,31,17
107,2,11:22.0,,Offensive rebound by Team,31,17
108,2,11:22.0,,M. Bamba makes free throw 2 of 2,31,18
109,2,11:13.0,Personal foul by D. Augustin (drawn by K. Olynyk),,31,18
110,2,10:59.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,34,18
111,2,10:34.0,,T. Ross misses 3-pt jump shot from 23 ft,34,18
112,2,10:30.0,Defensive rebound by J. Richardson,,34,18
113,2,10:24.0,J. Richardson misses 3-pt jump shot from 25 ft,,34,18
114,2,10:20.0,,Defensive rebound by T. Ross,34,18
115,2,10:17.0,,Personal foul by D. Jones (drawn by J. Simmons),34,18
116,2,10:03.0,,D. Augustin misses 3-pt jump shot from 25 ft,34,18
117,2,9:59.0,,Offensive rebound by A. Gordon,34,18
118,2,9:57.0,,J. Simmons misses 3-pt jump shot from 25 ft,34,18
119,2,9:53.0,Defensive rebound by B. Adebayo,,34,18
120,2,9:45.0,J. Richardson makes 2-pt layup from 2 ft (assist by B. Adebayo),,36,18
121,2,9:45.0,Shooting foul by D. Augustin (drawn by J. Richardson),,36,18
