,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MILWAUKEE_ACTION,BROOKLYN_SCORE,MILWAUKEE_SCORE
375,4,9:44.0,D. Carroll misses 3-pt jump shot from 24 ft,,90,109
376,4,9:44.0,,Defensive rebound by Team,90,109
377,4,9:44.0,Loose ball foul by K. Faried (drawn by T. Maker),,90,109
378,4,9:44.0,,D. Wilson enters the game for T. Maker,90,109
379,4,9:29.0,,G. Hill misses 3-pt jump shot from 26 ft,90,109
380,4,9:26.0,Defensive rebound by S. Napier,,90,109
381,4,9:12.0,K. Faried makes 2-pt layup from 1 ft (assist by S. Napier),,92,109
382,4,9:03.0,,Offensive foul by G. Antetokounmpo (drawn by D. Carroll),92,109
383,4,9:03.0,,Turnover by G. Antetokounmpo (offensive foul),92,109
384,4,9:03.0,,M. Brogdon enters the game for E. Bledsoe,92,109
385,4,8:55.0,Shooting foul by M. Brogdon (drawn by S. Napier),,92,109
386,4,8:55.0,S. Napier makes free throw 1 of 2,,93,109
387,4,8:55.0,S. Napier makes free throw 2 of 2,,94,109
388,4,8:35.0,,M. Brogdon misses 2-pt layup from 4 ft,94,109
389,4,8:34.0,Defensive rebound by K. Faried,,94,109
390,4,8:34.0,Technical foul by M. Budenholzer,,94,109
391,4,8:34.0,S. Napier makes technical free throw,,95,109
392,4,8:34.0,J. Dudley enters the game for R. Kurucs,,95,109
393,4,8:25.0,K. Faried makes 2-pt layup from 1 ft (assist by S. Napier),,97,109
394,4,8:24.0,,Milwaukee full timeout,97,109
395,4,8:24.0,,K. Middleton enters the game for G. Hill,97,109
396,4,8:17.0,,Personal foul by K. Faried (drawn by G. Antetokounmpo),97,109
397,4,8:06.0,,M. Brogdon misses 2-pt layup from 3 ft (block by K. Faried),97,109
398,4,8:03.0,Defensive rebound by K. Faried,,97,109
399,4,8:00.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by T. Pinson),,100,109
400,4,7:47.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by K. Middleton),100,112
401,4,7:31.0,T. Pinson misses 2-pt layup from 1 ft,,100,112
402,4,7:27.0,,Defensive rebound by G. Antetokounmpo,100,112
403,4,7:25.0,,Turnover by G. Antetokounmpo (lost ball; steal by T. Pinson),100,112
404,4,7:12.0,T. Pinson makes 2-pt layup from 1 ft,,102,112
405,4,6:49.0,,D. Wilson misses 3-pt jump shot from 24 ft,102,112
406,4,6:47.0,Defensive rebound by D. Carroll,,102,112
407,4,6:43.0,Personal foul by K. Middleton (drawn by D. Carroll),,102,112
408,4,6:43.0,,B. Lopez enters the game for G. Antetokounmpo,102,112
409,4,6:39.0,Shooting foul by D. Wilson (drawn by K. Faried),,102,112
410,4,6:39.0,K. Faried misses free throw 1 of 2,,102,112
411,4,6:39.0,Offensive rebound by Team,,102,112
412,4,6:39.0,K. Faried makes free throw 2 of 2,,103,112
413,4,6:26.0,,K. Middleton makes 2-pt jump shot from 8 ft,103,114
414,4,6:11.0,,Violation by Team (kicked ball),103,114
415,4,6:06.0,Shooting foul by M. Brogdon (drawn by S. Napier),,103,114
416,4,6:06.0,S. Napier makes free throw 1 of 2,,104,114
417,4,6:06.0,S. Napier misses free throw 2 of 2,,104,114
418,4,6:03.0,,Defensive rebound by D. Wilson,104,114
419,4,5:44.0,,M. Brogdon makes 2-pt jump shot from 19 ft,104,116
420,4,5:34.0,J. Dudley misses 3-pt jump shot from 25 ft,,104,116
421,4,5:31.0,Offensive rebound by T. Pinson,,104,116
422,4,5:30.0,S. Napier makes 3-pt jump shot from 28 ft (assist by T. Pinson),,107,116
423,4,5:28.0,,Milwaukee full timeout,107,116
424,4,5:28.0,,G. Antetokounmpo enters the game for D. Wilson,107,116
425,4,5:11.0,,K. Middleton misses 3-pt jump shot from 27 ft,107,116
426,4,5:09.0,Defensive rebound by K. Faried,,107,116
427,4,4:51.0,S. Napier makes 2-pt jump shot from 7 ft,,109,116
428,4,4:32.0,,K. Middleton makes 2-pt layup from 2 ft,109,118
429,4,4:22.0,D. Carroll misses 2-pt jump shot from 15 ft,,109,118
430,4,4:21.0,,Defensive rebound by T. Snell,109,118
431,4,4:21.0,,G. Hill enters the game for T. Snell,109,118
432,4,4:07.0,,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by G. Hill),109,120
433,4,3:52.0,K. Faried misses 2-pt layup from 5 ft,,109,120
434,4,3:49.0,,Defensive rebound by B. Lopez,109,120
435,4,3:41.0,,G. Antetokounmpo makes 2-pt jump shot from 17 ft (assist by K. Middleton),109,122
436,4,3:26.0,Offensive foul by J. Dudley (drawn by G. Antetokounmpo),,109,122
437,4,3:26.0,Turnover by J. Dudley (offensive foul),,109,122
438,4,3:10.0,,G. Antetokounmpo makes 2-pt jump shot from 15 ft,109,124
439,4,2:53.0,K. Faried makes 2-pt jump shot from 15 ft (assist by T. Pinson),,111,124
440,4,2:40.0,,M. Brogdon misses 2-pt layup from 2 ft,111,124
441,4,2:38.0,,Offensive rebound by M. Brogdon,111,124
442,4,2:27.0,,K. Middleton misses 2-pt jump shot from 12 ft,111,124
443,4,2:25.0,Defensive rebound by K. Faried,,111,124
444,4,2:14.0,S. Napier makes 2-pt jump shot from 9 ft,,113,124
445,4,1:58.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,113,126
446,4,1:52.0,Brooklyn full timeout,,113,126
447,4,1:31.0,S. Napier misses 3-pt jump shot from 27 ft,,113,126
448,4,1:27.0,,Defensive rebound by G. Antetokounmpo,113,126
449,4,1:22.0,,K. Middleton makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),113,129
450,4,1:02.0,K. Faried misses 2-pt hook shot from 7 ft,,113,129
451,4,0:59.0,,Defensive rebound by K. Middleton,113,129
452,4,0:41.0,,G. Antetokounmpo misses 2-pt jump shot from 20 ft,113,129
453,4,0:39.0,Defensive rebound by K. Faried,,113,129
454,4,0:27.0,D. Carroll makes 2-pt layup from 1 ft (assist by S. Napier),,115,129
455,4,0:03.0,,Turnover by Team (shot clock),115,129
456,4,0:03.0,,S. Brown enters the game for G. Antetokounmpo,115,129
457,4,0:03.0,,T. Maker enters the game for M. Brogdon,115,129
458,4,0:03.0,,T. Snell enters the game for B. Lopez,115,129
459,4,0:03.0,,D. Wilson enters the game for K. Middleton,115,129
460,4,0:00.0,T. Pinson misses 3-pt jump shot from 27 ft,,115,129
461,4,0:00.0,Offensive rebound by Team,,115,129
