,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PORTLAND_ACTION,CLEVELAND_SCORE,PORTLAND_SCORE
382,4,4:39.0,,D. Lillard makes 2-pt layup from 2 ft,102,118
383,4,4:39.0,Cleveland full timeout,,102,118
384,4,4:39.0,R. Hood enters the game for J. Blossomgame,,102,118
385,4,4:39.0,C. Osman enters the game for C. Payne,,102,118
386,4,4:16.0,R. Hood misses 2-pt layup from 1 ft,,102,118
387,4,4:14.0,,Defensive rebound by J. Layman,102,118
388,4,4:10.0,,Personal foul by J. Clarkson (drawn by J. Layman),102,118
389,4,4:10.0,A. Burks enters the game for J. Clarkson,,102,118
390,4,3:59.0,,C. McCollum makes 2-pt jump shot from 14 ft (assist by J. Nurkić),102,120
391,4,3:44.0,C. Sexton misses 2-pt jump shot from 5 ft,,102,120
392,4,3:42.0,,Defensive rebound by A. Aminu,102,120
393,4,3:35.0,,D. Lillard makes 2-pt layup from 2 ft (assist by J. Nurkić),102,122
394,4,3:15.0,R. Hood misses 2-pt layup from 2 ft,,102,122
395,4,3:12.0,Offensive rebound by A. Žižić,,102,122
396,4,3:12.0,A. Žižić makes 2-pt layup at rim,,104,122
397,4,2:56.0,,J. Layman makes 2-pt dunk at rim (assist by J. Nurkić),104,124
398,4,2:38.0,A. Burks makes 2-pt layup from 2 ft,,106,124
399,4,2:27.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by J. Nurkić),106,127
400,4,2:13.0,Personal foul by J. Nurkić (drawn by C. Sexton),,106,127
401,4,2:13.0,,M. Leonard enters the game for A. Aminu,106,127
402,4,2:13.0,,A. Simons enters the game for D. Lillard,106,127
403,4,2:13.0,,N. Stauskas enters the game for C. McCollum,106,127
404,4,2:13.0,,G. Trent enters the game for J. Nurkić,106,127
405,4,2:04.0,C. Sexton makes 2-pt jump shot from 8 ft,,108,127
406,4,1:47.0,,N. Stauskas misses 3-pt jump shot from 24 ft,108,127
407,4,1:45.0,Defensive rebound by C. Sexton,,108,127
408,4,1:31.0,A. Burks misses 2-pt jump shot from 7 ft,,108,127
409,4,1:29.0,,Defensive rebound by N. Stauskas,108,127
410,4,1:22.0,,J. Layman makes 2-pt dunk from 1 ft (assist by M. Leonard),108,129
411,4,1:14.0,C. Sexton misses 2-pt jump shot from 13 ft,,108,129
412,4,1:11.0,,Defensive rebound by J. Layman,108,129
413,4,0:59.0,,A. Simons misses 3-pt jump shot from 25 ft,108,129
414,4,0:57.0,Defensive rebound by A. Burks,,108,129
415,4,0:47.0,R. Hood misses 3-pt jump shot from 23 ft,,108,129
416,4,0:44.0,Offensive rebound by A. Žižić,,108,129
417,4,0:41.0,A. Žižić misses 2-pt jump shot from 5 ft,,108,129
418,4,0:39.0,Offensive rebound by R. Hood,,108,129
419,4,0:38.0,R. Hood makes 2-pt jump shot from 7 ft,,110,129
420,4,0:24.0,,A. Simons misses 2-pt jump shot from 6 ft,110,129
421,4,0:22.0,Defensive rebound by A. Žižić,,110,129
422,4,0:18.0,A. Žižić makes 2-pt layup from 1 ft (assist by R. Hood),,112,129
