,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHILADELPHIA_ACTION,CHARLOTTE_SCORE,PHILADELPHIA_SCORE
0,1,11:50.0,,B. Simmons misses 2-pt layup from 2 ft,0,0
1,1,11:43.0,,Offensive rebound by B. Simmons,0,0
2,1,11:43.0,,B. Simmons misses 2-pt layup from 1 ft,0,0
3,1,11:42.0,,Offensive rebound by B. Simmons,0,0
4,1,11:42.0,,B. Simmons misses 2-pt layup at rim,0,0
5,1,11:41.0,Defensive rebound by C. Zeller,,0,0
6,1,11:34.0,N. Batum misses 2-pt jump shot from 11 ft,,0,0
7,1,11:29.0,,Defensive rebound by J. Embiid,0,0
8,1,11:17.0,,J. Embiid misses 2-pt jump shot from 10 ft,0,0
9,1,11:16.0,Defensive rebound by M. Williams,,0,0
10,1,10:52.0,K. Walker makes 2-pt jump shot from 5 ft,,2,0
11,1,10:43.0,,R. Covington misses 3-pt jump shot from 26 ft,2,0
12,1,10:38.0,Defensive rebound by N. Batum,,2,0
13,1,10:21.0,J. Lamb misses 2-pt layup from 2 ft,,2,0
14,1,10:18.0,Offensive rebound by C. Zeller,,2,0
15,1,10:15.0,K. Walker misses 3-pt jump shot from 25 ft,,2,0
16,1,10:11.0,,Defensive rebound by J. Embiid,2,0
17,1,10:07.0,,Turnover by J. Embiid (bad pass; steal by M. Williams),2,0
18,1,10:02.0,C. Zeller makes 2-pt layup from 1 ft (assist by M. Williams),,4,0
19,1,10:02.0,Shooting foul by M. Fultz (drawn by C. Zeller),,4,0
20,1,10:02.0,C. Zeller makes free throw 1 of 1,,5,0
21,1,9:53.0,Violation by Team (kicked ball),,5,0
22,1,9:50.0,,Turnover by B. Simmons (bad pass),5,0
23,1,9:33.0,J. Lamb makes 3-pt jump shot from 25 ft,,8,0
24,1,9:22.0,,Personal foul by M. Williams (drawn by D. Šarić),8,0
25,1,9:10.0,,J. Embiid makes 2-pt jump shot from 14 ft,8,2
26,1,9:00.0,Shooting foul by R. Covington (drawn by K. Walker),,8,2
27,1,9:00.0,K. Walker makes free throw 1 of 2,,9,2
28,1,9:00.0,K. Walker makes free throw 2 of 2,,10,2
29,1,8:46.0,,Shooting foul by C. Zeller (drawn by R. Covington),10,2
30,1,8:46.0,,R. Covington makes free throw 1 of 2,10,3
31,1,8:46.0,,R. Covington makes free throw 2 of 2,10,4
32,1,8:35.0,C. Zeller misses 2-pt dunk from 1 ft,,10,4
33,1,8:33.0,,Defensive rebound by M. Fultz,10,4
34,1,8:30.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by M. Fultz),10,7
35,1,8:17.0,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),,13,7
36,1,7:59.0,,B. Simmons makes 2-pt hook shot from 4 ft (assist by J. Embiid),13,9
37,1,7:43.0,J. Lamb misses 2-pt jump shot from 18 ft,,13,9
38,1,7:38.0,,Defensive rebound by M. Fultz,13,9
39,1,7:36.0,,R. Covington misses 3-pt jump shot from 26 ft,13,9
40,1,7:32.0,Defensive rebound by K. Walker,,13,9
41,1,7:29.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by K. Walker),,16,9
42,1,7:12.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by B. Simmons),16,12
43,1,6:58.0,K. Walker misses 2-pt jump shot from 16 ft,,16,12
44,1,6:55.0,,Defensive rebound by B. Simmons,16,12
45,1,6:43.0,,R. Covington misses 3-pt jump shot from 27 ft,16,12
46,1,6:37.0,,Offensive rebound by J. Embiid,16,12
47,1,6:37.0,,J. Embiid makes 2-pt dunk at rim,16,14
48,1,6:36.0,Charlotte full timeout,,16,14
49,1,6:36.0,W. Hernangómez enters the game for M. Williams,,16,14
50,1,6:36.0,M. Kidd-Gilchrist enters the game for C. Zeller,,16,14
51,1,6:36.0,,A. Johnson enters the game for J. Embiid,16,14
52,1,6:36.0,,J. Redick enters the game for M. Fultz,16,14
53,1,6:24.0,N. Batum makes 2-pt dunk from 1 ft (assist by J. Lamb),,18,14
54,1,6:09.0,,A. Johnson misses 2-pt hook shot from 5 ft (block by W. Hernangómez),18,14
55,1,6:05.0,,Offensive rebound by A. Johnson,18,14
56,1,6:04.0,,A. Johnson makes 2-pt layup from 2 ft,18,16
57,1,5:49.0,M. Kidd-Gilchrist misses 2-pt jump shot from 6 ft,,18,16
58,1,5:46.0,,Defensive rebound by D. Šarić,18,16
