,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DETROIT_ACTION,HOUSTON_SCORE,DETROIT_SCORE
394,4,6:48.0,J. Ennis enters the game for E. Gordon,,87,83
395,4,6:48.0,,R. Jackson makes free throw 2 of 2,87,84
396,4,6:35.0,C. Paul misses 2-pt jump shot from 18 ft,,87,84
397,4,6:32.0,,Defensive rebound by B. Griffin,87,84
398,4,6:20.0,,B. Griffin misses 3-pt jump shot from 25 ft,87,84
399,4,6:18.0,,Offensive rebound by Team,87,84
400,4,6:09.0,,B. Griffin makes 2-pt layup from 2 ft (assist by A. Drummond),87,86
401,4,5:40.0,J. Harden misses 3-pt jump shot from 26 ft,,87,86
402,4,5:39.0,,Defensive rebound by A. Drummond,87,86
403,4,5:27.0,,Personal foul by C. Paul (drawn by A. Drummond),87,86
404,4,5:27.0,,A. Drummond makes free throw 1 of 2,87,87
405,4,5:27.0,,A. Drummond misses free throw 2 of 2,87,87
406,4,5:27.0,Defensive rebound by Team,,87,87
407,4,5:27.0,,Loose ball foul by B. Griffin (drawn by C. Capela),87,87
408,4,5:27.0,E. Gordon enters the game for C. Paul,,87,87
409,4,5:04.0,J. Harden makes 3-pt jump shot from 25 ft,,90,87
410,4,4:42.0,,B. Griffin misses 2-pt layup from 3 ft,90,87
411,4,4:38.0,,Offensive rebound by B. Griffin,90,87
412,4,4:38.0,,B. Griffin makes 2-pt layup at rim,90,89
413,4,4:16.0,J. Harden misses 3-pt jump shot from 29 ft,,90,89
414,4,4:13.0,,Defensive rebound by A. Drummond,90,89
415,4,3:52.0,,B. Griffin misses 3-pt jump shot from 25 ft,90,89
416,4,3:48.0,,Offensive rebound by R. Bullock,90,89
417,4,3:48.0,,Turnover by R. Bullock (bad pass; steal by C. Capela),90,89
418,4,3:43.0,E. Gordon misses 3-pt jump shot from 23 ft,,90,89
419,4,3:38.0,Offensive rebound by J. Ennis,,90,89
420,4,3:36.0,P. Tucker misses 3-pt jump shot from 24 ft,,90,89
421,4,3:33.0,,Defensive rebound by R. Jackson,90,89
422,4,3:31.0,,Detroit full timeout,90,89
423,4,3:14.0,,B. Griffin misses 2-pt jump shot from 8 ft,90,89
424,4,3:11.0,Defensive rebound by C. Capela,,90,89
425,4,2:49.0,Turnover by J. Harden (lost ball; steal by B. Brown),,90,89
426,4,2:38.0,,R. Jackson makes 2-pt layup from 5 ft,90,91
427,4,2:17.0,Shooting foul by B. Brown (drawn by J. Harden),,90,91
428,4,2:17.0,J. Harden makes free throw 1 of 3,,91,91
429,4,2:17.0,J. Harden makes free throw 2 of 3,,92,91
430,4,2:17.0,C. Paul enters the game for E. Gordon,,92,91
431,4,2:17.0,J. Harden makes free throw 3 of 3,,93,91
432,4,2:02.0,,Turnover by B. Griffin (lost ball; steal by J. Ennis),93,91
433,4,1:59.0,Personal foul by R. Bullock (drawn by J. Harden),,93,91
434,4,1:39.0,P. Tucker misses 2-pt hook shot from 9 ft,,93,91
435,4,1:36.0,Offensive rebound by P. Tucker,,93,91
436,4,1:24.0,C. Paul misses 3-pt jump shot from 25 ft,,93,91
437,4,1:18.0,,Defensive rebound by A. Drummond,93,91
438,4,1:11.0,,Shooting foul by J. Harden (drawn by R. Jackson),93,91
439,4,1:11.0,,R. Jackson makes free throw 1 of 2,93,92
440,4,1:11.0,,R. Jackson makes free throw 2 of 2,93,93
441,4,0:52.0,Personal foul by R. Jackson (drawn by J. Harden),,93,93
442,4,0:52.0,J. Harden makes free throw 1 of 2,,94,93
443,4,0:52.0,J. Harden misses free throw 2 of 2,,94,93
444,4,0:49.0,Offensive rebound by J. Harden,,94,93
445,4,0:39.0,Turnover by J. Harden (lost ball; steal by B. Brown),,94,93
446,4,0:37.0,,Shooting foul by J. Harden (drawn by B. Brown),94,93
447,4,0:37.0,,B. Brown makes free throw 1 of 2,94,94
448,4,0:37.0,,B. Brown makes free throw 2 of 2,94,95
449,4,0:27.0,J. Harden makes 2-pt jump shot from 20 ft,,96,95
450,4,0:19.0,,Detroit full timeout,96,95
451,4,0:19.0,E. Gordon enters the game for C. Paul,,96,95
452,4,0:03.0,,B. Griffin makes 3-pt jump shot from 30 ft,96,98
453,4,0:02.0,Houston full timeout,,96,98
454,4,0:02.0,C. Paul enters the game for C. Capela,,96,98
455,4,0:02.0,,L. Galloway enters the game for R. Jackson,96,98
456,4,0:02.0,Houston full timeout,,96,98
457,4,0:00.0,E. Gordon makes 2-pt layup from 3 ft (assist by C. Paul),,98,98
458,4,0:00.0,,Detroit full timeout,98,98
459,1OT,4:45.0,,Shooting foul by P. Tucker (drawn by B. Griffin),98,98
460,1OT,4:45.0,,B. Griffin misses free throw 1 of 2,98,98
461,1OT,4:45.0,,Offensive rebound by Team,98,98
462,1OT,4:45.0,,B. Griffin makes free throw 2 of 2,98,99
463,1OT,4:29.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),,101,99
464,1OT,4:05.0,,Shooting foul by J. Harden (drawn by R. Jackson),101,99
465,1OT,4:05.0,,R. Jackson makes free throw 1 of 2,101,100
466,1OT,4:05.0,,R. Jackson makes free throw 2 of 2,101,101
467,1OT,3:50.0,C. Capela makes 2-pt dunk from 1 ft (assist by C. Paul),,103,101
468,1OT,3:33.0,,B. Griffin makes 2-pt dunk at rim (assist by R. Jackson),103,103
469,1OT,3:15.0,E. Gordon misses 3-pt jump shot from 29 ft,,103,103
470,1OT,3:12.0,,Defensive rebound by A. Drummond,103,103
471,1OT,2:52.0,,R. Bullock makes 3-pt jump shot from 24 ft (assist by B. Griffin),103,106
472,1OT,2:23.0,Turnover by J. Harden (bad pass; steal by R. Bullock),,103,106
473,1OT,2:18.0,,B. Griffin makes 2-pt dunk at rim (assist by R. Bullock),103,108
474,1OT,2:02.0,C. Capela makes 2-pt layup from 5 ft (assist by J. Harden),,105,108
475,1OT,1:38.0,,Shooting foul by P. Tucker (drawn by R. Jackson),105,108
476,1OT,1:38.0,,R. Jackson makes free throw 1 of 3,105,109
477,1OT,1:38.0,,R. Jackson makes free throw 2 of 3,105,110
478,1OT,1:38.0,,R. Jackson makes free throw 3 of 3,105,111
479,1OT,1:26.0,J. Harden misses 3-pt jump shot from 28 ft,,105,111
480,1OT,1:20.0,,Defensive rebound by A. Drummond,105,111
481,1OT,1:17.0,,Detroit full timeout,105,111
482,1OT,1:17.0,,I. Smith enters the game for B. Brown,105,111
483,1OT,1:02.0,,R. Jackson makes 2-pt jump shot from 8 ft,105,113
484,1OT,0:53.0,J. Harden misses 3-pt jump shot from 26 ft,,105,113
485,1OT,0:50.0,,Defensive rebound by B. Griffin,105,113
486,1OT,0:35.0,,R. Jackson makes 2-pt hook shot from 6 ft,105,115
487,1OT,0:20.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by C. Paul),,108,115
488,1OT,0:15.0,,Personal foul by C. Paul (drawn by R. Jackson),108,115
489,1OT,0:15.0,,R. Jackson misses free throw 1 of 2,108,115
490,1OT,0:15.0,,Offensive rebound by Team,108,115
491,1OT,0:15.0,,B. Brown enters the game for I. Smith,108,115
492,1OT,0:15.0,,R. Jackson makes free throw 2 of 2,108,116
493,1OT,0:02.0,C. Paul makes 3-pt jump shot from 23 ft (assist by J. Harden),,111,116
