,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DETROIT_ACTION,HOUSTON_SCORE,DETROIT_SCORE
113,1,0:09.0,,B. Brown misses 2-pt layup from 1 ft (block by I. Hartenstein),30,32
114,1,0:09.0,,Offensive rebound by A. Drummond,30,32
115,1,0:09.0,,A. Drummond makes 2-pt layup at rim,30,34
116,1,0:05.0,Personal foul by L. Galloway (drawn by C. Paul),,30,34
117,1,0:00.0,C. Paul misses 2-pt layup from 5 ft,,30,34
118,1,0:00.0,Offensive rebound by Team,,30,34
119,2,11:41.0,Shooting foul by J. Leuer (drawn by E. Gordon),,30,34
120,2,11:41.0,E. Gordon makes free throw 1 of 2,,31,34
121,2,11:41.0,E. Gordon makes free throw 2 of 2,,32,34
122,2,11:26.0,,I. Smith misses 2-pt jump shot from 13 ft,32,34
123,2,11:22.0,Defensive rebound by C. Capela,,32,34
124,2,11:10.0,G. Green misses 3-pt jump shot from 26 ft,,32,34
125,2,11:06.0,Offensive rebound by C. Capela,,32,34
126,2,11:03.0,C. Capela makes 2-pt hook shot from 4 ft,,34,34
127,2,10:49.0,,S. Johnson misses 3-pt jump shot from 23 ft,34,34
128,2,10:47.0,Defensive rebound by E. Gordon,,34,34
129,2,10:39.0,C. Capela makes 2-pt layup from 3 ft (assist by E. Gordon),,36,34
130,2,10:23.0,,L. Galloway makes 2-pt jump shot from 13 ft (assist by B. Brown),36,36
131,2,10:06.0,C. Paul misses 3-pt jump shot from 25 ft,,36,36
132,2,10:05.0,,Defensive rebound by Team,36,36
133,2,9:48.0,,L. Galloway misses 2-pt jump shot from 16 ft,36,36
134,2,9:45.0,Defensive rebound by G. Green,,36,36
135,2,9:37.0,C. Capela misses 2-pt hook shot from 11 ft,,36,36
136,2,9:35.0,,Defensive rebound by L. Galloway,36,36
137,2,9:21.0,,B. Brown makes 2-pt layup from 1 ft,36,38
138,2,9:09.0,C. Paul misses 2-pt jump shot from 14 ft,,36,38
139,2,9:08.0,Offensive rebound by Team,,36,38
140,2,9:05.0,E. Gordon misses 2-pt jump shot from 11 ft,,36,38
141,2,9:00.0,Offensive rebound by C. Capela,,36,38
142,2,9:00.0,C. Capela makes 2-pt layup at rim,,38,38
143,2,8:52.0,,I. Smith makes 3-pt jump shot from 25 ft,38,41
144,2,8:31.0,Shooting foul by L. Galloway (drawn by C. Paul),,38,41
145,2,8:31.0,C. Paul makes free throw 1 of 2,,39,41
146,2,8:31.0,C. Paul makes free throw 2 of 2,,40,41
147,2,8:14.0,,I. Smith makes 2-pt jump shot from 16 ft (assist by L. Galloway),40,43
148,2,7:57.0,C. Capela makes 2-pt hook shot from 8 ft (assist by C. Paul),,42,43
149,2,7:45.0,,I. Smith misses 3-pt jump shot from 25 ft,42,43
150,2,7:41.0,Defensive rebound by G. Clark,,42,43
151,2,7:37.0,C. Capela makes 2-pt layup from 3 ft (assist by C. Paul),,44,43
152,2,7:37.0,Shooting foul by J. Leuer (drawn by C. Capela),,44,43
153,2,7:37.0,J. Ennis enters the game for G. Clark,,44,43
154,2,7:37.0,J. Harden enters the game for E. Gordon,,44,43
155,2,7:37.0,C. Capela makes free throw 1 of 1,,45,43
156,2,7:33.0,,Detroit full timeout,45,43
157,2,7:33.0,P. Tucker enters the game for G. Green,,45,43
158,2,7:33.0,,A. Drummond enters the game for S. Johnson,45,43
159,2,7:33.0,,B. Griffin enters the game for J. Leuer,45,43
160,2,7:14.0,,I. Smith makes 2-pt jump shot from 19 ft,45,45
161,2,6:57.0,P. Tucker misses 2-pt jump shot from 6 ft,,45,45
162,2,6:55.0,Offensive rebound by C. Capela,,45,45
163,2,6:54.0,C. Capela misses 2-pt layup from 3 ft,,45,45
164,2,6:52.0,Offensive rebound by C. Capela,,45,45
165,2,6:52.0,C. Capela makes 2-pt layup from 3 ft,,47,45
166,2,6:41.0,,A. Drummond makes 2-pt layup from 1 ft (assist by L. Galloway),47,47
167,2,6:30.0,Turnover by C. Capela (bad pass; steal by B. Brown),,47,47
168,2,6:27.0,,B. Brown makes 2-pt dunk from 1 ft,47,49
169,2,6:01.0,Turnover by J. Harden (bad pass; steal by A. Drummond),,47,49
170,2,5:57.0,,L. Galloway misses 3-pt jump shot from 26 ft,47,49
171,2,5:54.0,,Offensive rebound by B. Griffin,47,49
172,2,5:54.0,,Shooting foul by C. Capela (drawn by B. Griffin),47,49
173,2,5:54.0,,B. Griffin makes free throw 1 of 2,47,50
174,2,5:54.0,E. Gordon enters the game for C. Paul,,47,50
175,2,5:54.0,,R. Jackson enters the game for I. Smith,47,50
176,2,5:54.0,,B. Griffin makes free throw 2 of 2,47,51
177,2,5:45.0,J. Harden misses 3-pt jump shot from 25 ft,,47,51
178,2,5:40.0,Offensive rebound by C. Capela,,47,51
179,2,5:39.0,C. Capela misses 2-pt layup from 1 ft,,47,51
180,2,5:38.0,,Defensive rebound by A. Drummond,47,51
181,2,5:34.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Jackson),47,53
182,2,5:15.0,E. Gordon misses 2-pt layup from 2 ft,,47,53
183,2,5:15.0,,Defensive rebound by A. Drummond,47,53
184,2,5:04.0,,Shooting foul by J. Harden (drawn by B. Griffin),47,53
185,2,5:04.0,,B. Griffin misses free throw 1 of 2,47,53
186,2,5:04.0,,Offensive rebound by Team,47,53
187,2,5:04.0,,R. Bullock enters the game for L. Galloway,47,53
188,2,5:04.0,,B. Griffin makes free throw 2 of 2,47,54
189,2,4:44.0,Turnover by J. Harden (step out of bounds),,47,54
190,2,4:29.0,,Shooting foul by J. Ennis (drawn by R. Jackson),47,54
191,2,4:29.0,,R. Jackson misses free throw 1 of 2,47,54
192,2,4:29.0,,Offensive rebound by Team,47,54
193,2,4:29.0,,R. Jackson makes free throw 2 of 2,47,55
194,2,4:05.0,J. Harden misses 2-pt jump shot from 16 ft,,47,55
195,2,4:00.0,Offensive rebound by C. Capela,,47,55
196,2,4:00.0,C. Capela misses 2-pt layup from 2 ft,,47,55
197,2,3:58.0,,Defensive rebound by B. Griffin,47,55
198,2,3:39.0,,R. Jackson misses 3-pt jump shot from 26 ft,47,55
199,2,3:35.0,Defensive rebound by C. Capela,,47,55
200,2,3:33.0,Shooting foul by B. Brown (drawn by J. Harden),,47,55
201,2,3:33.0,J. Harden makes free throw 1 of 2,,48,55
202,2,3:33.0,C. Paul enters the game for E. Gordon,,48,55
203,2,3:33.0,,L. Galloway enters the game for B. Brown,48,55
204,2,3:33.0,J. Harden makes free throw 2 of 2,,49,55
205,2,3:14.0,,B. Griffin makes 2-pt hook shot from 1 ft,49,57
206,2,2:52.0,P. Tucker misses 3-pt jump shot from 26 ft,,49,57
207,2,2:52.0,,Defensive rebound by B. Griffin,49,57
208,2,2:37.0,,Personal foul by P. Tucker (drawn by B. Griffin),49,57
209,2,2:37.0,Houston full timeout,,49,57
210,2,2:22.0,,Turnover by Team (shot clock),49,57
211,2,2:13.0,C. Paul misses 2-pt jump shot from 19 ft,,49,57
212,2,2:09.0,,Defensive rebound by L. Galloway,49,57
213,2,1:59.0,,Personal foul by P. Tucker (drawn by B. Griffin),49,57
214,2,1:59.0,,B. Griffin makes free throw 1 of 2,49,58
215,2,1:59.0,,B. Griffin makes free throw 2 of 2,49,59
216,2,1:46.0,J. Harden misses 2-pt layup from 4 ft (block by A. Drummond),,49,59
217,2,1:43.0,Offensive rebound by C. Capela,,49,59
218,2,1:43.0,C. Capela misses 2-pt layup from 1 ft,,49,59
219,2,1:40.0,Offensive rebound by C. Capela,,49,59
220,2,1:40.0,C. Capela makes 2-pt layup at rim,,51,59
221,2,1:33.0,,Turnover by B. Griffin (bad pass; steal by C. Capela),51,59
222,2,1:27.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Capela),,54,59
223,2,1:06.0,,A. Drummond misses 3-pt jump shot from 22 ft,54,59
224,2,1:03.0,Defensive rebound by P. Tucker,,54,59
225,2,0:57.0,J. Harden misses 2-pt layup from 2 ft (block by A. Drummond),,54,59
226,2,0:55.0,,Defensive rebound by R. Jackson,54,59
227,2,0:51.0,,R. Bullock misses 3-pt jump shot from 25 ft,54,59
228,2,0:51.0,,Offensive rebound by Team,54,59
229,2,0:47.0,,Shooting foul by C. Capela (drawn by A. Drummond),54,59
230,2,0:47.0,,A. Drummond makes free throw 1 of 2,54,60
231,2,0:47.0,,A. Drummond makes free throw 2 of 2,54,61
232,2,0:35.0,J. Harden misses 2-pt layup from 4 ft (block by A. Drummond),,54,61
233,2,0:32.0,Offensive rebound by C. Paul,,54,61
234,2,0:32.0,Personal foul by R. Jackson (drawn by C. Paul),,54,61
235,2,0:32.0,C. Paul makes free throw 1 of 2,,55,61
236,2,0:32.0,C. Paul makes free throw 2 of 2,,56,61
237,2,0:13.0,,B. Griffin misses 2-pt jump shot from 9 ft,56,61
238,2,0:12.0,,Offensive rebound by A. Drummond,56,61
239,2,0:10.0,,A. Drummond misses 2-pt layup from 4 ft (block by C. Capela),56,61
240,2,0:10.0,,Offensive rebound by A. Drummond,56,61
241,2,0:09.0,,A. Drummond misses 2-pt dunk from 2 ft,56,61
242,2,0:09.0,Defensive rebound by Team,,56,61
243,2,0:01.0,J. Ennis misses 3-pt jump shot from 23 ft,,56,61
244,2,0:01.0,Offensive rebound by Team,,56,61
245,3,11:46.0,J. Harden misses 2-pt jump shot from 9 ft,,56,61
246,3,11:44.0,,Defensive rebound by R. Bullock,56,61
247,3,11:40.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Jackson),56,63
248,3,11:20.0,P. Tucker makes 2-pt jump shot from 8 ft (assist by C. Paul),,58,63
249,3,11:01.0,,R. Jackson misses 3-pt jump shot from 25 ft,58,63
250,3,10:58.0,Defensive rebound by P. Tucker,,58,63
251,3,10:49.0,J. Harden misses 3-pt jump shot from 27 ft,,58,63
252,3,10:46.0,,Defensive rebound by R. Jackson,58,63
253,3,10:42.0,,R. Jackson misses 3-pt jump shot from 26 ft,58,63
254,3,10:38.0,,Offensive rebound by A. Drummond,58,63
255,3,10:38.0,,A. Drummond makes 2-pt layup at rim,58,65
256,3,10:31.0,C. Paul misses 3-pt jump shot from 26 ft,,58,65
257,3,10:30.0,Offensive rebound by C. Capela,,58,65
258,3,10:29.0,Turnover by C. Capela (bad pass; steal by R. Bullock),,58,65
259,3,10:21.0,,G. Robinson makes 3-pt jump shot from 22 ft (assist by R. Jackson),58,68
260,3,10:18.0,Houston full timeout,,58,68
261,3,10:05.0,Turnover by C. Paul (back court),,58,68
262,3,9:52.0,,A. Drummond makes 2-pt layup from 2 ft (assist by B. Griffin),58,70
263,3,9:38.0,J. Harden misses 2-pt layup from 5 ft,,58,70
264,3,9:35.0,,Defensive rebound by R. Bullock,58,70
265,3,9:30.0,,B. Griffin makes 2-pt layup from 2 ft,58,72
266,3,9:01.0,J. Harden makes 2-pt jump shot from 6 ft,,60,72
267,3,8:33.0,,B. Griffin misses 2-pt layup from 4 ft,60,72
268,3,8:29.0,Defensive rebound by C. Paul,,60,72
269,3,8:27.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,62,72
270,3,8:06.0,,Shooting foul by C. Paul (drawn by G. Robinson),62,72
271,3,8:06.0,,G. Robinson makes free throw 1 of 2,62,73
272,3,8:06.0,,G. Robinson misses free throw 2 of 2,62,73
273,3,8:05.0,Defensive rebound by Team,,62,73
274,3,7:58.0,,Violation by Team (kicked ball),62,73
275,3,7:45.0,C. Capela misses 2-pt layup from 2 ft,,62,73
276,3,7:43.0,,Defensive rebound by B. Griffin,62,73
277,3,7:26.0,,Personal foul by J. Ennis (drawn by A. Drummond),62,73
278,3,7:12.0,,B. Griffin misses 2-pt jump shot from 12 ft,62,73
279,3,7:08.0,Defensive rebound by C. Capela,,62,73
280,3,7:01.0,C. Capela misses 2-pt layup from 1 ft,,62,73
281,3,6:57.0,Offensive rebound by C. Capela,,62,73
282,3,6:57.0,C. Capela makes 2-pt layup from 1 ft,,64,73
283,3,6:49.0,,Offensive foul by R. Jackson (drawn by J. Harden),64,73
284,3,6:49.0,,Turnover by R. Jackson (offensive foul),64,73
285,3,6:49.0,E. Gordon enters the game for C. Paul,,64,73
286,3,6:38.0,P. Tucker misses 3-pt jump shot from 25 ft,,64,73
287,3,6:35.0,,Defensive rebound by G. Robinson,64,73
288,3,6:20.0,,Turnover by B. Griffin (lost ball; steal by P. Tucker),64,73
289,3,6:14.0,J. Harden misses 3-pt jump shot from 26 ft,,64,73
290,3,6:11.0,Offensive rebound by C. Capela,,64,73
291,3,6:00.0,J. Harden misses 2-pt jump shot from 12 ft,,64,73
292,3,5:57.0,Offensive rebound by J. Ennis,,64,73
293,3,5:50.0,Shooting foul by G. Robinson (drawn by J. Harden),,64,73
294,3,5:50.0,J. Harden makes free throw 1 of 3,,65,73
295,3,5:50.0,J. Harden makes free throw 2 of 3,,66,73
296,3,5:50.0,,L. Galloway enters the game for B. Griffin,66,73
297,3,5:50.0,,S. Johnson enters the game for G. Robinson,66,73
298,3,5:50.0,J. Harden makes free throw 3 of 3,,67,73
299,3,5:39.0,,S. Johnson misses 2-pt layup from 3 ft,67,73
300,3,5:37.0,Defensive rebound by J. Ennis,,67,73
301,3,5:23.0,E. Gordon makes 2-pt layup from 3 ft (assist by J. Harden),,69,73
302,3,5:12.0,,A. Drummond misses 2-pt layup from 2 ft (block by J. Harden),69,73
303,3,5:12.0,,Offensive rebound by Team,69,73
304,3,5:12.0,G. Clark enters the game for P. Tucker,,69,73
305,3,4:58.0,,S. Johnson makes 2-pt layup from 2 ft (assist by L. Galloway),69,75
306,3,4:39.0,J. Ennis misses 2-pt layup from 3 ft,,69,75
307,3,4:37.0,,Defensive rebound by R. Jackson,69,75
308,3,4:23.0,,Turnover by A. Drummond (bad pass),69,75
309,3,4:23.0,,I. Smith enters the game for R. Jackson,69,75
310,3,4:11.0,J. Harden misses 2-pt layup from 3 ft (block by A. Drummond),,69,75
311,3,4:09.0,,Defensive rebound by S. Johnson,69,75
312,3,4:08.0,,Turnover by S. Johnson (lost ball; steal by J. Ennis),69,75
313,3,4:03.0,Turnover by C. Capela (lost ball; steal by S. Johnson),,69,75
314,3,3:47.0,,I. Smith misses 3-pt jump shot from 25 ft,69,75
315,3,3:44.0,Defensive rebound by Team,,69,75
316,3,3:44.0,G. Green enters the game for J. Ennis,,69,75
317,3,3:23.0,J. Harden makes 2-pt layup from 5 ft,,71,75
318,3,3:15.0,,Detroit full timeout,71,75
319,3,3:15.0,P. Tucker enters the game for C. Capela,,71,75
320,3,3:15.0,,B. Griffin enters the game for R. Bullock,71,75
321,3,2:54.0,,B. Griffin misses 3-pt jump shot from 25 ft,71,75
322,3,2:49.0,Defensive rebound by P. Tucker,,71,75
323,3,2:33.0,Personal foul by A. Drummond (drawn by J. Harden),,71,75
324,3,2:33.0,C. Capela enters the game for G. Clark,,71,75
325,3,2:26.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by P. Tucker),,74,75
326,3,2:02.0,,S. Johnson makes 3-pt jump shot from 23 ft (assist by L. Galloway),74,78
327,3,1:49.0,J. Harden misses 2-pt layup from 3 ft (block by A. Drummond),,74,78
328,3,1:49.0,,Defensive rebound by I. Smith,74,78
329,3,1:44.0,,L. Galloway misses 3-pt jump shot from 23 ft,74,78
330,3,1:41.0,Defensive rebound by C. Capela,,74,78
331,3,1:32.0,E. Gordon misses 2-pt layup from 5 ft,,74,78
332,3,1:29.0,Offensive rebound by C. Capela,,74,78
333,3,1:29.0,E. Gordon misses 3-pt jump shot from 26 ft,,74,78
334,3,1:24.0,,Defensive rebound by I. Smith,74,78
335,3,1:10.0,,Turnover by S. Johnson (bad pass),74,78
336,3,1:10.0,C. Paul enters the game for J. Harden,,74,78
337,3,0:57.0,E. Gordon misses 2-pt layup from 3 ft,,74,78
338,3,0:55.0,,Defensive rebound by L. Galloway,74,78
339,3,0:43.0,,L. Galloway misses 3-pt jump shot from 24 ft,74,78
340,3,0:41.0,Defensive rebound by C. Capela,,74,78
341,3,0:30.0,C. Paul makes 2-pt jump shot from 6 ft,,76,78
342,3,0:10.0,,L. Galloway misses 3-pt jump shot from 26 ft,76,78
343,3,0:06.0,Defensive rebound by C. Capela,,76,78
344,3,0:02.0,C. Paul makes 3-pt jump shot from 30 ft,,79,78
345,3,0:00.0,,S. Johnson misses 3-pt jump shot from 55 ft,79,78
346,3,0:00.0,,Offensive rebound by Team,79,78
347,4,11:42.0,,S. Johnson misses 2-pt layup from 4 ft,79,78
348,4,11:42.0,,Offensive rebound by Team,79,78
349,4,11:42.0,,Turnover by S. Johnson (traveling),79,78
350,4,11:23.0,I. Hartenstein makes 2-pt dunk at rim (assist by C. Paul),,81,78
351,4,11:00.0,,I. Smith misses 2-pt jump shot from 20 ft,81,78
352,4,10:54.0,Defensive rebound by E. Gordon,,81,78
353,4,10:49.0,Turnover by C. Paul (bad pass; steal by S. Johnson),,81,78
354,4,10:47.0,,Personal foul by C. Paul (drawn by R. Bullock),81,78
355,4,10:39.0,,Offensive foul by I. Smith (drawn by G. Green),81,78
356,4,10:39.0,,Turnover by I. Smith (offensive foul),81,78
357,4,10:26.0,C. Paul makes 2-pt layup from 5 ft,,83,78
358,4,10:17.0,,Personal foul by I. Hartenstein (drawn by Z. Pachulia),83,78
359,4,10:17.0,,B. Brown enters the game for S. Johnson,83,78
360,4,10:03.0,,R. Bullock misses 3-pt jump shot from 28 ft,83,78
361,4,10:00.0,Defensive rebound by Team,,83,78
362,4,9:50.0,I. Hartenstein misses 3-pt jump shot from 26 ft,,83,78
363,4,9:47.0,,Defensive rebound by B. Brown,83,78
364,4,9:33.0,,I. Smith misses 2-pt jump shot from 12 ft,83,78
365,4,9:32.0,,Offensive rebound by Team,83,78
366,4,9:32.0,Loose ball foul by C. Paul (drawn by R. Bullock),,83,78
367,4,9:32.0,G. Clark enters the game for I. Hartenstein,,83,78
368,4,9:25.0,,Z. Pachulia misses 2-pt layup from 3 ft (block by G. Clark),83,78
369,4,9:22.0,,Offensive rebound by Team,83,78
370,4,9:17.0,,Z. Pachulia misses 2-pt layup from 6 ft,83,78
371,4,9:13.0,Defensive rebound by P. Tucker,,83,78
372,4,9:05.0,G. Clark misses 3-pt jump shot from 27 ft,,83,78
373,4,9:05.0,,Defensive rebound by Team,83,78
374,4,8:47.0,,Shooting foul by G. Clark (drawn by B. Griffin),83,78
375,4,8:47.0,,B. Griffin makes free throw 1 of 2,83,79
376,4,8:47.0,,B. Griffin misses free throw 2 of 2,83,79
377,4,8:45.0,Defensive rebound by G. Clark,,83,79
378,4,8:28.0,P. Tucker misses 2-pt layup from 4 ft,,83,79
379,4,8:27.0,,Defensive rebound by Z. Pachulia,83,79
380,4,8:13.0,,I. Smith misses 2-pt jump shot from 6 ft,83,79
381,4,8:12.0,Defensive rebound by C. Paul,,83,79
382,4,7:49.0,C. Paul makes 2-pt layup from 5 ft,,85,79
383,4,7:42.0,,Detroit full timeout,85,79
384,4,7:42.0,C. Capela enters the game for G. Clark,,85,79
385,4,7:42.0,J. Harden enters the game for G. Green,,85,79
386,4,7:42.0,,A. Drummond enters the game for Z. Pachulia,85,79
387,4,7:42.0,,R. Jackson enters the game for I. Smith,85,79
388,4,7:24.0,,R. Jackson makes 2-pt layup from 3 ft,85,81
389,4,7:24.0,,Shooting foul by E. Gordon (drawn by R. Jackson),85,81
390,4,7:24.0,,R. Jackson makes free throw 1 of 1,85,82
391,4,7:06.0,C. Paul makes 2-pt jump shot from 15 ft,,87,82
392,4,6:48.0,,Shooting foul by E. Gordon (drawn by R. Jackson),87,82
393,4,6:48.0,,R. Jackson makes free throw 1 of 2,87,83
