,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,WASHINGTON_ACTION,CLEVELAND_SCORE,WASHINGTON_SCORE
54,1,6:03.0,C. Sexton misses 2-pt layup from 2 ft (block by T. Bryant),,16,18
55,1,5:59.0,Offensive rebound by L. Nance,,16,18
56,1,5:59.0,L. Nance misses 2-pt layup from 3 ft,,16,18
57,1,5:59.0,Offensive rebound by L. Nance,,16,18
58,1,5:55.0,L. Nance misses 2-pt layup from 3 ft,,16,18
59,1,5:54.0,,Defensive rebound by J. Green,16,18
60,1,5:52.0,,J. Green misses 3-pt jump shot from 27 ft,16,18
61,1,5:50.0,Defensive rebound by L. Nance,,16,18
62,1,5:37.0,K. Love misses 2-pt jump shot from 8 ft,,16,18
63,1,5:35.0,,Defensive rebound by J. Green,16,18
64,1,5:31.0,,Turnover by J. Green (out of bounds lost ball),16,18
65,1,5:31.0,A. Žižić enters the game for K. Love,,16,18
66,1,5:31.0,,B. Portis enters the game for T. Bryant,16,18
67,1,5:10.0,A. Žižić misses 2-pt hook shot from 6 ft,,16,18
68,1,5:08.0,,Defensive rebound by J. Green,16,18
69,1,4:58.0,,C. Randle misses 2-pt jump shot from 21 ft,16,18
70,1,4:54.0,Defensive rebound by D. Nwaba,,16,18
71,1,4:46.0,D. Nwaba misses 2-pt jump shot from 6 ft,,16,18
72,1,4:43.0,,Defensive rebound by T. Ariza,16,18
73,1,4:35.0,,Turnover by B. Portis (lost ball; steal by D. Nwaba),16,18
74,1,4:33.0,Shooting foul by T. Ariza (drawn by D. Nwaba),,16,18
75,1,4:33.0,D. Nwaba makes free throw 1 of 2,,17,18
76,1,4:33.0,M. Chriss enters the game for L. Nance,,17,18
77,1,4:33.0,,J. Parker enters the game for J. Green,17,18
78,1,4:33.0,D. Nwaba misses free throw 2 of 2,,17,18
79,1,4:31.0,,Defensive rebound by J. Parker,17,18
80,1,4:18.0,,J. Parker makes 3-pt jump shot from 24 ft (assist by B. Beal),17,21
81,1,4:01.0,Personal foul by J. Parker (drawn by D. Nwaba),,17,21
82,1,4:01.0,J. Clarkson enters the game for D. Adel,,17,21
83,1,4:01.0,M. Dellavedova enters the game for D. Nwaba,,17,21
84,1,3:47.0,Turnover by M. Dellavedova (bad pass; steal by T. Ariza),,17,21
85,1,3:42.0,,B. Portis makes 2-pt layup from 3 ft,17,23
86,1,3:29.0,J. Clarkson misses 3-pt jump shot from 27 ft,,17,23
87,1,3:27.0,,Defensive rebound by B. Beal,17,23
88,1,3:19.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by B. Beal),17,26
89,1,3:10.0,Cleveland full timeout,,17,26
90,1,3:10.0,,W. Johnson enters the game for T. Ariza,17,26
91,1,2:59.0,C. Sexton makes 3-pt jump shot from 27 ft (assist by J. Clarkson),,20,26
92,1,2:43.0,,B. Portis makes 2-pt jump shot from 17 ft (assist by B. Beal),20,28
93,1,2:33.0,Personal foul by C. Randle (drawn by C. Sexton),,20,28
94,1,2:33.0,C. Sexton makes free throw 1 of 2,,21,28
95,1,2:33.0,C. Sexton makes free throw 2 of 2,,22,28
96,1,2:21.0,,B. Beal misses 2-pt jump shot from 20 ft,22,28
97,1,2:16.0,Defensive rebound by J. Clarkson,,22,28
98,1,2:13.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,22,28
99,1,2:10.0,,Defensive rebound by B. Portis,22,28
100,1,2:05.0,,B. Portis makes 3-pt jump shot from 27 ft (assist by C. Randle),22,31
101,1,1:49.0,J. Clarkson misses 2-pt jump shot from 15 ft,,22,31
102,1,1:47.0,,Defensive rebound by J. Parker,22,31
103,1,1:43.0,,B. Portis makes 2-pt jump shot from 22 ft (assist by J. Parker),22,33
104,1,1:29.0,M. Chriss makes 3-pt jump shot from 27 ft (assist by M. Dellavedova),,25,33
105,1,1:18.0,,C. Randle makes 2-pt layup from 3 ft (assist by J. Parker),25,35
106,1,1:07.0,A. Žižić makes 2-pt layup from 1 ft (assist by M. Dellavedova),,27,35
107,1,0:54.0,,Personal foul by M. Dellavedova (drawn by B. Portis),27,35
108,1,0:54.0,,B. Portis makes free throw 1 of 2,27,36
109,1,0:54.0,,B. Portis makes free throw 2 of 2,27,37
110,1,0:42.0,Turnover by M. Dellavedova (bad pass; steal by J. Parker),,27,37
111,1,0:38.0,,B. Beal makes 2-pt layup from 1 ft (assist by J. Parker),27,39
112,1,0:28.0,Turnover by J. Clarkson (out of bounds lost ball),,27,39
113,1,0:07.0,,B. Portis makes 2-pt jump shot from 11 ft (assist by B. Beal),27,41
114,1,0:01.0,C. Sexton misses 3-pt jump shot from 26 ft,,27,41
115,1,0:01.0,,Defensive rebound by J. Parker,27,41
116,2,11:45.0,Personal foul by C. Randle (drawn by J. Clarkson),,27,41
117,2,11:34.0,M. Chriss misses 3-pt jump shot from 24 ft,,27,41
118,2,11:31.0,,Defensive rebound by J. Parker,27,41
119,2,11:19.0,,B. Portis misses 3-pt jump shot from 27 ft,27,41
120,2,11:15.0,Defensive rebound by A. Žižić,,27,41
121,2,11:09.0,J. Clarkson misses 2-pt layup from 4 ft,,27,41
122,2,11:06.0,,Defensive rebound by C. Randle,27,41
123,2,10:57.0,,C. Randle misses 3-pt jump shot from 26 ft,27,41
124,2,10:55.0,Defensive rebound by M. Dellavedova,,27,41
125,2,10:49.0,Turnover by D. Adel (step out of bounds),,27,41
126,2,10:35.0,,Turnover by T. Satoranský (bad pass; steal by J. Clarkson),27,41
127,2,10:35.0,,Loose ball foul by B. Portis (drawn by J. Clarkson),27,41
128,2,10:35.0,L. Nance enters the game for M. Chriss,,27,41
129,2,10:16.0,A. Žižić makes 2-pt layup from 1 ft (assist by M. Dellavedova),,29,41
130,2,10:05.0,,T. Satoranský misses 3-pt jump shot from 26 ft,29,41
131,2,10:02.0,Defensive rebound by L. Nance,,29,41
132,2,9:52.0,Shooting foul by J. Parker (drawn by J. Clarkson),,29,41
133,2,9:52.0,J. Clarkson makes free throw 1 of 2,,30,41
134,2,9:52.0,,T. Ariza enters the game for C. Randle,30,41
135,2,9:52.0,J. Clarkson makes free throw 2 of 2,,31,41
136,2,9:37.0,,T. Satoranský misses 2-pt layup from 3 ft (block by D. Adel),31,41
137,2,9:37.0,Defensive rebound by Team,,31,41
138,2,9:18.0,Turnover by L. Nance (bad pass; steal by B. Portis),,31,41
139,2,9:09.0,,T. Satoranský makes 2-pt jump shot from 20 ft (assist by B. Portis),31,43
140,2,9:00.0,,Violation by Team (kicked ball),31,43
141,2,8:57.0,L. Nance misses 2-pt jump shot from 18 ft,,31,43
142,2,8:54.0,,Defensive rebound by J. Parker,31,43
143,2,8:42.0,,Turnover by T. Ariza (bad pass; steal by L. Nance),31,43
144,2,8:32.0,D. Adel misses 2-pt jump shot from 16 ft,,31,43
145,2,8:29.0,,Defensive rebound by Team,31,43
146,2,8:18.0,,B. Portis makes 2-pt jump shot from 7 ft,31,45
147,2,8:02.0,Shooting foul by W. Johnson (drawn by J. Clarkson),,31,45
148,2,8:02.0,J. Clarkson makes free throw 1 of 2,,32,45
149,2,8:02.0,D. Nwaba enters the game for A. Žižić,,32,45
150,2,8:02.0,J. Clarkson makes free throw 2 of 2,,33,45
151,2,7:51.0,,T. Ariza makes 2-pt layup from 4 ft (assist by J. Parker),33,47
152,2,7:51.0,,Shooting foul by D. Adel (drawn by T. Ariza),33,47
153,2,7:51.0,,T. Ariza makes free throw 1 of 1,33,48
154,2,7:37.0,D. Nwaba makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,35,48
155,2,7:28.0,,T. Ariza misses 3-pt jump shot from 26 ft,35,48
156,2,7:26.0,Defensive rebound by J. Clarkson,,35,48
157,2,7:08.0,J. Clarkson makes 2-pt layup from 1 ft,,37,48
158,2,6:57.0,,W. Johnson makes 2-pt jump shot from 21 ft (assist by J. Parker),37,50
159,2,6:41.0,L. Nance misses 3-pt jump shot from 26 ft,,37,50
160,2,6:38.0,,Defensive rebound by J. Parker,37,50
161,2,6:30.0,,W. Johnson misses 3-pt jump shot from 25 ft,37,50
162,2,6:27.0,Defensive rebound by M. Dellavedova,,37,50
163,2,6:22.0,D. Adel misses 3-pt jump shot from 23 ft,,37,50
164,2,6:18.0,,Defensive rebound by J. Parker,37,50
165,2,6:05.0,,T. Ariza misses 3-pt jump shot from 26 ft,37,50
166,2,6:02.0,Defensive rebound by D. Nwaba,,37,50
167,2,5:56.0,J. Clarkson misses 2-pt jump shot from 10 ft,,37,50
168,2,5:52.0,Offensive rebound by J. Clarkson,,37,50
169,2,5:45.0,J. Clarkson misses 3-pt jump shot from 26 ft,,37,50
170,2,5:42.0,,Defensive rebound by Team,37,50
171,2,5:42.0,,Washington full timeout,37,50
172,2,5:42.0,M. Chriss enters the game for J. Clarkson,,37,50
173,2,5:42.0,C. Sexton enters the game for M. Dellavedova,,37,50
174,2,5:42.0,,B. Beal enters the game for W. Johnson,37,50
175,2,5:42.0,,J. Green enters the game for B. Portis,37,50
176,2,5:34.0,,B. Beal makes 2-pt layup from 1 ft (assist by T. Satoranský),37,52
177,2,5:19.0,Turnover by M. Chriss (bad pass; steal by J. Parker),,37,52
178,2,5:16.0,,T. Ariza makes 2-pt dunk from 1 ft (assist by J. Parker),37,54
179,2,5:16.0,,Shooting foul by M. Chriss (drawn by T. Ariza),37,54
180,2,5:16.0,,T. Ariza makes free throw 1 of 1,37,55
181,2,5:03.0,D. Nwaba makes 2-pt layup from 2 ft,,39,55
182,2,4:50.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by J. Parker),39,57
183,2,4:28.0,D. Nwaba misses 2-pt layup from 1 ft (block by J. Parker),,39,57
184,2,4:28.0,Offensive rebound by Team,,39,57
185,2,4:26.0,L. Nance misses 3-pt jump shot from 27 ft,,39,57
186,2,4:22.0,,Defensive rebound by J. Parker,39,57
187,2,4:18.0,,Turnover by B. Beal (bad pass),39,57
188,2,4:18.0,,T. Bryant enters the game for J. Parker,39,57
189,2,3:55.0,Turnover by C. Sexton (lost ball; steal by T. Ariza),,39,57
190,2,3:47.0,,B. Beal misses 3-pt jump shot from 28 ft,39,57
191,2,3:45.0,Defensive rebound by L. Nance,,39,57
192,2,3:35.0,M. Chriss makes 3-pt jump shot from 25 ft (assist by C. Sexton),,42,57
193,2,3:20.0,,Turnover by T. Satoranský (bad pass; steal by L. Nance),42,57
194,2,3:14.0,D. Nwaba misses 2-pt jump shot from 5 ft,,42,57
195,2,3:14.0,,Defensive rebound by Team,42,57
196,2,3:14.0,Loose ball foul by L. Nance (drawn by T. Bryant),,42,57
197,2,3:14.0,Violation by Team (delay of game),,42,57
198,2,3:02.0,,J. Green makes 3-pt jump shot from 26 ft (assist by B. Beal),42,60
199,2,3:01.0,Cleveland full timeout,,42,60
200,2,3:01.0,J. Clarkson enters the game for L. Nance,,42,60
201,2,2:53.0,M. Chriss makes 2-pt dunk from 1 ft (assist by C. Sexton),,44,60
202,2,2:43.0,,J. Green misses 3-pt jump shot from 26 ft,44,60
203,2,2:41.0,,Offensive rebound by B. Beal,44,60
204,2,2:39.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by B. Beal),44,62
205,2,2:29.0,Personal foul by B. Beal (drawn by J. Clarkson),,44,62
206,2,2:29.0,J. Clarkson makes free throw 1 of 2,,45,62
207,2,2:29.0,J. Clarkson makes free throw 2 of 2,,46,62
208,2,2:05.0,,T. Satoranský misses 2-pt layup from 1 ft,46,62
209,2,2:02.0,Defensive rebound by M. Chriss,,46,62
210,2,1:56.0,M. Chriss misses 2-pt layup from 5 ft,,46,62
211,2,1:52.0,Offensive rebound by M. Chriss,,46,62
212,2,1:52.0,M. Chriss misses 2-pt layup from 4 ft,,46,62
213,2,1:51.0,,Defensive rebound by J. Green,46,62
214,2,1:47.0,,Offensive foul by B. Beal (drawn by D. Adel),46,62
215,2,1:47.0,,Turnover by B. Beal (offensive foul),46,62
216,2,1:37.0,Shooting foul by J. Green (drawn by J. Clarkson),,46,62
217,2,1:37.0,J. Clarkson makes free throw 1 of 2,,47,62
218,2,1:37.0,J. Clarkson misses free throw 2 of 2,,47,62
219,2,1:34.0,,Defensive rebound by J. Green,47,62
220,2,1:19.0,,T. Ariza misses 2-pt jump shot from 22 ft,47,62
221,2,1:15.0,,Offensive rebound by T. Bryant,47,62
222,2,1:15.0,,T. Bryant makes 2-pt dunk from 1 ft,47,64
223,2,1:05.0,C. Sexton makes 2-pt jump shot from 4 ft,,49,64
224,2,0:47.0,,T. Ariza misses 3-pt jump shot from 25 ft,49,64
225,2,0:43.0,Defensive rebound by M. Chriss,,49,64
226,2,0:34.0,J. Clarkson makes 2-pt layup from 2 ft,,51,64
227,2,0:34.0,Shooting foul by T. Bryant (drawn by J. Clarkson),,51,64
228,2,0:34.0,J. Clarkson makes free throw 1 of 1,,52,64
229,2,0:10.0,,B. Beal misses 2-pt jump shot from 13 ft,52,64
230,2,0:07.0,,Offensive rebound by B. Beal,52,64
231,2,0:05.0,,B. Beal makes 2-pt layup from 1 ft,52,66
232,3,11:41.0,D. Adel makes 3-pt jump shot from 27 ft (assist by L. Nance),,55,66
233,3,11:27.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Ariza),55,69
234,3,11:11.0,Turnover by D. Nwaba (bad pass; steal by T. Bryant),,55,69
235,3,11:06.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Green),55,72
236,3,10:43.0,C. Sexton makes 2-pt jump shot from 17 ft,,57,72
237,3,10:25.0,,J. Green makes 3-pt jump shot from 23 ft (assist by B. Beal),57,75
238,3,10:07.0,C. Sexton misses 3-pt jump shot from 27 ft,,57,75
239,3,10:04.0,,Defensive rebound by T. Bryant,57,75
240,3,9:52.0,,Shooting foul by A. Žižić (drawn by J. Green),57,75
241,3,9:52.0,,J. Green makes free throw 1 of 2,57,76
242,3,9:52.0,,J. Green makes free throw 2 of 2,57,77
243,3,9:34.0,D. Adel misses 3-pt jump shot from 26 ft,,57,77
244,3,9:31.0,,Defensive rebound by T. Bryant,57,77
245,3,9:25.0,,B. Beal misses 3-pt jump shot from 27 ft,57,77
246,3,9:23.0,Defensive rebound by D. Nwaba,,57,77
247,3,9:20.0,Turnover by D. Nwaba (bad pass),,57,77
248,3,9:08.0,,Turnover by B. Beal (bad pass),57,77
249,3,8:50.0,D. Adel misses 3-pt jump shot from 24 ft,,57,77
250,3,8:47.0,Offensive rebound by D. Nwaba,,57,77
251,3,8:38.0,L. Nance makes 3-pt jump shot from 26 ft (assist by D. Nwaba),,60,77
252,3,8:25.0,,Offensive foul by B. Beal (drawn by D. Adel),60,77
253,3,8:25.0,,Turnover by B. Beal (offensive foul),60,77
254,3,8:11.0,D. Nwaba misses 2-pt jump shot from 17 ft,,60,77
255,3,8:06.0,,Defensive rebound by T. Bryant,60,77
256,3,8:01.0,,T. Ariza misses 3-pt jump shot from 23 ft,60,77
257,3,7:57.0,Defensive rebound by C. Sexton,,60,77
258,3,7:49.0,A. Žižić makes 2-pt dunk from 2 ft (assist by C. Sexton),,62,77
259,3,7:29.0,,T. Satoranský misses 2-pt jump shot from 7 ft,62,77
260,3,7:26.0,Defensive rebound by L. Nance,,62,77
261,3,7:24.0,L. Nance makes 2-pt layup from 2 ft,,64,77
262,3,7:23.0,,Washington full timeout,64,77
263,3,7:08.0,,B. Beal misses 3-pt jump shot from 26 ft,64,77
264,3,7:04.0,,Offensive rebound by T. Satoranský,64,77
265,3,7:03.0,,B. Beal misses 3-pt jump shot from 25 ft,64,77
266,3,7:00.0,Defensive rebound by L. Nance,,64,77
267,3,6:57.0,C. Sexton makes 3-pt jump shot from 25 ft (assist by L. Nance),,67,77
268,3,6:45.0,,B. Beal misses 2-pt layup from 2 ft,67,77
269,3,6:43.0,Defensive rebound by D. Nwaba,,67,77
270,3,6:26.0,C. Sexton misses 2-pt jump shot from 21 ft,,67,77
271,3,6:22.0,,Defensive rebound by J. Green,67,77
272,3,6:21.0,,T. Bryant makes 2-pt layup from 1 ft (assist by J. Green),67,79
273,3,6:21.0,,Shooting foul by C. Sexton (drawn by T. Bryant),67,79
274,3,6:21.0,J. Clarkson enters the game for D. Nwaba,,67,79
275,3,6:21.0,,T. Bryant makes free throw 1 of 1,67,80
276,3,6:05.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Nance),,70,80
277,3,5:47.0,,B. Beal misses 2-pt layup from 3 ft (block by A. Žižić),70,80
278,3,5:43.0,Defensive rebound by L. Nance,,70,80
279,3,5:42.0,C. Sexton misses 2-pt layup from 2 ft (block by J. Green),,70,80
280,3,5:40.0,,Defensive rebound by T. Satoranský,70,80
281,3,5:37.0,,T. Ariza misses 3-pt jump shot from 25 ft,70,80
282,3,5:34.0,Defensive rebound by L. Nance,,70,80
283,3,5:28.0,J. Clarkson makes 3-pt jump shot from 27 ft (assist by L. Nance),,73,80
284,3,5:12.0,,T. Bryant misses 2-pt jump shot from 19 ft,73,80
285,3,5:09.0,Defensive rebound by L. Nance,,73,80
286,3,5:09.0,M. Chriss enters the game for A. Žižić,,73,80
287,3,5:09.0,,B. Portis enters the game for T. Bryant,73,80
288,3,4:48.0,D. Adel makes 2-pt layup from 5 ft (assist by C. Sexton),,75,80
289,3,4:36.0,,B. Beal makes 2-pt layup from 2 ft,75,82
290,3,4:36.0,,Shooting foul by D. Adel (drawn by B. Beal),75,82
291,3,4:36.0,M. Dellavedova enters the game for D. Adel,,75,82
292,3,4:36.0,,B. Beal makes free throw 1 of 1,75,83
293,3,4:24.0,M. Dellavedova misses 2-pt jump shot from 8 ft,,75,83
294,3,4:23.0,Offensive rebound by L. Nance,,75,83
295,3,4:23.0,L. Nance misses 2-pt layup from 1 ft,,75,83
296,3,4:23.0,,Defensive rebound by Team,75,83
297,3,4:14.0,,Shooting foul by M. Chriss (drawn by J. Green),75,83
298,3,4:14.0,,J. Green makes free throw 1 of 2,75,84
299,3,4:14.0,,C. Randle enters the game for T. Satoranský,75,84
300,3,4:14.0,,J. Green makes free throw 2 of 2,75,85
301,3,4:02.0,L. Nance misses 2-pt layup from 6 ft,,75,85
302,3,4:00.0,Offensive rebound by L. Nance,,75,85
303,3,3:58.0,L. Nance misses 2-pt layup from 2 ft,,75,85
304,3,3:57.0,Offensive rebound by L. Nance,,75,85
305,3,3:56.0,L. Nance makes 2-pt dunk at rim,,77,85
306,3,3:38.0,,B. Portis makes 2-pt jump shot from 19 ft,77,87
307,3,3:19.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,77,87
308,3,3:16.0,,Defensive rebound by C. Randle,77,87
309,3,3:04.0,,T. Ariza makes 2-pt layup from 3 ft (assist by C. Randle),77,89
310,3,3:04.0,,Shooting foul by C. Sexton (drawn by T. Ariza),77,89
311,3,3:04.0,,J. Parker enters the game for J. Green,77,89
312,3,3:04.0,,T. Ariza misses free throw 1 of 1,77,89
313,3,3:01.0,Defensive rebound by M. Chriss,,77,89
314,3,2:51.0,M. Chriss misses 2-pt layup from 2 ft,,77,89
315,3,2:45.0,,Defensive rebound by J. Parker,77,89
316,3,2:36.0,,B. Portis misses 2-pt jump shot from 14 ft,77,89
317,3,2:32.0,Defensive rebound by M. Chriss,,77,89
318,3,2:28.0,C. Sexton makes 2-pt layup from 1 ft,,79,89
319,3,2:14.0,,B. Beal misses 2-pt jump shot from 15 ft,79,89
320,3,2:12.0,Defensive rebound by J. Clarkson,,79,89
321,3,2:00.0,J. Clarkson makes 2-pt hook shot from 3 ft,,81,89
322,3,1:44.0,,J. Parker misses 3-pt jump shot from 25 ft,81,89
323,3,1:41.0,Defensive rebound by C. Sexton,,81,89
324,3,1:34.0,M. Chriss makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,84,89
325,3,1:16.0,,B. Beal misses 2-pt jump shot from 21 ft,84,89
326,3,1:13.0,Defensive rebound by M. Chriss,,84,89
327,3,1:11.0,Turnover by M. Chriss (bad pass; steal by B. Beal),,84,89
328,3,1:06.0,,T. Ariza misses 3-pt jump shot from 25 ft,84,89
329,3,1:03.0,Defensive rebound by M. Dellavedova,,84,89
330,3,0:54.0,J. Clarkson misses 3-pt jump shot from 26 ft,,84,89
331,3,0:52.0,Offensive rebound by J. Clarkson,,84,89
332,3,0:50.0,J. Clarkson misses 3-pt jump shot from 23 ft,,84,89
333,3,0:47.0,,Defensive rebound by J. Parker,84,89
334,3,0:38.0,,J. Parker misses 3-pt jump shot from 27 ft,84,89
335,3,0:34.0,Defensive rebound by C. Sexton,,84,89
336,3,0:32.0,C. Sexton makes 2-pt layup from 2 ft,,86,89
337,3,0:11.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by C. Randle),86,92
338,3,0:01.0,M. Chriss misses 3-pt jump shot from 26 ft,,86,92
339,3,0:00.0,,Defensive rebound by T. Ariza,86,92
340,4,11:48.0,,J. Parker makes 2-pt layup from 2 ft (assist by B. Portis),86,94
341,4,11:27.0,Shooting foul by J. Parker (drawn by D. Nwaba),,86,94
342,4,11:27.0,D. Nwaba makes free throw 1 of 2,,87,94
343,4,11:27.0,D. Nwaba makes free throw 2 of 2,,88,94
344,4,11:08.0,,Turnover by B. Portis (bad pass; steal by D. Nwaba),88,94
345,4,11:00.0,Turnover by M. Chriss (bad pass; steal by J. Parker),,88,94
346,4,10:50.0,,Turnover by C. Randle (bad pass),88,94
347,4,10:32.0,Shooting foul by J. Parker (drawn by J. Clarkson),,88,94
348,4,10:32.0,,Violation by Team (delay of game),88,94
349,4,10:32.0,J. Clarkson makes free throw 1 of 2,,89,94
350,4,10:32.0,L. Nance enters the game for M. Chriss,,89,94
351,4,10:32.0,J. Clarkson makes free throw 2 of 2,,90,94
352,4,10:17.0,,C. Randle misses 2-pt jump shot from 4 ft,90,94
353,4,10:15.0,Defensive rebound by D. Adel,,90,94
354,4,10:11.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,90,94
355,4,10:07.0,,Defensive rebound by B. Portis,90,94
356,4,10:01.0,,J. Parker makes 2-pt dunk from 2 ft (assist by T. Satoranský),90,96
357,4,9:38.0,L. Nance misses 2-pt jump shot from 7 ft,,90,96
358,4,9:36.0,,Defensive rebound by B. Portis,90,96
359,4,9:25.0,,W. Johnson misses 3-pt jump shot from 26 ft,90,96
360,4,9:21.0,,Offensive rebound by B. Portis,90,96
361,4,9:21.0,,J. Parker misses 2-pt layup from 3 ft (block by D. Adel),90,96
362,4,9:18.0,Defensive rebound by L. Nance,,90,96
363,4,9:09.0,J. Clarkson misses 2-pt layup from 3 ft,,90,96
364,4,9:05.0,Offensive rebound by L. Nance,,90,96
365,4,9:05.0,L. Nance misses 2-pt layup from 1 ft,,90,96
366,4,9:02.0,,Defensive rebound by T. Satoranský,90,96
367,4,9:02.0,,Turnover by W. Johnson (bad pass),90,96
368,4,9:02.0,,Washington full timeout,90,96
369,4,9:02.0,,B. Beal enters the game for C. Randle,90,96
370,4,8:45.0,J. Clarkson misses 2-pt layup from 2 ft (block by W. Johnson),,90,96
371,4,8:42.0,Offensive rebound by D. Nwaba,,90,96
372,4,8:41.0,L. Nance misses 3-pt jump shot from 26 ft,,90,96
373,4,8:37.0,,Defensive rebound by B. Beal,90,96
374,4,8:23.0,,T. Satoranský misses 3-pt jump shot from 25 ft,90,96
375,4,8:20.0,,Offensive rebound by B. Beal,90,96
376,4,8:18.0,,B. Portis makes 3-pt jump shot from 23 ft (assist by B. Beal),90,99
377,4,8:18.0,C. Sexton enters the game for D. Adel,,90,99
378,4,7:52.0,J. Clarkson misses 3-pt jump shot from 26 ft,,90,99
379,4,7:51.0,Offensive rebound by L. Nance,,90,99
380,4,7:51.0,Personal foul by B. Portis (drawn by L. Nance),,90,99
381,4,7:46.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,90,99
382,4,7:43.0,Offensive rebound by L. Nance,,90,99
