,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PHOENIX_ACTION,OKLAHOMA CITY_SCORE,PHOENIX_SCORE
0,1,11:50.0,R. Westbrook makes 2-pt layup from 1 ft,,2,0
1,1,11:32.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by D. Booker),2,3
2,1,11:14.0,S. Adams misses 2-pt layup from 1 ft,,2,3
3,1,11:11.0,,Defensive rebound by D. Booker,2,3
4,1,11:07.0,,D. Booker misses 2-pt jump shot from 21 ft,2,3
5,1,11:04.0,Defensive rebound by S. Adams,,2,3
6,1,11:00.0,Personal foul by M. Bridges (drawn by J. Grant),,2,3
7,1,10:52.0,R. Westbrook misses 2-pt layup from 1 ft,,2,3
8,1,10:51.0,Offensive rebound by R. Westbrook,,2,3
9,1,10:49.0,R. Westbrook makes 2-pt layup from 1 ft,,4,3
10,1,10:33.0,,D. Ayton misses 2-pt layup from 1 ft,4,3
11,1,10:28.0,,Offensive rebound by D. Ayton,4,3
12,1,10:28.0,,D. Ayton makes 2-pt dunk from 1 ft,4,5
13,1,10:18.0,S. Adams misses 2-pt hook shot from 3 ft,,4,5
14,1,10:17.0,,Defensive rebound by D. Ayton,4,5
15,1,10:03.0,,D. Booker misses 3-pt jump shot from 28 ft,4,5
16,1,10:01.0,Defensive rebound by R. Westbrook,,4,5
17,1,9:57.0,T. Ferguson makes 2-pt layup from 1 ft (assist by R. Westbrook),,6,5
18,1,9:50.0,,Turnover by D. Booker (lost ball; steal by S. Adams),6,5
19,1,9:42.0,R. Westbrook makes 2-pt jump shot from 21 ft,,8,5
20,1,9:25.0,,Shooting foul by T. Ferguson (drawn by D. Booker),8,5
21,1,9:25.0,,D. Booker makes free throw 1 of 3,8,6
22,1,9:25.0,,D. Booker makes free throw 2 of 3,8,7
23,1,9:25.0,,D. Booker makes free throw 3 of 3,8,8
24,1,9:18.0,Turnover by R. Westbrook (out of bounds lost ball),,8,8
25,1,9:08.0,,D. Ayton makes 2-pt dunk at rim (assist by D. Booker),8,10
26,1,8:51.0,J. Grant misses 2-pt jump shot from 1 ft (block by M. Bridges),,8,10
27,1,8:51.0,Offensive rebound by J. Grant,,8,10
28,1,8:48.0,J. Grant makes 2-pt dunk from 1 ft,,10,10
29,1,8:35.0,,D. Ayton makes 2-pt dunk at rim (assist by D. Booker),10,12
30,1,8:16.0,J. Grant misses 2-pt jump shot from 7 ft,,10,12
31,1,8:14.0,,Defensive rebound by M. Bridges,10,12
32,1,8:10.0,,D. Booker misses 2-pt layup from 1 ft,10,12
33,1,8:08.0,Defensive rebound by S. Adams,,10,12
34,1,7:59.0,R. Westbrook makes 2-pt layup from 1 ft,,12,12
35,1,7:43.0,,D. Ayton misses 2-pt jump shot from 19 ft,12,12
36,1,7:40.0,Defensive rebound by S. Adams,,12,12
37,1,7:32.0,D. Schröder misses 3-pt jump shot from 25 ft,,12,12
38,1,7:30.0,,Defensive rebound by T. Warren,12,12
39,1,7:20.0,,M. Bridges misses 3-pt jump shot from 23 ft,12,12
40,1,7:16.0,Defensive rebound by J. Grant,,12,12
41,1,7:09.0,Turnover by R. Westbrook (lost ball; steal by D. Melton),,12,12
42,1,7:00.0,,T. Warren makes 2-pt layup from 1 ft (assist by D. Booker),12,14
43,1,7:00.0,Oklahoma City full timeout,,12,14
44,1,6:49.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,14,14
45,1,6:49.0,Shooting foul by T. Warren (drawn by S. Adams),,14,14
46,1,6:49.0,S. Adams makes free throw 1 of 1,,15,14
47,1,6:26.0,,D. Booker misses 2-pt jump shot from 14 ft,15,14
48,1,6:25.0,,Offensive rebound by D. Ayton,15,14
49,1,6:25.0,,D. Ayton misses 2-pt layup from 1 ft,15,14
50,1,6:24.0,Defensive rebound by D. Schröder,,15,14
51,1,6:17.0,S. Adams makes 2-pt dunk from 1 ft (assist by D. Schröder),,17,14
52,1,6:02.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by D. Melton),17,17
53,1,5:50.0,D. Schröder misses 2-pt jump shot from 14 ft,,17,17
54,1,5:48.0,,Defensive rebound by D. Ayton,17,17
55,1,5:43.0,,D. Melton makes 2-pt jump shot from 12 ft,17,19
56,1,5:25.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by D. Schröder),,20,19
57,1,5:11.0,,D. Melton misses 3-pt jump shot from 26 ft,20,19
58,1,5:08.0,Defensive rebound by S. Adams,,20,19
59,1,5:06.0,T. Ferguson makes 2-pt dunk from 1 ft (assist by R. Westbrook),,22,19
60,1,5:05.0,,Phoenix full timeout,22,19
61,1,5:05.0,A. Nader enters the game for T. Ferguson,,22,19
62,1,5:05.0,,J. Jackson enters the game for M. Bridges,22,19
63,1,4:45.0,,Turnover by J. Jackson (bad pass; steal by S. Adams),22,19
64,1,4:40.0,A. Nader misses 2-pt layup at rim,,22,19
65,1,4:40.0,,Defensive rebound by Team,22,19
66,1,4:31.0,,T. Warren misses 2-pt layup from 3 ft (block by J. Grant),22,19
67,1,4:28.0,Defensive rebound by R. Westbrook,,22,19
68,1,4:26.0,A. Nader makes 3-pt jump shot from 23 ft (assist by D. Schröder),,25,19
69,1,4:07.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Booker),25,21
70,1,4:02.0,Shooting foul by T. Warren (drawn by S. Adams),,25,21
71,1,4:02.0,S. Adams misses free throw 1 of 2,,25,21
72,1,4:02.0,Offensive rebound by Team,,25,21
73,1,4:02.0,S. Adams makes free throw 2 of 2,,26,21
74,1,3:49.0,,T. Warren makes 3-pt jump shot from 26 ft (assist by D. Booker),26,24
75,1,3:26.0,R. Westbrook makes 2-pt jump shot from 11 ft,,28,24
76,1,3:16.0,,D. Booker misses 2-pt jump shot from 9 ft,28,24
77,1,3:14.0,Defensive rebound by S. Adams,,28,24
78,1,3:01.0,R. Westbrook makes 2-pt jump shot from 10 ft,,30,24
79,1,2:37.0,,D. Booker misses 2-pt jump shot from 22 ft,30,24
80,1,2:32.0,Defensive rebound by J. Grant,,30,24
81,1,2:31.0,Turnover by R. Westbrook (bad pass; steal by D. Booker),,30,24
82,1,2:26.0,,J. Jackson misses 2-pt layup from 1 ft,30,24
83,1,2:23.0,,Offensive rebound by D. Ayton,30,24
84,1,2:23.0,,D. Ayton makes 2-pt dunk from 1 ft,30,26
85,1,2:10.0,Turnover by R. Westbrook (bad pass; steal by D. Booker),,30,26
86,1,2:07.0,,Shooting foul by R. Westbrook (drawn by D. Booker),30,26
87,1,2:07.0,,D. Booker misses free throw 1 of 2,30,26
88,1,2:07.0,,Offensive rebound by Team,30,26
89,1,2:07.0,H. Diallo enters the game for S. Adams,,30,26
90,1,2:07.0,N. Noel enters the game for R. Westbrook,,30,26
91,1,2:07.0,,M. Bridges enters the game for D. Ayton,30,26
92,1,2:07.0,,J. Crawford enters the game for D. Melton,30,26
93,1,2:07.0,,R. Holmes enters the game for T. Warren,30,26
94,1,2:07.0,,D. Booker makes free throw 2 of 2,30,27
95,1,1:57.0,J. Grant makes 2-pt dunk at rim (assist by D. Schröder),,32,27
96,1,1:40.0,,Turnover by J. Crawford (bad pass; steal by N. Noel),32,27
97,1,1:35.0,H. Diallo misses 2-pt layup from 1 ft,,32,27
98,1,1:33.0,,Defensive rebound by J. Jackson,32,27
99,1,1:33.0,,Turnover by J. Jackson (bad pass; steal by J. Grant),32,27
100,1,1:32.0,Turnover by J. Grant (lost ball; steal by D. Booker),,32,27
101,1,1:31.0,,D. Booker makes 2-pt jump shot from 13 ft,32,29
102,1,1:31.0,,K. Oubre enters the game for D. Booker,32,29
103,1,1:02.0,Turnover by Team (shot clock),,32,29
104,1,0:42.0,,Turnover by K. Oubre (bad pass; steal by J. Grant),32,29
105,1,0:33.0,D. Schröder makes 2-pt jump shot from 15 ft,,34,29
106,1,0:12.0,,Turnover by J. Crawford (lost ball; steal by N. Noel),34,29
107,1,0:07.0,H. Diallo makes 2-pt dunk from 1 ft (assist by N. Noel),,36,29
108,1,0:00.0,,M. Bridges misses 3-pt jump shot from 27 ft,36,29
109,1,0:00.0,,Offensive rebound by Team,36,29
110,2,11:44.0,,K. Oubre misses 3-pt jump shot from 23 ft,36,29
111,2,11:39.0,,Offensive rebound by J. Jackson,36,29
112,2,11:34.0,,Shooting foul by R. Felton (drawn by J. Jackson),36,29
113,2,11:34.0,,J. Jackson makes free throw 1 of 2,36,30
114,2,11:34.0,,J. Jackson makes free throw 2 of 2,36,31
115,2,11:23.0,R. Felton makes 2-pt jump shot from 4 ft,,38,31
116,2,11:02.0,,Shooting foul by A. Nader (drawn by R. Holmes),38,31
117,2,11:02.0,,R. Holmes makes free throw 1 of 2,38,32
118,2,11:02.0,,R. Holmes makes free throw 2 of 2,38,33
119,2,10:50.0,N. Noel misses 2-pt jump shot from 17 ft,,38,33
120,2,10:47.0,,Defensive rebound by M. Bridges,38,33
121,2,10:41.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by J. Crawford),38,35
122,2,10:31.0,A. Nader makes 2-pt layup from 1 ft,,40,35
123,2,10:31.0,Shooting foul by R. Holmes (drawn by A. Nader),,40,35
124,2,10:31.0,A. Nader makes free throw 1 of 1,,41,35
125,2,10:17.0,,J. Jackson misses 2-pt jump shot from 13 ft,41,35
126,2,10:15.0,Defensive rebound by A. Nader,,41,35
127,2,10:02.0,A. Nader makes 2-pt jump shot from 22 ft,,43,35
128,2,9:46.0,,J. Crawford makes 2-pt jump shot from 23 ft,43,37
129,2,9:25.0,Turnover by P. Patterson (traveling),,43,37
130,2,9:25.0,R. Westbrook enters the game for A. Nader,,43,37
131,2,9:13.0,,J. Jackson makes 2-pt jump shot from 18 ft,43,39
132,2,8:57.0,H. Diallo makes 2-pt hook shot from 9 ft (assist by N. Noel),,45,39
