,QUARTER,TIME_REMAINING,HOUSTON_ACTION,PHILADELPHIA_ACTION,HOUSTON_SCORE,PHILADELPHIA_SCORE
392,4,8:22.0,K. Faried makes 3-pt jump shot from 26 ft (assist by G. Green),,71,100
393,4,8:03.0,,T. McConnell misses 2-pt jump shot from 13 ft,71,100
394,4,8:01.0,Defensive rebound by K. Faried,,71,100
395,4,7:57.0,J. Ennis misses 2-pt layup from 2 ft (block by C. Brewer),,71,100
396,4,7:54.0,,Defensive rebound by M. Muscala,71,100
397,4,7:48.0,,M. Muscala misses 3-pt jump shot from 22 ft,71,100
398,4,7:45.0,Defensive rebound by V. Edwards,,71,100
399,4,7:39.0,G. Green makes 2-pt layup from 1 ft,,73,100
400,4,7:39.0,Shooting foul by A. Johnson (drawn by G. Green),,73,100
401,4,7:39.0,M. Chriss enters the game for K. Faried,,73,100
402,4,7:39.0,,F. Korkmaz enters the game for T. McConnell,73,100
403,4,7:39.0,G. Green makes free throw 1 of 1,,74,100
404,4,7:25.0,,A. Johnson makes 3-pt jump shot from 26 ft (assist by F. Korkmaz),74,103
405,4,7:01.0,G. Green makes 2-pt jump shot from 2 ft (assist by M. Chriss),,76,103
406,4,6:51.0,,Personal foul by J. Ennis (drawn by L. Shamet),76,103
407,4,6:38.0,,Shooting foul by J. Ennis (drawn by M. Muscala),76,103
408,4,6:38.0,,M. Muscala makes free throw 1 of 2,76,104
409,4,6:38.0,,M. Muscala makes free throw 2 of 2,76,105
410,4,6:28.0,Personal foul by A. Johnson (drawn by M. Chriss),,76,105
411,4,6:21.0,Shooting foul by L. Shamet (drawn by M. Chriss),,76,105
412,4,6:21.0,M. Chriss makes free throw 1 of 2,,77,105
413,4,6:21.0,M. Chriss makes free throw 2 of 2,,78,105
414,4,6:09.0,,L. Shamet misses 2-pt dunk from 1 ft (block by M. Chriss),78,105
415,4,6:06.0,Defensive rebound by J. Ennis,,78,105
416,4,6:03.0,G. Green makes 2-pt layup from 1 ft (assist by J. Ennis),,80,105
417,4,6:03.0,Shooting foul by C. Brewer (drawn by G. Green),,80,105
418,4,6:03.0,G. Green makes free throw 1 of 1,,81,105
419,4,5:49.0,,L. Shamet makes 2-pt jump shot from 17 ft,81,107
420,4,5:33.0,G. Clark misses 3-pt jump shot from 27 ft,,81,107
421,4,5:30.0,,Defensive rebound by M. Muscala,81,107
422,4,5:16.0,,L. Shamet misses 3-pt jump shot from 29 ft,81,107
423,4,5:12.0,Defensive rebound by G. Green,,81,107
424,4,5:07.0,V. Edwards misses 3-pt jump shot from 23 ft,,81,107
425,4,5:02.0,Offensive rebound by M. Chriss,,81,107
426,4,5:02.0,M. Chriss misses 2-pt layup at rim,,81,107
427,4,5:02.0,,Defensive rebound by M. Muscala,81,107
428,4,5:00.0,,C. Brewer misses 2-pt jump shot from 4 ft,81,107
429,4,5:00.0,Defensive rebound by G. Clark,,81,107
430,4,4:49.0,G. Green misses 2-pt hook shot from 8 ft,,81,107
431,4,4:49.0,,Defensive rebound by F. Korkmaz,81,107
432,4,4:30.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,81,107
433,4,4:27.0,Defensive rebound by M. Chriss,,81,107
434,4,4:17.0,M. Chriss misses 3-pt jump shot from 25 ft,,81,107
435,4,4:14.0,,Defensive rebound by L. Shamet,81,107
436,4,4:14.0,,Philadelphia full timeout,81,107
437,4,4:05.0,,L. Shamet misses 2-pt layup from 1 ft,81,107
438,4,4:04.0,,Offensive rebound by A. Johnson,81,107
439,4,4:04.0,,Shooting foul by M. Chriss (drawn by A. Johnson),81,107
440,4,4:04.0,,A. Johnson makes free throw 1 of 2,81,108
441,4,4:04.0,,A. Johnson misses free throw 2 of 2,81,108
442,4,4:01.0,Defensive rebound by M. Chriss,,81,108
443,4,3:53.0,M. Chriss makes 2-pt dunk from 1 ft (assist by G. Green),,83,108
444,4,3:43.0,,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by A. Johnson),83,111
445,4,3:34.0,Shooting foul by A. Johnson (drawn by G. Green),,83,111
446,4,3:34.0,G. Green makes free throw 1 of 2,,84,111
447,4,3:34.0,G. Green makes free throw 2 of 2,,85,111
448,4,3:18.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,85,111
449,4,3:18.0,,Offensive rebound by A. Johnson,85,111
450,4,3:18.0,,A. Johnson misses 2-pt layup from 1 ft,85,111
451,4,3:18.0,Defensive rebound by Team,,85,111
452,4,3:07.0,V. Edwards misses 3-pt jump shot from 26 ft,,85,111
453,4,3:03.0,,Defensive rebound by C. Brewer,85,111
454,4,2:49.0,,F. Korkmaz makes 3-pt jump shot from 27 ft (assist by C. Brewer),85,114
455,4,2:35.0,G. Green misses 2-pt layup from 2 ft (block by C. Brewer),,85,114
456,4,2:32.0,,Defensive rebound by A. Johnson,85,114
457,4,2:15.0,,Turnover by F. Korkmaz (bad pass; steal by J. Ennis),85,114
458,4,2:05.0,Turnover by M. Chriss (lost ball; steal by C. Brewer),,85,114
459,4,2:00.0,,C. Brewer makes 2-pt dunk from 2 ft (assist by A. Johnson),85,116
460,4,1:47.0,G. Green misses 3-pt jump shot from 26 ft,,85,116
461,4,1:44.0,,Defensive rebound by M. Muscala,85,116
462,4,1:30.0,,L. Shamet makes 3-pt jump shot from 27 ft (assist by M. Muscala),85,119
463,4,1:21.0,Personal foul by L. Shamet (drawn by J. Ennis),,85,119
464,4,1:21.0,J. Ennis makes free throw 1 of 2,,86,119
465,4,1:21.0,J. Ennis makes free throw 2 of 2,,87,119
466,4,0:56.0,,L. Shamet misses 3-pt jump shot from 29 ft,87,119
467,4,0:53.0,Defensive rebound by J. Ennis,,87,119
468,4,0:51.0,J. Ennis makes 2-pt layup from 1 ft,,89,119
469,4,0:51.0,Shooting foul by L. Shamet (drawn by J. Ennis),,89,119
470,4,0:51.0,J. Ennis makes free throw 1 of 1,,90,119
471,4,0:33.0,,L. Shamet makes 2-pt layup at rim,90,121
472,4,0:24.0,G. Green makes 3-pt jump shot from 25 ft,,93,121
